apartment_id,apartment_name,gu,legal_dong,latitude,longitude,final_local_market_id,final_local_market_name,market_definition_type,local_market_confidence,assignment_stability,algorithm_cluster,hierarchical_cluster,market_size_apartments,market_transactions_12m,dominant_legal_dong,dominant_dong_share,spatial_fragmentation_flag,low_sample_flag,data_quality_flag,cluster_algorithm_reference
A10023436,데시앙해링턴플레이스파크시티,남구,용호동,35.1126137352917,129.113230004297,LM025,남구|용호동,LEGAL_DONG,HIGH,1.0,0.0,0.0,9.0,715.0,용호동,1.0,False,False,OK,KMEANS_K3_SEED20260911
A10023440,힐스테이트사하역,사하구,괴정동,35.0980414493449,128.97932578032,LM061,사하구|괴정동,LEGAL_DONG,HIGH,1.0,0.0,0.0,3.0,160.0,괴정동,1.0,False,True,LOW_SAMPLE,KMEANS_K3_SEED20260911
A10023526,힐스테이트연산,연제구,연산동,35.173358042705,129.088891402581,LM081,연제구|연산동,LEGAL_DONG,HIGH,1.0,1.0,1.0,16.0,1001.0,연산동,1.0,False,False,OK,KMEANS_K3_SEED20260911
A10023533,오션파라곤아파트,남구,문현동,35.1298403579976,129.068032658048,LM023,남구|문현동,LEGAL_DONG,HIGH,1.0,0.0,0.0,7.0,329.0,문현동,1.0,False,True,LOW_SAMPLE,KMEANS_K3_SEED20260911
A10023542,해운대센트럴푸르지오,해운대구,우동,35.1646359363932,129.161319140252,LM089,해운대구|우동,LEGAL_DONG,HIGH,1.0,1.0,1.0,19.0,766.0,우동,1.0,False,False,OK,KMEANS_K3_SEED20260911
A10023544,센트럴스타힐스,사상구,괘법동,35.1641703820883,128.981914602925,LM054,사상구|괘법동,LEGAL_DONG,HIGH,1.0,0.0,0.0,3.0,123.0,괘법동,1.0,False,True,LOW_SAMPLE,KMEANS_K3_SEED20260911
A10023571,주례롯데캐슬골드스마트,사상구,주례동,35.1523287221475,128.996756992175,LM058,사상구|주례동,LEGAL_DONG,HIGH,1.0,0.0,0.0,9.0,271.0,주례동,1.0,False,True,LOW_SAMPLE,KMEANS_K3_SEED20260911
A10023607,더샵남천프레스티지,수영구,남천동,35.1423137657431,129.105669413733,LM076,수영구|남천동,LEGAL_DONG,HIGH,1.0,1.0,1.0,5.0,444.0,남천동,1.0,False,True,LOW_SAMPLE,KMEANS_K3_SEED20260911
A10023616,래미안어반파크2단지,부산진구,연지동,35.17424270798,129.054541548223,LM046,부산진구|연지동,LEGAL_DONG,HIGH,1.0,1.0,1.0,6.0,308.0,연지동,1.0,False,True,LOW_SAMPLE,KMEANS_K3_SEED20260911
A10023625,e편한세상시민공원2단지,부산진구,전포동,35.1653348393502,129.070049332342,LM047,부산진구|전포동,LEGAL_DONG,HIGH,1.0,1.0,1.0,7.0,439.0,전포동,1.0,False,True,LOW_SAMPLE,KMEANS_K3_SEED20260911
A10023627,가야롯데캐슬골드아너,부산진구,가야동,35.1532102220527,129.030537782842,LM038,부산진구|가야동,LEGAL_DONG,HIGH,1.0,1.0,1.0,3.0,155.0,가야동,1.0,False,True,LOW_SAMPLE,KMEANS_K3_SEED20260911
A10023647,센텀KCC스위첸,해운대구,반여동,35.1957283041092,129.121810026548,LM088,해운대구|반여동,LEGAL_DONG,HIGH,1.0,0.0,0.0,12.0,532.0,반여동,1.0,False,False,OK,KMEANS_K3_SEED20260911
A10023684,포레나부산덕천1차,북구,덕천동,35.2127277626499,129.012184959816,LM051,북구|덕천동,LEGAL_DONG,HIGH,1.0,0.0,0.0,6.0,198.0,덕천동,1.0,False,True,LOW_SAMPLE,KMEANS_K3_SEED20260911
A10023692,웨이브리즈,기장군,기장읍청강리,35.2327721439094,129.220605306016,LM013,기장군|기장읍청강리,LEGAL_DONG,HIGH,1.0,0.0,0.0,4.0,88.0,기장읍청강리,1.0,False,True,LOW_SAMPLE,KMEANS_K3_SEED20260911
A10023704,대신해모로센트럴아파트,서구,서대신동2가,35.1113590671005,129.011559245152,LM072,서구|서대신동2가,LEGAL_DONG,HIGH,1.0,0.0,0.0,2.0,120.0,서대신동2가,1.0,False,True,LOW_SAMPLE,KMEANS_K3_SEED20260911
A10023725,백양산베스티움에코포레,북구,만덕동,35.2071617886075,129.043239180592,LM052,북구|만덕동,LEGAL_DONG,HIGH,1.0,0.0,0.0,13.0,569.0,만덕동,1.0,False,False,OK,KMEANS_K3_SEED20260911
A10023750,e편한세상서면더센트럴,부산진구,범천동,35.1520548371687,129.049897995425,LM042,부산진구|범천동,LEGAL_DONG,HIGH,1.0,1.0,1.0,5.0,198.0,범천동,1.0,False,True,LOW_SAMPLE,KMEANS_K3_SEED20260911
A10023778,이지더원2차포레온아파트,기장군,일광읍,35.2600442556488,129.221305969533,,,,,,,,,,,,,,INSUFFICIENT_CLUSTER_FEATURES,KMEANS_K3_SEED20260911
A10023781,힐스테이트명륜트라디움,동래구,명륜동,35.214463197331,129.082846682152,LM032,동래구|명륜동,LEGAL_DONG,HIGH,1.0,1.0,1.0,5.0,306.0,명륜동,1.0,False,True,LOW_SAMPLE,KMEANS_K3_SEED20260911
A10023790,힐스테이트이진베이시티아파트,서구,암남동,35.0787637032665,129.022924973587,LM074,서구|암남동,LEGAL_DONG,MEDIUM,1.0,1.0,0.0,2.0,159.0,암남동,1.0,False,True,LOW_SAMPLE,KMEANS_K3_SEED20260911
A10023837,부산오션시티푸르지오,영도구,동삼동,35.0685254126271,129.084094589982,LM082,영도구|동삼동,LEGAL_DONG,HIGH,1.0,0.0,0.0,7.0,234.0,동삼동,1.0,False,True,LOW_SAMPLE,KMEANS_K3_SEED20260911
A10023872,대연양우내안애퍼스트,남구,문현동,35.1347343005461,129.078070055216,LM023,남구|문현동,LEGAL_DONG,HIGH,1.0,1.0,1.0,7.0,329.0,문현동,1.0,False,True,LOW_SAMPLE,KMEANS_K3_SEED20260911
A10023912,일광한신더휴센트럴포레2단지,기장군,일광읍삼성리,35.2623212335079,129.220342194822,LM014,기장군|일광읍삼성리,LEGAL_DONG,HIGH,1.0,0.0,0.0,6.0,308.0,일광읍삼성리,1.0,False,True,LOW_SAMPLE,KMEANS_K3_SEED20260911
A10023928,사하코오롱하늘채,사하구,신평동,35.09221648435,128.968189299826,LM065,사하구|신평동,LEGAL_DONG,HIGH,1.0,0.0,0.0,6.0,195.0,신평동,1.0,False,True,LOW_SAMPLE,KMEANS_K3_SEED20260911
A10023963,부산항일동미라주더오션(1지구),동구,좌천동,35.13172851113,129.05245707811,LM029,동구|좌천동,LEGAL_DONG,HIGH,1.0,0.0,0.0,1.0,23.0,좌천동,1.0,False,True,LOW_SAMPLE,KMEANS_K3_SEED20260911
A10023969,괴정한신더휴,사하구,괴정동,35.1076784658799,128.998897634279,LM061,사하구|괴정동,LEGAL_DONG,HIGH,1.0,0.0,0.0,3.0,160.0,괴정동,1.0,False,True,LOW_SAMPLE,KMEANS_K3_SEED20260911
A10023975,동래래미안아이파크,동래구,온천동,35.2108185382833,129.071308200134,LM037,동래구|온천동,LEGAL_DONG,HIGH,1.0,1.0,1.0,9.0,647.0,온천동,1.0,False,False,OK,KMEANS_K3_SEED20260911
A10024005,동래3차SKVIEW,동래구,온천동,35.2164407285619,129.07979446266,LM037,동래구|온천동,LEGAL_DONG,HIGH,1.0,1.0,1.0,9.0,647.0,온천동,1.0,False,False,OK,KMEANS_K3_SEED20260911
A10024185,부산사하중흥S-클래스,사하구,구평동,35.0813328998267,128.988418279772,,,,,,,,,,,,,,INSUFFICIENT_CLUSTER_FEATURES,KMEANS_K3_SEED20260911
A10024201,리버파크반도유보라,북구,구포동,35.2042466425221,129.002397767837,LM049,북구|구포동,LEGAL_DONG,HIGH,1.0,1.0,1.0,5.0,218.0,구포동,1.0,False,True,LOW_SAMPLE,KMEANS_K3_SEED20260911
A10024226,삼한골든뷰에듀스테이션,금정구,부곡동,35.2308898916178,129.089724186277,LM006,금정구|부곡동,LEGAL_DONG,MEDIUM,1.0,1.0,0.0,8.0,282.0,부곡동,1.0,False,True,LOW_SAMPLE,KMEANS_K3_SEED20260911
A10024249,해운대센텀트루엘1단지,해운대구,반여동,35.207635823241,129.118658128895,LM088,해운대구|반여동,LEGAL_DONG,HIGH,1.0,0.0,0.0,12.0,532.0,반여동,1.0,False,False,OK,KMEANS_K3_SEED20260911
A10024303,영도센트럴에일린의뜰,영도구,봉래동4가,35.0935638945661,129.047480684119,LM084,영도구|봉래동4가,LEGAL_DONG,HIGH,1.0,0.0,0.0,1.0,59.0,봉래동4가,1.0,False,True,LOW_SAMPLE,KMEANS_K3_SEED20260911
A10024318,이편한세상금정산,북구,만덕동,35.2157515534228,129.038054428315,LM052,북구|만덕동,LEGAL_DONG,HIGH,1.0,0.0,0.0,13.0,569.0,만덕동,1.0,False,False,OK,KMEANS_K3_SEED20260911
A10024328,동대신역비스타동원아파트,서구,동대신동1가,35.1103728686337,129.022816608344,LM068,서구|동대신동1가,LEGAL_DONG,HIGH,1.0,0.0,0.0,1.0,37.0,동대신동1가,1.0,False,True,LOW_SAMPLE,KMEANS_K3_SEED20260911
A10024341,화명푸르지오헤리센트,북구,화명동,35.2391676993315,129.016022012086,LM053,북구|화명동,LEGAL_DONG,HIGH,1.0,1.0,1.0,18.0,1144.0,화명동,1.0,False,False,OK,KMEANS_K3_SEED20260911
A10024383,사하역비스타동원,사하구,괴정동,35.1001350992794,128.98425723893,LM061,사하구|괴정동,LEGAL_DONG,HIGH,1.0,0.0,0.0,3.0,160.0,괴정동,1.0,False,True,LOW_SAMPLE,KMEANS_K3_SEED20260911
A10024476,일광신도시비스타동원2차,기장군,일광읍이천리,35.2686425093774,129.230066238261,LM015,기장군|일광읍이천리,LEGAL_DONG,HIGH,1.0,0.0,0.0,1.0,33.0,일광읍이천리,1.0,False,True,LOW_SAMPLE,KMEANS_K3_SEED20260911
A10024535,대신푸르지오2차,서구,서대신동2가,35.1084567309889,129.013588861488,LM072,서구|서대신동2가,LEGAL_DONG,HIGH,1.0,0.0,0.0,2.0,120.0,서대신동2가,1.0,False,True,LOW_SAMPLE,KMEANS_K3_SEED20260911
A10024591,롯데캐슬스타,해운대구,중동,35.1647378327007,129.163520530517,LM092,해운대구|중동,LEGAL_DONG,HIGH,1.0,1.0,1.0,5.0,254.0,중동,1.0,False,True,LOW_SAMPLE,KMEANS_K3_SEED20260911
A10024602,서면아이파크1단지,부산진구,전포동,35.1551400379108,129.068740212481,LM047,부산진구|전포동,LEGAL_DONG,HIGH,1.0,1.0,1.0,7.0,439.0,전포동,1.0,False,True,LOW_SAMPLE,KMEANS_K3_SEED20260911
A10024606,일광대성베르힐,기장군,일광읍삼성리,35.2601632496375,129.220709688019,LM014,기장군|일광읍삼성리,LEGAL_DONG,HIGH,1.0,0.0,0.0,6.0,308.0,일광읍삼성리,1.0,False,True,LOW_SAMPLE,KMEANS_K3_SEED20260911
A10024627,연산롯데캐슬골드포레,연제구,연산동,35.1741600807294,129.080915089737,LM081,연제구|연산동,LEGAL_DONG,HIGH,1.0,1.0,1.0,16.0,1001.0,연산동,1.0,False,False,OK,KMEANS_K3_SEED20260911
A10024664,더샵명지퍼스트월드3단지,강서구,명지동,35.0947817266961,128.906874174632,LM001,강서구|명지동,LEGAL_DONG,HIGH,1.0,0.0,0.0,22.0,1081.0,명지동,1.0,False,False,OK,KMEANS_K3_SEED20260911
A10024695,광안자이,수영구,광안동,35.1552831735431,129.109801726186,LM075,수영구|광안동,LEGAL_DONG,HIGH,1.0,1.0,1.0,4.0,155.0,광안동,1.0,False,True,LOW_SAMPLE,KMEANS_K3_SEED20260911
A10024697,더샵명지퍼스트월드2단지,강서구,명지동,35.0975218758561,128.905203069718,LM001,강서구|명지동,LEGAL_DONG,HIGH,1.0,0.0,0.0,22.0,1081.0,명지동,1.0,False,False,OK,KMEANS_K3_SEED20260911
