apartment_id,apartment_name,gu,legal_dong,latitude,longitude,final_local_market_id,final_local_market_name,market_definition_type,local_market_confidence,assignment_stability,algorithm_cluster,hierarchical_cluster,market_size_apartments,market_transactions_12m,dominant_legal_dong,dominant_dong_share,spatial_fragmentation_flag,low_sample_flag,data_quality_flag,cluster_algorithm_reference
A10022985,경동포레스트힐 행복주택 아미,서구,아미동2가,35.1013272524495,129.01039102628,,,,,,,,,,,,,,INSUFFICIENT_CLUSTER_FEATURES,KMEANS_K3_SEED20260911
A10022999,대연푸르지오클라센트1단지,남구,대연동,35.1290634154305,129.085064400067,LM022,남구|대연동,LEGAL_DONG,HIGH,1.0,1.0,1.0,12.0,982.0,대연동,1.0,False,False,OK,KMEANS_K3_SEED20260911
A10023014,시청앞 행복주택2단지,연제구,연산동,35.179254189421,129.078446100303,,,,,,,,,,,,,,INSUFFICIENT_CLUSTER_FEATURES,KMEANS_K3_SEED20260911
A10023021,서면비스타동원,부산진구,당감동,35.1576900980268,129.038333034922,LM040,부산진구|당감동,LEGAL_DONG,HIGH,1.0,1.0,1.0,10.0,393.0,당감동,1.0,False,False,OK,KMEANS_K3_SEED20260911
A10023040,양정포레힐즈스위첸1단지,부산진구,양정동,35.1723960004205,129.079723130345,LM045,부산진구|양정동,LEGAL_DONG,HIGH,1.0,1.0,1.0,5.0,366.0,양정동,1.0,False,True,LOW_SAMPLE,KMEANS_K3_SEED20260911
A10023104,사상중흥에스-클래스그랜드센트럴,사상구,덕포동,35.1716317464552,128.983687212587,LM055,사상구|덕포동,LEGAL_DONG,HIGH,1.0,0.0,0.0,3.0,145.0,덕포동,1.0,False,True,LOW_SAMPLE,KMEANS_K3_SEED20260911
A10023208,두산위브더제니스하버시티,동구,범일동,35.1326704859309,129.057266019849,LM027,동구|범일동,LEGAL_DONG,HIGH,1.0,1.0,1.0,4.0,179.0,범일동,1.0,False,True,LOW_SAMPLE,KMEANS_K3_SEED20260911
A10023283,금호센트럴베이 행복주택 일광,기장군,일광읍,35.2607952781356,129.224005976511,,,,,,,,,,,,,,INSUFFICIENT_CLUSTER_FEATURES,KMEANS_K3_SEED20260911
A10023409,이진젠시티개금,부산진구,개금동,35.1536845951425,129.02625480982,LM039,부산진구|개금동,LEGAL_DONG,MEDIUM,1.0,1.0,0.0,8.0,361.0,개금동,1.0,False,True,LOW_SAMPLE,KMEANS_K3_SEED20260911
A10023417,더샵동래,동래구,온천동,35.2148587237127,129.079964263796,LM037,동래구|온천동,LEGAL_DONG,HIGH,1.0,0.0,0.0,9.0,647.0,온천동,1.0,False,False,OK,KMEANS_K3_SEED20260911
A10023420,남천자이,수영구,남천동,35.1401914569438,129.112924625666,LM076,수영구|남천동,LEGAL_DONG,HIGH,1.0,1.0,1.0,5.0,444.0,남천동,1.0,False,True,LOW_SAMPLE,KMEANS_K3_SEED20260911
