apartment_id,apartment_name,legal_dong,gu,school_premium_core_score,gap_confidence,has_6m_price,has_12m_price,has_24m_price,transaction_count_6m,transaction_count_12m,transaction_count_24m,gap_6m,gap_12m,gap_24m,temporal_sign_pattern,temporal_stability,temporal_std,temporal_range,temporal_cv,temporal_median,temporal_min,temporal_max,residual_method_gap_pct,comparable_method_gap_pct,gap_method_agreement,gap_method_abs_diff,large_method_disagreement,bootstrap_iterations,bootstrap_gap_median,bootstrap_gap_p05,bootstrap_gap_p25,bootstrap_gap_p75,bootstrap_gap_p95,gap_positive_probability,gap_negative_probability,bootstrap_iqr,bootstrap_stability,sanity_flag,phase145_gap_reproduced,phase145_reproduction_error
A60975204,선경1,구서동,금정구,66.87472406181016,LOW,True,True,True,4.0,14.0,18.0,8.960534332905459,-5.211169497525367,-6.308737993630347,+--,MIXED,8.516577202168742,15.269272326535805,,-5.211169497525367,-6.308737993630347,8.960534332905459,-15.999984663082277,33.921053328893194,MIXED_POSITIVE_COMPARABLE,49.92103799197547,False,500,-5.225947550827966,-39.800737737599086,-14.45221266395818,-2.873913018597224,1.339447725983152,0.084,0.916,11.578299645360957,VERY_STABLE_NEGATIVE,False,8.960534332905457,0.0
A60975303,경남한신,부곡동,금정구,37.02941501103752,LOW,True,True,True,34.0,61.0,91.0,5.214133584891135,4.119712433638806,2.9495946583828525,+++,STABLE_POSITIVE,1.1324803025475911,2.2645389265082825,0.2765870733619772,4.119712433638806,2.9495946583828525,5.214133584891135,-0.3035702366300912,10.73183740641236,NEUTRAL_OR_ZERO,11.03540764304245,False,500,3.2934204767213426,-37.88810453079357,-5.212158859624757,5.634187575304422,8.303221037349129,0.628,0.372,10.846346434929178,UNCERTAIN,False,5.214133584891135,0.0
A60975404,뉴그린1,부곡동,금정구,52.94050772626932,MEDIUM,True,True,True,9.0,16.0,39.0,49.317480302395275,42.13711052428428,41.88344882620062,+++,STABLE_POSITIVE,4.220720286012354,7.434031476194654,0.0949628544937405,42.13711052428428,41.88344882620062,49.317480302395275,44.14742712993599,54.48753347485456,STRONG_POSITIVE,10.340106344918567,False,500,42.09711253047523,33.3763467269525,38.45530669443356,44.04403523873082,46.45305385299521,1.0,0.0,5.588728544297261,VERY_STABLE_POSITIVE,False,49.31748030239528,0.0
A60975502,에스케이아파트,부곡동,금정구,37.02941501103752,MEDIUM,True,True,True,11.0,30.0,66.0,-27.790819996445126,-28.47236094544131,-28.14810414682173,---,STABLE_NEGATIVE,0.34090382336761976,0.681540948996183,0.012115814479403882,-28.14810414682173,-28.47236094544131,-27.790819996445126,-29.389240890603265,-26.192399102286988,STRONG_NEGATIVE,3.196841788316277,False,500,-28.597257947096814,-73.56523250259262,-31.697948993085838,-20.202595760880676,-14.90727363386834,0.002,0.998,11.495353232205161,VERY_STABLE_NEGATIVE,False,-27.790819996445126,0.0
A60976105,선경3,구서동,금정구,60.11037527593818,MEDIUM,True,True,True,3.0,10.0,20.0,32.23974858970552,27.179446832682025,23.55375240072558,+++,STABLE_POSITIVE,4.362698778298992,8.685996188979942,0.15773931960087756,27.179446832682025,23.55375240072558,32.23974858970552,15.096614991662662,49.38288218774838,STRONG_POSITIVE,34.28626719608572,False,500,27.91675628807058,18.54854523395806,24.76755034087696,30.130370778076845,34.17413780555053,0.994,0.006000000000000005,5.362820437199886,VERY_STABLE_POSITIVE,False,32.23974858970552,0.0
A60976501,부곡시영,부곡동,금정구,49.04194260485652,LOW,False,False,False,,,,,,,NANANA,INSUFFICIENT,,,,,,,,,INSUFFICIENT,,False,0,,,,,,,,,,False,,
A60976502,부곡늘푸른아파트,부곡동,금정구,49.04194260485652,MEDIUM,True,True,True,11.0,26.0,41.0,47.41892848818401,43.76510014503258,41.3999820095027,+++,STABLE_POSITIVE,3.0323797604483063,6.018946478681308,0.06861415065998744,43.76510014503258,41.3999820095027,47.41892848818401,38.50859399483513,56.32926298153288,STRONG_POSITIVE,17.820668986697747,False,500,43.10939307636977,36.144347320475006,40.61123180874924,45.66082185146238,48.21965103451619,1.0,0.0,5.049590042713142,VERY_STABLE_POSITIVE,False,47.418928488184,0.0
A60976902,경동,청룡동,금정구,50.54679911699779,HIGH,True,True,True,7.0,14.0,26.0,40.58012368662183,38.510829047981275,36.903364836571356,+++,STABLE_POSITIVE,1.8432072199427625,3.6767588500504758,0.0476714874970948,38.510829047981275,36.903364836571356,40.58012368662183,28.83446303406337,52.325784339180295,STRONG_POSITIVE,23.491321305116927,False,500,38.60773052173398,31.80031915999734,36.1161292029112,40.90425533827647,43.1732042925375,1.0,0.0,4.7881261353652675,VERY_STABLE_POSITIVE,False,40.58012368662183,0.0
A60980506,구서우성,구서동,금정구,66.87472406181016,MEDIUM,True,True,True,9.0,21.0,42.0,51.71688562541383,52.78822648928083,50.48436283417222,+++,STABLE_POSITIVE,1.152871156349206,2.3038636551086142,0.022315150562247286,51.71688562541383,50.48436283417222,52.78822648928083,41.96787835863688,61.46589289219079,STRONG_POSITIVE,19.498014533553906,False,500,52.87118831274192,44.83582709114164,50.68753883598795,54.96508652175028,57.27532328612409,1.0,0.0,4.277547685762329,VERY_STABLE_POSITIVE,False,51.71688562541383,0.0
A60982103,우신뉴타운,부곡동,금정구,65.36490066225166,MEDIUM,True,True,True,2.0,16.0,35.0,20.273361889117187,12.642168759364203,19.28437952009121,+++,STABLE_POSITIVE,4.149942941369817,7.631193129752983,0.23850287833646458,19.28437952009121,12.642168759364203,20.273361889117187,0.5377350132315772,24.74660250549683,STRONG_POSITIVE,24.208867492265256,False,500,14.688367009630745,-25.411431675701266,8.982331686526413,17.158679178971926,20.42505260529699,0.9,0.09999999999999998,8.176347492445514,VERY_STABLE_POSITIVE,False,12.642168759364203,0.0
A61175110,주공,연산동,연제구,46.31578366445916,LOW,True,True,True,13.0,31.0,53.0,-9.95496548365113,-11.736115535632257,-16.43407260902565,---,STABLE_NEGATIVE,3.347190994281581,6.479107125374522,0.2633844595288026,-11.736115535632257,-16.43407260902565,-9.95496548365113,-34.60311680699161,14.693185839689349,MIXED_POSITIVE_COMPARABLE,49.29630264668096,False,500,-13.21337599835779,-19.345525240029648,-15.92326151948098,-9.614571338382197,-6.221760568909853,0.0,1.0,6.3086901810987825,VERY_STABLE_NEGATIVE,False,-9.95496548365113,0.0
A61175209,한양(1차),연산동,연제구,69.14166666666668,LOW,True,True,True,17.0,41.0,58.0,10.048298352178456,7.234945635182854,7.969519150061139,+++,STABLE_POSITIVE,1.4592163838936916,2.8133527169956025,0.17335327337679615,7.969519150061139,7.234945635182854,10.048298352178456,-21.188762462333344,41.285359166690256,MIXED_POSITIVE_COMPARABLE,62.4741216290236,True,500,7.062376514509185,2.133066768296354,5.166548218791057,9.311738291784806,12.072270693994033,0.99,0.010000000000000009,4.145190072993749,VERY_STABLE_POSITIVE,False,10.048298352178458,0.0
A61175804,현대,거제동,연제구,44.049558498896246,LOW,True,True,True,8.0,17.0,20.0,-1.0374169918843492,1.5712472457293352,0.4236634921698119,-++,MIXED,1.307467893609775,2.6086642376136844,,0.4236634921698119,-1.0374169918843492,1.5712472457293352,-37.1609831218479,36.88839623886675,MIXED_POSITIVE_COMPARABLE,74.04937936071465,True,500,0.9996134041112796,-7.976574188664673,-1.414155421774483,2.895913167401277,5.37255728462215,0.628,0.372,4.31006858917576,UNCERTAIN,False,-0.1362934414905758,0.0
A61175901,연산자이,연산동,연제구,73.0110927152318,HIGH,True,True,True,24.0,77.0,132.0,7.063048429757503,14.37394382318671,15.223471409164826,+++,STABLE_POSITIVE,4.486338369164794,8.160422979407324,0.3671261561649354,14.37394382318671,7.063048429757503,15.223471409164826,6.122109366566675,8.003987492948328,STRONG_POSITIVE,1.881878126381653,False,500,14.307273624912908,4.177892647175017,9.792118528204075,16.42920900614893,18.065084366240665,0.998,0.0020000000000000018,6.637090477944856,VERY_STABLE_POSITIVE,False,7.063048429757501,0.0
A61176308,선경,연산동,연제구,46.31578366445916,LOW,True,True,True,5.0,10.0,19.0,16.405557477523875,23.24001913719374,18.31128657276389,+++,STABLE_POSITIVE,3.526898407326494,6.834461659669866,0.18256155768390306,18.31128657276389,16.405557477523875,23.24001913719374,-2.714207335714736,35.52532229076248,MIXED_POSITIVE_COMPARABLE,38.23952962647722,False,500,23.954145866010062,13.376674575728249,18.22105271338427,29.06221946764183,33.76979971063036,1.0,0.0,10.84116675425756,VERY_STABLE_POSITIVE,False,16.40555747752387,0.0
A61176411,연산엘지,연산동,연제구,69.14166666666668,HIGH,True,True,True,32.0,71.0,143.0,46.648956889678985,46.30721970824344,45.93798237953467,+++,STABLE_POSITIVE,0.3555758850471664,0.7109745101443181,0.007680147696597033,46.30721970824344,45.93798237953467,46.648956889678985,41.50168621457102,51.79622756478695,STRONG_POSITIVE,10.29454135021593,False,500,46.231426709837756,42.795071017683206,44.57926291481537,47.50032537395744,50.09969008024703,1.0,0.0,2.921062459142071,VERY_STABLE_POSITIVE,False,46.648956889678985,0.0
A61176513,거제1차현대홈타운,거제동,연제구,89.40375275938192,LOW,True,True,True,27.0,73.0,135.0,-1.4468296997123247,6.282696846531417,9.47116848384878,-++,MIXED,5.614187628192636,10.917998183561105,1.1772224043725033,6.282696846531417,-1.4468296997123247,9.47116848384878,-16.979645924914298,23.96941107131713,MIXED_POSITIVE_COMPARABLE,40.94905699623143,False,500,6.702582780257597,-23.588420598461962,-5.6509516645309725,8.626948208367043,14.277903207321643,0.646,0.354,14.277899872898015,UNCERTAIN,False,3.494882573201416,0.0
A61176612,거제2차현대홈타운,거제동,연제구,89.40375275938192,LOW,True,True,True,35.0,76.0,140.0,-25.056124375046977,-20.063032974664708,-19.475147788775423,---,STABLE_NEGATIVE,3.066590679698187,5.580976586271554,0.14242388735927555,-20.063032974664708,-25.056124375046977,-19.475147788775423,-46.77321070985555,5.18165062300946,MIXED_POSITIVE_COMPARABLE,51.95486133286501,False,500,-19.685492679086813,-50.166049149820395,-28.784822433955462,-14.034821845443977,-8.99650815288182,0.008,0.992,14.750000588511485,VERY_STABLE_NEGATIVE,False,-20.79578004342304,0.0
A61176709,쌍용,거제동,연제구,89.40375275938192,LOW,True,True,True,15.0,33.0,53.0,-25.837395606942216,-27.28268232594588,-17.275678581201802,---,STABLE_NEGATIVE,5.408819588972312,10.007003744744079,0.2305033651235663,-25.837395606942216,-27.28268232594588,-17.275678581201802,-55.73975373122893,12.0665602096691,MIXED_POSITIVE_COMPARABLE,67.80631394089804,True,500,-21.316524198043403,-52.270775359497506,-28.305954348291884,-14.593969760671252,-7.9915222898232505,0.0,1.0,13.711984587620632,VERY_STABLE_NEGATIVE,False,-21.83659676077992,0.0
A61176911,거제동롯데캐슬,거제동,연제구,38.8735651214128,MEDIUM,True,True,True,14.0,32.0,45.0,21.003071200657672,24.005925908354648,21.97070100607089,+++,STABLE_POSITIVE,1.5327309091258128,3.002854707696976,0.06865054422127902,21.97070100607089,21.003071200657672,24.005925908354648,5.143681305413184,38.55227663051299,STRONG_POSITIVE,33.40859532509981,False,500,23.598739649906747,15.230066104575558,20.581928616913448,24.62285768316809,26.034672338694005,0.998,0.0020000000000000018,4.040929066254641,VERY_STABLE_POSITIVE,False,21.84797896796309,0.0
A61177214,거제동월드메르디앙,거제동,연제구,38.8735651214128,LOW,True,True,True,15.0,43.0,83.0,-8.029892350334567,-2.6641163371932297,-0.2843052365010994,---,STABLE_NEGATIVE,3.9675595529276237,7.7455871138334675,1.084199153089507,-2.6641163371932297,-8.029892350334567,-0.2843052365010994,-28.027323625923884,14.376131189270314,MIXED_POSITIVE_COMPARABLE,42.403454815194195,False,500,-2.3562365189540304,-30.40689839776471,-7.339500831438903,0.764099911779647,5.8722477961098924,0.29,0.71,8.10360074321855,UNCERTAIN,False,-6.825596218326784,0.0
A61180503,유림아시아드,거제동,연제구,79.81103752759383,MEDIUM,True,True,True,29.0,61.0,94.0,59.815154951074824,60.0123787761973,58.33722879418428,+++,STABLE_POSITIVE,0.9155408624282735,1.675149982013025,0.015416194248590791,59.815154951074824,58.33722879418428,60.0123787761973,50.7297360281793,70.18773186233761,STRONG_POSITIVE,19.45799583415831,False,500,59.734542420616435,52.93131471370119,57.147609635061016,61.38482513373837,63.59473947978795,1.0,0.0,4.237215498677351,VERY_STABLE_POSITIVE,False,60.45873394525846,0.0
A61201007,롯데캐슬마린,중동,해운대구,81.58217439293598,LOW,True,True,True,13.0,46.0,78.0,-7.486711394352576,-3.569413113195643,0.5395686777456472,--+,MIXED,4.013521499830359,8.026280072098224,1.144915188427913,-3.569413113195643,-7.486711394352576,0.5395686777456472,-15.332699754961986,0.3592769662568376,NEUTRAL_OR_ZERO,15.691976721218824,False,500,-4.207677961270177,-17.27179360206297,-10.449553598659756,-0.3686839875632977,3.293071612293295,0.23,0.77,10.080869611096459,STABLE_NEGATIVE,False,-7.486711394352575,0.0
A61202004,대우트럼프월드센텀,우동,해운대구,65.61307947019867,HIGH,True,True,True,4.0,30.0,43.0,-65.63874836836253,-67.96411421477914,-72.4529001447358,---,STABLE_NEGATIVE,3.4638415542118572,6.814151776373279,0.05043064326407063,-67.96411421477914,-72.4529001447358,-65.63874836836253,-83.96566525157888,-47.31183148514617,STRONG_NEGATIVE,36.65383376643271,False,500,-67.99906236789175,-96.05505140773137,-86.80392171526486,-64.13568162462005,-58.570613974249035,0.0,1.0,22.668240090644815,VERY_STABLE_NEGATIVE,False,-65.63874836836254,0.0
A61202007,해운대두산위브더제니스,우동,해운대구,76.8108719646799,HIGH,True,True,True,24.0,53.0,110.0,-15.026013926459482,-12.847269894834689,-9.166301990652649,---,STABLE_NEGATIVE,2.9617752063471454,5.859711935806834,0.23988728340951226,-12.847269894834689,-15.026013926459482,-9.166301990652649,-17.71068834912586,-13.630148984540469,STRONG_NEGATIVE,4.080539364585391,False,500,-12.03948494268744,-25.194183962246854,-14.53471983750238,-9.517386782544502,-5.897498176057498,0.0,1.0,5.017333054957877,VERY_STABLE_NEGATIVE,False,-15.670418666833164,0.0
A61202008,쌍용예가,용호동,남구,24.534823399558498,MEDIUM,True,True,True,17.0,32.0,55.0,7.435312134560327,8.001980626954884,7.685585241189335,+++,STABLE_POSITIVE,0.2839764803371885,0.5666684923945571,0.03684357288534413,7.685585241189335,7.435312134560327,8.001980626954884,10.868664757057743,4.001959512062914,STRONG_POSITIVE,6.866705244994829,False,500,8.337783736391073,-0.6338507463565001,2.7279120616217742,12.925788965756132,20.999177826297373,0.92,0.07999999999999996,10.197876904134358,VERY_STABLE_POSITIVE,False,7.435312134560327,0.0
A61202009,해운대자이1단지,우동,해운대구,72.85044150110376,MEDIUM,True,True,True,12.0,63.0,102.0,-17.43534007557609,-7.649186319151359,-5.186723605762368,---,STABLE_NEGATIVE,6.478954820337007,12.248616469813722,0.6420899190055421,-7.649186319151359,-17.43534007557609,-5.186723605762368,-13.281894498376404,-21.588785652775776,STRONG_NEGATIVE,8.306891154399372,False,500,-5.277062470390731,-27.938436739725457,-17.517452138973574,2.1242833459221475,12.798775825529061,0.35,0.65,19.641735484895722,UNCERTAIN,False,-17.43534007557609,0.0
A61202011,센텀두산위브,우동,해운대구,65.61307947019867,MEDIUM,True,True,True,9.0,35.0,50.0,26.350621593045013,26.857322511926824,26.876991393835425,+++,STABLE_POSITIVE,0.29838393983125877,0.5263698007904125,0.011177530629429154,26.857322511926824,26.350621593045013,26.876991393835425,22.57788728021485,29.506130896163164,STRONG_POSITIVE,6.928243615948315,False,500,27.025865009887013,24.444021050633598,25.86757427000498,29.261719662961156,30.866603416129028,1.0,0.0,3.394145392956176,VERY_STABLE_POSITIVE,False,26.042009088189005,0.0
A61203012,영남,좌동,해운대구,62.41092715231788,LOW,True,True,True,4.0,17.0,34.0,12.121017830422543,13.564480974502642,9.971652098583473,+++,STABLE_POSITIVE,1.8079352048289925,3.592828875919169,0.15210989877358025,12.121017830422543,9.971652098583473,13.564480974502642,-0.1733880679986255,24.415423728843717,NEUTRAL_OR_ZERO,24.588811796842343,False,500,13.605717433522452,8.149213181319924,11.044024060938682,15.935600973407732,19.23059719197387,1.0,0.0,4.89157691246905,VERY_STABLE_POSITIVE,False,12.121017830422543,0.0
A61203013,두산2,좌동,해운대구,75.86605960264902,HIGH,True,True,True,11.0,22.0,47.0,-24.373465699102084,-26.397672693279127,-21.072513664786882,---,STABLE_NEGATIVE,2.687967539699137,5.325159028492244,0.11224238173027072,-24.373465699102084,-26.397672693279127,-21.072513664786882,-39.82557641822271,-8.921354979981455,STRONG_NEGATIVE,30.904221438241255,False,500,-26.377750154791315,-31.108028932122753,-28.27712556222538,-24.42656965572283,-21.555589305329043,0.0,1.0,3.8505559065025494,VERY_STABLE_NEGATIVE,False,-24.37346569910208,0.0
A61203014,경남,좌동,해운대구,61.9123068432671,LOW,True,True,True,7.0,18.0,33.0,-1.1756193975196618,1.1812270686792745,5.526250980320696,-++,MIXED,3.3997309849296453,6.701870377840358,1.8437190097146938,1.1812270686792745,-1.1756193975196618,5.526250980320696,-11.249723271726976,8.898484476687651,MIXED_POSITIVE_COMPARABLE,20.148207748414627,False,500,3.0163429720969943,-1.8080572123027308,1.024789095380335,5.324584755362006,8.83915747568763,0.842,0.15800000000000003,4.299795659981671,STABLE_POSITIVE,False,-1.1756193975196618,0.0
A61203015,한일,좌동,해운대구,67.07527593818985,LOW,True,True,True,12.0,29.0,52.0,3.7842149175865103,6.677133105870441,1.2073440859593116,+++,STABLE_POSITIVE,2.7364158690196496,5.469789019911129,0.7035276558916442,3.7842149175865103,1.2073440859593116,6.677133105870441,-13.433769835876252,21.002199671049272,MIXED_POSITIVE_COMPARABLE,34.435969506925524,False,500,3.8412213411369303,-5.1958964169263036,0.5973206329459442,7.110654900401613,13.341221514020607,0.816,0.18400000000000005,6.513334267455669,STABLE_POSITIVE,False,3.7842149175865103,0.0
A61203016,동신,좌동,해운대구,82.6453642384106,LOW,True,True,True,6.0,19.0,42.0,8.861271060769088,10.320440173616515,6.979798565565754,+++,STABLE_POSITIVE,1.6747636451916919,3.3406416080507606,0.1920489671274407,8.861271060769088,6.979798565565754,10.320440173616515,-3.812836657604146,21.53537877914232,MIXED_POSITIVE_COMPARABLE,25.348215436746464,False,500,9.859880194567596,3.892695665077537,7.326576673503895,12.366274722490358,15.523341549375509,0.992,0.008000000000000007,5.039698048986463,VERY_STABLE_POSITIVE,False,8.861271060769088,0.0
A61203017,동부,좌동,해운대구,78.09409492273733,LOW,True,True,True,6.0,27.0,46.0,-5.13208830172856,3.8679444246269625,5.404318505685786,-++,MIXED,5.691761631278244,10.536406807414345,4.1242909842365645,3.8679444246269625,-5.13208830172856,5.404318505685786,-23.47270496833873,13.208528364881612,MIXED_POSITIVE_COMPARABLE,36.68123333322034,False,500,2.8938486045602296,-10.35090392782164,0.4951750532191501,5.274139234984087,8.260452787883358,0.774,0.22599999999999998,4.7789641817649375,STABLE_POSITIVE,False,-5.132088301728562,0.0
A61203018,대림2,좌동,해운대구,59.09834437086093,HIGH,True,True,True,14.0,31.0,54.0,-15.317064222787367,-21.279016776833625,-14.490268166952314,---,STABLE_NEGATIVE,3.7039523409192814,6.788748609881312,0.21751127657461433,-15.317064222787367,-21.279016776833625,-14.490268166952314,-25.333507768878214,-5.300620676696522,STRONG_NEGATIVE,20.032887092181692,False,500,-16.497758561631656,-23.262148704995045,-19.758161680940237,-13.337938948520248,-6.88172410237332,0.0,1.0,6.4202227324199885,VERY_STABLE_NEGATIVE,False,-15.317064222787366,0.0
A61203019,삼성,좌동,해운대구,78.09409492273733,HIGH,True,True,True,15.0,32.0,52.0,-23.307041079292524,-21.477404604991115,-21.187319489462354,---,STABLE_NEGATIVE,1.1492706832840827,2.1197215898301707,0.05226193418914814,-21.477404604991115,-23.307041079292524,-21.187319489462354,-35.4326419696299,-11.18144018895515,STRONG_NEGATIVE,24.251201780674748,False,500,-20.6447776636584,-26.70148858123331,-22.912291759784335,-18.302697891227517,-14.375815217284885,0.0,1.0,4.609593868556818,VERY_STABLE_NEGATIVE,False,-23.307041079292524,0.0
A61203020,건영1,좌동,해운대구,82.6453642384106,LOW,True,True,True,12.0,32.0,50.0,5.714488470816666,6.986569918980424,6.77652945296785,+++,STABLE_POSITIVE,0.6819383227113033,1.2720814481637577,0.10503430838813232,6.77652945296785,5.714488470816666,6.986569918980424,-3.4573232961421425,14.886300237775474,MIXED_POSITIVE_COMPARABLE,18.343623533917615,False,500,7.391756476864975,2.6628274944981416,5.8309875715414385,9.28548196407058,12.082007846856191,0.99,0.010000000000000009,3.454494392529142,VERY_STABLE_POSITIVE,False,5.714488470816667,0.0
A61203021,해운대 센트럴파크,좌동,해운대구,61.9123068432671,HIGH,True,True,True,9.0,37.0,61.0,21.008005628646558,18.365214950658203,17.015292258143504,+++,STABLE_POSITIVE,2.030943701108024,3.992713370503054,0.10805092733848005,18.365214950658203,17.015292258143504,21.008005628646558,12.495586809500349,29.52042444779277,STRONG_POSITIVE,17.02483763829242,False,500,18.641592678434492,16.18390820057909,17.66071579252234,19.611777797681263,20.964895219642983,1.0,0.0,1.9510620051589243,VERY_STABLE_POSITIVE,False,21.00800562864656,0.0
A61203022,롯데3차,좌동,해운대구,82.6453642384106,LOW,True,True,True,16.0,42.0,79.0,-4.169990445384607,-0.1308794272020566,-0.5621474863471967,---,STABLE_NEGATIVE,2.217992364471314,4.039111018182551,1.3682815836941045,-0.5621474863471967,-4.169990445384607,-0.1308794272020566,-12.456860839100182,4.116879948330965,MIXED_POSITIVE_COMPARABLE,16.57374078743115,False,500,-0.4556853548265334,-4.771111613439209,-1.949051050655079,1.457759554435933,3.433002168467182,0.446,0.554,3.406810605091012,UNCERTAIN,False,-4.169990445384608,0.0
A61203023,롯데4,좌동,해운대구,82.6453642384106,HIGH,True,True,True,12.0,39.0,72.0,13.781700992141444,12.577697341422734,9.985727307098758,+++,STABLE_POSITIVE,1.9398174169800089,3.7959736850426857,0.16011644335682862,12.577697341422734,9.985727307098758,13.781700992141444,8.048836124879589,19.514565859403294,STRONG_POSITIVE,11.465729734523705,False,500,12.005980384734745,8.402346226989577,10.755929566988604,13.398941316020313,15.352531073693417,1.0,0.0,2.643011749031709,VERY_STABLE_POSITIVE,False,13.781700992141444,0.0
A61203024,대우,좌동,해운대구,61.5385761589404,HIGH,True,True,True,30.0,58.0,86.0,-12.31449568220021,-11.264239909217753,-9.202812299837582,---,STABLE_NEGATIVE,1.5829873893722566,3.111683382362628,0.144866928915933,-11.264239909217753,-12.31449568220021,-9.202812299837582,-23.850270246034054,-0.7787211183663656,STRONG_NEGATIVE,23.071549127667687,False,500,-9.964295919880616,-14.06444855953225,-11.682823049195205,-7.526802169213788,-2.79297137069186,0.014,0.986,4.156020879981417,VERY_STABLE_NEGATIVE,False,-12.31449568220021,0.0
A61203025,벽산1,좌동,해운대구,75.86605960264902,HIGH,True,True,True,17.0,36.0,73.0,-46.5842180626674,-48.877826858235125,-36.976817314814525,---,STABLE_NEGATIVE,6.313963607084667,11.9010095434206,0.14302366013640985,-46.5842180626674,-48.877826858235125,-36.976817314814525,-63.9268240744432,-29.241612050891597,STRONG_NEGATIVE,34.68521202355161,False,500,-46.53833292312295,-51.74788318994295,-49.020262593499176,-43.17824586065264,-37.63191260264565,0.0,1.0,5.842016732846538,VERY_STABLE_NEGATIVE,False,-46.58421806266741,0.0
A61203026,화목,좌동,해운대구,75.86605960264902,HIGH,True,True,True,11.0,21.0,54.0,-30.286049128905955,-31.09931314774735,-29.2452340984611,---,STABLE_NEGATIVE,0.9293638875546522,1.8540790492862484,0.030763249654942336,-30.286049128905955,-31.09931314774735,-29.2452340984611,-41.49712608182223,-19.07497217598968,STRONG_NEGATIVE,22.422153905832552,False,500,-30.476142319481596,-36.08785596223012,-32.431091954813446,-28.23520705527492,-18.718359987239108,0.0,1.0,4.195884899538527,VERY_STABLE_NEGATIVE,False,-30.286049128905955,0.0
A61203027,LH뜨란채아파트,좌동,해운대구,61.9123068432671,HIGH,True,True,True,20.0,41.0,73.0,17.02775450696209,17.606307712680618,20.407544843757023,+++,STABLE_POSITIVE,1.8076059672515636,3.379790336794933,0.09852215789245419,17.606307712680618,17.02775450696209,20.407544843757023,9.803724965557038,24.251784048367146,STRONG_POSITIVE,14.448059082810108,False,500,17.824974080568147,14.637995170651,16.28326761131529,19.248089700153454,21.33628503428072,1.0,0.0,2.964822088838165,VERY_STABLE_POSITIVE,False,17.02775450696209,0.0
A61203028,코오롱,좌동,해운대구,67.07527593818985,LOW,True,True,True,9.0,33.0,65.0,-6.971336144983308,-5.153277572983205,-3.57988752226418,---,STABLE_NEGATIVE,1.6971945961629413,3.391448622719128,0.3242117473584937,-5.153277572983205,-6.971336144983308,-3.57988752226418,-15.093087543665494,1.1504152536988776,MIXED_POSITIVE_COMPARABLE,16.24350279736437,False,500,-5.021182077362989,-10.15034643038687,-6.833478466028286,-3.0712840962497867,-0.6460644372666324,0.036,0.964,3.762194369778499,VERY_STABLE_NEGATIVE,False,-6.971336144983308,0.0
A61203029,건영2,좌동,해운대구,82.6453642384106,LOW,True,True,True,22.0,48.0,76.0,-7.510472659222134,-0.7187345673669743,-0.21162239708739428,---,STABLE_NEGATIVE,4.07549760173868,7.2988502621347395,1.4484942061762227,-0.7187345673669743,-7.510472659222134,-0.21162239708739428,-18.44795424638288,3.427008927938614,MIXED_POSITIVE_COMPARABLE,21.874963174321493,False,500,-1.1581249240649498,-8.038884219466699,-4.436533981074883,1.4322032394808035,4.479172455691583,0.396,0.604,5.868737220555687,UNCERTAIN,False,-7.510472659222135,0.0
A61203031,상록,좌동,해운대구,61.5385761589404,HIGH,True,True,True,25.0,48.0,77.0,20.232746865958333,15.100182434916853,13.486169458139248,+++,STABLE_POSITIVE,3.5228909115406326,6.746577407819085,0.2164864367282158,15.100182434916853,13.486169458139248,20.232746865958333,12.619222941503928,27.846270790412746,STRONG_POSITIVE,15.227047848908818,False,500,15.30368434040843,13.30930001799408,14.48816011413302,16.16531800529605,17.7977448938709,1.0,0.0,1.6771578911630307,VERY_STABLE_POSITIVE,False,20.232746865958333,0.0
A61203032,대우2,좌동,해운대구,62.41092715231788,LOW,True,True,True,20.0,46.0,78.0,1.295256589365696,-3.303411659387633,3.8398555201930247,+-+,MIXED,3.6205202061705117,7.143267179580658,,1.295256589365696,-3.303411659387633,3.8398555201930247,-8.101033681315961,10.691546860047351,MIXED_POSITIVE_COMPARABLE,18.792580541363314,False,500,-2.592491072123038,-7.812282701956945,-4.39433481859588,-0.7837761160657202,2.0029225342932406,0.16,0.84,3.6105587025301595,STABLE_NEGATIVE,False,1.295256589365695,0.0
A61203033,벽산2,좌동,해운대구,62.41092715231788,LOW,True,True,True,23.0,52.0,83.0,10.58893508142762,7.482888385178205,10.394638671272583,+++,STABLE_POSITIVE,1.7399026267223372,3.1060466962494147,0.1833634209577978,10.394638671272583,7.482888385178205,10.58893508142762,-0.9033283041327778,22.081198466988017,MIXED_POSITIVE_COMPARABLE,22.984526771120795,False,500,7.086328861721222,0.6549867070344263,3.8277569764375654,9.207670503777022,13.253795275303371,0.97,0.030000000000000027,5.379913527339457,VERY_STABLE_POSITIVE,False,10.588935081427618,0.0
A61203034,대동타운,좌동,해운대구,59.09834437086093,LOW,True,True,True,21.0,57.0,100.0,-0.6538062162728959,1.4036199434989851,-1.2457195706235602,-+-,MIXED,1.3905852295025172,2.6493395141225453,,-0.6538062162728959,-1.2457195706235602,1.4036199434989851,-6.542725127093597,5.235112694547805,MIXED_POSITIVE_COMPARABLE,11.777837821641402,False,500,1.230592730823088,-8.413940950656501,-2.485100070300808,2.4146202977340074,4.299602583389184,0.658,0.34199999999999997,4.899720368034815,UNCERTAIN,False,-0.6538062162728959,0.0
