apartment_id,apartment_name,legal_dong,gu,school_premium_core_score,gap_confidence,has_6m_price,has_12m_price,has_24m_price,transaction_count_6m,transaction_count_12m,transaction_count_24m,gap_6m,gap_12m,gap_24m,temporal_sign_pattern,temporal_stability,temporal_std,temporal_range,temporal_cv,temporal_median,temporal_min,temporal_max,residual_method_gap_pct,comparable_method_gap_pct,gap_method_agreement,gap_method_abs_diff,large_method_disagreement,bootstrap_iterations,bootstrap_gap_median,bootstrap_gap_p05,bootstrap_gap_p25,bootstrap_gap_p75,bootstrap_gap_p95,gap_positive_probability,gap_negative_probability,bootstrap_iqr,bootstrap_stability,sanity_flag,phase145_gap_reproduced,phase145_reproduction_error
A10026760,센텀비스타동원,민락동,수영구,58.72201986754967,HIGH,True,True,True,14.0,53.0,99.0,-11.452534888898956,-3.3412227982001603,-0.09027630220974592,---,STABLE_NEGATIVE,5.851822467449799,11.36225858668921,1.1794831572515498,-3.3412227982001603,-11.452534888898956,-0.09027630220974592,-11.695153034975569,-11.209916742822347,STRONG_NEGATIVE,0.48523629215322117,False,500,-3.7706239745741876,-26.846470242834084,-8.85689576736216,2.1588766502736516,6.6335822087336345,0.328,0.6719999999999999,11.01577241763581,UNCERTAIN,False,-11.45253488889896,0.0
A10026780,래미안장전,장전동,금정구,83.79271523178808,LOW,True,True,True,44.0,156.0,251.0,-24.94735200206284,-21.480336284050214,-21.364749711168596,---,STABLE_NEGATIVE,2.0358698967721307,3.5826022908942434,0.09009278720085706,-21.480336284050214,-24.94735200206284,-21.364749711168596,-24.94735200206284,,INSUFFICIENT,,False,500,-21.252149170943632,-25.449799054277623,-22.835702963862122,-14.955600352026575,-8.408423101881938,0.0,1.0,7.880102611835547,VERY_STABLE_NEGATIVE,False,-24.94735200206284,0.0
A10026813,정관 엘에이치 7단지,정관읍,기장군,62.76445916114791,LOW,False,False,False,,,,,,,NANANA,INSUFFICIENT,,,,,,,,,INSUFFICIENT,,False,0,,,,,,,,,,False,,
A10026861,서면동일파크스위트3차,부암동,부산진구,57.03956953642385,MEDIUM,True,True,True,19.0,53.0,83.0,-10.855567733423065,-29.906220636559365,-10.233238731086347,---,STABLE_NEGATIVE,11.182880416630843,19.672981905473016,0.6578806436047447,-10.855567733423065,-29.906220636559365,-10.233238731086347,-6.960785560708559,-14.750349906137572,STRONG_NEGATIVE,7.789564345429013,False,500,-29.37462983342787,-48.16086927298347,-32.056410145341644,-12.788102795864186,-10.589987993421362,0.0,1.0,19.26830734947746,VERY_STABLE_NEGATIVE,False,-10.855567733423063,0.0
A10026865,동부산관광단지삼정그린코아더베스트,기장읍내리,기장군,28.77825607064017,LOW,True,True,True,6.0,16.0,30.0,-14.036339612716269,-10.829799188467018,-10.931653731439624,---,STABLE_NEGATIVE,1.822605747351269,3.2065404242492512,0.15274174342093655,-10.931653731439624,-14.036339612716269,-10.829799188467018,7.434722825481211,-35.50740205091375,MIXED_POSITIVE_RESIDUAL,42.942124876394956,False,500,-10.886788239442591,-25.247894063301306,-14.889545172438654,-2.079642527288283,3.1952802681417585,0.086,0.914,12.80990264515037,VERY_STABLE_NEGATIVE,False,-14.036339612716269,0.0
A10026902,연산동일동미라주더스타,연산동,연제구,38.8735651214128,MEDIUM,True,True,True,24.0,56.0,93.0,9.2132883738834,12.121502768338576,12.445340518344256,+++,STABLE_POSITIVE,1.7799224195152934,3.232052144460857,0.1580741991239585,12.121502768338576,9.2132883738834,12.445340518344256,10.690656191834549,7.7359205559322515,STRONG_POSITIVE,2.9547356359022974,False,500,12.340789022568627,3.7881446620587984,7.057438614855723,14.615136122588057,18.01310873149479,1.0,0.0,7.557697507732334,VERY_STABLE_POSITIVE,False,9.2132883738834,0.0
A10026975,주례경동리인,주례동,사상구,58.16153421633554,LOW,True,True,True,12.0,27.0,60.0,-16.76080565623576,-22.010063149299306,-21.506560013667567,---,STABLE_NEGATIVE,2.896273584486272,5.249257493063546,0.1441471695735438,-21.506560013667567,-22.010063149299306,-16.76080565623576,17.10250098267797,-50.62411229514949,MIXED_POSITIVE_RESIDUAL,67.72661327782745,True,500,-20.997147945993714,-29.017684266911,-23.839152884803532,-14.7098737964358,-0.28554930091680486,0.048,0.952,9.129279088367731,VERY_STABLE_NEGATIVE,False,-16.76080565623576,0.0
A10027026,지사과학삼정그린코아,지사동,강서구,24.00115894039736,MEDIUM,True,True,True,21.0,36.0,73.0,22.116642193784898,21.381487203936715,26.150919518067678,+++,STABLE_POSITIVE,2.5678567907692185,4.769432314130963,0.11060553578587737,22.116642193784898,21.381487203936715,26.150919518067678,12.956682375766912,31.27660201180288,STRONG_POSITIVE,18.31991963603597,False,500,20.820508126687855,-2.226576061876927,8.475473699945983,26.779652947445584,28.88261574817147,0.91,0.08999999999999997,18.3041792474996,VERY_STABLE_POSITIVE,False,22.116642193784894,0.0
A10027052,서면DS·협성엘리시안아파트,범천동,부산진구,31.81804635761589,LOW,True,True,True,22.0,42.0,70.0,1.8209295533516476,2.5206510153835513,4.957824669053381,+++,STABLE_POSITIVE,1.6466904439655017,3.1368951157017335,0.5312244391525479,2.5206510153835513,1.8209295533516476,4.957824669053381,-7.034810951972137,10.676670058675432,MIXED_POSITIVE_COMPARABLE,17.711481010647567,False,500,2.199619818697929,-6.630594955823459,-2.853904941321848,5.376347687792447,12.332886443852784,0.604,0.396,8.230252629114295,UNCERTAIN,False,1.8209295533516483,0.0
A10027054,사직롯데캐슬더클래식,사직동,동래구,89.16280353200884,MEDIUM,True,True,True,16.0,41.0,84.0,-79.85039098181112,-76.81465786798887,-62.48538324363201,---,STABLE_NEGATIVE,9.274402770939078,17.36500773817911,0.12695940430979924,-76.81465786798887,-79.85039098181112,-62.48538324363201,-109.21280213181186,-50.48797983181039,STRONG_NEGATIVE,58.72482230000146,True,500,-76.72592388751362,-112.3879912663634,-102.46096790168899,-73.62859535502588,-49.28483047772144,0.0,1.0,28.83237254666311,VERY_STABLE_NEGATIVE,False,-79.85039098181113,0.0
A10027085,센텀리버SKVIEW,연산동,연제구,41.013907284768216,HIGH,True,True,True,16.0,49.0,71.0,-3.554211174456645,-3.519505500367659,-3.159182441612601,---,STABLE_NEGATIVE,0.21874067227996372,0.39502873284404405,0.06412865106681397,-3.519505500367659,-3.554211174456645,-3.159182441612601,-0.4812108881199872,-6.627211460793303,NEUTRAL_OR_ZERO,6.146000572673316,False,500,-2.3841990883275015,-8.8335365102175,-5.592630537423932,1.369894746018288,6.475848917212257,0.336,0.6639999999999999,6.96252528344222,UNCERTAIN,False,-3.554211174456645,0.0
A10027139,명지국제신도시호반베르디움2차,명지동,강서구,53.05883002207506,LOW,True,True,True,15.0,34.0,61.0,-3.235581938842369,-3.7444974503483097,-2.2537571573106985,---,STABLE_NEGATIVE,0.7577688214716202,1.4907402930376112,0.24619305886199566,-3.235581938842369,-3.7444974503483097,-2.2537571573106985,1.525695077360667,-7.996858955045405,MIXED_POSITIVE_RESIDUAL,9.522554032406072,False,500,-4.10801373030138,-10.490495352201476,-6.581456343620289,-2.031177282858626,0.8171858989531687,0.094,0.906,4.550279060761663,VERY_STABLE_NEGATIVE,False,-3.235581938842369,0.0
A10027159,브라운스톤연제2단지,연산동,연제구,32.301821192052984,MEDIUM,True,True,True,16.0,44.0,60.0,-3.0849811298388867,3.272069395692834,2.259299357747019,-++,MIXED,3.415628991950466,6.3570505255317205,,2.259299357747019,-3.0849811298388867,3.272069395692834,-1.8880872518906129,-4.281875007787161,STRONG_NEGATIVE,2.3937877558965477,False,500,2.882754728611914,-8.036563098558286,-6.0214522839543045,4.964767175807383,8.49101686086133,0.692,0.30800000000000005,10.986219459761688,UNCERTAIN,False,-3.084981129838887,0.0
A10027236,사하뷰웰,신평동,사하구,45.64525386313466,LOW,True,True,True,13.0,28.0,66.0,-17.51778032721186,-17.93611157993876,-17.934537082162528,---,STABLE_NEGATIVE,0.2410704284534284,0.41833125272690097,0.01354621776761874,-17.934537082162528,-17.93611157993876,-17.51778032721186,11.921196986570004,-46.95675764099372,MIXED_POSITIVE_RESIDUAL,58.877954627563724,True,500,-17.706710894426188,-31.49419404284165,-24.514788233951027,-2.226053550302036,17.985721634912377,0.064,0.9359999999999999,22.28873468364899,VERY_STABLE_NEGATIVE,False,-17.51778032721186,0.0
A10027280,명지협성휴포레,명지동,강서구,35.94221854304636,LOW,True,True,True,52.0,113.0,200.0,3.7977236139067605,4.864471069049964,4.6701962788935125,+++,STABLE_POSITIVE,0.5681697777797758,1.0667474551432035,0.12784723596965233,4.6701962788935125,3.7977236139067605,4.864471069049964,11.72563478305628,-4.13018755524276,MIXED_POSITIVE_RESIDUAL,15.85582233829904,False,500,4.521793010938129,-3.3018198135745958,1.7475019518457078,6.20319190929891,8.870307253606722,0.86,0.14,4.4556899574532025,STABLE_POSITIVE,False,3.7977236139067614,0.0
A10027282,부산명지중흥S-클래스프라디움,명지동,강서구,43.40231788079471,LOW,True,True,True,36.0,71.0,125.0,0.334153886122075,0.1612724111985493,-3.382555432349754,++-,MIXED,2.097718282130026,3.716709318471829,,0.1612724111985493,-3.382555432349754,0.334153886122075,8.306264392361719,-7.63795662011757,MIXED_POSITIVE_RESIDUAL,15.94422101247929,False,500,-1.0041069063378338,-9.86740759217329,-3.136869168464286,1.4821330213055337,5.137894624604289,0.38,0.62,4.6190021897698195,UNCERTAIN,False,0.3341538861220741,0.0
A10027306,e편한세상사하,구평동,사하구,36.72902869757174,HIGH,True,True,True,31.0,54.0,88.0,7.76161322696306,9.383058996104548,-3.857141931551494,++-,MIXED,7.2218127735871525,13.240200927656042,1.630509044603609,7.76161322696306,-3.857141931551494,9.383058996104548,6.141588723236659,9.381637730689462,STRONG_POSITIVE,3.2400490074528037,False,500,7.3843454754309565,-11.940434973241285,5.0335960150614385,11.23196456934488,20.268952298889545,0.926,0.07399999999999995,6.198368554283442,VERY_STABLE_POSITIVE,False,7.76161322696306,0.0
A10027325,구서SKVIEW1단지,구서동,금정구,68.62759381898455,MEDIUM,True,True,True,14.0,36.0,67.0,-32.76319360250404,-28.81490194277395,-27.89143799221735,---,STABLE_NEGATIVE,2.5876564501697796,4.871755610286687,0.08676662371617255,-28.81490194277395,-32.76319360250404,-27.89143799221735,-20.1052050514712,-45.42118215353688,STRONG_NEGATIVE,25.315977102065684,False,500,-28.815526717159866,-77.72017240538109,-42.74504596562217,-21.719094978585645,-17.711711575759864,0.0,1.0,21.025950987036524,VERY_STABLE_NEGATIVE,False,-32.76319360250404,0.0
A10027340,전포LH아파트,전포동,부산진구,13.76583885209713,LOW,False,False,False,,,,,,,NANANA,INSUFFICIENT,,,,,,,,,INSUFFICIENT,,False,0,,,,,,,,,,True,,
A10027341,사직KCC스위첸1단지,사직동,동래구,80.76136865342164,LOW,True,True,True,15.0,71.0,122.0,2.6219645873987716,1.0575560943433029,2.5168605839720897,+++,STABLE_POSITIVE,0.8744512925382725,1.5644084930554687,0.4233686994262873,2.5168605839720897,1.0575560943433029,2.6219645873987716,-8.431245815302681,13.675174990100224,MIXED_POSITIVE_COMPARABLE,22.106420805402905,False,500,0.91602908444227,-26.386519116094355,-16.729426887072368,13.836662065078231,18.724878797403722,0.556,0.44399999999999995,30.5660889521506,UNCERTAIN,False,2.621964587398772,0.0
A10027503,정관양우내안愛,정관읍용수리,기장군,63.0385761589404,MEDIUM,True,True,True,17.0,32.0,68.0,18.745085481423615,16.958243830853224,11.763096571180508,+++,STABLE_POSITIVE,3.6269943313220976,6.981988910243107,0.22923535512621046,16.958243830853224,11.763096571180508,18.745085481423615,22.170583041154742,15.31958792169249,STRONG_POSITIVE,6.850995119462253,False,500,16.88800525466332,12.818835713560834,14.976937923651972,18.374740726211183,30.087489665693653,1.0,0.0,3.3978028025592106,VERY_STABLE_POSITIVE,False,18.74508548142361,0.0
A10027581,명지대방노블랜드오션뷰2차,명지동,강서구,43.40231788079471,MEDIUM,True,True,True,16.0,37.0,64.0,-23.05896847528642,-23.0553714348409,-23.981925387082455,---,STABLE_NEGATIVE,0.5339108268469693,0.9265539522415551,0.02285046819184339,-23.05896847528642,-23.981925387082455,-23.0553714348409,-16.27965975451454,-29.838277196058304,STRONG_NEGATIVE,13.558617441543763,False,500,-22.716428395958054,-36.42836479156664,-25.070991153753084,-19.33224522829704,-12.405069719896677,0.0,1.0,5.738745925456044,VERY_STABLE_NEGATIVE,False,-23.05896847528642,0.0
A10027621,명지2차금강펜테리움센트럴파크,명지동,강서구,35.94221854304636,LOW,True,True,True,27.0,41.0,72.0,2.606951822254045,3.431114532060814,3.7881313822939804,+++,STABLE_POSITIVE,0.6057901667302774,1.1811795600399355,0.1849515498166672,3.431114532060814,2.606951822254045,3.7881313822939804,6.956437103946301,-1.742533459438211,MIXED_POSITIVE_RESIDUAL,8.698970563384512,False,500,3.4327060439724137,-3.980417587775968,0.5460578388893456,8.137027258009084,9.328768497646973,0.802,0.19799999999999995,7.590969419119738,STABLE_POSITIVE,False,2.6069518222540458,0.0
A10027656,명지대방노블랜드오션뷰1차,명지동,강서구,43.40231788079471,MEDIUM,True,True,True,19.0,41.0,69.0,-16.57551464841135,-16.761868934086678,-15.591294677677723,---,STABLE_NEGATIVE,0.6289754844649935,1.1705742564089547,0.038564836012151105,-16.57551464841135,-16.761868934086678,-15.591294677677723,-9.367082599978504,-23.783946696844197,STRONG_NEGATIVE,14.416864096865693,False,500,-16.370985798284615,-22.850247869331497,-18.470066226128367,-13.927771442650661,-9.926258070008252,0.0,1.0,4.542294783477706,VERY_STABLE_NEGATIVE,False,-16.57551464841135,0.0
A10027690,명륜2차아이파크1단지,명륜동,동래구,75.1171633554084,HIGH,True,True,True,52.0,139.0,243.0,5.243000961627397,7.159056955886511,11.635112244282563,+++,STABLE_POSITIVE,3.28038179098516,6.392111282655167,0.40941364173543715,7.159056955886511,5.243000961627397,11.635112244282563,3.524276795957148,6.961725127297646,STRONG_POSITIVE,3.4374483313404975,False,500,8.727241997965127,3.304198015533577,6.326872866338315,15.534735814130054,21.58285785227361,1.0,0.0,9.207862947791739,VERY_STABLE_POSITIVE,False,5.243000961627397,0.0
A10027698,명지국제신도시호반베르디움1차,명지동,강서구,53.05883002207506,HIGH,True,True,True,19.0,34.0,63.0,-6.900006102889367,-8.888593747620721,-13.215762610679592,---,STABLE_NEGATIVE,3.2292324024938956,6.315756507790225,0.33400827963188834,-8.888593747620721,-13.215762610679592,-6.900006102889367,-0.3069298138389076,-13.493082391939826,NEUTRAL_OR_ZERO,13.186152578100918,False,500,-8.898414028968226,-22.401996465788294,-11.765029889046025,-5.274589170927855,-1.6693173770494139,0.008,0.992,6.49044071811817,VERY_STABLE_NEGATIVE,False,-6.900006102889367,0.0
A10027790,e편한세상화명힐스,화명동,북구,61.624392935982335,MEDIUM,True,True,True,21.0,41.0,94.0,-20.350809823724305,-16.51985214989026,-10.955843125648357,---,STABLE_NEGATIVE,4.724048976222787,9.394966698075947,0.2963241177513256,-16.51985214989026,-20.350809823724305,-10.955843125648357,-19.329049915952613,-21.372569731495997,STRONG_NEGATIVE,2.043519815543384,False,500,-14.851459078680417,-26.576971878112058,-16.893572501911514,-11.934707742089675,-9.19740761898245,0.0,1.0,4.958864759821839,VERY_STABLE_NEGATIVE,False,-20.350809823724305,0.0
A10027832,백양디이스트(1단지),만덕동,북구,40.07654525386313,LOW,True,True,True,84.0,163.0,288.0,-25.411408108181305,-27.08786372921263,-26.197819177849777,---,STABLE_NEGATIVE,0.8387614999902464,1.676455621031323,0.031974301305283725,-26.197819177849777,-27.08786372921263,-25.411408108181305,16.20959009880663,-67.03240631516924,MIXED_POSITIVE_RESIDUAL,83.24199641397587,True,500,-26.92256798834571,-36.74821957777088,-30.817770506546438,-20.33996781491036,-1.8516581707171418,0.016,0.984,10.477802691636079,VERY_STABLE_NEGATIVE,False,-25.411408108181305,0.0
A10027918,명지1차 금강펜테리움 센트럴파크,명지동,강서구,53.05883002207506,LOW,True,True,True,30.0,57.0,93.0,3.4107967804885124,3.168159999481374,8.924797160762049,+++,STABLE_POSITIVE,3.2558138820626668,5.7566371612806755,0.6300049448364038,3.4107967804885124,3.168159999481374,8.924797160762049,11.192859139572931,-4.3712655785959065,MIXED_POSITIVE_RESIDUAL,15.564124718168838,False,500,3.5438114480534018,-5.7171652223589895,2.2267932201581258,11.510515009466493,13.39009331782226,0.83,0.17000000000000004,9.283721789308368,STABLE_POSITIVE,False,3.410796780488512,0.0
A10027937,더샵파크시티,연산동,연제구,30.970750551876385,MEDIUM,True,True,True,23.0,73.0,157.0,-12.9148963780502,-11.547140823290446,-8.676837182582876,---,STABLE_NEGATIVE,2.1629664811596303,4.238059195467324,0.19580928936520592,-11.547140823290446,-12.9148963780502,-8.676837182582876,-10.579457724816344,-15.250335031284056,STRONG_NEGATIVE,4.6708773064677125,False,500,-11.45319572862012,-18.918687320041407,-14.075013225469519,-7.5945192222381515,-6.183972418067913,0.0,1.0,6.480494003231367,VERY_STABLE_NEGATIVE,False,-12.914896378050202,0.0
A10027953,에일린의 뜰,명지동,강서구,53.05883002207506,LOW,True,True,True,29.0,65.0,106.0,0.049954105893745826,-2.3014024439900638,-2.3899688137633324,+--,MIXED,1.3838319671841322,2.439922919657078,0.894445762085625,-2.3014024439900638,-2.3899688137633324,0.049954105893745826,5.135799007599151,-5.035890795811659,MIXED_POSITIVE_RESIDUAL,10.17168980341081,False,500,-2.0876632280032115,-10.489303326390358,-5.526862902709372,0.892425212301369,3.8880239974864432,0.284,0.716,6.41928811501074,UNCERTAIN,False,0.0499541058937458,0.0
A10027972,안락경동리인,안락동,동래구,62.64050772626931,MEDIUM,True,True,True,21.0,34.0,60.0,-24.14763116190794,-24.590827742198798,-22.211145703812797,---,STABLE_NEGATIVE,1.2655226681765663,2.379682038386001,0.05351077043360886,-24.14763116190794,-24.590827742198798,-22.211145703812797,-9.771016740702354,-38.52424558311352,STRONG_NEGATIVE,28.753228842411165,False,500,-23.553212092539813,-82.21935719101221,-34.29084967391594,-10.45134789768148,-7.417012775027499,0.0,1.0,23.839501776234464,VERY_STABLE_NEGATIVE,False,-24.14763116190794,0.0
A10027989,신화명리버뷰자이,금곡동,북구,21.752097130242827,HIGH,True,True,True,23.0,43.0,62.0,-68.17111945323981,-18.480113014374222,-62.80317276799487,---,STABLE_NEGATIVE,27.27191656401031,49.691006438865585,0.5474294957251455,-62.80317276799487,-68.17111945323981,-18.480113014374222,-14.515981205987284,-121.82625770049236,STRONG_NEGATIVE,107.31027649450508,True,500,-18.354363722680112,-24.26023667815401,-20.195607102560263,-17.506710213334728,-15.951539771679368,0.0,1.0,2.6888968892255356,VERY_STABLE_NEGATIVE,False,-68.17111945323981,0.0
A10028028,부산센텀푸르지오,연산동,연제구,41.013907284768216,MEDIUM,True,True,True,17.0,33.0,55.0,8.010279327192004,8.495457072382045,9.11310918040229,+++,STABLE_POSITIVE,0.5527394286794587,1.1028298532102863,0.06472650302925584,8.495457072382045,8.010279327192004,9.11310918040229,8.9280878183289,7.092470836055108,STRONG_POSITIVE,1.835616982273791,False,500,8.709062203080835,4.956015714199283,7.375705142820763,10.453568704097632,14.272275994419928,1.0,0.0,3.077863561276869,VERY_STABLE_POSITIVE,False,8.010279327192004,0.0
A10028037,해운대힐스테이트위브,중동,해운대구,64.0762693156733,HIGH,True,True,True,35.0,80.0,134.0,28.259825413803668,14.732579319146305,23.7830849706455,+++,STABLE_POSITIVE,6.8912897250641665,13.527246094657363,0.30960265910381385,23.7830849706455,14.732579319146305,28.259825413803668,22.22204516612892,34.297605661478414,STRONG_POSITIVE,12.075560495349496,False,500,14.935380462257953,-5.398250420008139,11.008266708342251,27.13009902741711,31.316617025760603,0.906,0.09399999999999997,16.12183231907486,VERY_STABLE_POSITIVE,False,28.259825413803668,0.0
A10028069,협성·DS엘리시안,지사동,강서구,24.00115894039736,MEDIUM,True,True,True,46.0,82.0,158.0,23.196460863966916,22.099146041750927,26.880784278202306,+++,STABLE_POSITIVE,2.504742270974264,4.7816382364513785,0.10410920648242182,23.196460863966916,22.099146041750927,26.880784278202306,13.038629101325892,33.354292626607936,STRONG_POSITIVE,20.315663525282044,False,500,22.242367749291045,1.593066268961664,12.365797748731659,27.99162051600176,29.296059295567943,0.96,0.040000000000000036,15.625822767270101,VERY_STABLE_POSITIVE,False,23.196460863966912,0.0
A10028081,정관이지더원3차아파트,정관읍,기장군,62.76445916114791,LOW,False,False,False,,,,,,,NANANA,INSUFFICIENT,,,,,,,,,INSUFFICIENT,,False,0,,,,,,,,,,False,,
A10028117,명지오션시티삼정그린코아,명지동,강서구,58.46859823399559,MEDIUM,True,True,True,8.0,24.0,49.0,13.921764613522036,12.61171337012636,17.43095050152878,+++,STABLE_POSITIVE,2.4918422363650308,4.819237131402421,0.17003579863697085,13.921764613522036,12.61171337012636,17.43095050152878,15.87967265845922,11.963856568584852,STRONG_POSITIVE,3.915816089874369,False,500,12.894624520355286,0.942015533958357,11.295660936435194,15.163569008091041,20.477173853509253,0.976,0.02400000000000002,3.8679080716558474,VERY_STABLE_POSITIVE,False,13.921764613522036,0.0
A10028138,동원역삼정그린코아,금곡동,북구,45.7257174392936,LOW,True,True,True,8.0,20.0,38.0,-36.682687441901344,5.697041492340771,-35.72134229827386,-+-,MIXED,24.195206566768768,42.37972893424212,1.0881261709887302,-35.72134229827386,-36.682687441901344,5.697041492340771,3.4334473536097416,-76.79882223741242,MIXED_POSITIVE_RESIDUAL,80.23226959102216,True,500,4.61165185710802,0.29211182546697784,3.286812493088799,6.141057718021452,8.02744297378028,0.954,0.04600000000000004,2.854245224932653,VERY_STABLE_POSITIVE,False,-36.682687441901344,0.0
A10028142,가화만사성정관타운,정관읍방곡리,기장군,58.230187637969095,MEDIUM,True,True,True,11.0,21.0,49.0,11.54457215491686,11.103118284789481,12.57538473959795,+++,STABLE_POSITIVE,0.7555378457476115,1.4722664548084694,0.06435024556216512,11.54457215491686,11.103118284789481,12.57538473959795,7.118600288084764,15.970544021748957,STRONG_POSITIVE,8.851943733664193,False,500,11.145208561044395,8.319814983991726,10.114388841109907,12.449875166919494,19.59463627704694,1.0,0.0,2.335486325809587,VERY_STABLE_POSITIVE,False,11.54457215491686,0.0
A10028145,대연롯데캐슬,대연동,남구,76.50546357615895,HIGH,True,True,True,20.0,49.0,76.0,-16.996164380797005,-26.424932858721647,-7.6296507848096695,---,STABLE_NEGATIVE,9.397658220642327,18.795282073911977,0.5522538993648354,-16.996164380797005,-26.424932858721647,-7.6296507848096695,-32.946314687306355,-1.0460140742876582,STRONG_NEGATIVE,31.900300613018697,False,500,-25.314519801967215,-86.4418214833563,-28.663403352029505,-13.411759721785781,-3.8998587420880075,0.038,0.962,15.251643630243723,VERY_STABLE_NEGATIVE,False,-16.996164380797005,0.0
A10028147,서면동일파크스위트1차,부암동,부산진구,57.03956953642385,MEDIUM,True,True,True,21.0,36.0,65.0,2.5024630593590835,-11.002440961337856,4.04970784154643,+-+,MIXED,8.279931386676394,15.052148802884286,5.581637478786176,2.5024630593590835,-11.002440961337856,4.04970784154643,3.569076792441006,1.435849326277161,STRONG_POSITIVE,2.133227466163845,False,500,-11.582162672596688,-27.744674224789915,-14.085650864211864,3.5577746093745715,9.03615824279992,0.368,0.632,17.643425473586436,UNCERTAIN,False,2.5024630593590835,0.0
A10028182,대신롯데캐슬,서대신동3가,서구,66.23658940397351,MEDIUM,True,True,True,7.0,18.0,44.0,20.06700248657759,17.106406765354528,18.419971174646815,+++,STABLE_POSITIVE,1.483424564106317,2.9605957212230614,0.08005042431618885,18.419971174646815,17.106406765354528,20.06700248657759,4.943516394726077,35.190488578429104,STRONG_POSITIVE,30.246972183703026,False,500,16.931351604966693,8.246915866293996,15.035588291536456,18.90177615535126,22.056214564835937,0.998,0.0020000000000000018,3.8661878638148046,VERY_STABLE_POSITIVE,False,20.06700248657759,0.0
A10028191,감전엘에이치,감전동,사상구,71.6083885209713,LOW,False,False,False,,,,,,,NANANA,INSUFFICIENT,,,,,,,,,INSUFFICIENT,,False,0,,,,,,,,,,False,,
A60106001,한성기린,범일동,동구,63.84878587196467,LOW,True,True,True,7.0,16.0,33.0,26.44650620330039,24.95529462599151,41.33392116853487,+++,STABLE_POSITIVE,9.056473225778836,16.378626542543362,0.2929768496111263,26.44650620330039,24.95529462599151,41.33392116853487,26.44650620330039,,INSUFFICIENT,,False,500,26.123027815884637,23.746578337273807,24.879105224987562,28.151471474322864,31.914943078598967,1.0,0.0,3.2723662493353025,VERY_STABLE_POSITIVE,False,26.44650620330039,0.0
A60106002,두산위브포세이돈2,범일동,동구,63.84878587196467,LOW,True,True,True,4.0,23.0,43.0,-3.128279827833925,-1.1237860373440434,16.225533435506385,--+,MIXED,10.64257933459888,19.35381326334031,2.6665406505060507,-1.1237860373440434,-3.128279827833925,16.225533435506385,-3.128279827833925,,INSUFFICIENT,,False,500,-0.7693811909895043,-10.429073046672844,-1.8467986994290086,2.1306965747924345,3.5916974515720845,0.486,0.514,3.977495274221443,UNCERTAIN,False,-3.128279827833925,0.0
A60270501,부민e편한세상,부민동3가,서구,62.26407284768212,LOW,True,True,True,9.0,24.0,51.0,14.814447023670741,16.394201868352653,16.202436754718796,+++,STABLE_POSITIVE,0.8620629058251132,1.5797548446819114,0.054548185982175396,16.202436754718796,14.814447023670741,16.394201868352653,14.81444702367074,,INSUFFICIENT,,False,500,16.202436754718796,-6.63096122278375,14.927668233901038,16.66155054700732,18.327839953821446,0.926,0.07399999999999995,1.7338823131062817,VERY_STABLE_POSITIVE,False,14.81444702367074,0.0
A60275104,남성한빛가든,서대신동3가,서구,57.267218543046354,LOW,True,True,True,6.0,10.0,20.0,15.924119504301215,23.696396300850385,28.116600094801303,+++,STABLE_POSITIVE,6.172561207094346,12.192480590500088,0.2733757316835498,23.696396300850385,15.924119504301215,28.116600094801303,15.924119504301212,,INSUFFICIENT,,False,500,21.23013847958015,15.618005634753263,16.51552643353298,23.696396300850385,29.276404254471753,1.0,0.0,7.180869867317405,VERY_STABLE_POSITIVE,False,15.924119504301212,0.0
A60275201,남부민풀리페,남부민동,서구,32.5098233995585,LOW,False,False,False,,,,,,,NANANA,INSUFFICIENT,,,,,,,,,INSUFFICIENT,,False,0,,,,,,,,,,False,,
A60402003,하단동에스케이뷰,하단동,사하구,32.74519867549669,LOW,True,True,True,27.0,78.0,129.0,-27.69758132528783,-27.609203246106492,-28.216924809131786,---,STABLE_NEGATIVE,0.32834276735774864,0.6077215630252937,0.01179339746018164,-27.69758132528783,-28.216924809131786,-27.609203246106492,2.624447534963969,-58.01961018553963,MIXED_POSITIVE_RESIDUAL,60.644057720503596,True,500,-29.32435569048281,-40.36485842185999,-35.212993632351,-26.937650529688057,-24.947155827341962,0.0,1.0,8.275343102662944,VERY_STABLE_NEGATIVE,False,-27.697581325287832,0.0
A60403002,신평럭키무지개타운,신평동,사하구,45.64525386313466,MEDIUM,True,True,True,2.0,10.0,22.0,23.180716173099324,16.041036884874423,17.15763110618292,+++,STABLE_POSITIVE,3.8405589158584403,7.139679288224901,0.2043597481311308,17.15763110618292,16.041036884874423,23.180716173099324,5.251381463305582,27.251772549382224,STRONG_POSITIVE,22.000391086076643,False,500,16.481220803036187,2.065116288611447,7.365728386309773,19.49507849370203,27.641548218618652,0.958,0.04200000000000004,12.12935010739226,VERY_STABLE_POSITIVE,False,16.2515770063439,0.0
