apartment_id,apartment_name,legal_dong,gu,household_count,elementary_school_name,school_premium_core_score,school_premium_confidence,representative_area_m2,recent_market_price,baseline_expected_price,school_adjusted_expected_price,estimated_school_premium_pct,estimated_school_premium_amount,model_uncertainty_pct,transaction_count,price_window_used,as_of_date,data_quality_flag
A61203031,상록,좌동,해운대구,1000.0,해송초등학교,61.5385761589404,B,59.85,290000000.0,313860805.40272754,329606794.75977,5.016870245024108,15745989.357042432,2.471838132650782,25.0,6M,2026-08-28,OK
A61275302,현대,좌동,해운대구,957.0,해송초등학교,61.5385761589404,B,59.445,415000000.0,315624963.7240232,331459458.61496186,5.016870245024108,15834494.89093864,2.471838132650782,15.0,6M,2026-08-28,OK
A61288603,해운대래미안,중동,해운대구,747.0,해송초등학교,61.5385761589404,B,84.98575,827500000.0,675643542.7977371,709539702.6587836,5.016870245024108,33896159.86104643,2.471838132650782,10.0,6M,2026-08-28,OK
A10022574,초읍하늘채포레스원,초읍동,부산진구,756.0,초읍초등학교,61.15353200883003,B,59.994,550000000.0,441346892.7303238,462732204.410603,4.84546555839156,21385311.680279195,2.2562262812762146,11.0,6M,2026-08-28,OK
A60939002,장전동금정산SKVIEW,장전동,금정구,1306.0,금빛초등학교,60.48051876379692,B,84.997,571500000.0,594495308.3730725,621524283.0451345,4.54654129164298,27028974.67206204,2.0424042714119492,26.0,6M,2026-08-28,OK
A60939003,벽산블루밍장전디자인시티2단지,장전동,금정구,1539.0,금빛초등학교,60.48051876379692,B,84.99,495000000.0,597072092.2786385,624218221.4949634,4.54654129164298,27146129.216324925,2.0424042714119492,41.0,6M,2026-08-28,OK
A60809003,오륙도에스케이뷰,용호동,남구,3000.0,오륙도초등학교,60.247626931567325,B,110.34035,505000000.0,643316430.0785726,671900903.3205743,4.443299114637944,28584473.242001653,2.0424042714119492,48.0,6M,2026-08-28,OK
A60976105,선경3,구서동,금정구,795.0,남산초등학교,60.11037527593818,B,84.82,280000000.0,313599391.6355544,327342892.771416,4.382502486431306,13743501.135861635,2.0424042714119492,3.0,6M,2026-08-28,OK
A10025593,대연자이,대연동,남구,965.0,대천초등학교,59.75827814569536,B,59.8922,645000000.0,454932501.6644519,474161134.9513952,4.226700272368311,19228633.286943316,2.0424042714119492,24.0,6M,2026-08-28,OK
A60608303,동삼그린힐,동삼동,영도구,2088.0,상리초등학교,59.38355408388521,B,49.94,79000000.0,133441197.35157031,138860432.70274425,4.061141130872925,5419235.351173937,1.830359997184671,24.0,6M,2026-08-28,OK
A60676104,부산동삼1,동삼동,영도구,976.0,상리초등학교,59.38355408388521,B,,,,,,,,,,2026-08-28,OK
A60676205,부산동삼2주공,동삼동,영도구,1968.0,상리초등학교,59.38355408388521,B,,,,,,,,,,2026-08-28,OK
A61870404,퀸덤1차아인슈타인타운,명지동,강서구,1112.0,명호초등학교,59.18261589403974,B,84.97,340000000.0,410596976.73854655,426907825.60247666,3.9724717394391096,16310848.863930106,1.830359997184671,13.0,6M,2026-08-28,OK
A61870405,퀸덤1차링컨타운,명지동,강서구,1102.0,명호초등학교,59.18261589403974,B,101.4,377500000.0,474516491.87084377,493366525.4093908,3.9724717394390874,18850033.53854704,1.830359997184671,10.0,6M,2026-08-28,OK
A61870406,퀸덤1차에디슨타운,명지동,강서구,652.0,명호초등학교,59.18261589403974,B,101.4,375000000.0,438350718.22565275,455764076.6267951,3.9724717394390874,17413358.40114236,1.830359997184671,5.0,6M,2026-08-28,OK
A61881402,극동스타클래스,명지동,강서구,1124.0,명호초등학교,59.18261589403974,B,101.96,343500000.0,469236905.77125293,487877209.2440344,3.9724717394390874,18640303.47278148,1.830359997184671,21.0,6M,2026-08-28,OK
A61203018,대림2,좌동,해운대구,682.0,좌동초등학교,59.09834437086093,B,59.816,391000000.0,302470476.1501825,314373618.4259306,3.935307150387124,11903142.275748134,1.830359997184671,14.0,6M,2026-08-28,OK
A61203034,대동타운,좌동,해운대구,1240.0,좌동초등학교,59.09834437086093,B,59.95,350000000.0,316805063.21919906,329272315.5248527,3.935307150387146,12467252.305653632,1.830359997184671,21.0,6M,2026-08-28,OK
A61203037,대림,좌동,해운대구,1424.0,좌동초등학교,59.09834437086093,B,59.816,430000000.0,329336778.4200853,342297192.2101055,3.9353071503871018,12960413.790020168,1.830359997184671,21.0,6M,2026-08-28,OK
A10026760,센텀비스타동원,민락동,수영구,840.0,민안초등학교,58.72201986754967,B,84.9316,917500000.0,794615430.5496222,824568509.3576918,3.7695063116697236,29953078.808069587,1.830359997184671,14.0,6M,2026-08-28,OK
A61375702,현대,수영동,수영구,1180.0,민안초등학교,58.72201986754967,B,76.445,755000000.0,624663590.2133193,648210323.673113,3.7695063116697014,23546733.459793687,1.830359997184671,8.0,6M,2026-08-28,OK
A61377106,부산더샵센텀포레,민락동,수영구,1006.0,민안초등학교,58.72201986754967,B,84.9112,920000000.0,754957000.5341705,783415152.3196985,3.7695063116697236,28458151.785527945,1.830359997184671,23.0,6M,2026-08-28,OK
A61777903,덕포경동메르빌,덕포동,사상구,517.0,덕상초등학교,58.5157284768212,A,75.54435000000001,252000000.0,329455651.56708294,341575438.17894757,3.6787308258989793,12119786.611864626,1.830359997184671,12.0,6M,2026-08-28,OK
A10028117,명지오션시티삼정그린코아,명지동,강서구,610.0,남명초등학교,58.46859823399559,B,84.9456,358500000.0,408415150.5185286,423354988.9898958,3.658003003169563,14939838.47136724,1.6200814299246271,8.0,6M,2026-08-28,OK
A61820001,롯데캐슬,명지동,강서구,1122.0,남명초등학교,58.46859823399559,B,84.94,390000000.0,421392632.96093297,436807188.12977916,3.658003003169563,15414555.16884619,1.6200814299246271,11.0,6M,2026-08-28,OK
A10028142,가화만사성정관타운,정관읍방곡리,기장군,560.0,방곡초등학교,58.230187637969095,B,59.9567,173000000.0,179396166.6856814,185770496.03849992,3.553213800820476,6374329.352818519,1.6200814299246271,11.0,6M,2026-08-28,OK
A61996105,정관LH4단지,정관읍,기장군,964.0,방곡초등학교,58.230187637969095,B,,,,,,,,,,2026-08-28,OK
A10023571,주례롯데캐슬골드스마트,주례동,사상구,998.0,주감초등학교,58.16153421633554,A,84.8758,580000000.0,474386132.44483477,491099031.22840905,3.5230580408076806,16712898.783574283,1.6200814299246271,27.0,6M,2026-08-28,OK
A10026975,주례경동리인,주례동,사상구,839.0,주감초등학교,58.16153421633554,A,80.1666,327000000.0,378382194.1578641,391712818.4741272,3.5230580408076584,13330624.31626308,1.6200814299246271,12.0,6M,2026-08-28,OK
A61778608,주례청구,주례동,사상구,831.0,주감초등학교,58.16153421633554,A,79.985,190000000.0,288546096.2424009,298711742.6875055,3.5230580408076806,10165646.445104599,1.6200814299246271,6.0,6M,2026-08-28,OK
A10020004,롯데캐슬인피니엘,문현동,남구,715.0,성동초등학교,57.40093818984548,B,59.9665,540000000.0,,,,,,5.0,6M,2026-08-28,MIDDLE_SCORE_PARTIAL
A10025508,베스티움,문현동,남구,743.0,성동초등학교,57.40093818984548,B,59.9574,503500000.0,399599727.8050721,412345185.157742,3.1895560646846066,12745457.352669895,1.4115566176830163,34.0,6M,2026-08-28,MIDDLE_SCORE_PARTIAL
A60804003,삼성,문현동,남구,916.0,성동초등학교,57.40093818984548,B,84.85,390000000.0,387236514.3098969,399587640.0367415,3.1895560646846066,12351125.726844609,1.4115566176830163,14.0,6M,2026-08-28,MIDDLE_SCORE_PARTIAL
A60872101,시티프라자,문현동,남구,521.0,성동초등학교,57.40093818984548,B,59.4,194000000.0,246540566.03454876,254404115.61041147,3.1895560646846066,7863549.575862706,1.4115566176830163,16.0,6M,2026-08-28,MIDDLE_SCORE_PARTIAL
A61996103,정관신도시휴먼시아2단지,정관읍,기장군,1301.0,정원초등학교,57.36440397350993,B,,,,,,,,,,2026-08-28,OK
A61996109,정관롯데캐슬2차,정관읍모전리,기장군,911.0,정원초등학교,57.36440397350993,B,101.8124,368000000.0,327304960.0234355,337692191.79032445,3.173563812215141,10387231.766888976,1.4115566176830163,17.0,6M,2026-08-28,OK
A61996204,정관현진에버빌,정관읍모전리,기장군,690.0,정원초등학교,57.36440397350993,B,84.981,310000000.0,255547611.05231178,263657577.5596483,3.1735638122151633,8109966.507336527,1.4115566176830163,10.0,6M,2026-08-28,OK
A10024875,브라운스톤하이포레,동대신동3가,서구,554.0,구덕초등학교,57.267218543046354,B,84.94,510000000.0,505368659.8503585,521191927.20854896,3.1310345526522676,15823267.358190477,1.4115566176830163,9.0,6M,2026-08-28,OK
A60275104,남성한빛가든,서대신동3가,서구,564.0,구덕초등학교,57.267218543046354,B,59.34,183500000.0,210419093.36921293,217007387.88798064,3.1310345526522676,6588294.5187677145,1.4115566176830163,6.0,6M,2026-08-28,OK
A10025662,포레나동래,낙민동,동래구,732.0,낙민초등학교,57.23300220750552,B,84.6439,617000000.0,613168888.8551133,632275632.0457586,3.1160653350043255,19106743.190645337,1.4115566176830163,17.0,6M,2026-08-28,OK
A60776006,한양,낙민동,동래구,552.0,낙민초등학교,57.23300220750552,B,82.91,447500000.0,249076765.47204328,256838160.2184676,3.1160653350043033,7761394.746424317,1.4115566176830163,8.0,6M,2026-08-28,OK
A10026861,서면동일파크스위트3차,부암동,부산진구,727.0,부암초등학교,57.03956953642385,B,79.9368,417000000.0,379117559.74616945,390610439.64307797,3.0314818191495396,11492879.896908522,1.4115566176830163,19.0,6M,2026-08-28,OK
A10028147,서면동일파크스위트1차,부암동,부산진구,751.0,부암초등학교,57.03956953642385,B,84.9955,385000000.0,387080927.609398,398815215.5552724,3.031481819149562,11734287.945874393,1.4115566176830163,21.0,6M,2026-08-28,OK
A61409002,쌍용스윗닷홈스카이,부암동,부산진구,544.0,부암초등학교,57.03956953642385,B,96.305,488500000.0,386683801.3924122,398406050.5292195,3.0314818191495396,11722249.136807323,1.4115566176830163,12.0,6M,2026-08-28,OK
A61409003,일성인포,부암동,부산진구,546.0,부암초등학교,57.03956953642385,B,76.2,211000000.0,249142624.1934923,256695337.5496701,3.0314818191495396,7552713.356177807,1.4115566176830163,4.0,6M,2026-08-28,OK
A61310007,쌍용예가디오션,광안동,수영구,928.0,광안초등학교,56.86467991169978,B,84.98485,1202500000.0,707202131.369205,728100424.3769337,2.95506646271948,20898293.007728696,1.4115566176830163,14.0,6M,2026-08-28,OK
A10024697,더샵명지퍼스트월드2단지,명지동,강서구,1406.0,명문초등학교,55.55849889624725,B,84.997,590000000.0,529566774.20055395,542202978.9121023,2.3861400161715673,12636204.711548388,1.2047736847523869,39.0,6M,2026-08-28,MIDDLE_SCORE_PARTIAL
A10026157,명지더웨스턴,명지동,강서구,1201.0,명문초등학교,55.55849889624725,B,74.8,380000000.0,449298401.22404754,460019290.16767365,2.3861400161715673,10720888.943626106,1.2047736847523869,23.0,6M,2026-08-28,MIDDLE_SCORE_PARTIAL
A10023420,남천자이,남천동,수영구,913.0,광남초등학교,53.67406181015453,B,84.98855,1475000000.0,1959726076.4710083,1990511036.0656815,1.5708807452370799,30784959.594673157,0.7963863323441824,14.0,6M,2026-08-28,OK
A61301003,삼익비치,남천동,수영구,3060.0,광남초등학교,53.67406181015453,B,73.92,965000000.0,799568307.5578103,812128572.1462538,1.5708807452370577,12560264.588443518,0.7963863323441824,90.0,6M,2026-08-28,OK
A61381805,코오롱하늘채골든비치,남천동,수영구,987.0,광남초등학교,53.67406181015453,B,101.97,1040000000.0,1724195492.285168,1751280547.2837212,1.5708807452370799,27085054.998553276,0.7963863323441824,15.0,6M,2026-08-28,OK
A10023625,e편한세상시민공원2단지,전포동,부산진구,1401.0,성전초등학교,53.49387417218543,B,74.5918,678000000.0,582063267.1252066,590755028.5780396,1.4932674751597652,8691761.452833056,0.5947585383835456,56.0,6M,2026-08-28,OK
A61404006,서면한신,전포동,부산진구,705.0,성전초등학교,53.49387417218543,B,84.98,393000000.0,360388832.8210002,365770402.04562414,1.4932674751597652,5381569.2246239185,0.5947585383835456,15.0,6M,2026-08-28,OK
A61404007,서면롯데캐슬스카이,전포동,부산진구,1395.0,성전초등학교,53.49387417218543,B,59.9438,490000000.0,344784228.77439725,349932779.5221658,1.4932674751597652,5148550.747768521,0.5947585383835456,34.0,6M,2026-08-28,OK
A61404203,서면대우디오빌2,전포동,부산진구,751.0,성전초등학교,53.49387417218543,B,28.58,68000000.0,132963411.23811777,134948910.61199954,1.4932674751597874,1985499.3738817722,0.5947585383835456,9.0,6M,2026-08-28,OK
A10025950,거제센트럴자이,거제동,연제구,878.0,거학초등학교,53.12224061810154,B,59.9635,675000000.0,517058928.941368,523953283.2897006,1.3333788399028768,6894354.3483326435,0.5947585383835456,27.0,6M,2026-08-28,OK
A10026445,부산명지중흥S-클래스에듀오션,명지동,강서구,750.0,명지초등학교,53.05883002207506,A,75.4517,420000000.0,420663212.3569339,426157590.23604953,1.306122740881288,5494377.879115641,0.5947585383835456,19.0,6M,2026-08-28,OK
A10027139,명지국제신도시호반베르디움2차,명지동,강서구,694.0,명지초등학교,53.05883002207506,A,70.8009,396000000.0,396871419.84938216,402055047.71609336,1.306122740881288,5183627.866711199,0.5947585383835456,15.0,6M,2026-08-28,OK
A10027698,명지국제신도시호반베르디움1차,명지동,강서구,642.0,명지초등학교,53.05883002207506,A,74.9342,410000000.0,403491470.52659273,408761564.3806569,1.306122740881288,5270093.854064167,0.5947585383835456,19.0,6M,2026-08-28,OK
A10027918,명지1차 금강펜테리움 센트럴파크,명지동,강서구,850.0,명지초등학교,53.05883002207506,A,84.2591,392500000.0,435562961.89266115,441251948.78879726,1.306122740881288,5688986.896136105,0.5947585383835456,30.0,6M,2026-08-28,OK
A10027953,에일린의 뜰,명지동,강서구,980.0,명지초등학교,53.05883002207506,A,75.7034,405000000.0,421127832.6599203,426628279.05047196,1.306122740881288,5500446.390551686,0.5947585383835456,29.0,6M,2026-08-28,OK
A60975404,뉴그린1,부곡동,금정구,990.0,서동초등학교,52.94050772626932,B,57.15,127000000.0,222386215.46713698,225177792.42037672,1.2552832680640114,2791576.953239739,0.5947585383835456,9.0,6M,2026-08-28,OK
A60681702,반도보라,영선동4가,영도구,868.0,남항초등학교,52.83443708609272,B,59.7,227500000.0,237483069.6692806,240355972.76458898,1.2097296448581485,2872903.0953083932,0.5947585383835456,6.0,6M,2026-08-28,OK
A10024201,리버파크반도유보라,구포동,북구,790.0,구포초등학교,52.61782560706401,B,59.9466,455000000.0,319789624.48333204,323360927.09476,1.1167662544392831,3571302.611427963,0.5947585383835456,17.0,6M,2026-08-28,OK
A61609002,구포동원로얄듀크비스타,구포동,북구,1079.0,구포초등학교,52.61782560706401,B,84.9869,440000000.0,387601315.3331438,391929916.0245471,1.1167662544392831,4328600.691403329,0.5947585383835456,25.0,6M,2026-08-28,OK
A61477105,개금아이파크,개금동,부산진구,1424.0,주례초등학교,52.17086092715231,B,74.59,269000000.0,359131457.663479,362454183.9886733,0.925211716849339,3322726.325194359,0.39482587382922324,22.0,6M,2026-08-28,OK
A61477403,시영(1~5동),개금동,부산진구,633.0,주례초등학교,52.17086092715231,B,39.67,59500000.0,81308814.87158367,82061093.5536069,0.925211716849339,752278.6820232272,0.39482587382922324,14.0,6M,2026-08-28,OK
A61776710,엄궁2차한신,엄궁동,사상구,1016.0,동궁초등학교,52.09056291390729,B,59.98,147000000.0,190700730.72564346,192399563.5266656,0.8908370694531875,1698832.8010221422,0.39482587382922324,19.0,6M,2026-08-28,OK
A61776811,코오롱,엄궁동,사상구,1158.0,동궁초등학교,52.09056291390729,B,59.94,150000000.0,195858200.93044084,197602978.38789338,0.8908370694532097,1744777.4574525356,0.39482587382922324,13.0,6M,2026-08-28,OK
A61778507,쌍용스윗닷홈,엄궁동,사상구,607.0,동궁초등학교,52.09056291390729,B,59.9349,205000000.0,207686881.91724673,209537033.64975706,0.8908370694532097,1850151.7325103283,0.39482587382922324,5.0,6M,2026-08-28,OK
A10023533,오션파라곤아파트,문현동,남구,662.0,성천초등학교,51.52516556291391,B,66.468,365000000.0,460731449.04984915,463722187.04093724,0.6491282497115725,2990737.9910880923,0.39482587382922324,24.0,6M,2026-08-28,MIDDLE_SCORE_PARTIAL
A61409302,당감뜨란채,부암동,부산진구,630.0,동양초등학교,51.35524282560706,B,59.98,164000000.0,224148387.557751,225440825.08559948,0.5765990743589411,1292437.5278484821,0.19657683708994128,30.0,6M,2026-08-28,OK
A61479403,쌍용스윗닷홈,부암동,부산진구,718.0,동양초등학교,51.35524282560706,B,94.412,302000000.0,350246894.09512734,352266414.44445086,0.5765990743589633,2019520.3493235111,0.19657683708994128,10.0,6M,2026-08-28,OK
A61313001,삼성,망미동,수영구,672.0,수미초등학교,51.00756070640177,B,124.8275,374500000.0,472325906.58561176,474349155.2142792,0.42835859741279236,2023248.6286674142,0.19657683708994128,4.0,6M,2026-08-28,OK
A61313002,더샵파크리치,망미동,수영구,862.0,수미초등학교,51.00756070640177,B,84.98,640000000.0,532554919.3019829,534836164.0847578,0.42835859741281457,2281244.782774925,0.19657683708994128,7.0,6M,2026-08-28,OK
A61612019,대림타운,화명동,북구,3382.0,와석초등학교,50.83890728476821,B,67.83,247250000.0,306355889.1889101,307448136.5316302,0.3565289198819821,1092247.3427200913,0.19657683708994128,76.0,6M,2026-08-28,OK
A60976902,경동,청룡동,금정구,612.0,청룡초등학교,50.54679911699779,B,84.62,205000000.0,287123780.4582747,287790600.3382465,0.23224125807603802,666819.8799718022,0.19657683708994128,7.0,6M,2026-08-28,OK
A60876301,일신프리빌리지,용호동,남구,518.0,용호초등학교,50.4907284768212,B,84.99,300000000.0,318784837.6506267,319449190.52180046,0.2084016529988908,664352.8711737394,0.0,11.0,6M,2026-08-28,OK
A60876402,현대비치,용호동,남구,648.0,용호초등학교,50.4907284768212,B,59.62,269000000.0,249197255.71695074,249716586.91709277,0.208401652998913,519331.20014202595,0.0,19.0,6M,2026-08-28,OK
A60883203,용호동일신님(林)Ⅱ,용호동,남구,710.0,용호초등학교,50.4907284768212,B,84.9585,361000000.0,424210004.8581621,425094065.5204732,0.2084016529988908,884060.6623110771,0.0,9.0,6M,2026-08-28,OK
A61970415,부산기장교리,기장읍,기장군,875.0,,50.171467991169976,C,,,,,,,,,,2026-08-28,MIDDLE_OPTION_MISSING
A61990108,이진캐스빌블루1차,기장읍교리,기장군,620.0,,50.171467991169976,C,84.922,345000000.0,374198857.4999859,374471159.75549436,0.07276939788851688,272302.25550848246,0.0,17.0,6M,2026-08-28,MIDDLE_OPTION_MISSING
A10025433,수영SKVIEW1단지,망미동,수영구,1147.0,배산초등학교,49.82687637969095,B,59.9876,559000000.0,498028837.6810368,497663193.1398637,-0.07341834719362117,-365644.54117304087,0.0,36.0,6M,2026-08-28,OK
A10023544,센트럴스타힐스,괘법동,사상구,874.0,창진초등학교,49.17135761589404,B,59.9926,427500000.0,422095578.0416601,420614347.82724726,-0.35092294055414364,-1481230.2144128084,0.1949159926398778,18.0,6M,2026-08-28,OK
A61776003,괘법한신2,괘법동,사상구,1094.0,창진초등학교,49.17135761589404,B,73.4,277500000.0,290261127.5807394,289242534.6965474,-0.35092294055415474,-1018592.8841919899,0.1949159926398778,22.0,6M,2026-08-28,OK
A61780802,사상강변동원,괘법동,사상구,600.0,창진초등학교,49.17135761589404,B,74.12,306000000.0,296434581.36627454,295394324.41652465,-0.35092294055414364,-1040256.949749887,0.1949159926398778,13.0,6M,2026-08-28,OK
A61673103,쌍용스윗닷홈,만덕동,북구,600.0,백산초등학교,49.15954746136866,B,72.43725,263500000.0,242641383.72978437,241777785.36624697,-0.3559155286136817,-863598.363537401,0.1949159926398778,8.0,6M,2026-08-28,OK
A61675806,삼성,만덕동,북구,600.0,백산초등학교,49.15954746136866,B,82.2,237000000.0,190874885.71532738,190195532.3568429,-0.3559155286136817,-679353.3584844768,0.1949159926398778,5.0,6M,2026-08-28,OK
A61678804,럭키2,만덕동,북구,714.0,백산초등학교,49.15954746136866,B,84.94,185000000.0,212673795.1830561,211916856.1207076,-0.3559155286136484,-756939.062348485,0.1949159926398778,11.0,6M,2026-08-28,OK
A61682607,대성타워,만덕동,북구,816.0,백산초등학교,49.15954746136866,B,84.92,230000000.0,222723370.14453906,221930663.08434296,-0.3559155286136595,-792707.0601961017,0.1949159926398778,13.0,6M,2026-08-28,OK
A61682907,동원,만덕동,북구,988.0,백산초등학교,49.15954746136866,B,59.84,151500000.0,161722473.45787728,161146878.06158257,-0.3559155286136706,-575595.396294713,0.1949159926398778,14.0,6M,2026-08-28,OK
A10023104,사상중흥에스-클래스그랜드센트럴,덕포동,사상구,1572.0,사상초등학교;덕포초등학교,49.122130242825605,B,79.8564,597000000.0,468767605.74358207,467025048.81698745,-0.3717315158393908,-1742556.926594615,0.1949159926398778,51.0,6M,2026-08-28,OK
A60976501,부곡시영,부곡동,금정구,553.0,동현초등학교,49.04194260485652,B,,,,,,,,,,2026-08-28,OK
A60976502,부곡늘푸른아파트,부곡동,금정구,885.0,동현초등학교,49.04194260485652,B,45.72,97000000.0,158793072.56661335,158148979.60660106,-0.40561779528643926,-644092.9600122869,0.1949159926398778,11.0,6M,2026-08-28,OK
A61410304,"삼익(10,11동)",당감동,부산진구,1074.0,당감초등학교,48.909823399558505,B,64.44,270000000.0,159802109.01565108,159064742.83792675,-0.46142455957957074,-737366.1777243316,0.1949159926398778,7.0,6M,2026-08-28,OK
A61996102,정관센트럴파크,정관읍달산리,기장군,588.0,달산초등학교;방곡초등학교,48.791114790286976,B,59.83,210000000.0,214650199.01338366,213552177.26457936,-0.5115400562642147,-1098021.748804301,0.1949159926398778,5.0,6M,2026-08-28,OK
A10024328,동대신역비스타동원아파트,동대신동1가,서구,503.0,화랑초등학교,48.52251655629139,B,59.997,416500000.0,417973411.1995764,415361739.04299283,-0.6248416972477022,-2611672.1565835476,0.1949159926398778,22.0,6M,2026-08-28,OK
A10024602,서면아이파크1단지,전포동,부산진구,2144.0,성북초등학교,47.90739514348786,B,59.7846,595000000.0,496297365.12251234,491910940.87564313,-0.8838298478144102,-4386424.246869206,0.3881824235188512,71.0,6M,2026-08-28,OK
A61403001,더샵센트럴스타,부전동,부산진구,1360.0,성북초등학교,47.90739514348786,B,126.268,665000000.0,620705250.355614,615219272.0860198,-0.8838298478144324,-5485978.2695941925,0.3881824235188512,17.0,6M,2026-08-28,OK
A61477302,서면노르웨이아침,전포동,부산진구,512.0,성북초등학교,47.90739514348786,B,30.49,55000000.0,125452961.23703903,124344170.52065903,-0.8838298478144213,-1108790.71638,0.3881824235188512,5.0,6M,2026-08-28,OK
A61486301,한라비발디,전포동,부산진구,511.0,성북초등학교,47.90739514348786,B,84.9706,394000000.0,452937856.3720175,448934656.4053508,-0.8838298478144213,-4003199.9666666985,0.3881824235188512,6.0,6M,2026-08-28,OK
A60871104,현대아이파크,용당동,남구,748.0,용당초등학교,47.220916114790285,B,84.9623,275000000.0,309732036.898322,306101775.3762535,-1.1720652336846382,-3630261.5220685005,0.5798105032694318,7.0,6M,2026-08-28,OK
A61283410,장산동국,재송동,해운대구,536.0,반산초등학교,47.1682119205298,B,72.295,118500000.0,367080890.3813344,362697358.21294475,-1.1941597297085993,-4383532.168389678,0.5798105032694318,6.0,6M,2026-08-28,MIDDLE_SCORE_PARTIAL
A61175110,주공,연산동,연제구,2038.0,토현초등학교,46.31578366445916,B,75.75,430000000.0,323181209.7276346,318169228.4996981,-1.5508269283849851,-5011981.227936506,0.76981137091814,13.0,6M,2026-08-28,OK
A61176308,선경,연산동,연제구,576.0,토현초등학교,46.31578366445916,B,84.75,400000000.0,395399993.9399198,389268024.359067,-1.550826928384963,-6131969.580852807,0.76981137091814,5.0,6M,2026-08-28,OK
A10020213,가야역롯데캐슬스카이엘,가야동,부산진구,725.0,가남초등학교,46.08741721854304,B,59.8682,553000000.0,384079917.5477504,377757349.1165084,-1.64615959918184,-6322568.431241989,0.76981137091814,1.0,24M,2026-08-28,OK
A10028138,동원역삼정그린코아,금곡동,북구,529.0,금곡초등학교,45.7257174392936,B,59.7649,254000000.0,268018468.54037642,263202273.0152849,-1.7969640492763173,-4816195.525091529,0.76981137091814,8.0,6M,2026-08-28,OK
A61676215,금곡주공2단지,금곡동,북구,1460.0,금곡초등학교,45.7257174392936,B,,,,,,,,,,2026-08-28,OK
A61676814,금곡9단지주공,금곡동,북구,1366.0,금곡초등학교,45.7257174392936,B,40.86,65000000.0,114869182.37700234,112805024.46598998,-1.7969640492763062,-2064157.9110123664,0.76981137091814,26.0,6M,2026-08-28,OK
A61681107,금곡화목타운,금곡동,북구,576.0,금곡초등학교,45.7257174392936,B,68.12,145000000.0,198784986.0414367,195212891.3069132,-1.796964049276284,-3572094.734523505,0.76981137091814,10.0,6M,2026-08-28,OK
A61681108,협진태양·조성아파트,금곡동,북구,576.0,금곡초등학교,45.7257174392936,B,67.97,135500000.0,197841555.10731614,194286413.48750848,-1.7969640492763173,-3555141.6198076606,0.76981137091814,10.0,6M,2026-08-28,OK
A10023928,사하코오롱하늘채,신평동,사하구,969.0,신평초등학교,45.64525386313466,B,59.9513,265000000.0,250554843.63710302,245968486.11091626,-1.830480488666797,-4586357.526186764,0.76981137091814,36.0,6M,2026-08-28,OK
A10027236,사하뷰웰,신평동,사하구,900.0,신평초등학교,45.64525386313466,B,84.74,250000000.0,289860709.96131104,284554866.2211582,-1.8304804886667858,-5305843.740152836,0.76981137091814,13.0,6M,2026-08-28,OK
A60403002,신평럭키무지개타운,신평동,사하구,505.0,신평초등학교,45.64525386313466,B,74.125,130500000.0,140446206.45814815,137875366.05185908,-1.8304804886667858,-2570840.406289071,0.76981137091814,10.0,12M,2026-08-28,OK
A10024953,포레나부산초읍,초읍동,부산진구,1113.0,연학초등학교,45.55816777041942,B,59.9158,445000000.0,409264354.316282,401624442.29706484,-1.8667425928115322,-7639912.0192171335,0.76981137091814,34.0,6M,2026-08-28,OK
A10022999,대연푸르지오클라센트1단지,대연동,남구,1057.0,석포초등학교,45.4014348785872,B,74.9183,621500000.0,644973817.9850962,632513107.9930632,-1.93197144512941,-12460709.992033005,0.958196094333363,50.0,6M,2026-08-28,OK
A10026184,대연파크푸르지오,대연동,남구,1422.0,석포초등학교,45.4014348785872,B,74.9524,540000000.0,605201796.933127,593509471.0309689,-1.9319714451294212,-11692325.902158141,0.958196094333363,43.0,6M,2026-08-28,OK
A60883003,신대연코오롱하늘채,용당동,남구,712.0,석포초등학교,45.4014348785872,B,84.6588,330000000.0,319736882.1041732,313559656.8423735,-1.931971445129399,-6177225.261799693,0.958196094333363,10.0,6M,2026-08-28,OK
A10024341,화명푸르지오헤리센트,화명동,북구,886.0,화명초등학교,45.28443708609271,B,74.9588,593000000.0,445912561.7545295,437080660.8583239,-1.9806351409914935,-8831900.896205604,0.958196094333363,31.0,6M,2026-08-28,OK
A61679206,벽산강변타운,화명동,북구,1044.0,화명초등학교,45.28443708609271,B,84.89,234000000.0,299586757.80184805,293653037.1990676,-1.9806351409914935,-5933720.602780461,0.958196094333363,11.0,6M,2026-08-28,OK
A61679208,경남아너스빌,화명동,북구,570.0,화명초등학교,45.28443708609271,B,84.91,370000000.0,320360735.3697218,314015558.0670503,-1.9806351409915046,-6345177.302671492,0.958196094333363,7.0,6M,2026-08-28,OK
A10022985,경동포레스트힐 행복주택 아미,아미동2가,서구,767.0,아미초등학교,44.87897350993377,B,,,,,,,,,,2026-08-28,OK
A10024664,더샵명지퍼스트월드3단지,명지동,강서구,1530.0,명원초등학교,44.80794701986755,B,84.997,585000000.0,531117042.5619143,519546256.173706,-2.1785756172302606,-11570786.38820833,0.958196094333363,49.0,6M,2026-08-28,MIDDLE_SCORE_PARTIAL
