apartment_id,apartment_name,legal_dong,gu,household_count,elementary_school_name,school_premium_core_score,school_premium_confidence,representative_area_m2,recent_market_price,baseline_expected_price,school_adjusted_expected_price,estimated_school_premium_pct,estimated_school_premium_amount,model_uncertainty_pct,transaction_count,price_window_used,as_of_date,data_quality_flag
A10022844,롯데캐슬라센트,부암동,부산진구,2195.0,동평초등학교,70.84387417218544,B,59.2,440000000.0,394710800.485154,431203704.905174,9.24547906344728,36492904.420020044,4.494923978067426,45.0,6M,2026-08-28,OK
A61484004,협성피닉스타운,부암동,부산진구,774.0,동평초등학교,70.84387417218544,B,125.85,237000000.0,335597356.35615546,366624939.675547,9.245479063447458,31027583.31939155,4.494923978067426,5.0,6M,2026-08-28,OK
A61484005,화승,부암동,부산진구,1811.0,동평초등학교,70.84387417218544,B,84.76,260000000.0,284584753.0693637,310895976.8321554,9.245479063447458,26311223.762791693,4.494923978067426,41.0,6M,2026-08-28,OK
A61612011,대우이안,화명동,북구,989.0,명진초등학교,69.87522075055188,B,84.37795,425000000.0,337856315.837444,367579121.0490997,8.797469166139994,29722805.211655676,4.2626458074147635,18.0,6M,2026-08-28,OK
A61612018,롯데낙천대,화명동,북구,1950.0,명진초등학교,69.87522075055188,B,84.769,538500000.0,373359659.09922504,406205859.9872848,8.797469166139994,32846200.888059735,4.2626458074147635,36.0,6M,2026-08-28,OK
A10025214,해운대비스타동원,우동,해운대구,504.0,해동초등학교,69.79343267108167,B,84.9483,945000000.0,1038196496.86274,1129139662.7266521,8.75972574928998,90943165.8639121,4.2626458074147635,26.0,12M,2026-08-28,OK
A10026094,대연SKVIEWHills(2단지),대연동,남구,994.0,대연초등학교,69.53151214128036,B,59.9975,765000000.0,488353227.42062825,530541785.4317794,8.638943216159657,42188558.011151135,4.2626458074147635,26.0,6M,2026-08-28,OK
A61175209,한양(1차),연산동,연제구,1452.0,연천초등학교,69.14166666666668,B,58.14,287000000.0,221368321.64728183,240094792.15930343,8.459417486960707,18726470.5120216,4.032269986428494,17.0,6M,2026-08-28,OK
A61176411,연산엘지,연산동,연제구,2302.0,연천초등학교,69.14166666666668,B,84.99,314500000.0,469699307.3444912,509433132.6861243,8.459417486960685,39733825.34163314,4.032269986428494,32.0,6M,2026-08-28,OK
A60471810,당리푸르지오,당리동,사하구,542.0,낙동초등학교,68.6908940397351,B,84.9835,532000000.0,499728311.22684497,540966912.4799538,8.2522043131531,41238601.2531088,4.032269986428494,7.0,6M,2026-08-28,OK
A10027325,구서SKVIEW1단지,구서동,금정구,532.0,장서초등학교,68.62759381898455,B,84.90440000000001,642500000.0,500668819.69591117,541839507.1713564,8.223137901907073,41170687.47544527,4.032269986428494,14.0,6M,2026-08-28,OK
A60931004,구서동쌍용예가2단지,구서동,금정구,809.0,장서초등학교,68.62759381898455,B,132.2312,830000000.0,697550548.8728166,754911092.442138,8.223137901907073,57360543.569321394,4.032269986428494,8.0,6M,2026-08-28,OK
A60775306,동래럭키,온천동,동래구,1536.0,내산초등학교,68.33162251655628,B,108.606,870000000.0,359693763.4510089,388783407.7962456,8.087336312462568,29089644.34523666,3.8037836921826558,14.0,6M,2026-08-28,OK
A10023616,래미안어반파크2단지,연지동,부산진구,2616.0,연지초등학교,67.58669977924946,B,84.89,757000000.0,585567562.7371762,630927350.1153487,7.74629440984449,45359787.37817252,3.8037836921826558,62.0,6M,2026-08-28,OK
A61478807,화인,연지동,부산진구,654.0,연지초등학교,67.58669977924946,B,59.72,213000000.0,216410671.9745561,233174479.760028,7.74629440984449,16763807.785471916,3.8037836921826558,8.0,6M,2026-08-28,OK
A61478901,연지자이2차,연지동,부산진구,1011.0,연지초등학교,67.58669977924946,B,84.9215,470000000.0,425049763.25603384,457975369.3061932,7.7462944098444675,32925606.050159335,3.8037836921826558,43.0,6M,2026-08-28,OK
A61485906,연지2청구,연지동,부산진구,554.0,연지초등학교,67.58669977924946,B,80.64,206500000.0,314365903.85260093,338717612.28919214,7.746294409844512,24351708.436591208,3.8037836921826558,18.0,6M,2026-08-28,OK
A61486005,연지자이,연지동,부산진구,547.0,연지초등학교,67.58669977924946,B,84.9413,440000000.0,389201526.97353673,419350223.1005173,7.746294409844512,30148696.126980543,3.8037836921826558,6.0,6M,2026-08-28,OK
A61486008,세동한신,연지동,부산진구,789.0,연지초등학교,67.58669977924946,B,84.98,290000000.0,304134463.1621088,327693614.08044577,7.74629440984449,23559150.918336987,3.8037836921826558,14.0,6M,2026-08-28,OK
A10022905,포레나부산덕천2차,덕천동,북구,795.0,덕성초등학교,67.33973509933774,A,74.7172,582500000.0,437099354.7531675,470465186.535647,7.633466263367361,33365831.782479465,3.5771741834361666,30.0,6M,2026-08-28,OK
A10023684,포레나부산덕천1차,덕천동,북구,636.0,덕성초등학교,67.33973509933774,A,74.5539,551500000.0,399311225.4867687,429792513.17013997,7.633466263367361,30481287.683371246,3.5771741834361666,36.0,6M,2026-08-28,OK
A61670501,덕천삼정그린코아,덕천동,북구,560.0,덕성초등학교,67.33973509933774,A,78.1919,337000000.0,334824224.88312,360382919.13115424,7.633466263367361,25558694.24803424,3.5771741834361666,9.0,6M,2026-08-28,OK
A10023750,e편한세상서면더센트럴,범천동,부산진구,998.0,선암초등학교,67.25629139072848,B,69.9964,510000000.0,431140750.7385327,463887489.9756716,7.5953709272539305,32746739.237138867,3.5771741834361666,43.0,6M,2026-08-28,OK
A10024998,범양레우스센트럴베이,초량동,동구,856.0,동일중앙초등학교,67.08349889624725,B,84.9473,545000000.0,558337386.3768952,600304967.9956069,7.5165272186130005,41967581.61871171,3.5771741834361666,17.0,6M,2026-08-28,OK
A10025359,e편한세상부산항,초량동,동구,752.0,동일중앙초등학교,67.08349889624725,B,84.6836,620000000.0,529173667.95644325,568949150.742122,7.5165272186130005,39775482.785678804,3.5771741834361666,19.0,6M,2026-08-28,OK
A61996005,정관신도시롯데캐슬,정관읍용수리,기장군,761.0,신정초등학교,67.0814017660044,B,101.74,326000000.0,316499548.06868464,340286295.27815783,7.515570671308236,23786747.209473193,3.5771741834361666,13.0,6M,2026-08-28,OK
A61996107,정관동일스위트1차,정관읍용수리,기장군,1758.0,신정초등학교,67.0814017660044,B,59.8302,237000000.0,238286517.59044126,256195109.2201502,7.515570671308236,17908591.629708946,3.5771741834361666,36.0,6M,2026-08-28,OK
A61996308,정관신도시휴먼시아1단지,정관읍,기장군,1533.0,신정초등학교,67.0814017660044,B,,,,,,,,,,2026-08-28,OK
A61203015,한일,좌동,해운대구,662.0,신도초등학교,67.07527593818985,B,58.2,359000000.0,296825341.9332733,319125166.75013137,7.5127765950223635,22299824.816858053,3.5771741834361666,12.0,6M,2026-08-28,OK
A61203028,코오롱,좌동,해운대구,928.0,신도초등학교,67.07527593818985,B,59.985,385000000.0,314014344.0157971,337605540.15802884,7.512776595022341,23591196.142231762,3.5771741834361666,9.0,6M,2026-08-28,OK
A10020721,백양산서희스타힐스,부암동,부산진구,1295.0,동양초등학교;동원초등학교,66.89039735099338,B,65.0978,377500000.0,388115047.76401126,416946115.9676478,7.428485025184317,28831068.203636527,3.5771741834361666,10.0,6M,2026-08-28,OK
A61482302,"백양뜨란채,주공아파트(1단지)",당감동,부산진구,851.0,동양초등학교;동원초등학교,66.89039735099338,B,59.89,139500000.0,215322359.142586,231317548.3473666,7.428485025184317,15995189.204780608,3.5771741834361666,16.0,6M,2026-08-28,OK
A61482303,백양푸른채,당감동,부산진구,1116.0,동양초등학교;동원초등학교,66.89039735099338,B,59.89,120000000.0,220824509.83404154,237228425.47900003,7.428485025184339,16403915.644958496,3.5771741834361666,22.0,6M,2026-08-28,OK
A60975204,선경1,구서동,금정구,616.0,구서초등학교,66.87472406181016,B,102.845,397000000.0,321662398.4227314,345534065.58546036,7.421342152450361,23871667.162728965,3.5771741834361666,4.0,6M,2026-08-28,OK
A60980506,구서우성,구서동,금정구,1118.0,구서초등학교,66.87472406181016,B,84.97,225000000.0,343755680.6906017,369266965.92313594,7.421342152450339,25511285.23253423,3.5771741834361666,9.0,6M,2026-08-28,OK
A61612010,화명2차현대,화명동,북구,743.0,용수초등학교,66.68863134657838,B,84.9943,420000000.0,350901398.1613492,376645522.76662534,7.3365694010254945,25744124.605276167,3.5771741834361666,13.0,6M,2026-08-28,OK
A61612016,수정강변타운,화명동,북구,1780.0,용수초등학교,66.68863134657838,B,59.4,280000000.0,253673026.30670574,272283923.9333788,7.336569401025472,18610897.626673073,3.5771741834361666,44.0,6M,2026-08-28,OK
A61612017,대림쌍용강변타운,화명동,북구,1895.0,용수초등학교,66.68863134657838,B,84.92,478000000.0,366898322.32088214,393816072.3691518,7.336569401025472,26917750.04826963,3.5771741834361666,47.0,6M,2026-08-28,OK
A10023704,대신해모로센트럴아파트,서대신동2가,서구,733.0,대신초등학교,66.23658940397351,B,76.5236,562500000.0,507543008.74239266,543735517.769973,7.130924553026441,36192509.02758038,3.352428800122405,32.0,6M,2026-08-28,OK
A10024535,대신푸르지오2차,서대신동2가,서구,815.0,대신초등학교,66.23658940397351,B,72.5381,550000000.0,531351883.64379996,569242185.5775242,7.130924553026441,37890301.933724225,3.352428800122405,29.0,6M,2026-08-28,OK
A10028182,대신롯데캐슬,서대신동3가,서구,753.0,대신초등학교,66.23658940397351,B,84.7855,430000000.0,420795485.22639817,450802093.8004341,7.130924553026441,30006608.574035943,3.352428800122405,7.0,6M,2026-08-28,OK
A61202004,대우트럼프월드센텀,우동,해운대구,564.0,강동초등학교,65.61307947019867,B,84.97,1430000000.0,749422526.6014991,800742389.9938604,6.847921108681909,51319863.39236128,3.352428800122405,4.0,6M,2026-08-28,OK
A61202011,센텀두산위브,우동,해운대구,581.0,강동초등학교,65.61307947019867,B,84.9988,753000000.0,893556067.0744989,954746081.6096014,6.847921108681909,61190014.53510249,3.352428800122405,9.0,6M,2026-08-28,OK
A61271101,센텀삼환Nauville,우동,해운대구,926.0,강동초등학교,65.61307947019867,B,59.86,520000000.0,457466231.2843747,488793157.9015891,6.847921108681931,31326926.61721438,3.352428800122405,25.0,6M,2026-08-28,OK
A61274707,삼호가든맨션,우동,해운대구,1076.0,강동초등학교,65.61307947019867,B,63.0,790000000.0,392068869.0746577,418917435.92059165,6.847921108681931,26848566.845933974,3.352428800122405,7.0,6M,2026-08-28,OK
A61282705,센텀센시빌,우동,해운대구,800.0,강동초등학교,65.61307947019867,B,84.9402,580000000.0,737906869.3729935,788438149.6432006,6.847921108681931,50531280.27020717,3.352428800122405,13.0,6M,2026-08-28,OK
A10023975,동래래미안아이파크,온천동,동래구,3853.0,온샘초등학교,65.3701986754967,B,75.5206,895000000.0,699390321.3189615,746514422.5980097,6.737882959286323,47124101.279048204,3.1295349628419715,71.0,6M,2026-08-28,OK
A10024226,삼한골든뷰에듀스테이션,부곡동,금정구,610.0,부곡초등학교,65.36490066225166,B,84.6678,615000000.0,583837792.46469,623162093.187381,6.7354839358175544,39324300.72269106,3.1295349628419715,18.0,6M,2026-08-28,OK
A60970301,대우,부곡동,금정구,1270.0,부곡초등학교,65.36490066225166,B,84.95,433000000.0,401489316.8881943,428531565.3312224,6.735483935817577,27042248.443028092,3.1295349628419715,15.0,6M,2026-08-28,OK
A60982103,우신뉴타운,부곡동,금정구,552.0,부곡초등학교,65.36490066225166,B,84.87,350000000.0,329573840.8307848,351772233.93659925,6.7354839358175544,22198393.105814457,3.1295349628419715,16.0,12M,2026-08-28,OK
A10023692,웨이브리즈,기장읍청강리,기장군,728.0,대청초등학교,65.05954746136865,B,55.99,259500000.0,335282617.2546729,357402238.454605,6.597306290749505,22119621.1999321,3.1295349628419715,20.0,6M,2026-08-28,OK
A61970210,우신네오빌,기장읍청강리,기장군,524.0,대청초등학교,65.05954746136865,B,59.9882,193000000.0,238709819.7709604,254458237.7273468,6.597306290749527,15748417.956386417,3.1295349628419715,6.0,6M,2026-08-28,OK
A61990609,청강주공,기장읍청강리,기장군,520.0,대청초등학교,65.05954746136865,B,39.69,100000000.0,97650830.48364457,104093154.86611122,6.597306290749527,6442324.382466644,3.1295349628419715,7.0,6M,2026-08-28,OK
A10020002,드파인 광안,광안동,수영구,1233.0,호암초등학교,64.94271523178807,B,,,,,,,,,,2026-08-28,OK
A10024695,광안자이,광안동,수영구,971.0,호암초등학교,64.94271523178807,B,84.48,900000000.0,716962667.1738863,763884181.3698533,6.544484998210787,46921514.19596696,3.1295349628419715,30.0,6M,2026-08-28,OK
A10023040,양정포레힐즈스위첸1단지,양정동,부산진구,1338.0,양동초등학교,64.81462472406182,B,84.971,735000000.0,662255393.4765866,705213276.8476858,6.486603777673561,42957883.37109923,3.1295349628419715,54.0,6M,2026-08-28,OK
A10024627,연산롯데캐슬골드포레,연산동,연제구,1230.0,양동초등학교,64.81462472406182,B,84.9813,719500000.0,653257253.4233942,695631463.1018825,6.486603777673539,42374209.678488255,3.1295349628419715,36.0,6M,2026-08-28,OK
A10025559,연산더샵,연산동,연제구,1071.0,양동초등학교,64.81462472406182,B,59.8812,610000000.0,475425486.28951836,506264453.84319717,6.486603777673561,30838967.55367881,3.1295349628419715,36.0,6M,2026-08-28,OK
A61970112,현대,기장읍청강리,기장군,930.0,기장초등학교,64.57853200883002,B,59.95,189500000.0,195606520.9638192,208086219.28374875,6.380001166851623,12479698.31992954,3.1295349628419715,10.0,6M,2026-08-28,OK
A61970311,서부주공,기장읍서부리,기장군,702.0,기장초등학교,64.57853200883002,B,59.875,197500000.0,195434320.3072365,207903032.22326672,6.380001166851623,12468711.916030228,3.1295349628419715,10.0,6M,2026-08-28,OK
A61990514,한신,기장읍동부리,기장군,1131.0,기장초등학교,64.57853200883002,B,59.85,163000000.0,164107152.21510014,174577190.4413105,6.380001166851623,10470038.226210356,3.1295349628419715,19.0,6M,2026-08-28,OK
A60608002,조양비취맨션,동삼동,영도구,630.0,중리초등학교,64.44094922737307,B,53.85,90000000.0,108329738.6948877,115173933.40422079,6.317927830150016,6844194.709333092,2.9084801723585905,6.0,12M,2026-08-28,OK
A60680909,국제마마뉴비치타운,동삼동,영도구,522.0,중리초등학교,64.44094922737307,B,85.76,175000000.0,225062876.32796308,239282186.4268235,6.317927830149972,14219310.098860413,2.9084801723585905,9.0,6M,2026-08-28,OK
A10022267,오션라이프에일린의뜰1단지,동삼동,영도구,1228.0,동삼초등학교,64.43979028697572,B,74.9696,420000000.0,390125978.80771154,414771817.3046428,6.3174051039238455,24645838.496931255,2.9084801723585905,30.0,6M,2026-08-28,OK
A60777604,안락현대,안락동,동래구,738.0,반안초등학교,64.27847682119204,B,77.85,310000000.0,356032896.4525938,378265981.84075093,6.244671660872081,22233085.38815713,2.9084801723585905,19.0,6M,2026-08-28,OK
A61206113,우방신세계타운,반여동,해운대구,998.0,반안초등학교,64.27847682119204,B,77.67,275000000.0,354397395.4437647,376528349.16391015,6.244671660872059,22130953.720145464,2.9084801723585905,21.0,6M,2026-08-28,OK
A61279804,센텀SKVIEW아파트,반여동,해운대구,1374.0,반안초등학교,64.27847682119204,B,76.56,299000000.0,329160297.7016277,349715277.5310434,6.244671660872081,20554979.82941574,2.9084801723585905,19.0,6M,2026-08-28,OK
A10028037,해운대힐스테이트위브,중동,해운대구,2369.0,동백초등학교,64.0762693156733,B,102.3162,760000000.0,905500049.9412158,961220630.077257,6.153570078727055,55720580.13604128,2.9084801723585905,35.0,6M,2026-08-28,OK
A10023208,두산위브더제니스하버시티,범일동,동구,2040.0,성남초등학교,63.84878587196467,B,75.6455,640000000.0,531416065.9937773,563572977.71185,6.0511741695158605,32156911.718072772,2.9084801723585905,33.0,6M,2026-08-28,MIDDLE_SCORE_PARTIAL
A10026746,오션브릿지,범일동,동구,652.0,성남초등학교,63.84878587196467,B,59.95,415000000.0,344279794.9352768,365112764.9572624,6.051174169515838,20832970.02198559,2.9084801723585905,19.0,6M,2026-08-28,MIDDLE_SCORE_PARTIAL
A60106001,한성기린,범일동,동구,547.0,성남초등학교,63.84878587196467,B,60.0,176000000.0,221092562.15313295,234471258.1648641,6.051174169515838,13378696.011731148,2.9084801723585905,7.0,6M,2026-08-28,MIDDLE_SCORE_PARTIAL
A60106002,두산위브포세이돈2,범일동,동구,690.0,성남초등학교,63.84878587196467,B,117.78999999999999,545500000.0,499636131.18384105,529869983.69560605,6.0511741695158605,30233852.511765003,2.9084801723585905,4.0,6M,2026-08-28,MIDDLE_SCORE_PARTIAL
A61612013,코오롱하늘채1차,화명동,북구,1280.0,학사초등학교,63.8310706401766,B,69.337,400000000.0,288790360.77498126,306242552.1405774,6.04320425334226,17452191.365596116,2.9084801723585905,20.0,6M,2026-08-28,OK
A61685214,코오롱하늘채2차,화명동,북구,1344.0,학사초등학교,63.8310706401766,B,72.3715,490000000.0,314537150.4143187,333545272.86649823,6.043204253342238,19008122.45217955,2.9084801723585905,20.0,6M,2026-08-28,OK
A60710004,안락뜨란채2단지,안락동,동래구,1420.0,안남초등학교,63.739624724061805,B,74.65,430000000.0,395466096.56272084,419202260.8452127,6.002073120502582,23736164.282491863,2.9084801723585905,34.0,6M,2026-08-28,OK
A60777205,안락SKVIEW,안락동,동래구,1898.0,안남초등학교,63.739624724061805,B,84.93,374000000.0,398149451.3804251,422046672.5811581,6.002073120502582,23897221.200733006,2.9084801723585905,34.0,6M,2026-08-28,OK
A10023872,대연양우내안애퍼스트,문현동,남구,560.0,연포초등학교,63.7098233995585,B,84.9684,610000000.0,533682579.3610966,565643080.3530797,5.988672335950129,31960500.991983056,2.9084801723585905,35.0,6M,2026-08-28,MIDDLE_SCORE_PARTIAL
A10026452,대연롯데캐슬레전드1단지,대연동,남구,3149.0,연포초등학교,63.7098233995585,B,59.99,660000000.0,545345748.9159144,578004718.9165227,5.988672335950285,32658970.000608325,2.9084801723585905,101.0,6M,2026-08-28,MIDDLE_SCORE_PARTIAL
A10027503,정관양우내안愛,정관읍용수리,기장군,830.0,가동초등학교,63.0385761589404,B,59.8986,189000000.0,226302051.89650998,239172484.33955285,5.687280488702173,12870432.443042874,2.689252009098138,17.0,6M,2026-08-28,OK
A61996115,이진캐스빌,정관읍용수리,기장군,539.0,가동초등학교,63.0385761589404,B,84.9281,398000000.0,287776388.3532993,304143038.7392083,5.687280488702173,16366650.385908961,2.689252009098138,13.0,6M,2026-08-28,OK
A61996303,정관신동아파밀리에,정관읍용수리,기장군,655.0,가동초등학교,63.0385761589404,B,107.83,367500000.0,337367994.5627021,356555058.6925925,5.687280488702173,19187064.129890382,2.689252009098138,8.0,6M,2026-08-28,OK
A60932003,부곡동푸르지오,부곡동,금정구,540.0,현곡초등학교,62.96931567328919,B,84.81,442500000.0,473483913.2582221,500265257.9006662,5.656231160664249,26781344.642444074,2.689252009098138,12.0,6M,2026-08-28,OK
A10025749,부산정관 행복주택,정관읍,기장군,856.0,모전초등학교,62.76445916114791,B,,,,,,,,,,2026-08-28,OK
A10026813,정관 엘에이치 7단지,정관읍,기장군,1934.0,모전초등학교,62.76445916114791,B,,,,,,,,,,2026-08-28,OK
A10028081,정관이지더원3차아파트,정관읍,기장군,1035.0,모전초등학교,62.76445916114791,B,,,,,,,,,,2026-08-28,OK
A61990110,이지더원,정관읍모전리,기장군,978.0,모전초등학교,62.76445916114791,B,59.8832,181500000.0,200259702.16063374,211403048.75906792,5.564447803630412,11143346.59843418,2.689252009098138,20.0,6M,2026-08-28,OK
A61996106,이지더원2차,정관읍모전리,기장군,756.0,모전초등학교,62.76445916114791,B,59.9984,205000000.0,201033154.90549007,212219539.87819752,5.564447803630412,11186384.97270745,2.689252009098138,13.0,6M,2026-08-28,OK
A61996114,동일스위트3차,정관읍모전리,기장군,1500.0,모전초등학교,62.76445916114791,B,84.9174,274000000.0,286807396.2357833,302766644.0962749,5.564447803630412,15959247.860491633,2.689252009098138,33.0,6M,2026-08-28,OK
A10027972,안락경동리인,안락동,동래구,693.0,안진초등학교,62.64050772626931,B,78.942,538000000.0,466689926.67736155,492399649.1371835,5.508951659373595,25709722.45982194,2.689252009098138,21.0,6M,2026-08-28,OK
A60778502,강변뜨란채,안락동,동래구,814.0,안진초등학교,62.64050772626931,B,59.69,383500000.0,310034101.5600271,327113730.3425422,5.508951659373573,17079628.78251505,2.689252009098138,14.0,6M,2026-08-28,OK
A10024383,사하역비스타동원,괴정동,사하구,513.0,사하초등학교,62.49724061810154,B,79.9819,525000000.0,480975224.7610258,507163574.2484542,5.4448437547776285,26188349.487428427,2.471838132650782,12.0,6M,2026-08-28,OK
A10020289,두산위브더제니스 오션시티 ,우암동,남구,3048.0,우암초등학교,62.45943708609272,B,,,,,,,,,,2026-08-28,MIDDLE_SCORE_PARTIAL
A60877107,일신보라,우암동,남구,661.0,우암초등학교,62.45943708609272,B,84.87,192500000.0,230798473.37407306,243326062.77994552,5.427934259152578,12527589.405872464,2.471838132650782,10.0,6M,2026-08-28,MIDDLE_SCORE_PARTIAL
A61270515,센텀롯데캐슬아파트,반여동,해운대구,1198.0,인지초등학교,62.44166666666668,B,72.46875,360500000.0,335119284.0460807,353282703.9965961,5.4199864989022295,18163419.95051539,2.471838132650782,24.0,6M,2026-08-28,OK
A61271919,아시아선수촌아파트,반여동,해운대구,2290.0,인지초등학교,62.44166666666668,B,84.8,455000000.0,386341377.7360467,407281028.2490132,5.419986498902207,20939650.512966514,2.471838132650782,44.0,6M,2026-08-28,OK
A61203012,영남,좌동,해운대구,512.0,좌산초등학교,62.41092715231788,B,59.585,313500000.0,296932283.64416033,312985154.8501252,5.406239769200183,16052871.205964863,2.471838132650782,4.0,6M,2026-08-28,OK
A61203032,대우2,좌동,해운대구,1002.0,좌산초등학교,62.41092715231788,B,59.946,382500000.0,336982810.3277911,355200909.0351006,5.406239769200183,18218098.707309484,2.471838132650782,20.0,6M,2026-08-28,OK
A61203033,벽산2,좌동,해운대구,1070.0,좌산초등학교,62.41092715231788,B,59.73,345000000.0,324523941.02665997,342068483.38701904,5.406239769200183,17544542.360359073,2.471838132650782,23.0,6M,2026-08-28,OK
A61203035,경남선경,좌동,해운대구,1358.0,좌산초등학교,62.41092715231788,B,59.85,290000000.0,331411984.9993683,349328911.53229994,5.406239769200183,17916926.532931626,2.471838132650782,25.0,6M,2026-08-28,OK
A61203038,SKVIEW,좌동,해운대구,1721.0,좌산초등학교,62.41092715231788,B,59.91,248250000.0,322612210.6673981,340053400.30079484,5.406239769200183,17441189.633396745,2.471838132650782,30.0,6M,2026-08-28,OK
A10026034,대신푸르지오1차,서대신동1가,서구,959.0,부민초등학교,62.26407284768212,B,84.7252,603000000.0,586179004.3190455,617484428.452289,5.340591167984665,31305424.13324344,2.471838132650782,29.0,6M,2026-08-28,OK
A60270501,부민e편한세상,부민동3가,서구,613.0,부민초등학교,62.26407284768212,B,85.0,236000000.0,260698168.72325435,274620992.09718627,5.340591167984687,13922823.373931915,2.471838132650782,9.0,6M,2026-08-28,OK
A61996110,정관동일스위트2차,정관읍모전리,기장군,1638.0,정원초등학교;신정초등학교,62.22290286975717,B,59.9856,210000000.0,217695352.80473033,229281522.24909842,5.322194201711206,11586169.444368094,2.471838132650782,23.0,6M,2026-08-28,OK
A10023021,서면비스타동원,당감동,부산진구,806.0,가야초등학교,62.1960816777042,B,59.9998,445000000.0,392819180.48979735,413678706.9389894,5.310210775141577,20859526.449192047,2.471838132650782,24.0,6M,2026-08-28,OK
A10023627,가야롯데캐슬골드아너,가야동,부산진구,935.0,가야초등학교,62.1960816777042,B,59.9227,635000000.0,413670501.93399966,435637277.50128114,5.310210775141577,21966775.567281485,2.471838132650782,32.0,6M,2026-08-28,OK
A61475202,태화현대1,당감동,부산진구,668.0,가야초등학교,62.1960816777042,B,72.33,301000000.0,247727560.37548178,260882415.97953594,5.310210775141555,13154855.604054153,2.471838132650782,8.0,6M,2026-08-28,OK
A61475903,태화현대2,당감동,부산진구,820.0,가야초등학교,62.1960816777042,B,84.94,290000000.0,276966328.3361545,291673824.146975,5.310210775141577,14707495.81082046,2.471838132650782,11.0,6M,2026-08-28,OK
A61203014,경남,좌동,해운대구,655.0,양운초등학교,61.9123068432671,B,84.034,475000000.0,407959136.9921847,429105726.0266537,5.183506659607939,21146589.03446901,2.471838132650782,7.0,6M,2026-08-28,OK
A61203021,해운대 센트럴파크,좌동,해운대구,799.0,양운초등학교,61.9123068432671,B,59.99,278000000.0,299931210.5067997,315478164.7776624,5.183506659607939,15546954.270862699,2.471838132650782,9.0,6M,2026-08-28,OK
A61203027,LH뜨란채아파트,좌동,해운대구,928.0,양운초등학교,61.9123068432671,B,59.98,291500000.0,305620326.2605933,321462176.2254267,5.183506659607939,15841849.964833379,2.471838132650782,20.0,6M,2026-08-28,OK
A61203036,두산1차아파트,좌동,해운대구,1422.0,양운초등학교,61.9123068432671,B,59.94,397000000.0,334256338.50999254,351582538.0768197,5.1835066596079615,17326199.566827178,2.471838132650782,20.0,6M,2026-08-28,OK
A61775202,백양그린,모라동,사상구,1080.0,모산초등학교,61.79635761589404,B,41.3,82000000.0,104449349.244257,109809459.80839956,5.131779760166655,5360110.564142555,2.471838132650782,11.0,6M,2026-08-28,OK
A61775706,우성,모라동,사상구,796.0,모산초등학교,61.79635761589404,B,72.42,215000000.0,175714790.36308002,184732086.41055185,5.131779760166655,9017296.047471821,2.471838132650782,3.0,6M,2026-08-28,OK
A61781706,모라주공1단지,모라동,사상구,2529.0,모산초등학교,61.79635761589404,B,,,,,,,,,,2026-08-28,OK
A61781805,모라벽산,모라동,사상구,780.0,모산초등학교,61.79635761589404,B,59.88,188000000.0,203748033.10226855,214203933.42674842,5.131779760166655,10455900.324479878,2.471838132650782,7.0,6M,2026-08-28,OK
A60775407,동원로얄듀크,낙민동,동래구,632.0,안민초등학교,61.6733995584989,B,59.955,325000000.0,287127097.1323452,301704407.472859,5.076953894670111,14577310.340513825,2.471838132650782,7.0,6M,2026-08-28,OK
A60775605,동래우성,낙민동,동래구,531.0,안민초등학교,61.6733995584989,B,59.64,247500000.0,254541674.9265949,267464638.4053392,5.076953894670111,12922963.478744298,2.471838132650782,9.0,6M,2026-08-28,OK
A60780104,중앙하이츠2,낙민동,동래구,511.0,안민초등학교,61.6733995584989,B,59.9,238000000.0,251240676.49969104,263996049.81023762,5.076953894670111,12755373.310546577,2.471838132650782,11.0,6M,2026-08-28,OK
A60780108,한일유앤아이,낙민동,동래구,935.0,안민초등학교,61.6733995584989,B,84.9854,486500000.0,515025775.0072198,541173396.1500037,5.076953894670089,26147621.14278388,2.471838132650782,14.0,6M,2026-08-28,OK
A10027790,e편한세상화명힐스,화명동,북구,800.0,화잠초등학교,61.624392935982335,B,100.98,617000000.0,496043868.5398222,521119433.04491544,5.055110262506979,25075564.505093217,2.471838132650782,21.0,6M,2026-08-28,OK
A61673302,삼한힐파크,화명동,북구,807.0,화잠초등학교,61.624392935982335,B,84.994,235000000.0,350135748.91826665,367835497.0945397,5.055110262507001,17699748.176273048,2.471838132650782,21.0,6M,2026-08-28,OK
A61673305,화명유림,화명동,북구,506.0,화잠초등학교,61.624392935982335,B,59.921,167000000.0,221761218.5964406,232971492.71596986,5.055110262507001,11210274.119529247,2.471838132650782,18.0,6M,2026-08-28,OK
A61673304,동원로얄듀크,화명동,북구,1627.0,명덕초등학교,61.55711920529801,B,84.9949,355000000.0,381154222.81906956,400307725.108508,5.025131860740384,19153502.289438426,2.471838132650782,43.0,6M,2026-08-28,OK
A61673308,화명롯데캐슬카이저,화명동,북구,5239.0,명덕초등학교,61.55711920529801,B,115.03,729500000.0,648339279.2069689,680919182.8920928,5.025131860740384,32579903.68512392,2.471838132650782,84.0,6M,2026-08-28,OK
A61203024,대우,좌동,해운대구,852.0,해송초등학교,61.5385761589404,B,59.946,410000000.0,318157133.33722115,334118663.89203787,5.016870245024108,15961530.554816723,2.471838132650782,30.0,6M,2026-08-28,OK
