apartment_id,apartment_name,gu,legal_dong,household_count,school_premium_core_score,latitude,longitude,apartment_age,parking_per_household,buildings,households_per_building,full_period_median_price_per_m2,full_period_transaction_count,representative_area_m2,median_floor,recent_6m_price_per_m2,transaction_count_6m,recent_12m_price_per_m2,transaction_count_12m,recent_24m_price_per_m2,transaction_count_24m,price_change_6m,price_change_12m,price_trend_24m,price_trend_36m,log_recent_6m_price_per_m2,log_recent_12m_price_per_m2,log_recent_24m_price_per_m2,log_full_period_median_price_per_m2,log_household_count,log_representative_area_m2,log_transaction_count_12m,turnover_12m,transaction_frequency,clustering_eligible,clustering_missing_reason,feature_as_of_date
A10023526,힐스테이트연산,연제구,연산동,1651.0,43.889845474613686,35.173358042705,129.088891402581,4,1.1320411871592975,18.0,91.72222222222223,7278809.007820598,377.0,74.6718,14.0,7520336.685120326,39.0,7461492.110119384,145.0,7302365.024027137,271.0,0.009478672985782088,0.06256219964711907,0.051089692626761295,0.03277140688800205,15.833121466881279,15.82526596694097,15.80370882954389,15.800477808962443,7.409136443920128,4.313102510823757,4.983606621708336,0.08782556026650515,56.643048128342244,True,,2026-08-28
A10023533,오션파라곤아파트,남구,문현동,662.0,51.52516556291391,35.1298403579976,129.068032658048,3,1.1223564954682779,8.0,82.75,5545165.925090125,106.0,72.9631,15.0,5640405.265485099,24.0,5644384.681471869,40.0,5670645.569641365,69.0,-0.0007050221080490138,-0.01924650065970901,-0.07540259863824127,-0.07678021247673505,15.545466476475218,15.546171747228227,15.550813526302315,15.528437101689535,6.495265555937008,4.28995383389853,3.713572066704308,0.06042296072507553,15.926162073220896,True,,2026-08-28
A10023542,해운대센트럴푸르지오,해운대구,우동,548.0,81.58217439293598,35.1646359363932,129.161319140252,3,1.1003649635036497,3.0,182.66666666666666,11160947.255623776,48.0,84.5444,22.5,11412248.04815263,11.0,11501895.240147397,30.0,11189386.878373967,43.0,-0.015467689916086602,0.13072189760595077,0.15090357395056225,0.15030602894367676,16.250197726809475,16.258022383245955,16.23047628686329,16.227931390851555,6.306275286948016,4.437276840152862,3.4339872044851463,0.05474452554744526,7.211846976552859,True,,2026-08-28
A10023544,센트럴스타힐스,사상구,괘법동,874.0,49.17135761589404,35.1641703820883,128.981914602925,3,0.9050343249427918,5.0,174.8,6292646.45007945,162.0,59.9926,23.0,6706684.856965987,18.0,6610386.810008301,52.0,6500801.765551085,112.0,0.01603904532832745,0.02464114475759538,0.02341406375429647,0.1146154739544453,15.718615326795295,15.704152729027701,15.68743607580538,15.654892279471982,6.773080375655535,4.094221221282586,3.970291913552122,0.059496567505720827,24.3399835458659,True,,2026-08-28
A10023571,주례롯데캐슬골드스마트,사상구,주례동,998.0,58.16153421633554,35.1523287221475,128.996756992175,3,1.1623246492985972,9.0,110.88888888888889,7045588.9664662955,103.0,84.8758,19.0,6833514.382191391,27.0,6880642.067585814,58.0,7058768.074099389,89.0,-0.016949152542372725,-0.07319935680434198,-0.051236595393314835,-0.024536072102079986,15.73734965004438,15.744222529332141,15.769781100489991,15.767912300454546,6.905753276311464,4.441189011460359,4.07753744390572,0.05811623246492986,15.475421637186342,True,,2026-08-28
A10023607,더샵남천프레스티지,수영구,남천동,975.0,77.64387417218543,35.1423137657431,129.105669413733,3,1.196923076923077,10.0,97.5,12659190.81025953,173.0,84.1286,11.0,15207506.425171465,25.0,14054742.961708114,66.0,12672922.020976221,159.0,0.13122543895596395,0.1911570872973425,0.19392011478114646,0.1438526943063308,16.537299707677086,16.45847047412339,16.35497815088313,16.353894055596413,6.882437470997847,4.432346580511388,4.204692619390966,0.06769230769230769,25.992698477992594,True,,2026-08-28
A10023616,래미안어반파크2단지,부산진구,연지동,2616.0,67.58669977924946,35.17424270798,129.054541548223,3,1.2198012232415902,24.0,109.0,8950127.372968683,228.0,84.86,12.0,9072699.926481169,62.0,9041676.477513539,139.0,9010602.706844792,202.0,0.0076745385011751655,0.029901564942012016,0.02897414848886845,0.03471837797531494,16.02078045436348,16.01735516622682,16.01391252044881,16.007178321766382,7.86940171257709,4.441002839774179,4.941642422609304,0.053134556574923546,34.25627313862608,True,,2026-08-28
A10023625,e편한세상시민공원2단지,부산진구,전포동,1401.0,53.49387417218543,35.1653348393502,129.070049332342,3,1.1898643825838686,17.0,82.41176470588235,8802663.706258345,246.0,74.5149,15.5,9179738.236356556,56.0,8991490.292545518,127.0,8829180.087020399,216.0,0.040295671582754045,0.03724621621881097,0.054437263828072846,0.05857555257317545,16.032509247632017,16.011789164961105,15.993572712891737,15.990564927538875,7.244941546337007,4.31099910538818,4.852030263919617,0.09064953604568166,36.9607157548334,True,,2026-08-28
A10023627,가야롯데캐슬골드아너,부산진구,가야동,935.0,62.1960816777042,35.1532102220527,129.030537782842,3,1.4545454545454546,6.0,155.83333333333334,9766664.3822105,152.0,59.9937,17.5,10388383.701001458,32.0,9998630.948223056,82.0,9834365.941757219,136.0,0.04865621038533008,0.04716376239300901,0.05872238004263778,0.06214881518357947,16.15619878802924,16.117958736408255,16.101393538154824,16.094485551415797,6.840546529288687,4.094239556709215,4.418840607796598,0.0877005347593583,22.83751542575072,True,,2026-08-28
A10023647,센텀KCC스위첸,해운대구,반여동,638.0,75.30364238410596,35.1957283041092,129.121810026548,4,1.1473354231974922,8.0,79.75,7772279.04374262,84.0,84.91,11.5,7761158.874101991,17.0,7771622.037550015,39.0,7761158.874101991,67.0,-0.0014307476067244584,0.02164039572302734,0.00993619750446475,0.0019357685446064125,15.86464222045551,15.86598945699868,15.86464222045551,15.866073992558904,6.45833828334479,4.441591872011272,3.6888794541139363,0.061128526645768025,12.620732208967503,True,,2026-08-28
