apartment_id,apartment_name,gu,legal_dong,household_count,elementary_school_name,primary_market,fallback_level,fallback_market_name,school_premium_core_score,estimated_school_premium_pct,school_premium_confidence,representative_area_m2,recent_6m_market_price,recent_12m_market_price,transaction_count_6m,transaction_count_12m,comparable_apartment_count,comparable_transaction_count,local_fair_price_per_m2,local_fair_total_price,fair_price_lower,fair_price_upper,prediction_interval_width_pct,selected_model_type,local_model_rmse,local_model_mae,recent_local_residual,residual_volatility,model_confidence,low_sample_flag,fallback_flag,data_quality_flag
A10027139,명지국제신도시호반베르디움2차,강서구,명지동,694.0,명지초등학교,강서구|명지동,0,강서구|명지동,53.05883002207506,1.306122740881288,A,84.8015,5466032.211454939,5530562.549011515,15,34,22,7271,6294354.600792455,533770711.67910135,4738653.617887386,8360792.54473558,57.545835221806044,F_S,0.14484698370056448,0.11434226495916366,-0.09525233437069325,0.13892965429094856,HIGH,False,False,OK
A10027159,브라운스톤연제2단지,연제구,연산동,521.0,연산초등학교,연제구|연산동,0,연제구|연산동,32.301821192052984,-7.233266548593653,B,84.9558,6597724.564797072,6534945.042608696,16,44,15,5111,7146323.380563256,607121619.8544558,4819679.166865397,10596128.101364825,80.8310599295066,F_S,0.20096461683091077,0.15630766932821155,-0.07155203445705283,0.10007241145049663,HIGH,False,False,OK
A10027236,사하뷰웰,사하구,신평동,900.0,신평초등학교,사하구|신평동,0,사하구|신평동,45.64525386313466,-1.8304804886667856,B,84.74,2944640.753828033,2991503.422232712,13,28,4,768,3188664.970242011,270207469.578308,2628627.871704004,3868019.662234412,38.86867394652446,F_S,0.09854098791477821,0.07753130002256925,-0.08053462450266569,0.07798974655522281,MEDIUM,False,False,OK
A10027280,명지협성휴포레,강서구,명지동,1664.0,명일초등학교,강서구|명지동,0,강서구|명지동,35.94221854304636,-5.789467605407372,A,59.9566,4917830.553230932,4917830.553230932,52,113,22,6739,5254920.436273626,315067162.6294833,3956124.0693244915,6980111.924619524,57.54583522180605,F_S,0.14484698370056448,0.11434226495916366,-0.05857150022067614,0.11735558710006713,HIGH,False,False,OK
A10027282,부산명지중흥S-클래스프라디움,강서구,명지동,1033.0,신명초등학교,강서구|명지동,0,강서구|명지동,43.40231788079471,-2.760167371194133,B,59.9911,5167213.539433857,5167433.169253439,36,71,22,6981,5764859.631374928,345840270.63177645,4340027.640862253,7657464.265101684,57.54583522180605,F_S,0.14484698370056448,0.11434226495916366,-0.10213157698604647,0.12715364249841155,HIGH,False,False,OK
A10027306,e편한세상사하,사하구,구평동,1068.0,구평초등학교,사하구|구평동,1,사하구|괴정동;사하구|구평동,36.72902869757174,-5.474473670460444,B,72.9641,3706113.440014495,3719295.8313808255,31,54,5,899,3911976.9950618567,285433880.6653928,2439087.0593271996,6274300.030157409,98.03771790251967,F_S,0.24103013177016724,0.1824645800248972,-0.04079404255393104,0.1388700836835563,MEDIUM,True,True,OK
A10027325,구서SKVIEW1단지,금정구,구서동,532.0,장서초등학교,금정구|구서동,0,금정구|구서동,68.62759381898455,8.223137901907073,B,84.959,7607208.416359091,7642881.717403309,14,36,6,1387,7110421.324323298,604094285.2931831,5050884.749009957,10009749.563044688,69.74080139346269,F_S,0.17448881341112957,0.134339593052308,0.0397017324797968,0.11524491683693697,HIGH,False,False,OK
A10027340,전포LH아파트,부산진구,전포동,794.0,양성초등학교,부산진구|전포동,0,부산진구|전포동,13.76583885209713,,B,,,,0,0,7,1839,,,,,,INSUFFICIENT_FEATURES,,,,,LOW,False,False,INSUFFICIENT_MODEL_FEATURES
A10027341,사직KCC스위첸1단지,동래구,사직동,999.0,사직초등학교,동래구|사직동,0,동래구|사직동,80.76136865342164,13.939893124115454,B,84.9859,8703476.444082225,8412546.577858413,15,71,8,2636,7539232.017602032,640728418.3247246,5352669.592178733,10619003.926244518,69.85239772128439,F_S,0.1747576003859271,0.12944148127320504,0.10744596729120914,0.11008559421289404,HIGH,False,False,OK
A10027503,정관양우내안愛,기장군,정관읍용수리,830.0,가동초등학교,기장군|정관읍용수리,0,기장군|정관읍용수리,63.0385761589404,5.687280488702173,B,59.8986,3152485.2091732314,3212310.813925687,17,32,5,1633,4048949.510346727,242526407.14045447,2923749.5775019573,5607180.677677592,66.27474838395409,F_S,0.1661176392355014,0.1271221236427736,-0.20998814372451502,0.22995350733056874,HIGH,False,False,OK
A10027581,명지대방노블랜드오션뷰2차,강서구,명지동,600.0,신명초등학교,강서구|명지동,0,강서구|명지동,43.40231788079471,-2.760167371194122,B,84.9985,5882456.749236751,5941281.316729118,16,37,22,7283,5598749.744746955,475885330.1788741,4214973.165040791,7436820.467634161,57.54583522180605,F_S,0.14484698370056448,0.11434226495916366,0.05498136003057397,0.13430046767242343,HIGH,False,False,OK
A10027621,명지2차금강펜테리움센트럴파크,강서구,명지동,670.0,명일초등학교,강서구|명지동,0,강서구|명지동,35.94221854304636,-5.78946760540735,A,66.6612,4629008.691854013,4700224.210190228,27,41,22,7264,5194838.190782644,346294147.60339993,3910891.639945505,6900304.665252736,57.545835221806044,F_S,0.14484698370056448,0.11434226495916366,-0.1289704270504064,0.14838954660466583,HIGH,False,False,OK
A10027656,명지대방노블랜드오션뷰1차,강서구,명지동,737.0,신명초등학교,강서구|명지동,0,강서구|명지동,43.40231788079471,-2.7601673711941443,B,84.9341,5652744.819789317,5674988.0201238375,19,41,22,7204,5478097.732809146,465277300.6481853,4124141.280100195,7276558.374712039,57.545835221806044,F_S,0.14484698370056448,0.11434226495916366,0.024221473580025688,0.14523313172976665,HIGH,False,False,OK
A10027690,명륜2차아이파크1단지,동래구,명륜동,2058.0,교동초등학교,동래구|명륜동,0,동래구|명륜동,75.1171633554084,11.24403397222775,B,84.9138,8015596.305926632,7795024.114701379,52,139,4,848,7525825.410438604,639046433.7369015,6097799.229906058,9288276.962387944,42.39372505315593,F_S,0.10735335184448266,0.07974010601338648,0.006889205881291716,0.11426545660183318,MEDIUM,False,False,OK
A10027698,명지국제신도시호반베르디움1차,강서구,명지동,642.0,명지초등학교,강서구|명지동,0,강서구|명지동,53.05883002207506,1.306122740881288,A,74.9342,5538192.173933931,5538192.173933931,19,34,22,7327,5511951.881660072,413033704.6906922,4149628.1004507267,7321526.847776069,57.545835221806044,F_S,0.14484698370056448,0.11434226495916366,0.027667734335138583,0.13558213354008014,HIGH,False,False,OK
A10027790,e편한세상화명힐스,북구,화명동,800.0,화잠초등학교,북구|화명동,0,북구|화명동,61.624392935982335,5.055110262506979,B,84.98,6644755.644469848,6535947.7124183,21,41,17,6882,7173278.704450639,609585224.3042153,5138906.4427082315,10013011.123161737,67.94807341626615,F_S,0.17016455538325265,0.13262230311552484,-0.055647835362892195,0.1278541927036596,HIGH,False,False,OK
A10027832,백양디이스트(1단지),북구,만덕동,3790.0,백양초등학교,북구|만덕동,0,북구|만덕동,40.07654525386313,-4.122503747164751,A,84.9913,4231358.0797924,4268401.128077441,84,163,12,2408,4226834.404673663,359244150.93794066,3138812.412849642,5692002.813354746,60.40431576127067,F_S,0.15184123943384592,0.11862022515255784,-0.031061790833266656,0.13448935478155802,HIGH,False,False,OK
A10027918,명지1차 금강펜테리움 센트럴파크,강서구,명지동,850.0,명지초등학교,강서구|명지동,0,강서구|명지동,53.05883002207506,1.306122740881288,A,84.2591,4935949.882910172,5011762.132300725,30,57,22,7205,5451999.349145946,459380558.3596232,4104493.324430353,7241891.886183817,57.545835221806044,F_S,0.14484698370056448,0.11434226495916366,-0.07153212995223868,0.13880006956100696,HIGH,False,False,OK
A10027937,더샵파크시티,연제구,연산동,1758.0,연신초등학교,연제구|연산동,0,연제구|연산동,30.970750551876385,-7.755633259813144,B,84.96,8000941.28721026,7990813.802850077,23,73,15,4647,7335203.196659445,623198863.5881864,4947064.965996197,10876187.457839075,80.83105992950658,F_S,0.20096461683091077,0.15630766932821155,0.09171518895332476,0.1146884467115815,HIGH,False,False,OK
A10027953,에일린의 뜰,강서구,명지동,980.0,명지초등학교,강서구|명지동,0,강서구|명지동,53.05883002207506,1.306122740881288,A,84.9898,5317959.87999294,5415872.999099116,29,65,22,7111,5287772.136035738,449406696.28725016,3980856.204039603,7023748.844347302,57.545835221806044,F_S,0.14484698370056448,0.11434226495916366,0.05594549180856845,0.13345576041999838,HIGH,False,False,OK
A10027972,안락경동리인,동래구,안락동,693.0,안진초등학교,동래구|안락동,0,동래구|안락동,62.64050772626931,5.508951659373595,B,78.942,6815130.095513162,6789555.058749948,21,34,5,1468,6810854.124203037,537662446.2728361,5189241.296432462,8939213.124096662,55.0587600215707,F_S,0.1387398130203221,0.110142683536243,-0.012687777976673864,0.11899354539847457,HIGH,False,False,OK
A10027989,신화명리버뷰자이,북구,금곡동,792.0,신금초등학교,북구|금곡동,0,북구|금곡동,21.752097130242827,-11.293572649989148,B,84.965,4872617.537186075,4684303.815942168,23,43,12,2855,4782719.180828382,406363735.1990835,3478754.703651251,6575457.22860398,64.74773884625962,F_S,0.16241574748761384,0.12847513393141727,-0.008837305384592042,0.11379448802763814,HIGH,False,False,OK
A10028028,부산센텀푸르지오,연제구,연산동,560.0,과정초등학교,연제구|연산동,0,연제구|연산동,41.013907284768216,-3.7404753950323832,B,74.6236,5882996.610217353,5882996.610217353,17,33,15,5112,6947780.34627028,518468381.44793487,4685776.224730042,10301740.72019427,80.83105992950685,F_S,0.20096461683091077,0.15630766932821155,-0.15951987617267882,0.14517838992902574,HIGH,False,False,OK
A10028037,해운대힐스테이트위브,해운대구,중동,2369.0,동백초등학교,해운대구|중동,0,해운대구|중동,64.0762693156733,6.153570078727055,B,105.8829,7844445.268008253,7921293.636731787,35,80,4,686,7982865.018302244,845248898.4463947,5958153.285512958,10695618.398301648,59.34542425466478,F_S,0.14925346440726325,0.10914872132753231,-0.07245536861379431,0.16756485979868943,MEDIUM,False,False,OK
A10028069,협성·DS엘리시안,강서구,지사동,1277.0,녹산초등학교,강서구|지사동,1,강서구|명지동;강서구|지사동;강서구|화전동,24.00115894039736,-10.443144251528912,A,59.9588,2250258.7797596725,2269208.1798280743,46,82,26,8392,2627128.1801423063,157519453.1275165,1637993.8725272578,4213570.386712771,98.03771790251969,F_S,0.24103013177016724,0.1824645800248972,-0.14752080189462458,0.12663388727826252,MEDIUM,True,True,OK
A10028081,정관이지더원3차아파트,기장군,정관읍,1035.0,모전초등학교,기장군|정관읍,1,기장군|기장읍;기장군|일광읍;기장군|정관읍;기장군|정관읍매학리;기장군|정관읍모전리;기장군|철마면,62.76445916114791,,B,,,,0,0,7,2799,,,,,,INSUFFICIENT_FEATURES,,,,,LOW,True,True,INSUFFICIENT_MODEL_FEATURES
A10028117,명지오션시티삼정그린코아,강서구,명지동,610.0,남명초등학교,강서구|명지동,0,강서구|명지동,58.46859823399559,3.658003003169563,B,79.1779,4423548.086348057,4417172.56688204,8,24,22,7367,4817315.202833788,381424901.3984533,3626676.5319415363,6398840.8006792795,57.54583522180605,F_S,0.14484698370056448,0.11434226495916366,-0.09314421749874313,0.12759958791593906,HIGH,False,False,OK
A10028138,동원역삼정그린코아,북구,금곡동,529.0,금곡초등학교,북구|금곡동,0,북구|금곡동,45.7257174392936,-1.7969640492763173,B,71.0496,4050283.798181315,4067021.692351881,8,20,12,2957,4267996.343929636,303239433.0376631,3104366.322849831,5867797.449585301,64.74773884625962,F_S,0.16241574748761384,0.12847513393141727,-0.18795553298098788,0.12225020970859811,HIGH,False,False,OK
A10028142,가화만사성정관타운,기장군,정관읍방곡리,560.0,방곡초등학교,기장군|정관읍방곡리,1,기장군|기장읍서부리;기장군|기장읍청강리;기장군|정관읍방곡리,58.230187637969095,3.553213800820476,B,59.9567,2885415.6416213703,2885415.6416213703,11,21,5,886,3113301.6385802445,186663292.35386413,1941119.2213115685,4993329.0991973905,98.03771790251966,F_S,0.24103013177016724,0.1824645800248972,-0.06923774882573497,0.10197859976097481,MEDIUM,True,True,OK
A10028145,대연롯데캐슬,남구,대연동,564.0,용소초등학교,남구|대연동,0,남구|대연동,76.50546357615895,11.901158122276346,B,84.5739,9783685.61263188,9212072.539166072,20,49,11,4421,9917642.542874485,838773708.6568124,7585853.528846001,12966192.035505464,54.250175718674875,F_S,0.1367500567214909,0.10463073048529858,-0.063452601509006,0.09522797997578199,HIGH,False,False,OK
A10028147,서면동일파크스위트1차,부산진구,부암동,751.0,부암초등학교,부산진구|부암동,0,부산진구|부암동,57.03956953642385,3.031481819149562,B,84.9955,4800333.19959856,4623774.199810578,21,36,11,1967,4629997.898494546,393528986.3814933,3527477.322279746,6077113.637178435,55.06776397733806,F_S,0.13876195832722643,0.10768874816088785,-0.022578401784908664,0.13366168628704295,HIGH,False,False,OK
A10028182,대신롯데캐슬,서구,서대신동3가,753.0,대신초등학교,서구|서대신동3가,1,서구|남부민동;서구|동대신동3가;서구|부민동3가;서구|서대신동2가;서구|서대신동3가,66.23658940397351,7.130924553026441,B,84.7855,5107823.726570899,5426312.120442767,7,18,5,695,5348147.315161154,453445344.189596,3334528.021062357,8577729.598911228,98.03771790251965,F_S,0.24103013177016724,0.1824645800248972,-0.00599009421253438,0.11366345301791118,MEDIUM,True,True,OK
A10028191,감전엘에이치,사상구,감전동,622.0,감전초등학교,사상구|감전동,1,사상구|감전동;사상구|괘법동;사상구|덕포동,71.6083885209713,,B,,,,0,0,6,1191,,,,,,INSUFFICIENT_FEATURES,,,,,LOW,True,True,INSUFFICIENT_MODEL_FEATURES
A60106001,한성기린,동구,범일동,547.0,성남초등학교,동구|범일동,1,동구|범일동;동구|수정동,63.84878587196467,6.051174169515838,B,60.0,2883333.333333333,2575000.0,7,16,4,797,3752818.46536429,225169107.9218574,2339852.9609015416,6019030.541369052,98.03771790251966,F_S,0.24103013177016724,0.1824645800248972,-0.3243884604839513,0.11017233608041628,MEDIUM,True,True,OK
A60106002,두산위브포세이돈2,동구,범일동,690.0,성남초등학교,동구|범일동,1,동구|범일동;동구|수정동,63.84878587196467,6.0511741695158605,B,84.99,4515572.0831396505,4541710.789504648,4,23,4,749,4740893.320621523,402928523.31962323,2955909.9050366147,7603773.524766941,98.03771790251965,F_S,0.24103013177016724,0.1824645800248972,0.014475840118175043,0.14957085507681553,MEDIUM,True,True,OK
A60270501,부민e편한세상,서구,부민동3가,613.0,부민초등학교,서구|부민동3가,1,서구|남부민동;서구|동대신동3가;서구|부민동3가;서구|서대신동2가;서구|서대신동3가,62.26407284768212,5.340591167984687,B,85.0,2823529.411764706,3000000.0,9,24,5,737,3326911.113046385,282787444.6089427,2074303.0579184114,5335930.789794403,98.03771790251965,F_S,0.24103013177016724,0.1824645800248972,-0.1027194068580144,0.10128977013444834,MEDIUM,True,True,OK
A60275104,남성한빛가든,서구,서대신동3가,564.0,구덕초등학교,서구|서대신동3가,1,서구|남부민동;서구|동대신동3가;서구|부민동3가;서구|서대신동2가;서구|서대신동3가,57.267218543046354,3.131034552652268,B,59.34,2822716.5487023927,2822716.5487023927,6,10,5,807,3616197.8404751914,214585179.85379785,2254671.069846242,5799908.907488318,98.03771790251966,F_S,0.24103013177016724,0.1824645800248972,-0.22498676754941638,0.08583079028476338,MEDIUM,True,True,OK
A60275201,남부민풀리페,서구,남부민동,782.0,천마초등학교,서구|남부민동,1,서구|남부민동;서구|부민동3가;서구|서대신동2가;서구|서대신동3가;서구|아미동2가,32.5098233995585,,B,,,,0,0,5,832,,,,,,INSUFFICIENT_FEATURES,,,,,LOW,True,True,INSUFFICIENT_MODEL_FEATURES
A60402003,하단동에스케이뷰,사하구,하단동,1828.0,을숙도초등학교,사하구|하단동,1,사하구|신평동;사하구|하단동,32.74519867549669,-7.058611090542111,B,74.2056,4352765.067467858,4357188.942795137,27,78,8,2212,4253364.730916909,315623481.8765278,2651939.64250654,6821841.358768123,98.03771790251965,F_S,0.24103013177016724,0.1824645800248972,0.03919084230672443,0.11722442889132237,MEDIUM,True,True,OK
A60403002,신평럭키무지개타운,사하구,신평동,505.0,신평초등학교,사하구|신평동,0,사하구|신평동,45.64525386313466,-1.8304804886667856,B,84.95,1634973.4580419485,1858054.5603621372,2,10,4,927,1694077.688719216,143911899.6566974,1396540.5180404554,2055006.051269545,38.86867394652446,F_S,0.09854098791477821,0.07753130002256925,0.010190399495350277,0.10619909072298095,MEDIUM,False,False,OK
A60405001,다대동롯데캐슬몰운대,사하구,다대동,3462.0,몰운대초등학교,사하구|다대동,0,사하구|다대동,39.043377483443706,-4.5418220917956,B,84.9902,2782927.518629224,2765024.673432937,56,127,14,4666,3219477.5106657757,273624037.5269864,2202473.651826044,4706088.280824234,77.76462549292515,F_S,0.1936928401600276,0.15158362853150206,-0.11643339559238797,0.14582048426286945,HIGH,False,False,OK
A60405002,다대롯데캐슬블루,사하구,다대동,1326.0,다선초등학교,사하구|다대동,0,사하구|다대동,40.872958057395145,-3.798017312054647,B,84.9669,4631631.848754311,4634157.536640739,32,54,14,5303,4264294.978490804,362323925.0079303,2917242.721101622,6233355.741038609,77.76462549292515,F_S,0.1936928401600276,0.15158362853150206,0.11779318231234903,0.13164048119128186,HIGH,False,False,OK
A60471810,당리푸르지오,사하구,당리동,542.0,낙동초등학교,사하구|당리동,1,사하구|감천동;사하구|괴정동;사하구|당리동,68.6908940397351,8.2522043131531,B,84.9835,6236504.7332717525,6000762.449817154,7,19,4,616,6131633.122305375,521087643.44943887,3823025.2938694987,9834338.477132684,98.03771790251939,F_S,0.24103013177016724,0.1824645800248972,-0.020972396395453785,0.10725791843085511,MEDIUM,True,True,OK
A60472901,다대푸르지오,사하구,다대동,972.0,다대초등학교,사하구|다대동,0,사하구|다대동,36.21616997792494,-5.679912358118699,B,104.0084,3845843.2203552793,3845843.2203552793,10,21,14,5507,3685196.102438041,383291350.3008167,2521075.9480513795,5386854.8957921965,77.76462549292515,F_S,0.1936928401600276,0.15158362853150206,0.04769145891145499,0.12856127392941913,HIGH,False,False,OK
A60474002,동원로얄듀크,사하구,장림동,1973.0,보림초등학교,사하구|장림동,0,사하구|장림동,77.03780353200882,12.15415892044822,B,59.9942,2225215.1041267323,2196725.709784525,46,86,4,841,2359148.16697251,141535206.95898217,1797789.187208531,3095791.2714847056,55.019947557677064,F_S,0.13864435051069998,0.1003983453805428,-0.07670797892777337,0.10048224681607738,MEDIUM,False,False,OK
A60474307,다대해송,사하구,다대동,714.0,다송초등학교,사하구|다대동,0,사하구|다대동,24.5848233995585,-10.221116310375844,B,52.11,2590673.5751295337,2590673.5751295337,6,19,14,5491,1830679.6528357833,95396716.70927267,1252384.4900134292,2676005.6660163584,77.76462549292515,F_S,0.1936928401600276,0.15158362853150206,0.39038195776025475,0.18921109693347082,HIGH,False,False,OK
A60474516,신세대지큐빌,사하구,장림동,990.0,장림초등학교,사하구|장림동,0,사하구|장림동,35.53813465783665,-5.950831566458703,B,49.14,1895895.0486669487,1880672.1483403663,19,36,4,1165,2038382.0129116904,100166092.11448047,1553349.2951041507,2674866.0096332845,55.01994755767705,F_S,0.13864435051069998,0.1003983453805428,-0.11623482954716202,0.10011723121403193,MEDIUM,False,False,OK
A60474905,한신혜성,사하구,하단동,533.0,당리초등학교,사하구|하단동,1,사하구|신평동;사하구|하단동,33.8287527593819,-6.630391950093606,B,59.91,2153229.8447671505,2244470.3090672046,6,16,8,2577,3147559.714845981,188570302.51642272,1962478.863917514,5048274.577971569,98.03771790251967,F_S,0.24103013177016724,0.1824645800248972,-0.3261729444353465,0.08972275477289249,MEDIUM,True,True,OK
A60475305,신다대,사하구,다대동,570.0,다송초등학교,사하구|다대동,0,사하구|다대동,24.5848233995585,-10.221116310375834,B,39.78,1432880.8446455505,1508295.6259426847,17,23,14,5426,2152148.796254327,85612479.11499713,1472304.435379972,3145914.886837646,77.76462549292515,F_S,0.1936928401600276,0.15158362853150206,-0.31628380486981733,0.20164941870828001,HIGH,False,False,OK
A60475309,3지구도개공아파트,사하구,다대동,750.0,다송초등학교,사하구|다대동,0,사하구|다대동,24.5848233995585,,B,,,,0,0,15,5676,,,,,,INSUFFICIENT_FEATURES,,,,,LOW,False,False,INSUFFICIENT_MODEL_FEATURES
A60475408,국제그린,사하구,다대동,996.0,다송초등학교,사하구|다대동,0,사하구|다대동,24.5848233995585,-10.22111631037582,B,45.5,1538461.5384615385,1538461.5384615385,24,45,14,5274,1863167.8146693066,84774135.56745344,1274609.9350421783,2723495.408424482,77.76462549292515,F_S,0.1936928401600276,0.15158362853150206,-0.16742364515672392,0.13499247723072155,HIGH,False,False,OK
A60475411,도개공다대4지구영구임대아파트,사하구,다대동,1920.0,다선초등학교,사하구|다대동,0,사하구|다대동,40.872958057395145,,B,,,,0,0,15,5676,,,,,,INSUFFICIENT_FEATURES,,,,,LOW,False,False,INSUFFICIENT_MODEL_FEATURES
A60475412,다송,사하구,다대동,500.0,다송초등학교,사하구|다대동,0,사하구|다대동,24.5848233995585,-10.22111631037582,B,41.27,1381148.5340440995,1356917.8580082385,15,23,14,5445,2002895.2289331087,82659486.0980694,1370198.7215251643,2927742.695320662,77.76462549292515,F_S,0.1936928401600276,0.15158362853150206,-0.366814096839839,0.13115918262659268,HIGH,False,False,OK
A60475507,대우,사하구,다대동,546.0,중현초등학교,사하구|다대동,0,사하구|다대동,35.72958057395144,-5.874415409224465,B,134.96,3160332.0593641484,3352682.145716573,2,5,14,5590,3187254.699132298,430151894.19489497,2180429.7353348974,4658986.415620787,77.76462549292515,F_S,0.1936928401600276,0.15158362853150206,0.011619136306109112,0.19467900648539965,HIGH,False,False,OK
A60475509,다대푸른,사하구,다대동,640.0,중현초등학교,사하구|다대동,0,사하구|다대동,35.72958057395144,-5.874415409224499,B,48.51,2123273.5518449806,2061430.6328592044,15,30,14,5287,2626469.7974831914,127410049.87590961,1796791.717634131,3839256.119331724,77.76462549292513,F_S,0.1936928401600276,0.15158362853150206,-0.22038380663590207,0.14579082995160017,HIGH,False,False,OK
A60475612,다대포현대,사하구,다대동,2181.0,다선초등학교,사하구|다대동,0,사하구|다대동,40.872958057395145,-3.798017312054647,B,84.88,2333606.0600263607,2551904.502005237,20,46,14,5153,2868264.139752834,243458260.18222055,1962205.4117025726,4192700.2781292354,77.76462549292515,F_S,0.1936928401600276,0.15158362853150206,-0.06311006441833644,0.1764132721251871,HIGH,False,False,OK
A60475710,삼환,사하구,다대동,1669.0,다선초등학교,사하구|다대동,0,사하구|다대동,40.872958057395145,-3.798017312054647,B,59.76,3002503.13927575,2932218.6670641704,26,44,14,5228,3229595.0796472174,193000601.95971772,2209395.172174714,4720877.69080031,77.76462549292515,F_S,0.1936928401600276,0.15158362853150206,-0.042249988984107034,0.13763873572729615,HIGH,False,False,OK
A60475903,신익강변타운,사하구,신평동,937.0,신남초등학교,사하구|신평동,0,사하구|신평동,41.98118101545254,-3.3446604095298205,B,84.95,2029019.700365696,2038310.9431261008,6,22,4,876,2213980.062762655,188077606.33168754,1825130.502792582,2685675.1946288557,38.86867394652445,F_S,0.09854098791477821,0.07753130002256925,-0.0806144736414911,0.1419165760992404,MEDIUM,False,False,OK
A60476101,가락타운1,사하구,하단동,1746.0,하단초등학교;을숙도초등학교,사하구|하단동,1,사하구|신평동;사하구|하단동,38.00830573951434,-4.960074229298894,B,84.93,3414576.710231956,3414576.710231956,21,45,8,2374,3316454.7382093016,281666500.916116,2067783.5899908654,5319160.130601248,98.03771790251967,F_S,0.24103013177016724,0.1824645800248972,0.02581781886841661,0.21888365879016972,MEDIUM,True,True,OK
A60476206,가락타운2,사하구,하단동,2980.0,하남초등학교,사하구|하단동,1,사하구|신평동;사하구|하단동,39.19249448123621,-4.4814153487028,B,84.96,3049033.9003007463,3024952.919020716,48,97,8,2086,3497762.335994928,297169888.0661291,2180827.459132951,5609953.8309962405,98.03771790251965,F_S,0.24103013177016724,0.1824645800248972,-0.14506495347054482,0.1870201553871608,MEDIUM,True,True,OK
A60476511,자유,사하구,다대동,987.0,중현초등학교,사하구|다대동,0,사하구|다대동,35.72958057395144,-5.874415409224476,B,84.97,2883370.601388725,2979320.0140203293,7,13,14,5472,2720767.595377846,231183622.57925558,1861301.6931193287,3977096.424197776,77.76462549292515,F_S,0.1936928401600276,0.15158362853150206,0.10293878120681477,0.19725324471887354,HIGH,False,False,OK
A60476604,다대코오롱맨션,사하구,다대동,520.0,다선초등학교,사하구|다대동,0,사하구|다대동,40.872958057395145,-3.798017312054658,B,47.68,3176887.732622789,3187959.247485539,2,8,14,5567,2685814.450968211,128059633.0221643,1837389.9312400625,3926003.480470355,77.76462549292513,F_S,0.1936928401600276,0.15158362853150206,0.16786869076004063,0.20345836935982264,HIGH,False,False,OK
A60476805,현대,사하구,신평동,992.0,,사하구|신평동,0,사하구|신평동,,,C,81.78,2620013.52265044,2604548.789435069,17,33,5,1053,1653426.9842729142,135217258.77383894,1365196.9097548747,2002510.2406748708,38.54499394179485,F_NS,0.09773031618077435,0.0764613458187529,,,HIGH,False,False,MISSING_SCHOOL_USED_NS
A60477315,장림현대(372-4),사하구,장림동,828.0,효림초등학교,사하구|장림동,0,사하구|장림동,29.150275938189846,-8.465302955365573,B,66.03,2226260.79054975,1968802.059669847,1,3,4,1470,2568970.410699579,169629116.2184932,1957684.25708557,3371130.4298247187,55.01994755767704,F_S,0.13864435051069998,0.1003983453805428,-0.256694365536271,0.2514850897060125,MEDIUM,False,False,OK
A60480608,부영벽산파라빌,사하구,감천동,634.0,옥천초등학교,사하구|감천동,1,사하구|감천동;사하구|구평동;사하구|신평동,35.70402869757175,-5.884618099391403,B,84.9939,2470765.54905705,2602034.9522943376,7,20,8,1920,2829514.2933453843,240491454.89716825,1764180.031168856,4538171.272090277,98.03771790251969,F_S,0.24103013177016724,0.1824645800248972,-0.10210545700281237,0.09935062788098518,MEDIUM,True,True,OK
A60481703,구평1차자유,사하구,구평동,584.0,구평초등학교,사하구|구평동,1,사하구|괴정동;사하구|구평동,36.72902869757174,-5.474473670460456,B,59.97,1800720.2881152462,1800720.2881152462,9,16,5,1166,2573719.46099814,154345956.07605845,1604693.9538712387,4127909.7786468444,98.03771790251965,F_S,0.24103013177016724,0.1824645800248972,-0.34410723081418126,0.10017177095442045,MEDIUM,True,True,OK
A60482013,몰운대,사하구,다대동,2960.0,응봉초등학교,사하구|다대동,0,사하구|다대동,36.75921633554084,-5.462367304453563,B,49.08,2093520.782396088,2037489.8125509373,48,109,14,4491,2154300.6129485057,105733074.08351265,1473776.5126213215,3149060.3162725177,77.76462549292515,F_S,0.1936928401600276,0.15158362853150206,-0.03403203369561503,0.16568300431485097,HIGH,False,False,OK
A60482708,성원,사하구,다대동,546.0,중현초등학교,사하구|다대동,0,사하구|다대동,35.72958057395144,-5.874415409224499,B,134.96,3778022.4179343474,3678861.880257021,8,10,14,5564,3228370.3914115843,435700868.02490747,2208557.3518881155,4719087.496293816,77.76462549292515,F_S,0.1936928401600276,0.15158362853150206,0.10415528880489511,0.21971673715022746,HIGH,False,False,OK
A60482712,5지구몰운대영구임대아파트,사하구,다대동,2107.0,중현초등학교,사하구|다대동,0,사하구|다대동,35.72958057395144,,B,,,,0,0,15,5676,,,,,,INSUFFICIENT_FEATURES,,,,,LOW,False,False,INSUFFICIENT_MODEL_FEATURES
A60483404,한신,사하구,신평동,937.0,신남초등학교,사하구|신평동,0,사하구|신평동,41.98118101545254,-3.3446604095298205,B,84.96,1718455.7438794728,1712955.817301148,11,30,4,817,1765534.6116608174,149999820.60670304,1455447.195607225,2141687.0872267047,38.86867394652445,F_S,0.09854098791477821,0.07753130002256925,-0.0052054275151380835,0.09002740284876098,MEDIUM,False,False,OK
