apartment_id,elementary_name,school_premium_core_score,school_premium_confidence,data_quality_flag,transaction_count,price_window_used,recent_market_price,baseline_expected_price,gap_confidence,comparable_count,school_value_gap_pct,gap_method_agreement,large_method_disagreement,model_residual,flag_low_transaction,flag_price_outlier,flag_confidence_c,flag_school_mapping,original_sanity_flag,flag_comparable_shortage,flag_method_disagreement,flag_old_price_window,flag_missing_control,sanity_flag_reason,sanity_severity
A10024476,일광초등학교,70.97770419426048,B,OK,18.0,6M,615000000.0,626092115.7704742,LOW,13.0,-16.63002453180467,MIXED_POSITIVE_RESIDUAL,False,-0.014409781303738711,False,False,False,False,False,False,True,False,False,METHOD_DISAGREEMENT,MINOR
A10024909,일광초등학교,70.97770419426048,B,OK,30.0,6M,546000000.0,474461740.1308448,MEDIUM,5.0,-5.699392736848218,STRONG_NEGATIVE,False,0.04771687421415294,False,False,False,False,False,False,False,False,False,NONE,NONE
A10024919,일광초등학교,70.97770419426048,B,OK,16.0,6M,626500000.0,542045914.1154361,MEDIUM,5.0,-5.103244949461061,STRONG_NEGATIVE,False,0.05342548174895789,False,False,False,False,False,False,False,False,False,NONE,NONE
A10024933,일광초등학교,70.97770419426048,B,OK,29.0,6M,325000000.0,328038331.3904206,MEDIUM,5.0,13.994423855989574,STRONG_POSITIVE,False,-0.06508813069500796,False,False,False,False,False,False,False,False,False,NONE,NONE
A10025042,일광초등학교,70.97770419426048,B,OK,31.0,6M,480000000.0,450631134.82605386,MEDIUM,5.0,2.816874681005821,STRONG_POSITIVE,False,-0.007882500639396994,False,False,False,False,False,False,False,False,False,NONE,NONE
A10022844,동평초등학교,70.84387417218544,B,OK,45.0,6M,440000000.0,394710800.485154,HIGH,11.0,-42.05620897088538,STRONG_NEGATIVE,True,0.06901254685192271,False,False,False,False,False,False,False,False,False,NONE,NONE
A61484004,동평초등학교,70.84387417218544,B,OK,5.0,6M,237000000.0,335597356.35615546,HIGH,11.0,55.3848339189516,STRONG_POSITIVE,False,-0.20976701526000685,False,False,False,False,False,False,False,False,False,NONE,NONE
A61484005,동평초등학교,70.84387417218544,B,OK,41.0,6M,260000000.0,284584753.0693637,HIGH,11.0,24.63392320005933,STRONG_POSITIVE,False,0.04704692534301014,False,False,False,False,False,False,False,False,False,NONE,NONE
A61612011,명진초등학교,69.87522075055188,B,OK,18.0,6M,425000000.0,337856315.837444,MEDIUM,8.0,-14.429937069415995,STRONG_NEGATIVE,False,0.293571194657801,False,False,False,False,False,False,False,False,False,NONE,NONE
A61612018,명진초등학교,69.87522075055188,B,OK,36.0,6M,538500000.0,373359659.099225,MEDIUM,5.0,-19.746325872899217,STRONG_NEGATIVE,False,0.20770103231694748,False,False,False,False,False,False,False,False,False,NONE,NONE
A10025214,해동초등학교,69.79343267108167,B,OK,26.0,12M,945000000.0,1038196496.86274,MEDIUM,7.0,14.63772548244838,STRONG_POSITIVE,False,-0.17203430598842218,False,False,False,False,False,False,False,False,False,NONE,NONE
A10026094,대연초등학교,69.53151214128036,B,OK,26.0,6M,765000000.0,488353227.42062825,HIGH,11.0,-33.091741663954025,STRONG_NEGATIVE,False,0.21524099414367814,False,False,False,False,False,False,False,False,False,NONE,NONE
A61175209,연천초등학교,69.14166666666668,B,OK,17.0,6M,287000000.0,221368321.64728183,LOW,15.0,10.048298352178458,MIXED_POSITIVE_COMPARABLE,True,0.4088039513362176,False,False,False,False,False,False,True,False,False,METHOD_DISAGREEMENT,MINOR
A61176411,연천초등학교,69.14166666666668,B,OK,32.0,6M,314500000.0,469699307.3444912,HIGH,15.0,46.648956889678985,STRONG_POSITIVE,False,-0.32491585104089715,False,False,False,False,False,False,False,False,False,NONE,NONE
A60471810,낙동초등학교,68.6908940397351,B,OK,7.0,6M,532000000.0,499728311.22684497,LOW,8.0,-15.67690911225892,MIXED_POSITIVE_RESIDUAL,False,-0.026364217717416594,False,False,False,False,False,False,True,False,False,METHOD_DISAGREEMENT,MINOR
A10027325,장서초등학교,68.62759381898455,B,OK,14.0,6M,642500000.0,500668819.6959112,MEDIUM,6.0,-32.76319360250404,STRONG_NEGATIVE,False,0.16963509791141895,False,False,False,False,False,False,False,False,False,NONE,NONE
A60931004,장서초등학교,68.62759381898455,B,OK,8.0,6M,830000000.0,697550548.8728166,MEDIUM,6.0,-16.189777017671595,STRONG_NEGATIVE,False,0.06192073002208254,False,False,False,False,False,False,False,False,False,NONE,NONE
A60775306,내산초등학교,68.33162251655628,B,OK,14.0,6M,870000000.0,359693763.4510089,MEDIUM,8.0,-74.20847702487093,STRONG_NEGATIVE,True,0.9078456712574177,False,True,False,False,True,False,False,False,False,PRICE_OUTLIER,MAJOR
A10023616,연지초등학교,67.58669977924946,B,OK,62.0,6M,757000000.0,585567562.7371762,MEDIUM,5.0,-89.14135068349422,STRONG_NEGATIVE,True,0.15901596095925363,False,False,False,False,False,False,False,False,False,NONE,NONE
A61478807,연지초등학교,67.58669977924946,B,OK,8.0,6M,213000000.0,216410671.9745561,MEDIUM,5.0,25.562401904063925,STRONG_POSITIVE,False,-0.0793407663537753,False,False,False,False,False,False,False,False,False,NONE,NONE
A61478901,연지초등학교,67.58669977924946,B,OK,43.0,6M,470000000.0,425049763.2560338,MEDIUM,5.0,-28.55940960844957,STRONG_NEGATIVE,False,0.024574150785301008,False,False,False,False,False,False,False,False,False,NONE,NONE
A61485906,연지초등학교,67.58669977924946,B,OK,18.0,6M,206500000.0,314365903.85260093,MEDIUM,5.0,47.84342965649007,STRONG_POSITIVE,False,-0.35276155878583104,False,False,False,False,False,False,False,False,False,NONE,NONE
A61486005,연지초등학교,67.58669977924946,B,OK,6.0,6M,440000000.0,389201526.97353673,MEDIUM,5.0,-24.287849101357114,STRONG_NEGATIVE,False,0.10565483720278834,False,False,False,False,False,False,False,False,False,NONE,NONE
A61486008,연지초등학교,67.58669977924946,B,OK,14.0,6M,290000000.0,304134463.1621088,MEDIUM,5.0,26.961008433070766,STRONG_POSITIVE,False,-0.07598026641166378,False,False,False,False,False,False,False,False,False,NONE,NONE
A10022905,덕성초등학교,67.33973509933774,A,OK,30.0,6M,582500000.0,437099354.7531675,MEDIUM,5.0,-121.8319604066467,STRONG_NEGATIVE,True,0.29236848058527976,False,False,False,False,False,False,False,False,False,NONE,NONE
A10023684,덕성초등학교,67.33973509933774,A,OK,36.0,6M,551500000.0,399311225.4867687,MEDIUM,5.0,-124.42471754127044,STRONG_NEGATIVE,True,0.38772326381946876,False,False,False,False,False,False,False,False,False,NONE,NONE
A61670501,덕성초등학교,67.33973509933774,A,OK,9.0,6M,337000000.0,334824224.88312,LOW,5.0,-36.01792618876991,MIXED_POSITIVE_RESIDUAL,True,0.05996244671647677,False,False,False,False,False,False,True,False,False,METHOD_DISAGREEMENT,MINOR
A10023750,선암초등학교,67.25629139072848,B,OK,43.0,6M,510000000.0,431140750.7385327,LOW,14.0,0.4546860054816077,MIXED_POSITIVE_COMPARABLE,False,0.13197359252355234,False,False,False,False,False,False,True,False,False,METHOD_DISAGREEMENT,MINOR
A10024998,동일중앙초등학교,67.08349889624725,B,OK,17.0,6M,545000000.0,558337386.3768952,LOW,0.0,9.905295497850542,INSUFFICIENT,False,-0.09644269874724554,False,False,False,False,False,True,False,False,False,COMPARABLE_SHORTAGE,MAJOR
A10025359,동일중앙초등학교,67.08349889624725,B,OK,19.0,6M,620000000.0,529173667.9564433,LOW,0.0,-9.647276943130125,INSUFFICIENT,False,0.07230274964926053,False,False,False,False,False,True,False,False,False,COMPARABLE_SHORTAGE,MAJOR
A61996005,신정초등학교,67.0814017660044,B,OK,13.0,6M,326000000.0,316499548.06868464,MEDIUM,5.0,4.835667802301691,STRONG_POSITIVE,False,0.005636307467574042,False,False,False,False,False,False,False,False,False,NONE,NONE
A61996107,신정초등학교,67.0814017660044,B,OK,36.0,6M,237000000.0,238286517.5904413,LOW,5.0,3.8349733727091326,NEUTRAL_OR_ZERO,False,-0.07195459653676117,False,False,False,False,False,False,False,False,False,NONE,NONE
A61996308,신정초등학교,67.0814017660044,B,OK,,,,,LOW,,,INSUFFICIENT,False,,True,False,False,False,True,True,False,False,False,LOW_TRANSACTION;COMPARABLE_SHORTAGE,MAJOR
A61203015,신도초등학교,67.07527593818985,B,OK,12.0,6M,359000000.0,296825341.9332733,LOW,13.0,3.7842149175865103,MIXED_POSITIVE_COMPARABLE,False,0.018182797580158727,False,False,False,False,False,False,True,False,False,METHOD_DISAGREEMENT,MINOR
A61203028,신도초등학교,67.07527593818985,B,OK,9.0,6M,385000000.0,314014344.0157971,LOW,17.0,-6.971336144983308,MIXED_POSITIVE_COMPARABLE,False,0.028509221331837864,False,False,False,False,False,False,True,False,False,METHOD_DISAGREEMENT,MINOR
A10020721,동양초등학교;동원초등학교,66.89039735099338,B,OK,10.0,6M,377500000.0,388115047.76401126,LOW,11.0,-17.684890309951086,MIXED_POSITIVE_RESIDUAL,False,-0.08988448017466233,False,False,False,False,False,False,True,False,False,METHOD_DISAGREEMENT,MINOR
A61482302,동양초등학교;동원초등학교,66.89039735099338,B,OK,16.0,6M,139500000.0,215322359.142586,MEDIUM,9.0,44.22911075239124,STRONG_POSITIVE,False,-0.26702917070728205,False,False,False,False,False,False,False,False,False,NONE,NONE
A61482303,동양초등학교;동원초등학교,66.89039735099338,B,OK,22.0,6M,120000000.0,220824509.83404157,MEDIUM,9.0,51.3186949207654,STRONG_POSITIVE,False,-0.32474747302931384,False,False,False,False,False,False,False,False,False,NONE,NONE
A60975204,구서초등학교,66.87472406181016,B,OK,4.0,6M,397000000.0,321662398.4227314,LOW,6.0,8.960534332905457,MIXED_POSITIVE_COMPARABLE,False,0.39316899821640483,False,False,False,False,False,False,True,False,False,METHOD_DISAGREEMENT,MINOR
A60980506,구서초등학교,66.87472406181016,B,OK,9.0,6M,225000000.0,343755680.6906017,MEDIUM,6.0,51.71688562541383,STRONG_POSITIVE,False,-0.32311957431364213,False,False,False,False,False,False,False,False,False,NONE,NONE
A61612010,용수초등학교,66.68863134657838,B,OK,13.0,6M,420000000.0,350901398.1613492,MEDIUM,5.0,-9.61514099506885,STRONG_NEGATIVE,False,0.12689405889714678,False,False,False,False,False,False,False,False,False,NONE,NONE
A61612016,용수초등학교,66.68863134657838,B,OK,44.0,6M,280000000.0,253673026.3067057,LOW,17.0,5.899675427705114,MIXED_POSITIVE_COMPARABLE,False,0.06586558062281789,False,False,False,False,False,False,True,False,False,METHOD_DISAGREEMENT,MINOR
A61612017,용수초등학교,66.68863134657838,B,OK,47.0,6M,478000000.0,366898322.3208821,MEDIUM,5.0,-13.868360718446016,STRONG_NEGATIVE,False,0.22217083301582186,False,False,False,False,False,False,False,False,False,NONE,NONE
A10023704,대신초등학교,66.23658940397351,B,OK,32.0,6M,562500000.0,507543008.7423927,LOW,0.0,-3.6971216048315103,INSUFFICIENT,False,0.03635357231777103,False,False,False,False,False,True,False,False,False,COMPARABLE_SHORTAGE,MAJOR
A10024535,대신초등학교,66.23658940397351,B,OK,29.0,6M,550000000.0,531351883.6438,MEDIUM,6.0,3.919096105966047,STRONG_POSITIVE,False,0.005994640197204859,False,False,False,False,False,False,False,False,False,NONE,NONE
A10028182,대신초등학교,66.23658940397351,B,OK,7.0,6M,430000000.0,420795485.22639817,MEDIUM,5.0,20.06700248657759,STRONG_POSITIVE,False,0.06098321161156228,False,False,False,False,False,False,False,False,False,NONE,NONE
A61202004,강동초등학교,65.61307947019867,B,OK,4.0,6M,1430000000.0,749422526.6014991,HIGH,11.0,-65.63874836836254,STRONG_NEGATIVE,False,0.5070406925732165,False,False,False,False,False,False,False,False,False,NONE,NONE
A61202011,강동초등학교,65.61307947019867,B,OK,9.0,6M,753000000.0,893556067.0744989,MEDIUM,7.0,26.042009088189005,STRONG_POSITIVE,False,-0.2850129833100361,False,False,False,False,False,False,False,False,False,NONE,NONE
A61271101,강동초등학교,65.61307947019867,B,OK,25.0,6M,520000000.0,457466231.2843747,LOW,18.0,12.29723553694091,MIXED_POSITIVE_COMPARABLE,False,-0.029818815639210072,False,False,False,False,False,False,True,False,False,METHOD_DISAGREEMENT,MINOR
A61274707,강동초등학교,65.61307947019867,B,OK,7.0,6M,790000000.0,392068869.0746577,LOW,18.0,-46.532863430877626,MIXED_POSITIVE_COMPARABLE,True,0.5803632198452435,False,False,False,False,False,False,True,False,False,METHOD_DISAGREEMENT,MINOR
A61282705,강동초등학교,65.61307947019867,B,OK,13.0,6M,580000000.0,737906869.3729935,MEDIUM,5.0,38.89249758252501,STRONG_POSITIVE,False,-0.3647248304088677,False,False,False,False,False,False,False,False,False,NONE,NONE
A10023975,온샘초등학교,65.3701986754967,B,OK,71.0,6M,895000000.0,699390321.3189615,MEDIUM,8.0,-40.15555302047442,STRONG_NEGATIVE,False,0.10017491418307145,False,False,False,False,False,False,False,False,False,NONE,NONE
A10024226,부곡초등학교,65.36490066225166,B,OK,18.0,6M,615000000.0,583837792.46469,LOW,7.0,-35.353637588910715,MIXED_POSITIVE_RESIDUAL,True,0.008824789086604667,False,False,False,False,False,False,True,False,False,METHOD_DISAGREEMENT,MINOR
A60970301,부곡초등학교,65.36490066225166,B,OK,15.0,6M,433000000.0,401489316.8881943,MEDIUM,7.0,-12.40901512924777,STRONG_NEGATIVE,False,0.11743241228723456,False,False,False,False,False,False,False,False,False,NONE,NONE
A60982103,부곡초등학교,65.36490066225166,B,OK,16.0,12M,350000000.0,329573840.8307848,MEDIUM,7.0,12.642168759364203,STRONG_POSITIVE,False,0.02502400979193098,False,False,False,False,False,False,False,False,False,NONE,NONE
A10023692,대청초등학교,65.05954746136865,B,OK,20.0,6M,259500000.0,335282617.2546729,LOW,8.0,-1.861028168431928,MIXED_POSITIVE_RESIDUAL,True,-0.30621512891906555,False,False,False,False,False,False,True,False,False,METHOD_DISAGREEMENT,MINOR
A61970210,대청초등학교,65.05954746136865,B,OK,6.0,6M,193000000.0,238709819.7709604,MEDIUM,8.0,17.827359987561625,STRONG_POSITIVE,False,-0.2770397843742183,False,False,False,False,False,False,False,False,False,NONE,NONE
A61990609,대청초등학교,65.05954746136865,B,OK,7.0,6M,100000000.0,97650830.48364456,LOW,0.0,4.191623200579708,INSUFFICIENT,False,0.4034295538038499,False,False,False,False,False,True,False,False,False,COMPARABLE_SHORTAGE,MAJOR
A10020002,호암초등학교,64.94271523178807,B,OK,,,,,LOW,,,INSUFFICIENT,False,,True,False,False,False,True,True,False,False,False,LOW_TRANSACTION;COMPARABLE_SHORTAGE,MAJOR
A10024695,호암초등학교,64.94271523178807,B,OK,30.0,6M,900000000.0,716962667.1738863,MEDIUM,8.0,-10.957362352794371,STRONG_NEGATIVE,False,0.12933132786654866,False,False,False,False,False,False,False,False,False,NONE,NONE
A10023040,양동초등학교,64.81462472406182,B,OK,54.0,6M,735000000.0,662255393.4765866,HIGH,12.0,-21.54267862406385,STRONG_NEGATIVE,False,0.17477942754085607,False,False,False,False,False,False,False,False,False,NONE,NONE
A10024627,양동초등학교,64.81462472406182,B,OK,36.0,6M,719500000.0,653257253.4233942,MEDIUM,6.0,-9.726422470797491,STRONG_NEGATIVE,False,0.06011617355433607,False,False,False,False,False,False,False,False,False,NONE,NONE
A10025559,양동초등학교,64.81462472406182,B,OK,36.0,6M,610000000.0,475425486.2895184,HIGH,15.0,-17.35370472046439,STRONG_NEGATIVE,False,0.04111598099098579,False,False,False,False,False,False,False,False,False,NONE,NONE
A61970112,기장초등학교,64.57853200883002,B,OK,10.0,6M,189500000.0,195606520.9638192,LOW,0.0,9.50184032319995,INSUFFICIENT,False,0.008064243344988675,False,False,False,False,False,True,False,False,False,COMPARABLE_SHORTAGE,MAJOR
A61970311,기장초등학교,64.57853200883002,B,OK,10.0,6M,197500000.0,195434320.3072365,LOW,10.0,0.7387868193300617,MIXED_POSITIVE_RESIDUAL,False,0.004395393976135864,False,False,False,False,False,False,True,False,False,METHOD_DISAGREEMENT,MINOR
A61990514,기장초등학교,64.57853200883002,B,OK,19.0,6M,163000000.0,164107152.21510014,LOW,0.0,7.054653185460147,INSUFFICIENT,False,-0.008704603678322265,False,False,False,False,False,True,False,False,False,COMPARABLE_SHORTAGE,MAJOR
A60608002,중리초등학교,64.44094922737307,B,OK,6.0,12M,90000000.0,108329738.6948877,MEDIUM,6.0,28.48128657701507,STRONG_POSITIVE,False,0.1673550949754521,False,False,False,False,False,False,False,False,False,NONE,NONE
A60680909,중리초등학교,64.44094922737307,B,OK,9.0,6M,175000000.0,225062876.32796308,MEDIUM,6.0,23.102295179934178,STRONG_POSITIVE,False,-0.12049584987675477,False,False,False,False,False,False,False,False,False,NONE,NONE
A10022267,동삼초등학교,64.43979028697572,B,OK,30.0,6M,420000000.0,390125978.80771154,MEDIUM,6.0,-87.87295495155726,STRONG_NEGATIVE,True,0.09904705229734478,False,False,False,False,False,False,False,False,False,NONE,NONE
A60777604,반안초등학교,64.27847682119204,B,OK,19.0,6M,310000000.0,356032896.4525938,MEDIUM,5.0,28.311521033985947,STRONG_POSITIVE,False,-0.12060992970179996,False,False,False,False,False,False,False,False,False,NONE,NONE
A61206113,반안초등학교,64.27847682119204,B,OK,21.0,6M,275000000.0,354397395.4437647,MEDIUM,5.0,31.646294728720324,STRONG_POSITIVE,False,-0.2556749769953228,False,False,False,False,False,False,False,False,False,NONE,NONE
A61279804,반안초등학교,64.27847682119204,B,OK,19.0,6M,299000000.0,329160297.7016277,MEDIUM,5.0,12.730960909909628,STRONG_POSITIVE,False,-0.19862307455218264,False,False,False,False,False,False,False,False,False,NONE,NONE
A10028037,동백초등학교,64.0762693156733,B,OK,35.0,6M,760000000.0,905500049.9412158,HIGH,13.0,28.259825413803668,STRONG_POSITIVE,False,-0.21149229761046584,False,False,False,False,False,False,False,False,False,NONE,NONE
A10023208,성남초등학교,63.84878587196467,B,MIDDLE_SCORE_PARTIAL,33.0,6M,640000000.0,531416065.9937773,LOW,0.0,-14.381767353086538,INSUFFICIENT,False,0.13581162926153745,False,False,False,True,True,True,False,False,False,SCHOOL_MAPPING_QUALITY;COMPARABLE_SHORTAGE,MAJOR
A10026746,성남초등학교,63.84878587196467,B,MIDDLE_SCORE_PARTIAL,19.0,6M,415000000.0,344279794.9352768,LOW,0.0,-14.49031740364439,INSUFFICIENT,False,0.050505665588183035,False,False,False,True,True,True,False,False,False,SCHOOL_MAPPING_QUALITY;COMPARABLE_SHORTAGE,MAJOR
A60106001,성남초등학교,63.84878587196467,B,MIDDLE_SCORE_PARTIAL,7.0,6M,176000000.0,221092562.15313292,LOW,0.0,26.44650620330039,INSUFFICIENT,False,-0.23233111871377776,False,False,False,True,True,True,False,False,False,SCHOOL_MAPPING_QUALITY;COMPARABLE_SHORTAGE,MAJOR
A60106002,성남초등학교,63.84878587196467,B,MIDDLE_SCORE_PARTIAL,4.0,6M,545500000.0,499636131.18384105,LOW,0.0,-3.128279827833925,INSUFFICIENT,False,-0.03042678155509826,False,False,False,True,True,True,False,False,False,SCHOOL_MAPPING_QUALITY;COMPARABLE_SHORTAGE,MAJOR
A61612013,학사초등학교,63.8310706401766,B,OK,20.0,6M,400000000.0,288790360.77498126,MEDIUM,5.0,-55.15234035238373,STRONG_NEGATIVE,False,0.17370266056427042,False,False,False,False,False,False,False,False,False,NONE,NONE
A61685214,학사초등학교,63.8310706401766,B,OK,20.0,6M,490000000.0,314537150.4143187,HIGH,13.0,-46.107708421411445,STRONG_NEGATIVE,False,0.28662390925285663,False,False,False,False,False,False,False,False,False,NONE,NONE
A60710004,안남초등학교,63.739624724061805,B,OK,34.0,6M,430000000.0,395466096.5627208,MEDIUM,5.0,-9.93841104561809,STRONG_NEGATIVE,False,0.06438446737190162,False,False,False,False,False,False,False,False,False,NONE,NONE
A60777205,안남초등학교,63.739624724061805,B,OK,34.0,6M,374000000.0,398149451.3804251,MEDIUM,5.0,18.433401258738435,STRONG_POSITIVE,False,-0.09463568339091033,False,False,False,False,False,False,False,False,False,NONE,NONE
A10023872,연포초등학교,63.7098233995585,B,MIDDLE_SCORE_PARTIAL,35.0,6M,610000000.0,533682579.3610966,MEDIUM,7.0,-20.68987849154517,STRONG_NEGATIVE,False,0.06940183656866239,False,False,False,True,True,False,False,False,False,SCHOOL_MAPPING_QUALITY,MAJOR
A10026452,연포초등학교,63.7098233995585,B,MIDDLE_SCORE_PARTIAL,101.0,6M,660000000.0,545345748.9159144,HIGH,11.0,-7.640319831856735,NEUTRAL_OR_ZERO,False,-0.0242524406258795,False,False,False,True,True,False,False,False,False,SCHOOL_MAPPING_QUALITY,MAJOR
A10027503,가동초등학교,63.0385761589404,B,OK,17.0,6M,189000000.0,226302051.89651,MEDIUM,5.0,18.74508548142361,STRONG_POSITIVE,False,-0.12113324635926137,False,False,False,False,False,False,False,False,False,NONE,NONE
A61996115,가동초등학교,63.0385761589404,B,OK,13.0,6M,398000000.0,287776388.3532993,MEDIUM,5.0,-37.74319098886343,STRONG_NEGATIVE,False,0.2992466039126924,False,False,False,False,False,False,False,False,False,NONE,NONE
A61996303,가동초등학교,63.0385761589404,B,OK,8.0,6M,367500000.0,337367994.5627021,LOW,5.0,2.373410274540639,MIXED_POSITIVE_COMPARABLE,False,0.03515808818107402,False,False,False,False,False,False,True,False,False,METHOD_DISAGREEMENT,MINOR
A60932003,현곡초등학교,62.96931567328919,B,OK,12.0,6M,442500000.0,473483913.2582221,LOW,7.0,-0.6565150452423394,MIXED_POSITIVE_RESIDUAL,False,-0.12453206891208168,False,False,False,False,False,False,True,False,False,METHOD_DISAGREEMENT,MINOR
A10025749,모전초등학교,62.76445916114791,B,OK,,,,,LOW,,,INSUFFICIENT,False,,True,False,False,False,True,True,False,False,False,LOW_TRANSACTION;COMPARABLE_SHORTAGE,MAJOR
A10026813,모전초등학교,62.76445916114791,B,OK,,,,,LOW,,,INSUFFICIENT,False,,True,False,False,False,True,True,False,False,False,LOW_TRANSACTION;COMPARABLE_SHORTAGE,MAJOR
A10028081,모전초등학교,62.76445916114791,B,OK,,,,,LOW,,,INSUFFICIENT,False,,True,False,False,False,True,True,False,False,False,LOW_TRANSACTION;COMPARABLE_SHORTAGE,MAJOR
A61990110,모전초등학교,62.76445916114791,B,OK,20.0,6M,181500000.0,200259702.1606337,MEDIUM,5.0,16.480288876010807,STRONG_POSITIVE,False,-0.07772258313785585,False,False,False,False,False,False,False,False,False,NONE,NONE
A61996106,모전초등학교,62.76445916114791,B,OK,13.0,6M,205000000.0,201033154.90549007,MEDIUM,5.0,3.1361032548908208,STRONG_POSITIVE,False,0.07178334430455546,False,False,False,False,False,False,False,False,False,NONE,NONE
A61996114,모전초등학교,62.76445916114791,B,OK,33.0,6M,274000000.0,286807396.2357833,MEDIUM,5.0,8.679803447530732,STRONG_POSITIVE,False,-0.05067124535277667,False,False,False,False,False,False,False,False,False,NONE,NONE
A10027972,안진초등학교,62.64050772626931,B,OK,21.0,6M,538000000.0,466689926.6773616,MEDIUM,5.0,-24.14763116190794,STRONG_NEGATIVE,False,0.05407076010616585,False,False,False,False,False,False,False,False,False,NONE,NONE
A60778502,안진초등학교,62.64050772626931,B,OK,14.0,6M,383500000.0,310034101.5600271,MEDIUM,5.0,-21.39910750983106,STRONG_NEGATIVE,False,0.10929332837169792,False,False,False,False,False,False,False,False,False,NONE,NONE
A10024383,사하초등학교,62.49724061810154,B,OK,12.0,6M,525000000.0,480975224.7610258,MEDIUM,7.0,-23.441990386245543,STRONG_NEGATIVE,False,0.07230866690372206,False,False,False,False,False,False,False,False,False,NONE,NONE
A10020289,우암초등학교,62.45943708609272,B,MIDDLE_SCORE_PARTIAL,,,,,LOW,,,INSUFFICIENT,False,,True,False,False,True,True,True,False,False,False,LOW_TRANSACTION;SCHOOL_MAPPING_QUALITY;COMPARABLE_SHORTAGE,MAJOR
A60877107,우암초등학교,62.45943708609272,B,MIDDLE_SCORE_PARTIAL,10.0,6M,192500000.0,230798473.37407303,MEDIUM,8.0,30.795460647287925,STRONG_POSITIVE,False,0.011410535175997438,False,False,False,True,True,False,False,False,False,SCHOOL_MAPPING_QUALITY,MAJOR
A61270515,인지초등학교,62.44166666666668,B,OK,24.0,6M,360500000.0,335119284.0460807,MEDIUM,7.0,-7.895795532956496,STRONG_NEGATIVE,False,-0.00040298529139448647,False,False,False,False,False,False,False,False,False,NONE,NONE
A61271919,인지초등학교,62.44166666666668,B,OK,44.0,6M,455000000.0,386341377.7360467,MEDIUM,5.0,-19.976894498276376,STRONG_NEGATIVE,False,0.09257622841606228,False,False,False,False,False,False,False,False,False,NONE,NONE
A61203012,좌산초등학교,62.41092715231788,B,OK,4.0,6M,313500000.0,296932283.64416033,LOW,5.0,12.121017830422543,NEUTRAL_OR_ZERO,False,-0.04103246498934787,False,False,False,False,False,False,False,False,False,NONE,NONE
A61203032,좌산초등학교,62.41092715231788,B,OK,20.0,6M,382500000.0,336982810.3277911,LOW,17.0,1.295256589365695,MIXED_POSITIVE_COMPARABLE,False,-0.04086321862248532,False,False,False,False,False,False,True,False,False,METHOD_DISAGREEMENT,MINOR
A61203033,좌산초등학교,62.41092715231788,B,OK,23.0,6M,345000000.0,324523941.02666,LOW,15.0,10.588935081427618,MIXED_POSITIVE_COMPARABLE,False,-0.04580121074242438,False,False,False,False,False,False,True,False,False,METHOD_DISAGREEMENT,MINOR
A61203035,좌산초등학교,62.41092715231788,B,OK,25.0,6M,290000000.0,331411984.9993683,HIGH,11.0,24.369635438918465,STRONG_POSITIVE,False,-0.24105860828489334,False,False,False,False,False,False,False,False,False,NONE,NONE
A61203038,좌산초등학교,62.41092715231788,B,OK,30.0,6M,248250000.0,322612210.6673981,MEDIUM,5.0,32.09802977224911,STRONG_POSITIVE,False,-0.26149403862263476,False,False,False,False,False,False,False,False,False,NONE,NONE
A10026034,부민초등학교,62.26407284768212,B,OK,29.0,6M,603000000.0,586179004.3190455,LOW,5.0,-5.856990315195167,MIXED_POSITIVE_RESIDUAL,False,-0.006038079239061744,False,False,False,False,False,False,True,False,False,METHOD_DISAGREEMENT,MINOR
A60270501,부민초등학교,62.26407284768212,B,OK,9.0,6M,236000000.0,260698168.72325435,LOW,0.0,14.81444702367074,INSUFFICIENT,False,0.0050693747952479384,False,False,False,False,False,True,False,False,False,COMPARABLE_SHORTAGE,MAJOR
A61996110,정원초등학교;신정초등학교,62.22290286975717,B,OK,23.0,6M,210000000.0,217695352.80473036,MEDIUM,5.0,9.823847704753142,STRONG_POSITIVE,False,-0.05375710052350424,False,False,False,False,False,False,False,False,False,NONE,NONE
A10023021,가야초등학교,62.1960816777042,B,OK,24.0,6M,445000000.0,392819180.48979735,MEDIUM,9.0,-71.65976450555016,STRONG_NEGATIVE,True,0.07723573589582866,False,False,False,False,False,False,False,False,False,NONE,NONE
A10023627,가야초등학교,62.1960816777042,B,OK,32.0,6M,635000000.0,413670501.93399966,HIGH,11.0,-44.51331950598772,STRONG_NEGATIVE,False,0.30209801024324356,False,False,False,False,False,False,False,False,False,NONE,NONE
A61475202,가야초등학교,62.1960816777042,B,OK,8.0,6M,301000000.0,247727560.37548175,MEDIUM,5.0,-36.59481700767678,STRONG_NEGATIVE,False,0.22541589425508413,False,False,False,False,False,False,False,False,False,NONE,NONE
A61475903,가야초등학교,62.1960816777042,B,OK,11.0,6M,290000000.0,276966328.3361545,LOW,9.0,-17.7907062496372,MIXED_POSITIVE_RESIDUAL,False,0.22180788136592788,False,False,False,False,False,False,True,False,False,METHOD_DISAGREEMENT,MINOR
A61203014,양운초등학교,61.9123068432671,B,OK,7.0,6M,475000000.0,407959136.9921847,LOW,27.0,-1.1756193975196618,MIXED_POSITIVE_COMPARABLE,False,-0.017359541557976144,False,False,False,False,False,False,True,False,False,METHOD_DISAGREEMENT,MINOR
