model,school_variant,test_transactions,test_apartments,rmse,mae,mape,median_ape,r2,apartment_weighted_rmse,dong_equal_weighted_rmse,calibration_slope,calibration_intercept
F1,SCHOOL,6056,111,0.27761739059620627,0.21370392243333394,0.234931595904523,0.1671200485815834,0.6854450265299348,0.35448038236675755,0.3259029990776146,1.068610059615808,-1.1078315777648713
F2,SCHOOL,6056,111,0.21809715606393146,0.16251773082279908,0.1796454403623097,0.12762984980739428,0.8058652746695889,0.2718252789936026,0.23108437128325915,1.1144901961009583,-1.8596393452277507
F3,SCHOOL,6056,111,0.20453633900884596,0.15555628932673307,0.16630722689938796,0.11873521444090449,0.8292565009906142,0.22066184816361503,0.18988051993745914,1.199326630850915,-3.1375747533263256
