middle_school_id,middle_school_name,requested_year,observed_year,availability,eligible_for_scoring,manual_review,review_reason,source_document
S020001407,다송중학교,2024,2024.0,available,True,False,,data\raw\advancement\2024\S020001407.html
S020001408,대동중학교,2024,2024.0,available,True,False,,data\raw\advancement\2024\S020001408.html
S020001409,대신여자중학교,2024,2024.0,available,True,False,,data\raw\advancement\2024\S020001409.html
S020001412,동삼중학교,2024,,not_published,False,True,official_page_reports_no_data,data\raw\advancement\2024\S020001412.html
S020001413,동주여자중학교,2024,2024.0,available,True,False,,data\raw\advancement\2024\S020001413.html
S020001416,부산남중학교,2024,2024.0,available,True,False,,data\raw\advancement\2024\S020001416.html
S020001417,부산대신중학교,2024,2024.0,available,True,False,,data\raw\advancement\2024\S020001417.html
S020001418,당리중학교,2024,2024.0,available,True,False,,data\raw\advancement\2024\S020001418.html
S020001420,부산여자중학교,2024,2024.0,available,True,False,,data\raw\advancement\2024\S020001420.html
S020001421,부산영선중학교,2024,2024.0,available,True,False,,data\raw\advancement\2024\S020001421.html
S020001423,부산중앙여자중학교,2024,2024.0,available,True,False,,data\raw\advancement\2024\S020001423.html
S020001425,사하중학교,2024,2024.0,available,True,False,,data\raw\advancement\2024\S020001425.html
S020001426,삼성중학교,2024,2024.0,available,True,False,,data\raw\advancement\2024\S020001426.html
S020001429,송도중학교,2024,2024.0,available,True,False,,data\raw\advancement\2024\S020001429.html
S020001430,신선중학교,2024,2024.0,available,True,False,,data\raw\advancement\2024\S020001430.html
S020001431,알로이시오중학교,2024,,not_published,False,True,official_page_reports_no_data,data\raw\advancement\2024\S020001431.html
S020001432,영남중학교,2024,2024.0,available,True,False,,data\raw\advancement\2024\S020001432.html
S020001434,영도제일중학교,2024,2024.0,available,True,False,,data\raw\advancement\2024\S020001434.html
S020001436,장림여자중학교,2024,2024.0,available,True,False,,data\raw\advancement\2024\S020001436.html
S020001437,장평중학교,2024,2024.0,available,True,False,,data\raw\advancement\2024\S020001437.html
S020001439,초장중학교,2024,2024.0,available,True,False,,data\raw\advancement\2024\S020001439.html
S020001441,태종대중학교,2024,2024.0,available,True,False,,data\raw\advancement\2024\S020001441.html
S020001443,하남중학교,2024,2024.0,available,True,False,,data\raw\advancement\2024\S020001443.html
S020001444,하단중학교,2024,2024.0,available,True,False,,data\raw\advancement\2024\S020001444.html
S020001445,해동중학교,2024,2024.0,available,True,False,,data\raw\advancement\2024\S020001445.html
S020001620,광안중학교,2024,2024.0,available,True,False,,data\raw\advancement\2024\S020001620.html
S020001621,기장중학교,2024,2024.0,available,True,False,,data\raw\advancement\2024\S020001621.html
S020001622,동백중학교,2024,2024.0,available,True,False,,data\raw\advancement\2024\S020001622.html
S020001623,동수영중학교,2024,2024.0,available,True,False,,data\raw\advancement\2024\S020001623.html
S020001624,동아중학교,2024,2024.0,available,True,False,,data\raw\advancement\2024\S020001624.html
S020001626,망미중학교,2024,2024.0,available,True,False,,data\raw\advancement\2024\S020001626.html
S020001627,반송여자중학교,2024,2024.0,available,True,False,,data\raw\advancement\2024\S020001627.html
S020001628,반송중학교,2024,2024.0,available,True,False,,data\raw\advancement\2024\S020001628.html
S020001629,반안중학교,2024,2024.0,available,True,False,,data\raw\advancement\2024\S020001629.html
S020001630,반여중학교,2024,2024.0,available,True,False,,data\raw\advancement\2024\S020001630.html
S020001631,부산수영중학교,2024,2024.0,available,True,False,,data\raw\advancement\2024\S020001631.html
S020001632,부흥중학교,2024,2024.0,available,True,False,,data\raw\advancement\2024\S020001632.html
S020001633,상당중학교,2024,2024.0,available,True,False,,data\raw\advancement\2024\S020001633.html
S020001635,신곡중학교,2024,2024.0,available,True,False,,data\raw\advancement\2024\S020001635.html
S020001636,신도중학교,2024,2024.0,available,True,False,,data\raw\advancement\2024\S020001636.html
S020001637,양운중학교,2024,2024.0,available,True,False,,data\raw\advancement\2024\S020001637.html
S020001638,운송중학교,2024,,not_published,False,True,official_page_reports_no_data,data\raw\advancement\2024\S020001638.html
S020001639,장안중학교,2024,2024.0,available,True,False,,data\raw\advancement\2024\S020001639.html
S020001640,재송여자중학교,2024,2024.0,available,True,False,,data\raw\advancement\2024\S020001640.html
S020001641,재송중학교,2024,2024.0,available,True,False,,data\raw\advancement\2024\S020001641.html
S020001642,한바다중학교,2024,2024.0,available,True,False,,data\raw\advancement\2024\S020001642.html
S020001643,해운대여자중학교,2024,2024.0,available,True,False,,data\raw\advancement\2024\S020001643.html
S020001644,해운대중학교,2024,2024.0,available,True,False,,data\raw\advancement\2024\S020001644.html
S020001837,금명중학교,2024,2024.0,available,True,False,,data\raw\advancement\2024\S020001837.html
S020001838,명진중학교,2024,2024.0,available,True,False,,data\raw\advancement\2024\S020001838.html
S020001839,대청중학교,2024,2024.0,available,True,False,,data\raw\advancement\2024\S020001839.html
S020001857,인지중학교,2024,2024.0,available,True,False,,data\raw\advancement\2024\S020001857.html
S020001871,신덕중학교,2024,2024.0,available,True,False,,data\raw\advancement\2024\S020001871.html
S020001875,동양중학교,2024,2024.0,available,True,False,,data\raw\advancement\2024\S020001875.html
S020001893,해강중학교,2024,2024.0,available,True,False,,data\raw\advancement\2024\S020001893.html
S020001909,두송중학교,2024,2024.0,available,True,False,,data\raw\advancement\2024\S020001909.html
S020001910,센텀중학교,2024,2024.0,available,True,False,,data\raw\advancement\2024\S020001910.html
S020001918,양동여자중학교,2024,2024.0,available,True,False,,data\raw\advancement\2024\S020001918.html
S020001919,장산중학교,2024,2024.0,available,True,False,,data\raw\advancement\2024\S020001919.html
S020002004,명호중학교,2024,2024.0,available,True,False,,data\raw\advancement\2024\S020002004.html
S020002007,오륙도중학교,2024,2024.0,available,True,False,,data\raw\advancement\2024\S020002007.html
S020002009,신정중학교,2024,2024.0,available,True,False,,data\raw\advancement\2024\S020002009.html
S020002064,신호중학교,2024,2024.0,available,True,False,,data\raw\advancement\2024\S020002064.html
S020002069,모전중학교,2024,2024.0,available,True,False,,data\raw\advancement\2024\S020002069.html
S020002072,정관중학교,2024,2024.0,available,True,False,,data\raw\advancement\2024\S020002072.html
S020002073,지사중학교,2024,2024.0,available,True,False,,data\raw\advancement\2024\S020002073.html
S020002176,부산체육중학교,2024,2024.0,available,True,False,,data\raw\advancement\2024\S020002176.html
S020002219,명지중학교,2024,2024.0,available,True,False,,data\raw\advancement\2024\S020002219.html
S020002278,경일중학교,2024,2024.0,available,True,False,,data\raw\advancement\2024\S020002278.html
S020002311,일광중학교,2024,2024.0,available,True,False,,data\raw\advancement\2024\S020002311.html
S020002323,오션중학교,2024,2024.0,available,True,False,,data\raw\advancement\2024\S020002323.html
S020002354,가락중학교,2024,,not_published,False,True,official_page_reports_no_data,data\raw\advancement\2024\S020002354.html
S020000599,감만중학교,2025,2025.0,available,True,False,,data\raw\advancement\2025\S020000599.html
S020000600,경남여자중학교,2025,2025.0,available,True,False,,data\raw\advancement\2025\S020000600.html
S020000601,금성중학교,2025,,not_published,False,True,official_page_reports_no_data,data\raw\advancement\2025\S020000601.html
S020000604,남천중학교,2025,2025.0,available,True,False,,data\raw\advancement\2025\S020000604.html
S020000606,대연중학교,2025,2025.0,available,True,False,,data\raw\advancement\2025\S020000606.html
S020000607,대천중학교,2025,2025.0,available,True,False,,data\raw\advancement\2025\S020000607.html
S020000608,덕원중학교,2025,2025.0,available,True,False,,data\raw\advancement\2025\S020000608.html
S020000610,동항중학교,2025,2025.0,available,True,False,,data\raw\advancement\2025\S020000610.html
S020000611,문현여자중학교,2025,2025.0,available,True,False,,data\raw\advancement\2025\S020000611.html
S020000612,배정중학교,2025,,not_published,False,True,official_page_reports_no_data,data\raw\advancement\2025\S020000612.html
S020000613,부산동여자중학교,2025,2025.0,available,True,False,,data\raw\advancement\2025\S020000613.html
S020000614,부산서중학교,2025,2025.0,available,True,False,,data\raw\advancement\2025\S020000614.html
S020000615,부산중학교,2025,2025.0,available,True,False,,data\raw\advancement\2025\S020000615.html
S020000616,분포중학교,2025,2025.0,available,True,False,,data\raw\advancement\2025\S020000616.html
S020000617,석포여자중학교,2025,2025.0,available,True,False,,data\raw\advancement\2025\S020000617.html
S020000618,선화여자중학교,2025,2025.0,available,True,False,,data\raw\advancement\2025\S020000618.html
S020000619,성동중학교,2025,2025.0,available,True,False,,data\raw\advancement\2025\S020000619.html
S020000620,성지중학교,2025,,not_published,False,True,official_page_reports_no_data,data\raw\advancement\2025\S020000620.html
S020000621,용문중학교,2025,2025.0,available,True,False,,data\raw\advancement\2025\S020000621.html
S020000623,용호중학교,2025,2025.0,available,True,False,,data\raw\advancement\2025\S020000623.html
S020000624,해연중학교,2025,2025.0,available,True,False,,data\raw\advancement\2025\S020000624.html
S020000765,구서여자중학교,2025,2025.0,available,True,False,,data\raw\advancement\2025\S020000765.html
S020000767,금사중학교,2025,2025.0,available,True,False,,data\raw\advancement\2025\S020000767.html
S020000769,금정중학교,2025,2025.0,available,True,False,,data\raw\advancement\2025\S020000769.html
S020000770,남산중학교,2025,2025.0,available,True,False,,data\raw\advancement\2025\S020000770.html
S020000771,부산내성중학교,2025,2025.0,available,True,False,,data\raw\advancement\2025\S020000771.html
S020000772,동래여자중학교,2025,2025.0,available,True,False,,data\raw\advancement\2025\S020000772.html
S020000773,동래중학교,2025,2025.0,available,True,False,,data\raw\advancement\2025\S020000773.html
S020000774,동신중학교,2025,2025.0,available,True,False,,data\raw\advancement\2025\S020000774.html
S020000775,동해중학교,2025,2025.0,available,True,False,,data\raw\advancement\2025\S020000775.html
S020000776,동현중학교,2025,2025.0,available,True,False,,data\raw\advancement\2025\S020000776.html
S020000777,부곡여자중학교,2025,2025.0,available,True,False,,data\raw\advancement\2025\S020000777.html
S020000778,부곡중학교,2025,2025.0,available,True,False,,data\raw\advancement\2025\S020000778.html
S020000779,부산예술중학교,2025,2025.0,available,True,False,,data\raw\advancement\2025\S020000779.html
S020000780,브니엘예술중학교,2025,2025.0,available,True,False,,data\raw\advancement\2025\S020000780.html
S020000783,사직여자중학교,2025,2025.0,available,True,False,,data\raw\advancement\2025\S020000783.html
S020000784,사직중학교,2025,2025.0,available,True,False,,data\raw\advancement\2025\S020000784.html
S020000786,안락중학교,2025,2025.0,available,True,False,,data\raw\advancement\2025\S020000786.html
S020000789,여명중학교,2025,2025.0,available,True,False,,data\raw\advancement\2025\S020000789.html
S020000793,온천중학교,2025,2025.0,available,True,False,,data\raw\advancement\2025\S020000793.html
S020000794,유락여자중학교,2025,2025.0,available,True,False,,data\raw\advancement\2025\S020000794.html
S020000795,장전중학교,2025,2025.0,available,True,False,,data\raw\advancement\2025\S020000795.html
S020000796,남일중학교,2025,2025.0,available,True,False,,data\raw\advancement\2025\S020000796.html
S020000797,충렬중학교,2025,2025.0,available,True,False,,data\raw\advancement\2025\S020000797.html
S020000798,학산여자중학교,2025,2025.0,available,True,False,,data\raw\advancement\2025\S020000798.html
S020000799,혜화여자중학교,2025,2025.0,available,True,False,,data\raw\advancement\2025\S020000799.html
S020000849,금양중학교,2025,2025.0,available,True,False,,data\raw\advancement\2025\S020000849.html
S020000927,윤산중학교,2025,,not_published,False,True,official_page_reports_no_data,data\raw\advancement\2025\S020000927.html
S020000955,가야여자중학교,2025,2025.0,available,True,False,,data\raw\advancement\2025\S020000955.html
S020000956,개금여자중학교,2025,2025.0,available,True,False,,data\raw\advancement\2025\S020000956.html
S020000957,개림중학교,2025,2025.0,available,True,False,,data\raw\advancement\2025\S020000957.html
S020000958,거성중학교,2025,2025.0,available,True,False,,data\raw\advancement\2025\S020000958.html
S020000959,거제여자중학교,2025,2025.0,available,True,False,,data\raw\advancement\2025\S020000959.html
S020000960,광무여자중학교,2025,2025.0,available,True,False,,data\raw\advancement\2025\S020000960.html
S020000961,덕명여자중학교,2025,2025.0,available,True,False,,data\raw\advancement\2025\S020000961.html
S020000963,동의중학교,2025,2025.0,available,True,False,,data\raw\advancement\2025\S020000963.html
S020000964,동평여자중학교,2025,2025.0,available,True,False,,data\raw\advancement\2025\S020000964.html
S020000965,동평중학교,2025,2025.0,available,True,False,,data\raw\advancement\2025\S020000965.html
S020000966,모동중학교,2025,2025.0,available,True,False,,data\raw\advancement\2025\S020000966.html
S020000967,부산개성중학교,2025,2025.0,available,True,False,,data\raw\advancement\2025\S020000967.html
S020000969,부산국제중학교,2025,2025.0,available,True,False,,data\raw\advancement\2025\S020000969.html
S020000971,부산동중학교,2025,2025.0,available,True,False,,data\raw\advancement\2025\S020000971.html
S020000972,부산중앙중학교,2025,2025.0,available,True,False,,data\raw\advancement\2025\S020000972.html
S020000973,부산진여자중학교,2025,2025.0,available,True,False,,data\raw\advancement\2025\S020000973.html
S020000974,부산진중학교,2025,2025.0,available,True,False,,data\raw\advancement\2025\S020000974.html
S020000975,신라중학교,2025,2025.0,available,True,False,,data\raw\advancement\2025\S020000975.html
S020000976,서면중학교,2025,2025.0,available,True,False,,data\raw\advancement\2025\S020000976.html
S020000978,연산중학교,2025,2025.0,available,True,False,,data\raw\advancement\2025\S020000978.html
S020000979,연일중학교,2025,2025.0,available,True,False,,data\raw\advancement\2025\S020000979.html
S020000980,연제중학교,2025,2025.0,available,True,False,,data\raw\advancement\2025\S020000980.html
S020000981,연천중학교,2025,2025.0,available,True,False,,data\raw\advancement\2025\S020000981.html
S020000983,이사벨중학교,2025,2025.0,available,True,False,,data\raw\advancement\2025\S020000983.html
S020000984,초연중학교,2025,2025.0,available,True,False,,data\raw\advancement\2025\S020000984.html
S020000986,초읍중학교,2025,2025.0,available,True,False,,data\raw\advancement\2025\S020000986.html
S020000987,토현중학교,2025,2025.0,available,True,False,,data\raw\advancement\2025\S020000987.html
S020000988,항도중학교,2025,2025.0,available,True,False,,data\raw\advancement\2025\S020000988.html
S020001202,가락중학교,2025,,not_published,False,True,official_page_reports_no_data,data\raw\advancement\2025\S020001202.html
S020001203,가람중학교,2025,2025.0,available,True,False,,data\raw\advancement\2025\S020001203.html
S020001204,경일중학교,2025,,not_published,False,True,official_page_reports_no_data,data\raw\advancement\2025\S020001204.html
S020001205,구남중학교,2025,2025.0,available,True,False,,data\raw\advancement\2025\S020001205.html
S020001207,구포중학교,2025,2025.0,available,True,False,,data\raw\advancement\2025\S020001207.html
S020001208,금곡중학교,2025,2025.0,available,True,False,,data\raw\advancement\2025\S020001208.html
S020001210,낙동중학교,2025,2025.0,available,True,False,,data\raw\advancement\2025\S020001210.html
S020001211,녹산중학교,2025,2025.0,available,True,False,,data\raw\advancement\2025\S020001211.html
S020001212,대저중학교,2025,2025.0,available,True,False,,data\raw\advancement\2025\S020001212.html
S020001213,대천리중학교,2025,2025.0,available,True,False,,data\raw\advancement\2025\S020001213.html
S020001214,덕문중학교,2025,2025.0,available,True,False,,data\raw\advancement\2025\S020001214.html
S020001215,덕천여자중학교,2025,,not_published,False,True,official_page_reports_no_data,data\raw\advancement\2025\S020001215.html
S020001216,덕천중학교,2025,2025.0,available,True,False,,data\raw\advancement\2025\S020001216.html
S020001217,덕포여자중학교,2025,2025.0,available,True,False,,data\raw\advancement\2025\S020001217.html
S020001218,동주중학교,2025,2025.0,available,True,False,,data\raw\advancement\2025\S020001218.html
S020001219,만덕중학교,2025,2025.0,available,True,False,,data\raw\advancement\2025\S020001219.html
S020001221,모라중학교,2025,2025.0,available,True,False,,data\raw\advancement\2025\S020001221.html
S020001222,백양중학교,2025,2025.0,available,True,False,,data\raw\advancement\2025\S020001222.html
S020001223,사상중학교,2025,,not_published,False,True,official_page_reports_no_data,data\raw\advancement\2025\S020001223.html
S020001224,삼락중학교,2025,,not_published,False,True,official_page_reports_no_data,data\raw\advancement\2025\S020001224.html
S020001225,양덕여자중학교,2025,2025.0,available,True,False,,data\raw\advancement\2025\S020001225.html
S020001226,엄궁중학교,2025,2025.0,available,True,False,,data\raw\advancement\2025\S020001226.html
S020001227,용수중학교,2025,2025.0,available,True,False,,data\raw\advancement\2025\S020001227.html
S020001229,주감중학교,2025,2025.0,available,True,False,,data\raw\advancement\2025\S020001229.html
S020001230,주례여자중학교,2025,2025.0,available,True,False,,data\raw\advancement\2025\S020001230.html
S020001231,주례중학교,2025,2025.0,available,True,False,,data\raw\advancement\2025\S020001231.html
S020001232,학장중학교,2025,2025.0,available,True,False,,data\raw\advancement\2025\S020001232.html
S020001233,화명중학교,2025,2025.0,available,True,False,,data\raw\advancement\2025\S020001233.html
S020001234,화신중학교,2025,2025.0,available,True,False,,data\raw\advancement\2025\S020001234.html
S020001399,감천중학교,2025,2025.0,available,True,False,,data\raw\advancement\2025\S020001399.html
S020001400,건국중학교,2025,2025.0,available,True,False,,data\raw\advancement\2025\S020001400.html
S020001401,경남중학교,2025,2025.0,available,True,False,,data\raw\advancement\2025\S020001401.html
S020001403,남도여자중학교,2025,2025.0,available,True,False,,data\raw\advancement\2025\S020001403.html
S020001405,다대중학교,2025,2025.0,available,True,False,,data\raw\advancement\2025\S020001405.html
S020001406,다선중학교,2025,2025.0,available,True,False,,data\raw\advancement\2025\S020001406.html
S020001407,다송중학교,2025,2025.0,available,True,False,,data\raw\advancement\2025\S020001407.html
S020001408,대동중학교,2025,2025.0,available,True,False,,data\raw\advancement\2025\S020001408.html
S020001409,대신여자중학교,2025,2025.0,available,True,False,,data\raw\advancement\2025\S020001409.html
S020001412,동삼중학교,2025,,not_published,False,True,official_page_reports_no_data,data\raw\advancement\2025\S020001412.html
S020001413,동주여자중학교,2025,2025.0,available,True,False,,data\raw\advancement\2025\S020001413.html
S020001416,부산남중학교,2025,2025.0,available,True,False,,data\raw\advancement\2025\S020001416.html
S020001417,부산대신중학교,2025,2025.0,available,True,False,,data\raw\advancement\2025\S020001417.html
S020001418,당리중학교,2025,2025.0,available,True,False,,data\raw\advancement\2025\S020001418.html
S020001420,부산여자중학교,2025,2025.0,available,True,False,,data\raw\advancement\2025\S020001420.html
S020001421,부산영선중학교,2025,2025.0,available,True,False,,data\raw\advancement\2025\S020001421.html
S020001423,부산중앙여자중학교,2025,2025.0,available,True,False,,data\raw\advancement\2025\S020001423.html
S020001425,사하중학교,2025,2025.0,available,True,False,,data\raw\advancement\2025\S020001425.html
S020001426,삼성중학교,2025,2025.0,available,True,False,,data\raw\advancement\2025\S020001426.html
S020001429,송도중학교,2025,2025.0,available,True,False,,data\raw\advancement\2025\S020001429.html
S020001430,신선중학교,2025,2025.0,available,True,False,,data\raw\advancement\2025\S020001430.html
S020001431,알로이시오중학교,2025,,not_published,False,True,official_page_reports_no_data,data\raw\advancement\2025\S020001431.html
S020001432,영남중학교,2025,2025.0,available,True,False,,data\raw\advancement\2025\S020001432.html
S020001434,영도제일중학교,2025,2025.0,available,True,False,,data\raw\advancement\2025\S020001434.html
S020001436,장림여자중학교,2025,2025.0,available,True,False,,data\raw\advancement\2025\S020001436.html
S020001437,장평중학교,2025,2025.0,available,True,False,,data\raw\advancement\2025\S020001437.html
S020001439,초장중학교,2025,2025.0,available,True,False,,data\raw\advancement\2025\S020001439.html
S020001441,태종대중학교,2025,2025.0,available,True,False,,data\raw\advancement\2025\S020001441.html
S020001443,하남중학교,2025,2025.0,available,True,False,,data\raw\advancement\2025\S020001443.html
S020001444,하단중학교,2025,2025.0,available,True,False,,data\raw\advancement\2025\S020001444.html
S020001445,해동중학교,2025,2025.0,available,True,False,,data\raw\advancement\2025\S020001445.html
S020001620,광안중학교,2025,2025.0,available,True,False,,data\raw\advancement\2025\S020001620.html
S020001621,기장중학교,2025,2025.0,available,True,False,,data\raw\advancement\2025\S020001621.html
S020001622,동백중학교,2025,2025.0,available,True,False,,data\raw\advancement\2025\S020001622.html
S020001623,동수영중학교,2025,2025.0,available,True,False,,data\raw\advancement\2025\S020001623.html
S020001624,동아중학교,2025,2025.0,available,True,False,,data\raw\advancement\2025\S020001624.html
S020001626,망미중학교,2025,2025.0,available,True,False,,data\raw\advancement\2025\S020001626.html
S020001627,반송여자중학교,2025,2025.0,available,True,False,,data\raw\advancement\2025\S020001627.html
S020001628,반송중학교,2025,2025.0,available,True,False,,data\raw\advancement\2025\S020001628.html
S020001629,반안중학교,2025,2025.0,available,True,False,,data\raw\advancement\2025\S020001629.html
S020001630,반여중학교,2025,2025.0,available,True,False,,data\raw\advancement\2025\S020001630.html
S020001631,부산수영중학교,2025,2025.0,available,True,False,,data\raw\advancement\2025\S020001631.html
S020001632,부흥중학교,2025,2025.0,available,True,False,,data\raw\advancement\2025\S020001632.html
S020001633,상당중학교,2025,2025.0,available,True,False,,data\raw\advancement\2025\S020001633.html
S020001635,신곡중학교,2025,2025.0,available,True,False,,data\raw\advancement\2025\S020001635.html
S020001636,신도중학교,2025,2025.0,available,True,False,,data\raw\advancement\2025\S020001636.html
S020001637,양운중학교,2025,2025.0,available,True,False,,data\raw\advancement\2025\S020001637.html
S020001638,운송중학교,2025,,not_published,False,True,official_page_reports_no_data,data\raw\advancement\2025\S020001638.html
S020001639,장안중학교,2025,2025.0,available,True,False,,data\raw\advancement\2025\S020001639.html
S020001640,재송여자중학교,2025,2025.0,available,True,False,,data\raw\advancement\2025\S020001640.html
S020001641,재송중학교,2025,2025.0,available,True,False,,data\raw\advancement\2025\S020001641.html
S020001642,한바다중학교,2025,2025.0,available,True,False,,data\raw\advancement\2025\S020001642.html
S020001643,해운대여자중학교,2025,2025.0,available,True,False,,data\raw\advancement\2025\S020001643.html
S020001644,해운대중학교,2025,2025.0,available,True,False,,data\raw\advancement\2025\S020001644.html
S020001837,금명중학교,2025,2025.0,available,True,False,,data\raw\advancement\2025\S020001837.html
S020001838,명진중학교,2025,2025.0,available,True,False,,data\raw\advancement\2025\S020001838.html
S020001839,대청중학교,2025,2025.0,available,True,False,,data\raw\advancement\2025\S020001839.html
S020001857,인지중학교,2025,2025.0,available,True,False,,data\raw\advancement\2025\S020001857.html
S020001871,신덕중학교,2025,2025.0,available,True,False,,data\raw\advancement\2025\S020001871.html
S020001875,동양중학교,2025,2025.0,available,True,False,,data\raw\advancement\2025\S020001875.html
S020001893,해강중학교,2025,2025.0,available,True,False,,data\raw\advancement\2025\S020001893.html
S020001909,두송중학교,2025,2025.0,available,True,False,,data\raw\advancement\2025\S020001909.html
S020001910,센텀중학교,2025,2025.0,available,True,False,,data\raw\advancement\2025\S020001910.html
S020001918,양동여자중학교,2025,2025.0,available,True,False,,data\raw\advancement\2025\S020001918.html
S020001919,장산중학교,2025,2025.0,available,True,False,,data\raw\advancement\2025\S020001919.html
S020002004,명호중학교,2025,2025.0,available,True,False,,data\raw\advancement\2025\S020002004.html
S020002007,오륙도중학교,2025,2025.0,available,True,False,,data\raw\advancement\2025\S020002007.html
S020002009,신정중학교,2025,2025.0,available,True,False,,data\raw\advancement\2025\S020002009.html
S020002064,신호중학교,2025,2025.0,available,True,False,,data\raw\advancement\2025\S020002064.html
S020002069,모전중학교,2025,2025.0,available,True,False,,data\raw\advancement\2025\S020002069.html
S020002072,정관중학교,2025,2025.0,available,True,False,,data\raw\advancement\2025\S020002072.html
S020002073,지사중학교,2025,2025.0,available,True,False,,data\raw\advancement\2025\S020002073.html
S020002176,부산체육중학교,2025,2025.0,available,True,False,,data\raw\advancement\2025\S020002176.html
S020002219,명지중학교,2025,2025.0,available,True,False,,data\raw\advancement\2025\S020002219.html
S020002278,경일중학교,2025,2025.0,available,True,False,,data\raw\advancement\2025\S020002278.html
S020002311,일광중학교,2025,2025.0,available,True,False,,data\raw\advancement\2025\S020002311.html
S020002323,오션중학교,2025,2025.0,available,True,False,,data\raw\advancement\2025\S020002323.html
S020002354,가락중학교,2025,,not_published,False,True,official_page_reports_no_data,data\raw\advancement\2025\S020002354.html
S020000599,감만중학교,2026,2025.0,year_mismatch,False,True,requested_year_not_published_or_response_year_differs,data\raw\advancement\2026\S020000599.html
S020000600,경남여자중학교,2026,2025.0,year_mismatch,False,True,requested_year_not_published_or_response_year_differs,data\raw\advancement\2026\S020000600.html
S020000601,금성중학교,2026,,not_published,False,True,official_page_reports_no_data,data\raw\advancement\2026\S020000601.html
S020000604,남천중학교,2026,2025.0,year_mismatch,False,True,requested_year_not_published_or_response_year_differs,data\raw\advancement\2026\S020000604.html
S020000606,대연중학교,2026,2025.0,year_mismatch,False,True,requested_year_not_published_or_response_year_differs,data\raw\advancement\2026\S020000606.html
S020000607,대천중학교,2026,2025.0,year_mismatch,False,True,requested_year_not_published_or_response_year_differs,data\raw\advancement\2026\S020000607.html
S020000608,덕원중학교,2026,2025.0,year_mismatch,False,True,requested_year_not_published_or_response_year_differs,data\raw\advancement\2026\S020000608.html
S020000610,동항중학교,2026,2025.0,year_mismatch,False,True,requested_year_not_published_or_response_year_differs,data\raw\advancement\2026\S020000610.html
S020000611,문현여자중학교,2026,2025.0,year_mismatch,False,True,requested_year_not_published_or_response_year_differs,data\raw\advancement\2026\S020000611.html
S020000612,배정중학교,2026,,not_published,False,True,official_page_reports_no_data,data\raw\advancement\2026\S020000612.html
S020000613,부산동여자중학교,2026,2025.0,year_mismatch,False,True,requested_year_not_published_or_response_year_differs,data\raw\advancement\2026\S020000613.html
S020000614,부산서중학교,2026,2025.0,year_mismatch,False,True,requested_year_not_published_or_response_year_differs,data\raw\advancement\2026\S020000614.html
S020000615,부산중학교,2026,2025.0,year_mismatch,False,True,requested_year_not_published_or_response_year_differs,data\raw\advancement\2026\S020000615.html
S020000616,분포중학교,2026,2025.0,year_mismatch,False,True,requested_year_not_published_or_response_year_differs,data\raw\advancement\2026\S020000616.html
S020000617,석포여자중학교,2026,2025.0,year_mismatch,False,True,requested_year_not_published_or_response_year_differs,data\raw\advancement\2026\S020000617.html
S020000618,선화여자중학교,2026,2025.0,year_mismatch,False,True,requested_year_not_published_or_response_year_differs,data\raw\advancement\2026\S020000618.html
S020000619,성동중학교,2026,2025.0,year_mismatch,False,True,requested_year_not_published_or_response_year_differs,data\raw\advancement\2026\S020000619.html
S020000620,성지중학교,2026,,not_published,False,True,official_page_reports_no_data,data\raw\advancement\2026\S020000620.html
S020000621,용문중학교,2026,2025.0,year_mismatch,False,True,requested_year_not_published_or_response_year_differs,data\raw\advancement\2026\S020000621.html
S020000623,용호중학교,2026,2025.0,year_mismatch,False,True,requested_year_not_published_or_response_year_differs,data\raw\advancement\2026\S020000623.html
S020000624,해연중학교,2026,2025.0,year_mismatch,False,True,requested_year_not_published_or_response_year_differs,data\raw\advancement\2026\S020000624.html
S020000765,구서여자중학교,2026,2025.0,year_mismatch,False,True,requested_year_not_published_or_response_year_differs,data\raw\advancement\2026\S020000765.html
S020000767,금사중학교,2026,2025.0,year_mismatch,False,True,requested_year_not_published_or_response_year_differs,data\raw\advancement\2026\S020000767.html
S020000769,금정중학교,2026,2025.0,year_mismatch,False,True,requested_year_not_published_or_response_year_differs,data\raw\advancement\2026\S020000769.html
S020000770,남산중학교,2026,2025.0,year_mismatch,False,True,requested_year_not_published_or_response_year_differs,data\raw\advancement\2026\S020000770.html
S020000771,부산내성중학교,2026,2025.0,year_mismatch,False,True,requested_year_not_published_or_response_year_differs,data\raw\advancement\2026\S020000771.html
S020000772,동래여자중학교,2026,2025.0,year_mismatch,False,True,requested_year_not_published_or_response_year_differs,data\raw\advancement\2026\S020000772.html
S020000773,동래중학교,2026,2025.0,year_mismatch,False,True,requested_year_not_published_or_response_year_differs,data\raw\advancement\2026\S020000773.html
S020000774,동신중학교,2026,2025.0,year_mismatch,False,True,requested_year_not_published_or_response_year_differs,data\raw\advancement\2026\S020000774.html
S020000775,동해중학교,2026,2025.0,year_mismatch,False,True,requested_year_not_published_or_response_year_differs,data\raw\advancement\2026\S020000775.html
S020000776,동현중학교,2026,2025.0,year_mismatch,False,True,requested_year_not_published_or_response_year_differs,data\raw\advancement\2026\S020000776.html
S020000777,부곡여자중학교,2026,2025.0,year_mismatch,False,True,requested_year_not_published_or_response_year_differs,data\raw\advancement\2026\S020000777.html
