final_review_class,class_rank,apartment_id,apartment_name,gu,legal_dong,household_count,school_core_score,school_premium_pct,school_value_gap_pct,local_fair_total_price,observed_market_price_12m,local_value_gap_pct,local_gap_interval_status,local_gap_temporal_stability,school_local_signal_agreement,model_confidence,local_gap_confidence,gap_confidence,gap_positive_probability,dong_bias_flag,phase154_audit_priority,model_limitation_flag,unmodeled_premium_candidate,unmodeled_discount_candidate
CORE_CANDIDATE,74,A61678209,그린코아,북구,만덕동,1468.0,31.29028697571744,-7.630502992427779,22.55422387113812,170109786.44490555,154962812.06015256,9.774586678817698,POTENTIAL_UNDERVALUED_SIGNAL,STABLE_POSITIVE,DOUBLE_POSITIVE,HIGH,HIGH,MEDIUM,0.962,False,LOW,NONE,False,False
CORE_CANDIDATE,75,A61673304,동원로얄듀크,북구,화명동,1627.0,61.55711920529801,5.025131860740384,23.224530126264813,430218450.1592231,374518391.24528056,14.87244958217908,POTENTIAL_UNDERVALUED_SIGNAL,STABLE_POSITIVE,DOUBLE_POSITIVE,HIGH,HIGH,MEDIUM,0.942,False,LOW,NONE,False,False
CORE_CANDIDATE,76,A60777604,안락현대,동래구,안락동,738.0,64.27847682119204,6.244671660872081,28.311521033985947,375846536.01620615,340000000.0,10.543098828295916,POTENTIAL_UNDERVALUED_SIGNAL,STABLE_POSITIVE,DOUBLE_POSITIVE,HIGH,HIGH,MEDIUM,0.942,False,LOW,NONE,False,False
CORE_CANDIDATE,77,A61996106,이지더원2차,기장군,정관읍모전리,756.0,62.76445916114791,5.564447803630412,3.1361032548908208,210795217.69798893,195341531.21791175,7.911111571475238,POTENTIAL_UNDERVALUED_SIGNAL,STABLE_POSITIVE,DOUBLE_POSITIVE,HIGH,HIGH,MEDIUM,0.942,False,LOW,NONE,False,False
CORE_CANDIDATE,78,A61777711,목화,사상구,학장동,999.0,35.99950331125828,-5.766569521433373,5.351826370707613,120022124.0861523,110000000.0,9.11102189650208,POTENTIAL_UNDERVALUED_SIGNAL,STABLE_POSITIVE,DOUBLE_POSITIVE,HIGH,HIGH,MEDIUM,0.794,False,LOW,NONE,False,False
CORE_CANDIDATE,79,A61776710,엄궁2차한신,사상구,엄궁동,1016.0,52.09056291390729,0.8908370694531875,16.146707475299127,165260487.79202586,141242131.46569908,17.005093364906987,POTENTIAL_UNDERVALUED_SIGNAL,STABLE_POSITIVE,DOUBLE_POSITIVE,MEDIUM,MEDIUM,HIGH,1.0,False,LOW,NONE,False,False
CORE_CANDIDATE,80,A61776811,코오롱,사상구,엄궁동,1158.0,52.09056291390729,0.8908370694532097,13.778685264769386,166438273.33391723,150000000.0,10.958848889278162,POTENTIAL_UNDERVALUED_SIGNAL,STABLE_POSITIVE,DOUBLE_POSITIVE,MEDIUM,MEDIUM,HIGH,1.0,False,LOW,NONE,False,False
CORE_CANDIDATE,81,A61996108,정관1차동원로얄듀크,기장군,정관읍달산리,1028.0,39.352041942604856,-4.416740932690377,19.23682973326325,230901678.4862025,211133741.32791683,9.362756058769218,POTENTIAL_UNDERVALUED_SIGNAL,STABLE_POSITIVE,DOUBLE_POSITIVE,MEDIUM,MEDIUM,HIGH,1.0,False,LOW,WIDE_PREDICTION_INTERVAL,False,False
CORE_CANDIDATE,82,A61680707,구포현대,북구,구포동,1741.0,41.49266004415011,-3.544769519075164,15.921439438424244,222206698.88999745,211770109.5277353,4.928263665508137,POTENTIAL_UNDERVALUED_SIGNAL,STABLE_POSITIVE,DOUBLE_POSITIVE,MEDIUM,MEDIUM,HIGH,0.976,False,LOW,NONE,False,False
CORE_CANDIDATE,83,A60480608,부영벽산파라빌,사하구,감천동,634.0,35.70402869757175,-5.884618099391403,9.902518784191544,240491454.89716825,221157098.5318097,8.742363005172837,POTENTIAL_UNDERVALUED_SIGNAL,STABLE_POSITIVE,DOUBLE_POSITIVE,MEDIUM,MEDIUM,HIGH,0.94,False,LOW,WIDE_PREDICTION_INTERVAL,False,False
CORE_CANDIDATE,84,A10027306,e편한세상사하,사하구,구평동,1068.0,36.72902869757174,-5.474473670460444,7.76161322696306,285433880.6653928,271375072.9704537,5.180581820228492,POTENTIAL_UNDERVALUED_SIGNAL,STABLE_POSITIVE,DOUBLE_POSITIVE,MEDIUM,MEDIUM,HIGH,0.926,False,LOW,WIDE_PREDICTION_INTERVAL,False,False
CORE_CANDIDATE,85,A61996111,정관2차동원로얄듀크,기장군,정관읍매학리,1249.0,72.22753863134659,9.88863649337599,11.05743446217044,375184470.7434948,359998729.4013009,4.218276372099616,POTENTIAL_UNDERVALUED_SIGNAL,STABLE_POSITIVE,DOUBLE_POSITIVE,MEDIUM,MEDIUM,HIGH,0.828,False,LOW,WIDE_PREDICTION_INTERVAL,False,False
CORE_CANDIDATE,86,A10026360,동래동일스위트,동래구,명장동,702.0,37.07008830022075,-5.33760584522216,17.95913006236299,401603068.9298333,340000000.0,18.11854968524509,POTENTIAL_UNDERVALUED_SIGNAL,STABLE_POSITIVE,DOUBLE_POSITIVE,MEDIUM,MEDIUM,MEDIUM,1.0,False,LOW,MULTIPLE_LIMITATIONS,False,True
CORE_CANDIDATE,87,A10028142,가화만사성정관타운,기장군,정관읍방곡리,560.0,58.230187637969095,3.553213800820476,11.54457215491686,186663292.35386413,173000000.0,7.897856851944596,POTENTIAL_UNDERVALUED_SIGNAL,STABLE_POSITIVE,DOUBLE_POSITIVE,MEDIUM,MEDIUM,MEDIUM,1.0,False,LOW,WIDE_PREDICTION_INTERVAL,False,False
CORE_CANDIDATE,88,A60483404,한신,사하구,신평동,937.0,41.98118101545254,-3.3446604095298205,23.418503619975173,149999820.60670304,145532726.23790553,3.0694775561993293,POTENTIAL_UNDERVALUED_SIGNAL,STABLE_POSITIVE,DOUBLE_POSITIVE,MEDIUM,MEDIUM,MEDIUM,1.0,False,LOW,NONE,False,False
CORE_CANDIDATE,89,A10025075,e편한세상오션테라스3단지,수영구,민락동,1038.0,42.56953642384106,-3.103105722016919,9.33594070269553,810509712.3950905,777458363.8986195,4.251204955945509,POTENTIAL_UNDERVALUED_SIGNAL,STABLE_POSITIVE,DOUBLE_POSITIVE,MEDIUM,MEDIUM,MEDIUM,0.966,False,LOW,NONE,False,False
CORE_CANDIDATE,90,A60879704,현대,남구,문현동,693.0,43.80700883002207,-2.593078198522269,30.90462560447407,287043714.2748682,278902695.5346867,2.918945879879109,WITHIN_MODEL_RANGE,STABLE_POSITIVE,SCHOOL_ONLY_POSITIVE,HIGH,HIGH,MEDIUM,1.0,False,LOW,NONE,False,False
CORE_CANDIDATE,91,A10022999,대연푸르지오클라센트1단지,남구,대연동,1057.0,45.4014348785872,-1.93197144512941,8.179339443696893,662988212.14566,650000000.0,1.9981864839476948,WITHIN_MODEL_RANGE,STABLE_POSITIVE,SCHOOL_ONLY_POSITIVE,HIGH,HIGH,MEDIUM,0.944,False,LOW,NONE,False,False
CORE_CANDIDATE,92,A60777205,안락SKVIEW,동래구,안락동,1898.0,63.739624724061805,6.002073120502582,18.433401258738435,405489877.3740347,395000000.0,2.655665157983478,WITHIN_MODEL_RANGE,STABLE_POSITIVE,SCHOOL_ONLY_POSITIVE,HIGH,HIGH,MEDIUM,0.904,False,LOW,NONE,False,False
CORE_CANDIDATE,93,A10028037,해운대힐스테이트위브,해운대구,중동,2369.0,64.0762693156733,6.153570078727055,28.259825413803668,845248898.4463947,838729542.0087081,0.7772894730848634,WITHIN_MODEL_RANGE,STABLE_POSITIVE,SCHOOL_ONLY_POSITIVE,MEDIUM,MEDIUM,HIGH,0.906,False,LOW,NONE,False,False
CORE_CANDIDATE,94,A10024535,대신푸르지오2차,서구,서대신동2가,815.0,66.23658940397351,7.130924553026441,3.919096105966047,603781603.2748425,600000000.0000001,0.630267212473723,WITHIN_MODEL_RANGE,STABLE_POSITIVE,SCHOOL_ONLY_POSITIVE,MEDIUM,MEDIUM,MEDIUM,0.75,False,LOW,WIDE_PREDICTION_INTERVAL,False,False
LOCAL_VALUE,1,A10027085,센텀리버SKVIEW,연제구,연산동,529.0,41.013907284768216,-3.740475395032372,-3.554211174456645,457092478.92640334,421738692.5686963,8.382865262463035,POTENTIAL_UNDERVALUED_SIGNAL,STABLE_POSITIVE,LOCAL_ONLY_POSITIVE,HIGH,HIGH,HIGH,0.336,False,LOW,NONE,False,False
LOCAL_VALUE,2,A10028145,대연롯데캐슬,남구,대연동,564.0,76.50546357615895,11.901158122276346,-16.996164380797005,838773708.6568124,779100901.7201774,7.659188534486794,POTENTIAL_UNDERVALUED_SIGNAL,STABLE_POSITIVE,LOCAL_ONLY_POSITIVE,HIGH,HIGH,HIGH,0.038,False,LOW,NONE,False,False
LOCAL_VALUE,3,A60475710,삼환,사하구,다대동,1669.0,40.872958057395145,-3.798017312054647,-10.75674647480569,193000601.9597177,175229387.54375482,10.141686086487866,POTENTIAL_UNDERVALUED_SIGNAL,STABLE_POSITIVE,LOCAL_ONLY_POSITIVE,HIGH,HIGH,HIGH,0.028,False,LOW,NONE,False,False
LOCAL_VALUE,4,A10022844,롯데캐슬라센트,부산진구,부암동,2195.0,70.84387417218544,9.24547906344728,-42.05620897088538,564663072.8598082,517825168.9189189,9.045119231781351,POTENTIAL_UNDERVALUED_SIGNAL,STABLE_POSITIVE,LOCAL_ONLY_POSITIVE,HIGH,HIGH,HIGH,0.0,False,LOW,NONE,False,False
LOCAL_VALUE,5,A61673308,화명롯데캐슬카이저,북구,화명동,5239.0,61.55711920529801,5.025131860740384,-27.44364231373372,832732679.844979,790221387.8459185,5.379668616024547,POTENTIAL_UNDERVALUED_SIGNAL,STABLE_POSITIVE,LOCAL_ONLY_POSITIVE,HIGH,HIGH,HIGH,0.0,False,LOW,NONE,False,False
LOCAL_VALUE,6,A10024697,더샵명지퍼스트월드2단지,강서구,명지동,1406.0,55.55849889624725,2.386140016171568,-20.16945908441412,618270704.9509081,598500000.0,3.3033759316471345,POTENTIAL_UNDERVALUED_SIGNAL,STABLE_POSITIVE,LOCAL_ONLY_POSITIVE,HIGH,HIGH,HIGH,0.0,False,LOW,NONE,False,False
LOCAL_VALUE,7,A10027159,브라운스톤연제2단지,연제구,연산동,521.0,32.301821192052984,-7.233266548593653,-3.084981129838887,607121619.8544558,555181484.0508559,9.355523787396724,POTENTIAL_UNDERVALUED_SIGNAL,STABLE_POSITIVE,LOCAL_ONLY_POSITIVE,HIGH,HIGH,MEDIUM,0.692,False,LOW,NONE,False,False
LOCAL_VALUE,8,A61478901,연지자이2차,부산진구,연지동,1011.0,67.58669977924946,7.7462944098444675,-28.55940960844957,485934583.53418064,465000000.0,4.502060975092603,POTENTIAL_UNDERVALUED_SIGNAL,STABLE_POSITIVE,LOCAL_ONLY_POSITIVE,HIGH,HIGH,MEDIUM,0.306,False,LOW,NONE,False,False
LOCAL_VALUE,9,A61270515,센텀롯데캐슬아파트,해운대구,반여동,1198.0,62.44166666666668,5.4199864989022295,-7.895795532956496,303167239.00252867,294016869.1150115,3.112192138859138,POTENTIAL_UNDERVALUED_SIGNAL,STABLE_POSITIVE,LOCAL_ONLY_POSITIVE,HIGH,HIGH,MEDIUM,0.3,False,LOW,NONE,False,False
LOCAL_VALUE,10,A60710004,안락뜨란채2단지,동래구,안락동,1420.0,63.739624724061805,6.002073120502582,-9.93841104561809,378353514.136017,345954418.205179,9.365134314204004,POTENTIAL_UNDERVALUED_SIGNAL,STABLE_POSITIVE,LOCAL_ONLY_POSITIVE,HIGH,HIGH,MEDIUM,0.298,False,LOW,NONE,False,False
LOCAL_VALUE,11,A61701002,한일유엔아이,사상구,주례동,988.0,33.309713024282566,-6.835761397410256,-10.403806473073962,280176841.05850303,267967604.21898544,4.556236144702064,POTENTIAL_UNDERVALUED_SIGNAL,STABLE_POSITIVE,LOCAL_ONLY_POSITIVE,HIGH,HIGH,MEDIUM,0.054,False,LOW,NONE,False,False
LOCAL_VALUE,12,A61404007,서면롯데캐슬스카이,부산진구,전포동,1395.0,53.49387417218543,1.4932674751597652,-34.06729560927978,433346345.1537083,389363176.79045016,11.29618078571648,POTENTIAL_UNDERVALUED_SIGNAL,STABLE_POSITIVE,LOCAL_ONLY_POSITIVE,HIGH,HIGH,MEDIUM,0.052,False,LOW,NONE,False,False
LOCAL_VALUE,13,A61673103,쌍용스윗닷홈,북구,만덕동,600.0,49.15954746136866,-0.3559155286136817,-28.314585953919792,341107803.5778247,312209715.31336576,9.25598623202799,POTENTIAL_UNDERVALUED_SIGNAL,STABLE_POSITIVE,LOCAL_ONLY_POSITIVE,HIGH,HIGH,MEDIUM,0.02,False,LOW,NONE,False,False
LOCAL_VALUE,14,A10025950,거제센트럴자이,연제구,거제동,878.0,53.12224061810154,1.3333788399028768,-23.03498039795486,754811317.2298219,701456705.125515,7.606258763291729,POTENTIAL_UNDERVALUED_SIGNAL,STABLE_POSITIVE,LOCAL_ONLY_POSITIVE,HIGH,HIGH,MEDIUM,0.014,False,LOW,NONE,False,False
LOCAL_VALUE,15,A10023837,부산오션시티푸르지오,영도구,동삼동,846.0,42.04061810154525,-3.320285339656304,-67.61421053425858,429017728.6690822,400345591.7020274,7.161846554912277,POTENTIAL_UNDERVALUED_SIGNAL,STABLE_POSITIVE,LOCAL_ONLY_POSITIVE,HIGH,HIGH,MEDIUM,0.01,False,LOW,NONE,False,False
LOCAL_VALUE,16,A10025776,더힐시그니처,강서구,명지동,1210.0,44.80794701986755,-2.1785756172302606,-26.16551825317985,656133832.8272052,602123975.5320606,8.969889838287749,POTENTIAL_UNDERVALUED_SIGNAL,STABLE_POSITIVE,LOCAL_ONLY_POSITIVE,HIGH,HIGH,MEDIUM,0.002,False,LOW,NONE,False,False
LOCAL_VALUE,17,A10027790,e편한세상화명힐스,북구,화명동,800.0,61.624392935982335,5.055110262506979,-20.350809823724305,609585224.3042153,555424836.6013072,9.751164178094784,POTENTIAL_UNDERVALUED_SIGNAL,STABLE_POSITIVE,LOCAL_ONLY_POSITIVE,HIGH,HIGH,MEDIUM,0.0,False,LOW,NONE,False,False
LOCAL_VALUE,18,A10028138,동원역삼정그린코아,북구,금곡동,529.0,45.7257174392936,-1.7969640492763173,-36.682687441901344,303239433.0376631,288960264.4329242,4.941568223146997,POTENTIAL_UNDERVALUED_SIGNAL,STABLE_POSITIVE,LOCAL_ONLY_POSITIVE,HIGH,HIGH,LOW,0.954,False,LOW,MULTIPLE_LIMITATIONS,False,True
LOCAL_VALUE,19,A61682908,벽산라인타운,북구,만덕동,1166.0,35.35176600441501,-6.025161527512523,-1.3587989100929505,175432793.16237557,150452488.68778282,16.603450492887205,POTENTIAL_UNDERVALUED_SIGNAL,STABLE_POSITIVE,LOCAL_ONLY_POSITIVE,HIGH,HIGH,LOW,0.854,False,LOW,LOW_SCHOOL_CONFIDENCE,False,False
LOCAL_VALUE,20,A61203014,경남,해운대구,좌동,655.0,61.9123068432671,5.183506659607939,-1.1756193975196618,350641107.46434724,321517755.54247594,9.058085104112944,POTENTIAL_UNDERVALUED_SIGNAL,STABLE_POSITIVE,LOCAL_ONLY_POSITIVE,HIGH,HIGH,LOW,0.842,False,LOW,LOW_SCHOOL_CONFIDENCE,False,False
LOCAL_VALUE,21,A10027621,명지2차금강펜테리움센트럴파크,강서구,명지동,670.0,35.94221854304636,-5.78946760540735,2.6069518222540458,346294147.60339993,313322586.12033284,10.523199712900432,POTENTIAL_UNDERVALUED_SIGNAL,STABLE_POSITIVE,LOCAL_ONLY_POSITIVE,HIGH,HIGH,LOW,0.802,False,LOW,LOW_SCHOOL_CONFIDENCE,False,False
LOCAL_VALUE,22,A61675601,상록한신휴플러스,북구,만덕동,882.0,31.29028697571744,-7.63050299242779,2.8236136078590377,188656100.46071547,146346479.6686747,28.91058321855697,POTENTIAL_UNDERVALUED_SIGNAL,STABLE_POSITIVE,LOCAL_ONLY_POSITIVE,HIGH,HIGH,LOW,0.796,False,LOW,MULTIPLE_LIMITATIONS,False,True
LOCAL_VALUE,23,A61203017,동부,해운대구,좌동,679.0,78.09409492273733,12.657868618893332,-5.132088301728562,378140643.6971376,345000000.0,9.605983680329745,POTENTIAL_UNDERVALUED_SIGNAL,STABLE_POSITIVE,LOCAL_ONLY_POSITIVE,HIGH,HIGH,LOW,0.774,False,LOW,LOW_SCHOOL_CONFIDENCE,False,False
LOCAL_VALUE,24,A60932003,부곡동푸르지오,금정구,부곡동,540.0,62.96931567328919,5.656231160664249,-0.6565150452423394,499124420.4815057,419500000.0,18.98079153313603,POTENTIAL_UNDERVALUED_SIGNAL,STABLE_POSITIVE,LOCAL_ONLY_POSITIVE,HIGH,HIGH,LOW,0.74,False,LOW,LOW_SCHOOL_CONFIDENCE,False,False
LOCAL_VALUE,25,A10023526,힐스테이트연산,연제구,연산동,1651.0,43.889845474613686,-2.5588411448523973,2.775931762830059,618881635.0992824,557163046.5484127,11.077293968652825,POTENTIAL_UNDERVALUED_SIGNAL,STABLE_POSITIVE,LOCAL_ONLY_POSITIVE,HIGH,HIGH,LOW,0.674,False,LOW,LOW_SCHOOL_CONFIDENCE,False,False
LOCAL_VALUE,26,A61175804,현대,연제구,거제동,618.0,44.049558498896246,-2.4927964914782663,-0.1362934414905758,463681603.2560809,449000000.0,3.269844823180601,POTENTIAL_UNDERVALUED_SIGNAL,STABLE_POSITIVE,LOCAL_ONLY_POSITIVE,HIGH,HIGH,LOW,0.628,False,LOW,LOW_SCHOOL_CONFIDENCE,False,False
LOCAL_VALUE,27,A61996303,정관신동아파밀리에,기장군,정관읍용수리,655.0,63.0385761589404,5.687280488702173,2.373410274540639,417038381.3029636,354561230.6110206,17.620976378120968,POTENTIAL_UNDERVALUED_SIGNAL,STABLE_POSITIVE,LOCAL_ONLY_POSITIVE,HIGH,HIGH,LOW,0.61,False,LOW,LOW_SCHOOL_CONFIDENCE,False,False
LOCAL_VALUE,28,A60780108,한일유앤아이,동래구,낙민동,935.0,61.6733995584989,5.076953894670089,2.729132944599,485614980.0152444,458151485.5109567,5.994413501390028,POTENTIAL_UNDERVALUED_SIGNAL,STABLE_POSITIVE,LOCAL_ONLY_POSITIVE,HIGH,HIGH,LOW,0.61,False,LOW,LOW_SCHOOL_CONFIDENCE,False,False
LOCAL_VALUE,29,A61206110,센텀롯데캐슬3차아파트,해운대구,반여동,517.0,75.30364238410596,11.332075238285563,-3.0382692362161965,308388777.3924836,281487745.5214506,9.556732859257998,POTENTIAL_UNDERVALUED_SIGNAL,STABLE_POSITIVE,LOCAL_ONLY_POSITIVE,HIGH,HIGH,LOW,0.566,False,LOW,LOW_SCHOOL_CONFIDENCE,False,False
LOCAL_VALUE,30,A60809004,엘지메트로시티4-2(230~238),남구,용호동,7374.0,76.70408388520971,11.99548793508729,-2.145083741895405,503029867.5662323,484198205.2282482,3.889246621454734,POTENTIAL_UNDERVALUED_SIGNAL,STABLE_POSITIVE,LOCAL_ONLY_POSITIVE,HIGH,HIGH,LOW,0.496,False,LOW,LOW_SCHOOL_CONFIDENCE,False,False
LOCAL_VALUE,31,A61676006,벽산삼협한솔,북구,금곡동,532.0,23.34448123620309,-10.692290331843925,0.6532168749875229,280280667.15884566,225500000.00000003,24.29297878441048,POTENTIAL_UNDERVALUED_SIGNAL,STABLE_POSITIVE,LOCAL_ONLY_POSITIVE,HIGH,HIGH,LOW,0.478,False,LOW,MULTIPLE_LIMITATIONS,False,True
LOCAL_VALUE,32,A60874408,부산대연동푸르지오,남구,대연동,678.0,76.50546357615895,11.901158122276325,1.7336641124637246,528028593.1479488,482816486.0681115,9.36424260240758,POTENTIAL_UNDERVALUED_SIGNAL,STABLE_POSITIVE,LOCAL_ONLY_POSITIVE,HIGH,HIGH,LOW,0.408,False,LOW,LOW_SCHOOL_CONFIDENCE,False,False
LOCAL_VALUE,33,A10027282,부산명지중흥S-클래스프라디움,강서구,명지동,1033.0,43.40231788079471,-2.760167371194133,0.3341538861220741,345840270.63177645,310000000.0,11.5613776231537,POTENTIAL_UNDERVALUED_SIGNAL,STABLE_POSITIVE,LOCAL_ONLY_POSITIVE,HIGH,HIGH,LOW,0.38,False,LOW,LOW_SCHOOL_CONFIDENCE,False,False
LOCAL_VALUE,34,A10023436,데시앙해링턴플레이스파크시티,남구,용호동,1725.0,41.660761589403975,-3.475958164250126,-12.094524804033997,448134772.9691157,378000000.0,18.554172743152296,POTENTIAL_UNDERVALUED_SIGNAL,STABLE_POSITIVE,LOCAL_ONLY_POSITIVE,HIGH,HIGH,LOW,0.162,False,LOW,MULTIPLE_LIMITATIONS,False,True
LOCAL_VALUE,35,A61784208,신구덕우성,사상구,학장동,763.0,38.87693156732892,-4.609203597751899,-11.464514666028764,215840841.66888905,201900300.10003337,6.904666096062617,POTENTIAL_UNDERVALUED_SIGNAL,STABLE_POSITIVE,LOCAL_ONLY_POSITIVE,HIGH,HIGH,LOW,0.148,False,LOW,LOW_SCHOOL_CONFIDENCE,False,False
LOCAL_VALUE,36,A10026445,부산명지중흥S-클래스에듀오션,강서구,명지동,750.0,53.05883002207506,1.306122740881288,-5.446459942605214,455038469.41316783,425000000.0,7.067875156039483,POTENTIAL_UNDERVALUED_SIGNAL,STABLE_POSITIVE,LOCAL_ONLY_POSITIVE,HIGH,HIGH,LOW,0.122,False,LOW,LOW_SCHOOL_CONFIDENCE,False,False
LOCAL_VALUE,37,A10020721,백양산서희스타힐스,부산진구,부암동,1295.0,66.89039735099338,7.428485025184317,-17.684890309951086,565397559.8471347,490000000.0,15.387257111660135,POTENTIAL_UNDERVALUED_SIGNAL,STABLE_POSITIVE,LOCAL_ONLY_POSITIVE,HIGH,HIGH,LOW,0.108,False,LOW,MULTIPLE_LIMITATIONS,False,True
LOCAL_VALUE,38,A10027139,명지국제신도시호반베르디움2차,강서구,명지동,694.0,53.05883002207506,1.306122740881288,-3.235581938842369,533770711.67910135,469000000.00000006,13.810386285522668,POTENTIAL_UNDERVALUED_SIGNAL,STABLE_POSITIVE,LOCAL_ONLY_POSITIVE,HIGH,HIGH,LOW,0.094,False,LOW,LOW_SCHOOL_CONFIDENCE,False,False
LOCAL_VALUE,39,A10023725,백양산베스티움에코포레,북구,만덕동,593.0,40.07654525386313,-4.122503747164741,-17.180458516893353,411741688.2115285,320021198.4332028,28.66075442107634,POTENTIAL_UNDERVALUED_SIGNAL,STABLE_POSITIVE,LOCAL_ONLY_POSITIVE,HIGH,HIGH,LOW,0.078,False,LOW,MULTIPLE_LIMITATIONS,False,True
LOCAL_VALUE,40,A10026975,주례경동리인,사상구,주례동,839.0,58.16153421633554,3.5230580408076584,-16.76080565623576,352053953.2069859,328403600.64610034,7.2016118320127775,POTENTIAL_UNDERVALUED_SIGNAL,STABLE_POSITIVE,LOCAL_ONLY_POSITIVE,HIGH,HIGH,LOW,0.048,False,LOW,LOW_SCHOOL_CONFIDENCE,False,False
LOCAL_VALUE,41,A60776006,한양,동래구,낙민동,552.0,57.23300220750552,3.116065335004304,-36.80156485889557,589627160.4334602,494150283.4398746,19.321425119692904,POTENTIAL_UNDERVALUED_SIGNAL,STABLE_POSITIVE,LOCAL_ONLY_POSITIVE,HIGH,HIGH,LOW,0.0,False,LOW,MULTIPLE_LIMITATIONS,False,True
LOCAL_VALUE,42,A10025662,포레나동래,동래구,낙민동,732.0,57.23300220750552,3.116065335004325,-18.685123724842114,654918191.6972218,618649325.0515451,5.862588897620591,POTENTIAL_UNDERVALUED_SIGNAL,STABLE_POSITIVE,LOCAL_ONLY_POSITIVE,HIGH,HIGH,LOW,0.0,False,LOW,LOW_SCHOOL_CONFIDENCE,False,False
LOCAL_VALUE,43,A10025154,명지화전우방아이유쉘,강서구,화전동,1515.0,10.338024282560706,-15.486632573628622,-0.5347641022393042,191576242.2231306,177000000.0,8.235165097813901,POTENTIAL_UNDERVALUED_SIGNAL,STABLE_POSITIVE,LOCAL_ONLY_POSITIVE,MEDIUM,MEDIUM,MEDIUM,0.604,False,LOW,WIDE_PREDICTION_INTERVAL,False,False
LOCAL_VALUE,44,A60484514,협성르네상스,사하구,장림동,650.0,29.150275938189846,-8.465302955365573,-37.05721128893901,197101518.14733207,177679809.63925123,10.93073464425325,POTENTIAL_UNDERVALUED_SIGNAL,STABLE_POSITIVE,LOCAL_ONLY_POSITIVE,MEDIUM,MEDIUM,MEDIUM,0.004,False,LOW,NONE,False,False
LOCAL_VALUE,45,A61475403,현대1차,부산진구,양정동,1733.0,13.76583885209713,-14.248657021528544,-26.349200699583875,288694675.3902685,249659512.08069435,15.635359928508263,POTENTIAL_UNDERVALUED_SIGNAL,STABLE_POSITIVE,LOCAL_ONLY_POSITIVE,MEDIUM,MEDIUM,MEDIUM,0.0,False,LOW,NONE,False,False
LOCAL_VALUE,46,A61479104,현대2차,부산진구,양정동,1901.0,13.76583885209713,-14.248657021528544,-32.431634569911594,293949528.52241,282150841.2754442,4.181694867054286,POTENTIAL_UNDERVALUED_SIGNAL,STABLE_POSITIVE,LOCAL_ONLY_POSITIVE,MEDIUM,MEDIUM,MEDIUM,0.0,False,LOW,NONE,False,False
LOCAL_VALUE,47,A10024875,브라운스톤하이포레,서구,동대신동3가,554.0,57.267218543046354,3.131034552652268,2.214606503668604,467861854.87104,427622130.6650972,9.410112648603208,POTENTIAL_UNDERVALUED_SIGNAL,STABLE_POSITIVE,LOCAL_ONLY_POSITIVE,MEDIUM,MEDIUM,LOW,1.0,False,LOW,MULTIPLE_LIMITATIONS,False,False
LOCAL_VALUE,48,A61776508,엄궁대림,사상구,엄궁동,741.0,31.78956953642384,-7.434644342161423,1.199998945394093,167067115.04390055,150500000.00000003,11.008049863056812,POTENTIAL_UNDERVALUED_SIGNAL,STABLE_POSITIVE,LOCAL_ONLY_POSITIVE,MEDIUM,MEDIUM,LOW,0.736,False,LOW,LOW_SCHOOL_CONFIDENCE,False,False
LOCAL_VALUE,49,A10026034,대신푸르지오1차,서구,서대신동1가,959.0,62.26407284768212,5.340591167984665,-5.856990315195167,626093707.3721355,605016795.2719257,3.4836904140383096,POTENTIAL_UNDERVALUED_SIGNAL,STABLE_POSITIVE,LOCAL_ONLY_POSITIVE,MEDIUM,MEDIUM,LOW,0.646,False,LOW,LOW_SCHOOL_CONFIDENCE,False,False
LOCAL_VALUE,50,A61996102,정관센트럴파크,기장군,정관읍달산리,588.0,48.791114790286976,-0.5115400562642147,-1.3893593508637891,289652562.39243793,275807273.94640696,5.019914176999296,POTENTIAL_UNDERVALUED_SIGNAL,STABLE_POSITIVE,LOCAL_ONLY_POSITIVE,MEDIUM,MEDIUM,LOW,0.638,False,LOW,MULTIPLE_LIMITATIONS,False,False
LOCAL_VALUE,51,A60106002,두산위브포세이돈2,동구,범일동,690.0,63.84878587196467,6.0511741695158605,-3.128279827833925,402928523.3196232,386000000.0,4.385627803011194,POTENTIAL_UNDERVALUED_SIGNAL,STABLE_POSITIVE,LOCAL_ONLY_POSITIVE,MEDIUM,MEDIUM,LOW,0.486,False,LOW,MULTIPLE_LIMITATIONS,False,False
LOCAL_VALUE,52,A60675801,미광마린타워,영도구,봉래동2가,676.0,42.63222958057395,-3.077330910186382,-11.214755878092443,351733214.9239754,335553196.5086105,4.821893691884327,POTENTIAL_UNDERVALUED_SIGNAL,STABLE_POSITIVE,LOCAL_ONLY_POSITIVE,MEDIUM,MEDIUM,LOW,0.454,False,LOW,MULTIPLE_LIMITATIONS,False,False
LOCAL_VALUE,53,A60474516,신세대지큐빌,사하구,장림동,990.0,35.53813465783665,-5.950831566458703,-2.278619107398427,100166092.11448048,92416229.3694456,8.385824435720934,POTENTIAL_UNDERVALUED_SIGNAL,STABLE_POSITIVE,LOCAL_ONLY_POSITIVE,MEDIUM,MEDIUM,LOW,0.414,False,LOW,LOW_SCHOOL_CONFIDENCE,False,False
