model,variable,coefficient,standard_error,t_stat,p_value,ci95_low,ci95_high,ten_point_association_pct
MODEL_1_M,phase7_school_score,0.0030476297480247303,0.002316877984443607,1.3154036459786256,0.18899707013922193,-0.0014934511014847397,0.0075887105975342,3.094545375419955
MODEL_2_E,elementary_demand_score,0.005902001275110572,0.000983747114854467,5.999510632347521,3.8801490607795086e-09,0.003973856929995817,0.007830145620225328,6.079646998345822
MODEL_3_E_M,elementary_demand_score,0.005836382801868432,0.0009823331659320356,5.941347604130707,5.408128742363802e-09,0.003911009796641642,0.007761755807095222,6.0100619863729055
MODEL_3_E_M,phase7_school_score,0.0011450505418061935,0.002229536482426905,0.5135823301531168,0.6077784021025097,-0.003224840963750541,0.005514942047362928,1.1516313393560518
MODEL_4_E_M_INTERACTION,elementary_demand_score,0.005933924961548566,0.005651638735931964,1.0499476769139335,0.2942661360474756,-0.005143286960878085,0.017011136883975216,6.113516938207142
MODEL_4_E_M_INTERACTION,phase7_school_score,0.0012412028826897532,0.005797236196641663,0.21410252068197283,0.8305572779470147,-0.010121380062727905,0.012603785828107412,1.248937774441461
MODEL_4_E_M_INTERACTION,EM_interaction,-0.01630592747731452,0.9532465881938902,-0.01710567620095997,0.9863593595974424,-1.8846692403373393,1.8520573853827103,
