apartment_id,apartment_name,gu,legal_dong,household_count,elementary_school_name,elementary_demand_score,school_premium_core_score,school_premium_confidence,estimated_school_premium_pct,school_value_gap_pct,residual_method_gap_pct,comparable_method_gap_pct,gap_confidence,data_quality_flag,comparable_count,gap_method_agreement,gap_6m,gap_12m,gap_24m,temporal_sign_pattern,temporal_stability,gap_positive_probability,bootstrap_gap_median,bootstrap_gap_p05,bootstrap_gap_p95,bootstrap_stability,original_sanity_flag,sanity_flag_reason,sanity_severity,candidate_tier,tier_reason,original_phase145_candidate
A60883203,용호동일신님(林)Ⅱ,남구,용호동,710.0,용호초등학교,50.4907284768212,50.4907284768212,B,0.2084016529988908,14.814645120605231,15.109041462118167,14.520248779092292,MEDIUM,OK,8.0,STRONG_POSITIVE,14.814645120605231,16.07787518505102,15.00018710779959,+++,STABLE_POSITIVE,0.994,16.51079666812151,8.010323086229274,28.348744581814508,VERY_STABLE_POSITIVE,False,NONE,NONE,NOT_CANDIDATE,NOT_IN_ORIGINAL_PHASE145_CANDIDATES,False
A60931004,구서동쌍용예가2단지,금정구,구서동,809.0,장서초등학교,68.62759381898455,68.62759381898455,B,8.223137901907073,-16.189777017671595,-10.76465464462746,-21.614899390715728,MEDIUM,OK,6.0,STRONG_NEGATIVE,-16.189777017671595,-13.270463036536684,-14.132355948224896,---,STABLE_NEGATIVE,0.066,-13.580815499084183,-54.30915313296062,1.526832642741261,VERY_STABLE_NEGATIVE,False,NONE,NONE,NOT_CANDIDATE,NOT_IN_ORIGINAL_PHASE145_CANDIDATES,False
A60931207,구서동롯데캐슬골드2단지(1049),금정구,구서동,1926.0,두실초등학교,72.37748344370861,72.37748344370861,B,9.958561114440824,6.760723069443386,14.522486237123957,-1.0010400982371834,LOW,METHOD_DIRECTION_DISAGREEMENT,6.0,MIXED_POSITIVE_RESIDUAL,6.7607230694433875,6.160441907641102,9.070321576497921,+++,STABLE_POSITIVE,0.6,5.849831779717337,-33.433480075914495,17.786375238840108,UNCERTAIN,False,METHOD_DISAGREEMENT,MINOR,NOT_CANDIDATE,NOT_IN_ORIGINAL_PHASE145_CANDIDATES,False
A60932003,부곡동푸르지오,금정구,부곡동,540.0,현곡초등학교,62.96931567328919,62.96931567328919,B,5.656231160664249,-0.6565150452423394,12.200046566136011,-13.513076656620694,LOW,METHOD_DIRECTION_DISAGREEMENT,7.0,MIXED_POSITIVE_RESIDUAL,-0.6565150452423403,3.0413792477967085,2.241583690886106,-++,MIXED,0.74,2.6692737991138027,-38.852168446588934,16.967988780908197,UNCERTAIN,False,METHOD_DISAGREEMENT,MINOR,NOT_CANDIDATE,NOT_IN_ORIGINAL_PHASE145_CANDIDATES,False
A60939002,장전동금정산SKVIEW,금정구,장전동,1306.0,금빛초등학교,60.48051876379692,60.48051876379692,B,4.54654129164298,-3.5595118699917387,8.41457995388284,-15.533603693866317,LOW,METHOD_DIRECTION_DISAGREEMENT,13.0,MIXED_POSITIVE_RESIDUAL,-3.559511869991738,-0.7697528394353057,1.2315280429198658,--+,MIXED,0.438,-0.8154901362639988,-20.13998586807415,4.1320116754008005,UNCERTAIN,False,METHOD_DISAGREEMENT,MINOR,NOT_CANDIDATE,NOT_IN_ORIGINAL_PHASE145_CANDIDATES,False
A60939003,벽산블루밍장전디자인시티2단지,금정구,장전동,1539.0,금빛초등학교,60.48051876379692,60.48051876379692,B,4.54654129164298,12.265866769794291,21.641979782009404,2.889753757579183,HIGH,OK,10.0,STRONG_POSITIVE,12.265866769794293,14.071831172664373,14.411400412531195,+++,STABLE_POSITIVE,1.0,14.0781709936706,9.143291975606882,18.382398753711655,VERY_STABLE_POSITIVE,False,NONE,NONE,NOT_CANDIDATE,NOT_IN_ORIGINAL_PHASE145_CANDIDATES,False
A60939004,금정산쌍용예가,금정구,장전동,514.0,장전초등학교,29.61887417218544,29.61887417218544,B,-8.283154328757059,-0.9075959554307902,0.9063829883243048,-2.721574899185885,LOW,METHOD_DIRECTION_DISAGREEMENT,8.0,MIXED_POSITIVE_RESIDUAL,-0.9075959554307902,-1.737202380451858,-1.003215138903851,---,STABLE_NEGATIVE,0.292,-1.942179271360045,-11.988016302828001,3.5958859896047835,UNCERTAIN,False,METHOD_DISAGREEMENT,MINOR,NOT_CANDIDATE,NOT_IN_ORIGINAL_PHASE145_CANDIDATES,False
A60939005,금정산2차쌍용예가,금정구,장전동,565.0,장전초등학교,29.61887417218544,29.61887417218544,B,-8.28315432875707,-10.65626794341498,-5.553216008373706,-15.759319878456257,MEDIUM,OK,7.0,STRONG_NEGATIVE,-10.656267943414981,-8.77695350265909,-5.5985786097551005,---,STABLE_NEGATIVE,0.094,-7.781930603907114,-15.065719927622562,1.1888074437085006,VERY_STABLE_NEGATIVE,False,NONE,NONE,NOT_CANDIDATE,NOT_IN_ORIGINAL_PHASE145_CANDIDATES,False
A60970301,대우,금정구,부곡동,1270.0,부곡초등학교,65.36490066225166,65.36490066225166,B,6.735483935817577,-12.40901512924777,-1.112964774109293,-23.70506548438625,MEDIUM,OK,7.0,STRONG_NEGATIVE,-12.40901512924777,-8.854748195688567,-9.273838203053241,---,STABLE_NEGATIVE,0.178,-10.104560774724275,-53.821636775587294,3.1051766477036167,STABLE_NEGATIVE,False,NONE,NONE,NOT_CANDIDATE,NOT_IN_ORIGINAL_PHASE145_CANDIDATES,False
A60971101,구서동롯데캐슬골드1단지(1051),금정구,구서동,1728.0,두실초등학교,72.37748344370861,72.37748344370861,B,9.9585611144408,-2.3849586207392197,4.980467850541471,-9.750385092019908,LOW,METHOD_DIRECTION_DISAGREEMENT,6.0,MIXED_POSITIVE_RESIDUAL,-2.38495862073922,-2.0237900898501877,-2.2768133272766184,---,STABLE_NEGATIVE,0.412,-2.461863420349216,-40.31094586225282,10.258024388305035,UNCERTAIN,False,METHOD_DISAGREEMENT,MINOR,NOT_CANDIDATE,NOT_IN_ORIGINAL_PHASE145_CANDIDATES,False
A60975204,선경1,금정구,구서동,616.0,구서초등학교,66.87472406181016,66.87472406181016,B,7.421342152450361,8.960534332905457,-15.999984663082277,33.921053328893194,LOW,METHOD_DIRECTION_DISAGREEMENT,6.0,MIXED_POSITIVE_COMPARABLE,8.960534332905459,-5.211169497525367,-6.308737993630347,+--,MIXED,0.084,-5.225947550827966,-39.800737737599086,1.339447725983152,VERY_STABLE_NEGATIVE,False,METHOD_DISAGREEMENT,MINOR,NOT_CANDIDATE,NOT_IN_ORIGINAL_PHASE145_CANDIDATES,False
A60975303,경남한신,금정구,부곡동,1408.0,금양초등학교,37.02941501103752,37.02941501103752,B,-5.35393851055116,5.214133584891135,-0.3035702366300912,10.73183740641236,LOW,METHOD_DIRECTION_DISAGREEMENT,7.0,NEUTRAL_OR_ZERO,5.214133584891135,4.119712433638806,2.9495946583828525,+++,STABLE_POSITIVE,0.628,3.2934204767213426,-37.88810453079357,8.303221037349129,UNCERTAIN,False,NONE,NONE,NOT_CANDIDATE,NOT_IN_ORIGINAL_PHASE145_CANDIDATES,False
A60975404,뉴그린1,금정구,부곡동,990.0,서동초등학교,52.94050772626932,52.94050772626932,B,1.2552832680640114,49.31748030239528,44.14742712993599,54.48753347485456,MEDIUM,OK,7.0,STRONG_POSITIVE,49.317480302395275,42.13711052428428,41.88344882620062,+++,STABLE_POSITIVE,1.0,42.09711253047523,33.3763467269525,46.45305385299521,VERY_STABLE_POSITIVE,False,NONE,NONE,NOT_CANDIDATE,NOT_IN_ORIGINAL_PHASE145_CANDIDATES,False
A60975502,에스케이아파트,금정구,부곡동,1084.0,금양초등학교,37.02941501103752,37.02941501103752,B,-5.3539385105511705,-27.790819996445126,-29.389240890603265,-26.192399102286988,MEDIUM,OK,7.0,STRONG_NEGATIVE,-27.790819996445126,-28.47236094544131,-28.14810414682173,---,STABLE_NEGATIVE,0.002,-28.597257947096814,-73.56523250259262,-14.90727363386834,VERY_STABLE_NEGATIVE,False,NONE,NONE,NOT_CANDIDATE,NOT_IN_ORIGINAL_PHASE145_CANDIDATES,False
A60976105,선경3,금정구,구서동,795.0,남산초등학교,60.11037527593818,60.11037527593818,B,4.382502486431306,32.23974858970552,15.096614991662662,49.38288218774838,MEDIUM,OK,6.0,STRONG_POSITIVE,32.23974858970552,27.179446832682025,23.55375240072558,+++,STABLE_POSITIVE,0.994,27.91675628807058,18.54854523395806,34.17413780555053,VERY_STABLE_POSITIVE,False,NONE,NONE,NOT_CANDIDATE,NOT_IN_ORIGINAL_PHASE145_CANDIDATES,False
A60976501,부곡시영,금정구,부곡동,553.0,동현초등학교,49.04194260485652,49.04194260485652,B,,,,,LOW,RECENT_PRICE_MISSING,,INSUFFICIENT,,,,NANANA,INSUFFICIENT,,,,,,True,LOW_TRANSACTION;COMPARABLE_SHORTAGE,MAJOR,NOT_CANDIDATE,NOT_IN_ORIGINAL_PHASE145_CANDIDATES,False
A60976502,부곡늘푸른아파트,금정구,부곡동,885.0,동현초등학교,49.04194260485652,49.04194260485652,B,-0.4056177952864392,47.418928488184,38.50859399483513,56.32926298153288,MEDIUM,OK,7.0,STRONG_POSITIVE,47.41892848818401,43.76510014503258,41.3999820095027,+++,STABLE_POSITIVE,1.0,43.10939307636977,36.144347320475006,48.21965103451619,VERY_STABLE_POSITIVE,False,NONE,NONE,NOT_CANDIDATE,NOT_IN_ORIGINAL_PHASE145_CANDIDATES,False
A60976902,경동,금정구,청룡동,612.0,청룡초등학교,50.54679911699779,50.54679911699779,B,0.232241258076038,40.58012368662183,28.83446303406337,52.325784339180295,HIGH,OK,10.0,STRONG_POSITIVE,40.58012368662183,38.510829047981275,36.903364836571356,+++,STABLE_POSITIVE,1.0,38.60773052173398,31.80031915999734,43.1732042925375,VERY_STABLE_POSITIVE,False,NONE,NONE,NOT_CANDIDATE,NOT_IN_ORIGINAL_PHASE145_CANDIDATES,False
A60980506,구서우성,금정구,구서동,1118.0,구서초등학교,66.87472406181016,66.87472406181016,B,7.421342152450339,51.71688562541383,41.96787835863688,61.46589289219079,MEDIUM,OK,6.0,STRONG_POSITIVE,51.71688562541383,52.78822648928083,50.48436283417222,+++,STABLE_POSITIVE,1.0,52.87118831274192,44.83582709114164,57.27532328612409,VERY_STABLE_POSITIVE,False,NONE,NONE,TIER_1,ALL_TIER1_RULES_PASSED,True
A60982103,우신뉴타운,금정구,부곡동,552.0,부곡초등학교,65.36490066225166,65.36490066225166,B,6.735483935817554,12.642168759364203,0.5377350132315772,24.74660250549683,MEDIUM,OK,7.0,STRONG_POSITIVE,20.273361889117187,12.642168759364203,19.28437952009121,+++,STABLE_POSITIVE,0.9,14.688367009630745,-25.411431675701266,20.42505260529699,VERY_STABLE_POSITIVE,False,NONE,NONE,NOT_CANDIDATE,NOT_IN_ORIGINAL_PHASE145_CANDIDATES,False
A61175110,주공,연제구,연산동,2038.0,토현초등학교,46.31578366445916,46.31578366445916,B,-1.5508269283849851,-9.95496548365113,-34.60311680699161,14.693185839689349,LOW,METHOD_DIRECTION_DISAGREEMENT,15.0,MIXED_POSITIVE_COMPARABLE,-9.95496548365113,-11.736115535632257,-16.43407260902565,---,STABLE_NEGATIVE,0.0,-13.21337599835779,-19.345525240029648,-6.221760568909853,VERY_STABLE_NEGATIVE,False,METHOD_DISAGREEMENT,MINOR,NOT_CANDIDATE,NOT_IN_ORIGINAL_PHASE145_CANDIDATES,False
A61175209,한양(1차),연제구,연산동,1452.0,연천초등학교,69.14166666666668,69.14166666666668,B,8.459417486960707,10.048298352178458,-21.188762462333344,41.285359166690256,LOW,METHOD_DIRECTION_DISAGREEMENT,15.0,MIXED_POSITIVE_COMPARABLE,10.048298352178456,7.234945635182854,7.969519150061139,+++,STABLE_POSITIVE,0.99,7.062376514509185,2.133066768296354,12.072270693994033,VERY_STABLE_POSITIVE,False,METHOD_DISAGREEMENT,MINOR,NOT_CANDIDATE,NOT_IN_ORIGINAL_PHASE145_CANDIDATES,False
A61175804,현대,연제구,거제동,618.0,연제초등학교,44.049558498896246,44.049558498896246,B,-2.4927964914782663,-0.1362934414905758,-37.1609831218479,36.88839623886675,LOW,METHOD_DIRECTION_DISAGREEMENT,9.0,MIXED_POSITIVE_COMPARABLE,-1.0374169918843492,1.5712472457293352,0.4236634921698119,-++,MIXED,0.628,0.9996134041112796,-7.976574188664673,5.37255728462215,UNCERTAIN,False,METHOD_DISAGREEMENT,MINOR,NOT_CANDIDATE,NOT_IN_ORIGINAL_PHASE145_CANDIDATES,False
A61175901,연산자이,연제구,연산동,1598.0,연동초등학교,73.0110927152318,73.0110927152318,B,10.254527335247989,7.063048429757501,6.122109366566675,8.003987492948328,HIGH,OK,10.0,STRONG_POSITIVE,7.063048429757503,14.37394382318671,15.223471409164826,+++,STABLE_POSITIVE,0.998,14.307273624912908,4.177892647175017,18.065084366240665,VERY_STABLE_POSITIVE,False,NONE,NONE,NOT_CANDIDATE,NOT_IN_ORIGINAL_PHASE145_CANDIDATES,False
A61176308,선경,연제구,연산동,576.0,토현초등학교,46.31578366445916,46.31578366445916,B,-1.550826928384963,16.40555747752387,-2.714207335714736,35.52532229076248,LOW,METHOD_DIRECTION_DISAGREEMENT,15.0,MIXED_POSITIVE_COMPARABLE,16.405557477523875,23.24001913719374,18.31128657276389,+++,STABLE_POSITIVE,1.0,23.954145866010062,13.376674575728249,33.76979971063036,VERY_STABLE_POSITIVE,False,METHOD_DISAGREEMENT,MINOR,NOT_CANDIDATE,NOT_IN_ORIGINAL_PHASE145_CANDIDATES,False
A61176411,연산엘지,연제구,연산동,2302.0,연천초등학교,69.14166666666668,69.14166666666668,B,8.459417486960685,46.648956889678985,41.50168621457102,51.79622756478695,HIGH,OK,15.0,STRONG_POSITIVE,46.648956889678985,46.30721970824344,45.93798237953467,+++,STABLE_POSITIVE,1.0,46.231426709837756,42.795071017683206,50.09969008024703,VERY_STABLE_POSITIVE,False,NONE,NONE,TIER_1,ALL_TIER1_RULES_PASSED,True
A61176513,거제1차현대홈타운,연제구,거제동,1127.0,남문초등학교,89.40375275938192,89.40375275938192,B,18.194926423582803,3.494882573201416,-16.979645924914298,23.96941107131713,LOW,METHOD_DIRECTION_DISAGREEMENT,9.0,MIXED_POSITIVE_COMPARABLE,-1.4468296997123247,6.282696846531417,9.47116848384878,-++,MIXED,0.646,6.702582780257597,-23.588420598461962,14.277903207321643,UNCERTAIN,False,METHOD_DISAGREEMENT,MINOR,NOT_CANDIDATE,NOT_IN_ORIGINAL_PHASE145_CANDIDATES,False
A61176612,거제2차현대홈타운,연제구,거제동,1110.0,남문초등학교,89.40375275938192,89.40375275938192,B,18.194926423582803,-20.79578004342304,-46.77321070985555,5.18165062300946,LOW,METHOD_DIRECTION_DISAGREEMENT,9.0,MIXED_POSITIVE_COMPARABLE,-25.056124375046977,-20.063032974664708,-19.475147788775423,---,STABLE_NEGATIVE,0.008,-19.685492679086813,-50.166049149820395,-8.99650815288182,VERY_STABLE_NEGATIVE,False,METHOD_DISAGREEMENT,MINOR,NOT_CANDIDATE,NOT_IN_ORIGINAL_PHASE145_CANDIDATES,False
A61176709,쌍용,연제구,거제동,502.0,남문초등학교,89.40375275938192,89.40375275938192,B,18.194926423582803,-21.83659676077992,-55.73975373122893,12.0665602096691,LOW,METHOD_DIRECTION_DISAGREEMENT,9.0,MIXED_POSITIVE_COMPARABLE,-25.837395606942216,-27.28268232594588,-17.275678581201802,---,STABLE_NEGATIVE,0.0,-21.316524198043403,-52.270775359497506,-7.9915222898232505,VERY_STABLE_NEGATIVE,False,METHOD_DISAGREEMENT,MINOR,NOT_CANDIDATE,NOT_IN_ORIGINAL_PHASE145_CANDIDATES,False
A61176911,거제동롯데캐슬,연제구,거제동,540.0,연서초등학교,38.8735651214128,38.8735651214128,B,-4.6105659291555305,21.84797896796309,5.143681305413184,38.55227663051299,MEDIUM,OK,9.0,STRONG_POSITIVE,21.003071200657672,24.005925908354648,21.97070100607089,+++,STABLE_POSITIVE,0.998,23.598739649906747,15.230066104575558,26.034672338694005,VERY_STABLE_POSITIVE,False,NONE,NONE,NOT_CANDIDATE,NOT_IN_ORIGINAL_PHASE145_CANDIDATES,False
A61177214,거제동월드메르디앙,연제구,거제동,1156.0,연서초등학교,38.8735651214128,38.8735651214128,B,-4.610565929155519,-6.825596218326784,-28.027323625923884,14.376131189270314,LOW,METHOD_DIRECTION_DISAGREEMENT,9.0,MIXED_POSITIVE_COMPARABLE,-8.029892350334567,-2.6641163371932297,-0.2843052365010994,---,STABLE_NEGATIVE,0.29,-2.3562365189540304,-30.40689839776471,5.8722477961098924,UNCERTAIN,False,METHOD_DISAGREEMENT,MINOR,NOT_CANDIDATE,NOT_IN_ORIGINAL_PHASE145_CANDIDATES,False
A61180503,유림아시아드,연제구,거제동,1330.0,거제초등학교,79.81103752759383,79.81103752759383,B,13.481452234165236,60.45873394525846,50.7297360281793,70.18773186233761,MEDIUM,OK,9.0,STRONG_POSITIVE,59.815154951074824,60.0123787761973,58.33722879418428,+++,STABLE_POSITIVE,1.0,59.734542420616435,52.93131471370119,63.59473947978795,VERY_STABLE_POSITIVE,False,NONE,NONE,TIER_1,ALL_TIER1_RULES_PASSED,True
A61201007,롯데캐슬마린,해운대구,중동,792.0,해운대초등학교,81.58217439293598,81.58217439293598,B,14.337341114040411,-7.486711394352575,-15.332699754961986,0.3592769662568376,LOW,METHOD_DIRECTION_DISAGREEMENT,33.0,NEUTRAL_OR_ZERO,-7.486711394352576,-3.569413113195643,0.5395686777456472,--+,MIXED,0.23,-4.207677961270177,-17.27179360206297,3.293071612293295,STABLE_NEGATIVE,False,NONE,NONE,NOT_CANDIDATE,NOT_IN_ORIGINAL_PHASE145_CANDIDATES,False
A61202004,대우트럼프월드센텀,해운대구,우동,564.0,강동초등학교,65.61307947019867,65.61307947019867,B,6.847921108681909,-65.63874836836254,-83.96566525157888,-47.31183148514617,HIGH,OK,11.0,STRONG_NEGATIVE,-65.63874836836253,-67.96411421477914,-72.4529001447358,---,STABLE_NEGATIVE,0.0,-67.99906236789175,-96.05505140773137,-58.570613974249035,VERY_STABLE_NEGATIVE,False,NONE,NONE,NOT_CANDIDATE,NOT_IN_ORIGINAL_PHASE145_CANDIDATES,False
A61202007,해운대두산위브더제니스,해운대구,우동,1788.0,해원초등학교,76.8108719646799,76.8108719646799,B,12.046237162333128,-15.670418666833164,-17.71068834912586,-13.630148984540469,HIGH,OK,18.0,STRONG_NEGATIVE,-15.026013926459482,-12.847269894834689,-9.166301990652649,---,STABLE_NEGATIVE,0.0,-12.03948494268744,-25.194183962246854,-5.897498176057498,VERY_STABLE_NEGATIVE,False,NONE,NONE,NOT_CANDIDATE,NOT_IN_ORIGINAL_PHASE145_CANDIDATES,False
A61202008,쌍용예가,남구,용호동,773.0,백운초등학교,24.534823399558498,24.534823399558498,B,-10.240158018244928,7.435312134560327,10.868664757057743,4.001959512062914,MEDIUM,OK,8.0,STRONG_POSITIVE,7.435312134560327,8.001980626954884,7.685585241189335,+++,STABLE_POSITIVE,0.92,8.337783736391073,-0.6338507463565001,20.999177826297373,VERY_STABLE_POSITIVE,False,NONE,NONE,NOT_CANDIDATE,NOT_IN_ORIGINAL_PHASE145_CANDIDATES,False
A61202009,해운대자이1단지,해운대구,우동,1059.0,해림초등학교,72.85044150110376,72.85044150110376,B,10.179409993571674,-17.43534007557609,-13.281894498376404,-21.588785652775776,MEDIUM,OK,6.0,STRONG_NEGATIVE,-17.43534007557609,-7.649186319151359,-5.186723605762368,---,STABLE_NEGATIVE,0.35,-5.277062470390731,-27.938436739725457,12.798775825529061,UNCERTAIN,False,NONE,NONE,NOT_CANDIDATE,NOT_IN_ORIGINAL_PHASE145_CANDIDATES,False
A61202011,센텀두산위브,해운대구,우동,581.0,강동초등학교,65.61307947019867,65.61307947019867,B,6.847921108681909,26.042009088189005,22.57788728021485,29.506130896163164,MEDIUM,OK,7.0,STRONG_POSITIVE,26.350621593045013,26.857322511926824,26.876991393835425,+++,STABLE_POSITIVE,1.0,27.025865009887013,24.444021050633598,30.866603416129028,VERY_STABLE_POSITIVE,False,NONE,NONE,TIER_1,ALL_TIER1_RULES_PASSED,True
A61203012,영남,해운대구,좌동,512.0,좌산초등학교,62.41092715231788,62.41092715231788,B,5.406239769200183,12.121017830422543,-0.1733880679986255,24.415423728843717,LOW,METHOD_DIRECTION_DISAGREEMENT,5.0,NEUTRAL_OR_ZERO,12.121017830422543,13.564480974502642,9.971652098583473,+++,STABLE_POSITIVE,1.0,13.605717433522452,8.149213181319924,19.23059719197387,VERY_STABLE_POSITIVE,False,NONE,NONE,NOT_CANDIDATE,NOT_IN_ORIGINAL_PHASE145_CANDIDATES,False
A61203013,두산2,해운대구,좌동,632.0,신곡초등학교,75.86605960264902,75.86605960264902,B,11.598028228028756,-24.37346569910208,-39.82557641822271,-8.921354979981455,HIGH,OK,12.0,STRONG_NEGATIVE,-24.373465699102084,-26.397672693279127,-21.072513664786882,---,STABLE_NEGATIVE,0.0,-26.377750154791315,-31.108028932122753,-21.555589305329043,VERY_STABLE_NEGATIVE,False,NONE,NONE,NOT_CANDIDATE,NOT_IN_ORIGINAL_PHASE145_CANDIDATES,False
A61203014,경남,해운대구,좌동,655.0,양운초등학교,61.9123068432671,61.9123068432671,B,5.183506659607939,-1.1756193975196618,-11.249723271726976,8.898484476687651,LOW,METHOD_DIRECTION_DISAGREEMENT,27.0,MIXED_POSITIVE_COMPARABLE,-1.1756193975196618,1.1812270686792745,5.526250980320696,-++,MIXED,0.842,3.0163429720969943,-1.8080572123027308,8.83915747568763,STABLE_POSITIVE,False,METHOD_DISAGREEMENT,MINOR,NOT_CANDIDATE,NOT_IN_ORIGINAL_PHASE145_CANDIDATES,False
A61203015,한일,해운대구,좌동,662.0,신도초등학교,67.07527593818985,67.07527593818985,B,7.5127765950223635,3.7842149175865103,-13.433769835876252,21.002199671049272,LOW,METHOD_DIRECTION_DISAGREEMENT,13.0,MIXED_POSITIVE_COMPARABLE,3.7842149175865103,6.677133105870441,1.2073440859593116,+++,STABLE_POSITIVE,0.816,3.8412213411369303,-5.1958964169263036,13.341221514020607,STABLE_POSITIVE,False,METHOD_DISAGREEMENT,MINOR,NOT_CANDIDATE,NOT_IN_ORIGINAL_PHASE145_CANDIDATES,False
A61203016,동신,해운대구,좌동,676.0,부흥초등학교,82.6453642384106,82.6453642384106,B,14.854217222538546,8.861271060769088,-3.812836657604146,21.53537877914232,LOW,METHOD_DIRECTION_DISAGREEMENT,15.0,MIXED_POSITIVE_COMPARABLE,8.861271060769088,10.320440173616515,6.979798565565754,+++,STABLE_POSITIVE,0.992,9.859880194567596,3.892695665077537,15.523341549375509,VERY_STABLE_POSITIVE,False,METHOD_DISAGREEMENT,MINOR,NOT_CANDIDATE,NOT_IN_ORIGINAL_PHASE145_CANDIDATES,False
A61203017,동부,해운대구,좌동,679.0,상당초등학교,78.09409492273733,78.09409492273733,B,12.657868618893332,-5.132088301728562,-23.47270496833873,13.208528364881612,LOW,METHOD_DIRECTION_DISAGREEMENT,25.0,MIXED_POSITIVE_COMPARABLE,-5.13208830172856,3.8679444246269625,5.404318505685786,-++,MIXED,0.774,2.8938486045602296,-10.35090392782164,8.260452787883358,STABLE_POSITIVE,False,METHOD_DISAGREEMENT,MINOR,NOT_CANDIDATE,NOT_IN_ORIGINAL_PHASE145_CANDIDATES,False
A61203018,대림2,해운대구,좌동,682.0,좌동초등학교,59.09834437086093,59.09834437086093,B,3.935307150387124,-15.317064222787366,-25.333507768878214,-5.300620676696522,HIGH,OK,15.0,STRONG_NEGATIVE,-15.317064222787367,-21.279016776833625,-14.490268166952314,---,STABLE_NEGATIVE,0.0,-16.497758561631656,-23.262148704995045,-6.88172410237332,VERY_STABLE_NEGATIVE,False,NONE,NONE,NOT_CANDIDATE,NOT_IN_ORIGINAL_PHASE145_CANDIDATES,False
A61203019,삼성,해운대구,좌동,728.0,상당초등학교,78.09409492273733,78.09409492273733,B,12.657868618893351,-23.307041079292524,-35.4326419696299,-11.18144018895515,HIGH,OK,16.0,STRONG_NEGATIVE,-23.307041079292524,-21.477404604991115,-21.187319489462354,---,STABLE_NEGATIVE,0.0,-20.6447776636584,-26.70148858123331,-14.375815217284885,VERY_STABLE_NEGATIVE,False,NONE,NONE,NOT_CANDIDATE,NOT_IN_ORIGINAL_PHASE145_CANDIDATES,False
A61203020,건영1,해운대구,좌동,788.0,부흥초등학교,82.6453642384106,82.6453642384106,B,14.854217222538658,5.714488470816667,-3.4573232961421425,14.886300237775474,LOW,METHOD_DIRECTION_DISAGREEMENT,27.0,MIXED_POSITIVE_COMPARABLE,5.714488470816666,6.986569918980424,6.77652945296785,+++,STABLE_POSITIVE,0.99,7.391756476864975,2.6628274944981416,12.082007846856191,VERY_STABLE_POSITIVE,False,METHOD_DISAGREEMENT,MINOR,NOT_CANDIDATE,NOT_IN_ORIGINAL_PHASE145_CANDIDATES,False
A61203021,해운대 센트럴파크,해운대구,좌동,799.0,양운초등학교,61.9123068432671,61.9123068432671,B,5.183506659607939,21.00800562864656,12.495586809500349,29.52042444779277,HIGH,OK,15.0,STRONG_POSITIVE,21.008005628646558,18.365214950658203,17.015292258143504,+++,STABLE_POSITIVE,1.0,18.641592678434492,16.18390820057909,20.964895219642983,VERY_STABLE_POSITIVE,False,NONE,NONE,NOT_CANDIDATE,NOT_IN_ORIGINAL_PHASE145_CANDIDATES,False
A61203022,롯데3차,해운대구,좌동,824.0,부흥초등학교,82.6453642384106,82.6453642384106,B,14.854217222538637,-4.169990445384608,-12.456860839100182,4.116879948330965,LOW,METHOD_DIRECTION_DISAGREEMENT,15.0,MIXED_POSITIVE_COMPARABLE,-4.169990445384607,-0.1308794272020566,-0.5621474863471967,---,STABLE_NEGATIVE,0.446,-0.4556853548265334,-4.771111613439209,3.433002168467182,UNCERTAIN,False,METHOD_DISAGREEMENT,MINOR,NOT_CANDIDATE,NOT_IN_ORIGINAL_PHASE145_CANDIDATES,False
A61203023,롯데4,해운대구,좌동,842.0,부흥초등학교,82.6453642384106,82.6453642384106,B,14.854217222538658,13.781700992141444,8.048836124879589,19.514565859403294,HIGH,OK,16.0,STRONG_POSITIVE,13.781700992141444,12.577697341422734,9.985727307098758,+++,STABLE_POSITIVE,1.0,12.005980384734745,8.402346226989577,15.352531073693417,VERY_STABLE_POSITIVE,False,NONE,NONE,NOT_CANDIDATE,NOT_IN_ORIGINAL_PHASE145_CANDIDATES,False
A61203024,대우,해운대구,좌동,852.0,해송초등학교,61.5385761589404,61.5385761589404,B,5.016870245024108,-12.31449568220021,-23.850270246034054,-0.7787211183663656,HIGH,OK,16.0,STRONG_NEGATIVE,-12.31449568220021,-11.264239909217753,-9.202812299837582,---,STABLE_NEGATIVE,0.014,-9.964295919880616,-14.06444855953225,-2.79297137069186,VERY_STABLE_NEGATIVE,False,NONE,NONE,NOT_CANDIDATE,NOT_IN_ORIGINAL_PHASE145_CANDIDATES,False
A61203025,벽산1,해운대구,좌동,880.0,신곡초등학교,75.86605960264902,75.86605960264902,B,11.598028228028737,-46.58421806266741,-63.9268240744432,-29.241612050891597,HIGH,OK,27.0,STRONG_NEGATIVE,-46.5842180626674,-48.877826858235125,-36.976817314814525,---,STABLE_NEGATIVE,0.0,-46.53833292312295,-51.74788318994295,-37.63191260264565,VERY_STABLE_NEGATIVE,False,NONE,NONE,NOT_CANDIDATE,NOT_IN_ORIGINAL_PHASE145_CANDIDATES,False
