apartment_id,apartment_name,gu,legal_dong,household_count,elementary_school_name,elementary_demand_score,school_premium_core_score,school_premium_confidence,estimated_school_premium_pct,school_value_gap_pct,residual_method_gap_pct,comparable_method_gap_pct,gap_confidence,data_quality_flag,comparable_count,gap_method_agreement,gap_6m,gap_12m,gap_24m,temporal_sign_pattern,temporal_stability,gap_positive_probability,bootstrap_gap_median,bootstrap_gap_p05,bootstrap_gap_p95,bootstrap_stability,original_sanity_flag,sanity_flag_reason,sanity_severity,candidate_tier,tier_reason,original_phase145_candidate
A10025593,대연자이,남구,대연동,965.0,대천초등학교,59.75827814569536,59.75827814569536,B,4.226700272368311,-28.68142335242596,-37.55257415628916,-19.81027254856276,HIGH,OK,11.0,STRONG_NEGATIVE,-28.68142335242596,-19.845834464231878,-16.620860876419464,---,STABLE_NEGATIVE,0.0,-21.158517377194087,-126.80019622441974,-11.030411559493347,VERY_STABLE_NEGATIVE,False,NONE,NONE,NOT_CANDIDATE,NOT_IN_ORIGINAL_PHASE145_CANDIDATES,False
A10025662,포레나동래,동래구,낙민동,732.0,낙민초등학교,57.23300220750552,57.23300220750552,B,3.116065335004325,-18.685123724842114,2.491260128066952,-39.86150757775118,LOW,METHOD_DIRECTION_DISAGREEMENT,5.0,MIXED_POSITIVE_RESIDUAL,-18.685123724842114,-20.39344630329971,-22.886396657920894,---,STABLE_NEGATIVE,0.0,-20.918222831545307,-43.83814161710382,-17.53753095342833,VERY_STABLE_NEGATIVE,False,METHOD_DISAGREEMENT,MINOR,NOT_CANDIDATE,NOT_IN_ORIGINAL_PHASE145_CANDIDATES,False
A10025687,명륜자이,동래구,명륜동,671.0,명륜초등학교,78.46087196467991,78.46087196467991,B,12.83330083599834,-48.37988451380009,-48.37988451380009,,LOW,INSUFFICIENT_COMPARABLES,0.0,INSUFFICIENT,-48.37988451380009,-41.70170505969408,-26.38986648221151,---,STABLE_NEGATIVE,0.0,-39.68592325471853,-50.3459830467901,-23.52111252973441,VERY_STABLE_NEGATIVE,False,COMPARABLE_SHORTAGE,MAJOR,NOT_CANDIDATE,NOT_IN_ORIGINAL_PHASE145_CANDIDATES,False
A10025749,부산정관 행복주택,기장군,정관읍,856.0,모전초등학교,62.76445916114791,62.76445916114791,B,,,,,LOW,RECENT_PRICE_MISSING,,INSUFFICIENT,,,,NANANA,INSUFFICIENT,,,,,,True,LOW_TRANSACTION;COMPARABLE_SHORTAGE,MAJOR,NOT_CANDIDATE,NOT_IN_ORIGINAL_PHASE145_CANDIDATES,False
A10025776,더힐시그니처,강서구,명지동,1210.0,명원초등학교,44.80794701986755,44.80794701986755,B,-2.1785756172302606,-26.16551825317985,-18.4089924979881,-33.92204400837161,MEDIUM,OK,5.0,STRONG_NEGATIVE,-26.165518253179854,-29.511343292074066,-28.532361040270374,---,STABLE_NEGATIVE,0.002,-29.351338936384362,-50.32059012814203,-8.304036159691709,VERY_STABLE_NEGATIVE,True,SCHOOL_MAPPING_QUALITY,MAJOR,NOT_CANDIDATE,NOT_IN_ORIGINAL_PHASE145_CANDIDATES,False
A10025901,부산전포동 사랑으로 부영아파트,부산진구,전포동,500.0,전포초등학교,34.5128587196468,34.5128587196468,B,,,,,LOW,RECENT_PRICE_MISSING,,INSUFFICIENT,,,,NANANA,INSUFFICIENT,,,,,,True,LOW_TRANSACTION;COMPARABLE_SHORTAGE,MAJOR,NOT_CANDIDATE,NOT_IN_ORIGINAL_PHASE145_CANDIDATES,False
A10025923,스위트팰리스,강서구,명지동,908.0,명일초등학교,35.94221854304636,35.94221854304636,A,-5.789467605407362,2.9609753055893524,10.248914373620154,-4.32696376244145,LOW,METHOD_DIRECTION_DISAGREEMENT,6.0,MIXED_POSITIVE_RESIDUAL,2.9609753055893524,3.706844769695177,7.687333499083098,+++,STABLE_POSITIVE,0.886,3.706844769695177,-3.2382314661557388,10.709500545713118,STABLE_POSITIVE,True,LOW_TRANSACTION;METHOD_DISAGREEMENT;OLD_PRICE_WINDOW,MAJOR,NOT_CANDIDATE,NOT_IN_ORIGINAL_PHASE145_CANDIDATES,False
A10025932,명지금강펜테리움센트럴파크3차,강서구,명지동,870.0,명일초등학교,35.94221854304636,35.94221854304636,A,,,,,LOW,RECENT_PRICE_MISSING,,INSUFFICIENT,,,,NANANA,INSUFFICIENT,,,,,,True,LOW_TRANSACTION;COMPARABLE_SHORTAGE,MAJOR,NOT_CANDIDATE,NOT_IN_ORIGINAL_PHASE145_CANDIDATES,False
A10025950,거제센트럴자이,연제구,거제동,878.0,거학초등학교,53.12224061810154,53.12224061810154,B,1.3333788399028768,-23.03498039795486,-29.21266963120703,-16.85729116470269,MEDIUM,OK,9.0,STRONG_NEGATIVE,-27.49050075552335,-14.18767443993799,-19.490621829859123,---,STABLE_NEGATIVE,0.014,-15.033012368463483,-47.51584857804566,-5.777516332018025,VERY_STABLE_NEGATIVE,False,NONE,NONE,NOT_CANDIDATE,NOT_IN_ORIGINAL_PHASE145_CANDIDATES,False
A10025994,연제롯데캐슬데시앙,연제구,연산동,1168.0,연산초등학교,32.301821192052984,32.301821192052984,B,-7.233266548593653,-22.714041243227623,-18.717560668933277,-26.71052181752197,MEDIUM,OK,7.0,STRONG_NEGATIVE,-22.714041243227623,-18.882536940983062,-18.917048566702366,---,STABLE_NEGATIVE,0.0,-18.928001802644296,-28.011998903357032,-15.230676663536446,VERY_STABLE_NEGATIVE,False,NONE,NONE,NOT_CANDIDATE,NOT_IN_ORIGINAL_PHASE145_CANDIDATES,False
A10026034,대신푸르지오1차,서구,서대신동1가,959.0,부민초등학교,62.26407284768212,62.26407284768212,B,5.340591167984665,-5.856990315195167,2.4709906607991217,-14.184971291189452,LOW,METHOD_DIRECTION_DISAGREEMENT,5.0,MIXED_POSITIVE_RESIDUAL,-5.856990315195166,3.3023589849502155,2.3728008659288204,-++,MIXED,0.646,2.766608102373813,-11.613205790558318,6.555877225540119,UNCERTAIN,False,METHOD_DISAGREEMENT,MINOR,NOT_CANDIDATE,NOT_IN_ORIGINAL_PHASE145_CANDIDATES,False
A10026094,대연SKVIEWHills(2단지),남구,대연동,994.0,대연초등학교,69.53151214128036,69.53151214128036,B,8.638943216159657,-33.091741663954025,-48.009965206245525,-18.17351812166252,HIGH,OK,11.0,STRONG_NEGATIVE,-33.091741663954025,-18.698602846641077,-13.127477846236122,---,STABLE_NEGATIVE,0.002,-18.296107388440852,-36.45847598750943,-4.8272200337654265,VERY_STABLE_NEGATIVE,False,NONE,NONE,NOT_CANDIDATE,NOT_IN_ORIGINAL_PHASE145_CANDIDATES,False
A10026157,명지더웨스턴,강서구,명지동,1201.0,명문초등학교,55.55849889624725,55.55849889624725,B,2.386140016171568,8.783992102169929,17.8098319401255,-0.2418477357856385,LOW,METHOD_DIRECTION_DISAGREEMENT,15.0,NEUTRAL_OR_ZERO,8.78399210216993,5.045376750534431,4.223447130733616,+++,STABLE_POSITIVE,0.932,5.92202258725292,-0.8879435320037079,12.353482051526958,VERY_STABLE_POSITIVE,True,SCHOOL_MAPPING_QUALITY,MAJOR,NOT_CANDIDATE,NOT_IN_ORIGINAL_PHASE145_CANDIDATES,False
A10026184,대연파크푸르지오,남구,대연동,1422.0,석포초등학교,45.4014348785872,45.4014348785872,B,-1.9319714451294208,14.945569806950122,8.841591565347173,21.04954804855307,MEDIUM,OK,6.0,STRONG_POSITIVE,14.945569806950122,17.22097673137746,17.478221370431402,+++,STABLE_POSITIVE,1.0,17.420602593549212,14.168177649268577,23.037481681979152,VERY_STABLE_POSITIVE,False,NONE,NONE,NOT_CANDIDATE,NOT_IN_ORIGINAL_PHASE145_CANDIDATES,False
A10026316,동래삼정그린코아포레스트,동래구,온천동,582.0,달북초등학교,39.60292494481236,39.60292494481236,B,-4.314954014960759,6.176190296085699,6.017470569423877,6.334910022747519,MEDIUM,OK,5.0,STRONG_POSITIVE,6.176190296085698,13.989830268206717,15.90928469836288,+++,STABLE_POSITIVE,1.0,13.624742474889429,5.380394103047262,21.875189098748304,VERY_STABLE_POSITIVE,False,NONE,NONE,NOT_CANDIDATE,NOT_IN_ORIGINAL_PHASE145_CANDIDATES,False
A10026360,동래동일스위트,동래구,명장동,702.0,명장초등학교,37.07008830022075,37.07008830022075,B,-5.33760584522216,17.95913006236299,14.426742441390228,21.49151768333576,MEDIUM,OK,8.0,STRONG_POSITIVE,17.959130062362995,15.35701086705269,14.334386059446214,+++,STABLE_POSITIVE,1.0,14.866342509550766,13.696035068290534,15.759689276312326,VERY_STABLE_POSITIVE,False,NONE,NONE,NOT_CANDIDATE,NOT_IN_ORIGINAL_PHASE145_CANDIDATES,False
A10026363,개금역금강펜테리움더스퀘어아파트,부산진구,개금동,620.0,개금초등학교,73.65309050772626,73.65309050772626,B,10.555224458259316,-56.896563614853136,-3.5297118360159363,-110.26341539369034,MEDIUM,OK,7.0,STRONG_NEGATIVE,-56.896563614853136,-53.119835799920146,-51.95391977123597,---,STABLE_NEGATIVE,0.01,-52.91396482483103,-119.39493070966145,-35.560961036644926,VERY_STABLE_NEGATIVE,False,NONE,NONE,NOT_CANDIDATE,NOT_IN_ORIGINAL_PHASE145_CANDIDATES,False
A10026391,더블유,남구,용호동,1488.0,분포초등학교,82.85033112582782,82.85033112582782,B,14.954131427687113,-175.50110532276938,-100.02403882166216,-250.9781718238766,MEDIUM,OK,8.0,STRONG_NEGATIVE,-175.50110532276938,-173.03550374872438,-156.89025600084682,---,STABLE_NEGATIVE,0.0,-167.53454201902628,-205.38888402395665,-126.54302137125747,VERY_STABLE_NEGATIVE,True,PRICE_OUTLIER,MAJOR,NOT_CANDIDATE,NOT_IN_ORIGINAL_PHASE145_CANDIDATES,False
A10026445,부산명지중흥S-클래스에듀오션,강서구,명지동,750.0,명지초등학교,53.05883002207506,53.05883002207506,A,1.306122740881288,-5.446459942605214,1.4637814896028556,-12.356701374813284,LOW,METHOD_DIRECTION_DISAGREEMENT,15.0,MIXED_POSITIVE_RESIDUAL,-5.446459942605214,-5.3328451605035685,-4.849500020506769,---,STABLE_NEGATIVE,0.122,-4.764407343515847,-15.168819172906346,1.2010346456611436,STABLE_NEGATIVE,False,METHOD_DISAGREEMENT,MINOR,NOT_CANDIDATE,NOT_IN_ORIGINAL_PHASE145_CANDIDATES,False
A10026452,대연롯데캐슬레전드1단지,남구,대연동,3149.0,연포초등학교,63.7098233995585,63.7098233995585,B,5.988672335950285,-7.640319831856735,-15.035467177744511,-0.2451724859689585,HIGH,OK,11.0,NEUTRAL_OR_ZERO,-7.6403198318567345,4.243041379502365,6.408790612732195,-++,MIXED,0.666,4.805256986639176,-11.868319705362987,12.791225513456604,UNCERTAIN,True,SCHOOL_MAPPING_QUALITY,MAJOR,NOT_CANDIDATE,NOT_IN_ORIGINAL_PHASE145_CANDIDATES,False
A10026484,해운대자이2차1단지,해운대구,우동,813.0,해림초등학교,72.85044150110376,72.85044150110376,B,10.179409993571674,-5.398565379916189,0.9210397889832116,-11.71817054881559,LOW,METHOD_DIRECTION_DISAGREEMENT,5.0,MIXED_POSITIVE_RESIDUAL,-4.155306044099428,-0.9257837984216541,0.5694297959732517,--+,MIXED,0.28,-0.8921667057056721,-16.493014016648097,3.245791971414289,UNCERTAIN,False,METHOD_DISAGREEMENT,MINOR,NOT_CANDIDATE,NOT_IN_ORIGINAL_PHASE145_CANDIDATES,False
A10026557,센텀리슈빌2단지,해운대구,재송동,753.0,송수초등학교,40.814403973509926,40.814403973509926,B,-3.82191165134097,-27.22689748496356,-6.601152272414435,-47.85264269751269,HIGH,OK,10.0,STRONG_NEGATIVE,-27.226897484963565,-20.778351710592343,-24.422572457260678,---,STABLE_NEGATIVE,0.048,-21.326095705061974,-77.94449513703908,-3.997170720874456,VERY_STABLE_NEGATIVE,False,NONE,NONE,NOT_CANDIDATE,NOT_IN_ORIGINAL_PHASE145_CANDIDATES,False
A10026651,e편한세상사하2차,사하구,구평동,946.0,구평초등학교,36.72902869757174,36.72902869757174,B,-5.474473670460467,0.8213801496154192,3.364700512369545,-1.7219402131387067,LOW,METHOD_DIRECTION_DISAGREEMENT,11.0,MIXED_POSITIVE_RESIDUAL,0.8213801496154192,1.9982791823421269,1.005196341796088,+++,STABLE_POSITIVE,0.638,2.497930830833047,-14.616037355265792,16.074388878542948,UNCERTAIN,False,METHOD_DISAGREEMENT,MINOR,NOT_CANDIDATE,NOT_IN_ORIGINAL_PHASE145_CANDIDATES,False
A10026746,오션브릿지,동구,범일동,652.0,성남초등학교,63.84878587196467,63.84878587196467,B,6.051174169515838,-14.49031740364439,-14.49031740364439,,LOW,INSUFFICIENT_COMPARABLES,0.0,INSUFFICIENT,-14.49031740364439,-10.694404402691205,-8.290720358568436,---,STABLE_NEGATIVE,0.006,-10.600563980560683,-14.234648751798344,-2.871860384544612,VERY_STABLE_NEGATIVE,True,SCHOOL_MAPPING_QUALITY;COMPARABLE_SHORTAGE,MAJOR,NOT_CANDIDATE,NOT_IN_ORIGINAL_PHASE145_CANDIDATES,False
A10026760,센텀비스타동원,수영구,민락동,840.0,민안초등학교,58.72201986754967,58.72201986754967,B,3.769506311669724,-11.45253488889896,-11.695153034975569,-11.209916742822347,HIGH,OK,11.0,STRONG_NEGATIVE,-11.452534888898956,-3.3412227982001603,-0.09027630220974592,---,STABLE_NEGATIVE,0.328,-3.7706239745741876,-26.846470242834084,6.6335822087336345,UNCERTAIN,False,NONE,NONE,NOT_CANDIDATE,NOT_IN_ORIGINAL_PHASE145_CANDIDATES,False
A10026780,래미안장전,금정구,장전동,1938.0,금정초등학교,83.79271523178808,83.79271523178808,B,15.414630457532642,-24.94735200206284,-24.94735200206284,,LOW,INSUFFICIENT_COMPARABLES,0.0,INSUFFICIENT,-24.94735200206284,-21.480336284050214,-21.364749711168596,---,STABLE_NEGATIVE,0.0,-21.252149170943632,-25.449799054277623,-8.408423101881938,VERY_STABLE_NEGATIVE,False,COMPARABLE_SHORTAGE,MAJOR,NOT_CANDIDATE,NOT_IN_ORIGINAL_PHASE145_CANDIDATES,False
A10026813,정관 엘에이치 7단지,기장군,정관읍,1934.0,모전초등학교,62.76445916114791,62.76445916114791,B,,,,,LOW,RECENT_PRICE_MISSING,,INSUFFICIENT,,,,NANANA,INSUFFICIENT,,,,,,True,LOW_TRANSACTION;COMPARABLE_SHORTAGE,MAJOR,NOT_CANDIDATE,NOT_IN_ORIGINAL_PHASE145_CANDIDATES,False
A10026861,서면동일파크스위트3차,부산진구,부암동,727.0,부암초등학교,57.03956953642385,57.03956953642385,B,3.03148181914954,-10.855567733423063,-6.960785560708559,-14.750349906137572,MEDIUM,OK,5.0,STRONG_NEGATIVE,-10.855567733423065,-29.906220636559365,-10.233238731086347,---,STABLE_NEGATIVE,0.0,-29.37462983342787,-48.16086927298347,-10.589987993421362,VERY_STABLE_NEGATIVE,False,NONE,NONE,NOT_CANDIDATE,NOT_IN_ORIGINAL_PHASE145_CANDIDATES,False
A10026865,동부산관광단지삼정그린코아더베스트,기장군,기장읍내리,549.0,내리초등학교,28.77825607064017,28.77825607064017,B,-8.609653015434604,-14.036339612716269,7.434722825481211,-35.50740205091375,LOW,METHOD_DIRECTION_DISAGREEMENT,12.0,MIXED_POSITIVE_RESIDUAL,-14.036339612716269,-10.829799188467018,-10.931653731439624,---,STABLE_NEGATIVE,0.086,-10.886788239442591,-25.247894063301306,3.1952802681417585,VERY_STABLE_NEGATIVE,False,METHOD_DISAGREEMENT,MINOR,NOT_CANDIDATE,NOT_IN_ORIGINAL_PHASE145_CANDIDATES,False
A10026902,연산동일동미라주더스타,연제구,연산동,624.0,연서초등학교,38.8735651214128,38.8735651214128,B,-4.6105659291555074,9.2132883738834,10.690656191834549,7.7359205559322515,MEDIUM,OK,6.0,STRONG_POSITIVE,9.2132883738834,12.121502768338576,12.445340518344256,+++,STABLE_POSITIVE,1.0,12.340789022568627,3.7881446620587984,18.01310873149479,VERY_STABLE_POSITIVE,False,NONE,NONE,NOT_CANDIDATE,NOT_IN_ORIGINAL_PHASE145_CANDIDATES,False
A10026975,주례경동리인,사상구,주례동,839.0,주감초등학교,58.16153421633554,58.16153421633554,A,3.5230580408076584,-16.76080565623576,17.10250098267797,-50.62411229514949,LOW,METHOD_DIRECTION_DISAGREEMENT,8.0,MIXED_POSITIVE_RESIDUAL,-16.76080565623576,-22.010063149299306,-21.506560013667567,---,STABLE_NEGATIVE,0.048,-20.997147945993714,-29.017684266911,-0.28554930091680486,VERY_STABLE_NEGATIVE,False,METHOD_DISAGREEMENT,MINOR,NOT_CANDIDATE,NOT_IN_ORIGINAL_PHASE145_CANDIDATES,False
A10027026,지사과학삼정그린코아,강서구,지사동,1013.0,녹산초등학교,24.00115894039736,24.00115894039736,A,-10.443144251528912,22.116642193784894,12.956682375766912,31.27660201180288,MEDIUM,OK,6.0,STRONG_POSITIVE,22.116642193784898,21.381487203936715,26.150919518067678,+++,STABLE_POSITIVE,0.91,20.820508126687855,-2.226576061876927,28.88261574817147,VERY_STABLE_POSITIVE,False,NONE,NONE,NOT_CANDIDATE,NOT_IN_ORIGINAL_PHASE145_CANDIDATES,False
A10027052,서면DS·협성엘리시안아파트,부산진구,범천동,630.0,부산진초등학교,31.81804635761589,31.81804635761589,B,-7.423460939328185,1.8209295533516483,-7.034810951972137,10.676670058675432,LOW,METHOD_DIRECTION_DISAGREEMENT,11.0,MIXED_POSITIVE_COMPARABLE,1.8209295533516476,2.5206510153835513,4.957824669053381,+++,STABLE_POSITIVE,0.604,2.199619818697929,-6.630594955823459,12.332886443852784,UNCERTAIN,False,METHOD_DISAGREEMENT,MINOR,NOT_CANDIDATE,NOT_IN_ORIGINAL_PHASE145_CANDIDATES,False
A10027054,사직롯데캐슬더클래식,동래구,사직동,1064.0,여고초등학교,89.16280353200884,89.16280353200884,B,18.074170017914604,-79.85039098181113,-109.21280213181186,-50.48797983181039,MEDIUM,OK,5.0,STRONG_NEGATIVE,-79.85039098181112,-76.81465786798887,-62.48538324363201,---,STABLE_NEGATIVE,0.0,-76.72592388751362,-112.3879912663634,-49.28483047772144,VERY_STABLE_NEGATIVE,False,NONE,NONE,NOT_CANDIDATE,NOT_IN_ORIGINAL_PHASE145_CANDIDATES,False
A10027085,센텀리버SKVIEW,연제구,연산동,529.0,과정초등학교,41.013907284768216,41.013907284768216,B,-3.740475395032372,-3.554211174456645,-0.4812108881199872,-6.627211460793303,HIGH,OK,15.0,NEUTRAL_OR_ZERO,-3.554211174456645,-3.519505500367659,-3.159182441612601,---,STABLE_NEGATIVE,0.336,-2.3841990883275015,-8.8335365102175,6.475848917212257,UNCERTAIN,False,NONE,NONE,NOT_CANDIDATE,NOT_IN_ORIGINAL_PHASE145_CANDIDATES,False
A10027139,명지국제신도시호반베르디움2차,강서구,명지동,694.0,명지초등학교,53.05883002207506,53.05883002207506,A,1.306122740881288,-3.235581938842369,1.525695077360667,-7.996858955045405,LOW,METHOD_DIRECTION_DISAGREEMENT,12.0,MIXED_POSITIVE_RESIDUAL,-3.235581938842369,-3.7444974503483097,-2.2537571573106985,---,STABLE_NEGATIVE,0.094,-4.10801373030138,-10.490495352201476,0.8171858989531687,VERY_STABLE_NEGATIVE,False,METHOD_DISAGREEMENT,MINOR,NOT_CANDIDATE,NOT_IN_ORIGINAL_PHASE145_CANDIDATES,False
A10027159,브라운스톤연제2단지,연제구,연산동,521.0,연산초등학교,32.301821192052984,32.301821192052984,B,-7.233266548593653,-3.084981129838887,-1.8880872518906129,-4.281875007787161,MEDIUM,OK,6.0,STRONG_NEGATIVE,-3.0849811298388867,3.272069395692834,2.259299357747019,-++,MIXED,0.692,2.882754728611914,-8.036563098558286,8.49101686086133,UNCERTAIN,False,NONE,NONE,NOT_CANDIDATE,NOT_IN_ORIGINAL_PHASE145_CANDIDATES,False
A10027236,사하뷰웰,사하구,신평동,900.0,신평초등학교,45.64525386313466,45.64525386313466,B,-1.8304804886667856,-17.51778032721186,11.921196986570004,-46.95675764099372,LOW,METHOD_DIRECTION_DISAGREEMENT,5.0,MIXED_POSITIVE_RESIDUAL,-17.51778032721186,-17.93611157993876,-17.934537082162528,---,STABLE_NEGATIVE,0.064,-17.706710894426188,-31.49419404284165,17.985721634912377,VERY_STABLE_NEGATIVE,False,METHOD_DISAGREEMENT,MINOR,NOT_CANDIDATE,NOT_IN_ORIGINAL_PHASE145_CANDIDATES,False
A10027280,명지협성휴포레,강서구,명지동,1664.0,명일초등학교,35.94221854304636,35.94221854304636,A,-5.789467605407372,3.7977236139067614,11.72563478305628,-4.13018755524276,LOW,METHOD_DIRECTION_DISAGREEMENT,22.0,MIXED_POSITIVE_RESIDUAL,3.7977236139067605,4.864471069049964,4.6701962788935125,+++,STABLE_POSITIVE,0.86,4.521793010938129,-3.3018198135745958,8.870307253606722,STABLE_POSITIVE,False,METHOD_DISAGREEMENT,MINOR,NOT_CANDIDATE,NOT_IN_ORIGINAL_PHASE145_CANDIDATES,False
A10027282,부산명지중흥S-클래스프라디움,강서구,명지동,1033.0,신명초등학교,43.40231788079471,43.40231788079471,B,-2.760167371194133,0.3341538861220741,8.306264392361719,-7.63795662011757,LOW,METHOD_DIRECTION_DISAGREEMENT,22.0,MIXED_POSITIVE_RESIDUAL,0.334153886122075,0.1612724111985493,-3.382555432349754,++-,MIXED,0.38,-1.0041069063378338,-9.86740759217329,5.137894624604289,UNCERTAIN,True,SCHOOL_MAPPING_QUALITY;METHOD_DISAGREEMENT,MAJOR,NOT_CANDIDATE,NOT_IN_ORIGINAL_PHASE145_CANDIDATES,False
A10027306,e편한세상사하,사하구,구평동,1068.0,구평초등학교,36.72902869757174,36.72902869757174,B,-5.474473670460444,7.76161322696306,6.141588723236659,9.381637730689462,HIGH,OK,13.0,STRONG_POSITIVE,7.76161322696306,9.383058996104548,-3.857141931551494,++-,MIXED,0.926,7.3843454754309565,-11.940434973241285,20.268952298889545,VERY_STABLE_POSITIVE,False,NONE,NONE,NOT_CANDIDATE,NOT_IN_ORIGINAL_PHASE145_CANDIDATES,False
A10027325,구서SKVIEW1단지,금정구,구서동,532.0,장서초등학교,68.62759381898455,68.62759381898455,B,8.223137901907073,-32.76319360250404,-20.1052050514712,-45.42118215353688,MEDIUM,OK,6.0,STRONG_NEGATIVE,-32.76319360250404,-28.81490194277395,-27.89143799221735,---,STABLE_NEGATIVE,0.0,-28.815526717159866,-77.72017240538109,-17.711711575759864,VERY_STABLE_NEGATIVE,False,NONE,NONE,NOT_CANDIDATE,NOT_IN_ORIGINAL_PHASE145_CANDIDATES,False
A10027340,전포LH아파트,부산진구,전포동,794.0,양성초등학교,13.76583885209713,13.76583885209713,B,,,,,LOW,RECENT_PRICE_MISSING,,INSUFFICIENT,,,,NANANA,INSUFFICIENT,,,,,,True,LOW_TRANSACTION;COMPARABLE_SHORTAGE,MAJOR,NOT_CANDIDATE,NOT_IN_ORIGINAL_PHASE145_CANDIDATES,False
A10027341,사직KCC스위첸1단지,동래구,사직동,999.0,사직초등학교,80.76136865342164,80.76136865342164,B,13.939893124115454,2.621964587398772,-8.431245815302681,13.675174990100224,LOW,METHOD_DIRECTION_DISAGREEMENT,5.0,MIXED_POSITIVE_COMPARABLE,2.6219645873987716,1.0575560943433029,2.5168605839720897,+++,STABLE_POSITIVE,0.556,0.91602908444227,-26.386519116094355,18.724878797403722,UNCERTAIN,False,METHOD_DISAGREEMENT,MINOR,NOT_CANDIDATE,NOT_IN_ORIGINAL_PHASE145_CANDIDATES,False
A10027503,정관양우내안愛,기장군,정관읍용수리,830.0,가동초등학교,63.0385761589404,63.0385761589404,B,5.687280488702173,18.74508548142361,22.170583041154742,15.31958792169249,MEDIUM,OK,5.0,STRONG_POSITIVE,18.745085481423615,16.958243830853224,11.763096571180508,+++,STABLE_POSITIVE,1.0,16.88800525466332,12.818835713560834,30.087489665693653,VERY_STABLE_POSITIVE,False,NONE,NONE,NOT_CANDIDATE,NOT_IN_ORIGINAL_PHASE145_CANDIDATES,False
A10027581,명지대방노블랜드오션뷰2차,강서구,명지동,600.0,신명초등학교,43.40231788079471,43.40231788079471,B,-2.760167371194122,-23.05896847528642,-16.27965975451454,-29.838277196058304,MEDIUM,OK,5.0,STRONG_NEGATIVE,-23.05896847528642,-23.0553714348409,-23.981925387082455,---,STABLE_NEGATIVE,0.0,-22.716428395958054,-36.42836479156664,-12.405069719896677,VERY_STABLE_NEGATIVE,True,SCHOOL_MAPPING_QUALITY,MAJOR,NOT_CANDIDATE,NOT_IN_ORIGINAL_PHASE145_CANDIDATES,False
A10027621,명지2차금강펜테리움센트럴파크,강서구,명지동,670.0,명일초등학교,35.94221854304636,35.94221854304636,A,-5.78946760540735,2.6069518222540458,6.956437103946301,-1.742533459438211,LOW,METHOD_DIRECTION_DISAGREEMENT,6.0,MIXED_POSITIVE_RESIDUAL,2.606951822254045,3.431114532060814,3.7881313822939804,+++,STABLE_POSITIVE,0.802,3.4327060439724137,-3.980417587775968,9.328768497646973,STABLE_POSITIVE,False,METHOD_DISAGREEMENT,MINOR,NOT_CANDIDATE,NOT_IN_ORIGINAL_PHASE145_CANDIDATES,False
A10027656,명지대방노블랜드오션뷰1차,강서구,명지동,737.0,신명초등학교,43.40231788079471,43.40231788079471,B,-2.7601673711941443,-16.57551464841135,-9.367082599978504,-23.783946696844197,MEDIUM,OK,6.0,STRONG_NEGATIVE,-16.57551464841135,-16.761868934086678,-15.591294677677723,---,STABLE_NEGATIVE,0.0,-16.370985798284615,-22.850247869331497,-9.926258070008252,VERY_STABLE_NEGATIVE,True,SCHOOL_MAPPING_QUALITY,MAJOR,NOT_CANDIDATE,NOT_IN_ORIGINAL_PHASE145_CANDIDATES,False
A10027690,명륜2차아이파크1단지,동래구,명륜동,2058.0,교동초등학교,75.1171633554084,75.1171633554084,B,11.24403397222775,5.243000961627397,3.524276795957148,6.961725127297646,HIGH,OK,18.0,STRONG_POSITIVE,5.243000961627397,7.159056955886511,11.635112244282563,+++,STABLE_POSITIVE,1.0,8.727241997965127,3.304198015533577,21.58285785227361,VERY_STABLE_POSITIVE,False,NONE,NONE,NOT_CANDIDATE,NOT_IN_ORIGINAL_PHASE145_CANDIDATES,False
A10027698,명지국제신도시호반베르디움1차,강서구,명지동,642.0,명지초등학교,53.05883002207506,53.05883002207506,A,1.306122740881288,-6.900006102889367,-0.3069298138389076,-13.493082391939826,HIGH,OK,14.0,NEUTRAL_OR_ZERO,-6.900006102889367,-8.888593747620721,-13.215762610679592,---,STABLE_NEGATIVE,0.008,-8.898414028968226,-22.401996465788294,-1.6693173770494139,VERY_STABLE_NEGATIVE,False,NONE,NONE,NOT_CANDIDATE,NOT_IN_ORIGINAL_PHASE145_CANDIDATES,False
A10027790,e편한세상화명힐스,북구,화명동,800.0,화잠초등학교,61.624392935982335,61.624392935982335,B,5.055110262506979,-20.350809823724305,-19.329049915952613,-21.372569731495997,MEDIUM,OK,6.0,STRONG_NEGATIVE,-20.350809823724305,-16.51985214989026,-10.955843125648357,---,STABLE_NEGATIVE,0.0,-14.851459078680417,-26.576971878112058,-9.19740761898245,VERY_STABLE_NEGATIVE,False,NONE,NONE,NOT_CANDIDATE,NOT_IN_ORIGINAL_PHASE145_CANDIDATES,False
A10027832,백양디이스트(1단지),북구,만덕동,3790.0,백양초등학교,40.07654525386313,40.07654525386313,A,-4.122503747164751,-25.411408108181305,16.20959009880663,-67.03240631516924,LOW,METHOD_DIRECTION_DISAGREEMENT,12.0,MIXED_POSITIVE_RESIDUAL,-25.411408108181305,-27.08786372921263,-26.197819177849777,---,STABLE_NEGATIVE,0.016,-26.92256798834571,-36.74821957777088,-1.8516581707171418,VERY_STABLE_NEGATIVE,False,METHOD_DISAGREEMENT,MINOR,NOT_CANDIDATE,NOT_IN_ORIGINAL_PHASE145_CANDIDATES,False
