middle_school_id,middle_school_name,district,education_office,closed,suspended,middle_school_score,score_reference_year,graduates_total,weighted_graduates,available_year_count,observation_years,score_stability,sample_warning,ranking_coverage,score_status,confirmed_E_mean,confirmed_E_median,confirmed_E_max,confirmed_E_min,confirmed_E_top25_mean,confirmed_school_count,confirmed_scored_school_count,broad_E_mean,broad_E_median,broad_E_max,broad_E_min,broad_E_top25_mean,broad_school_count,broad_scored_school_count,possible_elementary_count,ambiguous_elementary_count,excluded_edge_count,total_elementary_count,connected_elementary_schools,catchment_uncertainty_gap,assignment_uncertainty_grade,representative_catchment_demand,representative_basis,data_quality_status,quality_high,demand_high,quality_demand_group,catchment_robustness
S020000967,부산개성중학교,부산진구,부산광역시남부교육지원청,N,N,43.470588235294116,2025.0,495.0,166.4,3.0,"2023,2024,2025",0.6865246055839518,False,0.9941520467836257,scored,,,,,,0,0,59.106567328918324,62.1960816777042,73.65309050772626,40.102041942604856,72.5685430463576,7,7,7,0,0,7,가남초; 가야초; 가평초; 개금초; 개림초; 개화초; 선암초,,HIGH_NO_CONFIRMED,62.1960816777042,BROAD_MEDIAN_FALLBACK,NO_CONFIRMED_EDGE,False,True,LOW_QUALITY_HIGH_DEMAND,BROAD_ONLY_HIGH_DEMAND
S020000793,온천중학교,동래구,부산광역시동래교육지원청,N,N,36.50000000000001,2025.0,563.0,184.7,3.0,"2023,2024,2025",0.8707858820489699,False,0.9941520467836257,scored,,,,,,0,0,69.85940949227374,72.93187086092715,84.42207505518763,39.60292494481236,84.15979580573952,6,6,6,0,1,6,금강초; 내산초; 달북초; 예원초; 온샘초; 온천초,,HIGH_NO_CONFIRMED,72.93187086092715,BROAD_MEDIAN_FALLBACK,NO_CONFIRMED_EDGE,False,True,LOW_QUALITY_HIGH_DEMAND,BROAD_ONLY_HIGH_DEMAND
S020000774,동신중학교,동래구,부산광역시동래교육지원청,N,N,35.67647058823529,2025.0,208.0,67.8,3.0,"2023,2024,2025",0.8325128149906226,False,0.9941520467836257,scored,,,,,,0,0,54.84526490066226,62.64050772626931,73.0110927152318,37.07008830022075,68.3753587196468,5,5,5,0,0,5,명동초; 명장초; 안남초; 안진초; 연동초,,HIGH_NO_CONFIRMED,62.64050772626931,BROAD_MEDIAN_FALLBACK,NO_CONFIRMED_EDGE,False,True,LOW_QUALITY_HIGH_DEMAND,BROAD_ONLY_HIGH_DEMAND
S020001630,반여중학교,해운대구,부산광역시해운대교육지원청,N,N,32.73529411764706,2025.0,147.0,48.0,3.0,"2023,2024,2025",0.9689931010213723,False,0.9941520467836257,scored,,,,,,0,0,59.851200331125824,63.36007174392936,75.30364238410596,37.381015452538634,75.30364238410596,4,4,4,0,0,4,무정초; 반안초; 삼어초; 인지초,,HIGH_NO_CONFIRMED,63.36007174392936,BROAD_MEDIAN_FALLBACK,NO_CONFIRMED_EDGE,False,True,LOW_QUALITY_HIGH_DEMAND,BROAD_ONLY_HIGH_DEMAND
S020002072,정관중학교,기장군,부산광역시해운대교육지원청,N,N,32.205882352941174,2025.0,849.0,272.1,3.0,"2023,2024,2025",0.8221832070065773,False,0.9941520467836257,scored,,,,,,0,0,63.451094554819726,62.901517660044156,72.22753863134659,57.36440397350993,69.6544701986755,6,6,6,0,0,6,가동초; 모전초; 방곡초; 신정초; 정관초; 정원초,,HIGH_NO_CONFIRMED,62.901517660044156,BROAD_MEDIAN_FALLBACK,NO_CONFIRMED_EDGE,False,True,LOW_QUALITY_HIGH_DEMAND,BROAD_ONLY_HIGH_DEMAND
S020002311,일광중학교,기장군,부산광역시해운대교육지원청,N,N,31.705882352941174,2025.0,462.0,166.7,3.0,"2023,2024,2025",0.49896292996713765,False,0.9941520467836257,scored,,,,,,0,0,73.30709161147902,73.30709161147902,75.63647902869756,70.97770419426048,75.63647902869756,2,2,2,0,0,2,일광초; 해빛초,,HIGH_NO_CONFIRMED,73.30709161147902,BROAD_MEDIAN_FALLBACK,NO_CONFIRMED_EDGE,False,True,LOW_QUALITY_HIGH_DEMAND,BROAD_ONLY_HIGH_DEMAND
S020000624,해연중학교,남구,부산광역시남부교육지원청,N,N,22.882352941176467,2025.0,625.0,201.8,3.0,"2023,2024,2025",0.7646879872751791,False,0.9941520467836257,scored,,,,,,0,0,57.55579470198676,63.7098233995585,69.53151214128036,39.42604856512141,69.53151214128036,3,3,3,0,1,3,대연초; 신연초; 연포초,,HIGH_NO_CONFIRMED,63.7098233995585,BROAD_MEDIAN_FALLBACK,NO_CONFIRMED_EDGE,False,True,LOW_QUALITY_HIGH_DEMAND,BROAD_ONLY_HIGH_DEMAND
S020001621,기장중학교,기장군,부산광역시해운대교육지원청,N,N,21.058823529411764,2025.0,461.0,150.1,3.0,"2023,2024,2025",0.87488059563439,False,0.9941520467836257,scored,,,,,,0,0,57.348509933774835,64.81903973509934,70.97770419426048,28.778256070640175,70.97770419426048,4,4,4,0,0,4,기장초; 내리초; 대청초; 일광초,,HIGH_NO_CONFIRMED,64.81903973509934,BROAD_MEDIAN_FALLBACK,NO_CONFIRMED_EDGE,False,True,LOW_QUALITY_HIGH_DEMAND,BROAD_ONLY_HIGH_DEMAND
S020000955,가야여자중학교,부산진구,부산광역시남부교육지원청,N,N,15.705882352941178,2025.0,453.0,144.4,3.0,"2023,2024,2025",0.9227360376067519,False,0.9941520467836257,scored,,,,,,0,0,61.755946467991166,64.72618653421634,71.48399558498896,46.08741721854304,71.48399558498896,4,4,4,0,0,4,가남초; 가야초; 가평초; 선암초,,HIGH_NO_CONFIRMED,64.72618653421634,BROAD_MEDIAN_FALLBACK,NO_CONFIRMED_EDGE,False,True,LOW_QUALITY_HIGH_DEMAND,BROAD_ONLY_HIGH_DEMAND
S020002009,신정중학교,기장군,부산광역시해운대교육지원청,N,N,5.176470588235294,2025.0,881.0,289.1,3.0,"2023,2024,2025",0.9188703864160969,False,0.9941520467836257,scored,,,,,,0,0,60.30473693892568,62.901517660044156,72.22753863134659,39.352041942604856,69.6544701986755,6,6,6,0,0,6,가동초; 달산초; 모전초; 신정초; 정관초; 정원초,,HIGH_NO_CONFIRMED,62.901517660044156,BROAD_MEDIAN_FALLBACK,NO_CONFIRMED_EDGE,False,True,LOW_QUALITY_HIGH_DEMAND,BROAD_ONLY_HIGH_DEMAND
S020001839,대청중학교,기장군,부산광역시해운대교육지원청,N,N,1.0882352941176472,2025.0,508.0,163.4,3.0,"2023,2024,2025",0.9636674258255595,False,0.9941520467836257,scored,,,,,,0,0,57.348509933774835,64.81903973509934,70.97770419426048,28.778256070640175,70.97770419426048,4,4,4,0,0,4,기장초; 내리초; 대청초; 일광초,,HIGH_NO_CONFIRMED,64.81903973509934,BROAD_MEDIAN_FALLBACK,NO_CONFIRMED_EDGE,False,True,LOW_QUALITY_HIGH_DEMAND,BROAD_ONLY_HIGH_DEMAND
S020001413,동주여자중학교,사하구,부산광역시서부교육지원청,N,N,64.79411764705883,2025.0,436.0,145.3,3.0,"2023,2024,2025",0.6408935447120118,False,0.9941520467836257,scored,,,,,,0,0,44.23278145695364,35.42522075055188,72.3003863134658,21.010761589403973,67.82950699043414,9,9,9,0,0,9,광일초; 괴정초; 낙동초; 당리초; 사남초; 사동초; 사하초; 승학초; 옥천초,,HIGH_NO_CONFIRMED,35.42522075055188,BROAD_MEDIAN_FALLBACK,NO_CONFIRMED_EDGE,False,False,LOW_QUALITY_LOW_DEMAND,CONFIRMED_DATA_INSUFFICIENT
S020000979,연일중학교,연제구,부산광역시동래교육지원청,N,N,64.52941176470588,2025.0,522.0,170.9,3.0,"2023,2024,2025",0.8077549750687796,False,0.9941520467836257,scored,,,,,,0,0,46.15896247240619,43.889845474613686,73.0110927152318,30.970750551876385,58.53032560706402,5,5,5,0,0,5,연동초; 연미초; 연서초; 연신초; 연제초,,HIGH_NO_CONFIRMED,43.889845474613686,BROAD_MEDIAN_FALLBACK,NO_CONFIRMED_EDGE,False,False,LOW_QUALITY_LOW_DEMAND,CONFIRMED_DATA_INSUFFICIENT
S020001214,덕문중학교,강서구,부산광역시북부교육지원청,N,N,62.882352941176464,2025.0,33.0,11.0,3.0,"2023,2024,2025",0.9891804301146503,True,0.9941520467836257,scored,44.821799116997795,44.821799116997795,44.821799116997795,44.821799116997795,44.821799116997795,1,1,44.821799116997795,44.821799116997795,44.821799116997795,44.821799116997795,44.821799116997795,1,1,0,0,0,1,천가초,0.0,MEDIUM,44.821799116997795,CONFIRMED_MEDIAN,COMPLETE,False,False,LOW_QUALITY_LOW_DEMAND,NOT_HIGH_DEMAND
S020001211,녹산중학교,강서구,부산광역시북부교육지원청,N,N,62.76470588235294,2025.0,39.0,11.4,3.0,"2023,2024,2025",0.9268901367164393,True,0.9941520467836257,scored,10.338024282560706,10.338024282560706,10.338024282560706,10.338024282560706,10.338024282560706,1,1,10.338024282560706,10.338024282560706,10.338024282560706,10.338024282560706,10.338024282560706,1,1,0,0,0,1,녹명초,0.0,MEDIUM,10.338024282560706,CONFIRMED_MEDIAN,COMPLETE,False,False,LOW_QUALITY_LOW_DEMAND,NOT_HIGH_DEMAND
S020000971,부산동중학교,부산진구,부산광역시남부교육지원청,N,N,62.52941176470588,2025.0,394.0,131.8,3.0,"2023,2024,2025",0.6623888832959585,False,0.9941520467836257,scored,,,,,,0,0,39.86272075055187,39.86272075055187,47.90739514348786,31.81804635761589,47.90739514348786,2,2,2,0,0,2,부산진초; 성북초,,HIGH_NO_CONFIRMED,39.86272075055187,BROAD_MEDIAN_FALLBACK,NO_CONFIRMED_EDGE,False,False,LOW_QUALITY_LOW_DEMAND,CONFIRMED_DATA_INSUFFICIENT
S020001400,건국중학교,사하구,부산광역시서부교육지원청,N,N,59.76470588235294,2025.0,331.0,107.3,3.0,"2023,2024,2025",0.8909980571099967,False,0.9941520467836257,scored,,,,,,0,0,42.72322295805739,35.079856512141276,68.6908940397351,32.74519867549669,55.98115342163355,5,5,5,0,0,5,낙동초; 당리초; 사동초; 을숙도초; 하단초,,HIGH_NO_CONFIRMED,35.079856512141276,BROAD_MEDIAN_FALLBACK,NO_CONFIRMED_EDGE,False,False,LOW_QUALITY_LOW_DEMAND,CONFIRMED_DATA_INSUFFICIENT
S020001406,다선중학교,사하구,부산광역시서부교육지원청,N,N,59.55882352941176,2025.0,492.0,156.5,3.0,"2023,2024,2025",0.8538614231977435,False,0.9941520467836257,scored,,,,,,0,0,37.177391464311995,36.75921633554084,39.043377483443706,35.72958057395144,39.043377483443706,3,3,3,0,0,3,몰운대초; 응봉초; 중현초,,HIGH_NO_CONFIRMED,36.75921633554084,BROAD_MEDIAN_FALLBACK,NO_CONFIRMED_EDGE,False,False,LOW_QUALITY_LOW_DEMAND,CONFIRMED_DATA_INSUFFICIENT
S020000981,연천중학교,연제구,부산광역시동래교육지원청,N,N,58.82352941176471,2025.0,463.0,150.7,3.0,"2023,2024,2025",0.8879881689673217,False,0.9941520467836257,scored,,,,,,0,0,52.15711920529802,46.31578366445916,69.14166666666668,41.013907284768216,69.14166666666668,3,3,3,0,0,3,과정초; 연천초; 토현초,,HIGH_NO_CONFIRMED,46.31578366445916,BROAD_MEDIAN_FALLBACK,NO_CONFIRMED_EDGE,False,False,LOW_QUALITY_LOW_DEMAND,CONFIRMED_DATA_INSUFFICIENT
S020000974,부산진중학교,부산진구,부산광역시남부교육지원청,N,N,58.67647058823528,2025.0,279.0,87.4,3.0,"2023,2024,2025",0.6731916087854639,False,0.9941520467836257,scored,,,,,,0,0,52.17051140544518,44.598703090507726,70.84387417218544,41.84972406181016,69.21528697571745,6,6,6,0,0,6,동평초; 부전초; 성서초; 성지초; 연지초; 연학초,,HIGH_NO_CONFIRMED,44.598703090507726,BROAD_MEDIAN_FALLBACK,NO_CONFIRMED_EDGE,False,False,LOW_QUALITY_LOW_DEMAND,CONFIRMED_DATA_INSUFFICIENT
S020001401,경남중학교,서구,부산광역시서부교육지원청,N,N,58.00000000000001,2025.0,434.0,141.1,3.0,"2023,2024,2025",0.918389840779337,False,0.9941520467836257,scored,,,,,,0,0,46.203918322295806,44.87897350993377,73.16280353200882,21.010761589403973,65.95440397350994,17,17,17,0,0,17,광일초; 괴정초; 구덕초; 구학초; 남부민초; 당리초; 대신초; 동신초; 보수초; 부민초; 사하초; 송도초; 승학초; 아미초; 천마초; 토성초; 화랑초,,HIGH_NO_CONFIRMED,44.87897350993377,BROAD_MEDIAN_FALLBACK,NO_CONFIRMED_EDGE,False,False,LOW_QUALITY_LOW_DEMAND,CONFIRMED_DATA_INSUFFICIENT
S020001875,동양중학교,부산진구,부산광역시남부교육지원청,N,N,57.76470588235294,2025.0,556.0,181.6,3.0,"2023,2024,2025",0.6952121249650867,False,0.9941520467836257,scored,,,,,,0,0,39.00342163355408,35.674365342163355,51.355242825607064,33.309713024282566,51.355242825607064,4,4,4,0,0,4,개원초; 개포초; 동양초; 주양초,,HIGH_NO_CONFIRMED,35.674365342163355,BROAD_MEDIAN_FALLBACK,NO_CONFIRMED_EDGE,False,False,LOW_QUALITY_LOW_DEMAND,CONFIRMED_DATA_INSUFFICIENT
S020000961,덕명여자중학교,부산진구,부산광역시남부교육지원청,N,N,57.58823529411765,2025.0,321.0,103.6,3.0,"2023,2024,2025",0.8092857414567696,False,0.9941520467836257,scored,,,,,,0,0,38.07943340691685,34.5128587196468,47.90739514348786,31.81804635761589,47.90739514348786,3,3,3,0,0,3,부산진초; 성북초; 전포초,,HIGH_NO_CONFIRMED,34.5128587196468,BROAD_MEDIAN_FALLBACK,NO_CONFIRMED_EDGE,False,False,LOW_QUALITY_LOW_DEMAND,CONFIRMED_DATA_INSUFFICIENT
S020000965,동평중학교,부산진구,부산광역시남부교육지원청,N,N,57.294117647058826,2025.0,357.0,121.5,3.0,"2023,2024,2025",0.8268390357483311,False,0.9941520467836257,scored,,,,,,0,0,57.10407468727005,52.97469646799118,82.4255518763797,39.86026490066225,76.63471302428258,6,6,6,0,0,6,당감초; 당평초; 동원초; 동평초; 부암초; 성서초,,HIGH_NO_CONFIRMED,52.97469646799118,BROAD_MEDIAN_FALLBACK,NO_CONFIRMED_EDGE,False,False,LOW_QUALITY_LOW_DEMAND,CONFIRMED_DATA_INSUFFICIENT
S020001445,해동중학교,영도구,부산광역시서부교육지원청,N,N,56.970588235294116,2025.0,305.0,98.1,3.0,"2023,2024,2025",0.631312062575567,False,0.9941520467836257,scored,,,,,,0,0,45.28023669364729,42.04061810154525,64.44094922737307,26.710706401766004,62.754764532744666,10,9,10,0,0,10,대교초; 동삼초; 봉삼초; 봉학초; 상리초; 절영초; 중리초; 청동초; 청학초; 태종대초,,HIGH_NO_CONFIRMED,42.04061810154525,BROAD_MEDIAN_FALLBACK,PARTIAL_ELEMENTARY_DEMAND,False,False,LOW_QUALITY_LOW_DEMAND,CONFIRMED_DATA_INSUFFICIENT
S020001624,동아중학교,수영구,부산광역시해운대교육지원청,N,N,56.76470588235295,2025.0,504.0,171.1,3.0,"2023,2024,2025",0.8947845514357753,False,0.9941520467836257,scored,,,,,,0,0,60.77977767265846,58.72201986754967,77.64387417218543,42.56953642384106,74.34271523178808,7,7,7,0,0,7,광남초; 광안초; 남천초; 민락초; 민안초; 수영초; 호암초,,HIGH_NO_CONFIRMED,58.72201986754967,BROAD_MEDIAN_FALLBACK,NO_CONFIRMED_EDGE,False,False,LOW_QUALITY_LOW_DEMAND,CONFIRMED_DATA_INSUFFICIENT
S020000960,광무여자중학교,부산진구,부산광역시남부교육지원청,N,N,56.55882352941176,2025.0,342.0,109.0,3.0,"2023,2024,2025",0.8486927854991927,False,0.9941520467836257,scored,,,,,,0,0,55.97836644591612,57.03956953642385,67.25629139072848,43.639238410596036,67.25629139072848,3,3,3,0,0,3,부암초; 부전초; 선암초,,HIGH_NO_CONFIRMED,57.03956953642385,BROAD_MEDIAN_FALLBACK,NO_CONFIRMED_EDGE,False,False,LOW_QUALITY_LOW_DEMAND,CONFIRMED_DATA_INSUFFICIENT
S020001837,금명중학교,북구,부산광역시북부교육지원청,N,N,55.6764705882353,2025.0,469.0,150.4,3.0,"2023,2024,2025",0.9115998451203978,False,0.9941520467836257,scored,,,,,,0,0,44.76352097130243,42.66324503311259,69.87522075055188,21.752097130242827,69.87522075055188,3,3,3,0,0,3,금명초; 명진초; 신금초,,HIGH_NO_CONFIRMED,42.66324503311259,BROAD_MEDIAN_FALLBACK,NO_CONFIRMED_EDGE,False,False,LOW_QUALITY_LOW_DEMAND,CONFIRMED_DATA_INSUFFICIENT
S020001399,감천중학교,사하구,부산광역시서부교육지원청,N,N,55.58823529411765,2025.0,289.0,97.0,3.0,"2023,2024,2025",0.6538693319747952,False,0.9941520467836257,scored,,,,,,0,0,48.340187637969095,39.90336644591612,73.16280353200882,35.70402869757175,64.68225717439293,5,5,5,0,0,5,감천초; 구평초; 서천초; 송도초; 옥천초,,HIGH_NO_CONFIRMED,39.90336644591612,BROAD_MEDIAN_FALLBACK,NO_CONFIRMED_EDGE,False,False,LOW_QUALITY_LOW_DEMAND,CONFIRMED_DATA_INSUFFICIENT
S020000976,서면중학교,부산진구,부산광역시남부교육지원청,N,N,54.82352941176472,2025.0,230.0,75.1,3.0,"2023,2024,2025",0.70982855152059,False,0.9941520467836257,scored,,,,,,0,0,54.55908526490066,52.97469646799118,71.48399558498896,39.86026490066225,69.37014348785871,8,8,8,0,0,8,가남초; 가야초; 가평초; 당감초; 당평초; 부암초; 부전초; 선암초,,HIGH_NO_CONFIRMED,52.97469646799118,BROAD_MEDIAN_FALLBACK,NO_CONFIRMED_EDGE,False,False,LOW_QUALITY_LOW_DEMAND,CONFIRMED_DATA_INSUFFICIENT
S020001230,주례여자중학교,사상구,부산광역시북부교육지원청,N,N,54.11764705882353,2025.0,216.0,71.9,3.0,"2023,2024,2025",0.6251194198576129,False,0.9941520467836257,scored,,,,,,0,0,43.07454746136865,43.32251655629139,52.17086092715231,33.309713024282566,51.37050220750552,6,5,6,0,0,6,괘법초; 동주초; 서감초; 주례초; 주양초; 학장초,,HIGH_NO_CONFIRMED,43.32251655629139,BROAD_MEDIAN_FALLBACK,PARTIAL_ELEMENTARY_DEMAND,False,False,LOW_QUALITY_LOW_DEMAND,CONFIRMED_DATA_INSUFFICIENT
S020001408,대동중학교,사하구,부산광역시서부교육지원청,N,N,53.91176470588235,2025.0,478.0,157.4,3.0,"2023,2024,2025",0.8370079790162066,False,0.9941520467836257,scored,,,,,,0,0,42.31452814569536,37.96076158940397,77.03780353200882,29.150275938189846,61.341528697571746,8,8,8,0,0,8,구평초; 보림초; 신남초; 신촌초; 신평초; 장림초; 하남초; 효림초,,HIGH_NO_CONFIRMED,37.96076158940397,BROAD_MEDIAN_FALLBACK,NO_CONFIRMED_EDGE,False,False,LOW_QUALITY_LOW_DEMAND,CONFIRMED_DATA_INSUFFICIENT
S020001443,하남중학교,사하구,부산광역시서부교육지원청,N,N,51.8235294117647,2025.0,394.0,128.6,3.0,"2023,2024,2025",0.7192298616927186,False,0.9941520467836257,scored,,,,,,0,0,40.58683774834438,40.58683774834438,41.98118101545254,39.19249448123621,41.98118101545254,2,2,2,0,0,2,신남초; 하남초,,HIGH_NO_CONFIRMED,40.58683774834438,BROAD_MEDIAN_FALLBACK,NO_CONFIRMED_EDGE,False,False,LOW_QUALITY_LOW_DEMAND,CONFIRMED_DATA_INSUFFICIENT
S020000777,부곡여자중학교,금정구,부산광역시동래교육지원청,N,N,51.70588235294118,2025.0,588.0,192.6,3.0,"2023,2024,2025",0.5946262591142149,False,0.9941520467836257,scored,,,,,,0,0,57.37281702232034,60.480518763796915,83.79271523178808,29.618874172185436,74.75825974981605,9,9,9,0,0,9,교동초; 금빛초; 금양초; 금정초; 동현초; 부곡초; 서동초; 장전초; 현곡초,,HIGH_NO_CONFIRMED,60.480518763796915,BROAD_MEDIAN_FALLBACK,NO_CONFIRMED_EDGE,False,False,LOW_QUALITY_LOW_DEMAND,CONFIRMED_DATA_INSUFFICIENT
S020001627,반송여자중학교,해운대구,부산광역시해운대교육지원청,N,N,51.294117647058826,2025.0,229.0,74.6,3.0,"2023,2024,2025",0.6511041648574154,False,0.9941520467836257,scored,,,,,,0,0,38.63543046357616,38.63543046357616,38.63543046357616,38.63543046357616,38.63543046357616,1,1,1,0,0,1,송운초,,HIGH_NO_CONFIRMED,38.63543046357616,BROAD_MEDIAN_FALLBACK,NO_CONFIRMED_EDGE,False,False,LOW_QUALITY_LOW_DEMAND,CONFIRMED_DATA_INSUFFICIENT
S020000978,연산중학교,연제구,부산광역시동래교육지원청,N,N,50.55882352941177,2025.0,397.0,127.6,3.0,"2023,2024,2025",0.7149074297822897,False,0.9941520467836257,scored,,,,,,0,0,47.46261431725008,43.889845474613686,73.0110927152318,30.970750551876385,71.07637969094924,7,7,7,0,0,7,연동초; 연미초; 연산초; 연서초; 연신초; 연제초; 연천초,,HIGH_NO_CONFIRMED,43.889845474613686,BROAD_MEDIAN_FALLBACK,NO_CONFIRMED_EDGE,False,False,LOW_QUALITY_LOW_DEMAND,CONFIRMED_DATA_INSUFFICIENT
S020001417,부산대신중학교,서구,부산광역시서부교육지원청,N,N,50.44117647058823,2025.0,477.0,154.6,3.0,"2023,2024,2025",0.6307843406195557,False,0.9941520467836257,scored,,,,,,0,0,45.42880794701987,42.81683222958057,66.23658940397351,21.010761589403973,63.66596762325239,11,11,11,0,0,11,광일초; 괴정초; 구덕초; 구학초; 당리초; 대신초; 동신초; 봉래초; 부민초; 사하초; 승학초,,HIGH_NO_CONFIRMED,42.81683222958057,BROAD_MEDIAN_FALLBACK,NO_CONFIRMED_EDGE,False,False,LOW_QUALITY_LOW_DEMAND,CONFIRMED_DATA_INSUFFICIENT
S020000772,동래여자중학교,금정구,부산광역시동래교육지원청,N,N,49.91176470588235,2025.0,500.0,162.1,3.0,"2023,2024,2025",0.9706693029143632,False,0.9941520467836257,scored,,,,,,0,0,29.618874172185436,29.618874172185436,29.618874172185436,29.618874172185436,29.618874172185436,1,1,1,0,0,1,장전초,,HIGH_NO_CONFIRMED,29.618874172185436,BROAD_MEDIAN_FALLBACK,NO_CONFIRMED_EDGE,False,False,LOW_QUALITY_LOW_DEMAND,CONFIRMED_DATA_INSUFFICIENT
S020001434,영도제일중학교,영도구,부산광역시서부교육지원청,N,N,49.470588235294116,2025.0,427.0,140.2,3.0,"2023,2024,2025",0.7899439556902881,False,0.9941520467836257,scored,,,,,,0,0,45.28023669364729,42.04061810154525,64.44094922737307,26.710706401766004,62.754764532744666,10,9,10,0,0,10,대교초; 동삼초; 봉삼초; 봉학초; 상리초; 절영초; 중리초; 청동초; 청학초; 태종대초,,HIGH_NO_CONFIRMED,42.04061810154525,BROAD_MEDIAN_FALLBACK,PARTIAL_ELEMENTARY_DEMAND,False,False,LOW_QUALITY_LOW_DEMAND,CONFIRMED_DATA_INSUFFICIENT
S020002219,명지중학교,강서구,부산광역시북부교육지원청,N,N,48.6764705882353,2025.0,725.0,242.3,3.0,"2023,2024,2025",0.7794673718288457,False,0.9941520467836257,scored,47.80561074319352,53.05883002207506,54.415783664459155,35.94221854304636,54.415783664459155,3,3,47.864266004415015,48.933388520971306,55.558498896247244,35.94221854304636,54.9871412803532,6,6,3,0,0,6,명문초; 명원초; 명일초; 명지초; 배영초; 신명초,4.125441501103751,MEDIUM,53.05883002207506,CONFIRMED_MEDIAN,COMPLETE,False,False,LOW_QUALITY_LOW_DEMAND,NOT_HIGH_DEMAND
S020000613,부산동여자중학교,동구,부산광역시남부교육지원청,N,N,48.5,2025.0,106.0,33.5,3.0,"2023,2024,2025",0.9254677335449719,False,0.9941520467836257,scored,,,,,,0,0,38.2190949227373,38.2190949227373,43.80700883002207,32.63118101545253,43.80700883002207,2,2,2,0,0,2,문현초; 범일초,,HIGH_NO_CONFIRMED,38.2190949227373,BROAD_MEDIAN_FALLBACK,NO_CONFIRMED_EDGE,False,False,LOW_QUALITY_LOW_DEMAND,CONFIRMED_DATA_INSUFFICIENT
S020001222,백양중학교,북구,부산광역시북부교육지원청,N,N,48.088235294117645,2025.0,471.0,156.0,3.0,"2023,2024,2025",0.7295137570951817,False,0.9941520467836257,scored,40.07654525386313,40.07654525386313,40.07654525386313,40.07654525386313,40.07654525386313,1,1,44.618046357615896,44.618046357615896,49.15954746136866,40.07654525386313,49.15954746136866,2,2,1,0,0,2,백산초; 백양초,4.541501103752765,MEDIUM,40.07654525386313,CONFIRMED_MEDIAN,COMPLETE,False,False,LOW_QUALITY_LOW_DEMAND,NOT_HIGH_DEMAND
S020000608,덕원중학교,중구,부산광역시서부교육지원청,N,N,47.23529411764706,2025.0,238.0,80.0,3.0,"2023,2024,2025",0.953064923875597,False,0.9941520467836257,scored,,,,,,0,0,39.85365342163355,42.81683222958057,48.52251655629139,21.010761589403973,47.22894591611479,5,5,5,0,0,5,광일초; 동신초; 보수초; 봉래초; 화랑초,,HIGH_NO_CONFIRMED,42.81683222958057,BROAD_MEDIAN_FALLBACK,NO_CONFIRMED_EDGE,False,False,LOW_QUALITY_LOW_DEMAND,CONFIRMED_DATA_INSUFFICIENT
S020000599,감만중학교,남구,부산광역시남부교육지원청,N,N,47.147058823529406,2025.0,299.0,98.3,3.0,"2023,2024,2025",0.636962221830682,False,0.9941520467836257,scored,,,,,,0,0,47.395267660044155,46.31117549668874,62.45943708609272,34.4992825607064,62.45943708609272,4,4,4,0,0,4,동항초; 석포초; 용당초; 우암초,,HIGH_NO_CONFIRMED,46.31117549668874,BROAD_MEDIAN_FALLBACK,NO_CONFIRMED_EDGE,False,False,LOW_QUALITY_LOW_DEMAND,CONFIRMED_DATA_INSUFFICIENT
S020001425,사하중학교,사하구,부산광역시서부교육지원청,N,N,46.5,2025.0,467.0,153.9,3.0,"2023,2024,2025",0.8503821690141166,False,0.9941520467836257,scored,,,,,,0,0,47.070775079715474,41.98118101545254,72.3003863134658,32.74519867549669,67.82950699043414,9,9,9,0,0,9,낙동초; 당리초; 사남초; 사동초; 사하초; 신남초; 신촌초; 을숙도초; 하단초,,HIGH_NO_CONFIRMED,41.98118101545254,BROAD_MEDIAN_FALLBACK,NO_CONFIRMED_EDGE,False,False,LOW_QUALITY_LOW_DEMAND,CONFIRMED_DATA_INSUFFICIENT
S020002064,신호중학교,강서구,부산광역시북부교육지원청,N,N,45.647058823529406,2025.0,495.0,169.1,3.0,"2023,2024,2025",0.7250928989915899,False,0.9941520467836257,scored,28.527455849889623,28.527455849889623,33.210596026490066,23.84431567328918,33.210596026490066,2,2,28.527455849889623,28.527455849889623,33.210596026490066,23.84431567328918,33.210596026490066,2,2,0,0,0,2,송정초; 신호초,0.0,MEDIUM,28.527455849889623,CONFIRMED_MEDIAN,COMPLETE,False,False,LOW_QUALITY_LOW_DEMAND,NOT_HIGH_DEMAND
S020000776,동현중학교,금정구,부산광역시동래교육지원청,N,N,45.44117647058823,2025.0,276.0,84.0,3.0,"2023,2024,2025",0.6842285009638915,False,0.9941520467836257,scored,,,,,,0,0,55.70114514348786,50.991225165562916,83.79271523178808,37.02941501103752,83.79271523178808,4,4,4,0,0,4,금양초; 금정초; 동현초; 서동초,,HIGH_NO_CONFIRMED,50.991225165562916,BROAD_MEDIAN_FALLBACK,NO_CONFIRMED_EDGE,False,False,LOW_QUALITY_LOW_DEMAND,CONFIRMED_DATA_INSUFFICIENT
