middle_school_id,middle_school_name,district,education_office,closed,suspended,middle_school_score,score_reference_year,graduates_total,weighted_graduates,available_year_count,observation_years,score_stability,sample_warning,ranking_coverage,score_status,confirmed_E_mean,confirmed_E_median,confirmed_E_max,confirmed_E_min,confirmed_E_top25_mean,confirmed_school_count,confirmed_scored_school_count,broad_E_mean,broad_E_median,broad_E_max,broad_E_min,broad_E_top25_mean,broad_school_count,broad_scored_school_count,possible_elementary_count,ambiguous_elementary_count,excluded_edge_count,total_elementary_count,connected_elementary_schools,catchment_uncertainty_gap,assignment_uncertainty_grade,representative_catchment_demand,representative_basis,data_quality_status,quality_high,demand_high,quality_demand_group,catchment_robustness
S020000984,초연중학교,부산진구,부산광역시남부교육지원청,N,N,45.38235294117647,2025.0,486.0,157.4,3.0,"2023,2024,2025",0.8880012642934514,False,0.9941520467836257,scored,,,,,,0,0,57.398399558498895,61.15353200883003,70.84387417218544,41.84972406181016,69.21528697571745,5,5,5,0,0,5,동평초; 성지초; 연지초; 연학초; 초읍초,,HIGH_NO_CONFIRMED,61.15353200883003,BROAD_MEDIAN_FALLBACK,NO_CONFIRMED_EDGE,False,False,LOW_QUALITY_LOW_DEMAND,BROAD_ONLY_HIGH_DEMAND
S020000964,동평여자중학교,부산진구,부산광역시남부교육지원청,N,N,45.20588235294118,2025.0,327.0,111.19999999999999,3.0,"2023,2024,2025",0.909540667265998,False,0.9941520467836257,scored,,,,,,0,0,57.10407468727005,52.97469646799118,82.4255518763797,39.86026490066225,76.63471302428258,6,6,6,0,0,6,당감초; 당평초; 동원초; 동평초; 부암초; 성서초,,HIGH_NO_CONFIRMED,52.97469646799118,BROAD_MEDIAN_FALLBACK,NO_CONFIRMED_EDGE,False,False,LOW_QUALITY_LOW_DEMAND,CONFIRMED_DATA_INSUFFICIENT
S020000611,문현여자중학교,남구,부산광역시남부교육지원청,N,N,45.14705882352941,2025.0,318.0,104.3,3.0,"2023,2024,2025",0.7303243035168314,False,0.9941520467836257,scored,,,,,,0,0,46.596909492273724,43.80700883002207,57.400938189845476,39.42604856512141,54.463051876379694,5,5,5,0,0,5,동천초; 문현초; 성동초; 성천초; 신연초,,HIGH_NO_CONFIRMED,43.80700883002207,BROAD_MEDIAN_FALLBACK,NO_CONFIRMED_EDGE,False,False,LOW_QUALITY_LOW_DEMAND,CONFIRMED_DATA_INSUFFICIENT
S020001437,장평중학교,사하구,부산광역시서부교육지원청,N,N,45.05882352941177,2025.0,396.0,129.2,3.0,"2023,2024,2025",0.7395835452270872,False,0.9941520467836257,scored,,,,,,0,0,46.5862382099137,36.72902869757174,77.03780353200882,29.150275938189846,70.61181015452537,11,11,11,0,0,11,감천초; 구평초; 당리초; 보림초; 사남초; 사하초; 서천초; 승학초; 옥천초; 장림초; 효림초,,HIGH_NO_CONFIRMED,36.72902869757174,BROAD_MEDIAN_FALLBACK,NO_CONFIRMED_EDGE,False,False,LOW_QUALITY_LOW_DEMAND,CONFIRMED_DATA_INSUFFICIENT
S020001429,송도중학교,서구,부산광역시서부교육지원청,N,N,44.88235294117647,2025.0,189.0,63.9,3.0,"2023,2024,2025",0.6456184738273342,False,0.9941520467836257,scored,,,,,,0,0,48.545571192052975,49.06056843267108,73.16280353200882,22.898344370860926,73.16280353200882,4,4,4,0,0,4,남부민초; 송도초; 천마초; 토성초,,HIGH_NO_CONFIRMED,49.06056843267108,BROAD_MEDIAN_FALLBACK,NO_CONFIRMED_EDGE,False,False,LOW_QUALITY_LOW_DEMAND,CONFIRMED_DATA_INSUFFICIENT
S020001626,망미중학교,수영구,부산광역시해운대교육지원청,N,N,44.85294117647059,2025.0,248.0,82.4,3.0,"2023,2024,2025",0.5391529410050765,False,0.9941520467836257,scored,,,,,,0,0,49.29416850625461,48.07133002207506,69.14166666666668,38.459216335540845,60.07461368653422,6,6,6,0,0,6,과정초; 망미초; 배산초; 수미초; 연천초; 토현초,,HIGH_NO_CONFIRMED,48.07133002207506,BROAD_MEDIAN_FALLBACK,NO_CONFIRMED_EDGE,False,False,LOW_QUALITY_LOW_DEMAND,CONFIRMED_DATA_INSUFFICIENT
S020000988,항도중학교,부산진구,부산광역시남부교육지원청,N,N,44.52941176470588,2025.0,372.0,125.30000000000001,3.0,"2023,2024,2025",0.8683153277870498,False,0.9941520467836257,scored,,,,,,0,0,44.003366445916114,44.003366445916114,53.49387417218543,34.5128587196468,53.49387417218543,2,2,2,0,0,2,성전초; 전포초,,HIGH_NO_CONFIRMED,44.003366445916114,BROAD_MEDIAN_FALLBACK,NO_CONFIRMED_EDGE,False,False,LOW_QUALITY_LOW_DEMAND,CONFIRMED_DATA_INSUFFICIENT
S020001217,덕포여자중학교,사상구,부산광역시북부교육지원청,N,N,44.0,2025.0,187.0,60.400000000000006,3.0,"2023,2024,2025",0.977757526956228,False,0.9941520467836257,scored,,,,,,0,0,48.79957229580574,48.47701434878587,53.74679911699779,44.49746136865342,53.74679911699779,4,4,4,0,0,4,덕포초; 사상초; 삼덕초; 창진초,,HIGH_NO_CONFIRMED,48.47701434878587,BROAD_MEDIAN_FALLBACK,NO_CONFIRMED_EDGE,False,False,LOW_QUALITY_LOW_DEMAND,CONFIRMED_DATA_INSUFFICIENT
S020001234,화신중학교,북구,부산광역시북부교육지원청,N,N,43.970588235294116,2025.0,434.0,141.6,3.0,"2023,2024,2025",0.8375940991319145,False,0.9941520467836257,scored,,,,,,0,0,56.90573951434879,56.23165011037527,69.87522075055188,45.28443708609271,69.87522075055188,4,4,4,0,0,4,명진초; 와석초; 화명초; 화잠초,,HIGH_NO_CONFIRMED,56.23165011037527,BROAD_MEDIAN_FALLBACK,NO_CONFIRMED_EDGE,False,False,LOW_QUALITY_LOW_DEMAND,CONFIRMED_DATA_INSUFFICIENT
S020001631,부산수영중학교,수영구,부산광역시해운대교육지원청,N,N,43.970588235294116,2025.0,579.0,195.2,3.0,"2023,2024,2025",0.9063674997259725,False,0.9941520467836257,scored,,,,,,0,0,56.47520971302428,55.269370860927154,77.64387417218543,38.459216335540845,71.20938189845474,10,10,10,0,0,10,광남초; 광안초; 남천초; 망미초; 민락초; 민안초; 배산초; 수미초; 수영초; 호암초,,HIGH_NO_CONFIRMED,55.269370860927154,BROAD_MEDIAN_FALLBACK,NO_CONFIRMED_EDGE,False,False,LOW_QUALITY_LOW_DEMAND,CONFIRMED_DATA_INSUFFICIENT
S020002073,지사중학교,강서구,부산광역시북부교육지원청,N,N,42.8235294117647,2025.0,287.0,97.5,3.0,"2023,2024,2025",0.6910739473183072,False,0.9941520467836257,scored,24.001158940397357,24.001158940397357,24.001158940397357,24.001158940397357,24.001158940397357,1,1,24.001158940397357,24.001158940397357,24.001158940397357,24.001158940397357,24.001158940397357,1,1,0,0,0,1,녹산초,0.0,MEDIUM,24.001158940397357,CONFIRMED_MEDIAN,COMPLETE,False,False,LOW_QUALITY_LOW_DEMAND,NOT_HIGH_DEMAND
S020001210,낙동중학교,강서구,부산광역시북부교육지원청,N,N,42.67647058823529,2025.0,107.0,36.2,3.0,"2023,2024,2025",0.8909215285817451,True,0.9941520467836257,scored,30.162431015452533,29.093211920529797,41.729911699779244,20.733388520971303,41.729911699779244,4,4,30.162431015452533,29.093211920529797,41.729911699779244,20.733388520971303,41.729911699779244,4,4,0,0,0,4,가락초; 대사초; 대상초; 대저초,0.0,MEDIUM,29.093211920529797,CONFIRMED_MEDIAN,COMPLETE,False,False,LOW_QUALITY_LOW_DEMAND,NOT_HIGH_DEMAND
S020001423,부산중앙여자중학교,서구,부산광역시서부교육지원청,N,N,42.205882352941174,2025.0,393.0,125.5,3.0,"2023,2024,2025",0.682537694956173,False,0.9941520467836257,scored,,,,,,0,0,47.51410256410257,44.87897350993377,73.16280353200882,22.898344370860926,66.87698675496688,13,13,13,0,0,13,괴정초; 구학초; 남부민초; 당리초; 대신초; 동신초; 부민초; 사하초; 송도초; 승학초; 아미초; 천마초; 토성초,,HIGH_NO_CONFIRMED,44.87897350993377,BROAD_MEDIAN_FALLBACK,NO_CONFIRMED_EDGE,False,False,LOW_QUALITY_LOW_DEMAND,CONFIRMED_DATA_INSUFFICIENT
S020001232,학장중학교,사상구,부산광역시북부교육지원청,N,N,41.76470588235294,2025.0,467.0,153.4,3.0,"2023,2024,2025",0.6486081761496036,False,0.9941520467836257,scored,,,,,,0,0,40.20320088300221,38.466335540838855,52.09056291390729,31.78956953642384,52.09056291390729,4,4,4,0,0,4,동궁초; 엄궁초; 학장초; 학진초,,HIGH_NO_CONFIRMED,38.466335540838855,BROAD_MEDIAN_FALLBACK,NO_CONFIRMED_EDGE,False,False,LOW_QUALITY_LOW_DEMAND,CONFIRMED_DATA_INSUFFICIENT
S020001909,두송중학교,사하구,부산광역시서부교육지원청,N,N,41.76470588235294,2025.0,447.0,144.3,3.0,"2023,2024,2025",0.5819907461249161,False,0.9941520467836257,scored,,,,,,0,0,41.57240618101545,36.21616997792494,77.03780353200882,24.5848233995585,58.95538079470198,5,5,5,0,0,5,다대초; 다선초; 다송초; 보림초; 효림초,,HIGH_NO_CONFIRMED,36.21616997792494,BROAD_MEDIAN_FALLBACK,NO_CONFIRMED_EDGE,False,False,LOW_QUALITY_LOW_DEMAND,CONFIRMED_DATA_INSUFFICIENT
S020001213,대천리중학교,북구,부산광역시북부교육지원청,N,N,41.705882352941174,2025.0,269.0,90.9,3.0,"2023,2024,2025",0.7476606898313067,False,0.9941520467836257,scored,33.73923841059603,33.73923841059603,33.73923841059603,33.73923841059603,33.73923841059603,1,1,39.51183774834437,39.51183774834437,45.28443708609271,33.73923841059603,45.28443708609271,2,2,1,0,0,2,대천리초; 화명초,5.772599337748339,HIGH,33.73923841059603,CONFIRMED_MEDIAN,COMPLETE,False,False,LOW_QUALITY_LOW_DEMAND,NOT_HIGH_DEMAND
S020000987,토현중학교,연제구,부산광역시동래교육지원청,N,N,40.88235294117647,2025.0,327.0,107.1,3.0,"2023,2024,2025",0.7886868878960194,False,0.9941520467836257,scored,,,,,,0,0,57.37061258278146,57.72872516556292,73.0110927152318,41.013907284768216,73.0110927152318,4,4,4,0,0,4,과정초; 연동초; 연천초; 토현초,,HIGH_NO_CONFIRMED,57.72872516556292,BROAD_MEDIAN_FALLBACK,NO_CONFIRMED_EDGE,False,False,LOW_QUALITY_LOW_DEMAND,CONFIRMED_DATA_INSUFFICIENT
S020000797,충렬중학교,동래구,부산광역시동래교육지원청,N,N,40.82352941176471,2025.0,172.0,57.599999999999994,3.0,"2023,2024,2025",0.8556617316946991,False,0.9941520467836257,scored,,,,,,0,0,45.80443708609271,37.76501103752759,63.739624724061805,27.80695364238411,63.19006622516556,5,5,5,0,0,5,명동초; 명장초; 안남초; 안진초; 충렬초,,HIGH_NO_CONFIRMED,37.76501103752759,BROAD_MEDIAN_FALLBACK,NO_CONFIRMED_EDGE,False,False,LOW_QUALITY_LOW_DEMAND,CONFIRMED_DATA_INSUFFICIENT
S020001918,양동여자중학교,부산진구,부산광역시남부교육지원청,N,N,40.470588235294116,2025.0,466.0,150.8,3.0,"2023,2024,2025",0.7916336165465677,False,0.9941520467836257,scored,,,,,,0,0,52.13802428256071,53.49387417218543,83.05761589403974,13.76583885209713,73.93612030905078,5,5,5,0,0,5,성전초; 양동초; 양성초; 양정초; 연학초,,HIGH_NO_CONFIRMED,53.49387417218543,BROAD_MEDIAN_FALLBACK,NO_CONFIRMED_EDGE,False,False,LOW_QUALITY_LOW_DEMAND,CONFIRMED_DATA_INSUFFICIENT
S020001441,태종대중학교,영도구,부산광역시서부교육지원청,N,N,40.44117647058824,2025.0,263.0,83.1,3.0,"2023,2024,2025",0.7231010348034272,False,0.9941520467836257,scored,,,,,,0,0,45.28023669364729,42.04061810154525,64.44094922737307,26.710706401766004,62.754764532744666,10,9,10,0,0,10,대교초; 동삼초; 봉삼초; 봉학초; 상리초; 절영초; 중리초; 청동초; 청학초; 태종대초,,HIGH_NO_CONFIRMED,42.04061810154525,BROAD_MEDIAN_FALLBACK,PARTIAL_ELEMENTARY_DEMAND,False,False,LOW_QUALITY_LOW_DEMAND,CONFIRMED_DATA_INSUFFICIENT
S020000972,부산중앙중학교,기장군,부산광역시해운대교육지원청,N,N,40.294117647058826,2025.0,660.0,209.1,3.0,"2023,2024,2025",0.6723496561488066,False,0.9941520467836257,scored,,,,,,0,0,60.97999448123621,60.4973233995585,67.0814017660044,57.36440397350993,65.0599889624724,6,6,6,0,0,6,가동초; 모전초; 방곡초; 성동초; 신정초; 정원초,,HIGH_NO_CONFIRMED,60.4973233995585,BROAD_MEDIAN_FALLBACK,NO_CONFIRMED_EDGE,False,False,LOW_QUALITY_LOW_DEMAND,CONFIRMED_DATA_INSUFFICIENT
S020000606,대연중학교,남구,부산광역시남부교육지원청,N,N,40.23529411764706,2025.0,561.0,186.3,3.0,"2023,2024,2025",0.9696200079395948,False,0.9941520467836257,scored,,,,,,0,0,51.83842285994604,47.220916114790285,69.53151214128036,38.21296909492274,65.23359087564386,9,9,9,0,1,9,대남초; 대연초; 대천초; 동천초; 석포초; 신연초; 연포초; 용당초; 우암초,,HIGH_NO_CONFIRMED,47.220916114790285,BROAD_MEDIAN_FALLBACK,NO_CONFIRMED_EDGE,False,False,LOW_QUALITY_LOW_DEMAND,CONFIRMED_DATA_INSUFFICIENT
S020001212,대저중학교,강서구,부산광역시북부교육지원청,N,N,40.088235294117645,2025.0,122.0,38.9,3.0,"2023,2024,2025",0.9923266913507793,False,0.9941520467836257,scored,17.18233995584989,17.18233995584989,17.18233995584989,17.18233995584989,17.18233995584989,1,1,17.18233995584989,17.18233995584989,17.18233995584989,17.18233995584989,17.18233995584989,1,1,0,0,0,1,덕두초,0.0,MEDIUM,17.18233995584989,CONFIRMED_MEDIAN,COMPLETE,False,False,LOW_QUALITY_LOW_DEMAND,NOT_HIGH_DEMAND
S020001620,광안중학교,수영구,부산광역시해운대교육지원청,N,N,40.02941176470588,2025.0,346.0,109.2,3.0,"2023,2024,2025",0.6505452879866569,False,0.9941520467836257,scored,,,,,,0,0,58.18997792494481,58.72201986754967,71.04155629139072,42.56953642384106,67.9921357615894,5,5,5,0,0,5,광남초; 민락초; 민안초; 수영초; 호암초,,HIGH_NO_CONFIRMED,58.72201986754967,BROAD_MEDIAN_FALLBACK,NO_CONFIRMED_EDGE,False,False,LOW_QUALITY_LOW_DEMAND,CONFIRMED_DATA_INSUFFICIENT
S020000617,석포여자중학교,남구,부산광역시남부교육지원청,N,N,39.76470588235294,2025.0,257.0,82.0,3.0,"2023,2024,2025",0.8596093555333304,False,0.9941520467836257,scored,,,,,,0,0,52.072593818984544,47.220916114790285,69.53151214128036,34.4992825607064,66.62066777041943,5,5,5,0,0,5,대연초; 동항초; 석포초; 연포초; 용당초,,HIGH_NO_CONFIRMED,47.220916114790285,BROAD_MEDIAN_FALLBACK,NO_CONFIRMED_EDGE,False,False,LOW_QUALITY_LOW_DEMAND,CONFIRMED_DATA_INSUFFICIENT
S020001409,대신여자중학교,서구,부산광역시서부교육지원청,N,N,39.411764705882355,2025.0,401.0,128.2,3.0,"2023,2024,2025",0.9201537651282735,False,0.9941520467836257,scored,,,,,,0,0,51.35145853043205,48.52251655629139,65.61131346578367,38.87693156732892,63.93769315673289,7,7,7,0,0,7,구덕초; 구학초; 동신초; 보수초; 부민초; 토성초; 화랑초,,HIGH_NO_CONFIRMED,48.52251655629139,BROAD_MEDIAN_FALLBACK,NO_CONFIRMED_EDGE,False,False,LOW_QUALITY_LOW_DEMAND,CONFIRMED_DATA_INSUFFICIENT
S020001219,만덕중학교,북구,부산광역시북부교육지원청,N,N,38.94117647058823,2025.0,408.0,145.8,3.0,"2023,2024,2025",0.7011171830093199,False,0.9941520467836257,scored,37.4237582781457,37.4237582781457,40.05496688741722,34.79254966887417,40.05496688741722,2,2,41.33568800588669,40.05496688741722,49.15954746136866,34.79254966887417,49.15954746136866,3,3,1,0,0,3,만덕초; 백산초; 상학초,2.631208609271525,MEDIUM,37.4237582781457,CONFIRMED_MEDIAN,COMPLETE,False,False,LOW_QUALITY_LOW_DEMAND,NOT_HIGH_DEMAND
S020000966,모동중학교,사상구,부산광역시북부교육지원청,N,N,37.55882352941177,2025.0,260.0,83.8,3.0,"2023,2024,2025",0.7120919723888999,False,0.9941520467836257,scored,40.764569536423835,40.764569536423835,40.764569536423835,40.764569536423835,40.764569536423835,1,1,35.459823399558495,35.459823399558495,40.764569536423835,30.155077262693155,40.764569536423835,2,2,1,0,0,2,모덕초; 모동초,5.30474613686534,HIGH,40.764569536423835,CONFIRMED_MEDIAN,COMPLETE,False,False,LOW_QUALITY_LOW_DEMAND,NOT_HIGH_DEMAND
S020001407,다송중학교,사하구,부산광역시서부교육지원청,N,N,37.0,2025.0,371.0,122.1,3.0,"2023,2024,2025",0.6365721473883807,False,0.9941520467836257,scored,,,,,,0,0,33.89131714495952,36.21616997792494,40.872958057395145,24.5848233995585,40.872958057395145,3,3,3,0,0,3,다대초; 다선초; 다송초,,HIGH_NO_CONFIRMED,36.21616997792494,BROAD_MEDIAN_FALLBACK,NO_CONFIRMED_EDGE,False,False,LOW_QUALITY_LOW_DEMAND,CONFIRMED_DATA_INSUFFICIENT
S020001623,동수영중학교,수영구,부산광역시해운대교육지원청,N,N,36.970588235294116,2025.0,475.0,155.1,3.0,"2023,2024,2025",0.8033129176124864,False,0.9941520467836257,scored,,,,,,0,0,55.05558498896247,51.00756070640177,71.04155629139072,38.459216335540845,67.9921357615894,5,5,5,0,0,5,망미초; 배산초; 수미초; 수영초; 호암초,,HIGH_NO_CONFIRMED,51.00756070640177,BROAD_MEDIAN_FALLBACK,NO_CONFIRMED_EDGE,False,False,LOW_QUALITY_LOW_DEMAND,CONFIRMED_DATA_INSUFFICIENT
S020001205,구남중학교,북구,부산광역시북부교육지원청,N,N,35.588235294117645,2025.0,293.0,98.4,3.0,"2023,2024,2025",0.9205133636038976,False,0.9941520467836257,scored,,,,,,0,0,41.862058498896246,39.33476821192053,52.61782560706401,36.16087196467991,52.61782560706401,4,4,4,0,0,4,구남초; 구포초; 신천초; 포천초,,HIGH_NO_CONFIRMED,39.33476821192053,BROAD_MEDIAN_FALLBACK,NO_CONFIRMED_EDGE,False,False,LOW_QUALITY_LOW_DEMAND,CONFIRMED_DATA_INSUFFICIENT
S020001225,양덕여자중학교,북구,부산광역시북부교육지원청,N,N,35.588235294117645,2025.0,141.0,44.6,3.0,"2023,2024,2025",0.9818115150345545,False,0.9941520467836257,scored,,,,,,0,0,37.2329838116262,37.17687637969095,38.36120309050773,36.16087196467991,38.36120309050773,3,3,3,0,0,3,신천초; 양덕초; 포천초,,HIGH_NO_CONFIRMED,37.17687637969095,BROAD_MEDIAN_FALLBACK,NO_CONFIRMED_EDGE,False,False,LOW_QUALITY_LOW_DEMAND,CONFIRMED_DATA_INSUFFICIENT
S020001403,남도여자중학교,영도구,부산광역시서부교육지원청,N,N,35.1764705882353,2025.0,212.0,69.0,3.0,"2023,2024,2025",0.9348023172282659,False,0.9941520467836257,scored,,,,,,0,0,52.81653789551141,52.83443708609272,55.103090507726264,50.51208609271523,55.103090507726264,4,3,4,0,0,4,남항초; 대평초; 신선초; 영도초,,HIGH_NO_CONFIRMED,52.83443708609272,BROAD_MEDIAN_FALLBACK,PARTIAL_ELEMENTARY_DEMAND,False,False,LOW_QUALITY_LOW_DEMAND,CONFIRMED_DATA_INSUFFICIENT
S020001421,부산영선중학교,영도구,부산광역시서부교육지원청,N,N,35.02941176470588,2025.0,213.0,68.4,3.0,"2023,2024,2025",0.8545051513080891,False,0.9941520467836257,scored,,,,,,0,0,52.81653789551141,52.83443708609272,55.103090507726264,50.51208609271523,55.103090507726264,4,3,4,0,0,4,남항초; 대평초; 신선초; 영도초,,HIGH_NO_CONFIRMED,52.83443708609272,BROAD_MEDIAN_FALLBACK,PARTIAL_ELEMENTARY_DEMAND,False,False,LOW_QUALITY_LOW_DEMAND,CONFIRMED_DATA_INSUFFICIENT
S020001420,부산여자중학교,서구,부산광역시서부교육지원청,N,N,34.82352941176471,2025.0,480.0,157.0,3.0,"2023,2024,2025",0.8988170912751962,False,0.9941520467836257,scored,,,,,,0,0,46.203918322295806,44.87897350993377,73.16280353200882,21.010761589403973,65.95440397350994,17,17,17,0,0,17,광일초; 괴정초; 구덕초; 구학초; 남부민초; 당리초; 대신초; 동신초; 보수초; 부민초; 사하초; 송도초; 승학초; 아미초; 천마초; 토성초; 화랑초,,HIGH_NO_CONFIRMED,44.87897350993377,BROAD_MEDIAN_FALLBACK,NO_CONFIRMED_EDGE,False,False,LOW_QUALITY_LOW_DEMAND,CONFIRMED_DATA_INSUFFICIENT
S020001871,신덕중학교,북구,부산광역시북부교육지원청,N,N,33.970588235294116,2025.0,454.0,144.7,3.0,"2023,2024,2025",0.7237354881921936,False,0.9941520467836257,scored,33.321026490066224,33.321026490066224,35.35176600441501,31.29028697571744,35.35176600441501,2,2,33.321026490066224,33.321026490066224,35.35176600441501,31.29028697571744,35.35176600441501,2,2,0,0,0,2,덕양초; 신덕초,0.0,MEDIUM,33.321026490066224,CONFIRMED_MEDIAN,COMPLETE,False,False,LOW_QUALITY_LOW_DEMAND,NOT_HIGH_DEMAND
S020001430,신선중학교,영도구,부산광역시서부교육지원청,N,N,33.11764705882353,2025.0,191.0,63.8,3.0,"2023,2024,2025",0.8633607423186022,False,0.9941520467836257,scored,,,,,,0,0,42.81683222958057,42.81683222958057,42.81683222958057,42.81683222958057,42.81683222958057,1,1,1,0,0,1,봉래초,,HIGH_NO_CONFIRMED,42.81683222958057,BROAD_MEDIAN_FALLBACK,NO_CONFIRMED_EDGE,False,False,LOW_QUALITY_LOW_DEMAND,CONFIRMED_DATA_INSUFFICIENT
S020000956,개금여자중학교,부산진구,부산광역시남부교육지원청,N,N,32.911764705882355,2025.0,332.0,105.8,3.0,"2023,2024,2025",0.7340464759503289,False,0.9941520467836257,scored,,,,,,0,0,48.237693156732895,45.72864238410596,73.65309050772626,34.290342163355405,63.310071743929356,6,6,6,0,0,6,개금초; 개림초; 개원초; 개포초; 개화초; 동양초,,HIGH_NO_CONFIRMED,45.72864238410596,BROAD_MEDIAN_FALLBACK,NO_CONFIRMED_EDGE,False,False,LOW_QUALITY_LOW_DEMAND,CONFIRMED_DATA_INSUFFICIENT
S020000799,혜화여자중학교,동래구,부산광역시동래교육지원청,N,N,32.735294117647065,2025.0,228.0,75.1,3.0,"2023,2024,2025",0.7454528918924366,False,0.9941520467836257,scored,,,,,,0,0,37.07008830022075,37.07008830022075,37.07008830022075,37.07008830022075,37.07008830022075,1,1,1,0,0,1,명장초,,HIGH_NO_CONFIRMED,37.07008830022075,BROAD_MEDIAN_FALLBACK,NO_CONFIRMED_EDGE,False,False,LOW_QUALITY_LOW_DEMAND,CONFIRMED_DATA_INSUFFICIENT
S020001231,주례중학교,사상구,부산광역시북부교육지원청,N,N,32.647058823529406,2025.0,201.0,64.4,3.0,"2023,2024,2025",0.9082618046771733,False,0.9941520467836257,scored,58.812086092715234,58.812086092715234,71.6083885209713,46.015783664459164,71.6083885209713,2,2,50.474374540103014,49.870750551876384,71.6083885209713,33.309713024282566,61.889624724061804,6,6,4,0,0,6,감전초; 서감초; 주례초; 주양초; 주학초; 창진초,8.94133554083885,HIGH,58.812086092715234,CONFIRMED_MEDIAN,COMPLETE,False,False,LOW_QUALITY_LOW_DEMAND,NOT_HIGH_DEMAND
S020000980,연제중학교,연제구,부산광역시동래교육지원청,N,N,30.617647058823533,2025.0,334.0,106.9,3.0,"2023,2024,2025",0.9260876239096043,False,0.9941520467836257,scored,,,,,,0,0,46.656525938189844,42.45187637969095,73.0110927152318,30.970750551876385,71.07637969094924,8,8,8,0,0,8,과정초; 연동초; 연미초; 연산초; 연서초; 연신초; 연제초; 연천초,,HIGH_NO_CONFIRMED,42.45187637969095,BROAD_MEDIAN_FALLBACK,NO_CONFIRMED_EDGE,False,False,LOW_QUALITY_LOW_DEMAND,CONFIRMED_DATA_INSUFFICIENT
S020001432,영남중학교,사하구,부산광역시서부교육지원청,N,N,30.411764705882355,2025.0,376.0,122.5,3.0,"2023,2024,2025",0.6891081577614491,False,0.9941520467836257,scored,,,,,,0,0,44.122704194260486,35.53813465783665,77.03780353200882,29.150275938189846,61.341528697571746,5,5,5,0,0,5,보림초; 신촌초; 신평초; 장림초; 효림초,,HIGH_NO_CONFIRMED,35.53813465783665,BROAD_MEDIAN_FALLBACK,NO_CONFIRMED_EDGE,False,False,LOW_QUALITY_LOW_DEMAND,CONFIRMED_DATA_INSUFFICIENT
S020001640,재송여자중학교,해운대구,부산광역시해운대교육지원청,N,N,27.117647058823525,2025.0,368.0,120.1,3.0,"2023,2024,2025",0.9566074246798932,False,0.9941520467836257,scored,,,,,,0,0,27.36541114790287,24.092218543046357,40.814403973509926,20.46280353200883,40.814403973509926,4,4,4,0,1,4,송수초; 신재초; 신진초; 재송초,,HIGH_NO_CONFIRMED,24.092218543046357,BROAD_MEDIAN_FALLBACK,NO_CONFIRMED_EDGE,False,False,LOW_QUALITY_LOW_DEMAND,CONFIRMED_DATA_INSUFFICIENT
S020000614,부산서중학교,동구,부산광역시남부교육지원청,N,N,27.088235294117645,2025.0,315.0,103.5,3.0,"2023,2024,2025",0.7862809352777926,False,0.9941520467836257,scored,,,,,,0,0,37.131070640176596,34.419674392935974,63.84878587196467,15.836147902869758,63.84878587196467,4,4,4,0,0,4,범일초; 성남초; 수성초; 수정초,,HIGH_NO_CONFIRMED,34.419674392935974,BROAD_MEDIAN_FALLBACK,NO_CONFIRMED_EDGE,False,False,LOW_QUALITY_LOW_DEMAND,CONFIRMED_DATA_INSUFFICIENT
S020000798,학산여자중학교,동래구,부산광역시동래교육지원청,N,N,26.294117647058822,2025.0,268.0,87.1,3.0,"2023,2024,2025",0.7596874876682967,False,0.9941520467836257,scored,,,,,,0,0,45.80443708609271,37.76501103752759,63.739624724061805,27.80695364238411,63.19006622516556,5,5,5,0,0,5,명동초; 명장초; 안남초; 안진초; 충렬초,,HIGH_NO_CONFIRMED,37.76501103752759,BROAD_MEDIAN_FALLBACK,NO_CONFIRMED_EDGE,False,False,LOW_QUALITY_LOW_DEMAND,CONFIRMED_DATA_INSUFFICIENT
S020000767,금사중학교,금정구,부산광역시동래교육지원청,N,N,25.35294117647059,2025.0,192.0,59.9,3.0,"2023,2024,2025",0.9460645255528126,False,0.9941520467836257,scored,,,,,,0,0,52.94050772626932,52.94050772626932,52.94050772626932,52.94050772626932,52.94050772626932,1,1,1,0,0,1,서동초,,HIGH_NO_CONFIRMED,52.94050772626932,BROAD_MEDIAN_FALLBACK,NO_CONFIRMED_EDGE,False,False,LOW_QUALITY_LOW_DEMAND,CONFIRMED_DATA_INSUFFICIENT
S020000615,부산중학교,동구,부산광역시남부교육지원청,N,N,24.91176470588235,2025.0,323.0,103.1,3.0,"2023,2024,2025",0.8334647827693047,False,0.9941520467836257,scored,,,,,,0,0,44.53998344370861,47.62014348785872,67.08349889624725,15.836147902869758,67.08349889624725,4,4,4,0,0,4,동일중앙초; 수성초; 수정초; 초량초,,HIGH_NO_CONFIRMED,47.62014348785872,BROAD_MEDIAN_FALLBACK,NO_CONFIRMED_EDGE,False,False,LOW_QUALITY_LOW_DEMAND,CONFIRMED_DATA_INSUFFICIENT
