apartment_id,apartment_name,household_count,sigungu,legal_dong,elementary_name,elementary_demand_score,elementary_percentile,phase7_score,eligible_middle_count,eligible_middle_schools,eligible_middle_score_mean,eligible_middle_score_max,eligible_middle_score_min,eligible_middle_score_range,has_guaranteed_assignment,guaranteed_middle_name,guaranteed_middle_score,guaranteed_middle_is_top_tier,school_premium_core_score,school_premium_addon_score,final_school_premium_score,school_premium_confidence,data_quality_flag,recent_price_per_m2,unusual_flag,unusual_reason,audit_segment
A10024005,동래3차SKVIEW,999.0,동래구,온천동,온천초등학교,83.8975165562914,96.76840215439856,60.33529411764707,3.0,동래중;온천중;유락여중,59.529411764705884,78.3529411764706,36.50000000000001,41.85294117647059,0.0,,,0.0,83.8975165562914,0.0,83.8975165562914,B,OK,6815423.946466229,False,,TOP_30
A60783306,벽산아스타,648.0,동래구,온천동,온천초등학교,83.8975165562914,96.76840215439856,60.33529411764707,3.0,동래중;온천중;유락여중,59.529411764705884,78.3529411764706,36.50000000000001,41.85294117647059,0.0,,,0.0,83.8975165562914,0.0,83.8975165562914,B,OK,5173525.121280999,False,,TOP_30
A10022002,래미안포레스티지3단지,4043.0,동래구,온천동,금정초등학교,83.79271523178808,96.31956912028726,62.63176470588235,3.0,동현중;부곡여자중;장전중,61.88235294117647,88.5,45.44117647058823,43.05882352941177,0.0,,,0.0,83.79271523178808,0.0,83.79271523178808,B,OK,11294609.294757536,False,,TOP_30
A10026780,래미안장전,1938.0,금정구,장전동,금정초등학교,83.79271523178808,96.31956912028726,66.13176470588235,3.0,동현중;부곡여자중;장전중,61.88235294117647,88.5,45.44117647058823,43.05882352941177,0.0,,,0.0,83.79271523178808,0.0,83.79271523178808,B,OK,10530630.70703644,False,,TOP_30
A10020870,양정자이더샵SKVIEW아파트(2단지),2276.0,부산진구,양정동,양정초등학교,83.05761589403974,95.9605026929982,52.77450980392157,3.0,동의중;부산진여중;양동여중,45.45098039215686,73.88235294117646,21.999999999999996,51.882352941176464,0.0,,,0.0,83.05761589403974,0.0,83.05761589403974,B,OK,11420587.735122392,False,,TOP_30
A61479902,대원칸타빌멤버스,840.0,부산진구,양정동,양정초등학교,83.05761589403974,95.9605026929982,53.77450980392157,3.0,동의중;부산진여중;양동여중,45.45098039215686,73.88235294117646,21.999999999999996,51.882352941176464,0.0,,,0.0,83.05761589403974,0.0,83.05761589403974,B,OK,4981353.819961494,False,,TOP_30
A61274011,경남마리나,624.0,해운대구,우동,해강초등학교,82.99199779249447,95.42190305206462,89.46470588235294,2.0,해강중;해운대중,95.11764705882354,97.70588235294117,92.52941176470588,5.17647058823529,0.0,,,0.0,82.99199779249447,0.0,82.99199779249447,B,OK,13069586.718474036,False,,TOP_30
A61274114,경동,892.0,해운대구,우동,해강초등학교,82.99199779249447,95.42190305206462,89.46470588235294,2.0,해강중;해운대중,95.11764705882354,97.70588235294117,92.52941176470588,5.17647058823529,0.0,,,0.0,82.99199779249447,0.0,82.99199779249447,B,OK,8298999.411418481,False,,TOP_30
A61278912,대우마리나3,750.0,해운대구,우동,해강초등학교,82.99199779249447,95.42190305206462,88.46470588235294,2.0,해강중;해운대중,95.11764705882354,97.70588235294117,92.52941176470588,5.17647058823529,0.0,,,0.0,82.99199779249447,0.0,82.99199779249447,B,OK,11815004.616141358,False,,TOP_30
A61282215,대우마리나1,1164.0,해운대구,우동,해강초등학교,82.99199779249447,95.42190305206462,88.46470588235294,2.0,해강중;해운대중,95.11764705882354,97.70588235294117,92.52941176470588,5.17647058823529,0.0,,,0.0,82.99199779249447,0.0,82.99199779249447,B,OK,11665196.396790024,False,,TOP_30
