apartment_id,apartment_name,household_count,sigungu,legal_dong,elementary_name,elementary_demand_score,elementary_percentile,phase7_score,eligible_middle_count,eligible_middle_schools,eligible_middle_score_mean,eligible_middle_score_max,eligible_middle_score_min,eligible_middle_score_range,has_guaranteed_assignment,guaranteed_middle_name,guaranteed_middle_score,guaranteed_middle_is_top_tier,school_premium_core_score,school_premium_addon_score,final_school_premium_score,school_premium_confidence,data_quality_flag,recent_price_per_m2,unusual_flag,unusual_reason,audit_segment
A10020721,백양산서희스타힐스,1295.0,부산진구,부암동,동양초등학교;동원초등학교,66.89039735099338,74.50628366247756,54.44754901960785,5.0,개금여중;개림중;동양중;동평여중;동평중,42.864705882352936,57.76470588235294,21.14705882352941,36.617647058823536,0.0,,,0.0,66.89039735099338,0.0,66.89039735099338,B,OK,,False,,ALL
A61482302,"백양뜨란채,주공아파트(1단지)",851.0,부산진구,당감동,동양초등학교;동원초등학교,66.89039735099338,74.50628366247756,53.44754901960785,5.0,개금여중;개림중;동양중;동평여중;동평중,42.864705882352936,57.76470588235294,21.14705882352941,36.617647058823536,0.0,,,0.0,66.89039735099338,0.0,66.89039735099338,B,OK,,False,,ALL
A61482303,백양푸른채,1116.0,부산진구,당감동,동양초등학교;동원초등학교,66.89039735099338,74.50628366247756,53.44754901960785,5.0,개금여중;개림중;동양중;동평여중;동평중,42.864705882352936,57.76470588235294,21.14705882352941,36.617647058823536,0.0,,,0.0,66.89039735099338,0.0,66.89039735099338,B,OK,,False,,ALL
A60975204,선경1,616.0,금정구,구서동,구서초등학교,66.87472406181016,74.05745062836625,75.82470588235294,2.0,구서여중;남산중,75.11764705882354,84.70588235294117,65.52941176470588,19.17647058823529,0.0,,,0.0,66.87472406181016,0.0,66.87472406181016,B,OK,4693440.722361339,False,,ALL
A60980506,구서우성,1118.0,금정구,구서동,구서초등학교,66.87472406181016,74.05745062836625,74.82470588235294,2.0,구서여중;남산중,75.11764705882354,84.70588235294117,65.52941176470588,19.17647058823529,0.0,,,0.0,66.87472406181016,0.0,66.87472406181016,B,OK,2706837.7074261503,False,,ALL
A61612010,화명2차현대,743.0,북구,화명동,용수초등학교,66.68863134657838,73.60861759425494,73.8094117647059,2.0,용수중;화명중,71.23529411764707,76.91176470588236,65.55882352941177,11.352941176470594,0.0,,,0.0,66.68863134657838,0.0,66.68863134657838,B,OK,4853266.630821126,False,,ALL
A61612016,수정강변타운,1780.0,북구,화명동,용수초등학교,66.68863134657838,73.60861759425494,70.3094117647059,2.0,용수중;화명중,71.23529411764707,76.91176470588236,65.55882352941177,11.352941176470594,0.0,,,0.0,66.68863134657838,0.0,66.68863134657838,B,OK,4505897.541321868,False,,ALL
A61612017,대림쌍용강변타운,1895.0,북구,화명동,용수초등학교,66.68863134657838,73.60861759425494,72.8094117647059,2.0,용수중;화명중,71.23529411764707,76.91176470588236,65.55882352941177,11.352941176470594,0.0,,,0.0,66.68863134657838,0.0,66.68863134657838,B,OK,6296339.884665176,False,,ALL
A10023704,대신해모로센트럴아파트,733.0,서구,서대신동2가,대신초등학교,66.23658940397351,73.07001795332137,58.68023529411766,5.0,경남중;부산대신중학교;부산여중;부산중앙여자중학교;초장중,52.54117647058823,77.23529411764707,34.82352941176471,42.41176470588236,0.0,,,0.0,66.23658940397351,0.0,66.23658940397351,B,OK,7448682.497948345,False,,ALL
A10024535,대신푸르지오2차,815.0,서구,서대신동2가,대신초등학교,66.23658940397351,73.07001795332137,56.18023529411766,5.0,경남중;부산대신중학교;부산여중;부산중앙여자중학교;초장중,52.54117647058823,77.23529411764707,34.82352941176471,42.41176470588236,0.0,,,0.0,66.23658940397351,0.0,66.23658940397351,B,OK,7064749.6076120315,False,,ALL
A10028182,대신롯데캐슬,753.0,서구,서대신동3가,대신초등학교,66.23658940397351,73.07001795332137,59.68023529411766,5.0,경남중;부산대신중학교;부산여중;부산중앙여자중학교;초장중,52.54117647058823,77.23529411764707,34.82352941176471,42.41176470588236,0.0,,,0.0,66.23658940397351,0.0,66.23658940397351,B,OK,5426312.120442767,False,,ALL
A61202004,대우트럼프월드센텀,564.0,해운대구,우동,강동초등학교,65.61307947019867,72.35188509874327,85.82235294117646,3.0,해강중;해운대여중;해운대중,93.3529411764706,97.70588235294117,89.82352941176471,7.882352941176464,0.0,,,0.0,65.61307947019867,0.0,65.61307947019867,B,OK,17122686.66362746,False,,ALL
A61202011,센텀두산위브,581.0,해운대구,우동,강동초등학교,65.61307947019867,72.35188509874327,86.82235294117646,3.0,해강중;해운대여중;해운대중,93.3529411764706,97.70588235294117,89.82352941176471,7.882352941176464,0.0,,,0.0,65.61307947019867,0.0,65.61307947019867,B,OK,8614602.457280045,False,,ALL
A61271101,센텀삼환Nauville,926.0,해운대구,우동,강동초등학교,65.61307947019867,72.35188509874327,87.82235294117646,3.0,해강중;해운대여중;해운대중,93.3529411764706,97.70588235294117,89.82352941176471,7.882352941176464,0.0,,,0.0,65.61307947019867,0.0,65.61307947019867,B,OK,8219178.082191781,False,,ALL
A61274707,삼호가든맨션,1076.0,해운대구,우동,강동초등학교,65.61307947019867,72.35188509874327,86.82235294117646,3.0,해강중;해운대여중;해운대중,93.3529411764706,97.70588235294117,89.82352941176471,7.882352941176464,0.0,,,0.0,65.61307947019867,0.0,65.61307947019867,B,OK,11512303.40528031,False,,ALL
A61282705,센텀센시빌,800.0,해운대구,우동,강동초등학교,65.61307947019867,72.35188509874327,85.82235294117646,3.0,해강중;해운대여중;해운대중,93.3529411764706,97.70588235294117,89.82352941176471,7.882352941176464,0.0,,,0.0,65.61307947019867,0.0,65.61307947019867,B,OK,6797325.958769873,False,,ALL
A10023975,동래래미안아이파크,3853.0,동래구,온천동,온샘초등학교,65.3701986754967,71.8132854578097,63.83529411764707,3.0,동래중;온천중;유락여중,59.52941176470589,78.3529411764706,36.50000000000001,41.85294117647059,0.0,,,0.0,65.3701986754967,0.0,65.3701986754967,B,OK,11567949.601798791,False,,ALL
A10024226,삼한골든뷰에듀스테이션,610.0,금정구,부곡동,부곡초등학교,65.36490066225166,71.45421903052065,65.63352941176471,2.0,부곡여자중;부곡중,60.63235294117648,69.55882352941177,51.70588235294118,17.852941176470587,0.0,,,0.0,65.36490066225166,0.0,65.36490066225166,B,OK,7279530.807853537,False,,ALL
A60970301,대우,1270.0,금정구,부곡동,부곡초등학교,65.36490066225166,71.45421903052065,65.63352941176471,2.0,부곡여자중;부곡중,60.63235294117648,69.55882352941177,51.70588235294118,17.852941176470587,0.0,,,0.0,65.36490066225166,0.0,65.36490066225166,B,OK,5304532.331559359,False,,ALL
A60982103,우신뉴타운,552.0,금정구,부곡동,부곡초등학교,65.36490066225166,71.45421903052065,65.63352941176471,2.0,부곡여자중;부곡중,60.63235294117648,69.55882352941177,51.70588235294118,17.852941176470587,0.0,,,0.0,65.36490066225166,0.0,65.36490066225166,B,OK,4055457.5828345176,False,,ALL
A10023692,웨이브리즈,728.0,기장군,기장읍청강리,대청초등학교,65.05954746136865,70.91561938958706,29.288823529411765,2.0,기장중;대청중,11.073529411764707,21.058823529411764,1.0882352941176472,19.970588235294116,0.0,,,0.0,65.05954746136865,0.0,65.05954746136865,B,OK,4600766.794465744,False,,ALL
A61970210,우신네오빌,524.0,기장군,기장읍청강리,대청초등학교,65.05954746136865,70.91561938958706,29.288823529411765,2.0,기장중;대청중,11.073529411764707,21.058823529411764,1.0882352941176472,19.970588235294116,0.0,,,0.0,65.05954746136865,0.0,65.05954746136865,B,OK,2833890.665164149,False,,ALL
A61990609,청강주공,520.0,기장군,기장읍청강리,대청초등학교,65.05954746136865,70.91561938958706,32.788823529411765,2.0,기장중;대청중,11.073529411764707,21.058823529411764,1.0882352941176472,19.970588235294116,0.0,,,0.0,65.05954746136865,0.0,65.05954746136865,B,OK,2738184.546136534,False,,ALL
A10020002,드파인 광안,1233.0,수영구,광안동,호암초등학교,64.94271523178807,70.46678635547576,58.748000000000005,5.0,광안중;동수영중;동아중;부산수영중학교;한바다중,50.25294117647059,73.52941176470588,36.970588235294116,36.55882352941177,0.0,,,0.0,64.94271523178807,0.0,64.94271523178807,B,OK,,False,,ALL
A10024695,광안자이,971.0,수영구,광안동,호암초등학교,64.94271523178807,70.46678635547576,57.748000000000005,5.0,광안중;동수영중;동아중;부산수영중학교;한바다중,50.25294117647059,73.52941176470588,36.970588235294116,36.55882352941177,0.0,,,0.0,64.94271523178807,0.0,64.94271523178807,B,OK,11411684.685562,False,,ALL
A10023040,양정포레힐즈스위첸1단지,1338.0,부산진구,양정동,양동초등학교,64.81462472406182,70.01795332136446,54.77450980392157,3.0,동의중;부산진여중;양동여중,45.45098039215686,73.88235294117646,21.999999999999996,51.882352941176464,0.0,,,0.0,64.81462472406182,0.0,64.81462472406182,B,OK,8992940.791745849,False,,ALL
A10024627,연산롯데캐슬골드포레,1230.0,연제구,연산동,양동초등학교,64.81462472406182,70.01795332136446,54.77450980392157,3.0,동의중;부산진여중;양동여중,45.45098039215686,73.88235294117646,21.999999999999996,51.882352941176464,0.0,,,0.0,64.81462472406182,0.0,64.81462472406182,B,OK,8819981.51439965,False,,ALL
A10025559,연산더샵,1071.0,연제구,연산동,양동초등학교,64.81462472406182,70.01795332136446,53.77450980392157,3.0,동의중;부산진여중;양동여중,45.45098039215686,73.88235294117646,21.999999999999996,51.882352941176464,0.0,,,0.0,64.81462472406182,0.0,64.81462472406182,B,OK,7884031.776178222,False,,ALL
A61970112,현대,930.0,기장군,기장읍청강리,기장초등학교,64.57853200883002,69.47935368043088,31.288823529411765,2.0,기장중;대청중,11.073529411764707,21.058823529411764,1.0882352941176472,19.970588235294116,0.0,,,0.0,64.57853200883002,0.0,64.57853200883002,B,OK,3026073.737570907,False,,ALL
A61970311,서부주공,702.0,기장군,기장읍서부리,기장초등학교,64.57853200883002,69.47935368043088,34.788823529411765,2.0,기장중;대청중,11.073529411764707,21.058823529411764,1.0882352941176472,19.970588235294116,0.0,,,0.0,64.57853200883002,0.0,64.57853200883002,B,OK,3471295.060080107,False,,ALL
A61990514,한신,1131.0,기장군,기장읍동부리,기장초등학교,64.57853200883002,69.47935368043088,33.788823529411765,2.0,기장중;대청중,11.073529411764707,21.058823529411764,1.0882352941176472,19.970588235294116,0.0,,,0.0,64.57853200883002,0.0,64.57853200883002,B,OK,2588692.122139201,False,,ALL
A60608002,조양비취맨션,630.0,영도구,동삼동,중리초등학교,64.44094922737307,69.03052064631957,57.81254901960784,3.0,영도제일중;태종대중;해동중,48.96078431372549,56.970588235294116,40.44117647058824,16.529411764705877,0.0,,,0.0,64.44094922737307,0.0,64.44094922737307,B,OK,1667853.1132738297,False,,ALL
A60680909,국제마마뉴비치타운,522.0,영도구,동삼동,중리초등학교,64.44094922737307,69.03052064631957,58.81254901960784,3.0,영도제일중;태종대중;해동중,48.96078431372549,56.970588235294116,40.44117647058824,16.529411764705877,0.0,,,0.0,64.44094922737307,0.0,64.44094922737307,B,OK,1977599.723760272,False,,ALL
A10022267,오션라이프에일린의뜰1단지,1228.0,영도구,동삼동,동삼초등학교,64.43979028697572,68.76122082585279,57.81254901960784,3.0,영도제일중;태종대중;해동중,48.96078431372549,56.970588235294116,40.44117647058824,16.529411764705877,0.0,,,0.0,64.43979028697572,0.0,64.43979028697572,B,OK,5791612.302306747,False,,ALL
A60777604,안락현대,738.0,동래구,안락동,반안초등학교,64.27847682119204,68.40215439856372,48.32911764705884,4.0,반안중;반여중;인지중;재송중,34.75735294117647,71.11764705882354,16.294117647058826,54.82352941176471,0.0,,,0.0,64.27847682119204,0.0,64.27847682119204,B,OK,4008016.032064128,False,,ALL
A61206113,우방신세계타운,998.0,해운대구,반여동,반안초등학교,64.27847682119204,68.40215439856372,48.32911764705884,4.0,반안중;반여중;인지중;재송중,34.75735294117647,71.11764705882354,16.294117647058826,54.82352941176471,0.0,,,0.0,64.27847682119204,0.0,64.27847682119204,B,OK,3532736.693358455,False,,ALL
A61279804,센텀SKVIEW아파트,1374.0,해운대구,반여동,반안초등학교,64.27847682119204,68.40215439856372,48.32911764705884,4.0,반안중;반여중;인지중;재송중,34.75735294117647,71.11764705882354,16.294117647058826,54.82352941176471,0.0,,,0.0,64.27847682119204,0.0,64.27847682119204,B,OK,3853187.042842215,False,,ALL
A10028037,해운대힐스테이트위브,2369.0,해운대구,중동,동백초등학교,64.0762693156733,68.04308797127469,77.2664705882353,4.0,동백중;해강중;해운대여중;해운대중,83.57352941176471,97.70588235294117,54.23529411764706,43.470588235294116,0.0,,,0.0,64.0762693156733,0.0,64.0762693156733,B,OK,7921293.636731787,False,,ALL
A10023208,두산위브더제니스하버시티,2040.0,동구,범일동,성남초등학교,63.84878587196467,67.59425493716338,46.436470588235295,2.0,금성중;부산서중,27.088235294117645,27.088235294117645,27.088235294117645,0.0,0.0,,,0.0,63.84878587196467,0.0,63.84878587196467,B,MIDDLE_SCORE_PARTIAL,8244314.367484424,True,MIDDLE_SCORE_PARTIAL,ALL
A10026746,오션브릿지,652.0,동구,범일동,성남초등학교,63.84878587196467,67.59425493716338,47.436470588235295,2.0,금성중;부산서중,27.088235294117645,27.088235294117645,27.088235294117645,0.0,0.0,,,0.0,63.84878587196467,0.0,63.84878587196467,B,MIDDLE_SCORE_PARTIAL,5942574.723464345,True,MIDDLE_SCORE_PARTIAL,ALL
A60106001,한성기린,547.0,동구,범일동,성남초등학교,63.84878587196467,67.59425493716338,46.436470588235295,2.0,금성중;부산서중,27.088235294117645,27.088235294117645,27.088235294117645,0.0,0.0,,,0.0,63.84878587196467,0.0,63.84878587196467,B,MIDDLE_SCORE_PARTIAL,2575000.0,True,MIDDLE_SCORE_PARTIAL,ALL
A60106002,두산위브포세이돈2,690.0,동구,범일동,성남초등학교,63.84878587196467,67.59425493716338,46.436470588235295,2.0,금성중;부산서중,27.088235294117645,27.088235294117645,27.088235294117645,0.0,0.0,,,0.0,63.84878587196467,0.0,63.84878587196467,B,MIDDLE_SCORE_PARTIAL,4541710.789504648,True,MIDDLE_SCORE_PARTIAL,ALL
A61612013,코오롱하늘채1차,1280.0,북구,화명동,학사초등학교,63.8310706401766,67.0556552962298,71.90980392156862,3.0,명진중;용수중;화명중,70.27450980392157,76.91176470588236,65.55882352941177,11.352941176470594,0.0,,,0.0,63.8310706401766,0.0,63.8310706401766,B,OK,5674091.377844548,False,,ALL
A61685214,코오롱하늘채2차,1344.0,북구,화명동,학사초등학교,63.8310706401766,67.0556552962298,71.90980392156862,3.0,명진중;용수중;화명중,70.27450980392157,76.91176470588236,65.55882352941177,11.352941176470594,0.0,,,0.0,63.8310706401766,0.0,63.8310706401766,B,OK,6240065.9327721195,False,,ALL
A60710004,안락뜨란채2단지,1420.0,동래구,안락동,안남초등학교,63.739624724061805,66.69658886894075,54.15941176470588,4.0,동신중;안락중;충렬중;학산여중,43.66176470588235,71.8529411764706,26.294117647058822,45.55882352941177,0.0,,,0.0,63.739624724061805,0.0,63.739624724061805,B,OK,5767829.579946299,False,,ALL
A60777205,안락SKVIEW,1898.0,동래구,안락동,안남초등학교,63.739624724061805,66.69658886894075,53.15941176470588,4.0,동신중;안락중;충렬중;학산여중,43.66176470588235,71.8529411764706,26.294117647058822,45.55882352941177,0.0,,,0.0,63.739624724061805,0.0,63.739624724061805,B,OK,4650888.967384905,False,,ALL
A10023872,대연양우내안애퍼스트,560.0,남구,문현동,연포초등학교,63.7098233995585,66.33752244165171,47.078823529411764,4.0,대연중;배정중;석포여중;해연중,34.29411764705882,40.23529411764706,22.882352941176467,17.35294117647059,0.0,,,0.0,63.7098233995585,0.0,63.7098233995585,B,MIDDLE_SCORE_PARTIAL,7402752.081950466,True,MIDDLE_SCORE_PARTIAL,ALL
A10026452,대연롯데캐슬레전드1단지,3149.0,남구,대연동,연포초등학교,63.7098233995585,66.33752244165171,48.078823529411764,4.0,대연중;배정중;석포여중;해연중,34.29411764705882,40.23529411764706,22.882352941176467,17.35294117647059,0.0,,,0.0,63.7098233995585,0.0,63.7098233995585,B,MIDDLE_SCORE_PARTIAL,8697374.938088162,True,MIDDLE_SCORE_PARTIAL,ALL
A10027503,정관양우내안愛,830.0,기장군,정관읍용수리,가동초등학교,63.0385761589404,65.8886894075404,42.58509803921568,3.0,부산중앙중;신정중;정관중,25.892156862745097,40.294117647058826,5.176470588235294,35.11764705882353,0.0,,,0.0,63.0385761589404,0.0,63.0385761589404,B,OK,3212310.813925687,False,,ALL
A61996115,이진캐스빌,539.0,기장군,정관읍용수리,가동초등학교,63.0385761589404,65.8886894075404,40.58509803921568,3.0,부산중앙중;신정중;정관중,25.892156862745097,40.294117647058826,5.176470588235294,35.11764705882353,0.0,,,0.0,63.0385761589404,0.0,63.0385761589404,B,OK,4942217.243395962,False,,ALL
A61996303,정관신동아파밀리에,655.0,기장군,정관읍용수리,가동초등학교,63.0385761589404,65.8886894075404,42.58509803921568,3.0,부산중앙중;신정중;정관중,25.892156862745097,40.294117647058826,5.176470588235294,35.11764705882353,0.0,,,0.0,63.0385761589404,0.0,63.0385761589404,B,OK,3213642.9856885765,False,,ALL
A60932003,부곡동푸르지오,540.0,금정구,부곡동,현곡초등학교,62.96931567328919,65.52962298025135,67.98313725490196,3.0,금정중;부곡여중;부곡중,67.84313725490198,82.26470588235294,51.70588235294118,30.55882352941176,0.0,,,0.0,62.96931567328919,0.0,62.96931567328919,B,OK,4946350.666195024,False,,ALL
A10025749,부산정관 행복주택,856.0,기장군,정관읍,모전초등학교,62.76445916114791,64.90125673249551,41.58509803921568,3.0,부산중앙중;신정중;정관중,25.8921568627451,40.294117647058826,5.176470588235294,35.11764705882353,0.0,,,0.0,62.76445916114791,0.0,62.76445916114791,B,OK,,False,,ALL
A10026813,정관 엘에이치 7단지,1934.0,기장군,정관읍,모전초등학교,62.76445916114791,64.90125673249551,40.58509803921568,3.0,부산중앙중;신정중;정관중,25.8921568627451,40.294117647058826,5.176470588235294,35.11764705882353,0.0,,,0.0,62.76445916114791,0.0,62.76445916114791,B,OK,,False,,ALL
A10028081,정관이지더원3차아파트,1035.0,기장군,정관읍,모전초등학교,62.76445916114791,64.90125673249551,40.58509803921568,3.0,부산중앙중;신정중;정관중,25.8921568627451,40.294117647058826,5.176470588235294,35.11764705882353,0.0,,,0.0,62.76445916114791,0.0,62.76445916114791,B,OK,,False,,ALL
A61990110,이지더원,978.0,기장군,정관읍모전리,모전초등학교,62.76445916114791,64.90125673249551,42.58509803921568,3.0,부산중앙중;신정중;정관중,25.8921568627451,40.294117647058826,5.176470588235294,35.11764705882353,0.0,,,0.0,62.76445916114791,0.0,62.76445916114791,B,OK,2807239.3749528197,False,,ALL
A61996106,이지더원2차,756.0,기장군,정관읍모전리,모전초등학교,62.76445916114791,64.90125673249551,40.58509803921568,3.0,부산중앙중;신정중;정관중,25.8921568627451,40.294117647058826,5.176470588235294,35.11764705882353,0.0,,,0.0,62.76445916114791,0.0,62.76445916114791,B,OK,3255779.007738736,False,,ALL
A61996114,동일스위트3차,1500.0,기장군,정관읍모전리,모전초등학교,62.76445916114791,64.90125673249551,42.58509803921568,3.0,부산중앙중;신정중;정관중,25.8921568627451,40.294117647058826,5.176470588235294,35.11764705882353,0.0,,,0.0,62.76445916114791,0.0,62.76445916114791,B,OK,3364268.4383126525,False,,ALL
A10027972,안락경동리인,693.0,동래구,안락동,안진초등학교,62.64050772626931,64.18312387791741,52.15941176470588,4.0,동신중;안락중;충렬중;학산여중,43.66176470588235,71.8529411764706,26.294117647058822,45.55882352941177,0.0,,,0.0,62.64050772626931,0.0,62.64050772626931,B,OK,6789555.058749948,False,,ALL
A60778502,강변뜨란채,814.0,동래구,안락동,안진초등학교,62.64050772626931,64.18312387791741,53.15941176470588,4.0,동신중;안락중;충렬중;학산여중,43.66176470588235,71.8529411764706,26.294117647058822,45.55882352941177,0.0,,,0.0,62.64050772626931,0.0,62.64050772626931,B,OK,6031160.99849221,False,,ALL
A10024383,사하역비스타동원,513.0,사하구,괴정동,사하초등학교,62.49724061810154,63.91382405745063,60.359738562091515,9.0,경남중;당리중;동주여중;부산대신중학교;부산여중;부산중앙여자중학교;사하중;삼성중;장평중,54.25816993464051,76.79411764705881,34.82352941176471,41.9705882352941,0.0,,,0.0,62.49724061810154,0.0,62.49724061810154,B,OK,6668569.43181121,False,,ALL
A10020289,두산위브더제니스 오션시티 ,3048.0,남구,우암동,우암초등학교,62.45943708609272,63.64452423698385,55.447647058823534,3.0,감만중;대연중;배정중,43.69117647058823,47.147058823529406,40.23529411764706,6.911764705882348,0.0,,,0.0,62.45943708609272,0.0,62.45943708609272,B,MIDDLE_SCORE_PARTIAL,,True,MIDDLE_SCORE_PARTIAL,ALL
A60877107,일신보라,661.0,남구,우암동,우암초등학교,62.45943708609272,63.64452423698385,56.447647058823534,3.0,감만중;대연중;배정중,43.69117647058823,47.147058823529406,40.23529411764706,6.911764705882348,0.0,,,0.0,62.45943708609272,0.0,62.45943708609272,B,MIDDLE_SCORE_PARTIAL,2567394.0949935815,True,MIDDLE_SCORE_PARTIAL,ALL
A61270515,센텀롯데캐슬아파트,1198.0,해운대구,반여동,인지초등학교,62.44166666666668,63.28545780969479,51.28078431372549,3.0,반안중;반여중;인지중,40.04901960784314,71.11764705882354,16.294117647058826,54.82352941176471,0.0,,,0.0,62.44166666666668,0.0,62.44166666666668,B,OK,4902936.909409455,False,,ALL
A61271919,아시아선수촌아파트,2290.0,해운대구,반여동,인지초등학교,62.44166666666668,63.28545780969479,50.28078431372549,3.0,반안중;반여중;인지중,40.04901960784314,71.11764705882354,16.294117647058826,54.82352941176471,0.0,,,0.0,62.44166666666668,0.0,62.44166666666668,B,OK,5472831.700128473,False,,ALL
A61203012,영남,512.0,해운대구,좌동,좌산초등학교,62.41092715231788,62.65709156193896,87.26705882352942,1.0,신곡중,89.32352941176471,89.32352941176471,89.32352941176471,0.0,0.0,,,0.0,62.41092715231788,0.0,62.41092715231788,B,OK,4950910.464042963,False,,ALL
A61203032,대우2,1002.0,해운대구,좌동,좌산초등학교,62.41092715231788,62.65709156193896,86.26705882352942,1.0,신곡중,89.32352941176471,89.32352941176471,89.32352941176471,0.0,0.0,,,0.0,62.41092715231788,0.0,62.41092715231788,B,OK,5888633.103126147,False,,ALL
A61203033,벽산2,1070.0,해운대구,좌동,좌산초등학교,62.41092715231788,62.65709156193896,87.26705882352942,1.0,신곡중,89.32352941176471,89.32352941176471,89.32352941176471,0.0,0.0,,,0.0,62.41092715231788,0.0,62.41092715231788,B,OK,5198665.824335534,False,,ALL
A61203035,경남선경,1358.0,해운대구,좌동,좌산초등학교,62.41092715231788,62.65709156193896,86.26705882352942,1.0,신곡중,89.32352941176471,89.32352941176471,89.32352941176471,0.0,0.0,,,0.0,62.41092715231788,0.0,62.41092715231788,B,OK,4477861.319966583,False,,ALL
A61203038,SKVIEW,1721.0,해운대구,좌동,좌산초등학교,62.41092715231788,62.65709156193896,86.26705882352942,1.0,신곡중,89.32352941176471,89.32352941176471,89.32352941176471,0.0,0.0,,,0.0,62.41092715231788,0.0,62.41092715231788,B,OK,4182585.9642067165,False,,ALL
A10026034,대신푸르지오1차,959.0,서구,서대신동1가,부민초등학교,62.26407284768212,62.02872531418312,57.46235294117648,6.0,경남중;대신여중;부산대신중학교;부산여중;부산중앙여자중학교;초장중,50.35294117647059,77.23529411764707,34.82352941176471,42.41176470588236,0.0,,,0.0,62.26407284768212,0.0,62.26407284768212,B,OK,7146725.830526017,False,,ALL
A60270501,부민e편한세상,613.0,서구,부민동3가,부민초등학교,62.26407284768212,62.02872531418312,57.46235294117648,6.0,경남중;대신여중;부산대신중학교;부산여중;부산중앙여자중학교;초장중,50.35294117647059,77.23529411764707,34.82352941176471,42.41176470588236,0.0,,,0.0,62.26407284768212,0.0,62.26407284768212,B,OK,3000000.0,False,,ALL
A61996110,정관동일스위트2차,1638.0,기장군,정관읍모전리,정원초등학교;신정초등학교,62.222902869757164,61.759425493716336,42.58509803921568,3.0,부산중앙중;신정중;정관중,25.8921568627451,40.294117647058826,5.176470588235294,35.11764705882353,0.0,,,0.0,62.222902869757164,0.0,62.222902869757164,B,OK,,False,,ALL
A10023021,서면비스타동원,806.0,부산진구,당감동,가야초등학교,62.1960816777042,61.310592459605026,45.75382352941177,4.0,가야여중;개림중;부산개성중;서면중,33.786764705882355,54.82352941176472,15.705882352941178,39.117647058823536,0.0,,,0.0,62.1960816777042,0.0,62.1960816777042,B,OK,6823601.661664653,False,,ALL
A10023627,가야롯데캐슬골드아너,935.0,부산진구,가야동,가야초등학교,62.1960816777042,61.310592459605026,46.75382352941177,4.0,가야여중;개림중;부산개성중;서면중,33.786764705882355,54.82352941176472,15.705882352941178,39.117647058823536,0.0,,,0.0,62.1960816777042,0.0,62.1960816777042,B,OK,9998630.948223056,False,,ALL
A61475202,태화현대1,668.0,부산진구,당감동,가야초등학교,62.1960816777042,61.310592459605026,44.25382352941177,4.0,가야여중;개림중;부산개성중;서면중,33.786764705882355,54.82352941176472,15.705882352941178,39.117647058823536,0.0,,,0.0,62.1960816777042,0.0,62.1960816777042,B,OK,3866469.9868819797,False,,ALL
A61475903,태화현대2,820.0,부산진구,당감동,가야초등학교,62.1960816777042,61.310592459605026,45.75382352941177,4.0,가야여중;개림중;부산개성중;서면중,33.786764705882355,54.82352941176472,15.705882352941178,39.117647058823536,0.0,,,0.0,62.1960816777042,0.0,62.1960816777042,B,OK,4072852.3037333786,False,,ALL
A61203014,경남,655.0,해운대구,좌동,양운초등학교,61.9123068432671,60.592459605026924,78.8535294117647,2.0,신도중;양운중,80.01470588235294,82.14705882352942,77.88235294117646,4.264705882352956,0.0,,,0.0,61.9123068432671,0.0,61.9123068432671,B,OK,5467617.093096999,False,,ALL
A61203021,해운대 센트럴파크,799.0,해운대구,좌동,양운초등학교,61.9123068432671,60.592459605026924,78.8535294117647,2.0,신도중;양운중,80.01470588235294,82.14705882352942,77.88235294117646,4.264705882352956,0.0,,,0.0,61.9123068432671,0.0,61.9123068432671,B,OK,4817469.578263043,False,,ALL
A61203027,LH뜨란채아파트,928.0,해운대구,좌동,양운초등학교,61.9123068432671,60.592459605026924,79.8535294117647,2.0,신도중;양운중,80.01470588235294,82.14705882352942,77.88235294117646,4.264705882352956,0.0,,,0.0,61.9123068432671,0.0,61.9123068432671,B,OK,4751583.861287096,False,,ALL
A61203036,두산1차아파트,1422.0,해운대구,좌동,양운초등학교,61.9123068432671,60.592459605026924,77.8535294117647,2.0,신도중;양운중,80.01470588235294,82.14705882352942,77.88235294117646,4.264705882352956,0.0,,,0.0,61.9123068432671,0.0,61.9123068432671,B,OK,5705705.705705706,False,,ALL
A61775202,백양그린,1080.0,사상구,모라동,모산초등학교,61.79635761589404,59.87432675044884,46.97176470588236,1.0,모라중,18.705882352941178,18.705882352941178,18.705882352941178,0.0,1.0,모라중,18.705882352941178,0.0,61.79635761589404,-20.833665716939652,61.79635761589404,B,OK,1849119.6699962474,False,,ALL
A61775706,우성,796.0,사상구,모라동,모산초등학교,61.79635761589404,59.87432675044884,46.97176470588236,1.0,모라중,18.705882352941178,18.705882352941178,18.705882352941178,0.0,1.0,모라중,18.705882352941178,0.0,61.79635761589404,-20.833665716939652,61.79635761589404,B,OK,2485501.2427506214,False,,ALL
A61781706,모라주공1단지,2529.0,사상구,모라동,모산초등학교,61.79635761589404,59.87432675044884,47.97176470588236,1.0,모라중,18.705882352941178,18.705882352941178,18.705882352941178,0.0,1.0,모라중,18.705882352941178,0.0,61.79635761589404,-20.833665716939652,61.79635761589404,B,OK,,False,,ALL
