internal_complex_id,kapt_code,complex_name,households,address,road_address,sigungu,legal_dong,admin_dong,latitude,longitude,raw_road_address,raw_lot_address,normalized_road_address,normalized_lot_address,address_evidence_source,address_source_document,upstream_match_method,lawd_cd,jibun_evidence,road_name_evidence,road_number_evidence,missing_reason
TRADE_3DA3791C8E17,,보수동봄여름가을겨울,,,,중구,보수동2가,,,,부산광역시 중구 보수대로124번길 59,부산광역시 중구 보수동2가 81-2,부산광역시 중구 보수대로124번길 59,부산광역시 중구 보수동2가 81-2,OFFICIAL_TRANSACTION_API,D:\90.invest\80.데이터수집\아파트정보수집\kapt\busan_apartment_analysis\data\interim\trade_matched.parquet,unmatched,26110,81-2,보수대로124번길,59,KAPT_UNMATCHED
TRADE_3DB13BE073C5,,아름베스트7차,,,,금정구,남산동,,,,부산광역시 금정구 금단로175번길 21,부산광역시 금정구 남산동 248-1,부산광역시 금정구 금단로175번길 21,부산광역시 금정구 남산동 248-1,OFFICIAL_TRANSACTION_API,D:\90.invest\80.데이터수집\아파트정보수집\kapt\busan_apartment_analysis\data\interim\trade_matched.parquet,unmatched,26410,248-1,금단로175번길,21,KAPT_UNMATCHED
TRADE_3DE619A42785,,동원,,,,금정구,부곡동,,,,부산광역시 금정구 부곡로 121,부산광역시 금정구 부곡동 296-15,부산광역시 금정구 부곡로 121,부산광역시 금정구 부곡동 296-15,OFFICIAL_TRANSACTION_API,D:\90.invest\80.데이터수집\아파트정보수집\kapt\busan_apartment_analysis\data\interim\trade_matched.parquet,unmatched,26410,296-15,부곡로,121,KAPT_UNMATCHED
TRADE_3E110C83AD0C,,더존빌,,,,금정구,남산동,,,,부산광역시 금정구 금단로170번길 63,부산광역시 금정구 남산동 265-25,부산광역시 금정구 금단로170번길 63,부산광역시 금정구 남산동 265-25,OFFICIAL_TRANSACTION_API,D:\90.invest\80.데이터수집\아파트정보수집\kapt\busan_apartment_analysis\data\interim\trade_matched.parquet,unmatched,26410,265-25,금단로170번길,63,KAPT_UNMATCHED
TRADE_3E235233931B,,영선궁전빌라,,,,영도구,영선동3가,,,,부산광역시 영도구 절영로93번길 8-15,부산광역시 영도구 영선동3가 17,부산광역시 영도구 절영로93번길 8-15,부산광역시 영도구 영선동3가 17,OFFICIAL_TRANSACTION_API,D:\90.invest\80.데이터수집\아파트정보수집\kapt\busan_apartment_analysis\data\interim\trade_matched.parquet,unmatched,26200,17,절영로93번길,8-15,KAPT_UNMATCHED
TRADE_3E50E0A66B40,,성동,,,,남구,문현동,,,,부산광역시 남구 남동천로 58,부산광역시 남구 문현동 788-1,부산광역시 남구 남동천로 58,부산광역시 남구 문현동 788-1,OFFICIAL_TRANSACTION_API,D:\90.invest\80.데이터수집\아파트정보수집\kapt\busan_apartment_analysis\data\interim\trade_matched.parquet,unmatched,26290,788-1,남동천로,58,KAPT_UNMATCHED
TRADE_3E5136D6981F,,동조신현트레빌,,,,사하구,괴정동,,,,부산광역시 사하구 괴정로 291,부산광역시 사하구 괴정동 484-22,부산광역시 사하구 괴정로 291,부산광역시 사하구 괴정동 484-22,OFFICIAL_TRANSACTION_API,D:\90.invest\80.데이터수집\아파트정보수집\kapt\busan_apartment_analysis\data\interim\trade_matched.parquet,unmatched,26380,484-22,괴정로,291,KAPT_UNMATCHED
TRADE_3E7471D57E3C,,일광,,,,서구,아미동2가,,,,부산광역시 서구 까치고개로 189,부산광역시 서구 아미동2가 123-1,부산광역시 서구 까치고개로 189,부산광역시 서구 아미동2가 123-1,OFFICIAL_TRANSACTION_API,D:\90.invest\80.데이터수집\아파트정보수집\kapt\busan_apartment_analysis\data\interim\trade_matched.parquet,unmatched,26140,123-1,까치고개로,189,KAPT_UNMATCHED
TRADE_3E78928F7B45,,마이네하임,,,,연제구,연산동,,,,부산광역시 연제구 과정로 174,부산광역시 연제구 연산동 469-7,부산광역시 연제구 과정로 174,부산광역시 연제구 연산동 469-7,OFFICIAL_TRANSACTION_API,D:\90.invest\80.데이터수집\아파트정보수집\kapt\busan_apartment_analysis\data\interim\trade_matched.parquet,unmatched,26470,469-7,과정로,174,KAPT_UNMATCHED
TRADE_3E791B15DB06,,휴그린,,,,사상구,엄궁동,,,,부산광역시 사상구 낙동대로 784-13,부산광역시 사상구 엄궁동 567-9,부산광역시 사상구 낙동대로 784-13,부산광역시 사상구 엄궁동 567-9,OFFICIAL_TRANSACTION_API,D:\90.invest\80.데이터수집\아파트정보수집\kapt\busan_apartment_analysis\data\interim\trade_matched.parquet,unmatched,26530,567-9,낙동대로,784-13,KAPT_UNMATCHED
TRADE_3E93D5BEF53F,,록명하이빌,,,,부산진구,부전동,,,,부산광역시 부산진구 부전로140번길 13,부산광역시 부산진구 부전동 390-19,부산광역시 부산진구 부전로140번길 13,부산광역시 부산진구 부전동 390-19,OFFICIAL_TRANSACTION_API,D:\90.invest\80.데이터수집\아파트정보수집\kapt\busan_apartment_analysis\data\interim\trade_matched.parquet,unmatched,26230,390-19,부전로140번길,13,KAPT_UNMATCHED
TRADE_3EA376BF215A,,전원빌라,,,,서구,동대신동2가,,,,부산광역시 서구 중앙공원로 24,부산광역시 서구 동대신동2가 7-1,부산광역시 서구 중앙공원로 24,부산광역시 서구 동대신동2가 7-1,OFFICIAL_TRANSACTION_API,D:\90.invest\80.데이터수집\아파트정보수집\kapt\busan_apartment_analysis\data\interim\trade_matched.parquet,unmatched,26140,7-1,중앙공원로,24,KAPT_UNMATCHED
TRADE_3ECE04C2BB59,,협진태양,,,,동래구,명장동,,,,부산광역시 동래구 반송로339번길 8,부산광역시 동래구 명장동 497-1,부산광역시 동래구 반송로339번길 8,부산광역시 동래구 명장동 497-1,OFFICIAL_TRANSACTION_API,D:\90.invest\80.데이터수집\아파트정보수집\kapt\busan_apartment_analysis\data\interim\trade_matched.parquet,unmatched,26260,497-1,반송로339번길,8,KAPT_UNMATCHED
TRADE_3F0C765DB317,,오름파크,,,,동래구,사직동,,,,부산광역시 동래구 석사로 21,부산광역시 동래구 사직동 50-15,부산광역시 동래구 석사로 21,부산광역시 동래구 사직동 50-15,OFFICIAL_TRANSACTION_API,D:\90.invest\80.데이터수집\아파트정보수집\kapt\busan_apartment_analysis\data\interim\trade_matched.parquet,unmatched,26260,50-15,석사로,21,KAPT_UNMATCHED
TRADE_3F125DD94492,,M포레뷰,,,,동래구,온천동,,,,부산광역시 동래구 석사북로 105,부산광역시 동래구 온천동 1234-13,부산광역시 동래구 석사북로 105,부산광역시 동래구 온천동 1234-13,OFFICIAL_TRANSACTION_API,D:\90.invest\80.데이터수집\아파트정보수집\kapt\busan_apartment_analysis\data\interim\trade_matched.parquet,unmatched,26260,1234-13,석사북로,105,KAPT_UNMATCHED
TRADE_3F317A1E7DE4,,더리체,,,,동래구,온천동,,,,부산광역시 동래구 미남로 134,부산광역시 동래구 온천동 1424-12,부산광역시 동래구 미남로 134,부산광역시 동래구 온천동 1424-12,OFFICIAL_TRANSACTION_API,D:\90.invest\80.데이터수집\아파트정보수집\kapt\busan_apartment_analysis\data\interim\trade_matched.parquet,unmatched,26260,1424-12,미남로,134,KAPT_UNMATCHED
TRADE_3F96C98640B7,,수성아파트(441-0),,,,동구,수정동,,,,부산광역시 동구 수정공원로 143,부산광역시 동구 수정동 441,부산광역시 동구 수정공원로 143,부산광역시 동구 수정동 441,OFFICIAL_TRANSACTION_API,D:\90.invest\80.데이터수집\아파트정보수집\kapt\busan_apartment_analysis\data\interim\trade_matched.parquet,unmatched,26170,441,수정공원로,143,KAPT_UNMATCHED
TRADE_3FA348EF6833,,동방로얄,,,,수영구,망미동,,,,부산광역시 수영구 연수로288번길 7,부산광역시 수영구 망미동 821-1,부산광역시 수영구 연수로288번길 7,부산광역시 수영구 망미동 821-1,OFFICIAL_TRANSACTION_API,D:\90.invest\80.데이터수집\아파트정보수집\kapt\busan_apartment_analysis\data\interim\trade_matched.parquet,unmatched,26500,821-1,연수로288번길,7,KAPT_UNMATCHED
TRADE_3FA5301971E0,,금잔디,,,,수영구,광안동,,,,부산광역시 수영구 광안로7번길 42,부산광역시 수영구 광안동 139-1,부산광역시 수영구 광안로7번길 42,부산광역시 수영구 광안동 139-1,OFFICIAL_TRANSACTION_API,D:\90.invest\80.데이터수집\아파트정보수집\kapt\busan_apartment_analysis\data\interim\trade_matched.parquet,unmatched,26500,139-1,광안로7번길,42,KAPT_UNMATCHED
TRADE_3FA7CDC8A9FA,,성원맨투로빌,,,,연제구,거제동,,,,부산광역시 연제구 거제대로 128,부산광역시 연제구 거제동 739-1,부산광역시 연제구 거제대로 128,부산광역시 연제구 거제동 739-1,OFFICIAL_TRANSACTION_API,D:\90.invest\80.데이터수집\아파트정보수집\kapt\busan_apartment_analysis\data\interim\trade_matched.parquet,unmatched,26470,739-1,거제대로,128,KAPT_UNMATCHED
TRADE_3FAA4B917F13,,동원,,,,연제구,연산동,,,,부산광역시 연제구 쌍미천로 190,부산광역시 연제구 연산동 105-8,부산광역시 연제구 쌍미천로 190,부산광역시 연제구 연산동 105-8,OFFICIAL_TRANSACTION_API,D:\90.invest\80.데이터수집\아파트정보수집\kapt\busan_apartment_analysis\data\interim\trade_matched.parquet,unmatched,26470,105-8,쌍미천로,190,KAPT_UNMATCHED
TRADE_3FAF63BA896A,,드림하이츠,,,,부산진구,범천동,,,,부산광역시 부산진구 신암로85번길 36,부산광역시 부산진구 범천동 1230-66,부산광역시 부산진구 신암로85번길 36,부산광역시 부산진구 범천동 1230-66,OFFICIAL_TRANSACTION_API,D:\90.invest\80.데이터수집\아파트정보수집\kapt\busan_apartment_analysis\data\interim\trade_matched.parquet,unmatched,26230,1230-66,신암로85번길,36,KAPT_UNMATCHED
TRADE_3FC790A17711,,협성맨션,,,,부산진구,개금동,,,,부산광역시 부산진구 가야대로 432,부산광역시 부산진구 개금동 492-10,부산광역시 부산진구 가야대로 432,부산광역시 부산진구 개금동 492-10,OFFICIAL_TRANSACTION_API,D:\90.invest\80.데이터수집\아파트정보수집\kapt\busan_apartment_analysis\data\interim\trade_matched.parquet,unmatched,26230,492-10,가야대로,432,KAPT_UNMATCHED
TRADE_3FFEF7F916DD,,초원빌,,,,사하구,괴정동,,,,부산광역시 사하구 대티로 45,부산광역시 사하구 괴정동 197-1,부산광역시 사하구 대티로 45,부산광역시 사하구 괴정동 197-1,OFFICIAL_TRANSACTION_API,D:\90.invest\80.데이터수집\아파트정보수집\kapt\busan_apartment_analysis\data\interim\trade_matched.parquet,unmatched,26380,197-1,대티로,45,KAPT_UNMATCHED
TRADE_3FFFFBF92886,,동덕,,,,사하구,괴정동,,,,부산광역시 사하구 승학로 167,부산광역시 사하구 괴정동 1081-1,부산광역시 사하구 승학로 167,부산광역시 사하구 괴정동 1081-1,OFFICIAL_TRANSACTION_API,D:\90.invest\80.데이터수집\아파트정보수집\kapt\busan_apartment_analysis\data\interim\trade_matched.parquet,unmatched,26380,1081-1,승학로,167,KAPT_UNMATCHED
TRADE_4013F8EA6BBF,,골든타워,,,,연제구,연산동,,,,부산광역시 연제구 고분로13번길 5-12,부산광역시 연제구 연산동 603-25,부산광역시 연제구 고분로13번길 5-12,부산광역시 연제구 연산동 603-25,OFFICIAL_TRANSACTION_API,D:\90.invest\80.데이터수집\아파트정보수집\kapt\busan_apartment_analysis\data\interim\trade_matched.parquet,unmatched,26470,603-25,고분로13번길,5-12,KAPT_UNMATCHED
TRADE_401D3850D5D3,,서면,,,,부산진구,전포동,,,,부산광역시 부산진구 진남로435번길 47,부산광역시 부산진구 전포동 산99-46,부산광역시 부산진구 진남로435번길 47,부산광역시 부산진구 전포동 산99-46,OFFICIAL_TRANSACTION_API,D:\90.invest\80.데이터수집\아파트정보수집\kapt\busan_apartment_analysis\data\interim\trade_matched.parquet,unmatched,26230,산99-46,진남로435번길,47,KAPT_UNMATCHED
TRADE_402D49772486,,태양아트빌,,,,사상구,괘법동,,,,부산광역시 사상구 광장로104번길 11,부산광역시 사상구 괘법동 481-2,부산광역시 사상구 광장로104번길 11,부산광역시 사상구 괘법동 481-2,OFFICIAL_TRANSACTION_API,D:\90.invest\80.데이터수집\아파트정보수집\kapt\busan_apartment_analysis\data\interim\trade_matched.parquet,unmatched,26530,481-2,광장로104번길,11,KAPT_UNMATCHED
TRADE_403428EB4067,,협성,,,,동래구,사직동,,,,부산광역시 동래구 여고북로46번길 25,부산광역시 동래구 사직동 351-1,부산광역시 동래구 여고북로46번길 25,부산광역시 동래구 사직동 351-1,OFFICIAL_TRANSACTION_API,D:\90.invest\80.데이터수집\아파트정보수집\kapt\busan_apartment_analysis\data\interim\trade_matched.parquet,unmatched,26260,351-1,여고북로46번길,25,KAPT_UNMATCHED
TRADE_40601F123267,,마마아파트,,,,해운대구,중동,,,,부산광역시 해운대구 좌동순환로 405,부산광역시 해운대구 중동 1521-32,부산광역시 해운대구 좌동순환로 405,부산광역시 해운대구 중동 1521-32,OFFICIAL_TRANSACTION_API,D:\90.invest\80.데이터수집\아파트정보수집\kapt\busan_apartment_analysis\data\interim\trade_matched.parquet,unmatched,26350,1521-32,좌동순환로,405,KAPT_UNMATCHED
TRADE_407225F80163,,한사랑빌라,,,,금정구,장전동,,,,부산광역시 금정구 수림로49번길 9,부산광역시 금정구 장전동 204-7,부산광역시 금정구 수림로49번길 9,부산광역시 금정구 장전동 204-7,OFFICIAL_TRANSACTION_API,D:\90.invest\80.데이터수집\아파트정보수집\kapt\busan_apartment_analysis\data\interim\trade_matched.parquet,unmatched,26410,204-7,수림로49번길,9,KAPT_UNMATCHED
TRADE_40814FAAC299,,벽산첼시빌,,,,해운대구,중동,,,,부산광역시 해운대구 달맞이길117번다길 66,부산광역시 해운대구 중동 1497-7,부산광역시 해운대구 달맞이길117번다길 66,부산광역시 해운대구 중동 1497-7,OFFICIAL_TRANSACTION_API,D:\90.invest\80.데이터수집\아파트정보수집\kapt\busan_apartment_analysis\data\interim\trade_matched.parquet,unmatched,26350,1497-7,달맞이길117번다길,66,KAPT_UNMATCHED
TRADE_409AF37D7EBD,,명유그린,,,,해운대구,재송동,,,,부산광역시 해운대구 재반로64번길 42,부산광역시 해운대구 재송동 152,부산광역시 해운대구 재반로64번길 42,부산광역시 해운대구 재송동 152,OFFICIAL_TRANSACTION_API,D:\90.invest\80.데이터수집\아파트정보수집\kapt\busan_apartment_analysis\data\interim\trade_matched.parquet,unmatched,26350,152,재반로64번길,42,KAPT_UNMATCHED
TRADE_40B5724A5F3C,,상우다솜,,,,동래구,사직동,,,,부산광역시 동래구 사직북로47번길 43,부산광역시 동래구 사직동 46-7,부산광역시 동래구 사직북로47번길 43,부산광역시 동래구 사직동 46-7,OFFICIAL_TRANSACTION_API,D:\90.invest\80.데이터수집\아파트정보수집\kapt\busan_apartment_analysis\data\interim\trade_matched.parquet,unmatched,26260,46-7,사직북로47번길,43,KAPT_UNMATCHED
TRADE_40BDECE31873,,흑석타워빌,,,,남구,대연동,,,,부산광역시 남구 유엔로183번길 61,부산광역시 남구 대연동 1724-14,부산광역시 남구 유엔로183번길 61,부산광역시 남구 대연동 1724-14,OFFICIAL_TRANSACTION_API,D:\90.invest\80.데이터수집\아파트정보수집\kapt\busan_apartment_analysis\data\interim\trade_matched.parquet,unmatched,26290,1724-14,유엔로183번길,61,KAPT_UNMATCHED
TRADE_40C5604EBAE7,,대원하이츠1차,,,,해운대구,송정동,,,,부산광역시 해운대구 송정중앙로9번길 72-3,부산광역시 해운대구 송정동 182-8,부산광역시 해운대구 송정중앙로9번길 72-3,부산광역시 해운대구 송정동 182-8,OFFICIAL_TRANSACTION_API,D:\90.invest\80.데이터수집\아파트정보수집\kapt\busan_apartment_analysis\data\interim\trade_matched.parquet,unmatched,26350,182-8,송정중앙로9번길,72-3,KAPT_UNMATCHED
TRADE_40DDBA6A5BD6,,용문아트빌,,,,동구,수정동,,,,부산광역시 동구 수정공원로 122,부산광역시 동구 수정동 489-16,부산광역시 동구 수정공원로 122,부산광역시 동구 수정동 489-16,OFFICIAL_TRANSACTION_API,D:\90.invest\80.데이터수집\아파트정보수집\kapt\busan_apartment_analysis\data\interim\trade_matched.parquet,unmatched,26170,489-16,수정공원로,122,KAPT_UNMATCHED
TRADE_40DDDDF47D10,,펄스트빌B,,,,사하구,하단동,,,,부산광역시 사하구 낙동남로1347번길 21,부산광역시 사하구 하단동 888-25,부산광역시 사하구 낙동남로1347번길 21,부산광역시 사하구 하단동 888-25,OFFICIAL_TRANSACTION_API,D:\90.invest\80.데이터수집\아파트정보수집\kapt\busan_apartment_analysis\data\interim\trade_matched.parquet,unmatched,26380,888-25,낙동남로1347번길,21,KAPT_UNMATCHED
TRADE_40F237A662FC,,GL타운B,,,,서구,서대신동2가,,,,부산광역시 서구 구덕로315번길 7,부산광역시 서구 서대신동2가 35-12,부산광역시 서구 구덕로315번길 7,부산광역시 서구 서대신동2가 35-12,OFFICIAL_TRANSACTION_API,D:\90.invest\80.데이터수집\아파트정보수집\kapt\busan_apartment_analysis\data\interim\trade_matched.parquet,unmatched,26140,35-12,구덕로315번길,7,KAPT_UNMATCHED
TRADE_40FDB9DEA82D,,청아,,,,부산진구,전포동,,,,부산광역시 부산진구 동성로 140,부산광역시 부산진구 전포동 595-20,부산광역시 부산진구 동성로 140,부산광역시 부산진구 전포동 595-20,OFFICIAL_TRANSACTION_API,D:\90.invest\80.데이터수집\아파트정보수집\kapt\busan_apartment_analysis\data\interim\trade_matched.parquet,unmatched,26230,595-20,동성로,140,KAPT_UNMATCHED
TRADE_410AF0F5415E,,포세이돈투,,,,연제구,연산동,,,,부산광역시 연제구 월드컵대로145번길 99,부산광역시 연제구 연산동 1343-24,부산광역시 연제구 월드컵대로145번길 99,부산광역시 연제구 연산동 1343-24,OFFICIAL_TRANSACTION_API,D:\90.invest\80.데이터수집\아파트정보수집\kapt\busan_apartment_analysis\data\interim\trade_matched.parquet,unmatched,26470,1343-24,월드컵대로145번길,99,KAPT_UNMATCHED
TRADE_411242F652DF,,팍스타운,,,,사상구,주례동,,,,부산광역시 사상구 가야대로378번길 1,부산광역시 사상구 주례동 57-17,부산광역시 사상구 가야대로378번길 1,부산광역시 사상구 주례동 57-17,OFFICIAL_TRANSACTION_API,D:\90.invest\80.데이터수집\아파트정보수집\kapt\busan_apartment_analysis\data\interim\trade_matched.parquet,unmatched,26530,57-17,가야대로378번길,1,KAPT_UNMATCHED
TRADE_412376001AD9,,블루빌아파트,,,,수영구,광안동,,,,부산광역시 수영구 광남로 87,부산광역시 수영구 광안동 184-12,부산광역시 수영구 광남로 87,부산광역시 수영구 광안동 184-12,OFFICIAL_TRANSACTION_API,D:\90.invest\80.데이터수집\아파트정보수집\kapt\busan_apartment_analysis\data\interim\trade_matched.parquet,unmatched,26500,184-12,광남로,87,KAPT_UNMATCHED
TRADE_412FDDB08B86,,경남,,,,서구,서대신동2가,,,,부산광역시 서구 구덕로305번길 9,부산광역시 서구 서대신동2가 55-2,부산광역시 서구 구덕로305번길 9,부산광역시 서구 서대신동2가 55-2,OFFICIAL_TRANSACTION_API,D:\90.invest\80.데이터수집\아파트정보수집\kapt\busan_apartment_analysis\data\interim\trade_matched.parquet,unmatched,26140,55-2,구덕로305번길,9,KAPT_UNMATCHED
TRADE_41390F2E8FBF,,목연정M팰리스,,,,중구,부평동4가,,,,부산광역시 중구 흑교로21번길 17,부산광역시 중구 부평동4가 24-2,부산광역시 중구 흑교로21번길 17,부산광역시 중구 부평동4가 24-2,OFFICIAL_TRANSACTION_API,D:\90.invest\80.데이터수집\아파트정보수집\kapt\busan_apartment_analysis\data\interim\trade_matched.parquet,unmatched,26110,24-2,흑교로21번길,17,KAPT_UNMATCHED
TRADE_415682165743,,금강비치빌,,,,해운대구,송정동,,,,부산광역시 해운대구 송정중앙로21번길 11,부산광역시 해운대구 송정동 199-8,부산광역시 해운대구 송정중앙로21번길 11,부산광역시 해운대구 송정동 199-8,OFFICIAL_TRANSACTION_API,D:\90.invest\80.데이터수집\아파트정보수집\kapt\busan_apartment_analysis\data\interim\trade_matched.parquet,unmatched,26350,199-8,송정중앙로21번길,11,KAPT_UNMATCHED
TRADE_41655A94D36C,,윤강하이츠빌라,,,,연제구,연산동,,,,부산광역시 연제구 고분로235번길 61,부산광역시 연제구 연산동 469-36,부산광역시 연제구 고분로235번길 61,부산광역시 연제구 연산동 469-36,OFFICIAL_TRANSACTION_API,D:\90.invest\80.데이터수집\아파트정보수집\kapt\busan_apartment_analysis\data\interim\trade_matched.parquet,unmatched,26470,469-36,고분로235번길,61,KAPT_UNMATCHED
TRADE_417203327EAE,,이화,,,,부산진구,가야동,,,,부산광역시 부산진구 엄광로 166,부산광역시 부산진구 가야동 459-16,부산광역시 부산진구 엄광로 166,부산광역시 부산진구 가야동 459-16,OFFICIAL_TRANSACTION_API,D:\90.invest\80.데이터수집\아파트정보수집\kapt\busan_apartment_analysis\data\interim\trade_matched.parquet,unmatched,26230,459-16,엄광로,166,KAPT_UNMATCHED
TRADE_4175A81F308B,,섬진3차,,,,사하구,하단동,,,,부산광역시 사하구 하신중앙로313번길 74,부산광역시 사하구 하단동 870-93,부산광역시 사하구 하신중앙로313번길 74,부산광역시 사하구 하단동 870-93,OFFICIAL_TRANSACTION_API,D:\90.invest\80.데이터수집\아파트정보수집\kapt\busan_apartment_analysis\data\interim\trade_matched.parquet,unmatched,26380,870-93,하신중앙로313번길,74,KAPT_UNMATCHED
TRADE_4179A452E22F,,파스텔하이빌,,,,부산진구,개금동,,,,부산광역시 부산진구 냉정로 205,부산광역시 부산진구 개금동 177-380,부산광역시 부산진구 냉정로 205,부산광역시 부산진구 개금동 177-380,OFFICIAL_TRANSACTION_API,D:\90.invest\80.데이터수집\아파트정보수집\kapt\busan_apartment_analysis\data\interim\trade_matched.parquet,unmatched,26230,177-380,냉정로,205,KAPT_UNMATCHED
TRADE_41BCE54F1FA0,,우정하이빌,,,,연제구,연산동,,,,부산광역시 연제구 월드컵대로165번길 91,부산광역시 연제구 연산동 1498-2,부산광역시 연제구 월드컵대로165번길 91,부산광역시 연제구 연산동 1498-2,OFFICIAL_TRANSACTION_API,D:\90.invest\80.데이터수집\아파트정보수집\kapt\busan_apartment_analysis\data\interim\trade_matched.parquet,unmatched,26470,1498-2,월드컵대로165번길,91,KAPT_UNMATCHED
TRADE_41BEE1EB626A,,백산1,,,,동래구,사직동,,,,부산광역시 동래구 여고로127번길 68,부산광역시 동래구 사직동 143-10,부산광역시 동래구 여고로127번길 68,부산광역시 동래구 사직동 143-10,OFFICIAL_TRANSACTION_API,D:\90.invest\80.데이터수집\아파트정보수집\kapt\busan_apartment_analysis\data\interim\trade_matched.parquet,unmatched,26260,143-10,여고로127번길,68,KAPT_UNMATCHED
TRADE_41D420972890,,부일힐타워,,,,남구,대연동,,,,부산광역시 남구 못골로 45,부산광역시 남구 대연동 1281-32,부산광역시 남구 못골로 45,부산광역시 남구 대연동 1281-32,OFFICIAL_TRANSACTION_API,D:\90.invest\80.데이터수집\아파트정보수집\kapt\busan_apartment_analysis\data\interim\trade_matched.parquet,unmatched,26290,1281-32,못골로,45,KAPT_UNMATCHED
TRADE_41E3D2ADB093,,대산하이츠,,,,연제구,연산동,,,,부산광역시 연제구 월드컵대로91번가길 33,부산광역시 연제구 연산동 705-21,부산광역시 연제구 월드컵대로91번가길 33,부산광역시 연제구 연산동 705-21,OFFICIAL_TRANSACTION_API,D:\90.invest\80.데이터수집\아파트정보수집\kapt\busan_apartment_analysis\data\interim\trade_matched.parquet,unmatched,26470,705-21,월드컵대로91번가길,33,KAPT_UNMATCHED
TRADE_41E4F45F02BC,,서면동화더파크,,,,부산진구,부전동,,,,부산광역시 부산진구 가야대로747번길 11,부산광역시 부산진구 부전동 424-5,부산광역시 부산진구 가야대로747번길 11,부산광역시 부산진구 부전동 424-5,OFFICIAL_TRANSACTION_API,D:\90.invest\80.데이터수집\아파트정보수집\kapt\busan_apartment_analysis\data\interim\trade_matched.parquet,unmatched,26230,424-5,가야대로747번길,11,KAPT_UNMATCHED
TRADE_41F143A3C34A,,태양연립,,,,동래구,사직동,,,,부산광역시 동래구 사직북로19번길 44,부산광역시 동래구 사직동 42-10,부산광역시 동래구 사직북로19번길 44,부산광역시 동래구 사직동 42-10,OFFICIAL_TRANSACTION_API,D:\90.invest\80.데이터수집\아파트정보수집\kapt\busan_apartment_analysis\data\interim\trade_matched.parquet,unmatched,26260,42-10,사직북로19번길,44,KAPT_UNMATCHED
TRADE_41FA3B9FBFC9,,명성빌리지,,,,남구,대연동,,,,부산광역시 남구 진남로69번길 30,부산광역시 남구 대연동 1281-9,부산광역시 남구 진남로69번길 30,부산광역시 남구 대연동 1281-9,OFFICIAL_TRANSACTION_API,D:\90.invest\80.데이터수집\아파트정보수집\kapt\busan_apartment_analysis\data\interim\trade_matched.parquet,unmatched,26290,1281-9,진남로69번길,30,KAPT_UNMATCHED
TRADE_421A7B1F1EA0,,중보빌라,,,,서구,토성동3가,,,,부산광역시 서구 구덕로150번길 25,부산광역시 서구 토성동3가 13-2,부산광역시 서구 구덕로150번길 25,부산광역시 서구 토성동3가 13-2,OFFICIAL_TRANSACTION_API,D:\90.invest\80.데이터수집\아파트정보수집\kapt\busan_apartment_analysis\data\interim\trade_matched.parquet,unmatched,26140,13-2,구덕로150번길,25,KAPT_UNMATCHED
TRADE_42262273212E,,에덴빌리지,,,,서구,동대신동3가,,,,부산광역시 서구 구덕로346번길 16,부산광역시 서구 동대신동3가 200,부산광역시 서구 구덕로346번길 16,부산광역시 서구 동대신동3가 200,OFFICIAL_TRANSACTION_API,D:\90.invest\80.데이터수집\아파트정보수집\kapt\busan_apartment_analysis\data\interim\trade_matched.parquet,unmatched,26140,200,구덕로346번길,16,KAPT_UNMATCHED
TRADE_4240BDF89019,,화신거화젠틀빌라,,,,사하구,괴정동,,,,부산광역시 사하구 사리로18번길 9-3,부산광역시 사하구 괴정동 304-1,부산광역시 사하구 사리로18번길 9-3,부산광역시 사하구 괴정동 304-1,OFFICIAL_TRANSACTION_API,D:\90.invest\80.데이터수집\아파트정보수집\kapt\busan_apartment_analysis\data\interim\trade_matched.parquet,unmatched,26380,304-1,사리로18번길,9-3,KAPT_UNMATCHED
TRADE_4241FE37CB3B,,홍성,,,,수영구,남천동,,,,부산광역시 수영구 황령산로7번길 3,부산광역시 수영구 남천동 52-1,부산광역시 수영구 황령산로7번길 3,부산광역시 수영구 남천동 52-1,OFFICIAL_TRANSACTION_API,D:\90.invest\80.데이터수집\아파트정보수집\kapt\busan_apartment_analysis\data\interim\trade_matched.parquet,unmatched,26500,52-1,황령산로7번길,3,KAPT_UNMATCHED
TRADE_42540E150312,,부암동리젠트힐,,,,부산진구,부암동,,,,부산광역시 부산진구 신천대로 242,부산광역시 부산진구 부암동 65-17,부산광역시 부산진구 신천대로 242,부산광역시 부산진구 부암동 65-17,OFFICIAL_TRANSACTION_API,D:\90.invest\80.데이터수집\아파트정보수집\kapt\busan_apartment_analysis\data\interim\trade_matched.parquet,unmatched,26230,65-17,신천대로,242,KAPT_UNMATCHED
TRADE_42B38FA3D379,,행복리치빌아파트,,,,기장군,기장읍대라리,,,,부산광역시 기장군 차성서로77번길 36-14,부산광역시 기장군 기장읍대라리 905,부산광역시 기장군 차성서로77번길 36-14,부산광역시 기장군 기장읍대라리 905,OFFICIAL_TRANSACTION_API,D:\90.invest\80.데이터수집\아파트정보수집\kapt\busan_apartment_analysis\data\interim\trade_matched.parquet,unmatched,26710,905,차성서로77번길,36-14,KAPT_UNMATCHED
