internal_complex_id,kapt_code,complex_name,households,address,road_address,sigungu,legal_dong,admin_dong,latitude,longitude,raw_road_address,raw_lot_address,normalized_road_address,normalized_lot_address,address_evidence_source,address_source_document,upstream_match_method,lawd_cd,jibun_evidence,road_name_evidence,road_number_evidence,missing_reason
TRADE_0039881CB9D1,,벨로스,,,,해운대구,중동,,,,부산광역시 해운대구 달맞이길117번나길 151,부산광역시 해운대구 중동 1477-3,부산광역시 해운대구 달맞이길117번나길 151,부산광역시 해운대구 중동 1477-3,OFFICIAL_TRANSACTION_API,D:\90.invest\80.데이터수집\아파트정보수집\kapt\busan_apartment_analysis\data\interim\trade_matched.parquet,unmatched,26350,1477-3,달맞이길117번나길,151,KAPT_UNMATCHED
TRADE_0048CC450DA6,,카멜롯,,,,서구,동대신동2가,,,,부산광역시 서구 대영로105번길 21,부산광역시 서구 동대신동2가 182-1,부산광역시 서구 대영로105번길 21,부산광역시 서구 동대신동2가 182-1,OFFICIAL_TRANSACTION_API,D:\90.invest\80.데이터수집\아파트정보수집\kapt\busan_apartment_analysis\data\interim\trade_matched.parquet,unmatched,26140,182-1,대영로105번길,21,KAPT_UNMATCHED
TRADE_0061CD5567B6,,세진오션파크빌,,,,기장군,일광읍삼성리,,,,부산광역시 기장군 일역길 62,부산광역시 기장군 일광읍삼성리 716-6,부산광역시 기장군 일역길 62,부산광역시 기장군 일광읍삼성리 716-6,OFFICIAL_TRANSACTION_API,D:\90.invest\80.데이터수집\아파트정보수집\kapt\busan_apartment_analysis\data\interim\trade_matched.parquet,unmatched,26710,716-6,일역길,62,KAPT_UNMATCHED
TRADE_006F35A5B794,,허브팰리스,,,,동래구,온천동,,,,부산광역시 동래구 미남로132번길 25,부산광역시 동래구 온천동 1425-14,부산광역시 동래구 미남로132번길 25,부산광역시 동래구 온천동 1425-14,OFFICIAL_TRANSACTION_API,D:\90.invest\80.데이터수집\아파트정보수집\kapt\busan_apartment_analysis\data\interim\trade_matched.parquet,unmatched,26260,1425-14,미남로132번길,25,KAPT_UNMATCHED
TRADE_0070D9F696D7,,세진에버그린B동,,,,금정구,구서동,,,,부산광역시 금정구 금샘로 447,부산광역시 금정구 구서동 1005-3,부산광역시 금정구 금샘로 447,부산광역시 금정구 구서동 1005-3,OFFICIAL_TRANSACTION_API,D:\90.invest\80.데이터수집\아파트정보수집\kapt\busan_apartment_analysis\data\interim\trade_matched.parquet,unmatched,26410,1005-3,금샘로,447,KAPT_UNMATCHED
TRADE_00B167FEF1CB,,센텀드림힐,,,,해운대구,재송동,,,,부산광역시 해운대구 재반로64번길 90,부산광역시 해운대구 재송동 1123-1,부산광역시 해운대구 재반로64번길 90,부산광역시 해운대구 재송동 1123-1,OFFICIAL_TRANSACTION_API,D:\90.invest\80.데이터수집\아파트정보수집\kapt\busan_apartment_analysis\data\interim\trade_matched.parquet,unmatched,26350,1123-1,재반로64번길,90,KAPT_UNMATCHED
TRADE_00D446BA7825,,대토,,,,동래구,수안동,,,,부산광역시 동래구 온천천로 275,부산광역시 동래구 수안동 32-5,부산광역시 동래구 온천천로 275,부산광역시 동래구 수안동 32-5,OFFICIAL_TRANSACTION_API,D:\90.invest\80.데이터수집\아파트정보수집\kapt\busan_apartment_analysis\data\interim\trade_matched.parquet,unmatched,26260,32-5,온천천로,275,KAPT_UNMATCHED
TRADE_0101B62BAE35,,거성경원골든빌라,,,,금정구,구서동,,,,부산광역시 금정구 두실로37번길 3,부산광역시 금정구 구서동 1017-32,부산광역시 금정구 두실로37번길 3,부산광역시 금정구 구서동 1017-32,OFFICIAL_TRANSACTION_API,D:\90.invest\80.데이터수집\아파트정보수집\kapt\busan_apartment_analysis\data\interim\trade_matched.parquet,unmatched,26410,1017-32,두실로37번길,3,KAPT_UNMATCHED
TRADE_010BF464D2B6,,리치빌,,,,동래구,사직동,,,,부산광역시 동래구 아시아드대로114번길 43,부산광역시 동래구 사직동 115-7,부산광역시 동래구 아시아드대로114번길 43,부산광역시 동래구 사직동 115-7,OFFICIAL_TRANSACTION_API,D:\90.invest\80.데이터수집\아파트정보수집\kapt\busan_apartment_analysis\data\interim\trade_matched.parquet,unmatched,26260,115-7,아시아드대로114번길,43,KAPT_UNMATCHED
TRADE_014383E654EE,,온천화목,,,,금정구,장전동,,,,부산광역시 금정구 식물원로 47,부산광역시 금정구 장전동 618-1,부산광역시 금정구 식물원로 47,부산광역시 금정구 장전동 618-1,OFFICIAL_TRANSACTION_API,D:\90.invest\80.데이터수집\아파트정보수집\kapt\busan_apartment_analysis\data\interim\trade_matched.parquet,unmatched,26410,618-1,식물원로,47,KAPT_UNMATCHED
TRADE_016166127E51,,하단동한웅드리머스,,,,사하구,하단동,,,,부산광역시 사하구 낙동대로457번길 52,부산광역시 사하구 하단동 616-9,부산광역시 사하구 낙동대로457번길 52,부산광역시 사하구 하단동 616-9,OFFICIAL_TRANSACTION_API,D:\90.invest\80.데이터수집\아파트정보수집\kapt\busan_apartment_analysis\data\interim\trade_matched.parquet,unmatched,26380,616-9,낙동대로457번길,52,KAPT_UNMATCHED
TRADE_0184B8C8231A,,송원빌리지,,,,해운대구,송정동,,,,부산광역시 해운대구 송정중앙로9번길 72-7,부산광역시 해운대구 송정동 182-7,부산광역시 해운대구 송정중앙로9번길 72-7,부산광역시 해운대구 송정동 182-7,OFFICIAL_TRANSACTION_API,D:\90.invest\80.데이터수집\아파트정보수집\kapt\busan_apartment_analysis\data\interim\trade_matched.parquet,unmatched,26350,182-7,송정중앙로9번길,72-7,KAPT_UNMATCHED
TRADE_01AD65ED185F,,광안아트빌리지,,,,수영구,광안동,,,,부산광역시 수영구 호암로25번길 19,부산광역시 수영구 광안동 755-19,부산광역시 수영구 호암로25번길 19,부산광역시 수영구 광안동 755-19,OFFICIAL_TRANSACTION_API,D:\90.invest\80.데이터수집\아파트정보수집\kapt\busan_apartment_analysis\data\interim\trade_matched.parquet,unmatched,26500,755-19,호암로25번길,19,KAPT_UNMATCHED
TRADE_01DC674EC858,,연지센트럴파크,,,,부산진구,연지동,,,,부산광역시 부산진구 성지로8번길 30,부산광역시 부산진구 연지동 41-7,부산광역시 부산진구 성지로8번길 30,부산광역시 부산진구 연지동 41-7,OFFICIAL_TRANSACTION_API,D:\90.invest\80.데이터수집\아파트정보수집\kapt\busan_apartment_analysis\data\interim\trade_matched.parquet,unmatched,26230,41-7,성지로8번길,30,KAPT_UNMATCHED
TRADE_020AB82E4BF3,,진일,,,,부산진구,가야동,,,,부산광역시 부산진구 냉정로253번길 13,부산광역시 부산진구 가야동 634-1,부산광역시 부산진구 냉정로253번길 13,부산광역시 부산진구 가야동 634-1,OFFICIAL_TRANSACTION_API,D:\90.invest\80.데이터수집\아파트정보수집\kapt\busan_apartment_analysis\data\interim\trade_matched.parquet,unmatched,26230,634-1,냉정로253번길,13,KAPT_UNMATCHED
TRADE_0214E83E38C8,,엘지신개금(2-2),,,,부산진구,개금동,,,,부산광역시 부산진구 백양대로300번길 19,부산광역시 부산진구 개금동 596,부산광역시 부산진구 백양대로300번길 19,부산광역시 부산진구 개금동 596,OFFICIAL_TRANSACTION_API,D:\90.invest\80.데이터수집\아파트정보수집\kapt\busan_apartment_analysis\data\interim\trade_matched.parquet,unmatched,26230,596,백양대로300번길,19,KAPT_UNMATCHED
TRADE_02457BA53777,,대가하이츠,,,,동래구,명장동,,,,부산광역시 동래구 시실로 154,부산광역시 동래구 명장동 616,부산광역시 동래구 시실로 154,부산광역시 동래구 명장동 616,OFFICIAL_TRANSACTION_API,D:\90.invest\80.데이터수집\아파트정보수집\kapt\busan_apartment_analysis\data\interim\trade_matched.parquet,unmatched,26260,616,시실로,154,KAPT_UNMATCHED
TRADE_0247343880E0,,금호천지,,,,남구,용호동,,,,부산광역시 남구 용호로231번길 100,부산광역시 남구 용호동 524-1,부산광역시 남구 용호로231번길 100,부산광역시 남구 용호동 524-1,OFFICIAL_TRANSACTION_API,D:\90.invest\80.데이터수집\아파트정보수집\kapt\busan_apartment_analysis\data\interim\trade_matched.parquet,unmatched,26290,524-1,용호로231번길,100,KAPT_UNMATCHED
TRADE_026CA894565A,,썬플라워빌,,,,동구,초량동,,,,부산광역시 동구 대영로239번길 48,부산광역시 동구 초량동 576-1,부산광역시 동구 대영로239번길 48,부산광역시 동구 초량동 576-1,OFFICIAL_TRANSACTION_API,D:\90.invest\80.데이터수집\아파트정보수집\kapt\busan_apartment_analysis\data\interim\trade_matched.parquet,unmatched,26170,576-1,대영로239번길,48,KAPT_UNMATCHED
TRADE_0283771D7A54,,개금블루스카이,,,,부산진구,개금동,,,,부산광역시 부산진구 개금온정로 6,부산광역시 부산진구 개금동 198-1,부산광역시 부산진구 개금온정로 6,부산광역시 부산진구 개금동 198-1,OFFICIAL_TRANSACTION_API,D:\90.invest\80.데이터수집\아파트정보수집\kapt\busan_apartment_analysis\data\interim\trade_matched.parquet,unmatched,26230,198-1,개금온정로,6,KAPT_UNMATCHED
TRADE_02C1C7670B66,,성화빌라트,,,,금정구,남산동,,,,부산광역시 금정구 학산로21번길 6,부산광역시 금정구 남산동 115-12,부산광역시 금정구 학산로21번길 6,부산광역시 금정구 남산동 115-12,OFFICIAL_TRANSACTION_API,D:\90.invest\80.데이터수집\아파트정보수집\kapt\busan_apartment_analysis\data\interim\trade_matched.parquet,unmatched,26410,115-12,학산로21번길,6,KAPT_UNMATCHED
TRADE_02D113B4F985,,동래보해이브,,,,동래구,안락동,,,,부산광역시 동래구 충렬대로428번길 30,부산광역시 동래구 안락동 603-12,부산광역시 동래구 충렬대로428번길 30,부산광역시 동래구 안락동 603-12,OFFICIAL_TRANSACTION_API,D:\90.invest\80.데이터수집\아파트정보수집\kapt\busan_apartment_analysis\data\interim\trade_matched.parquet,unmatched,26260,603-12,충렬대로428번길,30,KAPT_UNMATCHED
TRADE_02DC76FE711D,,부영,,,,사하구,하단동,,,,부산광역시 사하구 낙동남로 1416,부산광역시 사하구 하단동 589-12,부산광역시 사하구 낙동남로 1416,부산광역시 사하구 하단동 589-12,OFFICIAL_TRANSACTION_API,D:\90.invest\80.데이터수집\아파트정보수집\kapt\busan_apartment_analysis\data\interim\trade_matched.parquet,unmatched,26380,589-12,낙동남로,1416,KAPT_UNMATCHED
TRADE_02F3FC7314B9,,동매힐스,,,,사하구,신평동,,,,부산광역시 사하구 신산북로 91,부산광역시 사하구 신평동 671,부산광역시 사하구 신산북로 91,부산광역시 사하구 신평동 671,OFFICIAL_TRANSACTION_API,D:\90.invest\80.데이터수집\아파트정보수집\kapt\busan_apartment_analysis\data\interim\trade_matched.parquet,unmatched,26380,671,신산북로,91,KAPT_UNMATCHED
TRADE_0305F15C3833,,노블레스(764-112),,,,사하구,괴정동,,,,부산광역시 사하구 승학로 185,부산광역시 사하구 괴정동 764-112,부산광역시 사하구 승학로 185,부산광역시 사하구 괴정동 764-112,OFFICIAL_TRANSACTION_API,D:\90.invest\80.데이터수집\아파트정보수집\kapt\busan_apartment_analysis\data\interim\trade_matched.parquet,unmatched,26380,764-112,승학로,185,KAPT_UNMATCHED
TRADE_0313308B025D,,삼화빌라,,,,금정구,구서동,,,,부산광역시 금정구 안뜰로 17,부산광역시 금정구 구서동 199-8,부산광역시 금정구 안뜰로 17,부산광역시 금정구 구서동 199-8,OFFICIAL_TRANSACTION_API,D:\90.invest\80.데이터수집\아파트정보수집\kapt\busan_apartment_analysis\data\interim\trade_matched.parquet,unmatched,26410,199-8,안뜰로,17,KAPT_UNMATCHED
TRADE_031A6475193E,,산들파르테,,,,부산진구,양정동,,,,부산광역시 부산진구 중앙대로989번길 28,부산광역시 부산진구 양정동 236-2,부산광역시 부산진구 중앙대로989번길 28,부산광역시 부산진구 양정동 236-2,OFFICIAL_TRANSACTION_API,D:\90.invest\80.데이터수집\아파트정보수집\kapt\busan_apartment_analysis\data\interim\trade_matched.parquet,unmatched,26230,236-2,중앙대로989번길,28,KAPT_UNMATCHED
TRADE_032A43C9D297,,한울시너스,,,,영도구,남항동1가,,,,부산광역시 영도구 남항로9번길 5,부산광역시 영도구 남항동1가 51-1,부산광역시 영도구 남항로9번길 5,부산광역시 영도구 남항동1가 51-1,OFFICIAL_TRANSACTION_API,D:\90.invest\80.데이터수집\아파트정보수집\kapt\busan_apartment_analysis\data\interim\trade_matched.parquet,unmatched,26200,51-1,남항로9번길,5,KAPT_UNMATCHED
TRADE_03382344A7C1,,신우맨션,,,,남구,대연동,,,,부산광역시 남구 유엔평화로47번길 153-6,부산광역시 남구 대연동 561-16,부산광역시 남구 유엔평화로47번길 153-6,부산광역시 남구 대연동 561-16,OFFICIAL_TRANSACTION_API,D:\90.invest\80.데이터수집\아파트정보수집\kapt\busan_apartment_analysis\data\interim\trade_matched.parquet,unmatched,26290,561-16,유엔평화로47번길,153-6,KAPT_UNMATCHED
TRADE_033C951161D3,,모닝빌라트,,,,부산진구,개금동,,,,부산광역시 부산진구 가야대로492번길 22,부산광역시 부산진구 개금동 167-5,부산광역시 부산진구 가야대로492번길 22,부산광역시 부산진구 개금동 167-5,OFFICIAL_TRANSACTION_API,D:\90.invest\80.데이터수집\아파트정보수집\kapt\busan_apartment_analysis\data\interim\trade_matched.parquet,unmatched,26230,167-5,가야대로492번길,22,KAPT_UNMATCHED
TRADE_036B1FDD2699,,더포인트,,,,기장군,기장읍동부리,,,,부산광역시 기장군 차성로326번길 23,부산광역시 기장군 기장읍동부리 158-5,부산광역시 기장군 차성로326번길 23,부산광역시 기장군 기장읍동부리 158-5,OFFICIAL_TRANSACTION_API,D:\90.invest\80.데이터수집\아파트정보수집\kapt\busan_apartment_analysis\data\interim\trade_matched.parquet,unmatched,26710,158-5,차성로326번길,23,KAPT_UNMATCHED
TRADE_03870DEB60CB,,서원,,,,금정구,구서동,,,,부산광역시 금정구 두실로7번길 97,부산광역시 금정구 구서동 184-17,부산광역시 금정구 두실로7번길 97,부산광역시 금정구 구서동 184-17,OFFICIAL_TRANSACTION_API,D:\90.invest\80.데이터수집\아파트정보수집\kapt\busan_apartment_analysis\data\interim\trade_matched.parquet,unmatched,26410,184-17,두실로7번길,97,KAPT_UNMATCHED
TRADE_039446198FFA,,동산백조,,,,기장군,기장읍동부리,,,,부산광역시 기장군 차성동로142번길 12-8,부산광역시 기장군 기장읍동부리 377-2,부산광역시 기장군 차성동로142번길 12-8,부산광역시 기장군 기장읍동부리 377-2,OFFICIAL_TRANSACTION_API,D:\90.invest\80.데이터수집\아파트정보수집\kapt\busan_apartment_analysis\data\interim\trade_matched.parquet,unmatched,26710,377-2,차성동로142번길,12-8,KAPT_UNMATCHED
TRADE_03A4213BA50F,,수피아주상복합,,,,남구,용호동,,,,부산광역시 남구 용호로 174,부산광역시 남구 용호동 487-8,부산광역시 남구 용호로 174,부산광역시 남구 용호동 487-8,OFFICIAL_TRANSACTION_API,D:\90.invest\80.데이터수집\아파트정보수집\kapt\busan_apartment_analysis\data\interim\trade_matched.parquet,unmatched,26290,487-8,용호로,174,KAPT_UNMATCHED
TRADE_03B1D7BF0470,,신우,,,,동구,초량동,,,,부산광역시 동구 고관로 70,부산광역시 동구 초량동 1143-15,부산광역시 동구 고관로 70,부산광역시 동구 초량동 1143-15,OFFICIAL_TRANSACTION_API,D:\90.invest\80.데이터수집\아파트정보수집\kapt\busan_apartment_analysis\data\interim\trade_matched.parquet,unmatched,26170,1143-15,고관로,70,KAPT_UNMATCHED
TRADE_03CE94B91CDA,,동양힐타운,,,,해운대구,중동,,,,부산광역시 해운대구 달맞이길117번나길 16,부산광역시 해운대구 중동 1492-16,부산광역시 해운대구 달맞이길117번나길 16,부산광역시 해운대구 중동 1492-16,OFFICIAL_TRANSACTION_API,D:\90.invest\80.데이터수집\아파트정보수집\kapt\busan_apartment_analysis\data\interim\trade_matched.parquet,unmatched,26350,1492-16,달맞이길117번나길,16,KAPT_UNMATCHED
TRADE_03CF0D6A13C1,,광후빌리지,,,,부산진구,전포동,,,,부산광역시 부산진구 전포대로300번길 17,부산광역시 부산진구 전포동 553-1,부산광역시 부산진구 전포대로300번길 17,부산광역시 부산진구 전포동 553-1,OFFICIAL_TRANSACTION_API,D:\90.invest\80.데이터수집\아파트정보수집\kapt\busan_apartment_analysis\data\interim\trade_matched.parquet,unmatched,26230,553-1,전포대로300번길,17,KAPT_UNMATCHED
TRADE_03DC5A3EE54F,,마르빌주상복합,,,,수영구,남천동,,,,부산광역시 수영구 수영로 452-14,부산광역시 수영구 남천동 27-16,부산광역시 수영구 수영로 452-14,부산광역시 수영구 남천동 27-16,OFFICIAL_TRANSACTION_API,D:\90.invest\80.데이터수집\아파트정보수집\kapt\busan_apartment_analysis\data\interim\trade_matched.parquet,unmatched,26500,27-16,수영로,452-14,KAPT_UNMATCHED
TRADE_03E1686A4797,,화천파크,,,,사하구,하단동,,,,부산광역시 사하구 승학로 7-5,부산광역시 사하구 하단동 533-9,부산광역시 사하구 승학로 7-5,부산광역시 사하구 하단동 533-9,OFFICIAL_TRANSACTION_API,D:\90.invest\80.데이터수집\아파트정보수집\kapt\busan_apartment_analysis\data\interim\trade_matched.parquet,unmatched,26380,533-9,승학로,7-5,KAPT_UNMATCHED
TRADE_03EE770ED233,,성도빌라,,,,부산진구,개금동,,,,부산광역시 부산진구 개금본동로22번길 24,부산광역시 부산진구 개금동 11,부산광역시 부산진구 개금본동로22번길 24,부산광역시 부산진구 개금동 11,OFFICIAL_TRANSACTION_API,D:\90.invest\80.데이터수집\아파트정보수집\kapt\busan_apartment_analysis\data\interim\trade_matched.parquet,unmatched,26230,11,개금본동로22번길,24,KAPT_UNMATCHED
TRADE_03F2DDBE5319,,허브팰리스,,,,부산진구,범천동,,,,부산광역시 부산진구 범일로154번길 55,부산광역시 부산진구 범천동 842-3,부산광역시 부산진구 범일로154번길 55,부산광역시 부산진구 범천동 842-3,OFFICIAL_TRANSACTION_API,D:\90.invest\80.데이터수집\아파트정보수집\kapt\busan_apartment_analysis\data\interim\trade_matched.parquet,unmatched,26230,842-3,범일로154번길,55,KAPT_UNMATCHED
TRADE_03F9ABB0F1DD,,대륙타워B,,,,서구,충무동2가,,,,부산광역시 서구 천마로205번길 37-3,부산광역시 서구 충무동2가 36-1,부산광역시 서구 천마로205번길 37-3,부산광역시 서구 충무동2가 36-1,OFFICIAL_TRANSACTION_API,D:\90.invest\80.데이터수집\아파트정보수집\kapt\busan_apartment_analysis\data\interim\trade_matched.parquet,unmatched,26140,36-1,천마로205번길,37-3,KAPT_UNMATCHED
TRADE_0428F485ADFC,,해운대파크에비뉴,,,,해운대구,우동,,,,부산광역시 해운대구 중동1로17번길 15-7,부산광역시 해운대구 우동 598-4,부산광역시 해운대구 중동1로17번길 15-7,부산광역시 해운대구 우동 598-4,OFFICIAL_TRANSACTION_API,D:\90.invest\80.데이터수집\아파트정보수집\kapt\busan_apartment_analysis\data\interim\trade_matched.parquet,unmatched,26350,598-4,중동1로17번길,15-7,KAPT_UNMATCHED
TRADE_044D72E6CCE5,,클래식시티,,,,영도구,청학동,,,,부산광역시 영도구 청학동로 77,부산광역시 영도구 청학동 21-15,부산광역시 영도구 청학동로 77,부산광역시 영도구 청학동 21-15,OFFICIAL_TRANSACTION_API,D:\90.invest\80.데이터수집\아파트정보수집\kapt\busan_apartment_analysis\data\interim\trade_matched.parquet,unmatched,26200,21-15,청학동로,77,KAPT_UNMATCHED
TRADE_044FF2CE4EFA,,동아에이스빌라,,,,해운대구,중동,,,,부산광역시 해운대구 좌동순환로468번나길 22,부산광역시 해운대구 중동 878-1,부산광역시 해운대구 좌동순환로468번나길 22,부산광역시 해운대구 중동 878-1,OFFICIAL_TRANSACTION_API,D:\90.invest\80.데이터수집\아파트정보수집\kapt\busan_apartment_analysis\data\interim\trade_matched.parquet,unmatched,26350,878-1,좌동순환로468번나길,22,KAPT_UNMATCHED
TRADE_04610DF98259,,아름베스트빌5,,,,금정구,구서동,,,,부산광역시 금정구 중앙대로1926번길 10,부산광역시 금정구 구서동 183-12,부산광역시 금정구 중앙대로1926번길 10,부산광역시 금정구 구서동 183-12,OFFICIAL_TRANSACTION_API,D:\90.invest\80.데이터수집\아파트정보수집\kapt\busan_apartment_analysis\data\interim\trade_matched.parquet,unmatched,26410,183-12,중앙대로1926번길,10,KAPT_UNMATCHED
TRADE_047A728E9893,,유니온캐슬,,,,서구,서대신동1가,,,,부산광역시 서구 부용로 15,부산광역시 서구 서대신동1가 50-6,부산광역시 서구 부용로 15,부산광역시 서구 서대신동1가 50-6,OFFICIAL_TRANSACTION_API,D:\90.invest\80.데이터수집\아파트정보수집\kapt\busan_apartment_analysis\data\interim\trade_matched.parquet,unmatched,26140,50-6,부용로,15,KAPT_UNMATCHED
TRADE_048A95A6750A,,봉황,,,,부산진구,연지동,,,,부산광역시 부산진구 동평로223번길 50,부산광역시 부산진구 연지동 179-1,부산광역시 부산진구 동평로223번길 50,부산광역시 부산진구 연지동 179-1,OFFICIAL_TRANSACTION_API,D:\90.invest\80.데이터수집\아파트정보수집\kapt\busan_apartment_analysis\data\interim\trade_matched.parquet,unmatched,26230,179-1,동평로223번길,50,KAPT_UNMATCHED
TRADE_048EB91AD86D,,보경그린,,,,북구,화명동,,,,부산광역시 북구 금곡대로200번길 63,부산광역시 북구 화명동 886,부산광역시 북구 금곡대로200번길 63,부산광역시 북구 화명동 886,OFFICIAL_TRANSACTION_API,D:\90.invest\80.데이터수집\아파트정보수집\kapt\busan_apartment_analysis\data\interim\trade_matched.parquet,unmatched,26320,886,금곡대로200번길,63,KAPT_UNMATCHED
TRADE_04A91813CE00,,금강송도타운,,,,서구,암남동,,,,부산광역시 서구 성산길 51-8,부산광역시 서구 암남동 13-4,부산광역시 서구 성산길 51-8,부산광역시 서구 암남동 13-4,OFFICIAL_TRANSACTION_API,D:\90.invest\80.데이터수집\아파트정보수집\kapt\busan_apartment_analysis\data\interim\trade_matched.parquet,unmatched,26140,13-4,성산길,51-8,KAPT_UNMATCHED
TRADE_04B16365F7DF,,선경에이스하임,,,,금정구,장전동,,,,부산광역시 금정구 금정로 136,부산광역시 금정구 장전동 227-5,부산광역시 금정구 금정로 136,부산광역시 금정구 장전동 227-5,OFFICIAL_TRANSACTION_API,D:\90.invest\80.데이터수집\아파트정보수집\kapt\busan_apartment_analysis\data\interim\trade_matched.parquet,unmatched,26410,227-5,금정로,136,KAPT_UNMATCHED
TRADE_04D8160FAFD9,,사직제이파크,,,,동래구,사직동,,,,부산광역시 동래구 아시아드대로176번길 25,부산광역시 동래구 사직동 58-34,부산광역시 동래구 아시아드대로176번길 25,부산광역시 동래구 사직동 58-34,OFFICIAL_TRANSACTION_API,D:\90.invest\80.데이터수집\아파트정보수집\kapt\busan_apartment_analysis\data\interim\trade_matched.parquet,unmatched,26260,58-34,아시아드대로176번길,25,KAPT_UNMATCHED
TRADE_04DCB23CC5F7,,평광우리가,,,,부산진구,범천동,,,,부산광역시 부산진구 신천대로65번길 90,부산광역시 부산진구 범천동 875-11,부산광역시 부산진구 신천대로65번길 90,부산광역시 부산진구 범천동 875-11,OFFICIAL_TRANSACTION_API,D:\90.invest\80.데이터수집\아파트정보수집\kapt\busan_apartment_analysis\data\interim\trade_matched.parquet,unmatched,26230,875-11,신천대로65번길,90,KAPT_UNMATCHED
TRADE_0505CD7228D3,,성경로즈힐1차-102,,,,사하구,괴정동,,,,부산광역시 사하구 다대로 49,부산광역시 사하구 괴정동 1218-1,부산광역시 사하구 다대로 49,부산광역시 사하구 괴정동 1218-1,OFFICIAL_TRANSACTION_API,D:\90.invest\80.데이터수집\아파트정보수집\kapt\busan_apartment_analysis\data\interim\trade_matched.parquet,unmatched,26380,1218-1,다대로,49,KAPT_UNMATCHED
TRADE_051A62A4198C,,하구언1,,,,사하구,하단동,,,,부산광역시 사하구 낙동대로536번길 5,부산광역시 사하구 하단동 492-5,부산광역시 사하구 낙동대로536번길 5,부산광역시 사하구 하단동 492-5,OFFICIAL_TRANSACTION_API,D:\90.invest\80.데이터수집\아파트정보수집\kapt\busan_apartment_analysis\data\interim\trade_matched.parquet,unmatched,26380,492-5,낙동대로536번길,5,KAPT_UNMATCHED
TRADE_0527774C2ADA,,동성베스트,,,,금정구,회동동,,,,부산광역시 금정구 회천로5번길 25,부산광역시 금정구 회동동 208-9,부산광역시 금정구 회천로5번길 25,부산광역시 금정구 회동동 208-9,OFFICIAL_TRANSACTION_API,D:\90.invest\80.데이터수집\아파트정보수집\kapt\busan_apartment_analysis\data\interim\trade_matched.parquet,unmatched,26410,208-9,회천로5번길,25,KAPT_UNMATCHED
TRADE_0540550DC20B,,삼흥탑스빌,,,,수영구,광안동,,,,부산광역시 수영구 무학로21번길 82,부산광역시 수영구 광안동 91-2,부산광역시 수영구 무학로21번길 82,부산광역시 수영구 광안동 91-2,OFFICIAL_TRANSACTION_API,D:\90.invest\80.데이터수집\아파트정보수집\kapt\busan_apartment_analysis\data\interim\trade_matched.parquet,unmatched,26500,91-2,무학로21번길,82,KAPT_UNMATCHED
TRADE_054C286F3796,,광안스윗팰리스,,,,수영구,광안동,,,,부산광역시 수영구 무학로9번길 105,부산광역시 수영구 광안동 74-5,부산광역시 수영구 무학로9번길 105,부산광역시 수영구 광안동 74-5,OFFICIAL_TRANSACTION_API,D:\90.invest\80.데이터수집\아파트정보수집\kapt\busan_apartment_analysis\data\interim\trade_matched.parquet,unmatched,26500,74-5,무학로9번길,105,KAPT_UNMATCHED
TRADE_0554E3177744,,금광타워빌,,,,동래구,수안동,,,,부산광역시 동래구 온천천로337번길 47,부산광역시 동래구 수안동 39-40,부산광역시 동래구 온천천로337번길 47,부산광역시 동래구 수안동 39-40,OFFICIAL_TRANSACTION_API,D:\90.invest\80.데이터수집\아파트정보수집\kapt\busan_apartment_analysis\data\interim\trade_matched.parquet,unmatched,26260,39-40,온천천로337번길,47,KAPT_UNMATCHED
TRADE_05566415FA3E,,협성파라다이스,,,,해운대구,송정동,,,,부산광역시 해운대구 송정광어골로82번길 80,부산광역시 해운대구 송정동 438-4,부산광역시 해운대구 송정광어골로82번길 80,부산광역시 해운대구 송정동 438-4,OFFICIAL_TRANSACTION_API,D:\90.invest\80.데이터수집\아파트정보수집\kapt\busan_apartment_analysis\data\interim\trade_matched.parquet,unmatched,26350,438-4,송정광어골로82번길,80,KAPT_UNMATCHED
TRADE_0557CA5FA175,,대윤스위트,,,,서구,서대신동3가,,,,부산광역시 서구 구덕로321번길 22,부산광역시 서구 서대신동3가 409,부산광역시 서구 구덕로321번길 22,부산광역시 서구 서대신동3가 409,OFFICIAL_TRANSACTION_API,D:\90.invest\80.데이터수집\아파트정보수집\kapt\busan_apartment_analysis\data\interim\trade_matched.parquet,unmatched,26140,409,구덕로321번길,22,KAPT_UNMATCHED
TRADE_0558FFD461CA,,대륙빌라,,,,남구,대연동,,,,부산광역시 남구 유엔로157번나길 15,부산광역시 남구 대연동 1733-3,부산광역시 남구 유엔로157번나길 15,부산광역시 남구 대연동 1733-3,OFFICIAL_TRANSACTION_API,D:\90.invest\80.데이터수집\아파트정보수집\kapt\busan_apartment_analysis\data\interim\trade_matched.parquet,unmatched,26290,1733-3,유엔로157번나길,15,KAPT_UNMATCHED
TRADE_0578C0076F05,,대원,,,,부산진구,부전동,,,,부산광역시 부산진구 부전로95번길 18,부산광역시 부산진구 부전동 418-20,부산광역시 부산진구 부전로95번길 18,부산광역시 부산진구 부전동 418-20,OFFICIAL_TRANSACTION_API,D:\90.invest\80.데이터수집\아파트정보수집\kapt\busan_apartment_analysis\data\interim\trade_matched.parquet,unmatched,26230,418-20,부전로95번길,18,KAPT_UNMATCHED
