match_level,area_group,high_complex_id,high_complex_name,low_complex_id,low_complex_name,sigungu,legal_dong,high_score,low_score,score_gap,high_price_per_m2,low_price_per_m2,price_difference_pct,household_difference_pct,age_difference_years
legal_dong,80_90,A61203012,영남,A61203018,대림2,해운대구,좌동,87.26705882352942,74.34980392156862,12.917254901960803,5459363.957597173,6649092.663638289,-0.17893098595953594,0.24926686217008798,1.0
legal_dong,80_90,A61203033,벽산2,A61203025,벽산1,해운대구,좌동,87.26705882352942,74.34980392156862,12.917254901960803,6000705.965407696,8689257.55971291,-0.3094109681787408,0.17757009345794392,1.0
legal_dong,80_90,A61203033,벽산2,A61203026,화목,해운대구,좌동,87.26705882352942,74.34980392156862,12.917254901960803,6000705.965407696,7586533.902323376,-0.20903194493469812,0.16261682242990655,0.0
legal_dong,80_90,A61203032,대우2,A61203034,대동타운,해운대구,좌동,86.26705882352942,73.34980392156862,12.917254901960803,6432287.375532591,6715362.865221489,-0.04215341678033979,0.19193548387096773,2.0
legal_dong,80_90,A61203032,대우2,A61203037,대림,해운대구,좌동,86.26705882352942,73.34980392156862,12.917254901960803,6432287.375532591,6637324.358038929,-0.030891511616123468,0.29634831460674155,1.0
legal_dong,80_90,A61203035,경남선경,A61203034,대동타운,해운대구,좌동,86.26705882352942,73.34980392156862,12.917254901960803,5298481.102084069,6715362.865221489,-0.2109910948335163,0.08689248895434462,1.0
legal_dong,80_90,A61203038,SKVIEW,A61203034,대동타운,해운대구,좌동,86.26705882352942,73.34980392156862,12.917254901960803,4334055.675945991,6715362.865221489,-0.3546058846064988,0.27948866937826844,2.0
legal_dong,80_90,A61203035,경남선경,A61203037,대림,해운대구,좌동,86.26705882352942,73.34980392156862,12.917254901960803,5298481.102084069,6637324.358038929,-0.20171430289274528,0.046348314606741575,0.0
legal_dong,80_90,A61203038,SKVIEW,A61203037,대림,해운대구,좌동,86.26705882352942,73.34980392156862,12.917254901960803,4334055.675945991,6637324.358038929,-0.34701764714922934,0.1725740848343986,1.0
legal_dong,80_90,A10023912,일광한신더휴센트럴포레2단지,A10024909,일광자이푸르지오2단지,기장군,일광읍삼성리,50.39176470588235,37.96509803921568,12.42666666666667,5433432.504759405,6409987.165012501,-0.15234892599838645,0.18412942989214176,0.0
legal_dong,80_90,A10023912,일광한신더휴센트럴포레2단지,A10025042,e편한세상일광,기장군,일광읍삼성리,50.39176470588235,37.96509803921568,12.42666666666667,5433432.504759405,5883266.577868563,-0.07645991680902686,0.2966101694915254,0.0
legal_dong,80_90,A61777409,학장대림,A61776907,금강,사상구,학장동,58.46235294117648,46.31411764705883,12.148235294117654,1646076.0089422285,1532838.108713595,0.07387466398761866,0.11515151515151516,2.0
legal_dong,80_90,A61206114,센텀롯데캐슬2차,A61206113,우방신세계타운,해운대구,반여동,60.278823529411774,48.32911764705884,11.949705882352937,3977874.5439566905,3517428.167687235,0.13090427275795835,0.14334763948497853,2.0
legal_dong,80_90,A61206114,센텀롯데캐슬2차,A61279804,센텀SKVIEW아파트,해운대구,반여동,60.278823529411774,48.32911764705884,11.949705882352937,3977874.5439566905,3951869.765247139,0.00658037340659301,0.15211062590975255,4.0
legal_dong,80_90,A61203032,대우2,A61203025,벽산1,해운대구,좌동,86.26705882352942,74.34980392156862,11.917254901960803,6432287.375532591,8689257.55971291,-0.25974258084425894,0.1217564870259481,2.0
legal_dong,80_90,A61203032,대우2,A61203026,화목,해운대구,좌동,86.26705882352942,74.34980392156862,11.917254901960803,6432287.375532591,7586533.902323376,-0.15214412031261038,0.10578842315369262,1.0
legal_dong,80_90,A10024606,일광대성베르힐,A10024933,이지더원1차오션포레,기장군,일광읍삼성리,49.39176470588235,37.96509803921568,11.42666666666667,5025436.728894038,5434135.427376302,-0.07520951657246255,0.20673813169984687,1.0
legal_dong,80_90,A10022847,대연비치,A10022999,대연푸르지오클라센트1단지,남구,대연동,64.58847058823531,53.31058823529411,11.277882352941198,16838347.157263096,8459794.17766006,0.9903967878708495,0.23627167630057805,1.0
legal_dong,80_90,A10023533,오션파라곤아파트,A10023872,대연양우내안애퍼스트,남구,문현동,57.99411764705883,47.078823529411764,10.915294117647065,5544774.050457444,7149716.835906055,-0.22447641246273542,0.1540785498489426,1.0
legal_dong,80_90,A61612010,화명2차현대,A61612011,대우이안,북구,화명동,73.8094117647059,62.896470588235296,10.912941176470603,4853266.630821126,5589234.780807862,-0.13167601270103746,0.2487360970677452,1.0
legal_dong,80_90,A10027341,사직KCC스위첸1단지,A10024982,쌍용더플래티넘사직아시아드아파트,동래구,사직동,80.18529411764706,69.36666666666667,10.818627450980387,8340158.740073236,12152636.164495625,-0.31371608372187443,0.08508508508508508,3.0
legal_dong,80_90,A10027341,사직KCC스위첸1단지,A10027054,사직롯데캐슬더클래식,동래구,사직동,80.18529411764706,69.36666666666667,10.818627450980387,8340158.740073236,13552099.573757008,-0.3845854884195543,0.06109022556390977,0.0
legal_dong,80_90,A10024704,문현경동리인아파트,A10023872,대연양우내안애퍼스트,남구,문현동,57.665882352941175,47.078823529411764,10.58705882352941,5432433.517642419,7149716.835906055,-0.24018899736551758,0.06666666666666667,2.0
legal_dong,80_90,A61870410,명지두산위브포세이돈,A10026157,명지더웨스턴,강서구,명지동,70.78764705882352,60.25294117647059,10.534705882352931,3794987.7783916183,5141236.260489304,-0.2618530668282417,0.04378980891719745,5.0
legal_dong,80_90,A61870410,명지두산위브포세이돈,A10027953,에일린의 뜰,강서구,명지동,70.78764705882352,60.25294117647059,10.534705882352931,3794987.7783916183,5412414.195585823,-0.29883640806967826,0.2197452229299363,2.0
legal_dong,80_90,A61870410,명지두산위브포세이돈,A10027282,부산명지중흥S-클래스프라디움,강서구,명지동,70.78764705882352,60.25294117647059,10.534705882352931,3794987.7783916183,5167433.169253439,-0.26559518931525994,0.17754777070063693,4.0
legal_dong,80_90,A61612010,화명2차현대,A61673302,삼한힐파크,북구,화명동,73.8094117647059,63.38058823529411,10.428823529411787,4853266.630821126,2859025.342965386,0.6975248725103322,0.07930607187112763,2.0
legal_dong,80_90,A61784208,신구덕우성,A61777010,학장무학,사상구,학장동,56.46235294117648,46.31411764705883,10.148235294117654,3001059.1973637757,2844187.963726299,0.055155016348480856,0.1455767077267637,4.0
