model,variable,coefficient,standard_error,t_stat,p_value,ci95_low,ci95_high,ten_point_price_pct
MODEL_E,elementary_demand_score,0.005902001275047692,0.0009837471148514158,5.99951063230221,3.88014906178713e-09,0.003973856929938917,0.007830145620156466,6.07964699827912
MODEL_E_PLUS_M,elementary_demand_score,0.005471631730026299,0.0009806471651397255,5.579613060163881,4.017867638672128e-08,0.003549563286352437,0.0073937001737001615,5.624093489053639
MODEL_E_PLUS_M,eligible_middle_score_mean,0.001200384428036974,0.0015374625528219673,0.7807568554002852,0.43532720261351765,-0.001813042175494082,0.00421381103156803,
MODEL_E_PLUS_M,eligible_middle_score_range,0.00015300844635090767,0.0010875154329923011,0.14069542528688958,0.8881690941766035,-0.0019785218023140026,0.002284538695015818,
MODEL_E_PLUS_M,eligible_middle_count,-0.012808650860433271,0.0163495742780052,-0.783424121181218,0.43376128069481446,-0.04485381644532346,0.01923651472445692,
MODEL_E_PLUS_M,has_guaranteed_assignment,-0.3297898850815201,0.11284043012389852,-2.9226216589161487,0.003633434058780248,-0.5509571281243612,-0.10862264203867897,
MODEL_E_PLUS_M,guaranteed_middle_score_component,0.5141208179699465,0.21554337835684073,2.3852313250783275,0.017452233722766684,0.09165579639053861,0.9365858395493543,
