middle_school_id,middle_school_name,district,education_office,closed,suspended,middle_school_score,score_reference_year,graduates_total,weighted_graduates,available_year_count,observation_years,score_stability,sample_warning,ranking_coverage,score_status,confirmed_E_mean,confirmed_E_median,confirmed_E_max,confirmed_E_min,confirmed_E_top25_mean,confirmed_school_count,confirmed_scored_school_count,broad_E_mean,broad_E_median,broad_E_max,broad_E_min,broad_E_top25_mean,broad_school_count,broad_scored_school_count,possible_elementary_count,ambiguous_elementary_count,excluded_edge_count,total_elementary_count,connected_elementary_schools,catchment_uncertainty_gap,assignment_uncertainty_grade,representative_catchment_demand,representative_basis,data_quality_status,ranking_type,rank,quality_high,demand_high,quality_demand_group,catchment_robustness
S020000623,용호중학교,남구,부산광역시남부교육지원청,N,N,87.70588235294119,2025.0,580.0,189.5,3.0,"2023,2024,2025",0.5588960948481259,False,0.9941520467836257,scored,,,,,,0,0,54.82760301692421,51.60780905077263,82.85033112582782,24.534823399558498,79.77720750551876,6,6,6,0,0,6,백운초; 분포초; 용문초; 용산초; 용호초; 운산초,,HIGH_NO_CONFIRMED,51.60780905077263,BROAD_MEDIAN_FALLBACK,NO_CONFIRMED_EDGE,QUALITY_TOP30,11,,,,
S020000604,남천중학교,남구,부산광역시남부교육지원청,N,N,87.20588235294116,2025.0,885.0,289.0,3.0,"2023,2024,2025",0.8048487190620064,False,0.9941520467836257,scored,,,,,,0,0,61.158929359823404,59.75827814569536,77.64387417218543,38.21296909492274,77.07466887417219,5,5,5,0,0,5,광남초; 남천초; 대남초; 대천초; 용소초,,HIGH_NO_CONFIRMED,59.75827814569536,BROAD_MEDIAN_FALLBACK,NO_CONFIRMED_EDGE,QUALITY_TOP30,12,,,,
S020000849,금양중학교,금정구,부산광역시동래교육지원청,N,N,86.8529411764706,2025.0,624.0,205.6,3.0,"2023,2024,2025",0.7611552870148939,False,0.9941520467836257,scored,,,,,,0,0,,,,,,0,0,0,0,0,0,,,HIGH_NO_CONFIRMED,,BROAD_MEDIAN_FALLBACK,NO_ACTIVE_EDGE,QUALITY_TOP30,13,,,,
S020000765,구서여자중학교,금정구,부산광역시동래교육지원청,N,N,84.70588235294117,2025.0,536.0,170.9,3.0,"2023,2024,2025",0.7736701094496236,False,0.9941520467836257,scored,,,,,,0,0,66.99754415011037,67.75115894039735,72.37748344370861,60.11037527593818,72.37748344370861,4,4,4,0,0,4,구서초; 남산초; 두실초; 장서초,,HIGH_NO_CONFIRMED,67.75115894039735,BROAD_MEDIAN_FALLBACK,NO_CONFIRMED_EDGE,QUALITY_TOP30,14,,,,
S020001632,부흥중학교,해운대구,부산광역시해운대교육지원청,N,N,83.41176470588236,2025.0,577.0,189.8,3.0,"2023,2024,2025",0.59563859423742,False,0.9941520467836257,scored,,,,,,0,0,72.55582781456954,75.86605960264902,82.6453642384106,59.09834437086093,80.36972958057396,5,5,5,0,0,5,부흥초; 상당초; 신곡초; 신도초; 좌동초,,HIGH_NO_CONFIRMED,75.86605960264902,BROAD_MEDIAN_FALLBACK,NO_CONFIRMED_EDGE,QUALITY_TOP30,15,,,,
S020001416,부산남중학교,영도구,부산광역시서부교육지원청,N,N,83.17647058823529,2025.0,203.0,66.3,3.0,"2023,2024,2025",0.6497088947195391,False,0.9941520467836257,scored,,,,,,0,0,50.3166114790287,51.67326158940398,55.103090507726264,42.81683222958057,55.103090507726264,5,4,5,0,0,5,남항초; 대평초; 봉래초; 신선초; 영도초,,HIGH_NO_CONFIRMED,51.67326158940398,BROAD_MEDIAN_FALLBACK,PARTIAL_ELEMENTARY_DEMAND,QUALITY_TOP30,16,,,,
S020000621,용문중학교,남구,부산광역시남부교육지원청,N,N,82.38235294117648,2025.0,562.0,177.7,3.0,"2023,2024,2025",0.7299766277064678,False,0.9941520467836257,scored,,,,,,0,0,,,,,,0,0,0,0,0,0,,,HIGH_NO_CONFIRMED,,BROAD_MEDIAN_FALLBACK,NO_ACTIVE_EDGE,QUALITY_TOP30,17,,,,
S020000769,금정중학교,금정구,부산광역시동래교육지원청,N,N,82.26470588235294,2025.0,300.0,96.9,3.0,"2023,2024,2025",0.947829884590962,False,0.9941520467836257,scored,,,,,,0,0,55.19859823399558,60.480518763796915,72.37748344370861,29.618874172185436,67.6733995584989,5,5,5,0,0,5,금빛초; 두실초; 장전초; 청룡초; 현곡초,,HIGH_NO_CONFIRMED,60.480518763796915,BROAD_MEDIAN_FALLBACK,NO_CONFIRMED_EDGE,QUALITY_TOP30,18,,,,
S020001637,양운중학교,해운대구,부산광역시해운대교육지원청,N,N,82.14705882352942,2025.0,547.0,175.1,3.0,"2023,2024,2025",0.9976743086120331,False,0.9941520467836257,scored,,,,,,0,0,69.0272259013981,67.07527593818985,78.09409492273733,61.9123068432671,78.09409492273733,3,3,3,0,0,3,상당초; 신도초; 양운초,,HIGH_NO_CONFIRMED,67.07527593818985,BROAD_MEDIAN_FALLBACK,NO_CONFIRMED_EDGE,QUALITY_TOP30,19,,,,
S020000783,사직여자중학교,동래구,부산광역시동래교육지원청,N,N,80.5,2025.0,706.0,228.9,3.0,"2023,2024,2025",0.6463310688280153,False,0.9941520467836257,scored,,,,,,0,0,70.57962196467992,79.14674392935983,84.42207505518763,39.60292494481236,84.42207505518763,4,4,4,0,0,4,금강초; 달북초; 사직초; 예원초,,HIGH_NO_CONFIRMED,79.14674392935983,BROAD_MEDIAN_FALLBACK,NO_CONFIRMED_EDGE,QUALITY_TOP30,20,,,,
S020000784,사직중학교,동래구,부산광역시동래교육지원청,N,N,79.88235294117646,2025.0,863.0,277.2,3.0,"2023,2024,2025",0.8018321336350384,False,0.9941520467836257,scored,,,,,,0,0,70.57962196467992,79.14674392935983,84.42207505518763,39.60292494481236,84.42207505518763,4,4,4,0,0,4,금강초; 달북초; 사직초; 예원초,,HIGH_NO_CONFIRMED,79.14674392935983,BROAD_MEDIAN_FALLBACK,NO_CONFIRMED_EDGE,QUALITY_TOP30,21,,,,
S020000983,이사벨중학교,연제구,부산광역시동래교육지원청,N,N,79.73529411764706,2025.0,532.0,176.2,3.0,"2023,2024,2025",0.7127603844051018,False,0.9941520467836257,scored,,,,,,0,0,75.22871964679914,79.81103752759383,89.40375275938192,53.12224061810154,85.09961368653421,5,5,5,0,1,5,거제초; 거학초; 남문초; 연동초; 창신초,,HIGH_NO_CONFIRMED,79.81103752759383,BROAD_MEDIAN_FALLBACK,NO_CONFIRMED_EDGE,QUALITY_TOP30,22,,,,
S020000773,동래중학교,동래구,부산광역시동래교육지원청,N,N,78.3529411764706,2025.0,575.0,188.5,3.0,"2023,2024,2025",0.9348881373736466,False,0.9941520467836257,scored,,,,,,0,0,64.97273730684326,68.33162251655628,83.8975165562914,26.398785871964677,81.17919426048564,7,7,7,0,0,7,교동초; 낙민초; 내산초; 내성초; 명륜초; 온샘초; 온천초,,HIGH_NO_CONFIRMED,68.33162251655628,BROAD_MEDIAN_FALLBACK,NO_CONFIRMED_EDGE,QUALITY_TOP30,23,,,,
S020001633,상당중학교,해운대구,부산광역시해운대교육지원청,N,N,78.26470588235294,2025.0,576.0,189.7,3.0,"2023,2024,2025",0.7259566447140278,False,0.9941520467836257,scored,,,,,,0,0,75.9382450331126,78.09409492273733,82.6453642384106,67.07527593818985,82.6453642384106,3,3,3,0,0,3,부흥초; 상당초; 신도초,,HIGH_NO_CONFIRMED,78.09409492273733,BROAD_MEDIAN_FALLBACK,NO_CONFIRMED_EDGE,QUALITY_TOP30,24,,,,
S020001636,신도중학교,해운대구,부산광역시해운대교육지원청,N,N,77.88235294117646,2025.0,572.0,184.0,3.0,"2023,2024,2025",0.7553178112206079,False,0.9941520467836257,scored,,,,,,0,0,72.16596302428258,72.5846854304636,81.58217439293598,61.9123068432671,81.58217439293598,4,4,4,0,0,4,상당초; 신도초; 양운초; 해운대초,,HIGH_NO_CONFIRMED,72.5846854304636,BROAD_MEDIAN_FALLBACK,NO_CONFIRMED_EDGE,QUALITY_TOP30,25,,,,
S020001439,초장중학교,서구,부산광역시서부교육지원청,N,N,77.23529411764707,2025.0,197.0,65.8,3.0,"2023,2024,2025",0.932246954197651,False,0.9941520467836257,scored,,,,,,0,0,55.5735761589404,62.26407284768212,66.23658940397351,38.87693156732892,65.92395143487859,5,5,5,0,0,5,구학초; 대신초; 부민초; 아미초; 토성초,,HIGH_NO_CONFIRMED,62.26407284768212,BROAD_MEDIAN_FALLBACK,NO_CONFIRMED_EDGE,QUALITY_TOP30,26,,,,
S020002004,명호중학교,강서구,부산광역시북부교육지원청,N,N,77.02941176470588,2025.0,922.0,294.6,3.0,"2023,2024,2025",0.7978971236308012,False,0.9941520467836257,scored,,,,,,0,0,53.36138704930096,58.468598233995586,59.18261589403974,42.43294701986755,59.18261589403974,3,3,3,0,0,3,남명초; 명호초; 오션초,,HIGH_NO_CONFIRMED,58.468598233995586,BROAD_MEDIAN_FALLBACK,NO_CONFIRMED_EDGE,QUALITY_TOP30,27,,,,
S020001233,화명중학교,북구,부산광역시북부교육지원청,N,N,76.91176470588236,2025.0,735.0,241.5,3.0,"2023,2024,2025",0.7124310749344143,False,0.9941520467836257,scored,,,,,,0,0,59.73474613686534,61.55711920529801,66.68863134657838,50.83890728476821,65.25985099337748,5,5,5,0,0,5,명덕초; 와석초; 용수초; 학사초; 화정초,,HIGH_NO_CONFIRMED,61.55711920529801,BROAD_MEDIAN_FALLBACK,NO_CONFIRMED_EDGE,QUALITY_TOP30,28,,,,
S020000775,동해중학교,동래구,부산광역시동래교육지원청,N,N,76.79411764705883,2025.0,546.0,183.3,3.0,"2023,2024,2025",0.8665131541139871,False,0.9941520467836257,scored,,,,,,0,0,59.992273730684325,75.1171633554084,78.46087196467991,26.398785871964677,78.46087196467991,3,3,3,0,0,3,교동초; 내성초; 명륜초,,HIGH_NO_CONFIRMED,75.1171633554084,BROAD_MEDIAN_FALLBACK,NO_CONFIRMED_EDGE,QUALITY_TOP30,29,,,,
S020001426,삼성중학교,사하구,부산광역시서부교육지원청,N,N,76.79411764705881,2025.0,251.0,82.2,3.0,"2023,2024,2025",0.854933286926557,False,0.9941520467836257,scored,,,,,,0,0,50.48239514348786,48.05253863134658,73.16280353200882,35.42522075055188,67.83002207505518,6,6,6,0,0,6,감천초; 괴정초; 사하초; 서천초; 송도초; 옥천초,,HIGH_NO_CONFIRMED,48.05253863134658,BROAD_MEDIAN_FALLBACK,NO_CONFIRMED_EDGE,QUALITY_TOP30,30,,,,
S020001910,센텀중학교,해운대구,부산광역시해운대교육지원청,N,N,98.91176470588236,2025.0,1152.0,378.5,3.0,"2023,2024,2025",0.9540271046678768,False,0.9941520467836257,scored,89.52671081677705,89.52671081677705,89.52671081677705,89.52671081677705,89.52671081677705,1,1,52.39803164091243,40.814403973509926,89.52671081677705,26.852980132450334,89.52671081677705,3,3,2,0,0,3,센텀초; 송수초; 재송초,48.71230684326713,HIGH,89.52671081677705,CONFIRMED_MEDIAN,COMPLETE,CONFIRMED_DEMAND_TOP30,1,,,,
S020001231,주례중학교,사상구,부산광역시북부교육지원청,N,N,32.647058823529406,2025.0,201.0,64.4,3.0,"2023,2024,2025",0.9082618046771733,False,0.9941520467836257,scored,58.812086092715234,58.812086092715234,71.6083885209713,46.015783664459164,71.6083885209713,2,2,50.474374540103014,49.870750551876384,71.6083885209713,33.309713024282566,61.889624724061804,6,6,4,0,0,6,감전초; 서감초; 주례초; 주양초; 주학초; 창진초,8.94133554083885,HIGH,58.812086092715234,CONFIRMED_MEDIAN,COMPLETE,CONFIRMED_DEMAND_TOP30,2,,,,
S020000975,신라중학교,사상구,부산광역시북부교육지원청,N,N,23.47058823529412,2025.0,289.0,95.9,3.0,"2023,2024,2025",0.8705801478729722,False,0.9941520467836257,scored,58.515728476821195,58.515728476821195,58.515728476821195,58.515728476821195,58.515728476821195,1,1,51.48283664459161,51.459078366445915,58.515728476821195,44.49746136865342,58.515728476821195,4,4,3,0,0,4,덕상초; 덕포초; 사상초; 창진초,7.05665011037528,HIGH,58.515728476821195,CONFIRMED_MEDIAN,COMPLETE,CONFIRMED_DEMAND_TOP30,3,,,,
S020001229,주감중학교,사상구,부산광역시북부교육지원청,N,N,21.176470588235293,2025.0,305.0,101.6,3.0,"2023,2024,2025",0.7761928622433986,False,0.9941520467836257,scored,58.16153421633554,58.16153421633554,58.16153421633554,58.16153421633554,58.16153421633554,1,1,58.16153421633554,58.16153421633554,58.16153421633554,58.16153421633554,58.16153421633554,1,1,0,0,0,1,주감초,0.0,MEDIUM,58.16153421633554,CONFIRMED_MEDIAN,COMPLETE,CONFIRMED_DEMAND_TOP30,4,,,,
S020002219,명지중학교,강서구,부산광역시북부교육지원청,N,N,48.6764705882353,2025.0,725.0,242.3,3.0,"2023,2024,2025",0.7794673718288457,False,0.9941520467836257,scored,47.80561074319352,53.05883002207506,54.415783664459155,35.94221854304636,54.415783664459155,3,3,47.864266004415015,48.933388520971306,55.558498896247244,35.94221854304636,54.9871412803532,6,6,3,0,0,6,명문초; 명원초; 명일초; 명지초; 배영초; 신명초,4.125441501103751,MEDIUM,53.05883002207506,CONFIRMED_MEDIAN,COMPLETE,CONFIRMED_DEMAND_TOP30,5,,,,
S020001221,모라중학교,사상구,부산광역시북부교육지원청,N,N,18.705882352941178,2025.0,513.0,167.1,3.0,"2023,2024,2025",0.7885352295823278,False,0.9941520467836257,scored,52.0983995584989,52.0983995584989,61.79635761589404,42.40044150110375,61.79635761589404,2,2,46.729801324503306,46.140066225165555,61.79635761589404,30.155077262693155,57.771578366445915,6,6,4,0,0,6,덕포초; 모덕초; 모라초; 모산초; 사상초; 삼덕초,5.958333333333343,HIGH,52.0983995584989,CONFIRMED_MEDIAN,COMPLETE,CONFIRMED_DEMAND_TOP30,6,,,,
S020001216,덕천중학교,북구,부산광역시북부교육지원청,N,N,15.705882352941176,2025.0,361.0,116.9,3.0,"2023,2024,2025",0.8995798202950176,False,0.9941520467836257,scored,47.34862030905077,47.34862030905077,67.33973509933774,27.357505518763798,67.33973509933774,2,2,40.95625,34.56387969094923,67.33973509933774,27.357505518763798,67.33973509933774,4,4,2,0,0,4,덕성초; 덕천초; 양덕초; 양천초,12.784740618101544,HIGH,47.34862030905077,CONFIRMED_MEDIAN,COMPLETE,CONFIRMED_DEMAND_TOP30,7,,,,
S020001214,덕문중학교,강서구,부산광역시북부교육지원청,N,N,62.882352941176464,2025.0,33.0,11.0,3.0,"2023,2024,2025",0.9891804301146503,True,0.9941520467836257,scored,44.821799116997795,44.821799116997795,44.821799116997795,44.821799116997795,44.821799116997795,1,1,44.821799116997795,44.821799116997795,44.821799116997795,44.821799116997795,44.821799116997795,1,1,0,0,0,1,천가초,0.0,MEDIUM,44.821799116997795,CONFIRMED_MEDIAN,COMPLETE,CONFIRMED_DEMAND_TOP30,8,,,,
S020001202,가락중학교,강서구,부산광역시북부교육지원청,Y,N,,,,,,,,True,0.9941520467836257,closed_or_suspended,43.17880794701986,43.17880794701986,43.17880794701986,43.17880794701986,43.17880794701986,2,1,43.17880794701986,43.17880794701986,43.17880794701986,43.17880794701986,43.17880794701986,2,1,0,0,0,2,강서초; 대저중앙초,0.0,MEDIUM,43.17880794701986,CONFIRMED_MEDIAN,PARTIAL_ELEMENTARY_DEMAND,CONFIRMED_DEMAND_TOP30,9,,,,
S020000966,모동중학교,사상구,부산광역시북부교육지원청,N,N,37.55882352941177,2025.0,260.0,83.8,3.0,"2023,2024,2025",0.7120919723888999,False,0.9941520467836257,scored,40.764569536423835,40.764569536423835,40.764569536423835,40.764569536423835,40.764569536423835,1,1,35.459823399558495,35.459823399558495,40.764569536423835,30.155077262693155,40.764569536423835,2,2,1,0,0,2,모덕초; 모동초,5.30474613686534,HIGH,40.764569536423835,CONFIRMED_MEDIAN,COMPLETE,CONFIRMED_DEMAND_TOP30,10,,,,
S020001222,백양중학교,북구,부산광역시북부교육지원청,N,N,48.088235294117645,2025.0,471.0,156.0,3.0,"2023,2024,2025",0.7295137570951817,False,0.9941520467836257,scored,40.07654525386313,40.07654525386313,40.07654525386313,40.07654525386313,40.07654525386313,1,1,44.618046357615896,44.618046357615896,49.15954746136866,40.07654525386313,49.15954746136866,2,2,1,0,0,2,백산초; 백양초,4.541501103752765,MEDIUM,40.07654525386313,CONFIRMED_MEDIAN,COMPLETE,CONFIRMED_DEMAND_TOP30,11,,,,
S020001219,만덕중학교,북구,부산광역시북부교육지원청,N,N,38.94117647058823,2025.0,408.0,145.8,3.0,"2023,2024,2025",0.7011171830093199,False,0.9941520467836257,scored,37.4237582781457,37.4237582781457,40.05496688741722,34.79254966887417,40.05496688741722,2,2,41.33568800588669,40.05496688741722,49.15954746136866,34.79254966887417,49.15954746136866,3,3,1,0,0,3,만덕초; 백산초; 상학초,2.631208609271525,MEDIUM,37.4237582781457,CONFIRMED_MEDIAN,COMPLETE,CONFIRMED_DEMAND_TOP30,12,,,,
S020001208,금곡중학교,북구,부산광역시북부교육지원청,N,N,18.411764705882348,2025.0,273.0,90.4,3.0,"2023,2024,2025",0.8940349276670637,False,0.9941520467836257,scored,34.53509933774835,34.53509933774835,45.725717439293604,23.34448123620309,45.725717439293604,2,2,34.53509933774835,34.53509933774835,45.725717439293604,23.34448123620309,45.725717439293604,2,2,0,0,0,2,금곡초; 금창초,0.0,MEDIUM,34.53509933774835,CONFIRMED_MEDIAN,COMPLETE,CONFIRMED_DEMAND_TOP30,13,,,,
S020001213,대천리중학교,북구,부산광역시북부교육지원청,N,N,41.705882352941174,2025.0,269.0,90.9,3.0,"2023,2024,2025",0.7476606898313067,False,0.9941520467836257,scored,33.73923841059603,33.73923841059603,33.73923841059603,33.73923841059603,33.73923841059603,1,1,39.51183774834437,39.51183774834437,45.28443708609271,33.73923841059603,45.28443708609271,2,2,1,0,0,2,대천리초; 화명초,5.772599337748339,HIGH,33.73923841059603,CONFIRMED_MEDIAN,COMPLETE,CONFIRMED_DEMAND_TOP30,14,,,,
S020001871,신덕중학교,북구,부산광역시북부교육지원청,N,N,33.970588235294116,2025.0,454.0,144.7,3.0,"2023,2024,2025",0.7237354881921936,False,0.9941520467836257,scored,33.321026490066224,33.321026490066224,35.35176600441501,31.29028697571744,35.35176600441501,2,2,33.321026490066224,33.321026490066224,35.35176600441501,31.29028697571744,35.35176600441501,2,2,0,0,0,2,덕양초; 신덕초,0.0,MEDIUM,33.321026490066224,CONFIRMED_MEDIAN,COMPLETE,CONFIRMED_DEMAND_TOP30,15,,,,
S020001210,낙동중학교,강서구,부산광역시북부교육지원청,N,N,42.67647058823529,2025.0,107.0,36.2,3.0,"2023,2024,2025",0.8909215285817451,True,0.9941520467836257,scored,30.162431015452533,29.093211920529797,41.729911699779244,20.733388520971303,41.729911699779244,4,4,30.162431015452533,29.093211920529797,41.729911699779244,20.733388520971303,41.729911699779244,4,4,0,0,0,4,가락초; 대사초; 대상초; 대저초,0.0,MEDIUM,29.093211920529797,CONFIRMED_MEDIAN,COMPLETE,CONFIRMED_DEMAND_TOP30,16,,,,
S020002064,신호중학교,강서구,부산광역시북부교육지원청,N,N,45.647058823529406,2025.0,495.0,169.1,3.0,"2023,2024,2025",0.7250928989915899,False,0.9941520467836257,scored,28.527455849889623,28.527455849889623,33.210596026490066,23.84431567328918,33.210596026490066,2,2,28.527455849889623,28.527455849889623,33.210596026490066,23.84431567328918,33.210596026490066,2,2,0,0,0,2,송정초; 신호초,0.0,MEDIUM,28.527455849889623,CONFIRMED_MEDIAN,COMPLETE,CONFIRMED_DEMAND_TOP30,17,,,,
S020002073,지사중학교,강서구,부산광역시북부교육지원청,N,N,42.8235294117647,2025.0,287.0,97.5,3.0,"2023,2024,2025",0.6910739473183072,False,0.9941520467836257,scored,24.001158940397357,24.001158940397357,24.001158940397357,24.001158940397357,24.001158940397357,1,1,24.001158940397357,24.001158940397357,24.001158940397357,24.001158940397357,24.001158940397357,1,1,0,0,0,1,녹산초,0.0,MEDIUM,24.001158940397357,CONFIRMED_MEDIAN,COMPLETE,CONFIRMED_DEMAND_TOP30,18,,,,
S020001212,대저중학교,강서구,부산광역시북부교육지원청,N,N,40.088235294117645,2025.0,122.0,38.9,3.0,"2023,2024,2025",0.9923266913507793,False,0.9941520467836257,scored,17.18233995584989,17.18233995584989,17.18233995584989,17.18233995584989,17.18233995584989,1,1,17.18233995584989,17.18233995584989,17.18233995584989,17.18233995584989,17.18233995584989,1,1,0,0,0,1,덕두초,0.0,MEDIUM,17.18233995584989,CONFIRMED_MEDIAN,COMPLETE,CONFIRMED_DEMAND_TOP30,19,,,,
S020001211,녹산중학교,강서구,부산광역시북부교육지원청,N,N,62.76470588235294,2025.0,39.0,11.4,3.0,"2023,2024,2025",0.9268901367164393,True,0.9941520467836257,scored,10.338024282560706,10.338024282560706,10.338024282560706,10.338024282560706,10.338024282560706,1,1,10.338024282560706,10.338024282560706,10.338024282560706,10.338024282560706,10.338024282560706,1,1,0,0,0,1,녹명초,0.0,MEDIUM,10.338024282560706,CONFIRMED_MEDIAN,COMPLETE,CONFIRMED_DEMAND_TOP30,20,,,,
S020000599,감만중학교,남구,부산광역시남부교육지원청,N,N,47.147058823529406,2025.0,299.0,98.3,3.0,"2023,2024,2025",0.636962221830682,False,0.9941520467836257,scored,,,,,,0,0,47.395267660044155,46.31117549668874,62.45943708609272,34.4992825607064,62.45943708609272,4,4,4,0,0,4,동항초; 석포초; 용당초; 우암초,,HIGH_NO_CONFIRMED,46.31117549668874,BROAD_MEDIAN_FALLBACK,NO_CONFIRMED_EDGE,CONFIRMED_DEMAND_TOP30,21,,,,
S020000600,경남여자중학교,동구,부산광역시남부교육지원청,N,N,19.323529411764707,2025.0,381.0,122.69999999999999,3.0,"2023,2024,2025",0.7252317286149079,False,0.9941520467836257,scored,,,,,,0,0,40.33125459896983,39.512499999999996,67.08349889624725,15.836147902869758,63.05780905077263,6,6,6,0,0,6,광일초; 동일중앙초; 봉래초; 수성초; 수정초; 초량초,,HIGH_NO_CONFIRMED,39.512499999999996,BROAD_MEDIAN_FALLBACK,NO_CONFIRMED_EDGE,CONFIRMED_DEMAND_TOP30,22,,,,
