middle_school_id,middle_school_name,district,education_office,closed,suspended,middle_school_score,score_reference_year,graduates_total,weighted_graduates,available_year_count,observation_years,score_stability,sample_warning,ranking_coverage,score_status,confirmed_E_mean,confirmed_E_median,confirmed_E_max,confirmed_E_min,confirmed_E_top25_mean,confirmed_school_count,confirmed_scored_school_count,broad_E_mean,broad_E_median,broad_E_max,broad_E_min,broad_E_top25_mean,broad_school_count,broad_scored_school_count,possible_elementary_count,ambiguous_elementary_count,excluded_edge_count,total_elementary_count,connected_elementary_schools,catchment_uncertainty_gap,assignment_uncertainty_grade,representative_catchment_demand,representative_basis,data_quality_status,ranking_type,rank,quality_high,demand_high,quality_demand_group,catchment_robustness
S020000601,금성중학교,동구,부산광역시남부교육지원청,Y,N,,,,,,,,True,0.9941520467836257,closed_or_suspended,,,,,,0,0,48.2399834437086,48.2399834437086,63.84878587196467,32.63118101545253,63.84878587196467,2,2,2,0,0,2,범일초; 성남초,,HIGH_NO_CONFIRMED,48.2399834437086,BROAD_MEDIAN_FALLBACK,NO_CONFIRMED_EDGE,CONFIRMED_DEMAND_TOP30,23,,,,
S020000604,남천중학교,남구,부산광역시남부교육지원청,N,N,87.20588235294116,2025.0,885.0,289.0,3.0,"2023,2024,2025",0.8048487190620064,False,0.9941520467836257,scored,,,,,,0,0,61.158929359823404,59.75827814569536,77.64387417218543,38.21296909492274,77.07466887417219,5,5,5,0,0,5,광남초; 남천초; 대남초; 대천초; 용소초,,HIGH_NO_CONFIRMED,59.75827814569536,BROAD_MEDIAN_FALLBACK,NO_CONFIRMED_EDGE,CONFIRMED_DEMAND_TOP30,24,,,,
S020000606,대연중학교,남구,부산광역시남부교육지원청,N,N,40.23529411764706,2025.0,561.0,186.3,3.0,"2023,2024,2025",0.9696200079395948,False,0.9941520467836257,scored,,,,,,0,0,51.83842285994604,47.220916114790285,69.53151214128036,38.21296909492274,65.23359087564386,9,9,9,0,1,9,대남초; 대연초; 대천초; 동천초; 석포초; 신연초; 연포초; 용당초; 우암초,,HIGH_NO_CONFIRMED,47.220916114790285,BROAD_MEDIAN_FALLBACK,NO_CONFIRMED_EDGE,CONFIRMED_DEMAND_TOP30,25,,,,
S020000607,대천중학교,남구,부산광역시남부교육지원청,N,N,71.52941176470588,2025.0,629.0,207.8,3.0,"2023,2024,2025",0.8083878304273722,False,0.9941520467836257,scored,,,,,,0,0,63.030146247240616,68.13187086092715,77.64387417218543,38.21296909492274,77.64387417218543,4,4,4,0,0,4,남천초; 대남초; 대천초; 용소초,,HIGH_NO_CONFIRMED,68.13187086092715,BROAD_MEDIAN_FALLBACK,NO_CONFIRMED_EDGE,CONFIRMED_DEMAND_TOP30,26,,,,
S020000608,덕원중학교,중구,부산광역시서부교육지원청,N,N,47.23529411764706,2025.0,238.0,80.0,3.0,"2023,2024,2025",0.953064923875597,False,0.9941520467836257,scored,,,,,,0,0,39.85365342163355,42.81683222958057,48.52251655629139,21.010761589403973,47.22894591611479,5,5,5,0,0,5,광일초; 동신초; 보수초; 봉래초; 화랑초,,HIGH_NO_CONFIRMED,42.81683222958057,BROAD_MEDIAN_FALLBACK,NO_CONFIRMED_EDGE,CONFIRMED_DEMAND_TOP30,27,,,,
S020000610,동항중학교,남구,부산광역시남부교육지원청,N,N,28.38235294117647,2025.0,274.0,88.9,3.0,"2023,2024,2025",0.8920330489192214,False,0.9941520467836257,scored,,,,,,0,0,,,,,,0,0,0,0,0,0,,,HIGH_NO_CONFIRMED,,BROAD_MEDIAN_FALLBACK,NO_ACTIVE_EDGE,CONFIRMED_DEMAND_TOP30,28,,,,
S020000611,문현여자중학교,남구,부산광역시남부교육지원청,N,N,45.14705882352941,2025.0,318.0,104.3,3.0,"2023,2024,2025",0.7303243035168314,False,0.9941520467836257,scored,,,,,,0,0,46.596909492273724,43.80700883002207,57.400938189845476,39.42604856512141,54.463051876379694,5,5,5,0,0,5,동천초; 문현초; 성동초; 성천초; 신연초,,HIGH_NO_CONFIRMED,43.80700883002207,BROAD_MEDIAN_FALLBACK,NO_CONFIRMED_EDGE,CONFIRMED_DEMAND_TOP30,29,,,,
S020000612,배정중학교,남구,부산광역시남부교육지원청,Y,N,,,,,,,,True,0.9941520467836257,closed_or_suspended,,,,,,0,0,49.20663631346578,47.666087196467984,63.7098233995585,34.4992825607064,63.08463024282561,8,8,8,0,0,8,동천초; 동항초; 문현초; 성동초; 성천초; 신연초; 연포초; 우암초,,HIGH_NO_CONFIRMED,47.666087196467984,BROAD_MEDIAN_FALLBACK,NO_CONFIRMED_EDGE,CONFIRMED_DEMAND_TOP30,30,,,,
S020000789,여명중학교,동래구,부산광역시동래교육지원청,N,N,94.26470588235294,2025.0,901.0,296.2,3.0,"2023,2024,2025",0.9637403903497863,False,0.9941520467836257,scored,,,,,,0,0,78.30457137601178,80.30325607064017,89.40375275938192,53.12224061810154,89.28327814569538,6,6,6,0,0,6,거제초; 거학초; 금강초; 남문초; 여고초; 창신초,,HIGH_NO_CONFIRMED,80.30325607064017,BROAD_MEDIAN_FALLBACK,NO_CONFIRMED_EDGE,BROAD_DEMAND_TOP30,1,,,,
S020000959,거제여자중학교,연제구,부산광역시동래교육지원청,N,N,51.8235294117647,2025.0,770.0,260.1,3.0,"2023,2024,2025",0.9069848112241387,False,0.9941520467836257,scored,,,,,,0,0,75.78312637969096,80.30325607064017,89.40375275938192,53.12224061810154,89.40375275938192,4,4,4,0,0,4,거제초; 거학초; 남문초; 창신초,,HIGH_NO_CONFIRMED,80.30325607064017,BROAD_MEDIAN_FALLBACK,NO_CONFIRMED_EDGE,BROAD_DEMAND_TOP30,2,,,,
S020000983,이사벨중학교,연제구,부산광역시동래교육지원청,N,N,79.73529411764706,2025.0,532.0,176.2,3.0,"2023,2024,2025",0.7127603844051018,False,0.9941520467836257,scored,,,,,,0,0,75.22871964679914,79.81103752759383,89.40375275938192,53.12224061810154,85.09961368653421,5,5,5,0,1,5,거제초; 거학초; 남문초; 연동초; 창신초,,HIGH_NO_CONFIRMED,79.81103752759383,BROAD_MEDIAN_FALLBACK,NO_CONFIRMED_EDGE,BROAD_DEMAND_TOP30,3,,,,
S020000783,사직여자중학교,동래구,부산광역시동래교육지원청,N,N,80.5,2025.0,706.0,228.9,3.0,"2023,2024,2025",0.6463310688280153,False,0.9941520467836257,scored,,,,,,0,0,70.57962196467992,79.14674392935983,84.42207505518763,39.60292494481236,84.42207505518763,4,4,4,0,0,4,금강초; 달북초; 사직초; 예원초,,HIGH_NO_CONFIRMED,79.14674392935983,BROAD_MEDIAN_FALLBACK,NO_CONFIRMED_EDGE,BROAD_DEMAND_TOP30,4,,,,
S020000784,사직중학교,동래구,부산광역시동래교육지원청,N,N,79.88235294117646,2025.0,863.0,277.2,3.0,"2023,2024,2025",0.8018321336350384,False,0.9941520467836257,scored,,,,,,0,0,70.57962196467992,79.14674392935983,84.42207505518763,39.60292494481236,84.42207505518763,4,4,4,0,0,4,금강초; 달북초; 사직초; 예원초,,HIGH_NO_CONFIRMED,79.14674392935983,BROAD_MEDIAN_FALLBACK,NO_CONFIRMED_EDGE,BROAD_DEMAND_TOP30,5,,,,
S020000771,부산내성중학교,동래구,부산광역시동래교육지원청,N,N,56.529411764705884,2025.0,539.0,175.8,3.0,"2023,2024,2025",0.785419148098365,False,0.9941520467836257,scored,,,,,,0,0,78.46087196467991,78.46087196467991,78.46087196467991,78.46087196467991,78.46087196467991,1,1,1,0,0,1,명륜초,,HIGH_NO_CONFIRMED,78.46087196467991,BROAD_MEDIAN_FALLBACK,NO_CONFIRMED_EDGE,BROAD_DEMAND_TOP30,6,,,,
S020001633,상당중학교,해운대구,부산광역시해운대교육지원청,N,N,78.26470588235294,2025.0,576.0,189.7,3.0,"2023,2024,2025",0.7259566447140278,False,0.9941520467836257,scored,,,,,,0,0,75.9382450331126,78.09409492273733,82.6453642384106,67.07527593818985,82.6453642384106,3,3,3,0,0,3,부흥초; 상당초; 신도초,,HIGH_NO_CONFIRMED,78.09409492273733,BROAD_MEDIAN_FALLBACK,NO_CONFIRMED_EDGE,BROAD_DEMAND_TOP30,7,,,,
S020001632,부흥중학교,해운대구,부산광역시해운대교육지원청,N,N,83.41176470588236,2025.0,577.0,189.8,3.0,"2023,2024,2025",0.59563859423742,False,0.9941520467836257,scored,,,,,,0,0,72.55582781456954,75.86605960264902,82.6453642384106,59.09834437086093,80.36972958057396,5,5,5,0,0,5,부흥초; 상당초; 신곡초; 신도초; 좌동초,,HIGH_NO_CONFIRMED,75.86605960264902,BROAD_MEDIAN_FALLBACK,NO_CONFIRMED_EDGE,BROAD_DEMAND_TOP30,8,,,,
S020000775,동해중학교,동래구,부산광역시동래교육지원청,N,N,76.79411764705883,2025.0,546.0,183.3,3.0,"2023,2024,2025",0.8665131541139871,False,0.9941520467836257,scored,,,,,,0,0,59.992273730684325,75.1171633554084,78.46087196467991,26.398785871964677,78.46087196467991,3,3,3,0,0,3,교동초; 내성초; 명륜초,,HIGH_NO_CONFIRMED,75.1171633554084,BROAD_MEDIAN_FALLBACK,NO_CONFIRMED_EDGE,BROAD_DEMAND_TOP30,9,,,,
S020001919,장산중학교,해운대구,부산광역시해운대교육지원청,N,N,56.823529411764696,2025.0,781.0,261.9,3.0,"2023,2024,2025",0.6442150397388156,False,0.9941520467836257,scored,,,,,,0,0,73.93509933774834,73.93509933774834,75.30364238410596,72.56655629139073,75.30364238410596,2,2,2,0,0,2,무정초; 장산초,,HIGH_NO_CONFIRMED,73.93509933774834,BROAD_MEDIAN_FALLBACK,NO_CONFIRMED_EDGE,BROAD_DEMAND_TOP30,10,,,,
S020002311,일광중학교,기장군,부산광역시해운대교육지원청,N,N,31.705882352941174,2025.0,462.0,166.7,3.0,"2023,2024,2025",0.49896292996713765,False,0.9941520467836257,scored,,,,,,0,0,73.30709161147902,73.30709161147902,75.63647902869756,70.97770419426048,75.63647902869756,2,2,2,0,0,2,일광초; 해빛초,,HIGH_NO_CONFIRMED,73.30709161147902,BROAD_MEDIAN_FALLBACK,NO_CONFIRMED_EDGE,BROAD_DEMAND_TOP30,11,,,,
S020000793,온천중학교,동래구,부산광역시동래교육지원청,N,N,36.50000000000001,2025.0,563.0,184.7,3.0,"2023,2024,2025",0.8707858820489699,False,0.9941520467836257,scored,,,,,,0,0,69.85940949227374,72.93187086092715,84.42207505518763,39.60292494481236,84.15979580573952,6,6,6,0,1,6,금강초; 내산초; 달북초; 예원초; 온샘초; 온천초,,HIGH_NO_CONFIRMED,72.93187086092715,BROAD_MEDIAN_FALLBACK,NO_CONFIRMED_EDGE,BROAD_DEMAND_TOP30,12,,,,
S020001644,해운대중학교,해운대구,부산광역시해운대교육지원청,N,N,92.52941176470588,2025.0,618.0,204.2,3.0,"2023,2024,2025",0.8905113592620952,False,0.9941520467836257,scored,,,,,,0,0,73.3883238725954,72.85044150110376,82.99199779249447,64.0762693156733,82.28708609271523,7,7,7,0,0,7,강동초; 동백초; 해강초; 해동초; 해림초; 해운대초; 해원초,,HIGH_NO_CONFIRMED,72.85044150110376,BROAD_MEDIAN_FALLBACK,NO_CONFIRMED_EDGE,BROAD_DEMAND_TOP30,13,,,,
S020001893,해강중학교,해운대구,부산광역시해운대교육지원청,N,N,97.70588235294117,2025.0,1027.0,339.6,3.0,"2023,2024,2025",0.9650658349492923,False,0.9941520467836257,scored,,,,,,0,0,72.46853200883002,72.85044150110376,82.99199779249447,64.0762693156733,79.9014348785872,5,5,5,0,0,5,강동초; 동백초; 해강초; 해림초; 해원초,,HIGH_NO_CONFIRMED,72.85044150110376,BROAD_MEDIAN_FALLBACK,NO_CONFIRMED_EDGE,BROAD_DEMAND_TOP30,14,,,,
S020001636,신도중학교,해운대구,부산광역시해운대교육지원청,N,N,77.88235294117646,2025.0,572.0,184.0,3.0,"2023,2024,2025",0.7553178112206079,False,0.9941520467836257,scored,,,,,,0,0,72.16596302428258,72.5846854304636,81.58217439293598,61.9123068432671,81.58217439293598,4,4,4,0,0,4,상당초; 신도초; 양운초; 해운대초,,HIGH_NO_CONFIRMED,72.5846854304636,BROAD_MEDIAN_FALLBACK,NO_CONFIRMED_EDGE,BROAD_DEMAND_TOP30,15,,,,
S020001643,해운대여자중학교,해운대구,부산광역시해운대교육지원청,N,N,89.82352941176471,2025.0,621.0,205.3,3.0,"2023,2024,2025",0.9130831702228966,False,0.9941520467836257,scored,,,,,,0,0,71.78771155261222,71.32193708609272,81.58217439293598,64.0762693156733,79.19652317880795,6,6,6,0,0,6,강동초; 동백초; 해동초; 해림초; 해운대초; 해원초,,HIGH_NO_CONFIRMED,71.32193708609272,BROAD_MEDIAN_FALLBACK,NO_CONFIRMED_EDGE,BROAD_DEMAND_TOP30,16,,,,
S020001857,인지중학교,해운대구,부산광역시해운대교육지원청,N,N,71.11764705882354,2025.0,556.0,176.9,3.0,"2023,2024,2025",0.7749812854604069,False,0.9941520467836257,scored,,,,,,0,0,68.64758554083885,68.42251655629138,75.30364238410596,62.44166666666668,75.30364238410596,4,4,4,0,0,4,무정초; 반안초; 인지초; 장산초,,HIGH_NO_CONFIRMED,68.42251655629138,BROAD_MEDIAN_FALLBACK,NO_CONFIRMED_EDGE,BROAD_DEMAND_TOP30,17,,,,
S020000773,동래중학교,동래구,부산광역시동래교육지원청,N,N,78.3529411764706,2025.0,575.0,188.5,3.0,"2023,2024,2025",0.9348881373736466,False,0.9941520467836257,scored,,,,,,0,0,64.97273730684326,68.33162251655628,83.8975165562914,26.398785871964677,81.17919426048564,7,7,7,0,0,7,교동초; 낙민초; 내산초; 내성초; 명륜초; 온샘초; 온천초,,HIGH_NO_CONFIRMED,68.33162251655628,BROAD_MEDIAN_FALLBACK,NO_CONFIRMED_EDGE,BROAD_DEMAND_TOP30,18,,,,
S020000607,대천중학교,남구,부산광역시남부교육지원청,N,N,71.52941176470588,2025.0,629.0,207.8,3.0,"2023,2024,2025",0.8083878304273722,False,0.9941520467836257,scored,,,,,,0,0,63.030146247240616,68.13187086092715,77.64387417218543,38.21296909492274,77.64387417218543,4,4,4,0,0,4,남천초; 대남초; 대천초; 용소초,,HIGH_NO_CONFIRMED,68.13187086092715,BROAD_MEDIAN_FALLBACK,NO_CONFIRMED_EDGE,BROAD_DEMAND_TOP30,19,,,,
S020000765,구서여자중학교,금정구,부산광역시동래교육지원청,N,N,84.70588235294117,2025.0,536.0,170.9,3.0,"2023,2024,2025",0.7736701094496236,False,0.9941520467836257,scored,,,,,,0,0,66.99754415011037,67.75115894039735,72.37748344370861,60.11037527593818,72.37748344370861,4,4,4,0,0,4,구서초; 남산초; 두실초; 장서초,,HIGH_NO_CONFIRMED,67.75115894039735,BROAD_MEDIAN_FALLBACK,NO_CONFIRMED_EDGE,BROAD_DEMAND_TOP30,20,,,,
S020001637,양운중학교,해운대구,부산광역시해운대교육지원청,N,N,82.14705882352942,2025.0,547.0,175.1,3.0,"2023,2024,2025",0.9976743086120331,False,0.9941520467836257,scored,,,,,,0,0,69.0272259013981,67.07527593818985,78.09409492273733,61.9123068432671,78.09409492273733,3,3,3,0,0,3,상당초; 신도초; 양운초,,HIGH_NO_CONFIRMED,67.07527593818985,BROAD_MEDIAN_FALLBACK,NO_CONFIRMED_EDGE,BROAD_DEMAND_TOP30,21,,,,
S020000770,남산중학교,금정구,부산광역시동래교육지원청,N,N,65.52941176470588,2025.0,484.0,156.9,3.0,"2023,2024,2025",0.5695527549023567,False,0.9941520467836257,scored,,,,,,0,0,63.70739514348786,66.87472406181016,72.37748344370861,50.54679911699779,70.50253863134658,5,5,5,0,0,5,구서초; 남산초; 두실초; 장서초; 청룡초,,HIGH_NO_CONFIRMED,66.87472406181016,BROAD_MEDIAN_FALLBACK,NO_CONFIRMED_EDGE,BROAD_DEMAND_TOP30,22,,,,
S020000794,유락여자중학교,동래구,부산광역시동래교육지원청,N,N,63.73529411764706,2025.0,752.0,251.7,3.0,"2023,2024,2025",0.9646760476456282,False,0.9941520467836257,scored,,,,,,0,0,63.28199963208241,66.8509105960265,83.8975165562914,26.398785871964677,81.17919426048564,6,6,6,0,0,6,낙민초; 내산초; 내성초; 명륜초; 온샘초; 온천초,,HIGH_NO_CONFIRMED,66.8509105960265,BROAD_MEDIAN_FALLBACK,NO_CONFIRMED_EDGE,BROAD_DEMAND_TOP30,23,,,,
S020001621,기장중학교,기장군,부산광역시해운대교육지원청,N,N,21.058823529411764,2025.0,461.0,150.1,3.0,"2023,2024,2025",0.87488059563439,False,0.9941520467836257,scored,,,,,,0,0,57.348509933774835,64.81903973509934,70.97770419426048,28.778256070640175,70.97770419426048,4,4,4,0,0,4,기장초; 내리초; 대청초; 일광초,,HIGH_NO_CONFIRMED,64.81903973509934,BROAD_MEDIAN_FALLBACK,NO_CONFIRMED_EDGE,BROAD_DEMAND_TOP30,24,,,,
S020001839,대청중학교,기장군,부산광역시해운대교육지원청,N,N,1.0882352941176472,2025.0,508.0,163.4,3.0,"2023,2024,2025",0.9636674258255595,False,0.9941520467836257,scored,,,,,,0,0,57.348509933774835,64.81903973509934,70.97770419426048,28.778256070640175,70.97770419426048,4,4,4,0,0,4,기장초; 내리초; 대청초; 일광초,,HIGH_NO_CONFIRMED,64.81903973509934,BROAD_MEDIAN_FALLBACK,NO_CONFIRMED_EDGE,BROAD_DEMAND_TOP30,25,,,,
S020000955,가야여자중학교,부산진구,부산광역시남부교육지원청,N,N,15.705882352941178,2025.0,453.0,144.4,3.0,"2023,2024,2025",0.9227360376067519,False,0.9941520467836257,scored,,,,,,0,0,61.755946467991166,64.72618653421634,71.48399558498896,46.08741721854304,71.48399558498896,4,4,4,0,0,4,가남초; 가야초; 가평초; 선암초,,HIGH_NO_CONFIRMED,64.72618653421634,BROAD_MEDIAN_FALLBACK,NO_CONFIRMED_EDGE,BROAD_DEMAND_TOP30,26,,,,
S020000795,장전중학교,금정구,부산광역시동래교육지원청,N,N,88.5,2025.0,480.0,160.6,3.0,"2023,2024,2025",0.9780107068054587,False,0.9941520467836257,scored,,,,,,0,0,60.62992549668874,64.55405629139074,83.79271523178808,29.618874172185436,83.79271523178808,4,4,4,0,0,4,금빛초; 금정초; 장서초; 장전초,,HIGH_NO_CONFIRMED,64.55405629139074,BROAD_MEDIAN_FALLBACK,NO_CONFIRMED_EDGE,BROAD_DEMAND_TOP30,27,,,,
S020001622,동백중학교,해운대구,부산광역시해운대교육지원청,N,N,54.23529411764706,2025.0,614.0,197.7,3.0,"2023,2024,2025",0.8852437789834834,False,0.9941520467836257,scored,,,,,,0,0,66.07453642384107,64.0762693156733,75.86605960264902,59.09834437086093,72.82974613686534,5,5,5,0,0,5,동백초; 신곡초; 좌동초; 해동초; 해송초,,HIGH_NO_CONFIRMED,64.0762693156733,BROAD_MEDIAN_FALLBACK,NO_CONFIRMED_EDGE,BROAD_DEMAND_TOP30,28,,,,
S020000624,해연중학교,남구,부산광역시남부교육지원청,N,N,22.882352941176467,2025.0,625.0,201.8,3.0,"2023,2024,2025",0.7646879872751791,False,0.9941520467836257,scored,,,,,,0,0,57.55579470198676,63.7098233995585,69.53151214128036,39.42604856512141,69.53151214128036,3,3,3,0,1,3,대연초; 신연초; 연포초,,HIGH_NO_CONFIRMED,63.7098233995585,BROAD_MEDIAN_FALLBACK,NO_CONFIRMED_EDGE,BROAD_DEMAND_TOP30,29,,,,
S020001630,반여중학교,해운대구,부산광역시해운대교육지원청,N,N,32.73529411764706,2025.0,147.0,48.0,3.0,"2023,2024,2025",0.9689931010213723,False,0.9941520467836257,scored,,,,,,0,0,59.851200331125824,63.36007174392936,75.30364238410596,37.381015452538634,75.30364238410596,4,4,4,0,0,4,무정초; 반안초; 삼어초; 인지초,,HIGH_NO_CONFIRMED,63.36007174392936,BROAD_MEDIAN_FALLBACK,NO_CONFIRMED_EDGE,BROAD_DEMAND_TOP30,30,,,,
S020001910,센텀중학교,해운대구,부산광역시해운대교육지원청,N,N,98.91176470588236,2025.0,1152.0,378.5,3.0,"2023,2024,2025",0.9540271046678768,False,0.9941520467836257,scored,89.52671081677705,89.52671081677705,89.52671081677705,89.52671081677705,89.52671081677705,1,1,52.39803164091243,40.814403973509926,89.52671081677705,26.852980132450334,89.52671081677705,3,3,2,0,0,3,센텀초; 송수초; 재송초,48.71230684326713,HIGH,89.52671081677705,CONFIRMED_MEDIAN,COMPLETE,HIGH_QUALITY_HIGH_DEMAND_TOP30,1,True,True,HIGH_QUALITY_HIGH_DEMAND,NOT_HIGH_DEMAND
S020001893,해강중학교,해운대구,부산광역시해운대교육지원청,N,N,97.70588235294117,2025.0,1027.0,339.6,3.0,"2023,2024,2025",0.9650658349492923,False,0.9941520467836257,scored,,,,,,0,0,72.46853200883002,72.85044150110376,82.99199779249447,64.0762693156733,79.9014348785872,5,5,5,0,0,5,강동초; 동백초; 해강초; 해림초; 해원초,,HIGH_NO_CONFIRMED,72.85044150110376,BROAD_MEDIAN_FALLBACK,NO_CONFIRMED_EDGE,HIGH_QUALITY_HIGH_DEMAND_TOP30,2,True,True,HIGH_QUALITY_HIGH_DEMAND,BROAD_ONLY_HIGH_DEMAND
S020000789,여명중학교,동래구,부산광역시동래교육지원청,N,N,94.26470588235294,2025.0,901.0,296.2,3.0,"2023,2024,2025",0.9637403903497863,False,0.9941520467836257,scored,,,,,,0,0,78.30457137601178,80.30325607064017,89.40375275938192,53.12224061810154,89.28327814569538,6,6,6,0,0,6,거제초; 거학초; 금강초; 남문초; 여고초; 창신초,,HIGH_NO_CONFIRMED,80.30325607064017,BROAD_MEDIAN_FALLBACK,NO_CONFIRMED_EDGE,HIGH_QUALITY_HIGH_DEMAND_TOP30,3,True,True,HIGH_QUALITY_HIGH_DEMAND,BROAD_ONLY_HIGH_DEMAND
S020001644,해운대중학교,해운대구,부산광역시해운대교육지원청,N,N,92.52941176470588,2025.0,618.0,204.2,3.0,"2023,2024,2025",0.8905113592620952,False,0.9941520467836257,scored,,,,,,0,0,73.3883238725954,72.85044150110376,82.99199779249447,64.0762693156733,82.28708609271523,7,7,7,0,0,7,강동초; 동백초; 해강초; 해동초; 해림초; 해운대초; 해원초,,HIGH_NO_CONFIRMED,72.85044150110376,BROAD_MEDIAN_FALLBACK,NO_CONFIRMED_EDGE,HIGH_QUALITY_HIGH_DEMAND_TOP30,4,True,True,HIGH_QUALITY_HIGH_DEMAND,BROAD_ONLY_HIGH_DEMAND
S020001643,해운대여자중학교,해운대구,부산광역시해운대교육지원청,N,N,89.82352941176471,2025.0,621.0,205.3,3.0,"2023,2024,2025",0.9130831702228966,False,0.9941520467836257,scored,,,,,,0,0,71.78771155261222,71.32193708609272,81.58217439293598,64.0762693156733,79.19652317880795,6,6,6,0,0,6,강동초; 동백초; 해동초; 해림초; 해운대초; 해원초,,HIGH_NO_CONFIRMED,71.32193708609272,BROAD_MEDIAN_FALLBACK,NO_CONFIRMED_EDGE,HIGH_QUALITY_HIGH_DEMAND_TOP30,5,True,True,HIGH_QUALITY_HIGH_DEMAND,BROAD_ONLY_HIGH_DEMAND
S020001635,신곡중학교,해운대구,부산광역시해운대교육지원청,N,N,89.32352941176471,2025.0,644.0,205.3,3.0,"2023,2024,2025",0.8312217408877639,False,0.9941520467836257,scored,,,,,,0,0,67.40160044150112,62.41092715231788,78.09409492273733,59.09834437086093,76.98007726269317,5,5,5,0,0,5,상당초; 신곡초; 좌동초; 좌산초; 해송초,,HIGH_NO_CONFIRMED,62.41092715231788,BROAD_MEDIAN_FALLBACK,NO_CONFIRMED_EDGE,HIGH_QUALITY_HIGH_DEMAND_TOP30,6,True,True,HIGH_QUALITY_HIGH_DEMAND,BROAD_ONLY_HIGH_DEMAND
S020000795,장전중학교,금정구,부산광역시동래교육지원청,N,N,88.5,2025.0,480.0,160.6,3.0,"2023,2024,2025",0.9780107068054587,False,0.9941520467836257,scored,,,,,,0,0,60.62992549668874,64.55405629139074,83.79271523178808,29.618874172185436,83.79271523178808,4,4,4,0,0,4,금빛초; 금정초; 장서초; 장전초,,HIGH_NO_CONFIRMED,64.55405629139074,BROAD_MEDIAN_FALLBACK,NO_CONFIRMED_EDGE,HIGH_QUALITY_HIGH_DEMAND_TOP30,7,True,True,HIGH_QUALITY_HIGH_DEMAND,BROAD_ONLY_HIGH_DEMAND
S020000765,구서여자중학교,금정구,부산광역시동래교육지원청,N,N,84.70588235294117,2025.0,536.0,170.9,3.0,"2023,2024,2025",0.7736701094496236,False,0.9941520467836257,scored,,,,,,0,0,66.99754415011037,67.75115894039735,72.37748344370861,60.11037527593818,72.37748344370861,4,4,4,0,0,4,구서초; 남산초; 두실초; 장서초,,HIGH_NO_CONFIRMED,67.75115894039735,BROAD_MEDIAN_FALLBACK,NO_CONFIRMED_EDGE,HIGH_QUALITY_HIGH_DEMAND_TOP30,8,True,True,HIGH_QUALITY_HIGH_DEMAND,BROAD_ONLY_HIGH_DEMAND
S020001632,부흥중학교,해운대구,부산광역시해운대교육지원청,N,N,83.41176470588236,2025.0,577.0,189.8,3.0,"2023,2024,2025",0.59563859423742,False,0.9941520467836257,scored,,,,,,0,0,72.55582781456954,75.86605960264902,82.6453642384106,59.09834437086093,80.36972958057396,5,5,5,0,0,5,부흥초; 상당초; 신곡초; 신도초; 좌동초,,HIGH_NO_CONFIRMED,75.86605960264902,BROAD_MEDIAN_FALLBACK,NO_CONFIRMED_EDGE,HIGH_QUALITY_HIGH_DEMAND_TOP30,9,True,True,HIGH_QUALITY_HIGH_DEMAND,BROAD_ONLY_HIGH_DEMAND
S020001637,양운중학교,해운대구,부산광역시해운대교육지원청,N,N,82.14705882352942,2025.0,547.0,175.1,3.0,"2023,2024,2025",0.9976743086120331,False,0.9941520467836257,scored,,,,,,0,0,69.0272259013981,67.07527593818985,78.09409492273733,61.9123068432671,78.09409492273733,3,3,3,0,0,3,상당초; 신도초; 양운초,,HIGH_NO_CONFIRMED,67.07527593818985,BROAD_MEDIAN_FALLBACK,NO_CONFIRMED_EDGE,HIGH_QUALITY_HIGH_DEMAND_TOP30,10,True,True,HIGH_QUALITY_HIGH_DEMAND,BROAD_ONLY_HIGH_DEMAND
S020000783,사직여자중학교,동래구,부산광역시동래교육지원청,N,N,80.5,2025.0,706.0,228.9,3.0,"2023,2024,2025",0.6463310688280153,False,0.9941520467836257,scored,,,,,,0,0,70.57962196467992,79.14674392935983,84.42207505518763,39.60292494481236,84.42207505518763,4,4,4,0,0,4,금강초; 달북초; 사직초; 예원초,,HIGH_NO_CONFIRMED,79.14674392935983,BROAD_MEDIAN_FALLBACK,NO_CONFIRMED_EDGE,HIGH_QUALITY_HIGH_DEMAND_TOP30,11,True,True,HIGH_QUALITY_HIGH_DEMAND,BROAD_ONLY_HIGH_DEMAND
S020000784,사직중학교,동래구,부산광역시동래교육지원청,N,N,79.88235294117646,2025.0,863.0,277.2,3.0,"2023,2024,2025",0.8018321336350384,False,0.9941520467836257,scored,,,,,,0,0,70.57962196467992,79.14674392935983,84.42207505518763,39.60292494481236,84.42207505518763,4,4,4,0,0,4,금강초; 달북초; 사직초; 예원초,,HIGH_NO_CONFIRMED,79.14674392935983,BROAD_MEDIAN_FALLBACK,NO_CONFIRMED_EDGE,HIGH_QUALITY_HIGH_DEMAND_TOP30,12,True,True,HIGH_QUALITY_HIGH_DEMAND,BROAD_ONLY_HIGH_DEMAND
