apartment_id,apartment_name,gu,legal_dong,household_count,school_premium_core_score,school_premium_confidence,expected_school_premium_pct,gap_confidence,residual_method_gap_pct,comparable_method_gap_pct,school_value_gap_pct,comparable_count,data_quality_flag,internal_complex_id,apartment_age,transaction_count_6m,market_price_6m,market_price_per_m2_6m,representative_area_6m,baseline_price_6m,fair_price_6m,has_6m_price,residual_gap_6m,comparable_rule_6m,comparable_count_6m,comparable_gap_6m,gap_6m,transaction_count_12m,market_price_12m,market_price_per_m2_12m,representative_area_12m,baseline_price_12m,fair_price_12m,has_12m_price,residual_gap_12m,comparable_rule_12m,comparable_count_12m,comparable_gap_12m,gap_12m,transaction_count_24m,market_price_24m,market_price_per_m2_24m,representative_area_24m,baseline_price_24m,fair_price_24m,has_24m_price,residual_gap_24m,comparable_rule_24m,comparable_count_24m,comparable_gap_24m,gap_24m,phase145_gap_reproduced,phase145_reproduction_error,temporal_sign_pattern,temporal_stability,temporal_std,temporal_range,temporal_median,temporal_min,temporal_max,temporal_cv,gap_method_agreement,gap_method_abs_diff,large_method_disagreement,bootstrap_iterations,bootstrap_gap_p05,bootstrap_gap_p25,bootstrap_gap_median,bootstrap_gap_p75,bootstrap_gap_p95,gap_positive_probability,gap_negative_probability,bootstrap_iqr,bootstrap_stability,sanity_flag
A60702002,우성베스토피아,동래구,복천동,744.0,26.39878587196468,B,-9.5275589627971,MEDIUM,5.268497643607274,11.73785972793434,8.503178685770807,5.0,OK,A60702002,37,8.0,352500000.0,3725435.6975430753,98.62,413713246.0778755,374296472.620904,True,5.268497643607274,DISTRICT_RELAXED,5.0,11.73785972793434,8.503178685770807,20.0,349000000.0,3784796.9702487625,84.87,369117433.1646136,333949552.0778919,True,-4.0774145488262965,DISTRICT_RELAXED,6.0,3.0526813680625278,-0.5123665903818844,32.0,343500000.0,3695978.881235782,84.87,368507949.3296204,333398137.1746464,True,-2.7412876285927252,DISTRICT_RELAXED,6.0,-13.756244556126418,-8.248766092359572,8.503178685770807,0.0,+--,MIXED,8.384107860809138,16.75194477813038,-0.5123665903818844,-8.248766092359572,8.503178685770807,,STRONG_POSITIVE,6.4693620843270665,False,500,-25.665652475849573,-6.559296661307621,0.17626913607186978,5.133527989684884,16.26247280742657,0.506,0.494,11.692824650992506,UNCERTAIN,False
A60710004,안락뜨란채2단지,동래구,안락동,1420.0,63.739624724061805,B,6.002073120502582,MEDIUM,-2.7303830211080617,-17.146439070128114,-9.93841104561809,5.0,OK,A60710004,20,34.0,430000000.0,5826942.314104702,74.65,395466096.56272084,419202260.8452127,True,-2.7303830211080617,ALL_SAME_DONG,5.0,-17.146439070128114,-9.938411045618087,68.0,370000000.0,5767829.579946299,59.98,329477098.56844354,349252554.93983185,True,-6.297082604622429,ALL_SAME_DONG,5.0,-18.013563898444062,-12.155323251533245,117.0,367000000.0,5726957.192441188,59.98,325801390.8826242,345356228.59101367,True,-6.643240948220442,ALL_SAME_DONG,5.0,-17.66091985837279,-12.152080403296615,-9.93841104561809,0.0,---,STABLE_NEGATIVE,1.2789997569666933,2.2169122059151576,-12.152080403296615,-12.155323251533245,-9.938411045618087,0.11204286726605135,STRONG_NEGATIVE,14.416056049020053,False,500,-61.22660041015064,-20.792238040017885,-12.17160199909158,1.3875856236844477,6.802336265355109,0.298,0.702,22.179823663702333,UNCERTAIN,False
A60712001,사직2차삼정그린코아,동래구,사직동,560.0,80.76136865342164,B,13.939893124115454,MEDIUM,31.909873821869937,64.27538220890528,48.0926280153876,8.0,OK,A60712001,20,12.0,405000000.0,3742559.7138075307,112.4493,493721692.9179894,562545969.2413306,True,31.909873821869937,ALL_SAME_DONG,8.0,64.27538220890528,48.09262801538761,29.0,399000000.0,3708337.890942852,112.4493,487842634.1147134,555847375.9241741,True,32.151223561836595,ALL_SAME_DONG,8.0,63.315533989329836,47.73337877558322,46.0,368000000.0,3568386.769792188,103.53854999999999,457033780.3116611,520743800.8282114,True,33.42068079170254,RELAXED_SAME_DONG_2,5.0,69.54242683504886,51.4815538133757,48.0926280153876,0.0,+++,STABLE_POSITIVE,2.0681188793401875,3.7481750377924783,48.09262801538761,47.73337877558322,51.4815538133757,0.042118385591116046,STRONG_POSITIVE,32.36550838703535,False,500,29.26754036483073,41.23725417832625,45.79782957171727,50.90120447412116,55.25586792784744,1.0,0.0,9.663950295794905,VERY_STABLE_POSITIVE,False
A60712204,한신,동래구,사직동,710.0,80.76136865342164,B,13.9398931241155,MEDIUM,52.03688189086573,77.33703823263187,64.68696006174879,8.0,OK,A60712204,27,11.0,205000000.0,2758274.82447342,84.94,331163211.4753878,377327009.22144544,True,52.03688189086573,ALL_SAME_DONG,8.0,77.33703823263187,64.6869600617488,27.0,205000000.0,2758274.82447342,84.94,330271690.2134221,376311210.84838295,True,51.86978355234788,ALL_SAME_DONG,8.0,76.28531594882,64.07754975058394,35.0,210000000.0,2758274.82447342,84.94,330142050.8091011,376163499.8496528,True,50.330910419446695,ALL_SAME_DONG,8.0,74.09039904258148,62.21065473101409,64.68696006174879,0.0,+++,STABLE_POSITIVE,1.290269095478017,2.476305330734718,64.07754975058394,62.21065473101409,64.6869600617488,0.020268642237799825,STRONG_POSITIVE,25.30015634176614,False,500,52.108385859318204,58.789012226774716,62.434715466267136,65.85491869980144,68.79358054512284,1.0,0.0,7.065906473026729,VERY_STABLE_POSITIVE,False
A60775306,동래럭키,동래구,온천동,1536.0,68.33162251655628,B,8.087336312462568,MEDIUM,-133.7850808384386,-14.631873211303237,-74.20847702487093,8.0,OK,A60775306,43,14.0,870000000.0,9216735.103227261,108.606,359693763.4510089,388783407.7962456,True,-133.7850808384386,ALL_SAME_DONG,8.0,-14.631873211303237,-74.20847702487092,36.0,855000000.0,9240630.985467974,84.72,307037475.85837924,331868629.1363425,True,-170.3802994735898,ALL_SAME_DONG,8.0,-22.81848574812455,-96.59939261085717,69.0,1000000000.0,7925126.424635821,132.492,408919128.1626661,441989793.30317086,True,-136.4597956578973,ALL_SAME_DONG,8.0,-7.479866380575029,-71.96983101923617,-74.20847702487093,0.0,---,STABLE_NEGATIVE,13.619715739280064,24.629561591621,-74.20847702487092,-96.59939261085717,-71.96983101923617,0.16829860035584251,STRONG_NEGATIVE,119.15320762713537,True,500,-107.92385797505207,-99.52193256414989,-89.67409430935342,-75.04912151563184,-53.12905667968294,0.0,1.0,24.472811048518054,VERY_STABLE_NEGATIVE,True
A60775407,동원로얄듀크,동래구,낙민동,632.0,61.6733995584989,B,5.076953894670111,LOW,-8.113338225407318,5.248433589253665,-1.4324523180768276,5.0,METHOD_DIRECTION_DISAGREEMENT,A60775407,27,7.0,325000000.0,5087148.694854475,59.955,287127097.1323452,301704407.472859,True,-8.113338225407318,ALL_SAME_DONG,5.0,5.248433589253665,-1.4324523180768267,15.0,325000000.0,5003752.814610958,59.955,287127097.1323452,301704407.472859,True,-8.113338225407318,ALL_SAME_DONG,5.0,7.4625666336361025,-0.3253857958856079,31.0,315000000.0,4824664.626971052,59.955,283591592.170527,297989406.55418545,True,-5.998271428154966,ALL_SAME_DONG,5.0,9.835776698915367,1.918752635380201,-1.4324523180768276,0.0,--+,MIXED,1.7074507422526934,3.3512049534570276,-0.3253857958856079,-1.4324523180768267,1.918752635380201,,MIXED_POSITIVE_COMPARABLE,13.361771814660983,False,500,-17.761715387495347,-8.908424188738284,0.9483062862864156,6.123023000280283,14.151356425268883,0.568,0.43200000000000005,15.031447189018568,UNCERTAIN,False
A60775605,동래우성,동래구,낙민동,531.0,61.6733995584989,B,5.076953894670111,MEDIUM,7.843367264357259,23.64070325473583,15.742035259546544,5.0,OK,A60775605,29,9.0,247500000.0,4149899.3963782694,59.64,254541674.9265949,267464638.4053392,True,7.843367264357259,ALL_SAME_DONG,5.0,23.64070325473583,15.742035259546544,22.0,252000000.0,3829690.9671959723,59.64,257763417.10751992,270849946.95139486,True,7.31288681804374,ALL_SAME_DONG,5.0,30.366441402854093,18.839664110448915,40.0,253500000.0,3829690.9671959723,59.64,257763417.10751992,270849946.95139486,True,6.7309578473495275,ALL_SAME_DONG,5.0,29.477030539856287,18.103994193602908,15.742035259546544,0.0,+++,STABLE_POSITIVE,1.6184027481163659,3.097628850902371,18.103994193602908,15.742035259546544,18.839664110448915,0.0921542057425559,STRONG_POSITIVE,15.79733599037857,False,500,11.098299905603065,17.36271413839222,19.440139499612027,23.517380945757846,30.860195220550867,0.994,0.006000000000000005,6.154666807365626,VERY_STABLE_POSITIVE,False
A60776006,한양,동래구,낙민동,552.0,57.23300220750552,B,3.1160653350043037,LOW,-76.54742080024825,2.9442910824571067,-36.80156485889557,5.0,METHOD_DIRECTION_DISAGREEMENT,A60776006,46,8.0,447500000.0,5095887.106501025,82.91,249076765.47204328,256838160.2184676,True,-76.54742080024825,ALL_SAME_DONG,5.0,2.944291082457107,-36.80156485889557,9.0,445000000.0,5126040.284646002,82.91,248665429.5196219,256414006.7690224,True,-75.83924858203761,ALL_SAME_DONG,5.0,0.6721502463539646,-37.583549167841824,17.0,490000000.0,5065733.928356049,96.4,273083255.86768377,281592708.53947777,True,-76.31639325462751,ALL_SAME_DONG,5.0,-1.8805369166291048,-39.09846508562831,-36.80156485889557,0.0,---,STABLE_NEGATIVE,1.16777711550378,2.2969002267327454,-37.583549167841824,-39.09846508562831,-36.80156485889557,0.03087082178684652,MIXED_POSITIVE_COMPARABLE,79.49171188270536,True,500,-56.178350991471426,-49.58816832089426,-37.75251964343336,-34.05233830260275,-22.658438534035454,0.0,1.0,15.535830018291513,VERY_STABLE_NEGATIVE,False
A60776402,사직2차쌍용예가,동래구,사직동,625.0,80.76136865342164,B,13.939893124115454,LOW,-1.6060061218482478,44.99786748080172,21.69593067947674,5.0,METHOD_DIRECTION_DISAGREEMENT,A60776402,15,11.0,510000000.0,6000352.961938937,84.995,441383037.6743687,502911361.39414996,True,-1.6060061218482478,RELAXED_SAME_DONG_2,5.0,44.99786748080172,21.69593067947674,44.0,482500000.0,5583732.4515468525,84.995,430354878.96497905,490345889.14711356,True,1.8231207616335787,RELAXED_SAME_DONG_2,5.0,49.529424993180385,25.67627287740698,72.0,468500000.0,5335607.97693982,84.995,428572235.44391155,488314747.02442527,True,4.623432267818583,RELAXED_SAME_DONG_2,6.0,49.33692394033112,26.980178104074852,21.69593067947674,0.0,+++,STABLE_POSITIVE,2.752773259131227,5.284247424598114,25.67627287740698,21.69593067947674,26.980178104074852,0.11107001003748632,MIXED_POSITIVE_COMPARABLE,46.60387360264997,False,500,-41.798552674898026,24.330396746344952,25.74749956956304,34.56512474949536,37.39221293200123,0.942,0.05800000000000005,10.234728003150408,VERY_STABLE_POSITIVE,False
A60777205,안락SKVIEW,동래구,안락동,1898.0,63.739624724061805,B,6.002073120502582,MEDIUM,12.067496869473338,24.799305648003536,18.433401258738435,5.0,OK,A60777205,27,34.0,374000000.0,4731638.418079097,84.93,398149451.3804251,422046672.5811581,True,12.067496869473338,ALL_SAME_DONG,5.0,24.799305648003536,18.433401258738435,77.0,370000000.0,4650888.967384905,84.93,397164181.9261528,421002266.53380644,True,12.8416077921371,ALL_SAME_DONG,5.0,25.36708030526399,19.104344048700547,141.0,370000000.0,4631100.262484744,84.93,396351177.281948,420140464.7563833,True,12.65051490454271,ALL_SAME_DONG,5.0,25.1371372240518,18.893826064297254,18.433401258738435,0.0,+++,STABLE_POSITIVE,0.34314065404078936,0.6709427899621119,18.893826064297254,18.433401258738435,19.104344048700547,0.018241951040866358,STRONG_POSITIVE,12.731808778530198,False,500,-29.68501703487541,2.0436199203920307,19.031885013661046,20.713386017493153,24.17413519047448,0.904,0.09599999999999997,18.669766097101125,VERY_STABLE_POSITIVE,False
A60777206,부산안락4휴먼시아,동래구,안락동,619.0,27.80695364238411,B,,LOW,,,,,RECENT_PRICE_MISSING,A60777206,15,,,,,,,False,,,,,,,,,,,,False,,,,,,,,,,,,False,,,,,,,,NANANA,INSUFFICIENT,,,,,,,INSUFFICIENT,,False,0,,,,,,,,,,False
A60777604,안락현대,동래구,안락동,738.0,64.27847682119204,B,6.244671660872081,MEDIUM,19.174065801484357,37.44897626648754,28.311521033985947,5.0,OK,A60777604,25,19.0,310000000.0,4008685.4852179727,77.85,356032896.4525938,378265981.84075093,True,19.174065801484353,ALL_SAME_DONG,5.0,37.44897626648754,28.311521033985947,31.0,315000000.0,4008016.032064128,77.85,363996255.34767973,386726626.3520118,True,19.705319848277135,ALL_SAME_DONG,5.0,36.75551674548978,28.230418296883457,48.0,315000000.0,3995016.3654219164,77.85,361547932.8254572,384125414.12707734,True,19.11929452531228,ALL_SAME_DONG,5.0,36.48657445185505,27.802934488583666,28.311521033985947,0.0,+++,STABLE_POSITIVE,0.27324602299278267,0.5085865454022809,28.230418296883457,27.802934488583666,28.311521033985947,0.009718884288487559,STRONG_POSITIVE,18.274910465003185,False,500,-14.716357231955309,19.69419576014021,27.79034186431516,29.142620843727038,31.157361780465052,0.942,0.05800000000000005,9.448425083586827,VERY_STABLE_POSITIVE,False
A60778502,강변뜨란채,동래구,안락동,814.0,62.64050772626931,B,5.508951659373573,MEDIUM,-18.18711856977469,-24.61109644988744,-21.39910750983106,5.0,OK,A60778502,20,14.0,383500000.0,6156810.185960798,59.69,310034101.5600271,327113730.3425422,True,-18.187118569774686,ALL_SAME_DONG,5.0,-24.611096449887437,-21.39910750983106,37.0,378500000.0,6031160.99849221,59.69,312136269.21444076,329331705.3968365,True,-15.752188852294015,ALL_SAME_DONG,5.0,-24.168644189219712,-19.960416520756866,64.0,375500000.0,5891033.647680382,59.69,310034101.5600271,327113730.3425422,True,-15.606757261213588,ALL_SAME_DONG,5.0,-21.696967318498885,-18.651862289856236,-21.39910750983106,0.0,---,STABLE_NEGATIVE,1.3741362278370701,2.7472452199748254,-19.960416520756866,-21.39910750983106,-18.651862289856236,0.06869377523623085,STRONG_NEGATIVE,6.423977880112751,False,500,-36.121939238596035,-29.34089870046668,-19.972456262652795,-8.572500721357724,-0.6951929194473336,0.048,0.952,20.768397979108958,VERY_STABLE_NEGATIVE,False
A60778608,사직쌍용예가,동래구,사직동,2947.0,84.42207505518763,B,15.723196080114745,LOW,-4.421634716204782,28.659210193538755,12.118787738666985,8.0,METHOD_DIRECTION_DISAGREEMENT,A60778608,19,59.0,550000000.0,6390866.827517212,84.965,457780826.985732,529758604.0298695,True,-4.42163471620478,ALL_SAME_DONG,8.0,28.659210193538755,12.118787738666988,193.0,540000000.0,6237862.649326193,84.965,464938527.3782183,538041723.6898935,True,-0.42119037136998294,ALL_SAME_DONG,8.0,26.58718162626095,13.082995627445484,353.0,494000000.0,5806096.401221283,84.965,462017609.1826142,534661543.79905486,True,8.800864510552287,ALL_SAME_DONG,8.0,28.889908289100966,18.845386399826626,12.118787738666985,0.0,+++,STABLE_POSITIVE,3.6373519171397355,6.726598661159638,13.082995627445484,12.118787738666988,18.845386399826626,0.24773568448107888,MIXED_POSITIVE_COMPARABLE,33.08084490974353,False,500,-33.79276319842402,-6.250301533778969,12.99169051987134,21.12358702122494,28.77418850574279,0.742,0.258,27.37388855500391,UNCERTAIN,False
A60780104,중앙하이츠2,동래구,낙민동,511.0,61.6733995584989,B,5.076953894670111,MEDIUM,10.347070455476024,27.106450787914277,18.72676062169515,5.0,OK,A60780104,30,11.0,238000000.0,3973288.814691152,59.9,251240676.49969104,263996049.81023762,True,10.347070455476025,ALL_SAME_DONG,5.0,27.106450787914273,18.72676062169515,27.0,230000000.0,3839732.8881469117,59.9,253235649.961202,266092307.15460038,True,14.252458988349424,ALL_SAME_DONG,5.0,30.17054124613824,22.21150011724383,54.0,225000000.0,3756260.434056761,59.9,253158795.06691885,266011550.3727687,True,16.199931099343356,ALL_SAME_DONG,5.0,30.926584230944854,23.563257665144107,18.72676062169515,0.0,+++,STABLE_POSITIVE,2.4954078314453514,4.836497043448958,22.21150011724383,18.72676062169515,23.563257665144107,0.1160627482819406,STRONG_POSITIVE,16.759380332438255,False,500,16.798855230648407,20.83877370807426,22.37372653330217,24.694948080750226,31.102377567391855,1.0,0.0,3.856174372675966,VERY_STABLE_POSITIVE,False
A60780108,한일유앤아이,동래구,낙민동,935.0,61.6733995584989,B,5.076953894670089,LOW,10.615662128606518,-5.157396239408518,2.729132944599,5.0,METHOD_DIRECTION_DISAGREEMENT,A60780108,19,14.0,486500000.0,5607785.304127092,84.9854,515025775.0072198,541173396.1500037,True,10.615662128606518,ALL_SAME_DONG,5.0,-5.157396239408518,2.729132944599,37.0,485000000.0,5390943.450415679,84.9854,496270847.8183077,521466289.9547316,True,7.348062074378059,ALL_SAME_DONG,5.0,-2.661050961887268,2.3435055562453955,61.0,483000000.0,5296778.499316716,84.9854,499133269.4759357,524474035.4401884,True,8.309210781267694,ALL_SAME_DONG,5.0,-4.7084697326310145,1.8003705243183399,2.729132944599,0.0,+++,STABLE_POSITIVE,0.46660186077647514,0.9287624202806599,2.3435055562453955,1.8003705243183399,2.729132944599,0.2036670659393295,MIXED_POSITIVE_RESIDUAL,15.773058368015036,False,500,-15.804782369305219,-12.646028124312648,1.679354307705261,4.18614415095662,14.203036494772327,0.61,0.39,16.83217227526927,UNCERTAIN,False
A60782005,삼정그린코아,동래구,사직동,874.0,80.76136865342164,B,13.939893124115477,MEDIUM,30.2074503355694,72.83849093268007,51.52297063412474,8.0,OK,A60782005,28,13.0,215000000.0,3097271.0530721582,59.76,256770246.80021667,292563744.7786944,True,30.207450335569398,ALL_SAME_DONG,8.0,72.83849093268007,51.52297063412473,42.0,235500000.0,3096378.4018846666,67.525,279725487.44808763,318718921.4392621,True,29.750210536215846,ALL_SAME_DONG,8.0,71.66969638259137,50.70995345940361,59.0,235000000.0,3097040.6056434964,75.29,302294794.56458104,344434365.84664804,True,36.201207501530085,ALL_SAME_DONG,8.0,69.19616411284039,52.69868580718524,51.52297063412474,0.0,+++,STABLE_POSITIVE,0.9998632777926257,1.9887323477816352,51.52297063412473,50.70995345940361,52.69868580718524,0.01936073494169547,STRONG_POSITIVE,42.63104059711067,False,500,38.6488108304394,47.06856677113785,51.337288575479505,54.94542260281729,58.98555293211876,1.0,0.0,7.8768558316794355,VERY_STABLE_POSITIVE,False
A60782701,화목,동래구,안락동,793.0,37.07008830022075,B,-5.337605845222148,MEDIUM,19.321016109464985,52.23804456261686,35.77953033604092,5.0,OK,A60782701,36,8.0,230000000.0,2472042.377869335,84.95,305277134.5138792,288982644.3379397,True,19.321016109464985,ALL_SAME_DONG,5.0,52.23804456261686,35.77953033604092,16.0,246500000.0,2560329.6056503826,84.95,306592147.9991126,290227467.58651984,True,14.26242252839639,ALL_SAME_DONG,5.0,50.27256657470881,32.2674945515526,25.0,255000000.0,2692478.86070316,84.95,306239088.91682595,289893253.4064464,True,11.394121348082821,ALL_SAME_DONG,5.0,47.648268324452644,29.521194836267732,35.77953033604092,0.0,+++,STABLE_POSITIVE,3.136965643883209,6.258335499773189,32.2674945515526,29.521194836267732,35.77953033604092,0.0964545315911724,STRONG_POSITIVE,32.91702845315187,False,500,23.865036992547886,28.51507208785116,32.060774044272016,33.95429552720045,37.90482940083582,1.0,0.0,5.439223439349291,VERY_STABLE_POSITIVE,False
A60783306,벽산아스타,동래구,온천동,648.0,83.8975165562914,B,15.465955809686172,MEDIUM,26.25221621850623,45.03313486322814,35.64267554086719,8.0,OK,A60783306,18,6.0,544000000.0,5818364.40438963,101.44200000000001,609771546.9532702,704078544.9451027,True,26.25221621850623,ALL_SAME_DONG,8.0,45.03313486322814,35.64267554086719,19.0,580000000.0,5173525.121280999,117.908,665650319.4302906,768599503.6804142,True,28.33311998435314,ALL_SAME_DONG,8.0,50.401022760868145,39.36707137261064,36.0,582500000.0,5236951.244415284,117.843,668696588.5886611,772116907.4806623,True,28.35619482983521,ALL_SAME_DONG,8.0,45.454964815561524,36.90557982269837,35.64267554086719,0.0,+++,STABLE_POSITIVE,1.8940693487332603,3.7243958317434505,36.90557982269837,35.64267554086719,39.36707137261064,0.05077238490841155,STRONG_POSITIVE,18.78091864472191,False,500,28.71482718448396,34.960663463781465,38.86009791841042,42.35146096291118,47.175673346032774,1.0,0.0,7.390797499129718,VERY_STABLE_POSITIVE,False
A60784207,반도보라스카이뷰,동래구,온천동,1149.0,77.53211920529802,B,12.389600394485466,MEDIUM,1.5979507479524582,36.12229891757919,18.860124832765823,8.0,OK,A60784207,20,16.0,570000000.0,6300343.308262734,84.9501,514479206.5273098,578221124.328763,True,1.5979507479524582,ALL_SAME_DONG,8.0,36.12229891757919,18.860124832765823,41.0,570000000.0,6114078.849922046,101.4053,534766168.36097854,601021559.6658051,True,5.8009577832651695,ALL_SAME_DONG,8.0,35.495776222453344,20.648367002859256,98.0,530000000.0,5618034.525980307,84.9501,525087329.8865347,590143551.7815499,True,11.454009334894131,ALL_SAME_DONG,8.0,37.284038733484365,24.36902403418925,18.860124832765823,0.0,+++,STABLE_POSITIVE,2.8103697625973654,5.508899201423425,20.648367002859256,18.860124832765823,24.36902403418925,0.13198868448446135,STRONG_POSITIVE,34.52434816962673,False,500,9.73991666075827,16.497373026891232,20.645212860973608,24.978421177474555,29.84453947190306,0.998,0.0020000000000000018,8.481048150583323,VERY_STABLE_POSITIVE,False
A60802001,대연힐스테이트푸르지오,남구,대연동,2304.0,76.50546357615895,B,11.901158122276325,HIGH,-41.88208180639372,-24.00398708411349,-32.94303444525361,11.0,OK,A60802001,13,45.0,1045000000.0,11772346.203802101,84.92,679527886.448944,760399574.7001951,True,-41.882081806393714,ALL_SAME_DONG,11.0,-24.003987084113486,-32.9430344452536,112.0,1000000000.0,11400808.154469725,84.92,682899299.7059847,764172225.1799104,True,-34.53331624759632,ALL_SAME_DONG,11.0,-19.503328886802016,-27.018322567199167,229.0,950000000.0,10922186.798913686,84.92,671483922.0539198,751398285.3832196,True,-29.57654056843268,ALL_SAME_DONG,11.0,-16.965476401017774,-23.27100848472523,-32.94303444525361,0.0,---,STABLE_NEGATIVE,4.8766904735999255,9.672025960528373,-27.018322567199167,-32.9430344452536,-23.27100848472523,0.17577382708527983,STRONG_NEGATIVE,17.87809472228023,False,500,-50.22922178092183,-43.98609387280262,-28.21907973435656,-25.784719666163667,-19.62976256035618,0.0,1.0,18.201374206638953,VERY_STABLE_NEGATIVE,False
A60804003,삼성,남구,문현동,916.0,57.40093818984548,B,3.1895560646846066,MEDIUM,2.475913216455794,17.103054305819263,9.789483761137529,7.0,OK,A60804003,25,14.0,390000000.0,4855627.578078963,84.85,387236514.3098969,399587640.0367415,True,2.475913216455794,ALL_SAME_DONG,7.0,17.103054305819263,9.789483761137529,28.0,366500000.0,4995971.843817685,72.38499999999999,333220699.4324167,343848960.4599478,True,-6.797608785598942,ALL_SAME_DONG,7.0,14.677306709722139,3.9398489620615984,46.0,361750000.0,4936571.291677058,72.38499999999999,327275396.54119647,337714028.7997968,True,-7.344264632852604,ALL_SAME_DONG,7.0,16.134718461965825,4.395226914556611,9.789483761137529,0.0,+++,STABLE_POSITIVE,3.2538081097145173,5.849634799075931,4.395226914556611,3.9398489620615984,9.789483761137529,0.5385744274199786,STRONG_POSITIVE,14.62714108936347,False,500,-24.517389983768286,-3.302475663237185,6.429064638384899,9.985863087976922,20.4781764629419,0.678,0.32199999999999995,13.288338751214107,UNCERTAIN,False
A60809002,GS하이츠자이,남구,용호동,1149.0,76.70408388520971,B,11.995487935087311,MEDIUM,-42.66597877680749,-84.04914878344552,-63.3575637801265,8.0,OK,A60809002,18,21.0,1055000000.0,9037468.76242652,130.1762,682135002.615271,763960424.5549933,True,-42.66597877680749,ALL_SAME_DONG,8.0,-84.04914878344552,-63.357563780126505,55.0,1030000000.0,8598188.96228104,130.1762,661435724.5778223,740778167.1179123,True,-43.72637009691163,ALL_SAME_DONG,8.0,-71.83862422967316,-57.78249716329239,102.0,1000000000.0,8595768.590968799,130.1762,648202359.2158487,725957395.010537,True,-42.277322983054404,ALL_SAME_DONG,8.0,-71.27774601011699,-56.777534496585695,-63.3575637801265,0.0,---,STABLE_NEGATIVE,3.5446697804794876,6.58002928354081,-57.78249716329239,-63.357563780126505,-56.777534496585695,0.05976929552773967,STRONG_NEGATIVE,41.383170006638025,False,500,-66.79688896114949,-61.02405428986118,-55.938504395417155,-47.53464077844316,-36.27617723257545,0.006,0.994,13.489413511418022,VERY_STABLE_NEGATIVE,False
A60809003,오륙도에스케이뷰,남구,용호동,3000.0,60.247626931567325,B,4.443299114637944,MEDIUM,25.94382725468235,13.072066240699344,19.507946747690845,8.0,OK,A60809003,17,48.0,505000000.0,4707898.441214826,110.34035,643316430.0785726,671900903.3205743,True,25.94382725468235,ALL_SAME_DONG,8.0,13.072066240699343,19.507946747690845,92.0,510000000.0,4851581.932782942,110.34035,641372651.1679997,669870756.4988773,True,24.9263444906386,ALL_SAME_DONG,8.0,9.306393777583676,17.11636913411114,153.0,517000000.0,4877567.963320689,123.307,650022331.8765829,678904768.393804,True,24.907570163996184,ALL_SAME_DONG,8.0,8.331388267890782,16.619479215943482,19.507946747690845,0.0,+++,STABLE_POSITIVE,1.5443330682698688,2.888467531747363,17.11636913411114,16.619479215943482,19.507946747690845,0.08701481921610402,STRONG_POSITIVE,12.871761013983006,False,500,8.085137196774637,11.200919637866917,17.47877290821119,23.234055105429746,33.7970943461087,0.996,0.0040000000000000036,12.033135467562829,VERY_STABLE_POSITIVE,False
A60809004,엘지메트로시티4-2(230~238),남구,용호동,7374.0,76.70408388520971,B,11.99548793508729,LOW,9.380351200026691,-13.670518683817502,-2.145083741895405,8.0,METHOD_DIRECTION_DISAGREEMENT,A60809004,25,124.0,527500000.0,5793081.761006289,85.0,514056714.03229606,575720325.1435463,True,9.380351200026693,ALL_SAME_DONG,8.0,-13.670518683817502,-2.1450837418954043,281.0,536000000.0,5696449.473273508,85.0,514612378.3649163,576342644.1241457,True,7.839423577863935,ALL_SAME_DONG,8.0,-9.797803187562959,-0.9791898048495118,475.0,536000000.0,5647058.823529412,85.0,510713317.3046406,571975871.6648029,True,7.0442399768759545,ALL_SAME_DONG,8.0,-8.40732676544085,-0.6815433942824476,-2.145083741895405,0.0,---,STABLE_NEGATIVE,0.7735041916773823,1.4635403476129567,-0.9791898048495118,-2.1450837418954043,-0.6815433942824476,0.6097278484460513,MIXED_POSITIVE_RESIDUAL,23.050869883844193,False,500,-5.406879808630205,-3.4277912208807138,-0.07635523687935564,8.482918792159177,21.163435617595894,0.496,0.504,11.91071001303989,UNCERTAIN,False
A60871104,현대아이파크,남구,용당동,748.0,47.220916114790285,B,-1.1720652336846382,HIGH,10.041510619214211,20.376496215340858,15.209003417277533,10.0,OK,A60871104,23,7.0,275000000.0,3236729.7024680357,84.9623,309732036.898322,306101775.3762535,True,10.041510619214211,DISTRICT_RELAXED,10.0,20.376496215340858,15.209003417277534,17.0,225000000.0,3308068.378775834,59.9358,225720065.58144018,223074479.16730997,True,-0.8530570056897835,DISTRICT_RELAXED,7.0,-4.267801448598519,-2.560429227144151,31.0,222000000.0,3236729.7024680357,77.4806,270467432.6164623,267297377.8703253,True,16.7478122715645,DISTRICT_RELAXED,10.0,20.68828328028123,18.718047775922862,15.209003417277533,0.0,+-+,MIXED,11.407889904108993,21.278477003067014,15.209003417277534,-2.560429227144151,18.718047775922862,1.0910856052450444,STRONG_POSITIVE,10.334985596126646,False,500,-15.176739658222436,-7.468579936631736,-0.6004693183535164,5.577824009419591,15.080161367435934,0.468,0.532,13.046403946051328,UNCERTAIN,False
