apartment_id,apartment_name,gu,legal_dong,household_count,school_premium_core_score,school_premium_confidence,expected_school_premium_pct,gap_confidence,residual_method_gap_pct,comparable_method_gap_pct,school_value_gap_pct,comparable_count,data_quality_flag,internal_complex_id,apartment_age,transaction_count_6m,market_price_6m,market_price_per_m2_6m,representative_area_6m,baseline_price_6m,fair_price_6m,has_6m_price,residual_gap_6m,comparable_rule_6m,comparable_count_6m,comparable_gap_6m,gap_6m,transaction_count_12m,market_price_12m,market_price_per_m2_12m,representative_area_12m,baseline_price_12m,fair_price_12m,has_12m_price,residual_gap_12m,comparable_rule_12m,comparable_count_12m,comparable_gap_12m,gap_12m,transaction_count_24m,market_price_24m,market_price_per_m2_24m,representative_area_24m,baseline_price_24m,fair_price_24m,has_24m_price,residual_gap_24m,comparable_rule_24m,comparable_count_24m,comparable_gap_24m,gap_24m,phase145_gap_reproduced,phase145_reproduction_error,temporal_sign_pattern,temporal_stability,temporal_std,temporal_range,temporal_median,temporal_min,temporal_max,temporal_cv,gap_method_agreement,gap_method_abs_diff,large_method_disagreement,bootstrap_iterations,bootstrap_gap_p05,bootstrap_gap_p25,bootstrap_gap_median,bootstrap_gap_p75,bootstrap_gap_p95,gap_positive_probability,gap_negative_probability,bootstrap_iqr,bootstrap_stability,sanity_flag
A10026746,오션브릿지,동구,범일동,652.0,63.84878587196467,B,6.051174169515838,LOW,-14.49031740364439,,-14.49031740364439,0.0,INSUFFICIENT_COMPARABLES,A10026746,9,19.0,415000000.0,6060249.470463638,59.95,344279794.9352768,365112764.9572624,True,-14.49031740364439,INSUFFICIENT_COMPARABLES,0.0,,-14.49031740364439,47.0,405000000.0,5942574.723464345,59.95,346908212.67334574,367900232.8305644,True,-10.694404402691205,INSUFFICIENT_COMPARABLES,0.0,,-10.694404402691205,80.0,392500000.0,5838198.498748957,59.95,343268756.93282783,364040547.2843653,True,-8.290720358568436,INSUFFICIENT_COMPARABLES,0.0,,-8.290720358568436,-14.49031740364439,0.0,---,STABLE_NEGATIVE,3.125744071846209,6.199597045075954,-10.694404402691205,-14.49031740364439,-8.290720358568436,0.280122729054489,INSUFFICIENT,,False,500,-14.234648751798344,-12.46471423284541,-10.600563980560683,-7.251463291227279,-2.871860384544612,0.006,0.994,5.2132509416181305,VERY_STABLE_NEGATIVE,False
A10026760,센텀비스타동원,수영구,민락동,840.0,58.72201986754967,B,3.769506311669724,HIGH,-11.695153034975569,-11.209916742822347,-11.45253488889896,11.0,OK,A10026760,9,14.0,917500000.0,10188401.44097346,84.9316,794615430.5496222,824568509.3576918,True,-11.695153034975569,DISTRICT_RELAXED,11.0,-11.209916742822346,-11.452534888898956,53.0,885000000.0,10020465.326832213,84.8264,796601504.2594,826629448.241314,True,-7.327446840933716,DISTRICT_RELAXED,10.0,0.6450012445333946,-3.3412227982001603,99.0,835000000.0,9454667.04972001,84.9316,780238055.9329946,809649178.697438,True,-3.2491136659885007,DISTRICT_RELAXED,10.0,3.068561061569009,-0.09027630220974592,-11.45253488889896,0.0,---,STABLE_NEGATIVE,5.851822467449799,11.36225858668921,-3.3412227982001603,-11.452534888898956,-0.09027630220974592,1.1794831572515498,STRONG_NEGATIVE,0.48523629215322117,False,500,-26.846470242834084,-8.85689576736216,-3.7706239745741876,2.1588766502736516,6.6335822087336345,0.328,0.6719999999999999,11.01577241763581,UNCERTAIN,False
A10026780,래미안장전,금정구,장전동,1938.0,83.79271523178808,B,15.414630457532642,LOW,-24.94735200206284,,-24.94735200206284,0.0,INSUFFICIENT_COMPARABLES,A10026780,8,44.0,766000000.0,11043027.167613717,59.9383,545731818.9563904,629854362.137689,True,-24.94735200206284,INSUFFICIENT_COMPARABLES,0.0,,-24.94735200206284,156.0,751250000.0,10530630.70703644,59.9092,548778394.0355802,633370555.5069472,True,-21.480336284050214,INSUFFICIENT_COMPARABLES,0.0,,-21.480336284050214,251.0,747500000.0,10424617.646227349,59.9383,546500502.5450816,630741535.4609648,True,-21.364749711168596,INSUFFICIENT_COMPARABLES,0.0,,-21.364749711168596,-24.94735200206284,0.0,---,STABLE_NEGATIVE,2.0358698967721307,3.5826022908942434,-21.480336284050214,-24.94735200206284,-21.364749711168596,0.09009278720085706,INSUFFICIENT,,False,500,-25.449799054277623,-22.835702963862122,-21.252149170943632,-14.955600352026575,-8.408423101881938,0.0,1.0,7.880102611835547,VERY_STABLE_NEGATIVE,False
A10026813,정관 엘에이치 7단지,기장군,정관읍,1934.0,62.76445916114791,B,,LOW,,,,,RECENT_PRICE_MISSING,A10026813,9,,,,,,,False,,,,,,,,,,,,False,,,,,,,,,,,,False,,,,,,,,NANANA,INSUFFICIENT,,,,,,,INSUFFICIENT,,False,0,,,,,,,,,,False
A10026861,서면동일파크스위트3차,부산진구,부암동,727.0,57.03956953642385,B,3.03148181914954,MEDIUM,-6.960785560708559,-14.750349906137572,-10.855567733423063,5.0,OK,A10026861,9,19.0,417000000.0,5613158.089831712,79.9368,379117559.74616945,390610439.64307797,True,-6.960785560708558,RELAXED_SAME_DONG_2,5.0,-14.750349906137572,-10.855567733423065,53.0,390000000.0,5524292.154031997,67.882,347522344.2668842,358057420.95081717,True,-9.19151806384346,ALL_SAME_DONG,11.0,-50.62092320927527,-29.906220636559365,83.0,398000000.0,5450634.92531157,79.7853,368796660.10399914,379976663.8046827,True,-4.887066002776397,RELAXED_SAME_DONG_2,5.0,-15.579411459396297,-10.233238731086347,-10.855567733423063,0.0,---,STABLE_NEGATIVE,11.182880416630843,19.672981905473016,-10.855567733423065,-29.906220636559365,-10.233238731086347,0.6578806436047447,STRONG_NEGATIVE,7.789564345429013,False,500,-48.16086927298347,-32.056410145341644,-29.37462983342787,-12.788102795864186,-10.589987993421362,0.0,1.0,19.26830734947746,VERY_STABLE_NEGATIVE,False
A10026865,동부산관광단지삼정그린코아더베스트,기장군,기장읍내리,549.0,28.77825607064017,B,-8.609653015434604,LOW,7.434722825481211,-35.50740205091375,-14.036339612716269,12.0,METHOD_DIRECTION_DISAGREEMENT,A10026865,9,6.0,449000000.0,5312470.9520206805,84.9887,534806339.0597963,488761368.9621991,True,7.434722825481211,DISTRICT_RELAXED,12.0,-35.50740205091375,-14.036339612716269,16.0,435000000.0,5165392.575718891,84.9887,527396498.02440524,481989489.5289506,True,8.909708294418005,DISTRICT_RELAXED,13.0,-30.569306671352038,-10.829799188467018,30.0,429000000.0,5126108.52096766,84.9887,525880143.6679225,480603688.0210454,True,9.81282306289768,DISTRICT_RELAXED,14.0,-31.676130525776927,-10.931653731439624,-14.036339612716269,0.0,---,STABLE_NEGATIVE,1.822605747351269,3.2065404242492512,-10.931653731439624,-14.036339612716269,-10.829799188467018,0.15274174342093655,MIXED_POSITIVE_RESIDUAL,42.942124876394956,False,500,-25.247894063301306,-14.889545172438654,-10.886788239442591,-2.079642527288283,3.1952802681417585,0.086,0.914,12.80990264515037,VERY_STABLE_NEGATIVE,False
A10026902,연산동일동미라주더스타,연제구,연산동,624.0,38.8735651214128,B,-4.6105659291555074,MEDIUM,10.690656191834549,7.7359205559322515,9.2132883738834,6.0,OK,A10026902,9,24.0,454000000.0,6153639.30882737,77.3526,536017179.19534504,511303753.75694406,True,10.690656191834547,RELAXED_SAME_DONG_1,6.0,7.7359205559322515,9.2132883738834,56.0,449000000.0,6082536.333620331,77.3526,531508396.5124122,507002851.47221005,True,10.91287585535925,RELAXED_SAME_DONG_1,7.0,13.330129681317905,12.121502768338576,93.0,445000000.0,6011433.358413292,77.3526,528859861.5291191,504476428.94047844,True,11.246160517553994,RELAXED_SAME_DONG_1,7.0,13.644520519134518,12.445340518344256,9.2132883738834,0.0,+++,STABLE_POSITIVE,1.7799224195152934,3.232052144460857,12.121502768338576,9.2132883738834,12.445340518344256,0.1580741991239585,STRONG_POSITIVE,2.9547356359022974,False,500,3.7881446620587984,7.057438614855723,12.340789022568627,14.615136122588057,18.01310873149479,1.0,0.0,7.557697507732334,VERY_STABLE_POSITIVE,False
A10026975,주례경동리인,사상구,주례동,839.0,58.16153421633554,A,3.5230580408076584,LOW,17.10250098267797,-50.62411229514949,-16.76080565623576,8.0,METHOD_DIRECTION_DISAGREEMENT,A10026975,9,12.0,327000000.0,4241167.7681228835,80.1666,378382194.1578641,391712818.4741272,True,17.10250098267797,ALL_SAME_DONG,8.0,-50.62411229514949,-16.76080565623576,27.0,330000000.0,4406481.383304669,74.5274,368956837.4579202,381955400.9870912,True,14.081701628043863,ALL_SAME_DONG,8.0,-58.10182792664247,-22.010063149299306,60.0,330000000.0,4427901.684481144,74.5274,370750822.8262693,383812589.5012108,True,14.514489567681121,ALL_SAME_DONG,8.0,-57.52760959501626,-21.506560013667567,-16.76080565623576,0.0,---,STABLE_NEGATIVE,2.896273584486272,5.249257493063546,-21.506560013667567,-22.010063149299306,-16.76080565623576,0.1441471695735438,MIXED_POSITIVE_RESIDUAL,67.72661327782745,True,500,-29.017684266911,-23.839152884803532,-20.997147945993714,-14.7098737964358,-0.28554930091680486,0.048,0.952,9.129279088367731,VERY_STABLE_NEGATIVE,False
A10027026,지사과학삼정그린코아,강서구,지사동,1013.0,24.00115894039736,A,-10.443144251528912,MEDIUM,12.956682375766912,31.27660201180288,22.116642193784894,6.0,OK,A10027026,9,21.0,142000000.0,2333446.1165623004,59.9971,185378170.50241888,166018860.74600604,True,12.956682375766915,DISTRICT_RELAXED,6.0,31.27660201180288,22.116642193784898,36.0,142000000.0,2316778.644301141,59.9971,183214274.99259102,164080943.96572185,True,12.051977918540901,DISTRICT_RELAXED,6.0,30.71099648933253,21.381487203936715,73.0,142000000.0,2333446.1165623004,59.9971,179019553.57794863,160324283.35936037,True,10.235911660555908,DISTRICT_RELAXED,7.0,42.06592737557945,26.150919518067678,22.116642193784894,0.0,+++,STABLE_POSITIVE,2.5678567907692185,4.769432314130963,22.116642193784898,21.381487203936715,26.150919518067678,0.11060553578587737,STRONG_POSITIVE,18.31991963603597,False,500,-2.226576061876927,8.475473699945983,20.820508126687855,26.779652947445584,28.88261574817147,0.91,0.08999999999999997,18.3041792474996,VERY_STABLE_POSITIVE,False
A10027052,서면DS·협성엘리시안아파트,부산진구,범천동,630.0,31.81804635761589,B,-7.423460939328185,LOW,-7.034810951972137,10.676670058675432,1.8209295533516483,11.0,METHOD_DIRECTION_DISAGREEMENT,A10027052,9,22.0,324000000.0,5309160.545974088,59.8084,325264139.0352342,301118282.7243115,True,-7.034810951972137,DISTRICT_RELAXED,11.0,10.676670058675432,1.8209295533516476,42.0,320000000.0,5285356.309387809,59.8084,324077221.383433,300019475.4407736,True,-6.165359130744418,DISTRICT_RELAXED,9.0,11.206661161511521,2.5206510153835513,70.0,320000000.0,5266818.70774005,59.8084,324062790.427688,300006115.7613915,True,-6.169756241443535,DISTRICT_RELAXED,7.0,16.085405579550297,4.957824669053381,1.8209295533516483,0.0,+++,STABLE_POSITIVE,1.6466904439655017,3.1368951157017335,2.5206510153835513,1.8209295533516476,4.957824669053381,0.5312244391525479,MIXED_POSITIVE_COMPARABLE,17.711481010647567,False,500,-6.630594955823459,-2.853904941321848,2.199619818697929,5.376347687792447,12.332886443852784,0.604,0.396,8.230252629114295,UNCERTAIN,False
A10027054,사직롯데캐슬더클래식,동래구,사직동,1064.0,89.16280353200884,B,18.074170017914604,MEDIUM,-109.21280213181186,-50.48797983181039,-79.85039098181113,5.0,OK,A10027054,9,16.0,1138500000.0,14632033.360129973,84.8577,500908604.32159185,591443677.1010395,True,-109.21280213181186,RELAXED_SAME_DONG_2,5.0,-50.487979831810385,-79.85039098181112,41.0,1130000000.0,13958797.39954083,84.8577,504803826.076158,596042927.8581007,True,-105.77516345158267,RELAXED_SAME_DONG_2,5.0,-47.85415228439506,-76.81465786798887,84.0,1020000000.0,12829202.168861348,84.8577,506204433.43010813,597696683.366487,True,-83.42544804910727,RELAXED_SAME_DONG_2,5.0,-41.54531843815674,-62.48538324363201,-79.85039098181113,0.0,---,STABLE_NEGATIVE,9.274402770939078,17.36500773817911,-76.81465786798887,-79.85039098181112,-62.48538324363201,0.12695940430979924,STRONG_NEGATIVE,58.72482230000146,True,500,-112.3879912663634,-102.46096790168899,-76.72592388751362,-73.62859535502588,-49.28483047772144,0.0,1.0,28.83237254666311,VERY_STABLE_NEGATIVE,False
A10027085,센텀리버SKVIEW,연제구,연산동,529.0,41.013907284768216,B,-3.740475395032372,HIGH,-0.4812108881199872,-6.627211460793303,-3.554211174456645,15.0,OK,A10027085,9,16.0,450000000.0,6788183.459328637,64.0118,465160821.5570717,447761595.47939897,True,-0.48121088811998725,ALL_SAME_DONG,15.0,-6.627211460793303,-3.554211174456645,49.0,470000000.0,6588452.325488369,64.0118,476001073.223432,458196370.1994196,True,-2.4797485687684473,ALL_SAME_DONG,15.0,-4.559262431966871,-3.519505500367659,71.0,460000000.0,6561290.262107925,64.0118,473196396.67832303,455496601.89039063,True,-0.9516974645668808,ALL_SAME_DONG,15.0,-5.366667418658322,-3.159182441612601,-3.554211174456645,0.0,---,STABLE_NEGATIVE,0.21874067227996372,0.39502873284404405,-3.519505500367659,-3.554211174456645,-3.159182441612601,0.06412865106681397,NEUTRAL_OR_ZERO,6.146000572673316,False,500,-8.8335365102175,-5.592630537423932,-2.3841990883275015,1.369894746018288,6.475848917212257,0.336,0.6639999999999999,6.96252528344222,UNCERTAIN,False
A10027139,명지국제신도시호반베르디움2차,강서구,명지동,694.0,53.05883002207506,A,1.306122740881288,LOW,1.525695077360667,-7.996858955045405,-3.235581938842369,12.0,METHOD_DIRECTION_DISAGREEMENT,A10027139,9,15.0,396000000.0,5466032.211454939,70.8009,396871419.84938216,402055047.71609336,True,1.525695077360667,RELAXED_SAME_DONG_2,12.0,-7.996858955045405,-3.235581938842369,34.0,397000000.0,5530562.549011515,70.8176,406587978.28736603,411898516.33346677,True,3.664278613505123,RELAXED_SAME_DONG_2,15.0,-11.153273514201743,-3.7444974503483097,61.0,420000000.0,5653758.1944157835,70.8176,416119732.55514556,421554767.01134264,True,0.3736345310509037,RELAXED_SAME_DONG_1,5.0,-4.881148845672301,-2.2537571573106985,-3.235581938842369,0.0,---,STABLE_NEGATIVE,0.7577688214716202,1.4907402930376112,-3.235581938842369,-3.7444974503483097,-2.2537571573106985,0.24619305886199566,MIXED_POSITIVE_RESIDUAL,9.522554032406072,False,500,-10.490495352201476,-6.581456343620289,-4.10801373030138,-2.031177282858626,0.8171858989531687,0.094,0.906,4.550279060761663,VERY_STABLE_NEGATIVE,False
A10027159,브라운스톤연제2단지,연제구,연산동,521.0,32.301821192052984,B,-7.233266548593653,MEDIUM,-1.8880872518906129,-4.281875007787161,-3.084981129838887,6.0,OK,A10027159,9,16.0,535000000.0,6597724.564797072,84.9558,565211571.9251108,524328312.3642714,True,-1.8880872518906129,RELAXED_SAME_DONG_2,6.0,-4.281875007787161,-3.0849811298388867,44.0,505000000.0,6534945.042608696,84.9558,556004566.2160238,515787273.9192668,True,1.9401412460838934,RELAXED_SAME_DONG_2,7.0,4.603997545301775,3.272069395692834,60.0,520000000.0,6456298.451665455,84.9558,557816785.5047278,517468410.55637383,True,-0.45383887853704863,RELAXED_SAME_DONG_2,7.0,4.972437594031087,2.259299357747019,-3.084981129838887,0.0,-++,MIXED,3.415628991950466,6.3570505255317205,2.259299357747019,-3.0849811298388867,3.272069395692834,,STRONG_NEGATIVE,2.3937877558965477,False,500,-8.036563098558286,-6.0214522839543045,2.882754728611914,4.964767175807383,8.49101686086133,0.692,0.30800000000000005,10.986219459761688,UNCERTAIN,False
A10027236,사하뷰웰,사하구,신평동,900.0,45.64525386313466,B,-1.8304804886667856,LOW,11.921196986570004,-46.95675764099372,-17.51778032721186,5.0,METHOD_DIRECTION_DISAGREEMENT,A10027236,9,13.0,250000000.0,2944640.753828033,84.74,289860709.96131104,284554866.2211582,True,11.921196986570004,ALL_SAME_DONG,5.0,-46.95675764099372,-17.51778032721186,28.0,244000000.0,2991503.4222327117,84.74,285555719.88381004,280328678.1470649,True,12.722097866520311,ALL_SAME_DONG,5.0,-48.59432102639783,-17.93611157993876,66.0,243000000.0,2950200.6136417277,84.74,285555719.88381004,280328678.1470649,True,13.072292217523641,ALL_SAME_DONG,5.0,-48.941366381848695,-17.934537082162528,-17.51778032721186,0.0,---,STABLE_NEGATIVE,0.2410704284534284,0.41833125272690097,-17.934537082162528,-17.93611157993876,-17.51778032721186,0.01354621776761874,MIXED_POSITIVE_RESIDUAL,58.877954627563724,True,500,-31.49419404284165,-24.514788233951027,-17.706710894426188,-2.226053550302036,17.985721634912377,0.064,0.9359999999999999,22.28873468364899,VERY_STABLE_NEGATIVE,False
A10027280,명지협성휴포레,강서구,명지동,1664.0,35.94221854304636,A,-5.789467605407372,LOW,11.72563478305628,-4.13018755524276,3.7977236139067614,22.0,METHOD_DIRECTION_DISAGREEMENT,A10027280,9,52.0,288500000.0,4917830.553230932,59.9566,349760996.6841377,329511697.0847596,True,11.72563478305628,ALL_SAME_DONG,22.0,-4.13018755524276,3.7977236139067605,113.0,285000000.0,4917830.553230932,59.9566,348217301.59385693,328057373.7216569,True,12.365087410813613,ALL_SAME_DONG,22.0,-2.636145272713686,4.864471069049964,200.0,290000000.0,4971341.138952667,59.9566,346345941.76394176,326294355.6628753,True,10.479220711531346,ALL_SAME_DONG,22.0,-1.1388281537443206,4.6701962788935125,3.7977236139067614,0.0,+++,STABLE_POSITIVE,0.5681697777797758,1.0667474551432035,4.6701962788935125,3.7977236139067605,4.864471069049964,0.12784723596965233,MIXED_POSITIVE_RESIDUAL,15.85582233829904,False,500,-3.3018198135745958,1.7475019518457078,4.521793010938129,6.20319190929891,8.870307253606722,0.86,0.14,4.4556899574532025,STABLE_POSITIVE,False
A10027282,부산명지중흥S-클래스프라디움,강서구,명지동,1033.0,43.40231788079471,B,-2.760167371194133,LOW,8.306264392361719,-7.63795662011757,0.3341538861220741,22.0,METHOD_DIRECTION_DISAGREEMENT,A10027282,9,36.0,310000000.0,5167213.539433857,59.99395,348574791.439623,338953543.78209853,True,8.306264392361719,ALL_SAME_DONG,22.0,-7.637956620117569,0.334153886122075,71.0,310000000.0,5167433.169253439,59.9911,344155173.0369199,334655914.2444781,True,7.164185279247016,ALL_SAME_DONG,22.0,-6.841640456849918,0.1612724111985493,125.0,323000000.0,5384131.97957697,59.9911,342306045.5585609,332857825.77942854,True,2.8798281267112817,ALL_SAME_DONG,22.0,-9.64493899141079,-3.382555432349754,0.3341538861220741,0.0,++-,MIXED,2.097718282130026,3.716709318471829,0.1612724111985493,-3.382555432349754,0.334153886122075,,MIXED_POSITIVE_RESIDUAL,15.94422101247929,False,500,-9.86740759217329,-3.136869168464286,-1.0041069063378338,1.4821330213055337,5.137894624604289,0.38,0.62,4.6190021897698195,UNCERTAIN,False
A10027306,e편한세상사하,사하구,구평동,1068.0,36.72902869757174,B,-5.474473670460444,HIGH,6.141588723236659,9.381637730689462,7.76161322696306,13.0,OK,A10027306,9,31.0,268000000.0,3706113.440014495,72.9641,303222516.7357651,286622679.8941581,True,6.141588723236659,DISTRICT_RELAXED,13.0,9.381637730689462,7.76161322696306,54.0,254000000.0,3719295.8313808255,72.9641,299087607.6217834,282714135.2909187,True,9.600576740454514,DISTRICT_RELAXED,13.0,9.165541251754583,9.383058996104548,88.0,240000000.0,3702453.822366046,59.9278,256961240.00533152,242893964.57795095,True,1.126226110167794,DISTRICT_RELAXED,6.0,-8.840509973270782,-3.857141931551494,7.76161322696306,0.0,++-,MIXED,7.2218127735871525,13.240200927656042,7.76161322696306,-3.857141931551494,9.383058996104548,1.630509044603609,STRONG_POSITIVE,3.2400490074528037,False,500,-11.940434973241285,5.0335960150614385,7.3843454754309565,11.23196456934488,20.268952298889545,0.926,0.07399999999999995,6.198368554283442,VERY_STABLE_POSITIVE,False
A10027325,구서SKVIEW1단지,금정구,구서동,532.0,68.62759381898455,B,8.223137901907073,MEDIUM,-20.1052050514712,-45.42118215353688,-32.76319360250404,6.0,OK,A10027325,10,14.0,642500000.0,7607208.416359091,84.90440000000001,500668819.69591117,541839507.1713564,True,-20.1052050514712,ALL_SAME_DONG,6.0,-45.421182153536876,-32.76319360250404,36.0,650000000.0,7642881.717403309,84.90440000000001,514766470.2800399,557096427.003947,True,-18.04771257644502,ALL_SAME_DONG,6.0,-39.582091309102886,-28.81490194277395,67.0,635000000.0,7545846.9619053565,84.959,510334037.9623292,552299509.6643424,True,-16.20516841593902,ALL_SAME_DONG,6.0,-39.57770756849568,-27.89143799221735,-32.76319360250404,0.0,---,STABLE_NEGATIVE,2.5876564501697796,4.871755610286687,-28.81490194277395,-32.76319360250404,-27.89143799221735,0.08676662371617255,STRONG_NEGATIVE,25.315977102065684,False,500,-77.72017240538109,-42.74504596562217,-28.815526717159866,-21.719094978585645,-17.711711575759864,0.0,1.0,21.025950987036524,VERY_STABLE_NEGATIVE,False
A10027340,전포LH아파트,부산진구,전포동,794.0,13.76583885209713,B,,LOW,,,,,RECENT_PRICE_MISSING,A10027340,9,,,,,,,False,,,,,,,,,,,,False,,,,,,,,,,,,False,,,,,,,,NANANA,INSUFFICIENT,,,,,,,INSUFFICIENT,,False,0,,,,,,,,,,True
A10027341,사직KCC스위첸1단지,동래구,사직동,999.0,80.76136865342164,B,13.939893124115454,LOW,-8.431245815302681,13.675174990100224,2.621964587398772,5.0,METHOD_DIRECTION_DISAGREEMENT,A10027341,9,15.0,580000000.0,8703476.444082225,73.2931,473967967.4691421,540038595.5768828,True,-8.431245815302681,RELAXED_SAME_DONG_2,5.0,13.675174990100224,2.6219645873987716,71.0,614000000.0,8412546.577858413,84.9086,476994108.6437153,543486577.5969765,True,-14.782870715850429,RELAXED_SAME_DONG_2,5.0,16.897982904537034,1.0575560943433029,122.0,613000000.0,8037365.795964228,84.9817,478627365.05976367,545347508.2118647,True,-14.134689473864071,RELAXED_SAME_DONG_2,5.0,19.16841064180825,2.5168605839720897,2.621964587398772,0.0,+++,STABLE_POSITIVE,0.8744512925382725,1.5644084930554687,2.5168605839720897,1.0575560943433029,2.6219645873987716,0.4233686994262873,MIXED_POSITIVE_COMPARABLE,22.106420805402905,False,500,-26.386519116094355,-16.729426887072368,0.91602908444227,13.836662065078231,18.724878797403722,0.556,0.44399999999999995,30.5660889521506,UNCERTAIN,False
A10027503,정관양우내안愛,기장군,정관읍용수리,830.0,63.0385761589404,B,5.687280488702173,MEDIUM,22.170583041154742,15.31958792169249,18.74508548142361,5.0,OK,A10027503,10,17.0,189000000.0,3152485.2091732314,59.8986,226302051.89650998,239172484.33955285,True,22.170583041154742,ALL_SAME_DONG,5.0,15.31958792169249,18.745085481423615,32.0,192500000.0,3212310.813925687,59.8986,226302051.89650998,239172484.33955285,True,20.62397753286683,ALL_SAME_DONG,5.0,13.292510128839618,16.958243830853224,68.0,199000000.0,3318022.0049701286,59.8986,223000542.2885722,235683208.6198502,True,16.449829333769316,ALL_SAME_DONG,5.0,7.076363808591701,11.763096571180508,18.74508548142361,0.0,+++,STABLE_POSITIVE,3.6269943313220976,6.981988910243107,16.958243830853224,11.763096571180508,18.745085481423615,0.22923535512621046,STRONG_POSITIVE,6.850995119462253,False,500,12.818835713560834,14.976937923651972,16.88800525466332,18.374740726211183,30.087489665693653,1.0,0.0,3.3978028025592106,VERY_STABLE_POSITIVE,False
A10027581,명지대방노블랜드오션뷰2차,강서구,명지동,600.0,43.40231788079471,B,-2.760167371194122,MEDIUM,-16.27965975451454,-29.838277196058304,-23.05896847528642,5.0,OK,A10027581,10,16.0,500000000.0,5882456.749236751,84.9985,440452991.37847954,428295751.62500226,True,-16.27965975451454,STRICT_SAME_DONG,5.0,-29.838277196058304,-23.05896847528642,37.0,505000000.0,5941281.316729118,84.9985,442260108.1679268,430052988.9664678,True,-16.946364740876575,STRICT_SAME_DONG,5.0,-29.164378128805225,-23.0553714348409,64.0,500000000.0,5882525.956645784,84.9985,438118549.21932614,426025743.9766252,True,-16.884529576569594,RELAXED_SAME_DONG_1,12.0,-31.07932119759532,-23.981925387082455,-23.05896847528642,0.0,---,STABLE_NEGATIVE,0.5339108268469693,0.9265539522415551,-23.05896847528642,-23.981925387082455,-23.0553714348409,0.02285046819184339,STRONG_NEGATIVE,13.558617441543763,False,500,-36.42836479156664,-25.070991153753084,-22.716428395958054,-19.33224522829704,-12.405069719896677,0.0,1.0,5.738745925456044,VERY_STABLE_NEGATIVE,False
A10027621,명지2차금강펜테리움센트럴파크,강서구,명지동,670.0,35.94221854304636,A,-5.78946760540735,LOW,6.956437103946301,-1.742533459438211,2.6069518222540458,6.0,METHOD_DIRECTION_DISAGREEMENT,A10027621,10,27.0,377000000.0,4629008.691854013,84.2513,432071410.2234402,407056775.8963274,True,6.956437103946301,STRICT_SAME_DONG,6.0,-1.742533459438211,2.606951822254045,41.0,378000000.0,4700224.210190228,84.2513,430646680.9155208,405714530.83015466,True,6.435561228809628,STRICT_SAME_DONG,7.0,0.42666783531200014,3.431114532060814,72.0,360000000.0,4913456.520033535,66.6612,383228323.90512395,361041444.2378912,True,0.27175554961044224,RELAXED_SAME_DONG_1,5.0,7.3045072149775185,3.7881313822939804,2.6069518222540458,0.0,+++,STABLE_POSITIVE,0.6057901667302774,1.1811795600399355,3.431114532060814,2.606951822254045,3.7881313822939804,0.1849515498166672,MIXED_POSITIVE_RESIDUAL,8.698970563384512,False,500,-3.980417587775968,0.5460578388893456,3.4327060439724137,8.137027258009084,9.328768497646973,0.802,0.19799999999999995,7.590969419119738,STABLE_POSITIVE,False
A10027656,명지대방노블랜드오션뷰1차,강서구,명지동,737.0,43.40231788079471,B,-2.7601673711941443,MEDIUM,-9.367082599978504,-23.783946696844197,-16.57551464841135,6.0,OK,A10027656,10,19.0,480000000.0,5652744.819789317,84.9341,450252217.66326636,437824502.86324686,True,-9.367082599978504,STRICT_SAME_DONG,6.0,-23.783946696844193,-16.57551464841135,41.0,482000000.0,5674988.0201238375,84.9341,448694930.48223495,436310199.4148621,True,-10.182820772241142,STRICT_SAME_DONG,6.0,-23.340917095932213,-16.761868934086678,69.0,485000000.0,5711627.578328789,84.9341,443787465.2130315,431538188.4007719,True,-12.046715103493279,STRICT_SAME_DONG,6.0,-19.13587425186217,-15.591294677677723,-16.57551464841135,0.0,---,STABLE_NEGATIVE,0.6289754844649935,1.1705742564089547,-16.57551464841135,-16.761868934086678,-15.591294677677723,0.038564836012151105,STRONG_NEGATIVE,14.416864096865693,False,500,-22.850247869331497,-18.470066226128367,-16.370985798284615,-13.927771442650661,-9.926258070008252,0.0,1.0,4.542294783477706,VERY_STABLE_NEGATIVE,False
A10027690,명륜2차아이파크1단지,동래구,명륜동,2058.0,75.1171633554084,B,11.24403397222775,HIGH,3.524276795957148,6.961725127297646,5.243000961627397,18.0,OK,A10027690,10,52.0,705000000.0,8015596.305926632,84.9138,654476039.0114425,728065547.1779797,True,3.5242767959571477,DISTRICT_RELAXED,18.0,6.961725127297646,5.243000961627397,139.0,669000000.0,7795024.114701379,84.9138,658996064.6593157,733093806.045253,True,9.725977055475731,DISTRICT_RELAXED,17.0,4.59213685629729,7.159056955886511,243.0,625000000.0,7494997.204320061,84.9138,652526351.7863661,725896636.4589634,True,15.462461582240671,DISTRICT_RELAXED,17.0,7.807762906324455,11.635112244282563,5.243000961627397,0.0,+++,STABLE_POSITIVE,3.28038179098516,6.392111282655167,7.159056955886511,5.243000961627397,11.635112244282563,0.40941364173543715,STRONG_POSITIVE,3.4374483313404975,False,500,3.304198015533577,6.326872866338315,8.727241997965127,15.534735814130054,21.58285785227361,1.0,0.0,9.207862947791739,VERY_STABLE_POSITIVE,False
