fallback_level,apartment_count,median_gap,median_interval_width,extreme_rate,positive_rate
0,407,2.6608296692411715,65.33453882570369,0.085995085995086,0.48157248157248156
1,89,4.385627803011194,98.03771790251965,0.15730337078651685,0.5617977528089888
2,6,10.935382640419245,98.03771790251966,0.3333333333333333,0.5
