kapt_code,complex_name,sigungu,dong,households,eligible_households,confirmed_households,priced_households,valuation_scope,market_cap_krw,partial_cap_krw,per_household_krw,status,release_status,reason,rank,district_rank,adjusted_market_cap_krw,estimated_households,adjusted_status,adjusted_scope,adjustment_source
A61180503,유림아시아드아파트,연제구,거제동,1330.0,1330.0,1330.0,1330.0,전체 분양 주거 세대,522330000000.0,522330000000.0,392729323.3082707,산정 완료,VERIFIED_MASTER,,99.0,8.0,522330000000.0,0,산정 완료,전체 분양 주거 세대,
A61175209,연산한양아파트,연제구,연산동,1452.0,1452.0,1452.0,1452.0,전체 분양 주거 세대,518579800000.0,518579800000.0,357148622.58953166,산정 완료,VERIFIED_MASTER,,100.0,9.0,518579800000.0,0,산정 완료,전체 분양 주거 세대,
A60701003,동래센트럴파크하이츠2단지,동래구,명륜동,680.0,680.0,680.0,680.0,전체 분양 주거 세대,514720000000.0,514720000000.0,756941176.4705882,산정 완료,VERIFIED_MASTER,,101.0,9.0,514720000000.0,0,산정 완료,전체 분양 주거 세대,
A10024341,화명푸르지오헤리센트,북구,화명동,886.0,871.0,871.0,871.0,분양 세대만 (임대 제외),509980000000.0,509980000000.0,585510907.0034443,산정 완료,VERIFIED_MASTER,,102.0,10.0,509980000000.0,0,산정 완료,분양 세대만 (임대 제외),
A61609002,동원로얄듀크비스타,북구,구포동,1079.0,1079.0,1079.0,1079.0,전체 분양 주거 세대,508890000000.0,508890000000.0,471631139.944393,산정 완료,VERIFIED_MASTER,,103.0,11.0,508890000000.0,0,산정 완료,전체 분양 주거 세대,
A10025214,해운대비스타동원,해운대구,우동,504.0,504.0,504.0,504.0,전체 분양 주거 세대,501060000000.0,501060000000.0,994166666.6666666,산정 완료,VERIFIED_MASTER,,104.0,30.0,501060000000.0,0,산정 완료,전체 분양 주거 세대,
A10022591,사직 하늘채 리센티아,동래구,사직동,690.0,690.0,690.0,690.0,전체 분양 주거 세대,494040000000.0,494040000000.0,716000000.0,산정 완료,VERIFIED_MASTER,,105.0,10.0,494040000000.0,0,산정 완료,전체 분양 주거 세대,
A61203032,해운대대우2차아파트,해운대구,좌동,1002.0,1002.0,1002.0,1002.0,전체 분양 주거 세대,492700000000.0,492700000000.0,491716566.86626744,산정 완료,VERIFIED_MASTER,,106.0,31.0,492700000000.0,0,산정 완료,전체 분양 주거 세대,
A61383101,수영협성르네상스타운,수영구,수영동,684.0,684.0,684.0,684.0,전체 분양 주거 세대,492550000000.0,492550000000.0,720102339.1812866,산정 완료,VERIFIED_MASTER,,107.0,10.0,492550000000.0,0,산정 완료,전체 분양 주거 세대,
A10026157,명지더웨스턴,강서구,명지동,1201.0,1201.0,1201.0,1201.0,전체 분양 주거 세대,490075000000.0,490075000000.0,408055786.8442964,산정 완료,VERIFIED_MASTER,,108.0,4.0,490075000000.0,0,산정 완료,전체 분양 주거 세대,
A61203029,해운대건영2차아파트,해운대구,좌동,938.0,938.0,938.0,938.0,전체 분양 주거 세대,488745000000.0,488745000000.0,521050106.6098081,산정 완료,VERIFIED_MASTER,,109.0,32.0,488745000000.0,0,산정 완료,전체 분양 주거 세대,
A10023409,이진젠시티,부산진구,개금동,736.0,736.0,736.0,736.0,전체 분양 주거 세대,484550000000.0,484550000000.0,658355978.2608696,산정 완료,VERIFIED_MASTER,,110.0,10.0,484550000000.0,0,산정 완료,전체 분양 주거 세대,
A60780108,낙민한일유앤아이,동래구,낙민동,935.0,935.0,935.0,935.0,전체 분양 주거 세대,483625000000.0,483625000000.0,517245989.30481285,산정 완료,VERIFIED_MASTER,,111.0,11.0,483625000000.0,0,산정 완료,전체 분양 주거 세대,
A61996107,정관동일스위트1차,기장군,정관읍,1758.0,1758.0,1758.0,1758.0,전체 분양 주거 세대,482240000000.0,482240000000.0,274311717.86120594,산정 완료,VERIFIED_MASTER,,112.0,2.0,482240000000.0,0,산정 완료,전체 분양 주거 세대,
A10025135,시청역 비스타동원아파트,연제구,연산동,740.0,740.0,740.0,740.0,전체 분양 주거 세대,477300000000.0,477300000000.0,645000000.0,산정 완료,VERIFIED_MASTER,,113.0,10.0,477300000000.0,0,산정 완료,전체 분양 주거 세대,
A61270515,센텀롯데캐슬,해운대구,반여동,1198.0,1198.0,1198.0,1198.0,전체 분양 주거 세대,476750000000.0,476750000000.0,397954924.8747913,산정 완료,VERIFIED_MASTER,,114.0,33.0,476750000000.0,0,산정 완료,전체 분양 주거 세대,
A61281117,센텀대림,해운대구,반여동,1500.0,1500.0,1500.0,1500.0,전체 분양 주거 세대,476740000000.0,476740000000.0,317826666.6666667,산정 완료,VERIFIED_MASTER,,115.0,34.0,476740000000.0,0,산정 완료,전체 분양 주거 세대,
A10027280,명지 협성휴포레,강서구,명지동,1664.0,1664.0,1664.0,1664.0,전체 분양 주거 세대,475910000000.0,475910000000.0,286003605.7692308,산정 완료,VERIFIED_MASTER,,116.0,5.0,475910000000.0,0,산정 완료,전체 분양 주거 세대,
A61275302,해운대현대,해운대구,좌동,957.0,957.0,957.0,957.0,전체 분양 주거 세대,475610000000.0,475610000000.0,496980146.2904911,산정 완료,VERIFIED_MASTER,,117.0,35.0,475610000000.0,0,산정 완료,전체 분양 주거 세대,
A61377204,롯데캐슬자이안트아파트,수영구,민락동,591.0,591.0,591.0,591.0,전체 분양 주거 세대,475560000000.0,475560000000.0,804670050.7614213,산정 완료,VERIFIED_MASTER,,118.0,11.0,475560000000.0,0,산정 완료,전체 분양 주거 세대,
A61203033,해운대벽산2차아파트,해운대구,좌동,1070.0,1070.0,1070.0,1070.0,전체 분양 주거 세대,475070000000.0,475070000000.0,443990654.2056075,산정 완료,VERIFIED_MASTER,,119.0,36.0,475070000000.0,0,산정 완료,전체 분양 주거 세대,
A61282705,센텀센시빌구새한센시빌,해운대구,우동,800.0,800.0,800.0,800.0,전체 분양 주거 세대,472000000000.0,472000000000.0,590000000.0,산정 완료,VERIFIED_MASTER,,120.0,37.0,472000000000.0,0,산정 완료,전체 분양 주거 세대,
A10022905,포레나부산덕천2차,북구,덕천동,795.0,795.0,795.0,795.0,전체 분양 주거 세대,465355000000.0,465355000000.0,585352201.2578616,산정 완료,VERIFIED_MASTER,,121.0,12.0,465355000000.0,0,산정 완료,전체 분양 주거 세대,
A10025662,포레나동래아파트,동래구,낙민동,732.0,732.0,732.0,732.0,전체 분양 주거 세대,461160000000.0,461160000000.0,630000000.0,산정 완료,VERIFIED_MASTER,,122.0,12.0,461160000000.0,0,산정 완료,전체 분양 주거 세대,
A61479502,가야반도보라빌,부산진구,가야동,1048.0,1048.0,1048.0,1048.0,전체 분양 주거 세대,457125000000.0,457125000000.0,436187977.09923667,산정 완료,VERIFIED_MASTER,,123.0,11.0,457125000000.0,0,산정 완료,전체 분양 주거 세대,
A10024998,범양레우스 센트럴베이,동구,초량동,856.0,856.0,856.0,856.0,전체 분양 주거 세대,456355000000.0,456355000000.0,533125000.0,산정 완료,VERIFIED_MASTER,,124.0,2.0,456355000000.0,0,산정 완료,전체 분양 주거 세대,
A61279804,센텀SK뷰,해운대구,반여동,1374.0,1374.0,1374.0,1374.0,전체 분양 주거 세대,455005000000.0,455005000000.0,331153566.2299854,산정 완료,VERIFIED_MASTER,,125.0,38.0,455005000000.0,0,산정 완료,전체 분양 주거 세대,
A60975502,부곡SK아파트,금정구,부곡동,1084.0,1084.0,1084.0,1084.0,전체 분양 주거 세대,454575000000.0,454575000000.0,419349630.99630994,산정 완료,VERIFIED_MASTER,,126.0,8.0,454575000000.0,0,산정 완료,전체 분양 주거 세대,
A61203028,코오롱아파트,해운대구,좌동,928.0,928.0,928.0,928.0,전체 분양 주거 세대,453500000000.0,453500000000.0,488685344.82758623,산정 완료,VERIFIED_MASTER,,127.0,39.0,453500000000.0,0,산정 완료,전체 분양 주거 세대,
A61870404,퀸덤1차아인슈타인타운,강서구,명지동,1112.0,1112.0,1112.0,1112.0,전체 분양 주거 세대,453360000000.0,453360000000.0,407697841.7266187,산정 완료,VERIFIED_MASTER,,128.0,6.0,453360000000.0,0,산정 완료,전체 분양 주거 세대,
A10025359,e편한세상부산항,동구,초량동,752.0,752.0,752.0,752.0,전체 분양 주거 세대,452675000000.0,452675000000.0,601961436.1702127,산정 완료,VERIFIED_MASTER,,129.0,3.0,452675000000.0,0,산정 완료,전체 분양 주거 세대,
A10023417,더샵 동래,동래구,온천동,603.0,603.0,603.0,603.0,전체 분양 주거 세대,450485000000.0,450485000000.0,747072968.4908789,산정 완료,VERIFIED_MASTER,,130.0,13.0,450485000000.0,0,산정 완료,전체 분양 주거 세대,
A10024535,대신2차푸르지오,서구,서대신동2가,815.0,783.0,783.0,783.0,분양 세대만 (임대 제외),450360000000.0,450360000000.0,575172413.7931035,산정 완료,VERIFIED_MASTER,,131.0,2.0,450360000000.0,0,산정 완료,분양 세대만 (임대 제외),
A61612011,화명대우이안아파트,북구,화명동,989.0,989.0,989.0,989.0,전체 분양 주거 세대,449610000000.0,449610000000.0,454610717.89686555,산정 완료,VERIFIED_MASTER,,132.0,13.0,449610000000.0,0,산정 완료,전체 분양 주거 세대,
A10028145,대연롯데캐슬,남구,대연동,564.0,514.0,514.0,514.0,분양 세대만 (임대 제외),443980000000.0,443980000000.0,863774319.0661478,산정 완료,VERIFIED_MASTER,,133.0,7.0,443980000000.0,0,산정 완료,분양 세대만 (임대 제외),
A61820001,명지롯데캐슬,강서구,명지동,1122.0,1122.0,1122.0,1122.0,전체 분양 주거 세대,443690000000.0,443690000000.0,395445632.798574,산정 완료,VERIFIED_MASTER,,134.0,7.0,443690000000.0,0,산정 완료,전체 분양 주거 세대,
A61475512,개금주공2단지,부산진구,개금동,2544.0,2544.0,2544.0,2544.0,전체 분양 주거 세대,440310000000.0,440310000000.0,173077830.18867925,산정 완료,VERIFIED_MASTER,,135.0,12.0,440310000000.0,0,산정 완료,전체 분양 주거 세대,
A10025380,협성휴포레부산진역오션뷰아파트,동구,수정동,788.0,788.0,788.0,788.0,전체 분양 주거 세대,437015000000.0,437015000000.0,554587563.4517766,산정 완료,VERIFIED_MASTER,,136.0,4.0,437015000000.0,0,산정 완료,전체 분양 주거 세대,
A61203024,대우1차아파트,해운대구,좌동,852.0,852.0,852.0,852.0,전체 분양 주거 세대,434030000000.0,434030000000.0,509424882.62910795,산정 완료,VERIFIED_MASTER,,137.0,40.0,434030000000.0,0,산정 완료,전체 분양 주거 세대,
A61482207,개금주공3단지아파트,부산진구,당감동,2716.0,2716.0,2716.0,2716.0,전체 분양 주거 세대,430090000000.0,430090000000.0,158354197.3490427,산정 완료,VERIFIED_MASTER,,138.0,13.0,430090000000.0,0,산정 완료,전체 분양 주거 세대,
A60475710,다대삼환아파트,사하구,다대동,1669.0,1669.0,1669.0,1669.0,전체 분양 주거 세대,429642500000.0,429642500000.0,257425104.8532055,산정 완료,VERIFIED_MASTER,,139.0,7.0,429642500000.0,0,산정 완료,전체 분양 주거 세대,
A61870410,명지두산위브포세이돈,강서구,명지동,1256.0,1256.0,1256.0,1256.0,전체 분양 주거 세대,428490000000.0,428490000000.0,341154458.5987261,산정 완료,VERIFIED_MASTER,,140.0,8.0,428490000000.0,0,산정 완료,전체 분양 주거 세대,
A61996114,정관동일스위트3차,기장군,정관읍,1500.0,1500.0,1500.0,1500.0,전체 분양 주거 세대,427200000000.0,427200000000.0,284800000.0,산정 완료,VERIFIED_MASTER,,141.0,3.0,427200000000.0,0,산정 완료,전체 분양 주거 세대,
A61477105,개금아이파크,부산진구,개금동,1424.0,1424.0,1424.0,1424.0,전체 분양 주거 세대,420145000000.0,420145000000.0,295045646.0674157,산정 완료,VERIFIED_MASTER,,142.0,14.0,420145000000.0,0,산정 완료,전체 분양 주거 세대,
A61203019,해운대삼성아파트,해운대구,좌동,728.0,728.0,728.0,728.0,전체 분양 주거 세대,417810000000.0,417810000000.0,573914835.1648352,산정 완료,VERIFIED_MASTER,,143.0,41.0,417810000000.0,0,산정 완료,전체 분양 주거 세대,
A10027953,명지에일린의뜰아파트,강서구,명지동,980.0,980.0,980.0,980.0,전체 분양 주거 세대,416270000000.0,416270000000.0,424765306.122449,산정 완료,VERIFIED_MASTER,,144.0,9.0,416270000000.0,0,산정 완료,전체 분양 주거 세대,
A61206114,센텀롯데캐슬2차,해운대구,반여동,1165.0,1165.0,1165.0,1165.0,전체 분양 주거 세대,414290000000.0,414290000000.0,355613733.9055794,산정 완료,VERIFIED_MASTER,,145.0,42.0,414290000000.0,0,산정 완료,전체 분양 주거 세대,
A61996111,정관동원로얄듀크2차,기장군,정관읍,1249.0,1249.0,1249.0,1249.0,전체 분양 주거 세대,413172500000.0,413172500000.0,330802642.113691,산정 완료,VERIFIED_MASTER,,146.0,4.0,413172500000.0,0,산정 완료,전체 분양 주거 세대,
A10023544,센트럴 스타힐스,사상구,괘법동,874.0,874.0,874.0,874.0,전체 분양 주거 세대,408880000000.0,408880000000.0,467826086.95652175,산정 완료,VERIFIED_MASTER,,147.0,3.0,408880000000.0,0,산정 완료,전체 분양 주거 세대,
A61203038,SKVIEW아파트,해운대구,좌동,1721.0,1721.0,1721.0,1721.0,전체 분양 주거 세대,408807500000.0,408807500000.0,237540674.02672866,산정 완료,VERIFIED_MASTER,,148.0,43.0,408807500000.0,0,산정 완료,전체 분양 주거 세대,
A60804003,문현동삼성아파트,남구,문현동,916.0,916.0,916.0,916.0,전체 분양 주거 세대,403862500000.0,403862500000.0,440897925.76419216,산정 완료,VERIFIED_MASTER,,149.0,8.0,403862500000.0,0,산정 완료,전체 분양 주거 세대,
A10022574,초읍하늘채포레스원아파트,부산진구,초읍동,756.0,716.0,716.0,716.0,분양 세대만 (임대 제외),403320000000.0,403320000000.0,563296089.3854748,산정 완료,VERIFIED_MASTER,,150.0,15.0,403320000000.0,0,산정 완료,분양 세대만 (임대 제외),
A61281512,센텀피오레1차,해운대구,재송동,774.0,774.0,774.0,774.0,전체 분양 주거 세대,402030000000.0,402030000000.0,519418604.6511628,산정 완료,VERIFIED_MASTER,,151.0,44.0,402030000000.0,0,산정 완료,전체 분양 주거 세대,
A10023021,서면 비스타동원,부산진구,당감동,806.0,806.0,806.0,806.0,전체 분양 주거 세대,397572500000.0,397572500000.0,493266129.0322581,산정 완료,VERIFIED_MASTER,,152.0,16.0,397572500000.0,0,산정 완료,전체 분양 주거 세대,
A61203020,해운대LIG건영아파트,해운대구,좌동,788.0,788.0,788.0,788.0,전체 분양 주거 세대,396960000000.0,396960000000.0,503756345.177665,산정 완료,VERIFIED_MASTER,,153.0,45.0,396960000000.0,0,산정 완료,전체 분양 주거 세대,
A61996110,정관동일스위트2차,기장군,정관읍,1638.0,1638.0,1638.0,1638.0,전체 분양 주거 세대,396250000000.0,396250000000.0,241910866.91086692,산정 완료,VERIFIED_MASTER,,154.0,5.0,396250000000.0,0,산정 완료,전체 분양 주거 세대,
A61479902,대원칸타빌멤버스,부산진구,양정동,840.0,840.0,840.0,840.0,전체 분양 주거 세대,395970000000.0,395970000000.0,471392857.14285713,산정 완료,VERIFIED_MASTER,,155.0,17.0,395970000000.0,0,산정 완료,전체 분양 주거 세대,
A10025508,문현베스티움아파트,남구,문현동,743.0,743.0,743.0,743.0,전체 분양 주거 세대,388245000000.0,388245000000.0,522537012.11305517,산정 완료,VERIFIED_MASTER,,156.0,9.0,388245000000.0,0,산정 완료,전체 분양 주거 세대,
A61680707,구포현대아파트,북구,구포동,1741.0,1741.0,1741.0,1741.0,전체 분양 주거 세대,385680000000.0,385680000000.0,221527857.5531304,산정 완료,VERIFIED_MASTER,,157.0,14.0,385680000000.0,0,산정 완료,전체 분양 주거 세대,
A10023684,포레나부산덕천아파트,북구,덕천동,636.0,636.0,636.0,636.0,전체 분양 주거 세대,377180000000.0,377180000000.0,593050314.4654088,산정 완료,VERIFIED_MASTER,,158.0,15.0,377180000000.0,0,산정 완료,전체 분양 주거 세대,
A10026363,금강펜테리움 더 스퀘어,부산진구,개금동,620.0,620.0,620.0,620.0,전체 분양 주거 세대,369240000000.0,369240000000.0,595548387.0967742,산정 완료,VERIFIED_MASTER,,159.0,18.0,369240000000.0,0,산정 완료,전체 분양 주거 세대,
A10024201,리버파크반도유보라,북구,구포동,790.0,790.0,790.0,790.0,전체 분양 주거 세대,367035000000.0,367035000000.0,464601265.8227848,산정 완료,VERIFIED_MASTER,,160.0,16.0,367035000000.0,0,산정 완료,전체 분양 주거 세대,
A10027972,안락경동리인아파트,동래구,안락동,693.0,693.0,693.0,693.0,전체 분양 주거 세대,365705000000.0,365705000000.0,527712842.7128427,산정 완료,VERIFIED_MASTER,,161.0,14.0,365705000000.0,0,산정 완료,전체 분양 주거 세대,
A61203013,두산2차아파트,해운대구,좌동,632.0,632.0,632.0,632.0,전체 분양 주거 세대,364860000000.0,364860000000.0,577310126.5822785,산정 완료,VERIFIED_MASTER,,162.0,46.0,364860000000.0,0,산정 완료,전체 분양 주거 세대,
A61996109,정관롯데캐슬2차,기장군,정관읍,911.0,911.0,911.0,911.0,전체 분양 주거 세대,363617500000.0,363617500000.0,399141053.7870472,산정 완료,VERIFIED_MASTER,,163.0,6.0,363617500000.0,0,산정 완료,전체 분양 주거 세대,
A61286810,해운대반도보라빌,해운대구,우동,548.0,548.0,548.0,548.0,전체 분양 주거 세대,356940000000.0,356940000000.0,651350364.9635036,산정 완료,VERIFIED_MASTER,,164.0,47.0,356940000000.0,0,산정 완료,전체 분양 주거 세대,
A61677013,화명한일유앤아이,북구,금곡동,1026.0,1026.0,1026.0,1026.0,전체 분양 주거 세대,354600000000.0,354600000000.0,345614035.0877193,산정 완료,VERIFIED_MASTER,,165.0,17.0,354600000000.0,0,산정 완료,전체 분양 주거 세대,
A60778502,강변뜨란채,동래구,안락동,814.0,814.0,814.0,814.0,전체 분양 주거 세대,354100000000.0,354100000000.0,435012285.012285,산정 완료,VERIFIED_MASTER,,166.0,15.0,354100000000.0,0,산정 완료,전체 분양 주거 세대,
A10027656,대방노블랜드오션뷰1차아파트,강서구,명지동,737.0,737.0,737.0,737.0,전체 분양 주거 세대,352610000000.0,352610000000.0,478439620.0814111,산정 완료,VERIFIED_MASTER,,167.0,10.0,352610000000.0,0,산정 완료,전체 분양 주거 세대,
A61410304,서면삼익아파트,부산진구,당감동,1074.0,1074.0,1074.0,1074.0,전체 분양 주거 세대,352172500000.0,352172500000.0,327907355.67970204,산정 완료,VERIFIED_MASTER,,168.0,19.0,352172500000.0,0,산정 완료,전체 분양 주거 세대,
A61176709,거제쌍용스윗닷홈아파트,연제구,거제동,502.0,502.0,502.0,502.0,전체 분양 주거 세대,350760000000.0,350760000000.0,698725099.6015936,산정 완료,VERIFIED_MASTER,,169.0,11.0,350760000000.0,0,산정 완료,전체 분양 주거 세대,
A60776402,사직2차쌍용예가,동래구,사직동,625.0,625.0,625.0,625.0,전체 분양 주거 세대,346970000000.0,346970000000.0,555152000.0,산정 완료,VERIFIED_MASTER,,170.0,16.0,346970000000.0,0,산정 완료,전체 분양 주거 세대,
A61203017,해운대동부아파트,해운대구,좌동,679.0,679.0,679.0,679.0,전체 분양 주거 세대,344070000000.0,344070000000.0,506730486.0088365,산정 완료,VERIFIED_MASTER,,171.0,48.0,344070000000.0,0,산정 완료,전체 분양 주거 세대,
A61375603,비치-그린아파트,수영구,광안동,1038.0,1038.0,1038.0,1038.0,전체 분양 주거 세대,343310000000.0,343310000000.0,330741811.1753372,산정 완료,VERIFIED_MASTER,,172.0,12.0,343310000000.0,0,산정 완료,전체 분양 주거 세대,
A61203023,해운대롯데4차아파트,해운대구,좌동,842.0,842.0,842.0,842.0,전체 분양 주거 세대,339500000000.0,339500000000.0,403206650.8313539,산정 완료,VERIFIED_MASTER,,173.0,49.0,339500000000.0,0,산정 완료,전체 분양 주거 세대,
A10027918,명지1차금강펜테리움센트럴파크,강서구,명지동,850.0,850.0,850.0,850.0,전체 분양 주거 세대,338050000000.0,338050000000.0,397705882.35294116,산정 완료,VERIFIED_MASTER,,174.0,11.0,338050000000.0,0,산정 완료,전체 분양 주거 세대,
A61996306,정관한진해모로,기장군,정관읍,763.0,763.0,763.0,763.0,전체 분양 주거 세대,336025000000.0,336025000000.0,440399737.8768021,산정 완료,VERIFIED_MASTER,,175.0,7.0,336025000000.0,0,산정 완료,전체 분양 주거 세대,
A10023872,대연양우내안애 아파트,남구,문현동,560.0,560.0,560.0,560.0,전체 분양 주거 세대,335925000000.0,335925000000.0,599866071.4285715,산정 완료,VERIFIED_MASTER,,176.0,10.0,335925000000.0,0,산정 완료,전체 분양 주거 세대,
A61776003,괘법2차한신아파트,사상구,괘법동,1094.0,1094.0,1094.0,1094.0,전체 분양 주거 세대,335695000000.0,335695000000.0,306851005.4844607,산정 완료,VERIFIED_MASTER,,177.0,4.0,335695000000.0,0,산정 완료,전체 분양 주거 세대,
A61483202,서면e-편한세상,부산진구,범천동,623.0,623.0,623.0,623.0,전체 분양 주거 세대,323390000000.0,323390000000.0,519085072.23113966,산정 완료,VERIFIED_MASTER,,178.0,20.0,323390000000.0,0,산정 완료,전체 분양 주거 세대,
A10026445,중흥S-클래스에듀오션,강서구,명지동,750.0,750.0,750.0,750.0,전체 분양 주거 세대,323240000000.0,323240000000.0,430986666.6666667,산정 완료,VERIFIED_MASTER,,179.0,12.0,323240000000.0,0,산정 완료,전체 분양 주거 세대,
A10027282,중흥S클래스프라디움아파트,강서구,명지동,1033.0,1033.0,1033.0,1033.0,전체 분양 주거 세대,322812500000.0,322812500000.0,312500000.0,산정 완료,VERIFIED_MASTER,,180.0,13.0,322812500000.0,0,산정 완료,전체 분양 주거 세대,
A10028182,대신롯데캐슬아파트,서구,서대신동3가,753.0,673.0,673.0,673.0,분양 세대만 (임대 제외),322220000000.0,322220000000.0,478781575.0371471,산정 완료,VERIFIED_MASTER,,181.0,3.0,322220000000.0,0,산정 완료,분양 세대만 (임대 제외),
A61203022,해운대롯데3차아파트,해운대구,좌동,824.0,824.0,824.0,824.0,전체 분양 주거 세대,320000000000.0,320000000000.0,388349514.5631068,산정 완료,VERIFIED_MASTER,,182.0,50.0,320000000000.0,0,산정 완료,전체 분양 주거 세대,
A61203016,해운대동신아파트,해운대구,좌동,676.0,676.0,676.0,676.0,전체 분양 주거 세대,318960000000.0,318960000000.0,471834319.52662724,산정 완료,VERIFIED_MASTER,,183.0,51.0,318960000000.0,0,산정 완료,전체 분양 주거 세대,
A10026861,서면동일파크스위트3차아파트,부산진구,부암동,727.0,727.0,727.0,727.0,전체 분양 주거 세대,317725000000.0,317725000000.0,437035763.4112792,산정 완료,VERIFIED_MASTER,,184.0,21.0,317725000000.0,0,산정 완료,전체 분양 주거 세대,
A60976105,구서선경3차아파트,금정구,구서동,795.0,795.0,795.0,795.0,전체 분양 주거 세대,315600000000.0,315600000000.0,396981132.0754717,산정 완료,VERIFIED_MASTER,,185.0,9.0,315600000000.0,0,산정 완료,전체 분양 주거 세대,
A10027139,호반써밋명지국제,강서구,명지동,694.0,694.0,694.0,694.0,전체 분양 주거 세대,315320000000.0,315320000000.0,454351585.01440924,산정 완료,VERIFIED_MASTER,,186.0,14.0,315320000000.0,0,산정 완료,전체 분양 주거 세대,
A10025258,아시아드코오롱하늘채,연제구,거제동,660.0,352.0,352.0,352.0,분양 세대만 (임대 제외),315040000000.0,315040000000.0,895000000.0,산정 완료,VERIFIED_MASTER,,187.0,12.0,315040000000.0,0,산정 완료,분양 세대만 (임대 제외),
A60975204,구서선경아파트,금정구,구서동,616.0,616.0,616.0,616.0,전체 분양 주거 세대,311655000000.0,311655000000.0,505933441.5584416,산정 완료,VERIFIED_MASTER,,188.0,10.0,311655000000.0,0,산정 완료,전체 분양 주거 세대,
A61612010,화명2차현대아파트,북구,화명동,743.0,743.0,743.0,743.0,전체 분양 주거 세대,309740000000.0,309740000000.0,416877523.5531629,산정 완료,VERIFIED_MASTER,,189.0,18.0,309740000000.0,0,산정 완료,전체 분양 주거 세대,
A10026746,오션브릿지,동구,범일동,652.0,652.0,652.0,652.0,전체 분양 주거 세대,308825000000.0,308825000000.0,473657975.4601227,산정 완료,VERIFIED_MASTER,,190.0,5.0,308825000000.0,0,산정 완료,전체 분양 주거 세대,
A60702002,우성베스토피아아파트,동래구,복천동,744.0,744.0,744.0,744.0,전체 분양 주거 세대,308450000000.0,308450000000.0,414583333.3333333,산정 완료,VERIFIED_MASTER,,191.0,17.0,308450000000.0,0,산정 완료,전체 분양 주거 세대,
A61701002,주례한일유앤아이아파트,사상구,주례동,988.0,988.0,988.0,988.0,전체 분양 주거 세대,306670000000.0,306670000000.0,310394736.84210527,산정 완료,VERIFIED_MASTER,,192.0,5.0,306670000000.0,0,산정 완료,전체 분양 주거 세대,
A10027581,명지대방노블랜드오션뷰2차아파트,강서구,명지동,600.0,600.0,600.0,600.0,전체 분양 주거 세대,306000000000.0,306000000000.0,510000000.0,산정 완료,VERIFIED_MASTER,,193.0,15.0,306000000000.0,0,산정 완료,전체 분양 주거 세대,
A10022365,연산포레서희스타힐스,연제구,연산동,612.0,612.0,612.0,612.0,전체 분양 주거 세대,305880000000.0,305880000000.0,499803921.5686275,산정 완료,VERIFIED_MASTER,,194.0,13.0,305880000000.0,0,산정 완료,전체 분양 주거 세대,
A61674912,화명뜨란채,북구,금곡동,981.0,981.0,981.0,981.0,전체 분양 주거 세대,304845000000.0,304845000000.0,310749235.4740061,산정 완료,VERIFIED_MASTER,,195.0,19.0,304845000000.0,0,산정 완료,전체 분양 주거 세대,
A10026316,동래삼정그린코아포레스트,동래구,온천동,582.0,582.0,582.0,582.0,전체 분양 주거 세대,302640000000.0,302640000000.0,520000000.0,산정 완료,VERIFIED_MASTER,,196.0,18.0,302640000000.0,0,산정 완료,전체 분양 주거 세대,
A61203031,해운대상록아파트,해운대구,좌동,1000.0,1000.0,1000.0,1000.0,전체 분양 주거 세대,300000000000.0,300000000000.0,300000000.0,산정 완료,VERIFIED_MASTER,,197.0,52.0,300000000000.0,0,산정 완료,전체 분양 주거 세대,
A10028147,서면동일파크스위트1차아파트,부산진구,부암동,751.0,751.0,751.0,751.0,전체 분양 주거 세대,298345000000.0,298345000000.0,397263648.4687084,산정 완료,VERIFIED_MASTER,,198.0,22.0,298345000000.0,0,산정 완료,전체 분양 주거 세대,
A10027989,신화명리버뷰자이아파트,북구,금곡동,792.0,717.0,717.0,717.0,분양 세대만 (임대 제외),297260000000.0,297260000000.0,414588563.45885634,산정 완료,VERIFIED_MASTER,,199.0,20.0,297260000000.0,0,산정 완료,분양 세대만 (임대 제외),
A60474002,장림동원로얄듀크,사하구,장림동,1973.0,1973.0,1973.0,1973.0,전체 분양 주거 세대,297130000000.0,297130000000.0,150598073.9989863,산정 완료,VERIFIED_MASTER,,200.0,8.0,297130000000.0,0,산정 완료,전체 분양 주거 세대,
A60939005,금정산 2차 쌍용 예가,금정구,장전동,565.0,565.0,565.0,565.0,전체 분양 주거 세대,296575000000.0,296575000000.0,524911504.42477876,산정 완료,VERIFIED_MASTER,,201.0,11.0,296575000000.0,0,산정 완료,전체 분양 주거 세대,
A60681702,영선동반도보라아파트,영도구,영선동4가,868.0,868.0,868.0,868.0,전체 분양 주거 세대,294400000000.0,294400000000.0,339170506.9124424,산정 완료,VERIFIED_MASTER,,202.0,1.0,294400000000.0,0,산정 완료,전체 분양 주거 세대,
A61206113,우방신세계타운아파트,해운대구,반여동,998.0,998.0,998.0,998.0,전체 분양 주거 세대,293070000000.0,293070000000.0,293657314.6292585,산정 완료,VERIFIED_MASTER,,203.0,53.0,293070000000.0,0,산정 완료,전체 분양 주거 세대,
A10023928,사하코오롱하늘채아파트,사하구,신평동,969.0,969.0,969.0,969.0,전체 분양 주거 세대,291995000000.0,291995000000.0,301336429.30856556,산정 완료,VERIFIED_MASTER,,204.0,9.0,291995000000.0,0,산정 완료,전체 분양 주거 세대,
