kapt_code,complex_name,sigungu,dong,households,eligible_households,confirmed_households,priced_households,valuation_scope,market_cap_krw,partial_cap_krw,per_household_krw,status,release_status,reason,rank,district_rank,adjusted_market_cap_krw,estimated_households,adjusted_status,adjusted_scope,adjustment_source
A61203014,경남아너스빌,해운대구,좌동,655.0,655.0,655.0,655.0,전체 분양 주거 세대,291067500000.0,291067500000.0,444377862.5954198,산정 완료,VERIFIED_MASTER,,205.0,54.0,291067500000.0,0,산정 완료,전체 분양 주거 세대,
A10022696,부산호반써밋스마트시티아파트,강서구,강동동,526.0,526.0,526.0,526.0,전체 분양 주거 세대,289300000000.0,289300000000.0,550000000.0,산정 완료,VERIFIED_MASTER,,206.0,16.0,289300000000.0,0,산정 완료,전체 분양 주거 세대,
A60776006,동래한양아파트,동래구,낙민동,552.0,552.0,552.0,552.0,전체 분양 주거 세대,287080000000.0,287080000000.0,520072463.76811594,산정 완료,VERIFIED_MASTER,,207.0,19.0,287080000000.0,0,산정 완료,전체 분양 주거 세대,
A61996303,정관신도시 신동아파밀리에,기장군,정관읍,655.0,655.0,655.0,655.0,전체 분양 주거 세대,285580000000.0,285580000000.0,436000000.0,산정 완료,VERIFIED_MASTER,,208.0,8.0,285580000000.0,0,산정 완료,전체 분양 주거 세대,
A10027698,명지 국제신도시 호반베르디움1차,강서구,명지동,642.0,642.0,642.0,642.0,전체 분양 주거 세대,284030000000.0,284030000000.0,442414330.21806854,산정 완료,VERIFIED_MASTER,,209.0,17.0,284030000000.0,0,산정 완료,전체 분양 주거 세대,
A61996005,정관신도시롯데캐슬,기장군,정관읍,761.0,761.0,761.0,761.0,전체 분양 주거 세대,282380000000.0,282380000000.0,371064388.96189225,산정 완료,VERIFIED_MASTER,,210.0,9.0,282380000000.0,0,산정 완료,전체 분양 주거 세대,
A61678209,만덕그린코아아파트,북구,만덕동,1468.0,1468.0,1468.0,1468.0,전체 분양 주거 세대,281980000000.0,281980000000.0,192084468.66485015,산정 완료,VERIFIED_MASTER,,211.0,21.0,281980000000.0,0,산정 완료,전체 분양 주거 세대,
A10024383,사하역비스타동원,사하구,괴정동,513.0,513.0,513.0,513.0,전체 분양 주거 세대,280590000000.0,280590000000.0,546959064.3274853,산정 완료,VERIFIED_MASTER,,212.0,10.0,280590000000.0,0,산정 완료,전체 분양 주거 세대,
A10023533,오션파라곤,남구,문현동,662.0,662.0,662.0,662.0,전체 분양 주거 세대,278970000000.0,278970000000.0,421404833.83685803,산정 완료,VERIFIED_MASTER,,213.0,11.0,278970000000.0,0,산정 완료,전체 분양 주거 세대,
A60883203,일신-님Ⅱ아파트,남구,용호동,710.0,710.0,710.0,710.0,전체 분양 주거 세대,276480000000.0,276480000000.0,389408450.70422536,산정 완료,VERIFIED_MASTER,,214.0,12.0,276480000000.0,0,산정 완료,전체 분양 주거 세대,
A61479605,당감동일스위트아파트,부산진구,당감동,1090.0,1090.0,1090.0,1090.0,전체 분양 주거 세대,276265000000.0,276265000000.0,253454128.44036698,산정 완료,VERIFIED_MASTER,,215.0,23.0,276265000000.0,0,산정 완료,전체 분양 주거 세대,
A60675801,미광마린타워아파트,영도구,봉래동2가,676.0,676.0,676.0,676.0,전체 분양 주거 세대,274390000000.0,274390000000.0,405902366.8639053,산정 완료,VERIFIED_MASTER,,216.0,2.0,274390000000.0,0,산정 완료,전체 분양 주거 세대,
A61404006,서면한신,부산진구,전포동,705.0,705.0,705.0,705.0,전체 분양 주거 세대,273742500000.0,273742500000.0,388287234.0425532,산정 완료,VERIFIED_MASTER,,217.0,24.0,273742500000.0,0,산정 완료,전체 분양 주거 세대,
A60939004,금정산쌍용예가,금정구,장전동,514.0,514.0,514.0,514.0,전체 분양 주거 세대,273740000000.0,273740000000.0,532568093.38521403,산정 완료,VERIFIED_MASTER,,218.0,12.0,273740000000.0,0,산정 완료,전체 분양 주거 세대,
A61475903,태화현대2차아파트,부산진구,당감동,820.0,820.0,820.0,820.0,전체 분양 주거 세대,271480000000.0,271480000000.0,331073170.73170733,산정 완료,VERIFIED_MASTER,,219.0,25.0,271480000000.0,0,산정 완료,전체 분양 주거 세대,
A10027085,센텀리버sk뷰,연제구,연산동,529.0,529.0,529.0,529.0,전체 분양 주거 세대,269950000000.0,269950000000.0,510302457.4669187,산정 완료,VERIFIED_MASTER,,220.0,14.0,269950000000.0,0,산정 완료,전체 분양 주거 세대,
A60471810,당리푸르지오,사하구,당리동,542.0,494.0,494.0,494.0,분양 세대만 (임대 제외),269475000000.0,269475000000.0,545495951.417004,산정 완료,VERIFIED_MASTER,,221.0,11.0,269475000000.0,0,산정 완료,분양 세대만 (임대 제외),
A61870411,명지오션시티한신휴플러스,강서구,명지동,841.0,841.0,841.0,841.0,전체 분양 주거 세대,268085000000.0,268085000000.0,318769322.235434,산정 완료,VERIFIED_MASTER,,222.0,18.0,268085000000.0,0,산정 완료,전체 분양 주거 세대,
A61175804,거제현대아파트,연제구,거제동,618.0,618.0,618.0,618.0,전체 분양 주거 세대,264420000000.0,264420000000.0,427864077.6699029,산정 완료,VERIFIED_MASTER,,223.0,15.0,264420000000.0,0,산정 완료,전체 분양 주거 세대,
A61409005,서면동문굿모닝힐,부산진구,부암동,559.0,559.0,559.0,559.0,전체 분양 주거 세대,264170000000.0,264170000000.0,472576028.62254024,산정 완료,VERIFIED_MASTER,,224.0,26.0,264170000000.0,0,산정 완료,전체 분양 주거 세대,
A61996204,정관신도시현진아파트,기장군,정관읍,690.0,690.0,690.0,690.0,전체 분양 주거 세대,263682500000.0,263682500000.0,382148550.7246377,산정 완료,VERIFIED_MASTER,,225.0,10.0,263682500000.0,0,산정 완료,전체 분양 주거 세대,
A61409002,서면쌍용스윗닷홈스카이,부산진구,부암동,544.0,544.0,544.0,544.0,전체 분양 주거 세대,262770000000.0,262770000000.0,483033088.2352941,산정 완료,VERIFIED_MASTER,,226.0,27.0,262770000000.0,0,산정 완료,전체 분양 주거 세대,
A60475507,다대대우아파트,사하구,다대동,546.0,546.0,546.0,546.0,전체 분양 주거 세대,262380000000.0,262380000000.0,480549450.5494506,산정 완료,VERIFIED_MASTER,,227.0,12.0,262380000000.0,0,산정 완료,전체 분양 주거 세대,
A61202008,쌍용예가,남구,용호동,773.0,773.0,773.0,773.0,전체 분양 주거 세대,262115000000.0,262115000000.0,339087968.95213455,산정 완료,VERIFIED_MASTER,,228.0,13.0,262115000000.0,0,산정 완료,전체 분양 주거 세대,
A60932003,부곡동푸르지오아파트,금정구,부곡동,540.0,540.0,540.0,540.0,전체 분양 주거 세대,261640000000.0,261640000000.0,484518518.5185185,산정 완료,VERIFIED_MASTER,,229.0,13.0,261640000000.0,0,산정 완료,전체 분양 주거 세대,
A10028028,부산센텀푸르지오,연제구,연산동,560.0,560.0,560.0,560.0,전체 분양 주거 세대,260900000000.0,260900000000.0,465892857.14285713,산정 완료,VERIFIED_MASTER,,230.0,16.0,260900000000.0,0,산정 완료,전체 분양 주거 세대,
A61476002,범천경남아파트,부산진구,범천동,950.0,950.0,950.0,950.0,전체 분양 주거 세대,260750000000.0,260750000000.0,274473684.2105263,산정 완료,VERIFIED_MASTER,,231.0,28.0,260750000000.0,0,산정 완료,전체 분양 주거 세대,
A10026360,동래동일스위트,동래구,명장동,702.0,702.0,702.0,702.0,전체 분양 주거 세대,259580000000.0,259580000000.0,369772079.77207977,산정 완료,VERIFIED_MASTER,,232.0,20.0,259580000000.0,0,산정 완료,전체 분양 주거 세대,
A60782701,동래화목타운,동래구,안락동,793.0,793.0,793.0,793.0,전체 분양 주거 세대,258390000000.0,258390000000.0,325838587.6418663,산정 완료,VERIFIED_MASTER,,233.0,21.0,258390000000.0,0,산정 완료,전체 분양 주거 세대,
A61996108,정관1차동원로얄듀크,기장군,정관읍,1028.0,1028.0,1028.0,1028.0,전체 분양 주거 세대,257840000000.0,257840000000.0,250817120.6225681,산정 완료,VERIFIED_MASTER,,234.0,11.0,257840000000.0,0,산정 완료,전체 분양 주거 세대,
A60883003,신대연코오롱하늘채아파트,남구,용당동,712.0,712.0,712.0,712.0,전체 분양 주거 세대,257640000000.0,257640000000.0,361853932.58426964,산정 완료,VERIFIED_MASTER,,235.0,14.0,257640000000.0,0,산정 완료,전체 분양 주거 세대,
A61313001,망미삼성아파트,수영구,망미동,672.0,672.0,672.0,672.0,전체 분양 주거 세대,255180000000.0,255180000000.0,379732142.85714287,산정 완료,VERIFIED_MASTER,,236.0,13.0,255180000000.0,0,산정 완료,전체 분양 주거 세대,
A61176308,연산선경아파트,연제구,연산동,576.0,576.0,576.0,576.0,전체 분양 주거 세대,254520000000.0,254520000000.0,441875000.0,산정 완료,VERIFIED_MASTER,,237.0,17.0,254520000000.0,0,산정 완료,전체 분양 주거 세대,
A60482708,성원아파트,사하구,다대동,546.0,546.0,546.0,546.0,전체 분양 주거 세대,254460000000.0,254460000000.0,466043956.04395604,산정 완료,VERIFIED_MASTER,,238.0,13.0,254460000000.0,0,산정 완료,전체 분양 주거 세대,
A61783203,LG신주례1단지아파트,사상구,주례동,953.0,953.0,953.0,953.0,전체 분양 주거 세대,253305000000.0,253305000000.0,265797481.63693598,산정 완료,VERIFIED_MASTER,,239.0,6.0,253305000000.0,0,산정 완료,전체 분양 주거 세대,
A60980506,구서우성아파트,금정구,구서동,1118.0,1118.0,1118.0,1118.0,전체 분양 주거 세대,251420000000.0,251420000000.0,224883720.93023255,산정 완료,VERIFIED_MASTER,,240.0,14.0,251420000000.0,0,산정 완료,전체 분양 주거 세대,
A60777604,안락현대아파트,동래구,안락동,738.0,738.0,738.0,738.0,전체 분양 주거 세대,250990000000.0,250990000000.0,340094850.9485095,산정 완료,VERIFIED_MASTER,,241.0,22.0,250990000000.0,0,산정 완료,전체 분양 주거 세대,
A61970112,기장현대아파트,기장군,기장읍,930.0,930.0,930.0,930.0,전체 분양 주거 세대,250200000000.0,250200000000.0,269032258.0645161,산정 완료,VERIFIED_MASTER,,242.0,12.0,250200000000.0,0,산정 완료,전체 분양 주거 세대,
A61203027,LH뜨란채아파트,해운대구,좌동,928.0,928.0,928.0,928.0,전체 분양 주거 세대,250000000000.0,250000000000.0,269396551.7241379,산정 완료,VERIFIED_MASTER,,243.0,55.0,250000000000.0,0,산정 완료,전체 분양 주거 세대,
A10027621,명지2차 금강펜테리움 센트럴파크,강서구,명지동,670.0,670.0,670.0,670.0,전체 분양 주거 세대,248270000000.0,248270000000.0,370552238.80597013,산정 완료,VERIFIED_MASTER,,244.0,19.0,248270000000.0,0,산정 완료,전체 분양 주거 세대,
A10027159,브라운스톤연제,연제구,연산동,521.0,475.0,475.0,475.0,분양 세대만 (임대 제외),247760000000.0,247760000000.0,521600000.0,산정 완료,VERIFIED_MASTER,,245.0,18.0,247760000000.0,0,산정 완료,분양 세대만 (임대 제외),
A60476511,다대자유아파트,사하구,다대동,987.0,987.0,987.0,987.0,전체 분양 주거 세대,247675000000.0,247675000000.0,250937183.3839919,산정 완료,VERIFIED_MASTER,,246.0,14.0,247675000000.0,0,산정 완료,전체 분양 주거 세대,
A10026902,연산동 일동미라주 더 스타,연제구,연산동,624.0,624.0,624.0,624.0,전체 분양 주거 세대,246910000000.0,246910000000.0,395689102.5641026,산정 완료,VERIFIED_MASTER,,247.0,19.0,246910000000.0,0,산정 완료,전체 분양 주거 세대,
A10024875,동대신동 브라운스톤하이포레아파트,서구,동대신동3가,554.0,524.0,524.0,524.0,분양 세대만 (임대 제외),245500000000.0,245500000000.0,468511450.3816794,산정 완료,VERIFIED_MASTER,,248.0,4.0,245500000000.0,0,산정 완료,분양 세대만 (임대 제외),
A61486005,연지자이1차아파트,부산진구,연지동,547.0,547.0,547.0,547.0,전체 분양 주거 세대,244315000000.0,244315000000.0,446645338.2084095,산정 완료,VERIFIED_MASTER,,249.0,29.0,244315000000.0,0,산정 완료,전체 분양 주거 세대,
A60775407,동원로얄듀크,동래구,낙민동,632.0,632.0,632.0,632.0,전체 분양 주거 세대,241600000000.0,241600000000.0,382278481.01265824,산정 완료,VERIFIED_MASTER,,250.0,23.0,241600000000.0,0,산정 완료,전체 분양 주거 세대,
A61682908,벽산라인타운 아파트,북구,만덕동,1166.0,1166.0,1166.0,1166.0,전체 분양 주거 세대,240090000000.0,240090000000.0,205909090.9090909,산정 완료,VERIFIED_MASTER,,251.0,22.0,240090000000.0,0,산정 완료,전체 분양 주거 세대,
A61679206,벽산강변타운아파트,북구,화명동,1044.0,1044.0,1044.0,1044.0,전체 분양 주거 세대,239670000000.0,239670000000.0,229568965.5172414,산정 완료,VERIFIED_MASTER,,252.0,23.0,239670000000.0,0,산정 완료,전체 분양 주거 세대,
A10026865,동부산 삼정그린코아 더베스트,기장군,기장읍,549.0,549.0,549.0,549.0,전체 분양 주거 세대,239640000000.0,239640000000.0,436502732.24043715,산정 완료,VERIFIED_MASTER,,253.0,13.0,239640000000.0,0,산정 완료,전체 분양 주거 세대,
A61313203,센텀수영강변3차 e-편한세상아파트,수영구,망미동,530.0,530.0,530.0,530.0,전체 분양 주거 세대,238500000000.0,238500000000.0,450000000.0,산정 완료,VERIFIED_MASTER,,254.0,14.0,238500000000.0,0,산정 완료,전체 분양 주거 세대,
A61781808,우신모라아파트,사상구,모라동,1620.0,1620.0,1620.0,1620.0,전체 분양 주거 세대,238350000000.0,238350000000.0,147129629.62962964,산정 완료,VERIFIED_MASTER,,255.0,7.0,238350000000.0,0,산정 완료,전체 분양 주거 세대,
A60782005,사직삼정그린코아아파트,동래구,사직동,874.0,874.0,874.0,874.0,전체 분양 주거 세대,235490000000.0,235490000000.0,269439359.2677345,산정 완료,VERIFIED_MASTER,,256.0,24.0,235490000000.0,0,산정 완료,전체 분양 주거 세대,
A61670501,덕천삼정그린코아,북구,덕천동,560.0,560.0,560.0,560.0,전체 분양 주거 세대,227080000000.0,227080000000.0,405500000.0,산정 완료,VERIFIED_MASTER,,257.0,24.0,227080000000.0,0,산정 완료,전체 분양 주거 세대,
A61679208,화명경남아너스빌,북구,화명동,570.0,570.0,570.0,570.0,전체 분양 주거 세대,226700000000.0,226700000000.0,397719298.24561405,산정 완료,VERIFIED_MASTER,,258.0,25.0,226700000000.0,0,산정 완료,전체 분양 주거 세대,
A10024606,일광 대성베르힐,기장군,일광읍,518.0,518.0,518.0,518.0,전체 분양 주거 세대,225330000000.0,225330000000.0,435000000.0,산정 완료,VERIFIED_MASTER,,259.0,14.0,225330000000.0,0,산정 완료,전체 분양 주거 세대,
A61486008,세동한신아파트,부산진구,연지동,789.0,789.0,789.0,789.0,전체 분양 주거 세대,224380000000.0,224380000000.0,284385297.84537387,산정 완료,VERIFIED_MASTER,,260.0,30.0,224380000000.0,0,산정 완료,전체 분양 주거 세대,
A61776811,엄궁코오롱아파트,사상구,엄궁동,1158.0,1158.0,1158.0,1158.0,전체 분양 주거 세대,224160000000.0,224160000000.0,193575129.53367877,산정 완료,VERIFIED_MASTER,,261.0,8.0,224160000000.0,0,산정 완료,전체 분양 주거 세대,
A10027236,사하뷰웰아파트,사하구,신평동,900.0,900.0,900.0,900.0,전체 분양 주거 세대,223230000000.0,223230000000.0,248033333.33333334,산정 완료,VERIFIED_MASTER,,262.0,15.0,223230000000.0,0,산정 완료,전체 분양 주거 세대,
A10028117,명지삼정그린코아,강서구,명지동,610.0,610.0,610.0,610.0,전체 분양 주거 세대,222450000000.0,222450000000.0,364672131.147541,산정 완료,VERIFIED_MASTER,,263.0,20.0,222450000000.0,0,산정 완료,전체 분양 주거 세대,
A61783202,신주례2차LG아파트,사상구,주례동,874.0,874.0,874.0,874.0,전체 분양 주거 세대,220960000000.0,220960000000.0,252814645.3089245,산정 완료,VERIFIED_MASTER,,264.0,9.0,220960000000.0,0,산정 완료,전체 분양 주거 세대,
A61781807,모라동원타운,사상구,모라동,1110.0,1110.0,1110.0,1110.0,전체 분양 주거 세대,220950000000.0,220950000000.0,199054054.05405405,산정 완료,VERIFIED_MASTER,,265.0,10.0,220950000000.0,0,산정 완료,전체 분양 주거 세대,
A61475202,태화현대1차아파트,부산진구,당감동,668.0,668.0,668.0,668.0,전체 분양 주거 세대,219720000000.0,219720000000.0,328922155.6886228,산정 완료,VERIFIED_MASTER,,266.0,31.0,219720000000.0,0,산정 완료,전체 분양 주거 세대,
A61278214,센텀우신골든빌,해운대구,재송동,846.0,846.0,846.0,846.0,전체 분양 주거 세대,218100000000.0,218100000000.0,257801418.4397163,산정 완료,VERIFIED_MASTER,,267.0,56.0,218100000000.0,0,산정 완료,전체 분양 주거 세대,
A61176911,거제동롯데캐슬아파트,연제구,거제동,540.0,540.0,540.0,540.0,전체 분양 주거 세대,217500000000.0,217500000000.0,402777777.7777778,산정 완료,VERIFIED_MASTER,,268.0,20.0,217500000000.0,0,산정 완료,전체 분양 주거 세대,
A61479403,백양산쌍용스윗닷홈아파트,부산진구,부암동,718.0,718.0,718.0,718.0,전체 분양 주거 세대,217245000000.0,217245000000.0,302569637.88300836,산정 완료,VERIFIED_MASTER,,269.0,32.0,217245000000.0,0,산정 완료,전체 분양 주거 세대,
A10024933,일광 이지더원1차오션포레,기장군,일광읍,653.0,653.0,653.0,653.0,전체 분양 주거 세대,217122500000.0,217122500000.0,332500000.0,산정 완료,VERIFIED_MASTER,,270.0,15.0,217122500000.0,0,산정 완료,전체 분양 주거 세대,
A60712001,사직2차삼정그린코아,동래구,사직동,560.0,560.0,560.0,560.0,전체 분양 주거 세대,216895000000.0,216895000000.0,387312500.0,산정 완료,VERIFIED_MASTER,,271.0,25.0,216895000000.0,0,산정 완료,전체 분양 주거 세대,
A10025434,서면2차 봄여름가을겨울아파트,부산진구,당감동,535.0,535.0,535.0,535.0,전체 분양 주거 세대,216757500000.0,216757500000.0,405154205.60747665,산정 완료,VERIFIED_MASTER,,272.0,33.0,216757500000.0,0,산정 완료,전체 분양 주거 세대,
A61203021,해운대센트럴파크아파트,해운대구,좌동,799.0,799.0,799.0,799.0,전체 분양 주거 세대,215780000000.0,215780000000.0,270062578.2227785,산정 완료,VERIFIED_MASTER,,273.0,57.0,215780000000.0,0,산정 완료,전체 분양 주거 세대,
A61486301,한라비발디,부산진구,전포동,511.0,511.0,511.0,511.0,전체 분양 주거 세대,215510000000.0,215510000000.0,421741682.97455966,산정 완료,VERIFIED_MASTER,,274.0,34.0,215510000000.0,0,산정 완료,전체 분양 주거 세대,
A60476805,신평현대아파트,사하구,신평동,992.0,992.0,992.0,992.0,전체 분양 주거 세대,213465000000.0,213465000000.0,215186491.93548387,산정 완료,VERIFIED_MASTER,,275.0,16.0,213465000000.0,0,산정 완료,전체 분양 주거 세대,
A61203012,해운대영남아파트,해운대구,좌동,512.0,512.0,512.0,512.0,전체 분양 주거 세대,213110000000.0,213110000000.0,416230468.75,산정 완료,VERIFIED_MASTER,,276.0,58.0,213110000000.0,0,산정 완료,전체 분양 주거 세대,
A61480908,동원화인패밀리타운,부산진구,개금동,894.0,894.0,894.0,894.0,전체 분양 주거 세대,212185000000.0,212185000000.0,237343400.4474273,산정 완료,VERIFIED_MASTER,,277.0,35.0,212185000000.0,0,산정 완료,전체 분양 주거 세대,
A61272011,반여현대그린아파트,해운대구,반여동,600.0,600.0,600.0,600.0,전체 분양 주거 세대,212100000000.0,212100000000.0,353500000.0,산정 완료,VERIFIED_MASTER,,278.0,59.0,212100000000.0,0,산정 완료,전체 분양 주거 세대,
A61783402,주례현대무지개아파트,사상구,주례동,977.0,977.0,977.0,977.0,전체 분양 주거 세대,209757500000.0,209757500000.0,214695496.41760492,산정 완료,VERIFIED_MASTER,,279.0,11.0,209757500000.0,0,산정 완료,전체 분양 주거 세대,
A61996115,정관이진캐스빌,기장군,정관읍,539.0,539.0,539.0,539.0,전체 분양 주거 세대,209330000000.0,209330000000.0,388367346.93877554,산정 완료,VERIFIED_MASTER,,280.0,16.0,209330000000.0,0,산정 완료,전체 분양 주거 세대,
A61609206,구포유림노르웨이숲,북구,구포동,1176.0,1176.0,1176.0,1176.0,전체 분양 주거 세대,208385000000.0,208385000000.0,177198129.25170067,산정 완료,VERIFIED_MASTER,,281.0,26.0,208385000000.0,0,산정 완료,전체 분양 주거 세대,
A60475903,신익강변타운아파트,사하구,신평동,937.0,937.0,937.0,937.0,전체 분양 주거 세대,202790000000.0,202790000000.0,216424759.8719317,산정 완료,VERIFIED_MASTER,,282.0,17.0,202790000000.0,0,산정 완료,전체 분양 주거 세대,
A10027052,서면DS·협성엘리시안아파트,부산진구,범천동,630.0,630.0,630.0,630.0,전체 분양 주거 세대,202230000000.0,202230000000.0,321000000.0,산정 완료,VERIFIED_MASTER,,283.0,36.0,202230000000.0,0,산정 완료,전체 분양 주거 세대,
A61484004,협성피닉스아파트,부산진구,부암동,774.0,774.0,774.0,774.0,전체 분양 주거 세대,201870000000.0,201870000000.0,260813953.4883721,산정 완료,VERIFIED_MASTER,,284.0,37.0,201870000000.0,0,산정 완료,전체 분양 주거 세대,
A61673902,율리벽산블루밍,북구,금곡동,589.0,538.0,538.0,538.0,분양 세대만 (임대 제외),201790000000.0,201790000000.0,375074349.4423792,산정 완료,VERIFIED_MASTER,,285.0,27.0,201790000000.0,0,산정 완료,분양 세대만 (임대 제외),
A60982103,우신뉴타운,금정구,부곡동,552.0,552.0,552.0,552.0,전체 분양 주거 세대,201775000000.0,201775000000.0,365534420.28985506,산정 완료,VERIFIED_MASTER,,286.0,15.0,201775000000.0,0,산정 완료,전체 분양 주거 세대,
A61375202,광원아파트,수영구,광안동,589.0,589.0,589.0,589.0,전체 분양 주거 세대,198290000000.0,198290000000.0,336655348.0475382,산정 완료,VERIFIED_MASTER,,287.0,15.0,198290000000.0,0,산정 완료,전체 분양 주거 세대,
A61673302,삼한힐파크아파트,북구,화명동,807.0,807.0,807.0,807.0,전체 분양 주거 세대,197715000000.0,197715000000.0,245000000.0,산정 완료,VERIFIED_MASTER,,288.0,28.0,197715000000.0,0,산정 완료,전체 분양 주거 세대,
A60871104,용당현대I-PARK,남구,용당동,748.0,748.0,748.0,748.0,전체 분양 주거 세대,194910000000.0,194910000000.0,260574866.31016043,산정 완료,VERIFIED_MASTER,,289.0,15.0,194910000000.0,0,산정 완료,전체 분양 주거 세대,
A61776710,엄궁한신2차아파트,사상구,엄궁동,1016.0,1016.0,1016.0,1016.0,전체 분양 주거 세대,193435000000.0,193435000000.0,190388779.52755904,산정 완료,VERIFIED_MASTER,,290.0,12.0,193435000000.0,0,산정 완료,전체 분양 주거 세대,
A61680705,구포삼정그린코아아파트,북구,구포동,668.0,668.0,668.0,668.0,전체 분양 주거 세대,192470000000.0,192470000000.0,288128742.51497006,산정 완료,VERIFIED_MASTER,,291.0,29.0,192470000000.0,0,산정 완료,전체 분양 주거 세대,
A10028069,협성.DS엘리시안아파트,강서구,지사동,1277.0,1277.0,1277.0,1277.0,전체 분양 주거 세대,192137500000.0,192137500000.0,150460062.6468285,산정 완료,VERIFIED_MASTER,,292.0,21.0,192137500000.0,0,산정 완료,전체 분양 주거 세대,
A61775706,우성아파트,사상구,모라동,796.0,796.0,796.0,796.0,전체 분양 주거 세대,191460000000.0,191460000000.0,240527638.19095477,산정 완료,VERIFIED_MASTER,,293.0,13.0,191460000000.0,0,산정 완료,전체 분양 주거 세대,
A61777312,학장반도보라타운,사상구,학장동,998.0,998.0,998.0,998.0,전체 분양 주거 세대,190325000000.0,190325000000.0,190706412.8256513,산정 완료,VERIFIED_MASTER,,294.0,14.0,190325000000.0,0,산정 완료,전체 분양 주거 세대,
A61206110,센텀롯데캐슬3차,해운대구,반여동,517.0,517.0,517.0,517.0,전체 분양 주거 세대,187265000000.0,187265000000.0,362214700.19342357,산정 완료,VERIFIED_MASTER,,295.0,60.0,187265000000.0,0,산정 완료,전체 분양 주거 세대,
A60608303,동삼그린힐,영도구,동삼동,2088.0,2088.0,2088.0,2088.0,전체 분양 주거 세대,183450000000.0,183450000000.0,87859195.40229885,산정 완료,VERIFIED_MASTER,,296.0,3.0,183450000000.0,0,산정 완료,전체 분양 주거 세대,
A61778608,주례청구아파트,사상구,주례동,831.0,831.0,831.0,831.0,전체 분양 주거 세대,183085000000.0,183085000000.0,220318892.90012035,산정 완료,VERIFIED_MASTER,,297.0,15.0,183085000000.0,0,산정 완료,전체 분양 주거 세대,
A60876402,현대비치아파트,남구,용호동,648.0,648.0,648.0,648.0,전체 분양 주거 세대,179902500000.0,179902500000.0,277627314.8148148,산정 완료,VERIFIED_MASTER,,298.0,16.0,179902500000.0,0,산정 완료,전체 분양 주거 세대,
A61675601,만덕 상록한신휴플러스아파트,북구,만덕동,882.0,882.0,882.0,882.0,전체 분양 주거 세대,179630000000.0,179630000000.0,203662131.51927438,산정 완료,VERIFIED_MASTER,,299.0,30.0,179630000000.0,0,산정 완료,전체 분양 주거 세대,
A61477806,국제백양아파트,부산진구,당감동,1153.0,1153.0,1153.0,1153.0,전체 분양 주거 세대,177505000000.0,177505000000.0,153950563.7467476,산정 완료,VERIFIED_MASTER,,300.0,38.0,177505000000.0,0,산정 완료,전체 분양 주거 세대,
A61780802,사상강변동원아파트,사상구,괘법동,600.0,600.0,600.0,600.0,전체 분양 주거 세대,177500000000.0,177500000000.0,295833333.3333333,산정 완료,VERIFIED_MASTER,,301.0,16.0,177500000000.0,0,산정 완료,전체 분양 주거 세대,
A60877710,삼익그린타운,남구,대연동,725.0,725.0,725.0,725.0,전체 분양 주거 세대,174710000000.0,174710000000.0,240979310.3448276,산정 완료,VERIFIED_MASTER,,302.0,17.0,174710000000.0,0,산정 완료,전체 분양 주거 세대,
A60976902,청룡경동아파트,금정구,청룡동,612.0,612.0,612.0,612.0,전체 분양 주거 세대,173590000000.0,173590000000.0,283643790.8496732,산정 완료,VERIFIED_MASTER,,303.0,16.0,173590000000.0,0,산정 완료,전체 분양 주거 세대,
A61673103,신만덕쌍용예가,북구,만덕동,600.0,600.0,600.0,600.0,전체 분양 주거 세대,172000000000.0,172000000000.0,286666666.6666667,산정 완료,VERIFIED_MASTER,,304.0,31.0,172000000000.0,0,산정 완료,전체 분양 주거 세대,
A60712204,사직한신아파트,동래구,사직동,710.0,710.0,710.0,710.0,전체 분양 주거 세대,171905000000.0,171905000000.0,242119718.30985916,산정 완료,VERIFIED_MASTER,,305.0,26.0,171905000000.0,0,산정 완료,전체 분양 주거 세대,
A61784208,신구덕우성,사상구,학장동,763.0,763.0,763.0,763.0,전체 분양 주거 세대,170385000000.0,170385000000.0,223309305.37352556,산정 완료,VERIFIED_MASTER,,306.0,17.0,170385000000.0,0,산정 완료,전체 분양 주거 세대,
A61409004,타워베르빌,부산진구,부암동,704.0,566.0,566.0,566.0,분양 세대만 (임대 제외),169790000000.0,169790000000.0,299982332.15547705,산정 완료,VERIFIED_MASTER,,307.0,39.0,169790000000.0,0,산정 완료,분양 세대만 (임대 제외),
A61781805,모라벽산아파트,사상구,모라동,780.0,780.0,780.0,780.0,전체 분양 주거 세대,169710000000.0,169710000000.0,217576923.07692307,산정 완료,VERIFIED_MASTER,,308.0,18.0,169710000000.0,0,산정 완료,전체 분양 주거 세대,
A61274815,센텀(재송)삼익,해운대구,재송동,936.0,936.0,936.0,936.0,전체 분양 주거 세대,167017500000.0,167017500000.0,178437500.0,산정 완료,VERIFIED_MASTER,,309.0,61.0,167017500000.0,0,산정 완료,전체 분양 주거 세대,
A61473002,네오스포아파트,부산진구,부전동,782.0,782.0,782.0,782.0,전체 분양 주거 세대,166980000000.0,166980000000.0,213529411.7647059,산정 완료,VERIFIED_MASTER,,310.0,40.0,166980000000.0,0,산정 완료,전체 분양 주거 세대,
A61829001,신호윌더하임,강서구,신호동,671.0,671.0,671.0,671.0,전체 분양 주거 세대,166450000000.0,166450000000.0,248062593.14456037,산정 완료,VERIFIED_MASTER,,311.0,22.0,166450000000.0,0,산정 완료,전체 분양 주거 세대,
