kapt_code,kapt_name,kb_complex_id,kb_complex_name,kb_url,kb_type_id,type_name,households,supply_area_sqm,exclusive_area_sqm,area_precision,kb_sale_general,kb_sale_upper,kb_sale_lower,kb_jeonse_general,kb_jeonse_upper,kb_jeonse_lower,kb_monthly_deposit,kb_monthly_low,kb_monthly_high,kb_price_date,listing_count,collected_at,source_method
A10022847,더비치푸르지오써밋,1072913,더비치푸르지오써밋,https://kbland.kr/map?complex=1072913,1687662,39평A,57,132.15,100.19,display,,,,,,,,,,,27.0,2026-09-18T10:35:16.781147,playwright_dom
A10022847,더비치푸르지오써밋,1072913,더비치푸르지오써밋,https://kbland.kr/map?complex=1072913,1687663,40평B,59,133.25,100.16,display,,,,,,,,,,,24.0,2026-09-18T10:35:16.781147,playwright_dom
A10022847,더비치푸르지오써밋,1072913,더비치푸르지오써밋,https://kbland.kr/map?complex=1072913,1687664,45평A,59,151.26,114.98,display,,,,,,,,,,,22.0,2026-09-18T10:35:16.781147,playwright_dom
A10022847,더비치푸르지오써밋,1072913,더비치푸르지오써밋,https://kbland.kr/map?complex=1072913,1687665,46평B,59,153.7,114.68,display,,,,,,,,,,,33.0,2026-09-18T10:35:16.781147,playwright_dom
A10026094,대연sk뷰힐스아파트,31369,대연SK뷰힐스,https://kbland.kr/map?complex=31369,30240,24평A,200,80.61,59.99,display,74500.0,76500.0,71500.0,36500.0,,,5000.0,125.0,130.0,,46.0,2026-09-18T10:35:23.239030,playwright_dom
A10026094,대연sk뷰힐스아파트,31369,대연SK뷰힐스,https://kbland.kr/map?complex=31369,76534,24평B,26,80.84,59.97,display,74500.0,76500.0,71500.0,36500.0,,,5000.0,125.0,130.0,,4.0,2026-09-18T10:35:23.239030,playwright_dom
A10026094,대연sk뷰힐스아파트,31369,대연SK뷰힐스,https://kbland.kr/map?complex=31369,114525,29평,72,98.86,74.29,display,78000.0,81000.0,76000.0,42500.0,,,5000.0,140.0,150.0,,12.0,2026-09-18T10:35:23.239030,playwright_dom
A10026094,대연sk뷰힐스아파트,31369,대연SK뷰힐스,https://kbland.kr/map?complex=31369,143299,33평A,425,112.28,84.99,display,91000.0,93500.0,87500.0,51000.0,,,5000.0,150.0,160.0,,153.0,2026-09-18T10:35:23.239030,playwright_dom
A10026094,대연sk뷰힐스아파트,31369,대연SK뷰힐스,https://kbland.kr/map?complex=31369,164229,34평B,189,113.87,84.96,display,91000.0,93500.0,87500.0,51000.0,,,5000.0,150.0,160.0,,16.0,2026-09-18T10:35:23.239030,playwright_dom
A10026094,대연sk뷰힐스아파트,31369,대연SK뷰힐스,https://kbland.kr/map?complex=31369,179367,39평,46,131.15,99.51,display,101000.0,105000.0,95000.0,54500.0,,,,,,,19.0,2026-09-18T10:35:23.239030,playwright_dom
A10026094,대연sk뷰힐스아파트,31369,대연SK뷰힐스,https://kbland.kr/map?complex=31369,190283,44평,36,147.29,111.97,display,112500.0,121000.0,101000.0,60000.0,,,,,,,28.0,2026-09-18T10:35:23.239030,playwright_dom
A10026184,대연파크푸르지오아파트,31111,대연파크푸르지오,https://kbland.kr/map?complex=31111,198223,17평,126,59.39,39.78,display,,,,,,,,,,,2.0,2026-09-18T10:35:25.413208,playwright_dom
A10026184,대연파크푸르지오아파트,31111,대연파크푸르지오,https://kbland.kr/map?complex=31111,29984,25평A,128,84.0,59.98,display,49000.0,52000.0,46500.0,31000.0,,,2000.0,115.0,123.0,,6.0,2026-09-18T10:35:25.413208,playwright_dom
A10026184,대연파크푸르지오아파트,31111,대연파크푸르지오,https://kbland.kr/map?complex=31111,76307,25평B,134,84.25,59.87,display,49000.0,52000.0,46500.0,31000.0,,,2000.0,115.0,123.0,,19.0,2026-09-18T10:35:25.413208,playwright_dom
A10026184,대연파크푸르지오아파트,31111,대연파크푸르지오,https://kbland.kr/map?complex=31111,114339,29평,289,98.73,74.95,display,54000.0,56250.0,49100.0,33000.0,,,10000.0,80.0,90.0,,62.0,2026-09-18T10:35:25.413208,playwright_dom
A10026184,대연파크푸르지오아파트,31111,대연파크푸르지오,https://kbland.kr/map?complex=31111,143153,33평A,513,109.16,84.98,display,58000.0,61500.0,52750.0,35500.0,,,,,,,134.0,2026-09-18T10:35:25.413208,playwright_dom
A10026184,대연파크푸르지오아파트,31111,대연파크푸르지오,https://kbland.kr/map?complex=31111,164129,33평B,84,111.09,84.92,display,58000.0,61500.0,52750.0,35500.0,,,,,,,24.0,2026-09-18T10:35:25.413208,playwright_dom
A10026184,대연파크푸르지오아파트,31111,대연파크푸르지오,https://kbland.kr/map?complex=31111,179297,33평C,71,111.94,84.96,display,58000.0,61500.0,52750.0,35500.0,,,,,,,17.0,2026-09-18T10:35:25.413208,playwright_dom
A10026184,대연파크푸르지오아파트,31111,대연파크푸르지오,https://kbland.kr/map?complex=31111,190230,39평,77,129.63,99.93,display,68500.0,70400.0,66000.0,38500.0,,,,,,,18.0,2026-09-18T10:35:25.413208,playwright_dom
A10026452,대연롯데캐슬레전드,30004,대연롯데캐슬레전드,https://kbland.kr/map?complex=30004,220542,17평,138,58.3,39.7,display,23000.0,24650.0,21000.0,18500.0,,,2000.0,70.0,80.0,,114.0,2026-09-18T10:35:27.647950,playwright_dom
A10026452,대연롯데캐슬레전드,30004,대연롯데캐슬레전드,https://kbland.kr/map?complex=30004,221774,22평,130,74.42,49.31,display,33500.0,35500.0,32500.0,27000.0,,,2000.0,90.0,105.0,,69.0,2026-09-18T10:35:27.647950,playwright_dom
A10026452,대연롯데캐슬레전드,30004,대연롯데캐슬레전드,https://kbland.kr/map?complex=30004,28893,25평A,295,83.93,59.94,display,64500.0,67500.0,59500.0,36500.0,,,5000.0,105.0,130.0,,91.0,2026-09-18T10:35:27.647950,playwright_dom
A10026452,대연롯데캐슬레전드,30004,대연롯데캐슬레전드,https://kbland.kr/map?complex=30004,75322,25평C,87,84.06,59.99,display,64500.0,67500.0,59500.0,36500.0,,,5000.0,105.0,130.0,,27.0,2026-09-18T10:35:27.647950,playwright_dom
A10026452,대연롯데캐슬레전드,30004,대연롯데캐슬레전드,https://kbland.kr/map?complex=30004,113521,25평B,78,84.21,59.96,display,64500.0,67500.0,59500.0,36500.0,,,5000.0,105.0,130.0,,47.0,2026-09-18T10:35:27.647950,playwright_dom
A10026452,대연롯데캐슬레전드,30004,대연롯데캐슬레전드,https://kbland.kr/map?complex=30004,142515,25평D,56,85.05,59.94,display,64500.0,67500.0,59500.0,36500.0,,,5000.0,105.0,130.0,,14.0,2026-09-18T10:35:27.647950,playwright_dom
A10026452,대연롯데캐슬레전드,30004,대연롯데캐슬레전드,https://kbland.kr/map?complex=30004,163658,33평E,92,110.1,84.98,display,71500.0,74500.0,66500.0,45500.0,,,5000.0,130.0,145.0,,41.0,2026-09-18T10:35:27.647950,playwright_dom
A10026452,대연롯데캐슬레전드,30004,대연롯데캐슬레전드,https://kbland.kr/map?complex=30004,178938,33평C,511,110.14,84.98,display,78500.0,82250.0,72000.0,47000.0,,,5000.0,135.0,155.0,,249.0,2026-09-18T10:35:27.647950,playwright_dom
A10026452,대연롯데캐슬레전드,30004,대연롯데캐슬레전드,https://kbland.kr/map?complex=30004,189987,33평F,110,111.64,84.95,display,71500.0,74500.0,66500.0,45500.0,,,5000.0,130.0,145.0,,28.0,2026-09-18T10:35:27.647950,playwright_dom
A10026452,대연롯데캐슬레전드,30004,대연롯데캐슬레전드,https://kbland.kr/map?complex=30004,198052,33평D,116,112.23,84.95,display,78500.0,82250.0,72000.0,47000.0,,,5000.0,135.0,155.0,,34.0,2026-09-18T10:35:27.647950,playwright_dom
A10026452,대연롯데캐슬레전드,30004,대연롯데캐슬레전드,https://kbland.kr/map?complex=30004,204091,34평B,178,113.6,84.98,display,78500.0,82250.0,72000.0,47000.0,,,5000.0,135.0,155.0,,20.0,2026-09-18T10:35:27.647950,playwright_dom
A10026452,대연롯데캐슬레전드,30004,대연롯데캐슬레전드,https://kbland.kr/map?complex=30004,208680,34평A,627,113.79,84.95,display,78500.0,82250.0,72000.0,47000.0,,,5000.0,135.0,155.0,,232.0,2026-09-18T10:35:27.647950,playwright_dom
A10026452,대연롯데캐슬레전드,30004,대연롯데캐슬레전드,https://kbland.kr/map?complex=30004,212223,39평B,465,130.63,100.95,display,86500.0,90000.0,82750.0,53500.0,,,,,,,262.0,2026-09-18T10:35:27.647950,playwright_dom
A10026452,대연롯데캐슬레전드,30004,대연롯데캐슬레전드,https://kbland.kr/map?complex=30004,214982,39평A,30,131.62,100.99,display,73000.0,76500.0,70500.0,48000.0,,,,,,,14.0,2026-09-18T10:35:27.647950,playwright_dom
A10026452,대연롯데캐슬레전드,30004,대연롯데캐슬레전드,https://kbland.kr/map?complex=30004,217198,46평A,108,153.21,121.97,display,101000.0,108250.0,98000.0,61500.0,,,10000.0,230.0,250.0,,62.0,2026-09-18T10:35:27.647950,playwright_dom
A10026452,대연롯데캐슬레전드,30004,대연롯데캐슬레전드,https://kbland.kr/map?complex=30004,219030,46평B,128,154.72,121.97,display,101000.0,108250.0,98000.0,61500.0,,,10000.0,230.0,250.0,,77.0,2026-09-18T10:35:27.647950,playwright_dom
A60874408,대연동푸르지오,13192,부산대연동푸르지오,https://kbland.kr/map?complex=13192,12981,13평A,228,43.53,29.24,display,16900.0,17500.0,15500.0,11800.0,,,500.0,52.0,57.0,,53.0,2026-09-18T10:35:37.119235,playwright_dom
A60874408,대연동푸르지오,13192,부산대연동푸르지오,https://kbland.kr/map?complex=13192,61005,13평B,60,43.53,29.24,display,17700.0,18500.0,16800.0,13500.0,,,500.0,55.0,60.0,,6.0,2026-09-18T10:35:37.119235,playwright_dom
A60874408,대연동푸르지오,13192,부산대연동푸르지오,https://kbland.kr/map?complex=13192,101773,19평,6,65.14,44.45,display,26500.0,29000.0,25500.0,16500.0,,,1000.0,70.0,75.0,,,2026-09-18T10:35:37.119235,playwright_dom
A60874408,대연동푸르지오,13192,부산대연동푸르지오,https://kbland.kr/map?complex=13192,133238,28평,98,93.18,73.13,display,58000.0,59000.0,54500.0,33500.0,,,3000.0,110.0,120.0,,9.0,2026-09-18T10:35:37.119235,playwright_dom
A60874408,대연동푸르지오,13192,부산대연동푸르지오,https://kbland.kr/map?complex=13192,156462,32평,100,107.89,84.96,display,68500.0,70500.0,66000.0,37000.0,,,3000.0,120.0,125.0,,58.0,2026-09-18T10:35:37.119235,playwright_dom
A60874408,대연동푸르지오,13192,부산대연동푸르지오,https://kbland.kr/map?complex=13192,173334,42평,19,140.56,112.04,display,88500.0,89000.0,85000.0,54000.0,,,,,,,8.0,2026-09-18T10:35:37.119235,playwright_dom
A60874408,대연동푸르지오,13192,부산대연동푸르지오,https://kbland.kr/map?complex=13192,185683,48평,125,160.77,129.2,display,96000.0,97000.0,85000.0,52000.0,,,,,,,36.0,2026-09-18T10:35:37.119235,playwright_dom
A60874408,대연동푸르지오,13192,부산대연동푸르지오,https://kbland.kr/map?complex=13192,194691,55평,19,182.4,147.59,display,105000.0,108000.0,99000.0,60500.0,,,,,,,5.0,2026-09-18T10:35:37.119235,playwright_dom
A60874408,대연동푸르지오,13192,부산대연동푸르지오,https://kbland.kr/map?complex=13192,201486,60평,19,198.86,160.33,display,106000.0,110000.0,103000.0,63500.0,,,,,,,6.0,2026-09-18T10:35:37.119235,playwright_dom
A60874408,대연동푸르지오,13192,부산대연동푸르지오,https://kbland.kr/map?complex=13192,206644,75평,1,250.48,198.1,display,,,,,,,,,,,,2026-09-18T10:35:37.119235,playwright_dom
A60874408,대연동푸르지오,13192,부산대연동푸르지오,https://kbland.kr/map?complex=13192,210605,83평A,1,276.35,221.09,display,,,,,,,,,,,,2026-09-18T10:35:37.119235,playwright_dom
A60874408,대연동푸르지오,13192,부산대연동푸르지오,https://kbland.kr/map?complex=13192,213684,83평B,1,277.24,221.38,display,,,,,,,,,,,,2026-09-18T10:35:37.119235,playwright_dom
A60874408,대연동푸르지오,13192,부산대연동푸르지오,https://kbland.kr/map?complex=13192,216136,99평,1,328.46,262.42,display,,,,,,,,,,,,2026-09-18T10:35:37.119235,playwright_dom
A60875509,대우그린아파트,5324,대우그린(1차),https://kbland.kr/map?complex=5324,5175,25평,263,83.75,59.99,display,16000.0,16750.0,15250.0,13500.0,,,2000.0,55.0,58.0,,67.0,2026-09-18T10:35:39.320088,playwright_dom
A60875509,대우그린아파트,5324,대우그린(1차),https://kbland.kr/map?complex=5324,54140,30평,286,101.28,84.95,display,22000.0,24000.0,20500.0,18500.0,,,2000.0,75.0,78.0,,72.0,2026-09-18T10:35:39.320088,playwright_dom
A60875509,대우그린아파트,5324,대우그린(1차),https://kbland.kr/map?complex=5324,96864,45평,142,151.3,134.78,display,34000.0,37000.0,32000.0,29500.0,,,2000.0,100.0,105.0,,27.0,2026-09-18T10:35:39.320088,playwright_dom
A60877710,삼익그린타운,5328,삼익그린타운,https://kbland.kr/map?complex=5328,1227087,23평A,130,77.46,59.86,display,17500.0,19000.0,16000.0,15000.0,,,2000.0,55.0,60.0,,25.0,2026-09-18T10:35:41.550999,playwright_dom
A60877710,삼익그린타운,5328,삼익그린타운,https://kbland.kr/map?complex=5328,5179,23평B,160,77.6,59.99,display,17500.0,19000.0,16000.0,15000.0,,,2000.0,55.0,60.0,,31.0,2026-09-18T10:35:41.550999,playwright_dom
A60877710,삼익그린타운,5328,삼익그린타운,https://kbland.kr/map?complex=5328,54144,31평,289,104.01,84.98,display,24000.0,26500.0,22000.0,19000.0,,,2000.0,70.0,75.0,,60.0,2026-09-18T10:35:41.550999,playwright_dom
A60877710,삼익그린타운,5328,삼익그린타운,https://kbland.kr/map?complex=5328,96868,47평,96,158.28,134.98,display,35000.0,37500.0,33000.0,24000.0,,,,,,,32.0,2026-09-18T10:35:41.550999,playwright_dom
A60877710,삼익그린타운,5328,삼익그린타운,https://kbland.kr/map?complex=5328,130089,59평,50,198.28,164.34,display,42000.0,45000.0,38000.0,32000.0,,,,,,,12.0,2026-09-18T10:35:41.550999,playwright_dom
A60877907,대연청구아파트,5329,대연청구,https://kbland.kr/map?complex=5329,5180,23평,108,76.04,59.8,display,16500.0,18000.0,15500.0,14500.0,,,3000.0,50.0,60.0,,22.0,2026-09-18T10:35:43.759812,playwright_dom
A60877907,대연청구아파트,5329,대연청구,https://kbland.kr/map?complex=5329,154586,23평,80,78.34,59.99,display,16500.0,18000.0,15500.0,14500.0,,,3000.0,50.0,60.0,,13.0,2026-09-18T10:35:43.759812,playwright_dom
A60877907,대연청구아파트,5329,대연청구,https://kbland.kr/map?complex=5329,172106,31평,80,104.65,84.99,display,24000.0,26000.0,23000.0,20000.0,,,3000.0,70.0,75.0,,6.0,2026-09-18T10:35:43.759812,playwright_dom
A60877907,대연청구아파트,5329,대연청구,https://kbland.kr/map?complex=5329,54145,32평,160,107.79,84.91,display,24000.0,26000.0,23000.0,20000.0,,,3000.0,70.0,75.0,,34.0,2026-09-18T10:35:43.759812,playwright_dom
A60877907,대연청구아파트,5329,대연청구,https://kbland.kr/map?complex=5329,96869,51평,100,169.3,140.14,display,40000.0,42000.0,39000.0,29000.0,,,3000.0,90.0,100.0,,55.0,2026-09-18T10:35:43.759812,playwright_dom
A60877907,대연청구아파트,5329,대연청구,https://kbland.kr/map?complex=5329,130090,72평,76,238.92,201.94,display,47000.0,48000.0,44000.0,36000.0,,,,,,,22.0,2026-09-18T10:35:43.759812,playwright_dom
A10023436,데시앙해링턴플레이스파크시티,47451,데시앙해링턴플레이스파크시티,https://kbland.kr/map?complex=47451,1471450,18평,87,60.12,39.95,display,,,,,,,,,,,,2026-09-18T10:35:45.988696,playwright_dom
A10023436,데시앙해링턴플레이스파크시티,47451,데시앙해링턴플레이스파크시티,https://kbland.kr/map?complex=47451,46166,25평A,768,85.46,59.97,display,38250.0,39250.0,36500.0,28500.0,,,2000.0,100.0,110.0,,301.0,2026-09-18T10:35:45.988696,playwright_dom
A10023436,데시앙해링턴플레이스파크시티,47451,데시앙해링턴플레이스파크시티,https://kbland.kr/map?complex=47451,90564,25평B,225,85.77,59.74,display,38250.0,39250.0,36500.0,28500.0,,,2000.0,100.0,110.0,,39.0,2026-09-18T10:35:45.988696,playwright_dom
A10023436,데시앙해링턴플레이스파크시티,47451,데시앙해링턴플레이스파크시티,https://kbland.kr/map?complex=47451,125578,30평A,132,101.55,73.9,display,49500.0,52000.0,47000.0,34000.0,,,3000.0,125.0,135.0,,24.0,2026-09-18T10:35:45.988696,playwright_dom
A10023436,데시앙해링턴플레이스파크시티,47451,데시앙해링턴플레이스파크시티,https://kbland.kr/map?complex=47451,151454,31평C,68,102.48,73.86,display,49500.0,52000.0,47000.0,34000.0,,,3000.0,125.0,135.0,,17.0,2026-09-18T10:35:45.988696,playwright_dom
A10023436,데시앙해링턴플레이스파크시티,47451,데시앙해링턴플레이스파크시티,https://kbland.kr/map?complex=47451,169999,31평B,136,102.85,73.86,display,49500.0,52000.0,47000.0,34000.0,,,3000.0,125.0,135.0,,50.0,2026-09-18T10:35:45.988696,playwright_dom
A10023436,데시앙해링턴플레이스파크시티,47451,데시앙해링턴플레이스파크시티,https://kbland.kr/map?complex=47451,183409,34평A,126,112.61,84.99,display,57500.0,60000.0,54000.0,36000.0,,,3000.0,135.0,145.0,,25.0,2026-09-18T10:35:45.988696,playwright_dom
A10023436,데시앙해링턴플레이스파크시티,47451,데시앙해링턴플레이스파크시티,https://kbland.kr/map?complex=47451,193108,34평C,123,112.67,84.72,display,57500.0,60000.0,54000.0,36000.0,,,3000.0,135.0,145.0,,62.0,2026-09-18T10:35:45.988696,playwright_dom
A10023436,데시앙해링턴플레이스파크시티,47451,데시앙해링턴플레이스파크시티,https://kbland.kr/map?complex=47451,200334,34평B,60,113.06,84.94,display,57500.0,60000.0,54000.0,36000.0,,,3000.0,135.0,145.0,,23.0,2026-09-18T10:35:45.988696,playwright_dom
A60809002,GS하이츠자이,15459,GS하이츠자이,https://kbland.kr/map?complex=15459,15206,34평,116,115.01,84.9,display,82500.0,86450.0,77000.0,48000.0,,,5000.0,110.0,140.0,,18.0,2026-09-18T10:35:54.580421,playwright_dom
A60809002,GS하이츠자이,15459,GS하이츠자이,https://kbland.kr/map?complex=15459,103351,38평B,87,128.77,84.88,display,86000.0,89500.0,81500.0,51500.0,,,5000.0,135.0,145.0,,14.0,2026-09-18T10:35:54.580421,playwright_dom
A60809002,GS하이츠자이,15459,GS하이츠자이,https://kbland.kr/map?complex=15459,63010,38평A,87,128.83,84.78,display,86000.0,89500.0,81500.0,51500.0,,,5000.0,135.0,145.0,,14.0,2026-09-18T10:35:54.580421,playwright_dom
A60809002,GS하이츠자이,15459,GS하이츠자이,https://kbland.kr/map?complex=15459,134411,49평,403,165.18,130.17,display,103500.0,108500.0,95000.0,62000.0,,,10000.0,165.0,175.0,,101.0,2026-09-18T10:35:54.580421,playwright_dom
A60809002,GS하이츠자이,15459,GS하이츠자이,https://kbland.kr/map?complex=15459,157267,56평,228,185.41,151.27,display,131000.0,141500.0,111000.0,66000.0,,,,,,,71.0,2026-09-18T10:35:54.580421,playwright_dom
A60809002,GS하이츠자이,15459,GS하이츠자이,https://kbland.kr/map?complex=15459,173886,63평,228,210.38,171.5,display,153000.0,161000.0,135500.0,75000.0,,,,,,,35.0,2026-09-18T10:35:54.580421,playwright_dom
A60876301,용호일신프리빌리지,5385,일신프리빌리지,https://kbland.kr/map?complex=5385,5236,23평,185,77.59,59.96,display,23500.0,25500.0,22000.0,16500.0,,,2000.0,60.0,68.0,,20.0,2026-09-18T10:36:09.481716,playwright_dom
A60876301,용호일신프리빌리지,5385,일신프리빌리지,https://kbland.kr/map?complex=5385,54196,31평,89,103.28,84.93,display,30000.0,32000.0,28000.0,22500.0,,,2000.0,78.0,80.0,,5.0,2026-09-18T10:36:09.481716,playwright_dom
A60876301,용호일신프리빌리지,5385,일신프리빌리지,https://kbland.kr/map?complex=5385,130126,31평,194,104.88,84.99,display,30000.0,32000.0,28000.0,22500.0,,,2000.0,78.0,80.0,,19.0,2026-09-18T10:36:09.481716,playwright_dom
A60876301,용호일신프리빌리지,5385,일신프리빌리지,https://kbland.kr/map?complex=5385,96913,39평,50,130.83,110.6,display,40000.0,41500.0,38000.0,26000.0,,,2000.0,93.0,100.0,,9.0,2026-09-18T10:36:09.481716,playwright_dom
A60876402,현대비치아파트,5384,현대비치,https://kbland.kr/map?complex=5384,5235,21평,229,69.97,52.29,display,23750.0,24500.0,22000.0,16000.0,,,2000.0,60.0,68.0,,13.0,2026-09-18T10:36:11.717514,playwright_dom
A60876402,현대비치아파트,5384,현대비치,https://kbland.kr/map?complex=5384,54195,24평,231,80.12,59.62,display,27500.0,28500.0,26000.0,19500.0,,,2000.0,68.0,75.0,,5.0,2026-09-18T10:36:11.717514,playwright_dom
A60876402,현대비치아파트,5384,현대비치,https://kbland.kr/map?complex=5384,96912,27평,142,92.34,72.43,display,31750.0,33750.0,30500.0,22500.0,,,3000.0,80.0,88.0,,20.0,2026-09-18T10:36:11.717514,playwright_dom
A60876402,현대비치아파트,5384,현대비치,https://kbland.kr/map?complex=5384,130125,32평,46,105.79,84.99,display,36750.0,38500.0,35000.0,25500.0,,,3000.0,85.0,95.0,,4.0,2026-09-18T10:36:11.717514,playwright_dom
A61202008,쌍용예가,25692,쌍용예가(용호예가),https://kbland.kr/map?complex=25692,71496,24평B,82,81.06,59.99,display,28000.0,29000.0,26500.0,21000.0,,,2000.0,80.0,83.0,,10.0,2026-09-18T10:36:20.271969,playwright_dom
A61202008,쌍용예가,25692,쌍용예가(용호예가),https://kbland.kr/map?complex=25692,110424,24평C,23,81.51,59.99,display,28000.0,29000.0,26500.0,21000.0,,,2000.0,80.0,83.0,,,2026-09-18T10:36:20.271969,playwright_dom
A61202008,쌍용예가,25692,쌍용예가(용호예가),https://kbland.kr/map?complex=25692,24621,24평A,258,81.66,59.96,display,27750.0,28750.0,26250.0,21000.0,,,2000.0,80.0,83.0,,30.0,2026-09-18T10:36:20.271969,playwright_dom
A61202008,쌍용예가,25692,쌍용예가(용호예가),https://kbland.kr/map?complex=25692,161787,30평B,72,101.31,74.93,display,37750.0,38500.0,35500.0,24000.0,,,2000.0,90.0,93.0,,12.0,2026-09-18T10:36:20.271969,playwright_dom
A61202008,쌍용예가,25692,쌍용예가(용호예가),https://kbland.kr/map?complex=25692,140085,30평A,56,101.38,74.99,display,37750.0,38500.0,35500.0,24000.0,,,2000.0,90.0,93.0,,3.0,2026-09-18T10:36:20.271969,playwright_dom
A61202008,쌍용예가,25692,쌍용예가(용호예가),https://kbland.kr/map?complex=25692,177468,34평A,71,114.21,84.99,display,40000.0,41000.0,37250.0,27000.0,,,2000.0,100.0,105.0,,16.0,2026-09-18T10:36:20.271969,playwright_dom
A61202008,쌍용예가,25692,쌍용예가(용호예가),https://kbland.kr/map?complex=25692,197203,34평C,65,114.38,84.86,display,40000.0,41000.0,37250.0,27000.0,,,2000.0,100.0,105.0,,9.0,2026-09-18T10:36:20.271969,playwright_dom
A61202008,쌍용예가,25692,쌍용예가(용호예가),https://kbland.kr/map?complex=25692,188889,34평B,146,114.51,84.99,display,40000.0,41000.0,37250.0,27000.0,,,2000.0,100.0,105.0,,53.0,2026-09-18T10:36:20.271969,playwright_dom
A60883003,신대연코오롱하늘채아파트,14864,신대연코오롱하늘채,https://kbland.kr/map?complex=14864,14624,33평,474,111.33,84.65,display,34000.0,38000.0,31000.0,23000.0,,,2000.0,90.0,95.0,,57.0,2026-09-18T10:36:27.665406,playwright_dom
A60883003,신대연코오롱하늘채아파트,14864,신대연코오롱하늘채,https://kbland.kr/map?complex=14864,62474,33평A,112,111.48,84.65,display,34000.0,38000.0,31000.0,23000.0,,,2000.0,90.0,95.0,,13.0,2026-09-18T10:36:27.665406,playwright_dom
A60883003,신대연코오롱하늘채아파트,14864,신대연코오롱하늘채,https://kbland.kr/map?complex=14864,102916,46평,104,154.39,126.13,display,46000.0,48000.0,44500.0,33000.0,,,,,,,19.0,2026-09-18T10:36:27.665406,playwright_dom
A60883003,신대연코오롱하늘채아파트,14864,신대연코오롱하늘채,https://kbland.kr/map?complex=14864,134084,56평,22,186.72,153.97,display,48000.0,51000.0,46000.0,36000.0,,,,,,,,2026-09-18T10:36:27.665406,playwright_dom
A10020004,롯데캐슬 인피니엘,961704,롯데캐슬인피니엘,https://kbland.kr/map?complex=961704,1524195,22평A,8,74.45,36.2,display,,,,,,,,,,,2.0,2026-09-18T10:36:29.929844,playwright_dom
A10020004,롯데캐슬 인피니엘,961704,롯데캐슬인피니엘,https://kbland.kr/map?complex=961704,1524196,22평B,4,74.49,36.2,display,,,,,,,,,,,3.0,2026-09-18T10:36:29.929844,playwright_dom
A10020004,롯데캐슬 인피니엘,961704,롯데캐슬인피니엘,https://kbland.kr/map?complex=961704,1524197,25평A,518,83.57,59.96,display,,,,,,,,,,,243.0,2026-09-18T10:36:29.929844,playwright_dom
A10020004,롯데캐슬 인피니엘,961704,롯데캐슬인피니엘,https://kbland.kr/map?complex=961704,1524198,25평B,91,83.9,59.96,display,,,,,,,,,,,24.0,2026-09-18T10:36:29.929844,playwright_dom
A10020004,롯데캐슬 인피니엘,961704,롯데캐슬인피니엘,https://kbland.kr/map?complex=961704,1524199,34평,94,115.65,84.95,display,,,,,,,,,,,148.0,2026-09-18T10:36:29.929844,playwright_dom
A10023533,오션파라곤,45612,오션파라곤,https://kbland.kr/map?complex=45612,44353,24평A,185,79.65,59.95,display,35750.0,38000.0,32000.0,27500.0,,,3000.0,95.0,103.0,,52.0,2026-09-18T10:36:32.172781,playwright_dom
A10023533,오션파라곤,45612,오션파라곤,https://kbland.kr/map?complex=45612,88956,24평B,79,79.9,59.51,display,35750.0,38000.0,32000.0,27500.0,,,3000.0,95.0,103.0,,36.0,2026-09-18T10:36:32.172781,playwright_dom
A10023533,오션파라곤,45612,오션파라곤,https://kbland.kr/map?complex=45612,124319,29평B,19,96.44,72.94,display,40500.0,43500.0,37500.0,28500.0,,,3000.0,103.0,115.0,,13.0,2026-09-18T10:36:32.172781,playwright_dom
A10023533,오션파라곤,45612,오션파라곤,https://kbland.kr/map?complex=45612,150505,29평A,97,96.54,72.97,display,40500.0,43500.0,37500.0,28500.0,,,3000.0,103.0,115.0,,26.0,2026-09-18T10:36:32.172781,playwright_dom
A10023533,오션파라곤,45612,오션파라곤,https://kbland.kr/map?complex=45612,169322,30평A,106,99.45,74.94,display,48000.0,55000.0,43500.0,29500.0,,,3000.0,115.0,130.0,,84.0,2026-09-18T10:36:32.172781,playwright_dom
A10023533,오션파라곤,45612,오션파라곤,https://kbland.kr/map?complex=45612,182910,30평B,131,100.3,74.97,display,48000.0,55000.0,43500.0,29500.0,,,3000.0,115.0,130.0,,77.0,2026-09-18T10:36:32.172781,playwright_dom
A10023533,오션파라곤,45612,오션파라곤,https://kbland.kr/map?complex=45612,192759,31평E,8,104.6,74.9,display,53000.0,55000.0,50500.0,32000.0,,,3000.0,120.0,130.0,,7.0,2026-09-18T10:36:32.172781,playwright_dom
A10023533,오션파라곤,45612,오션파라곤,https://kbland.kr/map?complex=45612,200088,31평F,8,104.64,74.85,display,53000.0,55000.0,50500.0,32000.0,,,3000.0,120.0,130.0,,9.0,2026-09-18T10:36:32.172781,playwright_dom
A10023533,오션파라곤,45612,오션파라곤,https://kbland.kr/map?complex=45612,205627,31평C,21,104.64,74.85,display,53000.0,55000.0,50500.0,32000.0,,,3000.0,120.0,130.0,,18.0,2026-09-18T10:36:32.172781,playwright_dom
A10023533,오션파라곤,45612,오션파라곤,https://kbland.kr/map?complex=45612,209833,31평D,8,104.64,74.85,display,53000.0,55000.0,50500.0,32000.0,,,3000.0,120.0,130.0,,1.0,2026-09-18T10:36:32.172781,playwright_dom
