kapt_code,kapt_name,kb_complex_id,kb_complex_name,kb_url,kb_type_id,type_name,households,supply_area_sqm,exclusive_area_sqm,area_precision,kb_sale_general,kb_sale_upper,kb_sale_lower,kb_jeonse_general,kb_jeonse_upper,kb_jeonse_lower,kb_monthly_deposit,kb_monthly_low,kb_monthly_high,kb_price_date,listing_count,collected_at,source_method
A60275104,남성한빛아파트,5905,남성한빛가든,https://kbland.kr/map?complex=5905,5753,22평,244,75.61,59.34,display,17750.0,19250.0,16250.0,15500.0,,,7000.0,30.0,30.0,,41.0,2026-09-18T10:29:14.811203,playwright_dom
A60275104,남성한빛아파트,5905,남성한빛가든,https://kbland.kr/map?complex=5905,54686,32평,228,108.25,84.96,display,24750.0,27250.0,21750.0,20500.0,,,,,,,22.0,2026-09-18T10:29:14.811203,playwright_dom
A60275104,남성한빛아파트,5905,남성한빛가든,https://kbland.kr/map?complex=5905,97331,46평,92,152.1,119.37,display,34000.0,36000.0,31500.0,27000.0,,,,,,,21.0,2026-09-18T10:29:14.811203,playwright_dom
A60270501,부민e-편한세상아파트,12874,부민e-편한세상,https://kbland.kr/map?complex=12874,12665,23평,202,76.34,60.0,display,20000.0,22000.0,18000.0,16000.0,,,5000.0,50.0,55.0,,5.0,2026-09-18T10:29:16.994220,playwright_dom
A60270501,부민e-편한세상아파트,12874,부민e-편한세상,https://kbland.kr/map?complex=12874,60737,31평,299,102.83,85.0,display,24500.0,26500.0,22750.0,20750.0,,,5000.0,60.0,70.0,,22.0,2026-09-18T10:29:16.994220,playwright_dom
A60270501,부민e-편한세상아파트,12874,부민e-편한세상,https://kbland.kr/map?complex=12874,101570,41평,112,135.6,117.59,display,34500.0,36500.0,32000.0,28000.0,,,,,,,10.0,2026-09-18T10:29:16.994220,playwright_dom
A10022434,e편한세상 송도 더퍼스트비치,1097603,e편한세상송도더퍼스트비치,https://kbland.kr/map?complex=1097603,1725701,24평B,89,79.47,59.62,display,,,,,,,,,,,9.0,2026-09-18T10:29:23.220812,playwright_dom
A10022434,e편한세상 송도 더퍼스트비치,1097603,e편한세상송도더퍼스트비치,https://kbland.kr/map?complex=1097603,1725681,24평A,33,79.74,59.98,display,,,,,,,,,,,1.0,2026-09-18T10:29:23.220812,playwright_dom
A10022434,e편한세상 송도 더퍼스트비치,1097603,e편한세상송도더퍼스트비치,https://kbland.kr/map?complex=1097603,1725642,24평C,87,79.85,59.95,display,,,,,,,,,,,16.0,2026-09-18T10:29:23.220812,playwright_dom
A10022434,e편한세상 송도 더퍼스트비치,1097603,e편한세상송도더퍼스트비치,https://kbland.kr/map?complex=1097603,1725660,24평E,87,79.87,59.99,display,,,,,,,,,,,15.0,2026-09-18T10:29:23.220812,playwright_dom
A10022434,e편한세상 송도 더퍼스트비치,1097603,e편한세상송도더퍼스트비치,https://kbland.kr/map?complex=1097603,1725720,24평F,27,79.99,59.97,display,,,,,,,,,,,1.0,2026-09-18T10:29:23.220812,playwright_dom
A10022434,e편한세상 송도 더퍼스트비치,1097603,e편한세상송도더퍼스트비치,https://kbland.kr/map?complex=1097603,1725602,24평D,184,80.17,59.94,display,,,,,,,,,,,112.0,2026-09-18T10:29:23.220812,playwright_dom
A10022434,e편한세상 송도 더퍼스트비치,1097603,e편한세상송도더퍼스트비치,https://kbland.kr/map?complex=1097603,1725584,33평A,144,111.14,84.38,display,,,,,,,,,,,16.0,2026-09-18T10:29:23.220812,playwright_dom
A10022434,e편한세상 송도 더퍼스트비치,1097603,e편한세상송도더퍼스트비치,https://kbland.kr/map?complex=1097603,1725643,33평E,57,111.55,84.84,display,,,,,,,,,,,5.0,2026-09-18T10:29:23.220812,playwright_dom
A10022434,e편한세상 송도 더퍼스트비치,1097603,e편한세상송도더퍼스트비치,https://kbland.kr/map?complex=1097603,1725702,33평D,86,111.68,84.8,display,,,,,,,,,,,4.0,2026-09-18T10:29:23.220812,playwright_dom
A10022434,e편한세상 송도 더퍼스트비치,1097603,e편한세상송도더퍼스트비치,https://kbland.kr/map?complex=1097603,1725623,33평B,115,111.87,84.92,display,,,,,,,,,,,20.0,2026-09-18T10:29:23.220812,playwright_dom
A10022434,e편한세상 송도 더퍼스트비치,1097603,e편한세상송도더퍼스트비치,https://kbland.kr/map?complex=1097603,1725682,33평C,327,111.98,84.92,display,,,,,,,,,,,91.0,2026-09-18T10:29:23.220812,playwright_dom
A10022434,e편한세상 송도 더퍼스트비치,1097603,e편한세상송도더퍼스트비치,https://kbland.kr/map?complex=1097603,1725603,39평,63,131.83,99.93,display,,,,,,,,,,,31.0,2026-09-18T10:29:23.220812,playwright_dom
A10022434,e편한세상 송도 더퍼스트비치,1097603,e편한세상송도더퍼스트비치,https://kbland.kr/map?complex=1097603,1725661,44평,1,146.65,110.14,display,,,,,,,,,,,,2026-09-18T10:29:23.220812,playwright_dom
A10022434,e편한세상 송도 더퍼스트비치,1097603,e편한세상송도더퍼스트비치,https://kbland.kr/map?complex=1097603,1725721,46평,2,153.55,115.97,display,,,,,,,,,,,2.0,2026-09-18T10:29:23.220812,playwright_dom
A10023790,힐스테이트이진베이시티,39443,힐스테이트이진베이시티,https://kbland.kr/map?complex=39443,38247,36평B,216,119.46,84.86,display,70000,73250,67900,,,,,,,2026-09-18,66.0,2026-09-18T10:00:00,playwright_dom
A10023790,힐스테이트이진베이시티,39443,힐스테이트이진베이시티,https://kbland.kr/map?complex=39443,83577,36평A,216,119.88,84.51,display,70000,73250,67900,,,,,,,2026-09-18,105.0,2026-09-18T10:00:00,playwright_dom
A10023790,힐스테이트이진베이시티,39443,힐스테이트이진베이시티,https://kbland.kr/map?complex=39443,120047,39평C,162,131.82,92.75,display,78250,85000,72500,,,,,,,2026-09-18,55.0,2026-09-18T10:00:00,playwright_dom
A10023790,힐스테이트이진베이시티,39443,힐스테이트이진베이시티,https://kbland.kr/map?complex=39443,147371,39평D,162,131.85,92.9,display,78250,85000,72500,,,,,,,2026-09-18,97.0,2026-09-18T10:00:00,playwright_dom
A10023790,힐스테이트이진베이시티,39443,힐스테이트이진베이시티,https://kbland.kr/map?complex=39443,167133,45평F,126,149.04,105.47,display,89000,102375,79625,,,,,,,2026-09-18,64.0,2026-09-18T10:00:00,playwright_dom
A10023790,힐스테이트이진베이시티,39443,힐스테이트이진베이시티,https://kbland.kr/map?complex=39443,181429,45평E,126,149.33,105.53,display,89000,102375,79625,,,,,,,2026-09-18,49.0,2026-09-18T10:00:00,playwright_dom
A10023790,힐스테이트이진베이시티,39443,힐스테이트이진베이시티,https://kbland.kr/map?complex=39443,191712,49평G,126,164.4,116.55,display,98900,105500,90500,,,,,,,2026-09-18,84.0,2026-09-18T10:00:00,playwright_dom
A10023790,힐스테이트이진베이시티,39443,힐스테이트이진베이시티,https://kbland.kr/map?complex=39443,199306,49평H,108,164.44,116.12,display,98900,105500,90500,,,,,,,2026-09-18,40.0,2026-09-18T10:00:00,playwright_dom
A10023790,힐스테이트이진베이시티,39443,힐스테이트이진베이시티,https://kbland.kr/map?complex=39443,205050,59평I,126,195.19,138.86,display,125000,137000,105500,,,,,,,2026-09-18,65.0,2026-09-18T10:00:00,playwright_dom
A10024998,범양레우스 센트럴베이,33795,범양레우스센트럴베이,https://kbland.kr/map?complex=33795,32648,29평,214,98.89,72.71,display,49000.0,53750.0,44500.0,35250.0,,,3000.0,108.0,120.0,,45.0,2026-09-18T10:29:27.624962,playwright_dom
A10024998,범양레우스 센트럴베이,33795,범양레우스센트럴베이,https://kbland.kr/map?complex=33795,78654,30평,214,100.91,73.9,display,50000.0,56000.0,45750.0,35250.0,,,3000.0,108.0,120.0,,54.0,2026-09-18T10:29:27.624962,playwright_dom
A10024998,범양레우스 센트럴베이,33795,범양레우스센트럴베이,https://kbland.kr/map?complex=33795,116213,34평B,214,115.36,84.94,display,57250.0,63000.0,53000.0,42250.0,,,5000.0,120.0,135.0,,84.0,2026-09-18T10:29:27.624962,playwright_dom
A10024998,범양레우스 센트럴베이,33795,범양레우스센트럴베이,https://kbland.kr/map?complex=33795,144556,35평A,214,116.54,84.96,display,57000.0,63000.0,52500.0,42250.0,,,5000.0,120.0,135.0,,55.0,2026-09-18T10:29:27.624962,playwright_dom
A10025359,e편한세상부산항,33044,e편한세상부산항,https://kbland.kr/map?complex=33044,31906,30평A,70,102.34,69.48,display,56000.0,58250.0,52500.0,32500.0,,,2000.0,130.0,140.0,,8.0,2026-09-18T10:29:29.848448,playwright_dom
A10025359,e편한세상부산항,33044,e편한세상부산항,https://kbland.kr/map?complex=33044,78021,31평C,105,102.92,69.93,display,55000.0,57250.0,53000.0,32500.0,,,2000.0,130.0,140.0,,2.0,2026-09-18T10:29:29.848448,playwright_dom
A10025359,e편한세상부산항,33044,e편한세상부산항,https://kbland.kr/map?complex=33044,115720,31평B,70,103.69,69.73,display,58000.0,59500.0,55000.0,32500.0,,,2000.0,130.0,140.0,,3.0,2026-09-18T10:29:29.848448,playwright_dom
A10025359,e편한세상부산항,33044,e편한세상부산항,https://kbland.kr/map?complex=33044,144198,37평A,350,123.91,84.68,display,62000.0,64250.0,59000.0,40500.0,,,2000.0,145.0,155.0,,114.0,2026-09-18T10:29:29.848448,playwright_dom
A10025359,e편한세상부산항,33044,e편한세상부산항,https://kbland.kr/map?complex=33044,164876,37평C,87,124.5,84.7,display,62500.0,64500.0,60000.0,40500.0,,,2000.0,145.0,155.0,,13.0,2026-09-18T10:29:29.848448,playwright_dom
A10025359,e편한세상부산항,33044,e편한세상부산항,https://kbland.kr/map?complex=33044,179835,37평B,70,125.13,84.87,display,62500.0,64500.0,60000.0,40500.0,,,2000.0,145.0,155.0,,22.0,2026-09-18T10:29:29.848448,playwright_dom
A10025380,협성휴포레부산진역오션뷰아파트,31737,협성휴포레부산진역오션뷰,https://kbland.kr/map?complex=31737,30606,25평,263,85.74,59.66,display,49500.0,53500.0,43500.0,32000.0,,,,,,,116.0,2026-09-18T10:29:32.038271,playwright_dom
A10025380,협성휴포레부산진역오션뷰아파트,31737,협성휴포레부산진역오션뷰,https://kbland.kr/map?complex=31737,76861,30평B,43,99.43,69.21,display,51000.0,55000.0,46500.0,36000.0,,,,,,,16.0,2026-09-18T10:29:32.038271,playwright_dom
A10025380,협성휴포레부산진역오션뷰아파트,31737,협성휴포레부산진역오션뷰,https://kbland.kr/map?complex=31737,114787,30평A,350,100.1,69.51,display,55000.0,57500.0,49000.0,36000.0,,,,,,,82.0,2026-09-18T10:29:32.038271,playwright_dom
A10025380,협성휴포레부산진역오션뷰아파트,31737,협성휴포레부산진역오션뷰,https://kbland.kr/map?complex=31737,143493,35평,132,118.41,82.87,display,70000.0,77000.0,61500.0,42000.0,,,,,,,22.0,2026-09-18T10:29:32.038271,playwright_dom
A10023208,두산위브더제니스 하버시티,45796,두산위브더제니스하버시티,https://kbland.kr/map?complex=45796,44534,26평,392,87.3,59.87,display,53500.0,57500.0,50000.0,32000.0,,,3000.0,105.0,118.0,,69.0,2026-09-18T10:29:40.627579,playwright_dom
A10023208,두산위브더제니스 하버시티,45796,두산위브더제니스하버시티,https://kbland.kr/map?complex=45796,89115,32평C,293,108.8,75.55,display,65000.0,71500.0,56500.0,36500.0,,,3000.0,128.0,143.0,,90.0,2026-09-18T10:29:40.627579,playwright_dom
A10023208,두산위브더제니스 하버시티,45796,두산위브더제니스하버시티,https://kbland.kr/map?complex=45796,124438,32평A,490,108.98,75.64,display,63000.0,72500.0,54500.0,36500.0,,,3000.0,128.0,143.0,,56.0,2026-09-18T10:29:40.627579,playwright_dom
A10023208,두산위브더제니스 하버시티,45796,두산위브더제니스하버시티,https://kbland.kr/map?complex=45796,182951,32평B,188,109.05,75.67,display,65000.0,71500.0,56500.0,36500.0,,,3000.0,128.0,143.0,,15.0,2026-09-18T10:29:40.627579,playwright_dom
A10023208,두산위브더제니스 하버시티,45796,두산위브더제니스하버시티,https://kbland.kr/map?complex=45796,150592,36평A,390,119.92,84.63,display,71500.0,80000.0,63000.0,40500.0,,,3000.0,145.0,158.0,,102.0,2026-09-18T10:29:40.627579,playwright_dom
A10023208,두산위브더제니스 하버시티,45796,두산위브더제니스하버시티,https://kbland.kr/map?complex=45796,169381,36평B,287,121.78,84.9,display,71500.0,80000.0,63000.0,40500.0,,,3000.0,145.0,158.0,,82.0,2026-09-18T10:29:40.627579,playwright_dom
A10026746,오션브릿지,29905,오션브릿지,https://kbland.kr/map?complex=29905,28797,25평A,164,84.52,59.92,display,38750.0,42000.0,34500.0,27500.0,,,,,,,18.0,2026-09-18T10:29:42.829866,playwright_dom
A10026746,오션브릿지,29905,오션브릿지,https://kbland.kr/map?complex=29905,75230,25평B,162,84.57,59.95,display,36250.0,38000.0,33000.0,27500.0,,,,,,,22.0,2026-09-18T10:29:42.829866,playwright_dom
A10026746,오션브릿지,29905,오션브릿지,https://kbland.kr/map?complex=29905,113443,36평A,164,119.42,84.98,display,55250.0,60000.0,48000.0,33500.0,,,,,,,18.0,2026-09-18T10:29:42.829866,playwright_dom
A10026746,오션브릿지,29905,오션브릿지,https://kbland.kr/map?complex=29905,142450,36평B,76,119.94,84.95,display,53250.0,56000.0,48000.0,33500.0,,,,,,,14.0,2026-09-18T10:29:42.829866,playwright_dom
A10026746,오션브릿지,29905,오션브릿지,https://kbland.kr/map?complex=29905,163610,50평,86,166.9,118.89,display,64500.0,70000.0,60000.0,37000.0,,,,,,,18.0,2026-09-18T10:29:42.829866,playwright_dom
A60106001,한성기린프라자,5407,한성기린프라자,https://kbland.kr/map?complex=5407,5258,25평,249,83.17,60.0,display,16500.0,17500.0,15500.0,12500.0,,,,,,,26.0,2026-09-18T10:29:45.027776,playwright_dom
A60106001,한성기린프라자,5407,한성기린프라자,https://kbland.kr/map?complex=5407,54217,35평,198,116.72,84.21,display,23250.0,24250.0,21250.0,16750.0,,,,,,,16.0,2026-09-18T10:29:45.027776,playwright_dom
A60106001,한성기린프라자,5407,한성기린프라자,https://kbland.kr/map?complex=5407,96929,41평,50,136.77,98.68,display,25000.0,26000.0,24000.0,18750.0,,,,,,,6.0,2026-09-18T10:29:45.027776,playwright_dom
A60106001,한성기린프라자,5407,한성기린프라자,https://kbland.kr/map?complex=5407,130139,48평,50,159.45,115.04,display,27500.0,28500.0,26500.0,20000.0,,,,,,,,2026-09-18T10:29:45.027776,playwright_dom
A60106002,두산위브포세이돈Ⅱ,14680,두산위브포세이돈II,https://kbland.kr/map?complex=14680,194865,32평F,23,107.07,84.95,display,40000.0,42000.0,38000.0,31000.0,,,2000.0,100.0,108.0,,1.0,2026-09-18T10:29:47.259512,playwright_dom
A60106002,두산위브포세이돈Ⅱ,14680,두산위브포세이돈II,https://kbland.kr/map?complex=14680,185931,32평E,27,107.11,84.98,display,40000.0,42000.0,38000.0,31000.0,,,2000.0,100.0,108.0,,3.0,2026-09-18T10:29:47.259512,playwright_dom
A60106002,두산위브포세이돈Ⅱ,14680,두산위브포세이돈II,https://kbland.kr/map?complex=14680,14445,32평A,85,107.13,84.99,display,40000.0,42000.0,38000.0,31000.0,,,2000.0,100.0,108.0,,5.0,2026-09-18T10:29:47.259512,playwright_dom
A60106002,두산위브포세이돈Ⅱ,14680,두산위브포세이돈II,https://kbland.kr/map?complex=14680,62312,32평B,58,107.13,84.99,display,40000.0,42000.0,38000.0,31000.0,,,2000.0,100.0,108.0,,3.0,2026-09-18T10:29:47.259512,playwright_dom
A60106002,두산위브포세이돈Ⅱ,14680,두산위브포세이돈II,https://kbland.kr/map?complex=14680,102786,32평B1,11,107.13,84.99,display,40000.0,42000.0,38000.0,31000.0,,,2000.0,100.0,108.0,,1.0,2026-09-18T10:29:47.259512,playwright_dom
A60106002,두산위브포세이돈Ⅱ,14680,두산위브포세이돈II,https://kbland.kr/map?complex=14680,133990,32평C,71,107.13,84.99,display,40000.0,42000.0,38000.0,31000.0,,,2000.0,100.0,108.0,,8.0,2026-09-18T10:29:47.259512,playwright_dom
A60106002,두산위브포세이돈Ⅱ,14680,두산위브포세이돈II,https://kbland.kr/map?complex=14680,156962,32평D,51,107.13,84.99,display,40000.0,42000.0,38000.0,31000.0,,,2000.0,100.0,108.0,,2.0,2026-09-18T10:29:47.259512,playwright_dom
A60106002,두산위브포세이돈Ⅱ,14680,두산위브포세이돈II,https://kbland.kr/map?complex=14680,173670,32평D1,4,107.13,84.99,display,40000.0,42000.0,38000.0,31000.0,,,2000.0,100.0,108.0,,2.0,2026-09-18T10:29:47.259512,playwright_dom
A60106002,두산위브포세이돈Ⅱ,14680,두산위브포세이돈II,https://kbland.kr/map?complex=14680,210672,48평B,56,160.08,127.0,display,59500.0,65000.0,53000.0,38000.0,,,,,,,8.0,2026-09-18T10:29:47.259512,playwright_dom
A60106002,두산위브포세이돈Ⅱ,14680,두산위브포세이돈II,https://kbland.kr/map?complex=14680,216185,48평D,68,160.14,127.05,display,59500.0,65000.0,53000.0,38000.0,,,,,,,11.0,2026-09-18T10:29:47.259512,playwright_dom
A60106002,두산위브포세이돈Ⅱ,14680,두산위브포세이돈II,https://kbland.kr/map?complex=14680,201608,48평A,88,160.38,127.24,display,59500.0,65000.0,53000.0,38000.0,,,,,,,10.0,2026-09-18T10:29:47.259512,playwright_dom
A60106002,두산위브포세이돈Ⅱ,14680,두산위브포세이돈II,https://kbland.kr/map?complex=14680,206738,48평A1,2,160.38,127.24,display,59500.0,65000.0,53000.0,38000.0,,,,,,,,2026-09-18T10:29:47.259512,playwright_dom
A60106002,두산위브포세이돈Ⅱ,14680,두산위브포세이돈II,https://kbland.kr/map?complex=14680,213745,48평C,56,160.44,127.29,display,59500.0,65000.0,53000.0,38000.0,,,,,,,7.0,2026-09-18T10:29:47.259512,playwright_dom
A60106002,두산위브포세이돈Ⅱ,14680,두산위브포세이돈II,https://kbland.kr/map?complex=14680,218181,57평,86,189.81,150.59,display,63000.0,68000.0,58000.0,39500.0,,,,,,,3.0,2026-09-18T10:29:47.259512,playwright_dom
A60106002,두산위브포세이돈Ⅱ,14680,두산위브포세이돈II,https://kbland.kr/map?complex=14680,219846,86평,2,284.65,225.83,display,,,,,,,,,,,,2026-09-18T10:29:47.259512,playwright_dom
A60106002,두산위브포세이돈Ⅱ,14680,두산위브포세이돈II,https://kbland.kr/map?complex=14680,221195,86평,2,286.46,227.27,display,,,,,,,,,,,,2026-09-18T10:29:47.259512,playwright_dom
A60681702,영선동반도보라아파트,6034,영선동반도보라,https://kbland.kr/map?complex=6034,5881,24평,336,79.93,59.7,display,23000.0,25000.0,20000.0,18500.0,,,,,,,7.0,2026-09-18T10:29:49.511725,playwright_dom
A60681702,영선동반도보라아파트,6034,영선동반도보라,https://kbland.kr/map?complex=6034,54810,32평,292,107.91,84.81,display,34000.0,35000.0,30000.0,23000.0,,,,,,,24.0,2026-09-18T10:29:49.511725,playwright_dom
A60681702,영선동반도보라아파트,6034,영선동반도보라,https://kbland.kr/map?complex=6034,97438,37평,96,123.4,99.96,display,43000.0,45000.0,39000.0,30000.0,,,,,,,11.0,2026-09-18T10:29:49.511725,playwright_dom
A60681702,영선동반도보라아파트,6034,영선동반도보라,https://kbland.kr/map?complex=6034,130528,49평,96,162.2,134.82,display,50000.0,52500.0,46500.0,34000.0,,,,,,,5.0,2026-09-18T10:29:49.511725,playwright_dom
A60681702,영선동반도보라아파트,6034,영선동반도보라,https://kbland.kr/map?complex=6034,154913,60평,48,201.31,167.66,display,59500.0,62500.0,55500.0,43000.0,,,,,,,6.0,2026-09-18T10:29:49.511725,playwright_dom
A60675801,미광마린타워아파트,6037,미광마린타워,https://kbland.kr/map?complex=6037,5884,31평,230,103.66,84.78,display,36000.0,38000.0,32250.0,25000.0,,,5000.0,58.0,65.0,,10.0,2026-09-18T10:29:51.691257,playwright_dom
A60675801,미광마린타워아파트,6037,미광마린타워,https://kbland.kr/map?complex=6037,154915,31평S,176,104.1,84.92,display,36000.0,38000.0,32250.0,25000.0,,,5000.0,58.0,65.0,,5.0,2026-09-18T10:29:51.691257,playwright_dom
A60675801,미광마린타워아파트,6037,미광마린타워,https://kbland.kr/map?complex=6037,54812,43평,138,144.28,122.74,display,43500.0,46000.0,40500.0,27000.0,,,,,,,14.0,2026-09-18T10:29:51.691257,playwright_dom
A60675801,미광마린타워아파트,6037,미광마린타워,https://kbland.kr/map?complex=6037,97440,52평,88,172.19,149.22,display,50500.0,53500.0,46000.0,30000.0,,,,,,,9.0,2026-09-18T10:29:51.691257,playwright_dom
A60675801,미광마린타워아파트,6037,미광마린타워,https://kbland.kr/map?complex=6037,130530,65평,44,215.46,189.85,display,54000.0,58500.0,48500.0,33000.0,,,,,,,4.0,2026-09-18T10:29:51.691257,playwright_dom
A60607003,신영도롯데낙천대,13741,신영도롯데낙천대,https://kbland.kr/map?complex=13741,13518,24평,218,81.22,59.96,display,17250.0,18250.0,15000.0,14250.0,,,3000.0,47.0,50.0,,33.0,2026-09-18T10:29:55.956636,playwright_dom
A60607003,신영도롯데낙천대,13741,신영도롯데낙천대,https://kbland.kr/map?complex=13741,61484,29평,36,97.42,74.46,display,19000.0,20000.0,17750.0,15250.0,,,3000.0,63.0,68.0,,3.0,2026-09-18T10:29:55.956636,playwright_dom
A60607003,신영도롯데낙천대,13741,신영도롯데낙천대,https://kbland.kr/map?complex=13741,102145,32평,234,108.41,84.97,display,20400.0,22000.0,18000.0,18000.0,,,5000.0,73.0,78.0,,32.0,2026-09-18T10:29:55.956636,playwright_dom
A60607003,신영도롯데낙천대,13741,신영도롯데낙천대,https://kbland.kr/map?complex=13741,133501,39평,40,129.38,101.79,display,26000.0,27250.0,22500.0,20000.0,,,,,,,10.0,2026-09-18T10:29:55.956636,playwright_dom
A10023837,부산오션시티푸르지오,44307,부산오션시티푸르지오,https://kbland.kr/map?complex=44307,43058,35평D,82,116.37,84.82,display,41000.0,44500.0,38000.0,29000.0,,,2000.0,105.0,115.0,,57.0,2026-09-18T10:30:05.439617,playwright_dom
A10023837,부산오션시티푸르지오,44307,부산오션시티푸르지오,https://kbland.kr/map?complex=44307,87821,35평E,89,117.5,84.93,display,50000.0,52000.0,48000.0,30500.0,,,2000.0,115.0,125.0,,54.0,2026-09-18T10:30:05.439617,playwright_dom
A10023837,부산오션시티푸르지오,44307,부산오션시티푸르지오,https://kbland.kr/map?complex=44307,123385,35평A,357,118.2,84.91,display,41000.0,44500.0,38000.0,29000.0,,,2000.0,105.0,115.0,,139.0,2026-09-18T10:30:05.439617,playwright_dom
A10023837,부산오션시티푸르지오,44307,부산오션시티푸르지오,https://kbland.kr/map?complex=44307,149821,36평C,135,119.04,84.84,display,41000.0,44500.0,38000.0,29000.0,,,2000.0,105.0,115.0,,72.0,2026-09-18T10:30:05.439617,playwright_dom
A10023837,부산오션시티푸르지오,44307,부산오션시티푸르지오,https://kbland.kr/map?complex=44307,168836,36평B,135,119.84,84.8,display,41000.0,44500.0,38000.0,29000.0,,,2000.0,105.0,115.0,,38.0,2026-09-18T10:30:05.439617,playwright_dom
A10023837,부산오션시티푸르지오,44307,부산오션시티푸르지오,https://kbland.kr/map?complex=44307,182589,36평F,41,119.87,84.98,display,41000.0,44500.0,38000.0,29000.0,,,2000.0,105.0,115.0,,25.0,2026-09-18T10:30:05.439617,playwright_dom
A10023837,부산오션시티푸르지오,44307,부산오션시티푸르지오,https://kbland.kr/map?complex=44307,192543,49평A,6,163.61,115.84,display,,,,,,,,,,,13.0,2026-09-18T10:30:05.439617,playwright_dom
A10023837,부산오션시티푸르지오,44307,부산오션시티푸르지오,https://kbland.kr/map?complex=44307,199925,50평B,1,165.42,115.73,display,,,,,,,,,,,,2026-09-18T10:30:05.439617,playwright_dom
A60675110,함지그린,6054,함지그린,https://kbland.kr/map?complex=6054,5901,18평,400,62.48,45.5,display,11000.0,12000.0,9500.0,9000.0,,,1000.0,35.0,40.0,,47.0,2026-09-18T10:30:17.087721,playwright_dom
A60675110,함지그린,6054,함지그린,https://kbland.kr/map?complex=6054,54828,23평,600,78.3,57.09,display,17000.0,18750.0,13750.0,12000.0,,,1000.0,50.0,55.0,,52.0,2026-09-18T10:30:17.087721,playwright_dom
A60680909,국제마마뉴비치,6056,국제마마뉴비치타운,https://kbland.kr/map?complex=6056,5903,31평,331,104.61,85.76,display,17750.0,19000.0,16000.0,13750.0,,,,,,,49.0,2026-09-18T10:30:23.389225,playwright_dom
A60680909,국제마마뉴비치,6056,국제마마뉴비치타운,https://kbland.kr/map?complex=6056,54830,41평,55,137.8,116.63,display,21750.0,22750.0,20500.0,16500.0,,,,,,,7.0,2026-09-18T10:30:23.389225,playwright_dom
A60680909,국제마마뉴비치,6056,국제마마뉴비치타운,https://kbland.kr/map?complex=6056,97454,43평,56,142.79,121.26,display,23750.0,24750.0,21750.0,18250.0,,,,,,,12.0,2026-09-18T10:30:23.389225,playwright_dom
A60680909,국제마마뉴비치,6056,국제마마뉴비치타운,https://kbland.kr/map?complex=6056,130540,51평,80,170.44,146.99,display,26000.0,27750.0,23500.0,20000.0,,,,,,,17.0,2026-09-18T10:30:23.389225,playwright_dom
A60680912,절영아파트,6057,절영,https://kbland.kr/map?complex=6057,5904,19평,1340,65.78,46.27,display,10000.0,11750.0,7750.0,8500.0,,,1000.0,40.0,45.0,,303.0,2026-09-18T10:30:25.637196,playwright_dom
A61479902,대원칸타빌멤버스,14276,양정동대원칸타빌멤버스,https://kbland.kr/map?complex=14276,14050,36평,156,120.52,84.81,display,42000.0,44750.0,39500.0,27500.0,,,3000.0,95.0,105.0,,14.0,2026-09-18T10:30:44.459770,playwright_dom
A61479902,대원칸타빌멤버스,14276,양정동대원칸타빌멤버스,https://kbland.kr/map?complex=14276,61959,37평,68,123.03,84.85,display,44000.0,46000.0,41500.0,28000.0,,,3000.0,100.0,110.0,,1.0,2026-09-18T10:30:44.459770,playwright_dom
A61479902,대원칸타빌멤버스,14276,양정동대원칸타빌멤버스,https://kbland.kr/map?complex=14276,102511,38평B,34,127.89,84.86,display,44000.0,46000.0,41500.0,28000.0,,,3000.0,100.0,110.0,,,2026-09-18T10:30:44.459770,playwright_dom
A61479902,대원칸타빌멤버스,14276,양정동대원칸타빌멤버스,https://kbland.kr/map?complex=14276,133775,38평A,136,128.6,84.85,display,44000.0,46000.0,41500.0,28000.0,,,3000.0,100.0,110.0,,9.0,2026-09-18T10:30:44.459770,playwright_dom
A61479902,대원칸타빌멤버스,14276,양정동대원칸타빌멤버스,https://kbland.kr/map?complex=14276,156818,42평,140,141.87,110.93,display,50500.0,53000.0,48500.0,30500.0,,,3000.0,110.0,120.0,,52.0,2026-09-18T10:30:44.459770,playwright_dom
A61479902,대원칸타빌멤버스,14276,양정동대원칸타빌멤버스,https://kbland.kr/map?complex=14276,173581,43평,72,143.89,109.54,display,47000.0,50000.0,45000.0,30500.0,,,3000.0,110.0,120.0,,13.0,2026-09-18T10:30:44.459770,playwright_dom
A61479902,대원칸타빌멤버스,14276,양정동대원칸타빌멤버스,https://kbland.kr/map?complex=14276,185863,48평,166,159.89,118.61,display,51500.0,54000.0,49500.0,31500.0,,,3000.0,110.0,120.0,,31.0,2026-09-18T10:30:44.459770,playwright_dom
A61479902,대원칸타빌멤버스,14276,양정동대원칸타빌멤버스,https://kbland.kr/map?complex=14276,194815,50평,68,167.86,130.34,display,52500.0,55000.0,50500.0,33500.0,,,,,,,12.0,2026-09-18T10:30:44.459770,playwright_dom
A61404006,서면한신,5515,서면한신,https://kbland.kr/map?complex=5515,130213,23평B,125,79.04,59.72,display,33250.0,36000.0,31000.0,23000.0,,,5000.0,45.0,58.0,,2.0,2026-09-18T10:31:03.324151,playwright_dom
A61404006,서면한신,5515,서면한신,https://kbland.kr/map?complex=5515,5366,23평A,176,79.17,59.84,display,33250.0,36000.0,31000.0,23000.0,,,5000.0,45.0,58.0,,12.0,2026-09-18T10:31:03.324151,playwright_dom
