kapt_code,kapt_name,audited_status,in_master,in_rental,in_pending
A10026157,명지더웨스턴,MASTER_INCLUDED,True,False,False
A10026445,중흥S-클래스에듀오션,MASTER_INCLUDED,True,False,False
A10027139,호반써밋명지국제,MASTER_INCLUDED,True,False,False
A10027280,명지 협성휴포레,MASTER_INCLUDED,True,False,False
A10027282,중흥S클래스프라디움아파트,MASTER_INCLUDED,True,False,False
A10027581,명지대방노블랜드오션뷰2차아파트,MASTER_INCLUDED,True,False,False
A10027621,명지2차 금강펜테리움 센트럴파크,MASTER_INCLUDED,True,False,False
A10027656,대방노블랜드오션뷰1차아파트,MASTER_INCLUDED,True,False,False
A10027698,명지 국제신도시 호반베르디움1차,MASTER_INCLUDED,True,False,False
A10027918,명지1차금강펜테리움센트럴파크,MASTER_INCLUDED,True,False,False
A10027953,명지에일린의뜰아파트,MASTER_INCLUDED,True,False,False
A10028117,명지삼정그린코아,MASTER_INCLUDED,True,False,False
A61820001,명지롯데캐슬,MASTER_INCLUDED,True,False,False
A61870404,퀸덤1차아인슈타인타운,MASTER_INCLUDED,True,False,False
A61870405,영어도시퀸덤1차링컨타운,MASTER_INCLUDED,True,False,False
A61870406,영어도시퀸덤에디슨타운,MASTER_INCLUDED,True,False,False
A61870410,명지두산위브포세이돈,MASTER_INCLUDED,True,False,False
A61870411,명지오션시티한신휴플러스,MASTER_INCLUDED,True,False,False
A61881402,명지극동스타클래스,MASTER_INCLUDED,True,False,False
A10025154,명지화전지구우방아이유쉘아파트,FINAL_PENDING,False,False,True
A10027026,지사과학단지 삼정그린코아아파트,MASTER_INCLUDED,True,False,False
A10028069,협성.DS엘리시안아파트,MASTER_INCLUDED,True,False,False
A61823001,지사휴먼시아,EXCLUDED_RENTAL_ONLY,False,True,False
A61823002,금강펜테리움,MASTER_INCLUDED,True,False,False
A61829001,신호윌더하임,MASTER_INCLUDED,True,False,False
A61872201,부산신호사랑으로부영1차아파트,MASTER_INCLUDED,True,False,False
A61872202,부산신호 사랑으로 부영2차아파트,MASTER_INCLUDED,True,False,False
A61872203,부산신호사랑으로부영5차,EXCLUDED_RENTAL_ONLY,False,True,False
A61872204,부산신호3사랑으로부영3차,EXCLUDED_RENTAL_ONLY,False,True,False
A10022890,레이카운티 아파트,MASTER_INCLUDED,True,False,False
A10025258,아시아드코오롱하늘채,FINAL_PENDING,False,False,True
A10025950,거제센트럴자이,MASTER_INCLUDED,True,False,False
A61175804,거제현대아파트,MASTER_INCLUDED,True,False,False
A61176513,거제1차현대홈타운,MASTER_INCLUDED,True,False,False
A61176612,거제2차현대홈타운아파트,MASTER_INCLUDED,True,False,False
A61176709,거제쌍용스윗닷홈아파트,MASTER_INCLUDED,True,False,False
A61176911,거제동롯데캐슬아파트,MASTER_INCLUDED,True,False,False
A61177214,거제동월드메르디앙,MASTER_INCLUDED,True,False,False
A61180503,유림아시아드아파트,MASTER_INCLUDED,True,False,False
A10020498,시청앞 행복주택1단지,EXCLUDED_RENTAL_ONLY,False,True,False
A10022365,연산포레서희스타힐스,MASTER_INCLUDED,True,False,False
A10023014,시청앞 행복주택2단지,EXCLUDED_RENTAL_ONLY,False,True,False
A10023526,힐스테이트연산 아파트,MASTER_INCLUDED,True,False,False
A10024627,연산롯데캐슬골드포레,MASTER_INCLUDED,True,False,False
A10025135,시청역 비스타동원아파트,MASTER_INCLUDED,True,False,False
A10025559,연산더샵아파트,MASTER_INCLUDED,True,False,False
A10025994,연제 롯데캐슬앤데시앙,MASTER_INCLUDED,True,False,False
A10026902,연산동 일동미라주 더 스타,MASTER_INCLUDED,True,False,False
A10027085,센텀리버sk뷰,MASTER_INCLUDED,True,False,False
A10027159,브라운스톤연제,MASTER_INCLUDED,True,False,False
A10027937,더샵 파크시티,MASTER_INCLUDED,True,False,False
A10028028,부산센텀푸르지오,MASTER_INCLUDED,True,False,False
A61175110,망미주공아파트,MASTER_INCLUDED,True,False,False
A61175209,연산한양아파트,FINAL_PENDING,False,False,True
A61175901,연산자이,MASTER_INCLUDED,True,False,False
A61176308,연산선경아파트,MASTER_INCLUDED,True,False,False
A61176411,연산LG아파트,MASTER_INCLUDED,True,False,False
A10025433,수영sk뷰 1단지,MASTER_INCLUDED,True,False,False
A61313001,망미삼성아파트,MASTER_INCLUDED,True,False,False
A61313002,망미동the#파크리치,MASTER_INCLUDED,True,False,False
A61313203,센텀수영강변3차 e-편한세상아파트,MASTER_INCLUDED,True,False,False
A61375702,수영현대아파트,MASTER_INCLUDED,True,False,False
A61383101,수영협성르네상스타운,MASTER_INCLUDED,True,False,False
A10025075,e편한세상 오션테라스,FINAL_PENDING,False,False,True
A10026760,센텀비스타동원아파트,MASTER_INCLUDED,True,False,False
A61377105,센텀비치푸르지오아파트,MASTER_INCLUDED,True,False,False
A61377106,부산더샵센텀포레,MASTER_INCLUDED,True,False,False
A61377204,롯데캐슬자이안트아파트,MASTER_INCLUDED,True,False,False
A10020002,드파인 광안,MASTER_INCLUDED,True,False,False
A10024695,광안자이아파트,MASTER_INCLUDED,True,False,False
A61310007,광안쌍용예가디오션,MASTER_INCLUDED,True,False,False
A61375202,광원아파트,MASTER_INCLUDED,True,False,False
A61375603,비치-그린아파트,MASTER_INCLUDED,True,False,False
A10023420,남천자이아파트,MASTER_INCLUDED,True,False,False
A10023607,더샵남천프레스티지아파트,MASTER_INCLUDED,True,False,False
A61301003,삼익비치아파트,MASTER_INCLUDED,True,False,False
A61381805,남천코오롱하늘채골든비치,MASTER_INCLUDED,True,False,False
A61381903,남천뉴비치아파트,MASTER_INCLUDED,True,False,False
A61775202,모라백양그린아파트,MASTER_INCLUDED,True,False,False
A61775307,부산모라주공3,EXCLUDED_RENTAL_ONLY,False,True,False
A61775401,백양푸른숲입주자대표회의,MASTER_INCLUDED,True,False,False
A61775706,우성아파트,MASTER_INCLUDED,True,False,False
A61781706,모라주공1단지,EXCLUDED_RENTAL_ONLY,False,True,False
A61781805,모라벽산아파트,MASTER_INCLUDED,True,False,False
A61781807,모라동원타운,MASTER_INCLUDED,True,False,False
A61781808,우신모라아파트,MASTER_INCLUDED,True,False,False
A10023104,사상 중흥S-클래스 그랜드센트럴,MASTER_INCLUDED,True,False,False
A61777903,덕포경동메르빌,MASTER_INCLUDED,True,False,False
A61781005,덕포자유아파트,MASTER_INCLUDED,True,False,False
A10023544,센트럴 스타힐스,MASTER_INCLUDED,True,False,False
A61776003,괘법2차한신아파트,MASTER_INCLUDED,True,False,False
A61780802,사상강변동원아파트,MASTER_INCLUDED,True,False,False
A10028191,감전엘에이치,EXCLUDED_RENTAL_ONLY,False,True,False
A10023571,주례롯데캐슬골드스마트,MASTER_INCLUDED,True,False,False
A10026975,주례경동리인아파트,MASTER_INCLUDED,True,False,False
A61701002,주례한일유앤아이아파트,MASTER_INCLUDED,True,False,False
A61776104,주례반도보라매머드아파트,MASTER_INCLUDED,True,False,False
A61776303,주례럭키아파트,FINAL_PENDING,False,False,True
A61778608,주례청구아파트,MASTER_INCLUDED,True,False,False
A61783202,신주례2차LG아파트,MASTER_INCLUDED,True,False,False
A61783203,LG신주례1단지아파트,MASTER_INCLUDED,True,False,False
A61783402,주례현대무지개아파트,MASTER_INCLUDED,True,False,False
A61776907,학장금강,MASTER_INCLUDED,True,False,False
A61777010,학장무학,MASTER_INCLUDED,True,False,False
A61777105,학장벽산아파트,MASTER_INCLUDED,True,False,False
A61777312,학장반도보라타운,MASTER_INCLUDED,True,False,False
A61777409,구덕대림,MASTER_INCLUDED,True,False,False
A61777410,학장1지구도개공임대,EXCLUDED_RENTAL_ONLY,False,True,False
A61777411,학장삼정그린코아,MASTER_INCLUDED,True,False,False
A61777711,학장목화,MASTER_INCLUDED,True,False,False
A61777806,학장동2차삼성,MASTER_INCLUDED,True,False,False
A61784208,신구덕우성,MASTER_INCLUDED,True,False,False
A61784213,구학마을아파트,MASTER_INCLUDED,True,False,False
A61776508,엄궁대림아파트,MASTER_INCLUDED,True,False,False
A61776509,엄궁롯데캐슬리버아파트,MASTER_INCLUDED,True,False,False
A61776710,엄궁한신2차아파트,MASTER_INCLUDED,True,False,False
A61776811,엄궁코오롱아파트,MASTER_INCLUDED,True,False,False
A61778507,엄궁쌍용스윗닷홈,MASTER_INCLUDED,True,False,False
A61990514,기장한신그린코아아파트,MASTER_INCLUDED,True,False,False
A61970415,부산기장교리,EXCLUDED_RENTAL_ONLY,False,True,False
A61990108,이진캐스빌블루1차,MASTER_INCLUDED,True,False,False
A61970311,기장서부주공아파트,MASTER_INCLUDED,True,False,False
A10023692,웨이브리즈아파트,MASTER_INCLUDED,True,False,False
A61970112,기장현대아파트,MASTER_INCLUDED,True,False,False
A61970210,우신네오빌아파트,MASTER_INCLUDED,True,False,False
A61990609,기장2주공아파트,MASTER_INCLUDED,True,False,False
A10026865,동부산 삼정그린코아 더베스트,MASTER_INCLUDED,True,False,False
A61990213,내리 휴먼시아1단지,EXCLUDED_RENTAL_ONLY,False,True,False
A10028142,가화만사성정관타운아파트,MASTER_INCLUDED,True,False,False
A61996111,정관동원로얄듀크2차,MASTER_INCLUDED,True,False,False
A61996102,정관센트럴파크,MASTER_INCLUDED,True,False,False
A61996105,정관LH4단지,EXCLUDED_RENTAL_ONLY,False,True,False
A61996108,정관1차동원로얄듀크,MASTER_INCLUDED,True,False,False
A61996112,정관신도시LH5단지,EXCLUDED_RENTAL_ONLY,False,True,False
A10025749,부산정관 행복주택,EXCLUDED_RENTAL_ONLY,False,True,False
A10026813,정관 엘에이치 7단지,EXCLUDED_RENTAL_ONLY,False,True,False
A10028081,정관이지더원3차아파트,MASTER_INCLUDED,True,False,False
A61990110,정관신도시이지더원1차,MASTER_INCLUDED,True,False,False
A61996103,정관신도시휴먼시아2단지,EXCLUDED_RENTAL_ONLY,False,True,False
A61996106,EGthe12차,MASTER_INCLUDED,True,False,False
A61996109,정관롯데캐슬2차,MASTER_INCLUDED,True,False,False
A61996110,정관동일스위트2차,MASTER_INCLUDED,True,False,False
A61996114,정관동일스위트3차,MASTER_INCLUDED,True,False,False
A61996204,정관신도시현진아파트,MASTER_INCLUDED,True,False,False
A10027503,정관양우내안애,MASTER_INCLUDED,True,False,False
A61996005,정관신도시롯데캐슬,MASTER_INCLUDED,True,False,False
A61996107,정관동일스위트1차,MASTER_INCLUDED,True,False,False
A61996115,정관이진캐스빌,MASTER_INCLUDED,True,False,False
A61996303,정관신도시 신동아파밀리에,MASTER_INCLUDED,True,False,False
A61996306,정관한진해모로,MASTER_INCLUDED,True,False,False
A61996308,정관신도시휴먼시아1단지,EXCLUDED_RENTAL_ONLY,False,True,False
A10020313,일광동원로얄듀크,EXCLUDED_RENTAL_ONLY,False,True,False
A10023283,금호센트럴베이 행복주택 일광,EXCLUDED_RENTAL_ONLY,False,True,False
A10023778,이지더원2차포레온아파트,EXCLUDED_RENTAL_ONLY,False,True,False
A10023912,일광한신더휴센트럴포레,MASTER_INCLUDED,True,False,False
A10024606,일광 대성베르힐,MASTER_INCLUDED,True,False,False
A10024909,일광자이푸르지오 2단지,MASTER_INCLUDED,True,False,False
A10024919,일광신도시비스타동원1차아파트,MASTER_INCLUDED,True,False,False
A10024933,일광 이지더원1차오션포레,MASTER_INCLUDED,True,False,False
A10025042,e편한세상일광아파트,MASTER_INCLUDED,True,False,False
A10024476,일광신도시 비스타동원2차아파트,MASTER_INCLUDED,True,False,False
A61987101,고촌휴먼시아,EXCLUDED_RENTAL_ONLY,False,True,False
