kapt_code,area_group_id,verified_at,valid_from,valid_to,valid_date_format,copied_suspicion
A61678209,exclusive_116_06,2026-09-18,nan,nan,True,False
A61678209,exclusive_119_69,2026-09-18,nan,nan,True,False
A61678209,exclusive_134_99,2026-09-18,nan,nan,True,False
A61678209,exclusive_148_26,2026-09-18,nan,nan,True,False
A61678706,exclusive_79_19,2026-09-18,nan,nan,True,False
A61678706,exclusive_84_28,2026-09-18,nan,nan,True,False
A61678804,exclusive_84_94,2026-09-18,nan,nan,True,False
A61682607,exclusive_84_78,2026-09-18,nan,nan,True,False
A61682607,exclusive_84_92,2026-09-18,nan,nan,True,False
A61682607,exclusive_132_18,2026-09-18,nan,nan,True,False
A61682607,exclusive_134_14,2026-09-18,nan,nan,True,False
A61682907,exclusive_59_84,2026-09-18,nan,nan,True,False
A61682907,exclusive_77_82,2026-09-18,nan,nan,True,False
A61682907,exclusive_84_96,2026-09-18,nan,nan,True,False
A61682908,exclusive_59_67,2026-09-18,nan,nan,True,False
A61682908,exclusive_59_85,2026-09-18,nan,nan,True,False
A61682908,exclusive_74_6,2026-09-18,nan,nan,True,False
A61682908,exclusive_84_99,2026-09-18,nan,nan,True,False
A61682908,exclusive_113_82,2026-09-18,nan,nan,True,False
A10022905,exclusive_59_99,2026-09-18,nan,nan,True,False
A10022905,exclusive_59_99_23평C,2026-09-18,nan,nan,True,False
A10022905,exclusive_59_99_23평D,2026-09-18,nan,nan,True,False
A10022905,exclusive_59_99_24평B,2026-09-18,nan,nan,True,False
A10022905,exclusive_74_95,2026-09-18,nan,nan,True,False
A10022905,exclusive_74_71,2026-09-18,nan,nan,True,False
A10022905,exclusive_84_83,2026-09-18,nan,nan,True,False
A10022905,exclusive_84_83_33평B,2026-09-18,nan,nan,True,False
A10022905,exclusive_84_83_33평C,2026-09-18,nan,nan,True,False
A10023684,exclusive_59_99,2026-09-18,nan,nan,True,False
A10023684,exclusive_74_55,2026-09-18,nan,nan,True,False
A10023684,exclusive_74_71,2026-09-18,nan,nan,True,False
A10023684,exclusive_74_71_30평C,2026-09-18,nan,nan,True,False
A10023684,exclusive_84_97,2026-09-18,nan,nan,True,False
A61610003,exclusive_59_96,2026-09-18,nan,nan,True,False
A61610003,exclusive_84_75,2026-09-18,nan,nan,True,False
A61610003,exclusive_122_06,2026-09-18,nan,nan,True,False
A61670501,exclusive_59_61,2026-09-18,nan,nan,True,False
A61670501,exclusive_59_97,2026-09-18,nan,nan,True,False
A61670501,exclusive_78_19,2026-09-18,nan,nan,True,False
A61670501,exclusive_84_36,2026-09-18,nan,nan,True,False
A61670501,exclusive_102_01,2026-09-18,nan,nan,True,False
A61670501,exclusive_121_81,2026-09-18,nan,nan,True,False
A61677608,exclusive_44_87,2026-09-18,nan,nan,True,False
A61677608,exclusive_55_77,2026-09-18,nan,nan,True,False
A61682303,exclusive_38_64,2026-09-18,nan,nan,True,False
A61682303,exclusive_36_16,2026-09-18,nan,nan,True,False
A61682303,exclusive_36_34,2026-09-18,nan,nan,True,False
A61682303,exclusive_41_3,2026-09-18,nan,nan,True,False
A61682303,exclusive_44_94,2026-09-18,nan,nan,True,False
A61682303,exclusive_41_3_18평,2026-09-18,nan,nan,True,False
A61682303,exclusive_49_94,2026-09-18,nan,nan,True,False
A61682303,exclusive_49_94_22평,2026-09-18,nan,nan,True,False
A10024201,exclusive_39_79,2026-09-18,nan,nan,True,False
A10024201,exclusive_48_73,2026-09-18,nan,nan,True,False
A10024201,exclusive_59_72,2026-09-18,nan,nan,True,False
A10024201,exclusive_59_94,2026-09-18,nan,nan,True,False
A10024201,exclusive_74_9,2026-09-18,nan,nan,True,False
A10024201,exclusive_84_96,2026-09-18,nan,nan,True,False
A10024201,exclusive_84_85,2026-09-18,nan,nan,True,False
A61609002,exclusive_73_11,2026-09-18,nan,nan,True,False
A61609002,exclusive_84_98,2026-09-18,nan,nan,True,False
A61609002,exclusive_84_98_34평B,2026-09-18,nan,nan,True,False
A61609002,exclusive_99_24,2026-09-18,nan,nan,True,False
A61680707,exclusive_59_26,2026-09-18,nan,nan,True,False
A61680707,exclusive_61_2,2026-09-18,nan,nan,True,False
A61680707,exclusive_72_87,2026-09-18,nan,nan,True,False
A61680707,exclusive_78_18,2026-09-18,nan,nan,True,False
A61680707,exclusive_84_73,2026-09-18,nan,nan,True,False
A61680707,exclusive_84_91,2026-09-18,nan,nan,True,False
A61273306,exclusive_59_91,2026-09-18,nan,nan,True,False
A61280805,exclusive_84_87,2026-09-18,nan,nan,True,False
A10023647,exclusive_39_94,2026-09-18,nan,nan,True,False
A10023647,exclusive_59_87,2026-09-18,nan,nan,True,False
A10023647,exclusive_64_98,2026-09-18,nan,nan,True,False
A10023647,exclusive_84_61,2026-09-18,nan,nan,True,False
A10023647,exclusive_84_91,2026-09-18,nan,nan,True,False
A10023647,exclusive_102_92,2026-09-18,nan,nan,True,False
A61206110,exclusive_59_93,2026-09-18,nan,nan,True,False
A61206110,exclusive_59_62,2026-09-18,nan,nan,True,False
A61206110,exclusive_84_97,2026-09-18,nan,nan,True,False
A61206113,exclusive_59_97,2026-09-18,nan,nan,True,False
A61206113,exclusive_59_96,2026-09-18,nan,nan,True,False
A61206113,exclusive_77_67,2026-09-18,nan,nan,True,False
A61206113,exclusive_84_92,2026-09-18,nan,nan,True,False
A61206113,exclusive_126_84,2026-09-18,nan,nan,True,False
A61206113,exclusive_154_91,2026-09-18,nan,nan,True,False
A61206114,exclusive_59_96,2026-09-18,nan,nan,True,False
A61206114,exclusive_84_97,2026-09-18,nan,nan,True,False
A61206114,exclusive_101_79,2026-09-18,nan,nan,True,False
A61206114,exclusive_122_98,2026-09-18,nan,nan,True,False
A61206114,exclusive_142_65,2026-09-18,nan,nan,True,False
A61206118,exclusive_84_93,2026-09-18,nan,nan,True,False
A61206118,exclusive_84_99,2026-09-18,nan,nan,True,False
A61206118,exclusive_84_97,2026-09-18,nan,nan,True,False
A61206118,exclusive_84_97_33평A,2026-09-18,nan,nan,True,False
A61206118,exclusive_100_99,2026-09-18,nan,nan,True,False
A61206118,exclusive_119_35,2026-09-18,nan,nan,True,False
A61206118,exclusive_119_61,2026-09-18,nan,nan,True,False
A61206118,exclusive_129_74,2026-09-18,nan,nan,True,False
A61206118,exclusive_135_19,2026-09-18,nan,nan,True,False
A61270515,exclusive_59_96,2026-09-18,nan,nan,True,False
A61270515,exclusive_59_76,2026-09-18,nan,nan,True,False
A61270515,exclusive_84_97,2026-09-18,nan,nan,True,False
A61270515,exclusive_101_79,2026-09-18,nan,nan,True,False
A61270515,exclusive_127_36,2026-09-18,nan,nan,True,False
A61270515,exclusive_154_06,2026-09-18,nan,nan,True,False
A61271919,exclusive_59_92,2026-09-18,nan,nan,True,False
A61271919,exclusive_75_57,2026-09-18,nan,nan,True,False
A61271919,exclusive_84_8,2026-09-18,nan,nan,True,False
A61271919,exclusive_101_55,2026-09-18,nan,nan,True,False
A61271919,exclusive_101_67,2026-09-18,nan,nan,True,False
A61271919,exclusive_118_72,2026-09-18,nan,nan,True,False
A61271919,exclusive_118_73,2026-09-18,nan,nan,True,False
A61271919,exclusive_134_58,2026-09-18,nan,nan,True,False
A61271919,exclusive_134_7,2026-09-18,nan,nan,True,False
A61272011,exclusive_57_09,2026-09-18,nan,nan,True,False
A61272011,exclusive_64_98,2026-09-18,nan,nan,True,False
A61272011,exclusive_73_8,2026-09-18,nan,nan,True,False
A61272011,exclusive_76_35,2026-09-18,nan,nan,True,False
A61272011,exclusive_84_81,2026-09-18,nan,nan,True,False
A61272011,exclusive_84_87,2026-09-18,nan,nan,True,False
A61272011,exclusive_101_53,2026-09-18,nan,nan,True,False
A61279802,exclusive_56_97,2026-09-18,nan,nan,True,False
A61281117,exclusive_59_99,2026-09-18,nan,nan,True,False
A61281117,exclusive_84_98,2026-09-18,nan,nan,True,False
A61281117,exclusive_126_93,2026-09-18,nan,nan,True,False
A61205002,exclusive_84_99,2026-09-18,nan,nan,True,False
A61205002,exclusive_84_99_33평A,2026-09-18,nan,nan,True,False
A61205002,exclusive_84_97,2026-09-18,nan,nan,True,False
A61205002,exclusive_84_98,2026-09-18,nan,nan,True,False
A61205002,exclusive_84_98_34평A1,2026-09-18,nan,nan,True,False
A61205002,exclusive_84_97_34평A,2026-09-18,nan,nan,True,False
A61205002,exclusive_117_41,2026-09-18,nan,nan,True,False
A61205003,exclusive_98_51,2026-09-18,nan,nan,True,False
A61205003,exclusive_109_14,2026-09-18,nan,nan,True,False
A61205003,exclusive_115_93,2026-09-18,nan,nan,True,False
A61205003,exclusive_135_65,2026-09-18,nan,nan,True,False
A61205003,exclusive_164_32,2026-09-18,nan,nan,True,False
A61205003,exclusive_209_89,2026-09-18,nan,nan,True,False
A61205003,exclusive_215_64,2026-09-18,nan,nan,True,False
A61205003,exclusive_244_67,2026-09-18,nan,nan,True,False
A61205003,exclusive_244_98,2026-09-18,nan,nan,True,False
A61271204,exclusive_84_63,2026-09-18,nan,nan,True,False
A61271204,exclusive_84_65,2026-09-18,nan,nan,True,False
A61271204,exclusive_100_94,2026-09-18,nan,nan,True,False
A61271204,exclusive_125_41,2026-09-18,nan,nan,True,False
A61271204,exclusive_126_9,2026-09-18,nan,nan,True,False
A61271204,exclusive_151_91,2026-09-18,nan,nan,True,False
A61271204,exclusive_175_12,2026-09-18,nan,nan,True,False
A61271302,exclusive_84_63,2026-09-18,nan,nan,True,False
A61271302,exclusive_84_65,2026-09-18,nan,nan,True,False
A61271302,exclusive_100_94,2026-09-18,nan,nan,True,False
A61271302,exclusive_127_48,2026-09-18,nan,nan,True,False
A61274815,exclusive_49_96,2026-09-18,nan,nan,True,False
A61274815,exclusive_49_98,2026-09-18,nan,nan,True,False
A61274815,exclusive_49_99,2026-09-18,nan,nan,True,False
A61274815,exclusive_50_6,2026-09-18,nan,nan,True,False
A61274815,exclusive_53_24,2026-09-18,nan,nan,True,False
A61274815,exclusive_53_71,2026-09-18,nan,nan,True,False
A61274815,exclusive_70_58,2026-09-18,nan,nan,True,False
A61274815,exclusive_71_2,2026-09-18,nan,nan,True,False
A61278214,exclusive_59_6,2026-09-18,nan,nan,True,False
A61278214,exclusive_75_79,2026-09-18,nan,nan,True,False
A61278214,exclusive_76_06,2026-09-18,nan,nan,True,False
A61278214,exclusive_84_84,2026-09-18,nan,nan,True,False
A61278214,exclusive_84_4,2026-09-18,nan,nan,True,False
A61281512,exclusive_74_22,2026-09-18,nan,nan,True,False
A61281512,exclusive_84_94,2026-09-18,nan,nan,True,False
A61283211,exclusive_36_33,2026-09-18,nan,nan,True,False
A61283211,exclusive_47_79,2026-09-18,nan,nan,True,False
A61283211,exclusive_50_31,2026-09-18,nan,nan,True,False
A61283211,exclusive_58_59,2026-09-18,nan,nan,True,False
A61283410,exclusive_59_64,2026-09-18,nan,nan,True,False
A61283410,exclusive_84_78,2026-09-18,nan,nan,True,False
A61283410,exclusive_84_93,2026-09-18,nan,nan,True,False
A61283410,exclusive_84_95,2026-09-18,nan,nan,True,False
A61286403,exclusive_73_4,2026-09-18,nan,nan,True,False
A61286403,exclusive_84_84,2026-09-18,nan,nan,True,False
A61286403,exclusive_84_98,2026-09-18,nan,nan,True,False
A61286403,exclusive_123_86,2026-09-18,nan,nan,True,False
A10022568,exclusive_69_91,2026-09-18,nan,nan,True,False
A10022568,exclusive_84_62,2026-09-18,nan,nan,True,False
A10022568,exclusive_84_96,2026-09-18,nan,nan,True,False
A10022568,exclusive_84_51,2026-09-18,nan,nan,True,False
A10022568,exclusive_84_94,2026-09-18,nan,nan,True,False
A10022568,exclusive_84_97,2026-09-18,nan,nan,True,False
A10022568,exclusive_84_97_36평H,2026-09-18,nan,nan,True,False
A10022568,exclusive_84_8,2026-09-18,nan,nan,True,False
A10022568,exclusive_84_43,2026-09-18,nan,nan,True,False
A10023542,exclusive_84_54,2026-09-18,nan,nan,True,False
A10023542,exclusive_84_43,2026-09-18,nan,nan,True,False
A10023542,exclusive_84_99,2026-09-18,nan,nan,True,False
A10025214,exclusive_84_94,2026-09-18,nan,nan,True,False
A10025214,exclusive_84_94_35평Z,2026-09-18,nan,nan,True,False
A10025214,exclusive_84_94_35평C,2026-09-18,nan,nan,True,False
A10025214,exclusive_84_94_35평D,2026-09-18,nan,nan,True,False
A10025214,exclusive_104_74,2026-09-18,nan,nan,True,False
A61202004,exclusive_84_98,2026-09-18,nan,nan,True,False
A61202004,exclusive_84_97,2026-09-18,nan,nan,True,False
A61202004,exclusive_84_97_34평A,2026-09-18,nan,nan,True,False
A61202004,exclusive_97_58,2026-09-18,nan,nan,True,False
A61202004,exclusive_108_51,2026-09-18,nan,nan,True,False
A61202004,exclusive_109_57,2026-09-18,nan,nan,True,False
A61202004,exclusive_125_09,2026-09-18,nan,nan,True,False
A61202004,exclusive_131_48,2026-09-18,nan,nan,True,False
A61202004,exclusive_132_11,2026-09-18,nan,nan,True,False
A61202004,exclusive_168_55,2026-09-18,nan,nan,True,False
A61202004,exclusive_203_16,2026-09-18,nan,nan,True,False
A61202004,exclusive_205_78,2026-09-18,nan,nan,True,False
A61202007,exclusive_99_4,2026-09-18,nan,nan,True,False
A61202007,exclusive_99_4_44평AE,2026-09-18,nan,nan,True,False
A61202007,exclusive_100_96,2026-09-18,nan,nan,True,False
A61202007,exclusive_104_49,2026-09-18,nan,nan,True,False
A61202007,exclusive_111_07,2026-09-18,nan,nan,True,False
A61202007,exclusive_118_37,2026-09-18,nan,nan,True,False
A61202007,exclusive_127_65,2026-09-18,nan,nan,True,False
A61202007,exclusive_145_8,2026-09-18,nan,nan,True,False
A61202007,exclusive_157_01,2026-09-18,nan,nan,True,False
A61202007,exclusive_156_57,2026-09-18,nan,nan,True,False
A61202007,exclusive_159_54,2026-09-18,nan,nan,True,False
A61202007,exclusive_168_89,2026-09-18,nan,nan,True,False
A61202007,exclusive_204_9,2026-09-18,nan,nan,True,False
A61202007,exclusive_209_83,2026-09-18,nan,nan,True,False
A61202007,exclusive_222_59,2026-09-18,nan,nan,True,False
A61271101,exclusive_59_86,2026-09-18,nan,nan,True,False
A61271101,exclusive_84_84,2026-09-18,nan,nan,True,False
A61271101,exclusive_123_78,2026-09-18,nan,nan,True,False
A61274011,exclusive_59_83,2026-09-18,nan,nan,True,False
A61274011,exclusive_84_93,2026-09-18,nan,nan,True,False
A61274011,exclusive_134_82,2026-09-18,nan,nan,True,False
A61274011,exclusive_164_63,2026-09-18,nan,nan,True,False
A61274013,exclusive_80_79,2026-09-18,nan,nan,True,False
A61274013,exclusive_83_01,2026-09-18,nan,nan,True,False
A61274013,exclusive_80_57,2026-09-18,nan,nan,True,False
A61274013,exclusive_85_94,2026-09-18,nan,nan,True,False
A61274013,exclusive_80_79_37평A-1,2026-09-18,nan,nan,True,False
A61274013,exclusive_83_01_38평B-1,2026-09-18,nan,nan,True,False
A61274013,exclusive_85_94_38평F-1,2026-09-18,nan,nan,True,False
A61274013,exclusive_83_01_39평C,2026-09-18,nan,nan,True,False
A61274013,exclusive_89_34,2026-09-18,nan,nan,True,False
A61274013,exclusive_89_49,2026-09-18,nan,nan,True,False
A61274013,exclusive_87_3,2026-09-18,nan,nan,True,False
A61274013,exclusive_88_78,2026-09-18,nan,nan,True,False
A61274013,exclusive_89_34_40평B-2,2026-09-18,nan,nan,True,False
A61274013,exclusive_90_99,2026-09-18,nan,nan,True,False
A61274013,exclusive_92_74,2026-09-18,nan,nan,True,False
A61274013,exclusive_92_15,2026-09-18,nan,nan,True,False
A61274013,exclusive_94_17,2026-09-18,nan,nan,True,False
A61274013,exclusive_93_04,2026-09-18,nan,nan,True,False
A61274013,exclusive_94_45,2026-09-18,nan,nan,True,False
A61274013,exclusive_90_84,2026-09-18,nan,nan,True,False
A61274013,exclusive_92_89,2026-09-18,nan,nan,True,False
A61274013,exclusive_92_15_42평A-2,2026-09-18,nan,nan,True,False
A61274013,exclusive_93_99,2026-09-18,nan,nan,True,False
A61274013,exclusive_94_17_42평H-2,2026-09-18,nan,nan,True,False
A61274013,exclusive_98_55,2026-09-18,nan,nan,True,False
A61274013,exclusive_94_11,2026-09-18,nan,nan,True,False
A61274013,exclusive_98_47,2026-09-18,nan,nan,True,False
A61274013,exclusive_99_79,2026-09-18,nan,nan,True,False
A61274013,exclusive_97_29,2026-09-18,nan,nan,True,False
A61274013,exclusive_96_81,2026-09-18,nan,nan,True,False
A61274013,exclusive_98_55_44평G-2,2026-09-18,nan,nan,True,False
A61274013,exclusive_103_03,2026-09-18,nan,nan,True,False
A61274013,exclusive_98_18,2026-09-18,nan,nan,True,False
A61274013,exclusive_98_47_44평D-1,2026-09-18,nan,nan,True,False
A61274013,exclusive_100_46,2026-09-18,nan,nan,True,False
A61274013,exclusive_98_92,2026-09-18,nan,nan,True,False
A61274013,exclusive_100_43,2026-09-18,nan,nan,True,False
A61274013,exclusive_102_42,2026-09-18,nan,nan,True,False
A61274013,exclusive_103_03_46평B-1,2026-09-18,nan,nan,True,False
A61274013,exclusive_107_97,2026-09-18,nan,nan,True,False
A61274013,exclusive_108_1,2026-09-18,nan,nan,True,False
A61274013,exclusive_110_15,2026-09-18,nan,nan,True,False
A61274013,exclusive_110_44,2026-09-18,nan,nan,True,False
A61274013,exclusive_106_87,2026-09-18,nan,nan,True,False
A61274013,exclusive_107_61,2026-09-18,nan,nan,True,False
A61274013,exclusive_110_12,2026-09-18,nan,nan,True,False
A61274013,exclusive_110_47,2026-09-18,nan,nan,True,False
A61274013,exclusive_111_9,2026-09-18,nan,nan,True,False
A61274013,exclusive_112_13,2026-09-18,nan,nan,True,False
A61274013,exclusive_112_6,2026-09-18,nan,nan,True,False
A61274013,exclusive_111_02,2026-09-18,nan,nan,True,False
A61274013,exclusive_108_76,2026-09-18,nan,nan,True,False
A61274013,exclusive_112_99,2026-09-18,nan,nan,True,False
A61274013,exclusive_110_15_49평C-2,2026-09-18,nan,nan,True,False
A61274013,exclusive_114_38,2026-09-18,nan,nan,True,False
A61274013,exclusive_111_61,2026-09-18,nan,nan,True,False
A61274013,exclusive_111_9_50평E-2,2026-09-18,nan,nan,True,False
A61274013,exclusive_110_12_50평D-2,2026-09-18,nan,nan,True,False
A61274013,exclusive_111_02_50평B-1,2026-09-18,nan,nan,True,False
A61274013,exclusive_115_68,2026-09-18,nan,nan,True,False
A61274013,exclusive_112_6_51평F-2,2026-09-18,nan,nan,True,False
A61274013,exclusive_114_38_51평A-2,2026-09-18,nan,nan,True,False
A61274013,exclusive_117_74,2026-09-18,nan,nan,True,False
A61274013,exclusive_119_85,2026-09-18,nan,nan,True,False
A61274013,exclusive_117_4,2026-09-18,nan,nan,True,False
A61274013,exclusive_117_74_53평A-1,2026-09-18,nan,nan,True,False
A61274013,exclusive_119_44,2026-09-18,nan,nan,True,False
A61274013,exclusive_117_63,2026-09-18,nan,nan,True,False
A61274013,exclusive_119_85_53평C-1,2026-09-18,nan,nan,True,False
A61274013,exclusive_126_13,2026-09-18,nan,nan,True,False
A61274013,exclusive_126_36,2026-09-18,nan,nan,True,False
A61274013,exclusive_127_66,2026-09-18,nan,nan,True,False
A61274013,exclusive_120_99,2026-09-18,nan,nan,True,False
A61274013,exclusive_125_73,2026-09-18,nan,nan,True,False
A61274013,exclusive_126_36_56평D-2,2026-09-18,nan,nan,True,False
A61274013,exclusive_126_6,2026-09-18,nan,nan,True,False
A61274013,exclusive_126_79,2026-09-18,nan,nan,True,False
A61274013,exclusive_124_01,2026-09-18,nan,nan,True,False
A61274013,exclusive_124_72,2026-09-18,nan,nan,True,False
A61274013,exclusive_126_65,2026-09-18,nan,nan,True,False
A61274013,exclusive_125_65,2026-09-18,nan,nan,True,False
A61274013,exclusive_127_26,2026-09-18,nan,nan,True,False
A61274013,exclusive_127_63,2026-09-18,nan,nan,True,False
A61274013,exclusive_135_23,2026-09-18,nan,nan,True,False
A61274013,exclusive_135_94,2026-09-18,nan,nan,True,False
A61274013,exclusive_135_94_59평E-2,2026-09-18,nan,nan,True,False
A61274013,exclusive_138_72,2026-09-18,nan,nan,True,False
A61274013,exclusive_139_31,2026-09-18,nan,nan,True,False
A61274013,exclusive_132_21,2026-09-18,nan,nan,True,False
A61274013,exclusive_135_94_61평D,2026-09-18,nan,nan,True,False
A61274013,exclusive_138_72_62평A-2,2026-09-18,nan,nan,True,False
A61274013,exclusive_136_15,2026-09-18,nan,nan,True,False
A61274013,exclusive_136_55,2026-09-18,nan,nan,True,False
A61274013,exclusive_139_44,2026-09-18,nan,nan,True,False
A61274013,exclusive_137_97,2026-09-18,nan,nan,True,False
A61274013,exclusive_142_61,2026-09-18,nan,nan,True,False
A61274013,exclusive_146_03,2026-09-18,nan,nan,True,False
A61274013,exclusive_146_2,2026-09-18,nan,nan,True,False
A61274013,exclusive_154_62,2026-09-18,nan,nan,True,False
A61274013,exclusive_146_27,2026-09-18,nan,nan,True,False
A61274013,exclusive_150_53,2026-09-18,nan,nan,True,False
A61274013,exclusive_154_62_68평E-1,2026-09-18,nan,nan,True,False
A61274013,exclusive_156_5,2026-09-18,nan,nan,True,False
A61274013,exclusive_157_51,2026-09-18,nan,nan,True,False
A61274013,exclusive_150_11,2026-09-18,nan,nan,True,False
A61274013,exclusive_154_77,2026-09-18,nan,nan,True,False
A61274013,exclusive_156_5_69평C,2026-09-18,nan,nan,True,False
A61274013,exclusive_154_65,2026-09-18,nan,nan,True,False
A61274013,exclusive_156_5_70평B-2,2026-09-18,nan,nan,True,False
A61274013,exclusive_161_66,2026-09-18,nan,nan,True,False
A61274013,exclusive_158_98,2026-09-18,nan,nan,True,False
A61274013,exclusive_162_82,2026-09-18,nan,nan,True,False
A61274013,exclusive_155_24,2026-09-18,nan,nan,True,False
A61274013,exclusive_158_47,2026-09-18,nan,nan,True,False
A61274013,exclusive_161_49,2026-09-18,nan,nan,True,False
A61274013,exclusive_161_66_71평E-2,2026-09-18,nan,nan,True,False
A61274013,exclusive_160_65,2026-09-18,nan,nan,True,False
A61274013,exclusive_160_57,2026-09-18,nan,nan,True,False
A61274013,exclusive_166_38,2026-09-18,nan,nan,True,False
A61274013,exclusive_164_47,2026-09-18,nan,nan,True,False
A61274013,exclusive_161_6,2026-09-18,nan,nan,True,False
A61274013,exclusive_163_14,2026-09-18,nan,nan,True,False
A61274013,exclusive_168_5,2026-09-18,nan,nan,True,False
A61274013,exclusive_165_03,2026-09-18,nan,nan,True,False
A61274013,exclusive_165_66,2026-09-18,nan,nan,True,False
A61274013,exclusive_166_38_75평B-2,2026-09-18,nan,nan,True,False
A61274013,exclusive_165_76,2026-09-18,nan,nan,True,False
A61274013,exclusive_169_34,2026-09-18,nan,nan,True,False
A61274013,exclusive_170_05,2026-09-18,nan,nan,True,False
A61274013,exclusive_168_01,2026-09-18,nan,nan,True,False
A61274013,exclusive_167_93,2026-09-18,nan,nan,True,False
A61274013,exclusive_179_7,2026-09-18,nan,nan,True,False
A61274013,exclusive_180_19,2026-09-18,nan,nan,True,False
A61274013,exclusive_173_62,2026-09-18,nan,nan,True,False
A61274013,exclusive_174_36,2026-09-18,nan,nan,True,False
A61274013,exclusive_179_7_79평C-2,2026-09-18,nan,nan,True,False
A61274013,exclusive_177_75,2026-09-18,nan,nan,True,False
A61274013,exclusive_184_36,2026-09-18,nan,nan,True,False
A61274013,exclusive_184_62,2026-09-18,nan,nan,True,False
A61274013,exclusive_172_42,2026-09-18,nan,nan,True,False
A61274013,exclusive_184_36_80평E-2,2026-09-18,nan,nan,True,False
A61274013,exclusive_179_47,2026-09-18,nan,nan,True,False
A61274013,exclusive_181_64,2026-09-18,nan,nan,True,False
A61274013,exclusive_182_03,2026-09-18,nan,nan,True,False
A61274013,exclusive_185_08,2026-09-18,nan,nan,True,False
A61274013,exclusive_183_17,2026-09-18,nan,nan,True,False
A61274013,exclusive_185_54,2026-09-18,nan,nan,True,False
A61274013,exclusive_190_24,2026-09-18,nan,nan,True,False
A61274013,exclusive_191_18,2026-09-18,nan,nan,True,False
A61274013,exclusive_191_6,2026-09-18,nan,nan,True,False
A61274013,exclusive_193_03,2026-09-18,nan,nan,True,False
A61274013,exclusive_197_54,2026-09-18,nan,nan,True,False
A61274013,exclusive_194_79,2026-09-18,nan,nan,True,False
A61274013,exclusive_194_79_87평SC,2026-09-18,nan,nan,True,False
A61274013,exclusive_196_83,2026-09-18,nan,nan,True,False
A61274013,exclusive_199_86,2026-09-18,nan,nan,True,False
A61274013,exclusive_200_62,2026-09-18,nan,nan,True,False
A61274013,exclusive_199_04,2026-09-18,nan,nan,True,False
A61274013,exclusive_202_64,2026-09-18,nan,nan,True,False
A61274013,exclusive_200_3,2026-09-18,nan,nan,True,False
A61274013,exclusive_203_81,2026-09-18,nan,nan,True,False
A61274013,exclusive_206_35,2026-09-18,nan,nan,True,False
A61274013,exclusive_205_21,2026-09-18,nan,nan,True,False
A61274013,exclusive_202_03,2026-09-18,nan,nan,True,False
A61274013,exclusive_207_4,2026-09-18,nan,nan,True,False
A61274013,exclusive_205_34,2026-09-18,nan,nan,True,False
A61274013,exclusive_201_04,2026-09-18,nan,nan,True,False
A61274013,exclusive_208_3,2026-09-18,nan,nan,True,False
A61274013,exclusive_205_53,2026-09-18,nan,nan,True,False
A61274013,exclusive_212_86,2026-09-18,nan,nan,True,False
A61274013,exclusive_214_96,2026-09-18,nan,nan,True,False
A61274013,exclusive_212_32,2026-09-18,nan,nan,True,False
A61274013,exclusive_213_92,2026-09-18,nan,nan,True,False
A61274013,exclusive_221_14,2026-09-18,nan,nan,True,False
A61274013,exclusive_221_49,2026-09-18,nan,nan,True,False
A61274013,exclusive_223_77,2026-09-18,nan,nan,True,False
A61274013,exclusive_219_01,2026-09-18,nan,nan,True,False
A61274013,exclusive_221_44,2026-09-18,nan,nan,True,False
A61274013,exclusive_219_94,2026-09-18,nan,nan,True,False
A61274013,exclusive_223_46,2026-09-18,nan,nan,True,False
A61274013,exclusive_232_91,2026-09-18,nan,nan,True,False
A61274013,exclusive_229_85,2026-09-18,nan,nan,True,False
A61274013,exclusive_229_37,2026-09-18,nan,nan,True,False
A61274013,exclusive_224_26,2026-09-18,nan,nan,True,False
A61274013,exclusive_237_33,2026-09-18,nan,nan,True,False
A61274013,exclusive_230_37,2026-09-18,nan,nan,True,False
A61274013,exclusive_238_55,2026-09-18,nan,nan,True,False
A61274013,exclusive_233_15,2026-09-18,nan,nan,True,False
A61274013,exclusive_231_36,2026-09-18,nan,nan,True,False
A61274013,exclusive_234_57,2026-09-18,nan,nan,True,False
A61274013,exclusive_235_25,2026-09-18,nan,nan,True,False
A61274013,exclusive_240_22,2026-09-18,nan,nan,True,False
A61274013,exclusive_244_99,2026-09-18,nan,nan,True,False
A61274013,exclusive_244_99_105평A,2026-09-18,nan,nan,True,False
A61274013,exclusive_243_54,2026-09-18,nan,nan,True,False
A61274013,exclusive_241_9,2026-09-18,nan,nan,True,False
A61274013,exclusive_244_79,2026-09-18,nan,nan,True,False
A61274013,exclusive_250_75,2026-09-18,nan,nan,True,False
A61274013,exclusive_285_86,2026-09-18,nan,nan,True,False
A61274114,exclusive_58_69,2026-09-18,nan,nan,True,False
A61274114,exclusive_59_55,2026-09-18,nan,nan,True,False
A61274114,exclusive_59_53,2026-09-18,nan,nan,True,False
A61274114,exclusive_84_95,2026-09-18,nan,nan,True,False
A61274114,exclusive_84_77,2026-09-18,nan,nan,True,False
A61274114,exclusive_84_25,2026-09-18,nan,nan,True,False
A61274114,exclusive_84_88,2026-09-18,nan,nan,True,False
A61274114,exclusive_123_98,2026-09-18,nan,nan,True,False
A61274114,exclusive_175_41,2026-09-18,nan,nan,True,False
A61274114,exclusive_187_38,2026-09-18,nan,nan,True,False
A61274114,exclusive_191_43,2026-09-18,nan,nan,True,False
A61274508,exclusive_59_8,2026-09-18,nan,nan,True,False
