kb_complex_id,kb_type_id,kb_sale_general,has_price_inversion
5667,97141,32000.0,False
5665,5516,6100.0,False
5665,154742,6100.0,False
5665,54461,9100.0,False
5665,97140,11500.0,False
5665,130294,11500.0,False
5668,5519,8800.0,False
5668,54464,8800.0,False
5668,97142,12500.0,False
5669,5520,10500.0,False
5669,54465,10500.0,False
5669,130295,10500.0,False
5669,97143,10500.0,False
5659,5510,28000.0,False
5659,54457,28000.0,False
5659,97137,37000.0,False
5659,130291,41500.0,False
5666,5517,14500.0,False
12107,60077,27000.0,False
12107,11913,27000.0,False
12107,101058,31500.0,False
12107,156118,,False
12107,132721,32250.0,False
5650,5501,32000.0,False
5650,54449,42000.0,False
5650,97132,46000.0,False
5650,130287,50000.0,False
5650,154738,56000.0,False
12816,12609,40000.0,False
12816,101530,53000.0,False
12816,60685,53000.0,False
12816,133064,49000.0,False
12816,185635,71500.0,False
12816,173252,73000.0,False
12816,156341,73000.0,False
5663,5514,39500.0,False
5663,54459,34500.0,False
5663,97139,54500.0,False
5663,130293,63000.0,False
5663,154741,73500.0,False
5647,54446,22000.0,False
5647,5498,22000.0,False
5647,97129,25250.0,False
5647,154736,31500.0,False
5647,1083530,31500.0,False
5647,130285,31500.0,False
5647,184958,36000.0,False
5647,1083534,41500.0,False
12837,12628,24500.0,False
12837,60705,24500.0,False
5655,5506,17000.0,False
22067,21330,49000.0,False
22067,68586,49000.0,False
22067,108076,59000.0,False
22067,138239,67000.0,False
22067,160358,67000.0,False
22067,176352,67000.0,False
22067,188050,72000.0,False
22067,202928,76000.0,False
22067,196540,76000.0,False
22067,207793,76000.0,False
22067,211510,78500.0,False
22067,214420,78500.0,False
22067,218653,82500.0,False
22067,216750,82500.0,False
22067,220233,103500.0,False
5652,5503,20500.0,False
5652,54451,24250.0,False
389318,1613188,11000.0,False
5660,5511,12000.0,False
45099,43843,24500.0,False
45099,88507,33000.0,False
34695,116863,32500.0,False
34695,33539,32500.0,False
34695,79443,32500.0,False
34695,145052,39000.0,False
34695,165503,39000.0,False
34695,198747,,False
34695,180285,,False
34695,190925,,False
34695,209108,43000.0,False
34695,204632,43000.0,False
34695,215240,54500.0,False
34695,212549,54500.0,False
13477,13260,22000.0,False
13477,61244,31000.0,False
13477,101960,35000.0,False
14200,13974,16000.0,False
14200,61893,17000.0,False
14200,102461,24000.0,False
5635,5486,18500.0,False
5635,54434,22000.0,False
5635,97118,26000.0,False
5634,5485,15000.0,False
5634,54433,16000.0,False
5634,1238670,16000.0,False
5634,97117,21000.0,False
5634,130277,25000.0,False
5634,154732,25000.0,False
5634,172217,27000.0,False
5634,184956,31000.0,False
5630,5481,14000.0,False
5630,54430,15500.0,False
5631,5482,19500.0,False
5629,1108496,,False
5629,5480,22000.0,False
5629,54429,37000.0,False
5629,97115,37000.0,False
5637,5488,14500.0,False
5637,54436,18000.0,False
5637,97120,20000.0,False
5632,5483,16900.0,False
5632,154731,16900.0,False
5632,54431,20250.0,False
5632,97116,24500.0,False
5632,130276,29850.0,False
383941,1250547,50000.0,False
383941,1250548,50000.0,False
383941,1250549,50000.0,False
383941,1250550,50000.0,False
383941,1256035,59500.0,False
383941,1250551,59500.0,False
383941,1256036,71500.0,False
383941,1256037,71500.0,False
383941,1256038,71500.0,False
48640,47331,51500.0,False
48640,91579,59500.0,False
48640,126383,59500.0,False
48640,152062,59500.0,False
48640,170403,73500.0,False
13084,12875,16750.0,False
13084,60914,22000.0,False
13084,101702,36500.0,False
15303,62875,30000.0,False
15303,15054,29000.0,False
15303,103237,37000.0,False
15303,134322,38000.0,False
15303,157198,47000.0,False
15303,173837,50000.0,False
22234,21479,11250.0,False
22234,68731,12250.0,False
5607,5458,8250.0,False
5607,54409,8750.0,False
5607,201113,8750.0,False
5607,206374,9000.0,False
5607,97099,9000.0,False
5607,130267,9750.0,False
5607,154723,11250.0,False
5607,184952,11250.0,False
42482,1265368,22500.0,False
42482,41251,31500.0,False
42482,86249,38000.0,False
42482,122183,42500.0,False
42482,148937,47500.0,False
42482,168236,54000.0,False
42482,182166,52000.0,False
25382,24320,41000.0,False
25382,71219,45500.0,False
25382,110193,45500.0,False
25382,139893,60000.0,False
5590,5441,16750.0,False
5590,54394,17500.0,False
5590,97085,21750.0,False
5590,130261,22500.0,False
5590,154719,24000.0,False
5590,172209,24000.0,False
6216,6063,12500.0,False
6225,6072,19000.0,False
47519,1502222,,False
47519,46230,,False
47519,90617,51500.0,False
47519,125622,64000.0,False
47519,151491,67500.0,False
47519,170026,,False
13908,13684,33500.0,False
13908,61633,28000.0,False
13908,102255,40500.0,False
6212,6059,23500.0,False
6212,54972,23500.0,False
6212,97575,28000.0,False
6212,130632,30500.0,False
6212,154988,40500.0,False
6212,172398,46500.0,False
13213,13001,26750.0,False
13213,61019,35000.0,False
13213,101787,43500.0,False
13213,133248,51000.0,False
13213,156469,58000.0,False
15485,63031,54000.0,False
15485,134427,51000.0,False
15485,103368,51500.0,False
15485,15232,53000.0,False
15485,157279,58500.0,False
15485,173895,64000.0,False
15485,186095,64500.0,False
15485,194983,71500.0,False
