kapt_code,kapt_name,sigungu_cd,bjdong_cd,bun,ji,match_score,match_confidence,match_reason,matched_bld_name,kapt_households,sale_type
A60809004,LG메트로시티아파트,26290,10700,0176,0030,75,high,bjd_match; lot_match; use_date_match; has_hh_info,엘지메트로시티,7374.0,분양
