kapt_code,area_group_id,exclusive_area_sqm,supply_area_sqm,type_name,households,source,verified_at,valid_from,valid_to,verification_status,scope,notes
A61271204,exclusive_100.94,100.94,133.82,40평,282.0,KB부동산 단지 시세/평형정보 | https://kbland.kr/map?complex=13778,2026-09-18,,,verified,sale_apartment,
A61271204,exclusive_125.41,125.41,166.76,50평B,470.0,KB부동산 단지 시세/평형정보 | https://kbland.kr/map?complex=13778,2026-09-18,,,verified,sale_apartment,
A61271204,exclusive_126.9,126.9,166.87,50평A,384.0,KB부동산 단지 시세/평형정보 | https://kbland.kr/map?complex=13778,2026-09-18,,,verified,sale_apartment,
A61271204,exclusive_151.91,151.91,197.66,59평,480.0,KB부동산 단지 시세/평형정보 | https://kbland.kr/map?complex=13778,2026-09-18,,,verified,sale_apartment,
A61271204,exclusive_175.12,175.12,228.49,69평,94.0,KB부동산 단지 시세/평형정보 | https://kbland.kr/map?complex=13778,2026-09-18,,,verified,sale_apartment,
A61271302,exclusive_84.63,84.63,115.1,34평B,336.0,KB부동산 단지 시세/평형정보 | https://kbland.kr/map?complex=13943,2026-09-18,,,verified,sale_apartment,
A61271302,exclusive_84.65,84.65,115.61,34평A,92.0,KB부동산 단지 시세/평형정보 | https://kbland.kr/map?complex=13943,2026-09-18,,,verified,sale_apartment,
A61271302,exclusive_100.94,100.94,135.52,40평,282.0,KB부동산 단지 시세/평형정보 | https://kbland.kr/map?complex=13943,2026-09-18,,,verified,sale_apartment,
A61271302,exclusive_127.48,127.48,170.24,51평,288.0,KB부동산 단지 시세/평형정보 | https://kbland.kr/map?complex=13943,2026-09-18,,,verified,sale_apartment,
A61274815,exclusive_49.96,49.96,55.37,16평A,289.0,KB부동산 단지 시세/평형정보 | https://kbland.kr/map?complex=6167,2026-09-18,,,verified,sale_apartment,
A61274815,exclusive_49.98,49.98,55.39,16평C,3.0,KB부동산 단지 시세/평형정보 | https://kbland.kr/map?complex=6167,2026-09-18,,,verified,sale_apartment,
A61274815,exclusive_49.99,49.99,55.4,16평D,7.0,KB부동산 단지 시세/평형정보 | https://kbland.kr/map?complex=6167,2026-09-18,,,verified,sale_apartment,
A61274815,exclusive_50.6,50.6,56.01,16평E,26.0,KB부동산 단지 시세/평형정보 | https://kbland.kr/map?complex=6167,2026-09-18,,,verified,sale_apartment,
A61274815,exclusive_53.24,53.24,57.12,17평B,299.0,KB부동산 단지 시세/평형정보 | https://kbland.kr/map?complex=6167,2026-09-18,,,verified,sale_apartment,
A61274815,exclusive_53.71,53.71,58.0,17평,13.0,KB부동산 단지 시세/평형정보 | https://kbland.kr/map?complex=6167,2026-09-18,,,verified,sale_apartment,
A61274815,exclusive_70.58,70.58,76.4,23평A,287.0,KB부동산 단지 시세/평형정보 | https://kbland.kr/map?complex=6167,2026-09-18,,,verified,sale_apartment,
A61274815,exclusive_71.2,71.2,77.01,23평B,12.0,KB부동산 단지 시세/평형정보 | https://kbland.kr/map?complex=6167,2026-09-18,,,verified,sale_apartment,
A61278214,exclusive_59.6,59.6,82.13,24평,327.0,KB부동산 단지 시세/평형정보 | https://kbland.kr/map?complex=661804,2026-09-18,,,verified,sale_apartment,
A61278214,exclusive_75.79,75.79,95.47,28평A,19.0,KB부동산 단지 시세/평형정보 | https://kbland.kr/map?complex=661804,2026-09-18,,,verified,sale_apartment,
A61278214,exclusive_76.06,76.06,95.73,28평,321.0,KB부동산 단지 시세/평형정보 | https://kbland.kr/map?complex=661804,2026-09-18,,,verified,sale_apartment,
A61278214,exclusive_84.84,84.84,103.45,31평,163.0,KB부동산 단지 시세/평형정보 | https://kbland.kr/map?complex=661804,2026-09-18,,,verified,sale_apartment,
A61278214,exclusive_84.4,84.4,104.14,31평C1,16.0,KB부동산 단지 시세/평형정보 | https://kbland.kr/map?complex=661804,2026-09-18,,,verified,sale_apartment,
A61281512,exclusive_74.22,74.22,98.76,29평,144.0,KB부동산 단지 시세/평형정보 | https://kbland.kr/map?complex=13558,2026-09-18,,,verified,sale_apartment,
A61281512,exclusive_84.94,84.94,109.6,33평,630.0,KB부동산 단지 시세/평형정보 | https://kbland.kr/map?complex=13558,2026-09-18,,,verified,sale_apartment,
A61283211,exclusive_36.33,36.33,43.53,13평,110.0,KB부동산 단지 시세/평형정보 | https://kbland.kr/map?complex=6180,2026-09-18,,,verified,sale_apartment,
A61283211,exclusive_47.79,47.79,54.27,16평,180.0,KB부동산 단지 시세/평형정보 | https://kbland.kr/map?complex=6180,2026-09-18,,,verified,sale_apartment,
A61283211,exclusive_50.31,50.31,57.51,17평,90.0,KB부동산 단지 시세/평형정보 | https://kbland.kr/map?complex=6180,2026-09-18,,,verified,sale_apartment,
A61283211,exclusive_58.59,58.59,65.07,19평,180.0,KB부동산 단지 시세/평형정보 | https://kbland.kr/map?complex=6180,2026-09-18,,,verified,sale_apartment,
A61283410,exclusive_59.64,59.64,74.38,22평,136.0,KB부동산 단지 시세/평형정보 | https://kbland.kr/map?complex=6163,2026-09-18,,,verified,sale_apartment,
A61283410,exclusive_84.78,84.78,105.67,31평A,34.0,KB부동산 단지 시세/평형정보 | https://kbland.kr/map?complex=6163,2026-09-18,,,verified,sale_apartment,
A61283410,exclusive_84.93,84.93,105.84,32평B,128.0,KB부동산 단지 시세/평형정보 | https://kbland.kr/map?complex=6163,2026-09-18,,,verified,sale_apartment,
A61283410,exclusive_84.95,84.95,105.87,32평C,238.0,KB부동산 단지 시세/평형정보 | https://kbland.kr/map?complex=6163,2026-09-18,,,verified,sale_apartment,
A61286403,exclusive_73.4,73.4,96.98,29평,361.0,KB부동산 단지 시세/평형정보 | https://kbland.kr/map?complex=13952,2026-09-18,,,verified,sale_apartment,
A61286403,exclusive_84.84,84.84,108.88,32평,329.0,KB부동산 단지 시세/평형정보 | https://kbland.kr/map?complex=13952,2026-09-18,,,verified,sale_apartment,
A61286403,exclusive_84.98,84.98,112.83,34평,414.0,KB부동산 단지 시세/평형정보 | https://kbland.kr/map?complex=13952,2026-09-18,,,verified,sale_apartment,
A61286403,exclusive_123.86,123.86,153.66,46평,86.0,KB부동산 단지 시세/평형정보 | https://kbland.kr/map?complex=13952,2026-09-18,,,verified,sale_apartment,
A10022568,exclusive_69.91,69.91,100.53,30평A,110.0,KB부동산 단지 시세/평형정보 | https://kbland.kr/map?complex=1037915,2026-09-18,,,verified,sale_apartment,
A10022568,exclusive_84.62,84.62,119.44,36평G,32.0,KB부동산 단지 시세/평형정보 | https://kbland.kr/map?complex=1037915,2026-09-18,,,verified,sale_apartment,
A10022568,exclusive_84.96,84.96,119.89,36평B,32.0,KB부동산 단지 시세/평형정보 | https://kbland.kr/map?complex=1037915,2026-09-18,,,verified,sale_apartment,
A10022568,exclusive_84.51,84.51,119.95,36평D,41.0,KB부동산 단지 시세/평형정보 | https://kbland.kr/map?complex=1037915,2026-09-18,,,verified,sale_apartment,
A10022568,exclusive_84.94,84.94,120.16,36평E,37.0,KB부동산 단지 시세/평형정보 | https://kbland.kr/map?complex=1037915,2026-09-18,,,verified,sale_apartment,
A10022568,exclusive_84.97,84.97,,36평A | 36평H,224.0,KB부동산 단지 시세/평형정보 | https://kbland.kr/map?complex=1037915,2026-09-18,,,verified,sale_apartment, | 동일 전용면적 타입 세대수 합산; 실거래는 타입 구별 불가
A10022568,exclusive_84.8,84.8,120.84,36평F,35.0,KB부동산 단지 시세/평형정보 | https://kbland.kr/map?complex=1037915,2026-09-18,,,verified,sale_apartment,
A10022568,exclusive_84.43,84.43,121.46,36평C,121.0,KB부동산 단지 시세/평형정보 | https://kbland.kr/map?complex=1037915,2026-09-18,,,verified,sale_apartment,
A10023542,exclusive_84.54,84.54,112.22,33평C,274.0,KB부동산 단지 시세/평형정보 | https://kbland.kr/map?complex=42014,2026-09-18,,,verified,sale_apartment,
A10023542,exclusive_84.43,84.43,114.06,34평B,94.0,KB부동산 단지 시세/평형정보 | https://kbland.kr/map?complex=42014,2026-09-18,,,verified,sale_apartment,
A10023542,exclusive_84.99,84.99,115.33,34평A,180.0,KB부동산 단지 시세/평형정보 | https://kbland.kr/map?complex=42014,2026-09-18,,,verified,sale_apartment,
A10025214,exclusive_84.94,84.94,,35평B | 35평Z | 35평C | 35평D,420.0,KB부동산 단지 시세/평형정보 | https://kbland.kr/map?complex=32797,2026-09-18,,,verified,sale_apartment, | 동일 전용면적 타입 세대수 합산; 실거래는 타입 구별 불가
A10025214,exclusive_104.74,104.74,146.11,44평A,84.0,KB부동산 단지 시세/평형정보 | https://kbland.kr/map?complex=32797,2026-09-18,,,verified,sale_apartment,
A61202004,exclusive_84.98,84.98,113.1,34평C,54.0,KB부동산 단지 시세/평형정보 | https://kbland.kr/map?complex=14223,2026-09-18,,,verified,sale_apartment,
A61202004,exclusive_84.97,84.97,,34평B | 34평A,198.0,KB부동산 단지 시세/평형정보 | https://kbland.kr/map?complex=14223,2026-09-18,,,verified,sale_apartment, | 동일 전용면적 타입 세대수 합산; 실거래는 타입 구별 불가
A61202004,exclusive_97.58,97.58,127.83,38평,62.0,KB부동산 단지 시세/평형정보 | https://kbland.kr/map?complex=14223,2026-09-18,,,verified,sale_apartment,
A61202004,exclusive_108.51,108.51,140.48,42평A,64.0,KB부동산 단지 시세/평형정보 | https://kbland.kr/map?complex=14223,2026-09-18,,,verified,sale_apartment,
A61202004,exclusive_109.57,109.57,140.76,42평B,59.0,KB부동산 단지 시세/평형정보 | https://kbland.kr/map?complex=14223,2026-09-18,,,verified,sale_apartment,
A61202004,exclusive_125.09,125.09,160.56,48평,2.0,KB부동산 단지 시세/평형정보 | https://kbland.kr/map?complex=14223,2026-09-18,,,verified,sale_apartment,
A61202004,exclusive_131.48,131.48,171.02,51평B,60.0,KB부동산 단지 시세/평형정보 | https://kbland.kr/map?complex=14223,2026-09-18,,,verified,sale_apartment,
A61202004,exclusive_132.11,132.11,171.76,51평A,60.0,KB부동산 단지 시세/평형정보 | https://kbland.kr/map?complex=14223,2026-09-18,,,verified,sale_apartment,
A61202004,exclusive_168.55,168.55,222.14,67평,1.0,KB부동산 단지 시세/평형정보 | https://kbland.kr/map?complex=14223,2026-09-18,,,verified,sale_apartment,
A61202004,exclusive_203.16,203.16,262.51,79평,2.0,KB부동산 단지 시세/평형정보 | https://kbland.kr/map?complex=14223,2026-09-18,,,verified,sale_apartment,
A61202004,exclusive_205.78,205.78,265.89,80평,2.0,KB부동산 단지 시세/평형정보 | https://kbland.kr/map?complex=14223,2026-09-18,,,verified,sale_apartment,
A61202007,exclusive_99.4,99.4,,44평AE-1 | 44평AE,30.0,KB부동산 단지 시세/평형정보 | https://kbland.kr/map?complex=16104,2026-09-18,,,verified,sale_apartment, | 동일 전용면적 타입 세대수 합산; 실거래는 타입 구별 불가
A61202007,exclusive_100.96,100.96,150.84,45평AW,30.0,KB부동산 단지 시세/평형정보 | https://kbland.kr/map?complex=16104,2026-09-18,,,verified,sale_apartment,
A61202007,exclusive_104.49,104.49,155.97,47평B,108.0,KB부동산 단지 시세/평형정보 | https://kbland.kr/map?complex=16104,2026-09-18,,,verified,sale_apartment,
A61202007,exclusive_111.07,111.07,162.69,49평C,336.0,KB부동산 단지 시세/평형정보 | https://kbland.kr/map?complex=16104,2026-09-18,,,verified,sale_apartment,
A61202007,exclusive_118.37,118.37,173.1,52평D,216.0,KB부동산 단지 시세/평형정보 | https://kbland.kr/map?complex=16104,2026-09-18,,,verified,sale_apartment,
A61202007,exclusive_127.65,127.65,187.12,56평E,372.0,KB부동산 단지 시세/평형정보 | https://kbland.kr/map?complex=16104,2026-09-18,,,verified,sale_apartment,
A61202007,exclusive_145.8,145.8,214.22,64평FS,204.0,KB부동산 단지 시세/평형정보 | https://kbland.kr/map?complex=16104,2026-09-18,,,verified,sale_apartment,
A61202007,exclusive_157.01,157.01,230.45,69평FN,204.0,KB부동산 단지 시세/평형정보 | https://kbland.kr/map?complex=16104,2026-09-18,,,verified,sale_apartment,
A61202007,exclusive_156.57,156.57,232.79,70평G,24.0,KB부동산 단지 시세/평형정보 | https://kbland.kr/map?complex=16104,2026-09-18,,,verified,sale_apartment,
A61202007,exclusive_159.54,159.54,233.9,70평I,24.0,KB부동산 단지 시세/평형정보 | https://kbland.kr/map?complex=16104,2026-09-18,,,verified,sale_apartment,
A61202007,exclusive_168.89,168.89,247.63,74평H,156.0,KB부동산 단지 시세/평형정보 | https://kbland.kr/map?complex=16104,2026-09-18,,,verified,sale_apartment,
A61202007,exclusive_204.9,204.9,300.27,90평J,24.0,KB부동산 단지 시세/평형정보 | https://kbland.kr/map?complex=16104,2026-09-18,,,verified,sale_apartment,
A61202007,exclusive_209.83,209.83,306.8,92평KN,30.0,KB부동산 단지 시세/평형정보 | https://kbland.kr/map?complex=16104,2026-09-18,,,verified,sale_apartment,
A61202007,exclusive_222.59,222.59,325.3,98평KS,30.0,KB부동산 단지 시세/평형정보 | https://kbland.kr/map?complex=16104,2026-09-18,,,verified,sale_apartment,
A61271101,exclusive_59.86,59.86,85.42,25평,506.0,KB부동산 단지 시세/평형정보 | https://kbland.kr/map?complex=6108,2026-09-18,,,verified,sale_apartment,
A61271101,exclusive_84.84,84.84,106.42,32평,294.0,KB부동산 단지 시세/평형정보 | https://kbland.kr/map?complex=6108,2026-09-18,,,verified,sale_apartment,
A61271101,exclusive_123.78,123.78,148.61,44평,126.0,KB부동산 단지 시세/평형정보 | https://kbland.kr/map?complex=6108,2026-09-18,,,verified,sale_apartment,
A61274011,exclusive_59.83,59.83,77.73,23평,284.0,KB부동산 단지 시세/평형정보 | https://kbland.kr/map?complex=6105,2026-09-18,,,verified,sale_apartment,
A61274011,exclusive_84.93,84.93,107.75,32평,250.0,KB부동산 단지 시세/평형정보 | https://kbland.kr/map?complex=6105,2026-09-18,,,verified,sale_apartment,
A61274011,exclusive_134.82,134.82,163.17,49평,60.0,KB부동산 단지 시세/평형정보 | https://kbland.kr/map?complex=6105,2026-09-18,,,verified,sale_apartment,
A61274011,exclusive_164.63,164.63,196.05,59평,30.0,KB부동산 단지 시세/평형정보 | https://kbland.kr/map?complex=6105,2026-09-18,,,verified,sale_apartment,
A61274013,exclusive_80.79,80.79,,35평A | 37평A-1,52.0,KB부동산 단지 시세/평형정보 | https://kbland.kr/map?complex=16105,2026-09-18,,,verified,sale_apartment, | 동일 전용면적 타입 세대수 합산; 실거래는 타입 구별 불가
A61274013,exclusive_83.01,83.01,,36평B | 38평B-1 | 39평C,66.0,KB부동산 단지 시세/평형정보 | https://kbland.kr/map?complex=16105,2026-09-18,,,verified,sale_apartment, | 동일 전용면적 타입 세대수 합산; 실거래는 타입 구별 불가
A61274013,exclusive_80.57,80.57,121.29,36평D,1.0,KB부동산 단지 시세/평형정보 | https://kbland.kr/map?complex=16105,2026-09-18,,,verified,sale_apartment,
A61274013,exclusive_85.94,85.94,,37평F | 38평F-1,33.0,KB부동산 단지 시세/평형정보 | https://kbland.kr/map?complex=16105,2026-09-18,,,verified,sale_apartment, | 동일 전용면적 타입 세대수 합산; 실거래는 타입 구별 불가
A61274013,exclusive_89.34,89.34,,39평B-1 | 40평B-2,5.0,KB부동산 단지 시세/평형정보 | https://kbland.kr/map?complex=16105,2026-09-18,,,verified,sale_apartment, | 동일 전용면적 타입 세대수 합산; 실거래는 타입 구별 불가
A61274013,exclusive_89.49,89.49,129.62,39평B,46.0,KB부동산 단지 시세/평형정보 | https://kbland.kr/map?complex=16105,2026-09-18,,,verified,sale_apartment,
A61274013,exclusive_87.3,87.3,130.7,39평E-3,1.0,KB부동산 단지 시세/평형정보 | https://kbland.kr/map?complex=16105,2026-09-18,,,verified,sale_apartment,
A61274013,exclusive_88.78,88.78,132.58,40평B-3,1.0,KB부동산 단지 시세/평형정보 | https://kbland.kr/map?complex=16105,2026-09-18,,,verified,sale_apartment,
A61274013,exclusive_90.99,90.99,135.15,40평A,46.0,KB부동산 단지 시세/평형정보 | https://kbland.kr/map?complex=16105,2026-09-18,,,verified,sale_apartment,
A61274013,exclusive_92.74,92.74,135.6,41평C-1,10.0,KB부동산 단지 시세/평형정보 | https://kbland.kr/map?complex=16105,2026-09-18,,,verified,sale_apartment,
A61274013,exclusive_92.15,92.15,,41평A-1 | 42평A-2,6.0,KB부동산 단지 시세/평형정보 | https://kbland.kr/map?complex=16105,2026-09-18,,,verified,sale_apartment, | 동일 전용면적 타입 세대수 합산; 실거래는 타입 구별 불가
A61274013,exclusive_94.17,94.17,,41평H-1 | 42평H-2,6.0,KB부동산 단지 시세/평형정보 | https://kbland.kr/map?complex=16105,2026-09-18,,,verified,sale_apartment, | 동일 전용면적 타입 세대수 합산; 실거래는 타입 구별 불가
A61274013,exclusive_93.04,93.04,136.19,41평C,46.0,KB부동산 단지 시세/평형정보 | https://kbland.kr/map?complex=16105,2026-09-18,,,verified,sale_apartment,
A61274013,exclusive_94.45,94.45,136.64,41평H,27.0,KB부동산 단지 시세/평형정보 | https://kbland.kr/map?complex=16105,2026-09-18,,,verified,sale_apartment,
A61274013,exclusive_90.84,90.84,138.1,41평D-7,1.0,KB부동산 단지 시세/평형정보 | https://kbland.kr/map?complex=16105,2026-09-18,,,verified,sale_apartment,
A61274013,exclusive_92.89,92.89,138.57,41평E-2,1.0,KB부동산 단지 시세/평형정보 | https://kbland.kr/map?complex=16105,2026-09-18,,,verified,sale_apartment,
A61274013,exclusive_93.99,93.99,140.81,42평C-2,2.0,KB부동산 단지 시세/평형정보 | https://kbland.kr/map?complex=16105,2026-09-18,,,verified,sale_apartment,
A61274013,exclusive_98.55,98.55,,43평G-1 | 44평G-2,6.0,KB부동산 단지 시세/평형정보 | https://kbland.kr/map?complex=16105,2026-09-18,,,verified,sale_apartment, | 동일 전용면적 타입 세대수 합산; 실거래는 타입 구별 불가
A61274013,exclusive_94.11,94.11,142.55,43평D-6,1.0,KB부동산 단지 시세/평형정보 | https://kbland.kr/map?complex=16105,2026-09-18,,,verified,sale_apartment,
A61274013,exclusive_98.47,98.47,,43평D | 44평D-1,32.0,KB부동산 단지 시세/평형정보 | https://kbland.kr/map?complex=16105,2026-09-18,,,verified,sale_apartment, | 동일 전용면적 타입 세대수 합산; 실거래는 타입 구별 불가
A61274013,exclusive_99.79,99.79,144.56,43평G,27.0,KB부동산 단지 시세/평형정보 | https://kbland.kr/map?complex=16105,2026-09-18,,,verified,sale_apartment,
A61274013,exclusive_97.29,97.29,144.63,43평E-1,1.0,KB부동산 단지 시세/평형정보 | https://kbland.kr/map?complex=16105,2026-09-18,,,verified,sale_apartment,
A61274013,exclusive_96.81,96.81,146.22,44평D-5,1.0,KB부동산 단지 시세/평형정보 | https://kbland.kr/map?complex=16105,2026-09-18,,,verified,sale_apartment,
A61274013,exclusive_103.03,103.03,,44평B | 46평B-1,32.0,KB부동산 단지 시세/평형정보 | https://kbland.kr/map?complex=16105,2026-09-18,,,verified,sale_apartment, | 동일 전용면적 타입 세대수 합산; 실거래는 타입 구별 불가
A61274013,exclusive_98.18,98.18,148.06,44평D-2,1.0,KB부동산 단지 시세/평형정보 | https://kbland.kr/map?complex=16105,2026-09-18,,,verified,sale_apartment,
A61274013,exclusive_100.46,100.46,149.0,45평E,1.0,KB부동산 단지 시세/평형정보 | https://kbland.kr/map?complex=16105,2026-09-18,,,verified,sale_apartment,
A61274013,exclusive_98.92,98.92,149.12,45평D-4,1.0,KB부동산 단지 시세/평형정보 | https://kbland.kr/map?complex=16105,2026-09-18,,,verified,sale_apartment,
A61274013,exclusive_100.43,100.43,151.21,45평D-3,1.0,KB부동산 단지 시세/평형정보 | https://kbland.kr/map?complex=16105,2026-09-18,,,verified,sale_apartment,
A61274013,exclusive_102.42,102.42,151.75,45평B-2,1.0,KB부동산 단지 시세/평형정보 | https://kbland.kr/map?complex=16105,2026-09-18,,,verified,sale_apartment,
A61274013,exclusive_107.97,107.97,156.57,47평A-1,10.0,KB부동산 단지 시세/평형정보 | https://kbland.kr/map?complex=16105,2026-09-18,,,verified,sale_apartment,
A61274013,exclusive_108.1,108.1,156.78,47평A,46.0,KB부동산 단지 시세/평형정보 | https://kbland.kr/map?complex=16105,2026-09-18,,,verified,sale_apartment,
A61274013,exclusive_110.15,110.15,,48평C-1 | 49평C-2,12.0,KB부동산 단지 시세/평형정보 | https://kbland.kr/map?complex=16105,2026-09-18,,,verified,sale_apartment, | 동일 전용면적 타입 세대수 합산; 실거래는 타입 구별 불가
A61274013,exclusive_110.44,110.44,159.0,48평C,46.0,KB부동산 단지 시세/평형정보 | https://kbland.kr/map?complex=16105,2026-09-18,,,verified,sale_apartment,
A61274013,exclusive_106.87,106.87,159.17,48평A-3,1.0,KB부동산 단지 시세/평형정보 | https://kbland.kr/map?complex=16105,2026-09-18,,,verified,sale_apartment,
A61274013,exclusive_107.61,107.61,160.21,48평A-2,1.0,KB부동산 단지 시세/평형정보 | https://kbland.kr/map?complex=16105,2026-09-18,,,verified,sale_apartment,
A61274013,exclusive_110.12,110.12,,48평D-1 | 50평D-2,12.0,KB부동산 단지 시세/평형정보 | https://kbland.kr/map?complex=16105,2026-09-18,,,verified,sale_apartment, | 동일 전용면적 타입 세대수 합산; 실거래는 타입 구별 불가
A61274013,exclusive_110.47,110.47,161.43,48평D,46.0,KB부동산 단지 시세/평형정보 | https://kbland.kr/map?complex=16105,2026-09-18,,,verified,sale_apartment,
A61274013,exclusive_111.9,111.9,,48평E-1 | 50평E-2,5.0,KB부동산 단지 시세/평형정보 | https://kbland.kr/map?complex=16105,2026-09-18,,,verified,sale_apartment, | 동일 전용면적 타입 세대수 합산; 실거래는 타입 구별 불가
A61274013,exclusive_112.13,112.13,161.81,48평E,27.0,KB부동산 단지 시세/평형정보 | https://kbland.kr/map?complex=16105,2026-09-18,,,verified,sale_apartment,
A61274013,exclusive_112.6,112.6,,49평F-1 | 51평F-2,6.0,KB부동산 단지 시세/평형정보 | https://kbland.kr/map?complex=16105,2026-09-18,,,verified,sale_apartment, | 동일 전용면적 타입 세대수 합산; 실거래는 타입 구별 불가
A61274013,exclusive_111.02,111.02,,49평B | 50평B-1,52.0,KB부동산 단지 시세/평형정보 | https://kbland.kr/map?complex=16105,2026-09-18,,,verified,sale_apartment, | 동일 전용면적 타입 세대수 합산; 실거래는 타입 구별 불가
A61274013,exclusive_108.76,108.76,164.5,49평B-2,1.0,KB부동산 단지 시세/평형정보 | https://kbland.kr/map?complex=16105,2026-09-18,,,verified,sale_apartment,
A61274013,exclusive_112.99,112.99,164.55,49평F,27.0,KB부동산 단지 시세/평형정보 | https://kbland.kr/map?complex=16105,2026-09-18,,,verified,sale_apartment,
A61274013,exclusive_114.38,114.38,,50평A-1 | 51평A-2,6.0,KB부동산 단지 시세/평형정보 | https://kbland.kr/map?complex=16105,2026-09-18,,,verified,sale_apartment, | 동일 전용면적 타입 세대수 합산; 실거래는 타입 구별 불가
A61274013,exclusive_111.61,111.61,166.34,50평E-3,1.0,KB부동산 단지 시세/평형정보 | https://kbland.kr/map?complex=16105,2026-09-18,,,verified,sale_apartment,
A61274013,exclusive_115.68,115.68,168.25,50평A,46.0,KB부동산 단지 시세/평형정보 | https://kbland.kr/map?complex=16105,2026-09-18,,,verified,sale_apartment,
A61274013,exclusive_117.74,117.74,,52평A | 53평A-1,51.0,KB부동산 단지 시세/평형정보 | https://kbland.kr/map?complex=16105,2026-09-18,,,verified,sale_apartment, | 동일 전용면적 타입 세대수 합산; 실거래는 타입 구별 불가
A61274013,exclusive_119.85,119.85,,52평C | 53평C-1,57.0,KB부동산 단지 시세/평형정보 | https://kbland.kr/map?complex=16105,2026-09-18,,,verified,sale_apartment, | 동일 전용면적 타입 세대수 합산; 실거래는 타입 구별 불가
A61274013,exclusive_117.4,117.4,175.53,53평A-2,1.0,KB부동산 단지 시세/평형정보 | https://kbland.kr/map?complex=16105,2026-09-18,,,verified,sale_apartment,
A61274013,exclusive_119.44,119.44,176.97,53평C-2,1.0,KB부동산 단지 시세/평형정보 | https://kbland.kr/map?complex=16105,2026-09-18,,,verified,sale_apartment,
A61274013,exclusive_117.63,117.63,177.08,53평B-1,1.0,KB부동산 단지 시세/평형정보 | https://kbland.kr/map?complex=16105,2026-09-18,,,verified,sale_apartment,
A61274013,exclusive_126.13,126.13,180.1,54평E,56.0,KB부동산 단지 시세/평형정보 | https://kbland.kr/map?complex=16105,2026-09-18,,,verified,sale_apartment,
A61274013,exclusive_126.36,126.36,,54평D-1 | 56평D-2,11.0,KB부동산 단지 시세/평형정보 | https://kbland.kr/map?complex=16105,2026-09-18,,,verified,sale_apartment, | 동일 전용면적 타입 세대수 합산; 실거래는 타입 구별 불가
A61274013,exclusive_127.66,127.66,183.15,55평D,46.0,KB부동산 단지 시세/평형정보 | https://kbland.kr/map?complex=16105,2026-09-18,,,verified,sale_apartment,
A61274013,exclusive_120.99,120.99,184.04,55평G-1,1.0,KB부동산 단지 시세/평형정보 | https://kbland.kr/map?complex=16105,2026-09-18,,,verified,sale_apartment,
A61274013,exclusive_125.73,125.73,184.23,55평B-1,4.0,KB부동산 단지 시세/평형정보 | https://kbland.kr/map?complex=16105,2026-09-18,,,verified,sale_apartment,
A61274013,exclusive_126.6,126.6,185.55,56평B,46.0,KB부동산 단지 시세/평형정보 | https://kbland.kr/map?complex=16105,2026-09-18,,,verified,sale_apartment,
A61274013,exclusive_126.79,126.79,186.0,56평D-3,1.0,KB부동산 단지 시세/평형정보 | https://kbland.kr/map?complex=16105,2026-09-18,,,verified,sale_apartment,
A61274013,exclusive_124.01,124.01,187.13,56평A,5.0,KB부동산 단지 시세/평형정보 | https://kbland.kr/map?complex=16105,2026-09-18,,,verified,sale_apartment,
A61274013,exclusive_124.72,124.72,187.24,56평B-2,2.0,KB부동산 단지 시세/평형정보 | https://kbland.kr/map?complex=16105,2026-09-18,,,verified,sale_apartment,
A61274013,exclusive_126.65,126.65,187.27,56평E-1,2.0,KB부동산 단지 시세/평형정보 | https://kbland.kr/map?complex=16105,2026-09-18,,,verified,sale_apartment,
A61274013,exclusive_125.65,125.65,188.5,57평B,1.0,KB부동산 단지 시세/평형정보 | https://kbland.kr/map?complex=16105,2026-09-18,,,verified,sale_apartment,
A61274013,exclusive_127.26,127.26,190.68,57평C,3.0,KB부동산 단지 시세/평형정보 | https://kbland.kr/map?complex=16105,2026-09-18,,,verified,sale_apartment,
A61274013,exclusive_127.63,127.63,194.31,58평F,5.0,KB부동산 단지 시세/평형정보 | https://kbland.kr/map?complex=16105,2026-09-18,,,verified,sale_apartment,
A61274013,exclusive_135.23,135.23,195.84,59평E,46.0,KB부동산 단지 시세/평형정보 | https://kbland.kr/map?complex=16105,2026-09-18,,,verified,sale_apartment,
A61274013,exclusive_135.94,135.94,,59평E-1 | 59평E-2 | 61평D,16.0,KB부동산 단지 시세/평형정보 | https://kbland.kr/map?complex=16105,2026-09-18,,,verified,sale_apartment, | 동일 전용면적 타입 세대수 합산; 실거래는 타입 구별 불가
A61274013,exclusive_138.72,138.72,,60평A-1 | 62평A-2,11.0,KB부동산 단지 시세/평형정보 | https://kbland.kr/map?complex=16105,2026-09-18,,,verified,sale_apartment, | 동일 전용면적 타입 세대수 합산; 실거래는 타입 구별 불가
A61274013,exclusive_139.31,139.31,200.34,60평A,46.0,KB부동산 단지 시세/평형정보 | https://kbland.kr/map?complex=16105,2026-09-18,,,verified,sale_apartment,
A61274013,exclusive_132.21,132.21,200.71,60평G,1.0,KB부동산 단지 시세/평형정보 | https://kbland.kr/map?complex=16105,2026-09-18,,,verified,sale_apartment,
A61274013,exclusive_136.15,136.15,206.59,62평D-4,1.0,KB부동산 단지 시세/평형정보 | https://kbland.kr/map?complex=16105,2026-09-18,,,verified,sale_apartment,
A61274013,exclusive_136.55,136.55,206.62,62평F,1.0,KB부동산 단지 시세/평형정보 | https://kbland.kr/map?complex=16105,2026-09-18,,,verified,sale_apartment,
