kapt_code,kapt_name,legal_dong,kapt_address,kapt_households,kb_complex_id,kb_name,kb_address,kb_households,kb_url,match_score,match_confidence,match_method,verified_at
A10023533,오션파라곤,문현동,부산광역시 남구 문현동 1255 오션파라곤,662.0,45612,오션파라곤,,,https://kbland.kr/map?complex=45612,,high,playwright_search,2026-09-18T10:36:32.172764
A10023872,대연양우내안애 아파트,문현동,부산광역시 남구 문현동 310-1 대연양우내안애 아파트,560.0,43588,대연양우내안애퍼스트,,,https://kbland.kr/map?complex=43588,,high,playwright_search,2026-09-18T10:36:34.372330
A10024704,문현경동리인,문현동,부산광역시 남구 문현동 1244 문현경동리인,600.0,35250,문현경동리인(1단지),,,,,medium,playwright_search,2026-09-18T10:36:39.611645
A10025508,문현베스티움아파트,문현동,부산광역시 남구 문현동 1234 문현베스티움아파트,743.0,33363,국제금융시티문현베스티움,,,https://kbland.kr/map?complex=33363,,high,playwright_search,2026-09-18T10:36:41.838512
A60804003,문현동삼성아파트,문현동,부산광역시 남구 문현동 395 문현동삼성아파트,916.0,5337,문현동삼성,,,https://kbland.kr/map?complex=5337,,high,playwright_search,2026-09-18T10:36:44.074533
A60872101,대림문현시티프라자,문현동,부산광역시 남구 문현동 363-1 대림문현시티프라자,521.0,5338,대림문현시티프라자,,,https://kbland.kr/map?complex=5338,,high,playwright_search,2026-09-18T10:36:46.288472
A60877107,우암일신보라,우암동,부산광역시 남구 우암동 120-100 우암일신보라,661.0,5354,일신보라,,,https://kbland.kr/map?complex=5354,,high,playwright_search,2026-09-18T10:36:57.866364
A60875305,감만현대1차아파트,감만동,부산광역시 남구 감만동 225-2 감만현대1차아파트,885.0,5357,감만현대(1차),,,https://kbland.kr/map?complex=5357,,high,playwright_search,2026-09-18T10:37:00.063907
A60880104,감만동일스위트아파트,감만동,부산광역시 남구 감만동 73-212 감만동일스위트아파트,548.0,13601,감만동일스위트,,,https://kbland.kr/map?complex=13601,,high,playwright_search,2026-09-18T10:37:02.287662
A10027989,신화명리버뷰자이아파트,금곡동,부산광역시 북구 금곡동 1021 신화명리버뷰자이아파트,792.0,27681,신화명리버뷰자이,,,https://kbland.kr/map?complex=27681,,high,playwright_search,2026-09-18T10:37:04.473519
A10028138,동원역삼정그린코아,금곡동,부산광역시 북구 금곡동 832 동원역삼정그린코아,529.0,26091,동원역삼정그린코아,,,https://kbland.kr/map?complex=26091,,high,playwright_search,2026-09-18T10:37:06.728778
A61673902,율리벽산블루밍,금곡동,부산광역시 북구 금곡동 1915 율리벽산블루밍,589.0,25534+25582,율리벽산블루밍,,538,https://kbland.kr/map?complex=25534,,exact,playwright_search,2026-09-18T10:37:11.998560
A61674912,화명뜨란채,금곡동,부산광역시 북구 금곡동 1895 화명뜨란채,981.0,13527,화명뜨란채,,,https://kbland.kr/map?complex=13527,,high,playwright_search,2026-09-18T10:37:16.185744
A61676006,금곡한솔아파트,금곡동,부산광역시 북구 금곡동 56-1 금곡한솔아파트,532.0,5667,"벽산,삼협한솔",,,https://kbland.kr/map?complex=5667,,high,playwright_search,2026-09-18T10:37:19.450337
A61676316,금곡주공3단지아파트,금곡동,부산광역시 북구 금곡동 57-1 금곡주공3단지아파트,1484.0,5665,금곡3단지주공,,,https://kbland.kr/map?complex=5665,,high,playwright_search,2026-09-18T10:37:25.723600
A61676509,금곡주공5단지아파트,금곡동,부산광역시 북구 금곡동 1112-2 금곡주공5단지아파트,713.0,5668,금곡5단지주공,,,https://kbland.kr/map?complex=5668,,high,playwright_search,2026-09-18T10:37:29.931615
A61676605,금곡주공6단지아파트,금곡동,부산광역시 북구 금곡동 1110 금곡주공6단지아파트,504.0,5669,금곡6단지주공,,,https://kbland.kr/map?complex=5669,,high,playwright_search,2026-09-18T10:37:32.180888
A61677013,화명한일유앤아이,금곡동,부산광역시 북구 금곡동 1898 화명한일유앤아이,1026.0,5659,화명한일유앤아이,,,https://kbland.kr/map?complex=5659,,high,playwright_search,2026-09-18T10:37:41.640670
A61681107,금곡화목타운,금곡동,부산광역시 북구 금곡동 97-10 금곡화목타운,576.0,5666,금곡화목타운,,,https://kbland.kr/map?complex=5666,,high,playwright_search,2026-09-18T10:37:43.848144
A61684110,화명리버빌2차아파트,금곡동,부산광역시 북구 금곡동 1885 화명리버빌2차아파트,722.0,12107,화명리버빌2차,,,https://kbland.kr/map?complex=12107,,high,playwright_search,2026-09-18T10:37:52.349190
A61612010,화명2차현대아파트,화명동,부산광역시 북구 화명동 2307 화명2차현대아파트,743.0,5650,화명2차현대,,,https://kbland.kr/map?complex=5650,,high,playwright_search,2026-09-18T10:37:58.605470
A61612017,대림쌍용강변타운,화명동,부산광역시 북구 화명동 2306 대림쌍용강변타운,1895.0,12816,대림쌍용강변타운,,,https://kbland.kr/map?complex=12816,,high,playwright_search,2026-09-18T10:38:18.620288
A61612018,화명롯데낙천대,화명동,부산광역시 북구 화명동 2264 화명롯데낙천대,1950.0,5663,화명동롯데낙천대,,,https://kbland.kr/map?complex=5663,,high,playwright_search,2026-09-18T10:38:20.866041
A61612019,화명대림타운,화명동,부산광역시 북구 화명동 1170-1 화명대림타운,3382.0,5647,화명동대림타운,,,https://kbland.kr/map?complex=5647,,high,playwright_search,2026-09-18T10:38:23.078390
A61673302,삼한힐파크아파트,화명동,부산광역시 북구 화명동 732 삼한힐파크아파트,807.0,12837,삼한힐파크,,,https://kbland.kr/map?complex=12837,,high,playwright_search,2026-09-18T10:38:25.290903
A61673305,화명유림아파트,화명동,부산광역시 북구 화명동 749 화명유림아파트,506.0,5655,화명유림,,,https://kbland.kr/map?complex=5655,,high,playwright_search,2026-09-18T10:38:32.783306
A61673308,화명롯데캐슬카이저,화명동,부산광역시 북구 화명동 2324 화명롯데캐슬카이저,5239.0,22067,화명롯데캐슬카이저,,,https://kbland.kr/map?complex=22067,,high,playwright_search,2026-09-18T10:38:34.995415
A61679206,벽산강변타운아파트,화명동,부산광역시 북구 화명동 188 벽산강변타운아파트,1044.0,5652,벽산강변타운,,,https://kbland.kr/map?complex=5652,,high,playwright_search,2026-09-18T10:38:37.191647
A61679207,도시화명그린(21B)아파트,화명동,부산광역시 북구 화명동 295 도시화명그린(21B)아파트,720.0,389318,도시화명그린(295),,,https://kbland.kr/map?complex=389318,,high,playwright_search,2026-09-18T10:38:39.378166
A61683305,그린숲속(화명그린24),화명동,부산광역시 북구 화명동 512 그린숲속(화명그린24),900.0,5660,그린숲속,,,https://kbland.kr/map?complex=5660,,high,playwright_search,2026-09-18T10:38:46.801863
A10023725,백양산 베스티움에코포레,만덕동,부산광역시 북구 만덕동 861-7 백양산 베스티움에코포레,593.0,45099,백양산베스티움에코포레,,,https://kbland.kr/map?complex=45099,,high,playwright_search,2026-09-18T10:38:54.292673
A10025235,더래디언트금정산,만덕동,부산광역시 북구 만덕동 960 더래디언트금정산,1677.0,34695,더래디언트금정산,,,https://kbland.kr/map?complex=34695,,high,playwright_search,2026-09-18T10:38:58.593270
A10027832,백양디이스트,만덕동,부산광역시 북구 만덕동 955 백양디이스트,3790.0,26496,백양디이스트,,3160,https://kbland.kr/map?complex=26496,,exact,playwright_search,2026-09-18T10:39:03.829518
A61673103,신만덕쌍용예가,만덕동,부산광역시 북구 만덕동 953 신만덕쌍용예가,600.0,13477,신만덕쌍용예가,,,https://kbland.kr/map?complex=13477,,high,playwright_search,2026-09-18T10:39:06.068261
A61675601,만덕 상록한신휴플러스아파트,만덕동,부산광역시 북구 만덕동 943-1 만덕 상록한신휴플러스아파트,882.0,14200,상록한신휴플러스,,,https://kbland.kr/map?complex=14200,,high,playwright_search,2026-09-18T10:39:08.317306
A61675806,만덕삼성아파트,만덕동,부산광역시 북구 만덕동 290-1 만덕삼성아파트,600.0,5635,삼성,,,https://kbland.kr/map?complex=5635,,high,playwright_search,2026-09-18T10:39:11.590834
A61678209,만덕그린코아아파트,만덕동,부산광역시 북구 만덕동 216-7 만덕그린코아아파트,1468.0,5634,그린코아,,,https://kbland.kr/map?complex=5634,,high,playwright_search,2026-09-18T10:39:14.839840
A61678706,럭키만덕1차아파트,만덕동,부산광역시 북구 만덕동 774 럭키만덕1차아파트,900.0,5630,럭키만덕(1차),,,https://kbland.kr/map?complex=5630,,high,playwright_search,2026-09-18T10:39:17.080143
A61678804,럭키만덕2차아파트,만덕동,부산광역시 북구 만덕동 911-3 럭키만덕2차아파트,714.0,5631,럭키만덕(2차),,,https://kbland.kr/map?complex=5631,,high,playwright_search,2026-09-18T10:39:19.259978
A61682607,만덕대성타워,만덕동,부산광역시 북구 만덕동 927-1 만덕대성타워,816.0,5629,대성타워맨션,,,https://kbland.kr/map?complex=5629,,high,playwright_search,2026-09-18T10:39:24.539780
A61682907,만덕동원,만덕동,부산광역시 북구 만덕동 925-1 만덕동원,988.0,5637,동원,,,https://kbland.kr/map?complex=5637,,high,playwright_search,2026-09-18T10:39:27.780473
A61682908,벽산라인타운 아파트,만덕동,부산광역시 북구 만덕동 774-7 벽산라인타운 아파트,1166.0,5632,벽산라인타운(2차),,,https://kbland.kr/map?complex=5632,,high,playwright_search,2026-09-18T10:39:29.982526
A10022905,포레나부산덕천2차,덕천동,부산광역시 북구 덕천동 359-1 포레나부산덕천2차,795.0,383941,포레나부산덕천2차,,,https://kbland.kr/map?complex=383941,,high,playwright_search,2026-09-18T10:39:32.170774
A10023684,포레나부산덕천아파트,덕천동,부산광역시 북구 덕천동 357-12 포레나부산덕천아파트,636.0,48640,포레나부산덕천,,,https://kbland.kr/map?complex=48640,,high,playwright_search,2026-09-18T10:39:34.383361
A61610003,덕천동롯데아파트,덕천동,부산광역시 북구 덕천동 132-65 덕천동롯데아파트,705.0,13084,덕천동롯데,,,https://kbland.kr/map?complex=13084,,high,playwright_search,2026-09-18T10:39:36.582006
A61670501,덕천삼정그린코아,덕천동,부산광역시 북구 덕천동 373-1 덕천삼정그린코아,560.0,15303,덕천동삼정그린코아,,,https://kbland.kr/map?complex=15303,,high,playwright_search,2026-09-18T10:39:38.787615
A61677608,기비골마을아파트,덕천동,부산광역시 북구 덕천동 814-4 기비골마을아파트,825.0,22234,기비골마을,,,https://kbland.kr/map?complex=22234,,high,playwright_search,2026-09-18T10:39:42.991390
A61682303,덕천주공1단지아파트,덕천동,부산광역시 북구 덕천동 802 덕천주공1단지아파트,1320.0,5607,덕천주공1단지.,,,https://kbland.kr/map?complex=5607,,high,playwright_search,2026-09-18T10:39:47.203905
A10024201,리버파크반도유보라,구포동,부산광역시 북구 구포동 1300 리버파크반도유보라,790.0,42482,리버파크반도유보라,,,https://kbland.kr/map?complex=42482,,high,playwright_search,2026-09-18T10:39:49.377740
A61609002,동원로얄듀크비스타,구포동,부산광역시 북구 구포동 1296 동원로얄듀크비스타,1079.0,25382,구포동원로얄듀크비스타,,,https://kbland.kr/map?complex=25382,,high,playwright_search,2026-09-18T10:39:51.586486
A61609206,구포유림노르웨이숲,구포동,부산광역시 북구 구포동 1293 구포유림노르웨이숲,1176.0,22082,구포유림노르웨이숲2차,,,,,medium,playwright_search,2026-09-18T10:39:56.844139
A61680707,구포현대아파트,구포동,부산광역시 북구 구포동 1103-2 구포현대아파트,1741.0,5590,구포현대,,,https://kbland.kr/map?complex=5590,,high,playwright_search,2026-09-18T10:40:05.246940
A61273306,벽산삼협한솔,반송동,부산광역시 해운대구 반송동 892 벽산삼협한솔,764.0,6216,벽산삼협한솔,,,https://kbland.kr/map?complex=6216,,high,playwright_search,2026-09-18T10:40:09.476852
A61280805,삼한그린타운1차아파트,반송동,부산광역시 해운대구 반송동 888 삼한그린타운1차아파트,560.0,6225,삼한그린타운(1차),,,https://kbland.kr/map?complex=6225,,high,playwright_search,2026-09-18T10:40:18.917557
A10023647,센텀KCC스위첸아파트,반여동,부산광역시 해운대구 반여동 1316 센텀KCC스위첸아파트,638.0,47519,센텀kcc스위첸,,,https://kbland.kr/map?complex=47519,,high,playwright_search,2026-09-18T10:40:23.332394
A10024249,센텀트루엘 아파트,반여동,부산광역시 해운대구 반여동 1676 센텀트루엘 아파트,531.0,34612,해운대센텀트루엘1단지,,,,,medium,playwright_search,2026-09-18T10:40:29.609963
A61206110,센텀롯데캐슬3차,반여동,부산광역시 해운대구 반여동 1641 센텀롯데캐슬3차,517.0,13908,센텀롯데캐슬3차,,,https://kbland.kr/map?complex=13908,,high,playwright_search,2026-09-18T10:40:31.830704
A61206113,우방신세계타운아파트,반여동,부산광역시 해운대구 반여동 1190-1 우방신세계타운아파트,998.0,6212,우방신세계(타운),,,https://kbland.kr/map?complex=6212,,high,playwright_search,2026-09-18T10:40:34.088531
A61206114,센텀롯데캐슬2차,반여동,부산광역시 해운대구 반여동 1660 센텀롯데캐슬2차,1165.0,13213,센텀롯데캐슬2차,,,https://kbland.kr/map?complex=13213,,high,playwright_search,2026-09-18T10:40:36.288009
A61206118,메가센텀꿈에그린아파트,반여동,부산광역시 해운대구 반여동 1662 메가센텀꿈에그린아파트,1564.0,15485,해운대메가센텀한화꿈에그린,,,https://kbland.kr/map?complex=15485,,high,playwright_search,2026-09-18T10:40:39.562544
A61270515,센텀롯데캐슬,반여동,부산광역시 해운대구 반여동 1619 센텀롯데캐슬,1198.0,12927,센텀롯데캐슬,,,https://kbland.kr/map?complex=12927,,high,playwright_search,2026-09-18T10:40:41.824075
A61271919,아시아선수촌아파트,반여동,부산광역시 해운대구 반여동 1638 아시아선수촌아파트,2290.0,12115,아시아선수촌,,,https://kbland.kr/map?complex=12115,,high,playwright_search,2026-09-18T10:40:44.024399
A61272011,반여현대그린아파트,반여동,부산광역시 해운대구 반여동 1411-10 반여현대그린아파트,600.0,6191,현대그린맨션,,,https://kbland.kr/map?complex=6191,,high,playwright_search,2026-09-18T10:40:47.299934
A61279802,일동미라주,반여동,부산광역시 해운대구 반여동 1192-3 일동미라주,564.0,6196,일동미라주,,,https://kbland.kr/map?complex=6196,,high,playwright_search,2026-09-18T10:40:49.476175
A61279804,센텀SK뷰,반여동,부산광역시 해운대구 반여동 1174-1 센텀SK뷰,1374.0,6197,센텀에스케이뷰,,,,,medium,playwright_search,2026-09-18T10:40:54.736152
A61281117,센텀대림,반여동,부산광역시 해운대구 반여동 1199-11 센텀대림,1500.0,6200,센텀대림아파트,,,https://kbland.kr/map?complex=6200,,high,playwright_search,2026-09-18T10:40:56.919387
A10026557,센텀리슈빌 아파트,재송동,부산광역시 해운대구 재송동 938 센텀리슈빌 아파트,753.0,29528+29529,센텀리슈빌 아파트,,753,https://kbland.kr/map?complex=29528,,exact,playwright_search,2026-09-18T10:41:03.220743
A61205002,센텀동부센트레빌아파트,재송동,부산광역시 해운대구 재송동 380-1 센텀동부센트레빌아파트,703.0,13992,센텀동부센트레빌,,,https://kbland.kr/map?complex=13992,,high,playwright_search,2026-09-18T10:41:05.410041
A61205003,더샵센텀스타,재송동,부산광역시 해운대구 재송동 1196 더샵센텀스타,629.0,15822,더샵센텀스타,,,https://kbland.kr/map?complex=15822,,high,playwright_search,2026-09-18T10:41:07.631191
A61271204,더샵센텀파크1차,재송동,부산광역시 해운대구 재송동 1200 더샵센텀파크1차,2752.0,13778,더샵센텀파크1차,,,https://kbland.kr/map?complex=13778,,high,playwright_search,2026-09-18T10:41:09.845590
A61271302,더샵센텀파크2차,재송동,부산광역시 해운대구 재송동 1197 더샵센텀파크2차,998.0,13943,더샵센텀파크2차,,,https://kbland.kr/map?complex=13943,,high,playwright_search,2026-09-18T10:41:12.134729
A61274815,센텀(재송)삼익,재송동,부산광역시 해운대구 재송동 1023 센텀(재송)삼익,936.0,6167,센텀삼익,,,https://kbland.kr/map?complex=6167,,high,playwright_search,2026-09-18T10:41:14.330082
A61278214,센텀우신골든빌,재송동,부산광역시 해운대구 재송동 1048-3 센텀우신골든빌,846.0,661804,센텀우신골든빌,,,https://kbland.kr/map?complex=661804,,high,playwright_search,2026-09-18T10:41:16.593926
A61281512,센텀피오레1차,재송동,부산광역시 해운대구 재송동 1302 센텀피오레1차,774.0,13558,센텀피오레1차,,,https://kbland.kr/map?complex=13558,,high,playwright_search,2026-09-18T10:41:18.802281
A61283211,재송그린,재송동,부산광역시 해운대구 재송동 1146-1 재송그린,560.0,6180,시영(재송그린),,,https://kbland.kr/map?complex=6180,,high,playwright_search,2026-09-18T10:41:21.035393
A61283410,센텀동국아파트,재송동,부산광역시 해운대구 재송동 1182-1 센텀동국아파트,536.0,6163,센텀동국,,,https://kbland.kr/map?complex=6163,,high,playwright_search,2026-09-18T10:41:23.237605
A61286403,센텀이편한세상,재송동,부산광역시 해운대구 재송동 939-2 센텀이편한세상,1190.0,13952,센텀e-편한세상,,,https://kbland.kr/map?complex=13952,,high,playwright_search,2026-09-18T10:41:25.408639
A10022568,해운대 경동리인뷰2차,우동,부산광역시 해운대구 우동 1565 해운대 경동리인뷰2차,632.0,1037915,해운대경동리인뷰2차(주상복합),,,https://kbland.kr/map?complex=1037915,,high,playwright_search,2026-09-18T10:41:27.588569
A10023542,해운대센트럴푸르지오,우동,부산광역시 해운대구 우동 587-1 해운대센트럴푸르지오,548.0,42014,해운대센트럴푸르지오,,,https://kbland.kr/map?complex=42014,,high,playwright_search,2026-09-18T10:41:29.821139
A10025214,해운대비스타동원,우동,부산광역시 해운대구 우동 1549 해운대비스타동원,504.0,32797,해운대비스타동원,,,https://kbland.kr/map?complex=32797,,high,playwright_search,2026-09-18T10:41:32.057355
A61202004,트럼프월드센텀,우동,부산광역시 해운대구 우동 1498 트럼프월드센텀,564.0,14223,트럼프월드센텀,,,https://kbland.kr/map?complex=14223,,high,playwright_search,2026-09-18T10:41:36.410984
A61202007,해운대두산위브더제니스,우동,부산광역시 해운대구 우동 1407 해운대두산위브더제니스,1788.0,16104,해운대두산위브더제니스(주상복합),,,https://kbland.kr/map?complex=16104,,high,playwright_search,2026-09-18T10:41:38.628975
A61202009,해운대자이,우동,부산광역시 해운대구 우동 1527 해운대자이,1059.0,24388+31638,해운대자이,,1008,https://kbland.kr/map?complex=24388,,exact,playwright_search,2026-09-18T10:41:43.861271
A61271101,센텀삼환아파트,우동,부산광역시 해운대구 우동 1100 센텀삼환아파트,926.0,6108,센텀삼환,,,https://kbland.kr/map?complex=6108,,high,playwright_search,2026-09-18T10:41:48.158664
A61274011,경남마리나아파트,우동,부산광역시 해운대구 우동 1388-1 경남마리나아파트,624.0,6105,경남마리나,,,https://kbland.kr/map?complex=6105,,high,playwright_search,2026-09-18T10:41:50.376913
A61274013,해운대아이파크,우동,부산광역시 해운대구 우동 1408 해운대아이파크,1631.0,16105,해운대아이파크(주상복합),,,https://kbland.kr/map?complex=16105,,high,playwright_search,2026-09-18T10:41:52.703858
A61274114,경동마리나아파트,우동,부산광역시 해운대구 우동 974 경동마리나아파트,892.0,6103,경동마리나,,,https://kbland.kr/map?complex=6103,,high,playwright_search,2026-09-18T10:41:54.870657
A61274213,해운대롯데아파트,우동,부산광역시 해운대구 우동 938 해운대롯데아파트,852.0,6104,롯데,,,,,medium,playwright_search,2026-09-18T10:42:01.169095
A61274508,동부올림픽아파트,우동,부산광역시 해운대구 우동 1008-5 동부올림픽아파트,1680.0,6109,동부올림픽타운,,,https://kbland.kr/map?complex=6109,,high,playwright_search,2026-09-18T10:42:03.387752
A61274707,삼호가든아파트,우동,부산광역시 해운대구 우동 1104-1 삼호가든아파트,1076.0,6101,삼호가든,,,https://kbland.kr/map?complex=6101,,high,playwright_search,2026-09-18T10:42:06.143946
A61278912,대우마리나3차아파트,우동,부산광역시 해운대구 우동 977 대우마리나3차아파트,750.0,6102,대우마리나(3차),,,https://kbland.kr/map?complex=6102,,high,playwright_search,2026-09-18T10:42:08.850383
A61286810,해운대반도보라빌,우동,부산광역시 해운대구 우동 945 해운대반도보라빌,548.0,14153,해운대반도보라빌,,,https://kbland.kr/map?complex=14153,,high,playwright_search,2026-09-18T10:42:22.542350
A10024591,해운대 롯데캐슬 스타 아파트,중동,부산광역시 해운대구 중동 1639 해운대 롯데캐슬 스타 아파트,828.0,36116,롯데캐슬스타,,,https://kbland.kr/map?complex=36116,,exact,playwright_search,2026-09-18T10:42:24.787865
A10028037,해운대힐스테이트위브,중동,부산광역시 해운대구 중동 1525 해운대힐스테이트위브,2369.0,22942,해운대힐스테이트위브,,,https://kbland.kr/map?complex=22942,,high,playwright_search,2026-09-18T10:42:33.432501
A61201007,롯데캐슬마린,중동,부산광역시 해운대구 중동 1360 롯데캐슬마린,792.0,12592,롯데캐슬마린,,,https://kbland.kr/map?complex=12592,,exact,playwright_search,2026-09-18T10:42:35.635515
A61203012,해운대영남아파트,좌동,부산광역시 해운대구 좌동 1328 해운대영남아파트,512.0,6143,영남,,,https://kbland.kr/map?complex=6143,,exact,playwright_search,2026-09-18T10:42:41.029686
A61203013,두산2차아파트,좌동,부산광역시 해운대구 좌동 1319 두산2차아파트,632.0,6145,두산(2차),,,https://kbland.kr/map?complex=6145,,high,playwright_search,2026-09-18T10:42:43.221684
A61203014,경남아너스빌,좌동,부산광역시 해운대구 좌동 1375 경남아너스빌,655.0,6152,경남아너스빌,,,https://kbland.kr/map?complex=6152,,exact,playwright_search,2026-09-18T10:42:45.489645
A61203015,해운대한일아파트,좌동,부산광역시 해운대구 좌동 1274 해운대한일아파트,662.0,6139,한일,,,https://kbland.kr/map?complex=6139,,high,playwright_search,2026-09-18T10:42:48.787789
A61203016,해운대동신아파트,좌동,부산광역시 해운대구 좌동 1302 해운대동신아파트,676.0,6125,동신,,,https://kbland.kr/map?complex=6125,,exact,playwright_search,2026-09-18T10:42:52.151860
A61203017,해운대동부아파트,좌동,부산광역시 해운대구 좌동 1412 해운대동부아파트,679.0,6146,동부,,,https://kbland.kr/map?complex=6146,,high,playwright_search,2026-09-18T10:42:55.518298
A61203019,해운대삼성아파트,좌동,부산광역시 해운대구 좌동 1413 해운대삼성아파트,728.0,6135,삼성,,,https://kbland.kr/map?complex=6135,,high,playwright_search,2026-09-18T10:43:05.106158
A61203020,해운대LIG건영아파트,좌동,부산광역시 해운대구 좌동 1414 해운대LIG건영아파트,788.0,6129,LIG건영,,,https://kbland.kr/map?complex=6129,,exact,playwright_search,2026-09-18T10:43:08.343913
A61203021,해운대센트럴파크아파트,좌동,부산광역시 해운대구 좌동 1282 해운대센트럴파크아파트,799.0,6142,해운대센트럴파크,,,https://kbland.kr/map?complex=6142,,exact,playwright_search,2026-09-18T10:43:10.579069
A61203023,해운대롯데4차아파트,좌동,부산광역시 해운대구 좌동 1419 해운대롯데4차아파트,842.0,6154,해운대롯데4차,,,https://kbland.kr/map?complex=6154,,exact,playwright_search,2026-09-18T10:43:19.056656
A61203024,대우1차아파트,좌동,부산광역시 해운대구 좌동 1333 대우1차아파트,852.0,6126,해운대대우1차,,,https://kbland.kr/map?complex=6126,,high,playwright_search,2026-09-18T10:43:21.258484
A61203026,해운대 화목타운,좌동,부산광역시 해운대구 좌동 1310 해운대 화목타운,896.0,6128,해운대화목타운,,,https://kbland.kr/map?complex=6128,,high,playwright_search,2026-09-18T10:43:29.756432
A61203027,LH뜨란채아파트,좌동,부산광역시 해운대구 좌동 1278 LH뜨란채아파트,928.0,6140,해운대그린포레,,,https://kbland.kr/map?complex=6140,,high,playwright_search,2026-09-18T10:43:31.982536
A61203028,코오롱아파트,좌동,부산광역시 해운대구 좌동 1348 코오롱아파트,928.0,6138,코오롱(효성),,,https://kbland.kr/map?complex=6138,,high,playwright_search,2026-09-18T10:43:34.175206
A61203031,해운대상록아파트,좌동,부산광역시 해운대구 좌동 1331 해운대상록아파트,1000.0,6158,해운대상록,,,https://kbland.kr/map?complex=6158,,high,playwright_search,2026-09-18T10:43:42.716619
A61203032,해운대대우2차아파트,좌동,부산광역시 해운대구 좌동 1438 해운대대우2차아파트,1002.0,6132,대우2차,,,https://kbland.kr/map?complex=6132,,exact,playwright_search,2026-09-18T10:43:44.925781
A61203035,경남선경아파트,좌동,부산광역시 해운대구 좌동 1448 경남선경아파트,1358.0,6151,경남선경,,,https://kbland.kr/map?complex=6151,,high,playwright_search,2026-09-18T10:43:59.754615
A61203036,두산1차,좌동,부산광역시 해운대구 좌동 1394 두산1차,1422.0,6144,두산1차,,,https://kbland.kr/map?complex=6144,,high,playwright_search,2026-09-18T10:44:01.958536
A61203037,대림1차아파트,좌동,부산광역시 해운대구 좌동 1396 대림1차아파트,1424.0,6131,대림(1차),,,https://kbland.kr/map?complex=6131,,high,playwright_search,2026-09-18T10:44:04.184359
A61203038,SKVIEW아파트,좌동,부산광역시 해운대구 좌동 1450 SKVIEW아파트,1721.0,6141,SK뷰,,,https://kbland.kr/map?complex=6141,,high,playwright_search,2026-09-18T10:44:06.385348
A61203039,해운대LG아파트,좌동,부산광역시 해운대구 좌동 1398 해운대LG아파트,1848.0,6153,LG,,,https://kbland.kr/map?complex=6153,,high,playwright_search,2026-09-18T10:44:09.675952
A61275302,해운대현대,좌동,부산광역시 해운대구 좌동 1337 해운대현대,957.0,6127,현대,,,https://kbland.kr/map?complex=6127,,high,playwright_search,2026-09-18T10:44:13.080183
A10023440,힐스테이트사하역 아파트,괴정동,부산광역시 사하구 괴정동 1208 힐스테이트사하역 아파트,1314.0,47133,힐스테이트사하역,,,https://kbland.kr/map?complex=47133,,high,playwright_search,2026-09-18T10:44:19.509305
A10024383,사하역비스타동원,괴정동,부산광역시 사하구 괴정동 1284 사하역비스타동원,513.0,41390,사하역비스타동원,,,https://kbland.kr/map?complex=41390,,high,playwright_search,2026-09-18T10:44:23.738833
A60471810,당리푸르지오,당리동,부산광역시 사하구 당리동 572 당리푸르지오,542.0,24378,당리푸르지오,,,https://kbland.kr/map?complex=24378,,high,playwright_search,2026-09-18T10:44:25.941176
A60474905,한신혜성아파트,하단동,부산광역시 사하구 하단동 277-2 한신혜성아파트,533.0,5768,한신혜성,,,https://kbland.kr/map?complex=5768,,high,playwright_search,2026-09-18T10:44:34.455032
A60476101,가락타운1단지아파트,하단동,부산광역시 사하구 하단동 365 가락타운1단지아파트,1746.0,5770,가락타운(1단지),,,https://kbland.kr/map?complex=5770,,high,playwright_search,2026-09-18T10:44:36.824815
A60476206,가락타운2.3단지아파트,하단동,부산광역시 사하구 하단동 1175 가락타운2.3단지아파트,2980.0,1074880,"가락타운(2,3단지)",,,https://kbland.kr/map?complex=1074880,,high,playwright_search,2026-09-18T10:44:39.104995
A10023928,사하코오롱하늘채아파트,신평동,부산광역시 사하구 신평동 674 사하코오롱하늘채아파트,969.0,47792,사하코오롱하늘채,,,https://kbland.kr/map?complex=47792,,high,playwright_search,2026-09-18T10:44:41.306775
A10027236,사하뷰웰아파트,신평동,부산광역시 사하구 신평동 669 사하뷰웰아파트,900.0,29662,사하뷰웰,,,https://kbland.kr/map?complex=29662,,high,playwright_search,2026-09-18T10:44:43.573467
A60403002,신평럭키무지개타운아파트,신평동,부산광역시 사하구 신평동 206-1 신평럭키무지개타운아파트,505.0,5790,신평럭키무지개타운,,,https://kbland.kr/map?complex=5790,,high,playwright_search,2026-09-18T10:44:45.773631
A60475903,신익강변타운아파트,신평동,부산광역시 사하구 신평동 408 신익강변타운아파트,937.0,5785,신익강변타운,,,https://kbland.kr/map?complex=5785,,high,playwright_search,2026-09-18T10:44:48.041423
A60476805,신평현대아파트,신평동,부산광역시 사하구 신평동 400 신평현대아파트,992.0,5784,신평현대,,,https://kbland.kr/map?complex=5784,,high,playwright_search,2026-09-18T10:44:50.240776
A60483404,신평한신아파트,신평동,부산광역시 사하구 신평동 425 신평한신아파트,937.0,5783,한신,,,https://kbland.kr/map?complex=5783,,high,playwright_search,2026-09-18T10:44:53.500962
A10022280,두산위브더센트럴사하,장림동,부산광역시 사하구 장림동 1154- 두산위브더센트럴사하,1643.0,340360,두산위브더제니스센트럴사하,,,https://kbland.kr/map?complex=340360,,high,playwright_search,2026-09-18T10:44:56.781027
