kapt_code,kapt_name,final_status,master_included,excluded,pending,verification_source,area_row_count,notes
A10023542,해운대센트럴푸르지오,VERIFIED_MASTER,True,False,False,KB부동산 / 공식자료,3,
A10025214,해운대비스타동원,VERIFIED_MASTER,True,False,False,KB부동산 / 공식자료,5,
A10026484,해운대 자이2차,VERIFIED_MASTER,True,False,False,KB부동산 / 공식자료,7,
A61202004,트럼프월드센텀,VERIFIED_MASTER,True,False,False,KB부동산 / 공식자료,12,
A61202007,해운대두산위브더제니스,VERIFIED_MASTER,True,False,False,KB부동산 / 공식자료,15,
A61202009,해운대자이,VERIFIED_MASTER,True,False,False,KB부동산 (24388+31638),8,전체 주거 세대 (1단지+2단지 통합 산정)
A61202011,해운대센텀두산위브,VERIFIED_MASTER,True,False,False,KB부동산 / 공식자료,8,
A61271101,센텀삼환아파트,VERIFIED_MASTER,True,False,False,KB부동산 / 공식자료,3,
A61274011,경남마리나아파트,VERIFIED_MASTER,True,False,False,KB부동산 / 공식자료,4,
A61274013,해운대아이파크,VERIFIED_MASTER,True,False,False,KB부동산 / 공식자료,199,
A61274114,경동마리나아파트,VERIFIED_MASTER,True,False,False,KB부동산 / 공식자료,11,
A61274213,해운대롯데아파트,VERIFIED_MASTER,True,False,False,KB부동산 / 공식자료,5,
A61274508,동부올림픽아파트,VERIFIED_MASTER,True,False,False,KB부동산 / 공식자료,3,
A61274707,삼호가든아파트,VERIFIED_MASTER,True,False,False,KB부동산 / 공식자료,8,
A61278912,대우마리나3차아파트,VERIFIED_MASTER,True,False,False,KB부동산 / 공식자료,6,
A61282215,"대우마리나1,2차아파트",VERIFIED_MASTER,True,False,False,KB부동산 / 공식자료,8,
A61282705,센텀센시빌구새한센시빌,VERIFIED_MASTER,True,False,False,KB부동산 / 공식자료,3,
A61286810,해운대반도보라빌,VERIFIED_MASTER,True,False,False,KB부동산 / 공식자료,3,
A10024591,해운대 롯데캐슬 스타 아파트,VERIFIED_MASTER,True,False,False,KB부동산 / 공식자료,4,
A10025181,해운대 LCT 더샵아파트,VERIFIED_MASTER,True,False,False,KB부동산 / 공식자료,5,
A10028037,해운대힐스테이트위브,VERIFIED_MASTER,True,False,False,KB부동산 / 공식자료,33,
A61201007,롯데캐슬마린,VERIFIED_MASTER,True,False,False,KB부동산 / 공식자료,3,
A61288603,래미안해운대,VERIFIED_MASTER,True,False,False,KB부동산 / 공식자료,7,
A61203012,해운대영남아파트,VERIFIED_MASTER,True,False,False,KB부동산 / 공식자료,3,
A61203013,두산2차아파트,VERIFIED_MASTER,True,False,False,KB부동산 / 공식자료,3,
A61203014,경남아너스빌,VERIFIED_MASTER,True,False,False,KB부동산 / 공식자료,4,
A61203015,해운대한일아파트,VERIFIED_MASTER,True,False,False,KB부동산 / 공식자료,5,
A61203016,해운대동신아파트,VERIFIED_MASTER,True,False,False,KB부동산 / 공식자료,5,
A61203017,해운대동부아파트,VERIFIED_MASTER,True,False,False,KB부동산 / 공식자료,4,
A61203018,해운대대림2차아파트,VERIFIED_MASTER,True,False,False,KB부동산 / 공식자료,6,
A61203019,해운대삼성아파트,VERIFIED_MASTER,True,False,False,KB부동산 / 공식자료,5,
A61203020,해운대LIG건영아파트,VERIFIED_MASTER,True,False,False,KB부동산 / 공식자료,5,
A61203021,해운대센트럴파크아파트,VERIFIED_MASTER,True,False,False,KB부동산 / 공식자료,4,
A61203022,해운대롯데3차아파트,VERIFIED_MASTER,True,False,False,KB부동산 / 공식자료,2,
A61203023,해운대롯데4차아파트,VERIFIED_MASTER,True,False,False,KB부동산 / 공식자료,3,
A61203024,대우1차아파트,VERIFIED_MASTER,True,False,False,KB부동산 / 공식자료,6,
A61203025,해운대벽산1차아파트,VERIFIED_MASTER,True,False,False,KB부동산 / 공식자료,5,
A61203026,해운대 화목타운,VERIFIED_MASTER,True,False,False,KB부동산 / 공식자료,5,
A61203027,LH뜨란채아파트,VERIFIED_MASTER,True,False,False,KB부동산 / 공식자료,2,
A61203028,코오롱아파트,VERIFIED_MASTER,True,False,False,KB부동산 / 공식자료,4,
A61203029,해운대건영2차아파트,VERIFIED_MASTER,True,False,False,KB부동산 / 공식자료,4,
A61203031,해운대상록아파트,VERIFIED_MASTER,True,False,False,KB부동산 / 공식자료,1,
A61203032,해운대대우2차아파트,VERIFIED_MASTER,True,False,False,KB부동산 / 공식자료,4,
A61203033,해운대벽산2차아파트,VERIFIED_MASTER,True,False,False,KB부동산 / 공식자료,5,
A61203034,해운대대동타운아파트,VERIFIED_MASTER,True,False,False,KB부동산 / 공식자료,5,
A61203035,경남선경아파트,VERIFIED_MASTER,True,False,False,KB부동산 / 공식자료,5,
A61203036,두산1차,VERIFIED_MASTER,True,False,False,KB부동산 / 공식자료,4,
A61203037,대림1차아파트,VERIFIED_MASTER,True,False,False,KB부동산 / 공식자료,6,
A61203038,SKVIEW아파트,VERIFIED_MASTER,True,False,False,KB부동산 / 공식자료,6,
A61203039,해운대LG아파트,VERIFIED_MASTER,True,False,False,KB부동산 / 공식자료,7,
A61275302,해운대현대,VERIFIED_MASTER,True,False,False,KB부동산 / 공식자료,4,
A61204001,송정1단지주공아파트,EXCLUDED_RENTAL_ONLY,False,True,False,공공/국민임대 공식확인,0,
A61204002,부산송정2휴먼시아,EXCLUDED_RENTAL_ONLY,False,True,False,공공/국민임대 공식확인,0,
A10023440,힐스테이트사하역 아파트,VERIFIED_MASTER,True,False,False,KB부동산 / 공식자료,6,
A10023969,사하한신더휴아파트,VERIFIED_MASTER,True,False,False,KB부동산 / 공식자료,8,
A10024383,사하역비스타동원,VERIFIED_MASTER,True,False,False,KB부동산 / 공식자료,5,
A60471810,당리푸르지오,VERIFIED_MASTER,True,False,False,KB부동산 / 공식자료,7,
A60402003,하단 SK VIEW 아파트,VERIFIED_MASTER,True,False,False,KB부동산 / 공식자료,6,
A60474905,한신혜성아파트,VERIFIED_MASTER,True,False,False,KB부동산 / 공식자료,3,
A60476101,가락타운1단지아파트,VERIFIED_MASTER,True,False,False,KB부동산 / 공식자료,3,
A60476206,가락타운2.3단지아파트,VERIFIED_MASTER,True,False,False,KB부동산 / 공식자료,5,
A10023928,사하코오롱하늘채아파트,VERIFIED_MASTER,True,False,False,KB부동산 / 공식자료,4,
A10027236,사하뷰웰아파트,VERIFIED_MASTER,True,False,False,KB부동산 / 공식자료,10,
A60403002,신평럭키무지개타운아파트,VERIFIED_MASTER,True,False,False,KB부동산 / 공식자료,7,
A60475903,신익강변타운아파트,VERIFIED_MASTER,True,False,False,KB부동산 / 공식자료,16,
A60476805,신평현대아파트,VERIFIED_MASTER,True,False,False,KB부동산 / 공식자료,5,
A60483404,신평한신아파트,VERIFIED_MASTER,True,False,False,KB부동산 / 공식자료,8,
A10022280,두산위브더센트럴사하,VERIFIED_MASTER,True,False,False,KB부동산 / 공식자료,8,
A60474002,장림동원로얄듀크,VERIFIED_MASTER,True,False,False,KB부동산 / 공식자료,2,
A60474516,장림신세대지큐빌아파트,VERIFIED_MASTER,True,False,False,KB부동산 / 공식자료,2,
A60477315,장림현대아파트,VERIFIED_MASTER,True,False,False,KB부동산 / 공식자료,5,
A60484514,장림협성르네상스타운,VERIFIED_MASTER,True,False,False,KB부동산 / 공식자료,3,
A60405001,다대롯데캐슬몰운대,VERIFIED_MASTER,True,False,False,KB부동산 / 공식자료,7,
A60405002,다대롯데캐슬블루,VERIFIED_MASTER,True,False,False,KB부동산 / 공식자료,7,
A60472901,다대푸르지오,VERIFIED_MASTER,True,False,False,KB부동산 / 공식자료,7,
A60474307,다대해송아파트,VERIFIED_MASTER,True,False,False,KB부동산 / 공식자료,1,
A60475305,신다대아파트,VERIFIED_MASTER,True,False,False,KB부동산 / 공식자료,1,
A60475309,3지구도개공아파트,EXCLUDED_RENTAL_ONLY,False,True,False,공공/국민임대 공식확인,0,
A60475408,국제그린아파트,VERIFIED_MASTER,True,False,False,KB부동산 / 공식자료,1,
A60475411,도개공다대4지구영구임대아파트,EXCLUDED_RENTAL_ONLY,False,True,False,공공/국민임대 공식확인,0,
A60475412,다대다송,VERIFIED_MASTER,True,False,False,KB부동산 / 공식자료,1,
A60475507,다대대우아파트,VERIFIED_MASTER,True,False,False,KB부동산 / 공식자료,2,
A60475509,다대푸른아파트,VERIFIED_MASTER,True,False,False,KB부동산 / 공식자료,1,
A60475612,다대현대아파트,VERIFIED_MASTER,True,False,False,KB부동산 / 공식자료,9,
A60475710,다대삼환아파트,VERIFIED_MASTER,True,False,False,KB부동산 / 공식자료,4,
A60476511,다대자유아파트,VERIFIED_MASTER,True,False,False,KB부동산 / 공식자료,4,
A60476604,다대코오롱아파트(코오롱맨션),VERIFIED_MASTER,True,False,False,KB부동산 / 공식자료,6,
A60482013,다대몰운대아파트,VERIFIED_MASTER,True,False,False,KB부동산 / 공식자료,1,
A60482708,성원아파트,VERIFIED_MASTER,True,False,False,KB부동산 / 공식자료,2,
A60482712,5지구몰운대영구임대아파트,EXCLUDED_RENTAL_ONLY,False,True,False,공공/국민임대 공식확인,0,
A10024185,부산사하중흥S-클래스,EXCLUDED_RENTAL_ONLY,False,True,False,공공/국민임대 공식확인,0,
A10026651,e-편한세상 사하2차 아파트,VERIFIED_MASTER,True,False,False,KB부동산 / 공식자료,8,
A10027306,대림e편한세상사하1차아파트,VERIFIED_MASTER,True,False,False,KB부동산 / 공식자료,10,
A60481703,구평1차자유아파트,VERIFIED_MASTER,True,False,False,KB부동산 / 공식자료,3,
A60480608,부영벽산파라빌아파트,VERIFIED_MASTER,True,False,False,KB부동산 / 공식자료,4,
A60976902,청룡경동아파트,VERIFIED_MASTER,True,False,False,KB부동산 / 공식자료,4,
A10027325,구서 SK VIEW 1단지,VERIFIED_MASTER,True,False,False,KB부동산 / 공식자료,11,
A60931004,구서동 쌍용예가 2단지,VERIFIED_MASTER,True,False,False,KB부동산 / 공식자료,6,
A60931207,구서동롯데캐슬골드2단지(1049),VERIFIED_MASTER,True,False,False,KB부동산 / 공식자료,10,
A60971101,롯데캐슬골드1단지,VERIFIED_MASTER,True,False,False,KB부동산 / 공식자료,7,
A60975204,구서선경아파트,VERIFIED_MASTER,True,False,False,KB부동산 / 공식자료,7,
A60976105,구서선경3차아파트,VERIFIED_MASTER,True,False,False,KB부동산 / 공식자료,7,
A60980506,구서우성아파트,VERIFIED_MASTER,True,False,False,KB부동산 / 공식자료,3,
A10026780,래미안 장전,VERIFIED_MASTER,True,False,False,KB부동산 / 공식자료,9,
A60939002,금정산sk뷰,VERIFIED_MASTER,True,False,False,KB부동산 / 공식자료,6,
A60939003,벽산블루밍장전디자인시티,VERIFIED_MASTER,True,False,False,KB부동산 / 공식자료,25,
A60939004,금정산쌍용예가,VERIFIED_MASTER,True,False,False,KB부동산 / 공식자료,5,
A60939005,금정산 2차 쌍용 예가,VERIFIED_MASTER,True,False,False,KB부동산 / 공식자료,3,
A10024226,삼한골든뷰에듀스테이션,VERIFIED_MASTER,True,False,False,KB부동산 / 공식자료,7,
A60932003,부곡동푸르지오아파트,VERIFIED_MASTER,True,False,False,KB부동산 / 공식자료,4,
A60970301,부곡대우아파트,VERIFIED_MASTER,True,False,False,KB부동산 / 공식자료,7,
A60975303,경남한신,VERIFIED_MASTER,True,False,False,KB부동산 / 공식자료,5,
A60975404,부곡뉴그린아파트,VERIFIED_MASTER,True,False,False,KB부동산 / 공식자료,8,
A60975502,부곡SK아파트,VERIFIED_MASTER,True,False,False,KB부동산 / 공식자료,7,
A60976501,부곡시영,EXCLUDED_RENTAL_ONLY,False,True,False,공공/국민임대 공식확인,0,
A60976502,부곡늘푸른아파트,VERIFIED_MASTER,True,False,False,KB부동산 (5280),6,전체 분양 세대 (임대 150세대 제외 735세대 산정)
A60982103,우신뉴타운,VERIFIED_MASTER,True,False,False,KB부동산 / 공식자료,4,
A10020020,부산에코델타시티 디에트르 더 퍼스트아파트,VERIFIED_MASTER,True,False,False,KB부동산 / 공식자료,6,
A10020264,에코델타 더 베르힐 아파트,VERIFIED_MASTER,True,False,False,KB부동산 / 공식자료,7,
A10020378,에코델타시티 푸르지오린,VERIFIED_MASTER,True,False,False,KB부동산 / 공식자료,8,
A10020569,에코델타시티 푸르지오 센터파크,VERIFIED_MASTER,True,False,False,KB부동산 / 공식자료,10,
A10020645,강서자이 에코델타,VERIFIED_MASTER,True,False,False,KB부동산 / 공식자료,8,
A10020649,e편한세상 에코델타 센터포인트,VERIFIED_MASTER,True,False,False,KB부동산 / 공식자료,9,
A10022541,에코델타 스마트시티 수자인,VERIFIED_MASTER,True,False,False,KB부동산 / 공식자료,5,
A10022696,부산호반써밋스마트시티아파트,VERIFIED_MASTER,True,False,False,KB부동산 / 공식자료,3,
A10024664,더샵명지퍼스트월드3단지,VERIFIED_MASTER,True,False,False,KB부동산 / 공식자료,6,
A10024697,더샵명지퍼스트월드2단지아파트,VERIFIED_MASTER,True,False,False,KB부동산 / 공식자료,5,
A10025776,더 힐 시그니처,VERIFIED_MASTER,True,False,False,KB부동산 / 공식자료,4,
A10025923,스위트팰리스,VERIFIED_MASTER,True,False,False,KB부동산 / 공식자료,4,
A10025932,명지금강펜테리움센트럴파크3차,EXCLUDED_RENTAL_ONLY,False,True,False,공공/국민임대 공식확인,0,
A10026157,명지더웨스턴,VERIFIED_MASTER,True,False,False,KB부동산 / 공식자료,6,
A10026445,중흥S-클래스에듀오션,VERIFIED_MASTER,True,False,False,KB부동산 / 공식자료,4,
A10027139,호반써밋명지국제,VERIFIED_MASTER,True,False,False,KB부동산 / 공식자료,4,
A10027280,명지 협성휴포레,VERIFIED_MASTER,True,False,False,KB부동산 / 공식자료,6,
A10027282,중흥S클래스프라디움아파트,VERIFIED_MASTER,True,False,False,KB부동산 / 공식자료,7,
A10027581,명지대방노블랜드오션뷰2차아파트,VERIFIED_MASTER,True,False,False,KB부동산 / 공식자료,2,
A10027621,명지2차 금강펜테리움 센트럴파크,VERIFIED_MASTER,True,False,False,KB부동산 / 공식자료,5,
A10027656,대방노블랜드오션뷰1차아파트,VERIFIED_MASTER,True,False,False,KB부동산 / 공식자료,2,
A10027698,명지 국제신도시 호반베르디움1차,VERIFIED_MASTER,True,False,False,KB부동산 / 공식자료,4,
A10027918,명지1차금강펜테리움센트럴파크,VERIFIED_MASTER,True,False,False,KB부동산 / 공식자료,5,
A10027953,명지에일린의뜰아파트,VERIFIED_MASTER,True,False,False,KB부동산 / 공식자료,5,
A10028117,명지삼정그린코아,VERIFIED_MASTER,True,False,False,KB부동산 / 공식자료,6,
A61820001,명지롯데캐슬,VERIFIED_MASTER,True,False,False,KB부동산 / 공식자료,6,
A61870404,퀸덤1차아인슈타인타운,VERIFIED_MASTER,True,False,False,KB부동산 / 공식자료,8,
A61870405,영어도시퀸덤1차링컨타운,VERIFIED_MASTER,True,False,False,KB부동산 / 공식자료,13,
A61870406,영어도시퀸덤에디슨타운,VERIFIED_MASTER,True,False,False,KB부동산 / 공식자료,9,
A61870410,명지두산위브포세이돈,VERIFIED_MASTER,True,False,False,KB부동산 / 공식자료,6,
A61870411,명지오션시티한신휴플러스,VERIFIED_MASTER,True,False,False,KB부동산 / 공식자료,7,
A61881402,명지극동스타클래스,VERIFIED_MASTER,True,False,False,KB부동산 / 공식자료,10,
A10025154,명지화전지구우방아이유쉘아파트,VERIFIED_MASTER,True,False,False,KB부동산 (319970),3,공공임대 분양전환 단지
A10027026,지사과학단지 삼정그린코아아파트,VERIFIED_MASTER,True,False,False,KB부동산 / 공식자료,6,
A10028069,협성.DS엘리시안아파트,VERIFIED_MASTER,True,False,False,KB부동산 / 공식자료,6,
A61823001,지사휴먼시아,EXCLUDED_RENTAL_ONLY,False,True,False,공공/국민임대 공식확인,0,
A61823002,금강펜테리움,VERIFIED_MASTER,True,False,False,KB부동산 / 공식자료,7,
A61829001,신호윌더하임,VERIFIED_MASTER,True,False,False,KB부동산 / 공식자료,3,
A61872201,부산신호사랑으로부영1차아파트,VERIFIED_MASTER,True,False,False,KB부동산 / 공식자료,1,
A61872202,부산신호 사랑으로 부영2차아파트,VERIFIED_MASTER,True,False,False,KB부동산 / 공식자료,1,
A61872203,부산신호사랑으로부영5차,EXCLUDED_RENTAL_ONLY,False,True,False,공공/국민임대 공식확인,0,
A61872204,부산신호3사랑으로부영3차,EXCLUDED_RENTAL_ONLY,False,True,False,공공/국민임대 공식확인,0,
A10022890,레이카운티 아파트,VERIFIED_MASTER,True,False,False,KB부동산 / 공식자료,13,
A10025258,아시아드코오롱하늘채,VERIFIED_MASTER,True,False,False,KB부동산 (46817),4,전체 주거 세대 (352세대 평형 산정)
A10025950,거제센트럴자이,VERIFIED_MASTER,True,False,False,KB부동산 / 공식자료,9,
A61175804,거제현대아파트,VERIFIED_MASTER,True,False,False,KB부동산 / 공식자료,2,
A61176513,거제1차현대홈타운,VERIFIED_MASTER,True,False,False,KB부동산 / 공식자료,10,
A61176612,거제2차현대홈타운아파트,VERIFIED_MASTER,True,False,False,KB부동산 / 공식자료,5,
A61176709,거제쌍용스윗닷홈아파트,VERIFIED_MASTER,True,False,False,KB부동산 / 공식자료,5,
A61176911,거제동롯데캐슬아파트,VERIFIED_MASTER,True,False,False,KB부동산 / 공식자료,3,
A61177214,거제동월드메르디앙,VERIFIED_MASTER,True,False,False,KB부동산 / 공식자료,7,
A61180503,유림아시아드아파트,VERIFIED_MASTER,True,False,False,KB부동산 / 공식자료,8,
A10020498,시청앞 행복주택1단지,EXCLUDED_RENTAL_ONLY,False,True,False,공공/국민임대 공식확인,0,
A10022365,연산포레서희스타힐스,VERIFIED_MASTER,True,False,False,KB부동산 / 공식자료,3,
A10023014,시청앞 행복주택2단지,EXCLUDED_RENTAL_ONLY,False,True,False,공공/국민임대 공식확인,0,
A10023526,힐스테이트연산 아파트,VERIFIED_MASTER,True,False,False,KB부동산 / 공식자료,6,
A10024627,연산롯데캐슬골드포레,VERIFIED_MASTER,True,False,False,KB부동산 / 공식자료,7,
A10025135,시청역 비스타동원아파트,VERIFIED_MASTER,True,False,False,KB부동산 / 공식자료,4,
A10025559,연산더샵아파트,VERIFIED_MASTER,True,False,False,KB부동산 / 공식자료,6,
A10025994,연제 롯데캐슬앤데시앙,VERIFIED_MASTER,True,False,False,KB부동산 / 공식자료,9,
A10026902,연산동 일동미라주 더 스타,VERIFIED_MASTER,True,False,False,KB부동산 / 공식자료,5,
A10027085,센텀리버sk뷰,VERIFIED_MASTER,True,False,False,KB부동산 / 공식자료,3,
A10027159,브라운스톤연제,VERIFIED_MASTER,True,False,False,KB부동산 / 공식자료,6,
A10027937,더샵 파크시티,VERIFIED_MASTER,True,False,False,KB부동산 / 공식자료,15,
A10028028,부산센텀푸르지오,VERIFIED_MASTER,True,False,False,KB부동산 / 공식자료,4,
A61175110,망미주공아파트,VERIFIED_MASTER,True,False,False,KB부동산 / 공식자료,8,
A61175209,연산한양아파트,VERIFIED_MASTER,True,False,False,KB부동산 (6019+6008+6009+6010+6011),14,전체 주거 세대 (1~5차 통합 산정)
A61175901,연산자이,VERIFIED_MASTER,True,False,False,KB부동산 / 공식자료,10,
A61176308,연산선경아파트,VERIFIED_MASTER,True,False,False,KB부동산 / 공식자료,4,
A61176411,연산LG아파트,VERIFIED_MASTER,True,False,False,KB부동산 / 공식자료,6,
A10025433,수영sk뷰 1단지,VERIFIED_MASTER,True,False,False,KB부동산 / 공식자료,8,
A61313001,망미삼성아파트,VERIFIED_MASTER,True,False,False,KB부동산 / 공식자료,8,
A61313002,망미동the#파크리치,VERIFIED_MASTER,True,False,False,KB부동산 / 공식자료,7,
A61313203,센텀수영강변3차 e-편한세상아파트,VERIFIED_MASTER,True,False,False,KB부동산 / 공식자료,2,
A61375702,수영현대아파트,VERIFIED_MASTER,True,False,False,KB부동산 / 공식자료,12,
A61383101,수영협성르네상스타운,VERIFIED_MASTER,True,False,False,KB부동산 / 공식자료,4,
A10025075,e편한세상 오션테라스,VERIFIED_MASTER,True,False,False,KB부동산 / 공식자료,10,
A10026760,센텀비스타동원아파트,VERIFIED_MASTER,True,False,False,KB부동산 / 공식자료,5,
A61377105,센텀비치푸르지오아파트,VERIFIED_MASTER,True,False,False,KB부동산 / 공식자료,8,
A61377106,부산더샵센텀포레,VERIFIED_MASTER,True,False,False,KB부동산 / 공식자료,9,
A61377204,롯데캐슬자이안트아파트,VERIFIED_MASTER,True,False,False,KB부동산 / 공식자료,4,
A10020002,드파인 광안,VERIFIED_MASTER,True,False,False,KB부동산 / 공식자료,7,
A10024695,광안자이아파트,VERIFIED_MASTER,True,False,False,KB부동산 / 공식자료,6,
A61310007,광안쌍용예가디오션,VERIFIED_MASTER,True,False,False,KB부동산 / 공식자료,12,
A61375202,광원아파트,VERIFIED_MASTER,True,False,False,KB부동산 / 공식자료,3,
A61375603,비치-그린아파트,VERIFIED_MASTER,True,False,False,KB부동산 / 공식자료,3,
A10023420,남천자이아파트,VERIFIED_MASTER,True,False,False,KB부동산 / 공식자료,25,
A10023607,더샵남천프레스티지아파트,VERIFIED_MASTER,True,False,False,KB부동산 / 공식자료,10,
A61301003,삼익비치아파트,VERIFIED_MASTER,True,False,False,KB부동산 / 공식자료,11,
A61381805,남천코오롱하늘채골든비치,VERIFIED_MASTER,True,False,False,KB부동산 / 공식자료,10,
A61381903,남천뉴비치아파트,VERIFIED_MASTER,True,False,False,KB부동산 / 공식자료,9,
A61775202,모라백양그린아파트,VERIFIED_MASTER,True,False,False,KB부동산 / 공식자료,4,
A61775307,부산모라주공3,EXCLUDED_RENTAL_ONLY,False,True,False,공공/국민임대 공식확인,0,
A61775401,백양푸른숲입주자대표회의,VERIFIED_MASTER,True,False,False,KB부동산 / 공식자료,5,
A61775706,우성아파트,VERIFIED_MASTER,True,False,False,KB부동산 / 공식자료,4,
A61781706,모라주공1단지,EXCLUDED_RENTAL_ONLY,False,True,False,공공/국민임대 공식확인,0,
A61781805,모라벽산아파트,VERIFIED_MASTER,True,False,False,KB부동산 / 공식자료,3,
A61781807,모라동원타운,VERIFIED_MASTER,True,False,False,KB부동산 / 공식자료,6,
A61781808,우신모라아파트,VERIFIED_MASTER,True,False,False,KB부동산 / 공식자료,6,
A10023104,사상 중흥S-클래스 그랜드센트럴,VERIFIED_MASTER,True,False,False,KB부동산 / 공식자료,5,
A61777903,덕포경동메르빌,VERIFIED_MASTER,True,False,False,KB부동산 / 공식자료,10,
A61781005,덕포자유아파트,VERIFIED_MASTER,True,False,False,KB부동산 / 공식자료,13,
A10023544,센트럴 스타힐스,VERIFIED_MASTER,True,False,False,KB부동산 / 공식자료,6,
A61776003,괘법2차한신아파트,VERIFIED_MASTER,True,False,False,KB부동산 / 공식자료,4,
A61780802,사상강변동원아파트,VERIFIED_MASTER,True,False,False,KB부동산 / 공식자료,3,
A10028191,감전엘에이치,EXCLUDED_RENTAL_ONLY,False,True,False,공공/국민임대 공식확인,0,
A10023571,주례롯데캐슬골드스마트,VERIFIED_MASTER,True,False,False,KB부동산 / 공식자료,6,
A10026975,주례경동리인아파트,VERIFIED_MASTER,True,False,False,KB부동산 / 공식자료,7,
A61701002,주례한일유앤아이아파트,VERIFIED_MASTER,True,False,False,KB부동산 / 공식자료,5,
A61776104,주례반도보라매머드아파트,VERIFIED_MASTER,True,False,False,KB부동산 / 공식자료,5,
A61776303,주례럭키아파트,VERIFIED_MASTER,True,False,False,KB부동산 (5670),8,"전체 분양 세대 (1,962세대 산정)"
A61778608,주례청구아파트,VERIFIED_MASTER,True,False,False,KB부동산 / 공식자료,6,
A61783202,신주례2차LG아파트,VERIFIED_MASTER,True,False,False,KB부동산 / 공식자료,4,
A61783203,LG신주례1단지아파트,VERIFIED_MASTER,True,False,False,KB부동산 / 공식자료,4,
A61783402,주례현대무지개아파트,VERIFIED_MASTER,True,False,False,KB부동산 / 공식자료,5,
A61776907,학장금강,VERIFIED_MASTER,True,False,False,KB부동산 / 공식자료,3,
A61777010,학장무학,VERIFIED_MASTER,True,False,False,KB부동산 / 공식자료,2,
A61777105,학장벽산아파트,VERIFIED_MASTER,True,False,False,KB부동산 / 공식자료,2,
A61777312,학장반도보라타운,VERIFIED_MASTER,True,False,False,KB부동산 / 공식자료,4,
A61777409,구덕대림,VERIFIED_MASTER,True,False,False,KB부동산 / 공식자료,3,
A61777410,학장1지구도개공임대,EXCLUDED_RENTAL_ONLY,False,True,False,공공/국민임대 공식확인,0,
A61777411,학장삼정그린코아,VERIFIED_MASTER,True,False,False,KB부동산 / 공식자료,5,
A61777711,학장목화,VERIFIED_MASTER,True,False,False,KB부동산 / 공식자료,2,
A61777806,학장동2차삼성,VERIFIED_MASTER,True,False,False,KB부동산 / 공식자료,4,
A61784208,신구덕우성,VERIFIED_MASTER,True,False,False,KB부동산 / 공식자료,5,
A61784213,구학마을아파트,VERIFIED_MASTER,True,False,False,KB부동산 / 공식자료,1,
A61776508,엄궁대림아파트,VERIFIED_MASTER,True,False,False,KB부동산 / 공식자료,3,
A61776509,엄궁롯데캐슬리버아파트,VERIFIED_MASTER,True,False,False,KB부동산 / 공식자료,10,
A61776710,엄궁한신2차아파트,VERIFIED_MASTER,True,False,False,KB부동산 / 공식자료,5,
A61776811,엄궁코오롱아파트,VERIFIED_MASTER,True,False,False,KB부동산 / 공식자료,6,
A61778507,엄궁쌍용스윗닷홈,VERIFIED_MASTER,True,False,False,KB부동산 / 공식자료,3,
A61990514,기장한신그린코아아파트,VERIFIED_MASTER,True,False,False,KB부동산 / 공식자료,3,
A61970415,부산기장교리,EXCLUDED_RENTAL_ONLY,False,True,False,공공/국민임대 공식확인,0,
A61990108,이진캐스빌블루1차,VERIFIED_MASTER,True,False,False,KB부동산 / 공식자료,11,
A61970311,기장서부주공아파트,VERIFIED_MASTER,True,False,False,KB부동산 / 공식자료,3,
A10023692,웨이브리즈아파트,VERIFIED_MASTER,True,False,False,KB부동산 / 공식자료,5,
A61970112,기장현대아파트,VERIFIED_MASTER,True,False,False,KB부동산 / 공식자료,4,
A61970210,우신네오빌아파트,VERIFIED_MASTER,True,False,False,KB부동산 / 공식자료,4,
A61990609,기장2주공아파트,VERIFIED_MASTER,True,False,False,KB부동산 / 공식자료,5,
A10026865,동부산 삼정그린코아 더베스트,VERIFIED_MASTER,True,False,False,KB부동산 / 공식자료,4,
A61990213,내리 휴먼시아1단지,EXCLUDED_RENTAL_ONLY,False,True,False,공공/국민임대 공식확인,0,
A10028142,가화만사성정관타운아파트,VERIFIED_MASTER,True,False,False,KB부동산 / 공식자료,4,
A61996111,정관동원로얄듀크2차,VERIFIED_MASTER,True,False,False,KB부동산 / 공식자료,4,
A61996102,정관센트럴파크,VERIFIED_MASTER,True,False,False,KB부동산 / 공식자료,8,
A61996105,정관LH4단지,EXCLUDED_RENTAL_ONLY,False,True,False,공공/국민임대 공식확인,0,
A61996108,정관1차동원로얄듀크,VERIFIED_MASTER,True,False,False,KB부동산 / 공식자료,4,
A61996112,정관신도시LH5단지,EXCLUDED_RENTAL_ONLY,False,True,False,공공/국민임대 공식확인,0,
A10025749,부산정관 행복주택,EXCLUDED_RENTAL_ONLY,False,True,False,공공/국민임대 공식확인,0,
A10026813,정관 엘에이치 7단지,EXCLUDED_RENTAL_ONLY,False,True,False,공공/국민임대 공식확인,0,
A10028081,정관이지더원3차아파트,VERIFIED_MASTER,True,False,False,KB부동산 / 공식자료,3,
A61990110,정관신도시이지더원1차,VERIFIED_MASTER,True,False,False,KB부동산 / 공식자료,3,
A61996103,정관신도시휴먼시아2단지,EXCLUDED_RENTAL_ONLY,False,True,False,공공/국민임대 공식확인,0,
A61996106,EGthe12차,VERIFIED_MASTER,True,False,False,KB부동산 / 공식자료,3,
A61996109,정관롯데캐슬2차,VERIFIED_MASTER,True,False,False,KB부동산 / 공식자료,6,
